,Concept_ID,fr,ar
153,Horn::N,corne,قرن
154,Feder::N,plume,ريشة
155,Fell::N,peau,فرو
156,Flügel::N,aile,جناح
157,Klaue::N,serre,مخلب
158,Kralle::N,ongle,مخلب
159,Kralle::N,griffe,مخلب
160,Schwanz::N,queue,ذيل
161,Ei::N,œuf,بيض
162,Nest::N,nid,عش
163,Bau::N,terrier,جحر
164,Tier::N,animal,حيوان
165,Herde::N,troupeau,قطيع
166,Kuh::N,vache,بقرة
167,Bulle::N,taureau,ثور
168,Pferd::N,cheval,خيل
169,Schaf::N,mouton,شاة
170,Schwein::N,porc,خنزير
171,Schwein::N,cochon,خنزير
172,Hund::N,chien,كلب
173,Katze::N,chat,قطة
174,Bär::N,ours,دب
175,Eichhörnchen::N,écureuil,سنجاب
176,Elch::N,élan,موظ
177,Fuchs::N,renard,ثعلب
178,Hase::N,lièvre,أرنب
179,Maus::N,souris,فأرة
180,Wolf::N,loup,ذئب
181,Vogel::N,oiseau,طير
182,Schwarm::N,nuée,سرب
183,Schwarm::N,volée,سرب
184,Huhn::N,poule,دجاجة
185,Hahn::N,coq,ديك
186,Gans::N,oie,وزة
187,Adler::N,aigle,نسر
188,Ente::N,canard,بطة
189,Eule::N,hibou,بوم
190,Kranich::N,grue,كركي
191,Krähe::N,corneille,غراب
192,Kuckuck::N,coucou,وقواق
193,Schwan::N,cygne,إوز عراقي
194,Fisch::N,poisson,سمك
195,Barsch::N,perche,فرخ أوربي
196,Hecht::N,brochet,سمك الكراكي
197,Schlange[Tier]::N,serpent,حية
198,Schlange[Tier]::N,serpent,ثعبان
199,Wurm::N,ver,دودة
200,Spinne::N,araignée,عنكبوت
201,Ameise::N,fourmi,نملة
202,Laus::N,pou,قملة
203,Mücke::N,moucheron,ناموسة
204,Fliege::N,mouche,ذبابة
205,Schmetterling::N,papillon,فراشة
206,Beere::N,baie,حبة
207,Apfel::N,pomme,تفاح
208,Pilz::N,champignon,فطر
209,Zwiebel::N,oignon,بصل
210,Saat::N,semence,زرع
211,Korn::N,grain,حبة
212,Heu::N,foin,دريس
213,Schale::N,pelure,قشرة
214,Grube::N,fosse,نقرة
215,Falle::N,piège,فخ
216,Falle::N,piège,مصيدة
217,Schlinge::N,lacs,عروة
218,Spur::N,trace,أثر
219,Asche::N,cendre,رماد
220,Dreck::N,crotte,قذر
221,Eisen::N,fer,حديد
222,Gold::N,or,ذهب
223,Silber::N,argent,فضة
224,Kohle::N,charbon,فحم
225,Glas::N,verre,زجاج
226,Lehm::N,glaise,طين
227,Sand::N,sable,رمل
228,Mensch::N,homme,إنسان
229,Mann::N,homme,رجل
230,Frau::N,femme,امرأة
231,Kind::N,enfant,طفل
232,Junge::N,garçon,ولد
233,Mädchen::N,fille,بنت
234,Mädchen::N,jeune fille,بنت
235,Familie::N,famille,عائلة
236,Großvater::N,grand-père,جد
237,Großmutter::N,grand-mère,جدة
238,Eltern::N,parents,أبوان
239,Eltern::N,parents,والدان
240,Vater::N,père,أب
241,Mutter::N,mère,أم
242,Sohn::N,fils,إبن
243,Tochter::N,fille,بنت
244,Tochter::N,fille,إبنة
245,Bruder::N,frère,أخ
246,Bruder::N,frère,شقيق
247,Schwester::N,sœur,أخت
248,Onkel::N,oncle,عم
249,Tante::N,tante,عمة
250,Ehemann::N,mari,زوج
251,Ehemann::N,époux,زوج
252,Ehefrau::N,femme,زوجة
253,Ehefrau::N,épouse,زوجة
254,Freude::N,joie,فرح
255,Freude::N,joie,سرور
256,Freude::N,plaisir,فرح
257,Freude::N,plaisir,سرور
258,Gelächter::N,rires,قهقهة
259,Glück::N,bonheur,سعادة
260,Kummer::N,peine,غم
261,Kummer::N,chagrin,غم
262,Wunsch::N,désir,منية
263,Lust::N,envie,شهوة
264,Geist::N,esprit,روح
265,Gedanke::N,idée,فكرة
266,Gedanke::N,pensée,فكرة
267,Gedächtnis::N,mémoire,ذاكرة
268,Verstand::N,raison,عقل
269,Sinn::N,sens,معنى
270,Grund::N,cause,سبب
271,Grund::N,raison,سبب
272,Wahrheit::N,vérité,حقيقة
273,Gespräch::N,conversation,محادثة
274,Märchen::N,conte,خرافة
275,Märchen::N,conte de fées,خرافة
276,Erzählung::N,conte,قصة
277,Erzählung::N,conte,حكاية
278,Erzählung::N,narration,قصة
279,Erzählung::N,narration,حكاية
280,Nachricht::N,message,خبر
281,Neuigkeit::N,nouvelle,خبر جديد
282,Name::N,nom,اسم
283,Rätsel::N,énigme,لغز
284,Rätsel::N,devinette,لغز
285,Rede::N,parole,خطبة
286,Rede::N,discours,خطبة
287,Sprache::N,langue,لغة
288,Sprache::N,langage,لغة
289,Stimme::N,voix,صوت
290,Wort::N,mot,كلمة
291,Zeichen::N,signe,رمز
292,Zeichen::N,signe,إشارة
293,Ruf::N,cri,نداء
294,Ruf::N,appel,نداء
295,Lärm::N,bruit,صخب
296,Lärm::N,bruit,ضجة
297,Laut::N,son,صوت
298,Ton::N,ton,نغمة
299,Lied::N,chant,أغنية
300,Lied::N,chanson,أغنية
301,Ruhe::N,calme,هدوء
302,Ruhe::N,tranquillité,هدوء
303,Leute::N,gens,ناس
304,Volk::N,peuple,شعب
305,Arbeit::N,travail,عمل
306,Gast::N,hôte,ضيف
307,Gast::N,invité,ضيف
308,Geschenk::N,cadeau,هدية
309,Geschenk::N,présent,هدية
310,Spiel::N,jeu,لعب
311,Gesellschaft::N,compagnie,صحبة
312,Hilfe::N,aide,عون
313,Hilfe::N,aide,مساعدة
314,Hilfe::N,secours,عون
315,Hilfe::N,secours,مساعدة
316,Freund::N,ami,صديق
317,Kamerad::N,copain,زميل
318,Kamerad::N,camarade,زميل
319,Angelegenheit::N,affaire,أمر
320,Angelegenheit::N,affaire,شأن
321,Anzahl::N,nombre,عدد
322,Art::N,sorte,نوع
323,Art::N,espèce,نوع
324,Stück::N,morceau,قطعة
325,Teil::N,part,قسم
326,Teil::N,partie,قسم
327,Hälfte::N,moitié,نصف
328,Kreis::N,cercle,دائرة
329,Kreuz::N,croix,صليب
330,Linie::N,ligne,خط
331,Strich::N,trait,شرطة
332,Abstand::N,écart,مسافة
333,Entfernung::N,distance,بعد
334,Gegend::N,région,ناحية
335,Gegend::N,contrée,ناحية
336,Platz::N,place,فراغ
337,Ort::N,lieu,مكان
338,Ort::N,endroit,مكان
339,Seite::N,côté,جانب
340,Mitte::N,milieu,وسط
341,Gegenstand::N,objet,موضوع
342,Sache::N,chose,شيء
343,Rand::N,bord,حافة
344,Kante::N,arête,حافة
345,Ecke::N,coin,ركن
346,Ecke::N,tournant,ركن
347,Spitze::N,cime,سن
348,Spitze::N,pointe,سن
349,Ende::N,bout,طرف
350,Loch::N,trou,ثقب
351,Winkel::N,coin,زاوية
352,Winkel::N,réduit,زاوية
353,Muster::N,dessin,عينة
354,Größe::N,grandeur,حجم
355,Länge::N,longueur,طول
356,Höhe::N,hauteur,علو
357,Höhe::N,hauteur,ارتفاع
358,Höhe::N,altitude,علو
359,Höhe::N,altitude,ارتفاع
360,Gewicht::N,poids,وزن
361,Menge::N,quantité,كمية
362,Haufen::N,tas,كوم
363,Reihe::N,file,صف
364,Reihe::N,rangée,صف
365,Boot::N,canot,قارب
366,Boot::N,canot,زورق
367,Boot::N,bateau,قارب
368,Boot::N,bateau,زورق
369,Ruder::N,rame,مجذاف
370,Ruder::N,aviron,مجذاف
371,Schlitten::N,traîneau,مزلقة
372,Ski::N,ski,زلاجة
373,Lagerfeuer::N,feu de camp,نار المخيم
374,Last::N,charge,حمل
375,Last::N,fardeau,حمل
376,Gang::N,tour,مشية
377,Gang::N,marche,مشية
378,Schritt::N,pas,خطوة
379,Norden::N,nord,شمال
380,Süden::N,sud,جنوب
381,Westen::N,ouest,غرب
382,Westen::N,occident,غرب
383,Osten::N,est,شرق
384,Osten::N,orient,شرق
385,Holz::N,bois,خشب
386,Brett::N,planche,لوح
387,Platte::N,plaque,صفيحة
388,Stütze::N,appui,سند
389,Stütze::N,appui,دعامة
390,Stütze::N,soutien,سند
391,Stütze::N,soutien,دعامة
392,Stange::N,barre,عود
393,Stange::N,perche,عود
394,Stock::N,canne,عصا
395,Stab::N,bâton,قضيب
396,Rohr::N,tube,أنبوبة
397,Rohr::N,tuyau,أنبوبة
398,Haus::N,maison,دار
399,Haus::N,maison,بيت
400,Heim::N,maison,بيت
401,Heim::N,maison,مسكن
402,Ofen::N,poêle,مدفأة
403,Fußboden::N,plancher,أرضية
404,Tisch::N,table,مائدة
405,Stuhl::N,chaise,كرسي
406,Wiege::N,berceau,مهد
407,Bett::N,lit,سرير
408,Regal::N,étagère,رف
409,Kiste::N,caisse,صندوق
410,Fenster::N,fenêtre,شباك
411,Fenster::N,fenêtre,نافذة
412,Tür::N,porte,باب
413,Tor::N,porte,بوابة
414,Tor::N,portail,بوابة
415,Zaun::N,clôture,سياج
416,Dach::N,toit,سطح
417,Leiter::N,échelle,سلم
418,Besen::N,balai,مكنسة
419,Spaten::N,bêche,مسحاة
420,Schaufel::N,pelle,مجرفة
421,Gabel::N,fourchette,شوكة
422,Löffel::N,cuiller,ملعقة
423,Messer::N,couteau,سكين
424,Nagel::N,clou,مسمار
425,Netz::N,filet,شبكة
426,Haken::N,croc,خطاف
427,Haken::N,croc,صنارة
428,Haken::N,crochet,خطاف
429,Haken::N,crochet,صنارة
430,Griff::N,prise,قبضة
431,Griff::N,manche,قبضة
432,Schloss::N,serrure,قفل
433,Bild::N,image,صورة
434,Bild::N,tableau,صورة
435,Figur::N,figure,تمثال
436,Puppe::N,poupée,دمية
437,Beutel::N,sac,كيس
438,Beutel::N,petit sac,كيس
439,Bündel::N,paquet,ربطة
440,Bündel::N,faisceau,ربطة
441,Tasche::N,sac,شنطة
442,Tasche::N,sac,محفظة
443,Eimer::N,seau,سطل
444,Eimer::N,seau,جردل
445,Deckel::N,couvercle,سداد
446,Geschirr::N,vaisselle,أوان
447,Sack::N,sac,زكيبة
448,Tasse::N,tasse,فنجان
449,Topf::N,pot,قدر
450,Topf::N,pot,طنجرة
451,Topf::N,marmite,قدر
452,Topf::N,marmite,طنجرة
453,Kessel::N,chaudron,قدر
454,Kessel::N,chaudron,غلاية
455,Essen::N,repas,طعام
456,Essen::N,manger,طعام
457,Nahrung::N,nourriture,غذاء
458,Speise::N,plat,أكل
459,Fleisch::N,viande,لحم
460,Getreide::N,blé,حبوب
461,Getreide::N,céréales,حبوب
462,Brei::N,purée,عصيدة
463,Brei::N,bouillie,عصيدة
464,Brot::N,pain,خبز
465,Scheibe::N,tranche,شريحة
466,Fett::N,graisse,سمن
467,Butter::N,beurre,زبدة
468,Öl::N,huile,زيت
469,Salz::N,sel,ملح
470,Suppe::N,soupe,حساء
471,Suppe::N,soupe,شربة
472,Suppe::N,potage,حساء
473,Suppe::N,potage,شربة
474,Honig::N,miel,عسل
475,Milch::N,lait,حليب
476,Tee::N,thé,شاي
477,Leder::N,cuir,جلد
478,Wolle::N,laine,صوف
479,Stoff::N,tissu,قماش
480,Stoff::N,étoffe,قماش
481,Nadel::N,aiguille,إبرة
482,Faden::N,fil,خيط
483,Knopf::N,bouton,زر
484,Knoten::N,nœud,عقدة
485,Farbe::N,peinture,صبغة
486,Kleidung::N,vêtements,ملابس
487,Kleidung::N,habillement,ملابس
488,Hemd::N,chemise,قميص
489,Kragen::N,col,ياقة
490,Ärmel::N,manche,كم
491,Hose::N,pantalon,سروال
492,Hose::N,pantalon,بنطلون
493,Gürtel::N,ceinture,حزام
494,Mütze::N,bonnet,طاقية
495,Mütze::N,casquette,طاقية
496,Schuh::N,soulier,حذاء
497,Schuh::N,chaussure,حذاء
498,Stiefel::N,botte,جزمة
499,Stiefel::N,botte,حذاء طويل
500,Ring::N,bague,حلقة
501,Band::N,ruban,شريط
502,Kamm::N,peigne,مشط
503,Spiegel::N,glace,مرآة
504,Spiegel::N,miroir,مرآة
505,Riemen::N,lanière,سير
506,Riemen::N,courroie,سير
507,Schnur::N,corde,حبل
508,Schnur::N,corde,دوبارة
509,Schnur::N,ficelle,حبل
510,Schnur::N,ficelle,دوبارة
511,Leine::N,laisse,قيد
512,Decke::N,couverture,بطانية
513,Kissen::N,oreiller,وسادة
514,Tuch::N,drap,منديل
515,Tuch::N,fichu,منديل
516,Handtuch::N,serviette,فوطة
517,Handtuch::N,serviette,منشفة
518,Handtuch::N,essuie-mains,فوطة
519,Handtuch::N,essuie-mains,منشفة
520,Kraft::N,force,قدرة
521,Stärke::N,vigueur,قوة
522,Gesundheit::N,santé,صحة
523,Krankheit::N,maladie,مرض
524,Schmerz::N,douleur,ألم
525,Schmerz::N,douleur,وجع
526,Wunde::N,plaie,جرح
527,Wunde::N,blessure,جرح
528,Fieber::N,fièvre,حمى
529,Arznei::N,remède,دواء
530,Arznei::N,médecine,دواء
531,Brücke::N,pont,جسر
532,Brunnen::N,puits,بئر
533,Weide::N,pâturage,مرعى
534,Pfad::N,sentier,درب
535,Weg::N,voie,سكة
536,Weg::N,chemin,سكة
537,Straße::N,route,طريق
538,Dorf::N,village,قرية
539,Stadt::N,cité,مدينة
540,Stadt::N,ville,مدينة
541,Brief::N,lettre,خطاب
542,Brief::N,lettre,مكتوب
543,Buch::N,livre,كتاب
544,Buchstabe::N,lettre,حرف
545,Buchstabe::N,caractère,حرف
546,Zeitung::N,journal,جريدة
547,Leben::N,vie,عيش
548,Leben::N,vie,حياة
549,Tod::N,mort,موت
550,Tod::N,mort,وفاة
551,Grab::N,tombe,قبر
552,Kirche::N,église,كنيسة
553,Sünde::N,péché,خطيئة
554,Gott::N,dieu,إله
555,Arbeiter::N,ouvrier,عامل
556,Arbeiter::N,travailleur,عامل
557,Chef::N,chef,رئيس
558,Chef::N,patron,رئيس
559,Meister::N,maître,أسطى
560,Arzt::N,médecin,طبيب
561,Lehrer::N,professeur,مدرس
562,Lehrer::N,instituteur,مدرس
563,Geld::N,argent,نقود
564,Geschäft::N,affaire,صفقة
565,Geschäft::N,commerce,صفقة
566,Laden::N,magasin,دكان
567,Laden::N,boutique,دكان
568,Preis::N,prix,سعر
569,Ware::N,marchandise,بضاعة
570,Nutzen::N,profit,فائدة
571,Reichtum::N,richesse,غنى
572,Reichtum::N,richesse,ثروة
573,Welt::N,monde,عالم
574,Welt::N,monde,دنيا
575,Land::N,pays,بلد
576,Staat::N,État,دولة
577,König::N,roi,ملك
578,Macht::N,pouvoir,سلطة
579,Macht::N,puissance,سلطة
580,Grenze::N,frontière,حدود
581,Krieg::N,guerre,حرب
582,Feind::N,ennemi,عدو
583,Gewalt::N,violence,عنف
584,Kampf::N,lutte,قتال
585,Kampf::N,combat,قتال
586,Bogen[Waffe]::N,arc,قوس
587,Pfeil::N,flèche,سهم
588,Gewehr::N,fusil,بندقية
589,Fehler::N,faute,خطأ
590,Fehler::N,erreur,خطأ
591,Lüge::N,mensonge,كذب
592,Schaden::N,dégât,تلف
593,Schaden::N,dommage,تلف
594,Unglück::N,malheur,نحس
595,Schuld::N,faute,ذنب
596,Schuld::N,culpabilité,ذنب
597,Alter::N,âge,سن
598,Alter::N,âge,عمر
599,Schluss::N,fin,ختام
600,Schluss::N,fin,نهاية
601,Zeit::N,temps,وقت
602,Tag::N,jour,يوم
603,Tag::N,journée,يوم
604,Morgen::N,matin,صباح
605,Morgen::N,matinée,صباح
606,Mittag::N,midi,ظهر
607,Abend::N,soir,مساء
608,Abend::N,soirée,مساء
609,Nacht::N,nuit,ليلة
610,Woche::N,semaine,أسبوع
611,Monat::N,mois,شهر
612,Jahr::N,an,عام
613,Jahr::N,an,سنة
614,Jahr::N,année,عام
615,Jahr::N,année,سنة
616,Frühling::N,printemps,ربيع
617,Sommer::N,été,صيف
618,Herbst::N,automne,خريف
619,Winter::N,hiver,شتاء
620,Januar::N,janvier,يناير
621,Januar::N,janvier,كانون الثاني
622,Februar::N,février,شباط
623,Februar::N,février,فبراير
624,März::N,mars,آذار
625,März::N,mars,مارس
626,April::N,avril,نيسان
627,Mai::N,mai,مايو
628,Juni::N,juin,يونيو
629,Juni::N,juin,حزيران
630,Juli::N,juillet,تموز
631,Juli::N,juillet,يوليو
632,August::N,août,آب
633,August::N,août,أغسطس
634,September::N,septembre,أيلول
635,September::N,septembre,سبتمبر
636,Oktober::N,octobre,أكتوبر
637,Oktober::N,octobre,تشرين الأول
638,November::N,novembre,نوفمبر
639,November::N,novembre,تشرين الثاني
640,Dezember::N,décembre,ديسمبر
641,Dezember::N,décembre,كانون الأول
642,Montag::N,lundi,يوم الاثنين
643,Dienstag::N,mardi,يوم الثلاثاء
644,Mittwoch::N,mercredi,يوم الأربعاء
645,Donnerstag::N,jeudi,يوم الخميس
646,Freitag::N,vendredi,يوم الجمعة
647,Samstag::N,samedi,يوم السبت
648,Sonntag::N,dimanche,يوم الأحد
649,groß::A,grand,كبير
650,klein::A,petit,صغير
651,lang::A,long,طويل
652,kurz::A,court,قصير
653,breit::A,large,واسع
654,schmal::A,étroit,ضيق
655,dicht::A,dense,كث
656,dicht::A,dense,كثيف
657,dick[Gegenstand]::A,épais,غليظ
658,dünn::A,mince,رفيع
659,fein::A,fin,رقيق
660,fein::A,menu,رقيق
661,fest::A,ferme,متين
662,fest::A,solide,متين
663,flach::A,plat,سهل
664,flach::A,plat,منبسط
665,glatt::A,poli,ناعم
666,glatt::A,lisse,ناعم
667,hart::A,dur,صلب
668,hart::A,dur,جامد
669,weich::A,mou,لين
670,rund::A,rond,مستدير
671,spitz::A,aigu,مدبب
672,spitz::A,pointu,مدبب
673,scharf::A,tranchant,حاد
674,stumpf::A,mousse,ثالم
675,stumpf::A,émoussé,ثالم
676,schwer::A,lourd,ثقيل
677,schwer::A,pesant,ثقيل
678,schön::A,beau,جميل
679,heiß::A,chaud,حار
680,heiß::A,chaud,ساخن
681,heiß::A,très chaud,حار
682,heiß::A,très chaud,ساخن
683,warm::A,chaud,دافئ
684,kalt::A,froid,بارد
685,kühl::A,frais,قر
686,frisch::A,frais,طازج
687,feucht::A,humide,رطب
688,nass::A,mouillé,مبلول
689,trocken::A,sec,جاف
690,voll::A,plein,ملء
691,voll::A,rempli,ملء
692,leer::A,vide,خال
693,leer::A,vide,فارغ
694,offen::A,ouvert,مفتوح
695,geschlossen::A,clos,مغلق
696,geschlossen::A,fermé,مغلق
697,sauber::A,net,نظيف
698,sauber::A,propre,نظيف
699,schmutzig::A,sale,قذر
700,schmutzig::A,crasseux,قذر
701,roh::A,cru,نيء
702,roh::A,brut,نيء
703,reif::A,mûr,ناضج
704,lecker::A,délicieux,لذيذ
705,lecker::A,appétissant,لذيذ
706,süß::A,doux,حلو
707,bitter::A,amer,مر
708,sauer::A,aigre,حامض
709,hell::A,clair,نير
710,dunkel::A,sombre,مظلم
711,schwarz::A,noir,أسود
712,weiß::A,blanc,أبيض
713,rot::A,rouge,أحمر
714,gelb::A,jaune,أصفر
715,blau::A,bleu,أزرق
716,grün::A,vert,أخضر
717,grau::A,gris,رمادي
718,bunt::A,multicolore,ملوب
719,billig::A,bon marché,رخيص
720,teuer::A,cher,غال
721,wertvoll::A,précieux,ثمين
722,blind::A,aveugle,أعمى
723,taub::A,sourd,أصم
724,taub::A,sourd,أطرش
725,kräftig::A,fort,قوي
726,kräftig::A,vigoureux,قوي
727,stark::A,fort,قوي
728,stark::A,puissant,قوي
729,schwach::A,faible,ضعيف
730,fett::A,gras,سمين
731,schlank::A,svelte,أهيف
732,hübsch::A,joli,جميل
733,böse::A,mauvais,رديء
734,dumm::A,sot,أبله
735,dumm::A,sot,أحمق
736,dumm::A,bête,أبله
737,dumm::A,bête,أحمق
738,faul::A,fainéant,كسلان
739,faul::A,paresseux,كسلان
740,fleißig::A,appliqué,مجتهد
741,geizig::A,avare,بخيل
742,klug::A,intelligent,ذكي
743,klug::A,intelligent,عاقل
744,geschickt::A,habile,ماهر
745,lieb::A,cher,عزيز
746,lieb::A,gentil,عزيز
747,lustig::A,gai,مرح
748,lustig::A,joyeux,مرح
749,sanft::A,doux,حليم
750,hungrig::A,affamé,جائع
751,krank::A,malade,مريض
752,nackt::A,nu,عار
753,traurig::A,triste,حزين
754,lebendig::A,vivant,حي
755,gut::A,bon,جيد
756,schlecht::A,mauvais,سيء
757,richtig::A,juste,صحيح
758,richtig::A,correct,صحيح
759,schlimm::A,grave,خبيث
760,schlimm::A,mauvais,خبيث
761,wahr::A,vrai,حق
762,wahr::A,véritable,حق
763,alt::A,vieux,قديم
764,neu::A,neuf,جديد
765,neu::A,nouveau,جديد
766,ehemalig::A,ancien,سابق
767,alt[Lebewesen]::A,âgé,مسن
768,alt[Lebewesen]::A,vieux,مسن
769,jung::A,jeune,شاب
770,jung::A,jeune,صغير
771,arm::A,pauvre,فقير
772,reich::A,riche,غني
773,bekannt::A,connu,معلوم
774,berühmt::A,fameux,مشهور
775,berühmt::A,célèbre,مشهور
776,fremd::A,étranger,أجنبي
777,verschieden::A,différent,مختلف
778,nah::A,lié,قريب
779,nah::A,proche,قريب
780,fern::A,éloigné,بعيد
781,fern::A,lointain,بعيد
782,linker::A,gauche,يسار
783,rechter::A,droit,يمين
784,anderer::A,autre,آخر
785,erster::A,premier,أول
786,zweiter::A,second,ثان
787,zweiter::A,deuxième,ثان
788,dritter::A,troisième,ثالث
789,letzter::A,dernier,أخير
790,allein::ADV,seul,وحده
791,auf einmal::ADV,à la fois,بالمرة
792,zusammen::ADV,ensemble,معا
793,lange::ADV,longtemps,مدة طويلة
794,plötzlich::ADV,tout à coup,فجأة
795,sofort::ADV,immédiatement,حالا
796,sofort::ADV,immédiatement,فورا
797,später::ADV,plus tard,فيما بعد
798,jetzt::ADV,maintenant,الآن
799,jetzt::ADV,maintenant,حاليا
800,heute::ADV,aujourd'hui,اليوم
801,morgen::ADV,demain,غدا
802,bald::ADV,bientôt,قريبا
803,dann::ADV,puis,ثم
804,dann::ADV,ensuite,ثم
805,gestern::ADV,hier,أمس
806,gestern::ADV,hier,البارحة
807,einst::ADV,jadis,قديما
808,einst::ADV,autrefois,قديما
809,damals::ADV,alors,حينئذ
810,damals::ADV,à l'époque,حينئذ
811,danach::ADV,après,ثم
812,danach::ADV,après,بعد ذلك
813,danach::ADV,ensuite,ثم
814,danach::ADV,ensuite,بعد ذلك
815,vorher::ADV,auparavant,من قبل
816,vorher::ADV,auparavant,قبل ذلك
817,zuerst::ADV,d'abord,أولا
818,zuerst::ADV,premièrement,أولا
819,einmal::ADV,une fois,مرة
820,manchmal::ADV,parfois,أحيانا
821,manchmal::ADV,quelquefois,أحيانا
822,oft::ADV,souvent,كثيرا
823,immer::ADV,toujours,دائما
