,Concept_ID,lt,av
158,Ei::N,kiaušinis,хоно
159,Nest::N,gūžta,бусен
160,Nest::N,lizdas,бусен
161,Bau::N,ola,каратӏ
162,Tier::N,gyvūnas,хӏайван
163,Herde::N,banda,рехъен
164,Herde::N,banda,рехъед
165,Herde::N,kaimenė,рехъен
166,Herde::N,kaimenė,рехъед
167,Kuh::N,karvė,гӏака
168,Bulle::N,bulius,оц
169,Pferd::N,arklys,чу
170,Schaf::N,avis,чахъу
171,Schwein::N,kiaulė,болъон
172,Hund::N,šuo,гьой
173,Katze::N,katė,кету
174,Bär::N,lokys,ци
175,Eichhörnchen::N,voveraitė,гвангва
176,Elch::N,briedis,
177,Fuchs::N,lapė,цер
178,Hase::N,kiškas,гӏанкӏ
179,Maus::N,pelė,гӏункӏкӏ
180,Wolf::N,vilkas,бацӏ
181,Vogel::N,paukštis,хӏинчӏ
182,Schwarm::N,spiečius,тӏел
183,Huhn::N,višta,гӏанкӏу
184,Hahn::N,gaidys,хӏелеко
185,Gans::N,žąsis,хъаз
186,Adler::N,erelis,цӏум
187,Ente::N,antis,ордек
188,Eule::N,pelėda,беццаруз
189,Kranich::N,gervė,къункъра
190,Krähe::N,varna,гъеду
191,Kuckuck::N,gegužė,гагу
192,Schwan::N,gulbė,хӏанкъва
193,Fisch::N,žuvis,ччугӏа
194,Barsch::N,ešerys,окунь
195,Hecht::N,lydeka,щука
196,Schlange[Tier]::N,gyvatė,борохь
197,Wurm::N,kirmėlė,хӏапара
198,Spinne::N,voras,хъанхъра
199,Ameise::N,skruzdė,цӏунцӏра
200,Laus::N,utėlė,нацӏ
201,Mücke::N,uodas,кӏкӏара
202,Fliege::N,musė,тӏутӏ
203,Schmetterling::N,drugys,кӏалкӏучӏ
204,Schmetterling::N,peteliškė,кӏалкӏучӏ
205,Beere::N,uoga,
206,Apfel::N,obuolys,гӏеч
207,Pilz::N,grybas,гӏурдахӏан
208,Zwiebel::N,svogūnas,кӏочӏопер
209,Saat::N,sėkla,хьон
210,Korn::N,grūdai,мугь
211,Heu::N,šienas,хер
212,Schale::N,žievelė,хъал
213,Grube::N,duobė,гвенд
214,Falle::N,pinklės,къор
215,Falle::N,pinklės,къотен
216,Falle::N,žabangai,къор
217,Falle::N,žabangai,къотен
218,Schlinge::N,kilpa,кӏичӏ
219,Spur::N,vėžė,лъалкӏ
220,Spur::N,pėdos,лъалкӏ
221,Spur::N,pėdsakas,лъалкӏ
222,Asche::N,pelenai,рахъу
223,Dreck::N,purvas,гъиз
224,Dreck::N,purvas,хӏарщ
225,Eisen::N,geležis,махх
226,Gold::N,auksas,месед
227,Silber::N,sidabras,гӏарац
228,Kohle::N,anglis,тӏурччи
229,Glas::N,stiklas,цӏер
230,Lehm::N,molis,хӏатӏ
231,Sand::N,smėlis,сали
232,Mensch::N,žmogus,чи
233,Mann::N,vyras,бихьинчи
234,Mann::N,vyriškis,бихьинчи
235,Frau::N,moteris,гӏадан
236,Kind::N,vaikas,лъимер
237,Junge::N,vaikinas,вас
238,Junge::N,berniukas,вас
239,Mädchen::N,mergytė,яс
240,Mädchen::N,mergaitė,яс
241,Familie::N,šeima,хъизан
242,Großvater::N,senelis,кӏудада
243,Großmutter::N,senelė,кӏодо
244,Eltern::N,tėvai,эбел-эмен
245,Vater::N,tėvas,эмен
246,Mutter::N,motina,эбел
247,Sohn::N,sūnus,вас
248,Tochter::N,duktė,яс
249,Bruder::N,brolis,вац
250,Schwester::N,sesuo,яц
251,Onkel::N,dėdė,даци
252,Tante::N,teta,ада
253,Ehemann::N,vyras,рос
254,Ehefrau::N,žmona,чӏужу
255,Freude::N,džiaugsmas,ракӏбохи
256,Gelächter::N,juokas,релъи
257,Glück::N,laimė,талихӏ
258,Glück::N,laimė,талихӏ-рохел
259,Kummer::N,vargas,хӏалкъай
260,Kummer::N,rūpestis,хӏалкъай
261,Wunsch::N,troškimas,къасд
262,Wunsch::N,pageidavimas,къасд
263,Lust::N,noras,гъира
264,Lust::N,geidulys,гъира
265,Geist::N,dvasia,чӏанкӏ
266,Geist::N,dvasia,рухӏ-жан
267,Gedanke::N,mintis,пикру
268,Gedächtnis::N,atmintis,
269,Verstand::N,protas,лумалъи
270,Verstand::N,protas,цӏодорлъи
271,Sinn::N,prasmė,магӏна
272,Grund::N,priežastis,багьана
273,Wahrheit::N,tiesa,ритӏухълъи
274,Wahrheit::N,teisybė,ритӏухълъи
275,Gespräch::N,pokalbis,накъит
276,Märchen::N,pasaka,маргьа
277,Erzählung::N,apsakymas,къиса
278,Erzählung::N,pasakojimas,къиса
279,Nachricht::N,žinia,хабар
280,Neuigkeit::N,naujiena,хабар-гӏазаб
281,Name::N,vardas,цӏар
282,Rätsel::N,mįslė,бицанкӏо
283,Rede::N,kalba,речь
284,Rede::N,kalba,калам
285,Sprache::N,kalba,мацӏ
286,Stimme::N,balsas,гьаракь
287,Wort::N,žodis,рагӏи
288,Zeichen::N,žymė,ишара
289,Zeichen::N,žymė,гӏаламат
290,Zeichen::N,ženklas,ишара
291,Zeichen::N,ženklas,гӏаламат
292,Ruf::N,šauksmas,ахӏи
293,Lärm::N,triukšmas,хъуй
294,Lärm::N,triukšmas,хъуди
295,Laut::N,garsas,гьаракь
296,Laut::N,garsas,сас
297,Ton::N,tonas,
298,Ton::N,garsas,
299,Lied::N,daina,кечӏ
300,Lied::N,giesmė,кечӏ
301,Ruhe::N,ramybė,рахӏат
302,Ruhe::N,ramumas,рахӏат
303,Leute::N,žmonės,гӏадамал
304,Volk::N,tauta,халкъ
305,Arbeit::N,darbas,хӏалтӏи
306,Arbeit::N,triūsas,хӏалтӏи
307,Gast::N,svečias,гьобол
308,Geschenk::N,dovana,сайигъат
309,Spiel::N,žaismas,хӏай
310,Spiel::N,žaismas,расанди
311,Spiel::N,žaidimas,хӏай
312,Spiel::N,žaidimas,расанди
313,Gesellschaft::N,draugija,жамагӏат
314,Gesellschaft::N,kompanija,жамагӏат
315,Hilfe::N,pagalba,кумек
316,Freund::N,draugas,гьудул
317,Freund::N,bičiulis,гьудул
318,Kamerad::N,draugas,гьалмагъ
319,Angelegenheit::N,dalykas,къваригӏел
320,Angelegenheit::N,reikalas,къваригӏел
321,Anzahl::N,kiekis,рикӏкӏен
322,Anzahl::N,skaičius,рикӏкӏен
323,Art::N,rūšis,жинс
324,Stück::N,gabalas,кесек
325,Teil::N,dalis,пай
326,Hälfte::N,pusė,бащдаб
327,Kreis::N,ratas,гор
328,Kreis::N,apskritis,гор
329,Kreis::N,apskritimas,гор
330,Kreuz::N,kryžius,хъанч
331,Linie::N,linija,мухъ
332,Strich::N,brėžis,хӏучч
333,Strich::N,brūkšnys,хӏучч
334,Abstand::N,atstumas,манзил
335,Entfernung::N,atstumas,манзил
336,Gegend::N,vietovė,рахъ
337,Platz::N,vieta,бакӏ
338,Ort::N,vieta,бакӏ
339,Ort::N,vietovė,бакӏ
340,Seite::N,pusė,рахъ
341,Seite::N,šonas,рахъ
342,Mitte::N,vidurys,бакьулъбакӏ
343,Gegenstand::N,dalykas,жо
344,Sache::N,daiktas,жо
345,Rand::N,kraštas,мицӏир
346,Rand::N,pakraštys,мицӏир
347,Kante::N,kraštas,рагӏал
348,Kante::N,kraštas,рагӏа-ракьан
349,Ecke::N,kertė,цили
350,Ecke::N,kampas,цили
351,Spitze::N,priekis,тӏогь
352,Spitze::N,priešakys,тӏогь
353,Ende::N,galas,кӏал
354,Loch::N,skylė,каратӏ
355,Winkel::N,kampas,
356,Winkel::N,kampelis,
357,Muster::N,raštas,накъиш
358,Größe::N,dydis,кӏодо́лъи
359,Größe::N,didumas,кӏодо́лъи
360,Länge::N,ilgis,халалъи
361,Länge::N,ilgumas,халалъи
362,Höhe::N,aukštis,борхалъи
363,Höhe::N,aukštuma,борхалъи
364,Gewicht::N,svoris,бакӏлъи
365,Gewicht::N,svarstis,бакӏлъи
366,Menge::N,kiekis,
367,Menge::N,daugybė,
368,Haufen::N,krūva,гъуни
369,Haufen::N,šūsnis,гъуни
370,Reihe::N,greta,ирга́
371,Boot::N,valtis,раса
372,Boot::N,laivelis,раса
373,Ruder::N,irklas,раххан
374,Schlitten::N,rogės,чанагъ
375,Schlitten::N,rogutės,чанагъ
376,Ski::N,slidė,лыжаби
377,Lagerfeuer::N,laužas,цӏа
378,Last::N,našta,бакӏлъи
379,Last::N,nešulys,бакӏлъи
380,Gang::N,eisena,хьвади
381,Gang::N,eisena,хьвада-чӏвади
382,Schritt::N,žingsnis,гали
383,Norden::N,šiaurė,шимал
384,Norden::N,žiemiai,шимал
385,Süden::N,pietūs,юг
386,Süden::N,pietūs,къибла
387,Westen::N,vakarai,гъарб
388,Westen::N,vakarai,магъриб
389,Osten::N,rytai,шаркъ
390,Osten::N,rytai,машрикъ
391,Holz::N,mediena,цӏул
392,Brett::N,lenta,хъарщи
393,Platte::N,plokštė,къоно
394,Stütze::N,atrama,
395,Stütze::N,atspara,
396,Stange::N,lazda,гӏер
397,Stange::N,kartis,гӏер
398,Stock::N,lazda,тӏил
399,Stab::N,kartis,гӏер
400,Rohr::N,vamzdis,турба
401,Haus::N,namas,ригь
402,Haus::N,namas,рукъзал
403,Heim::N,namai,рукъ
404,Ofen::N,krosnis,печь
405,Fußboden::N,grindys,чӏабар
406,Tisch::N,stalas,стол
407,Stuhl::N,kėdė,бакӏу
408,Wiege::N,lopšys,кини
409,Bett::N,lova,кровать
410,Bett::N,patalai,кровать
411,Regal::N,lentyna,хъарщи
412,Kiste::N,dėžė,ящик
413,Kiste::N,dėžė,тӏалагъуд
414,Fenster::N,langas,гордо
415,Tür::N,durys,нуцӏа
416,Tor::N,vartai,каву
417,Zaun::N,tvora,раци
418,Dach::N,stogas,тӏох
419,Leiter::N,kopėčios,мали
420,Besen::N,šluota,жул
421,Spaten::N,lopeta,бел
422,Spaten::N,kastuvas,бел
423,Schaufel::N,semtuvas,раххан
424,Gabel::N,šakutė,гӏучӏ
425,Löffel::N,šaukštas,гъуд
426,Messer::N,peilis,нус
427,Nagel::N,vinis,магӏ
428,Netz::N,tinklas,гьин
429,Haken::N,vagis,гъанцӏа
430,Haken::N,kablys,гъанцӏа
431,Griff::N,kotas,гӏоркь
432,Griff::N,rankena,гӏоркь
433,Schloss::N,spyna,кӏулал
434,Schloss::N,užraktas,кӏулал
435,Bild::N,paveikslas,сурат
436,Figur::N,figūra,
437,Puppe::N,lėlė,нани
438,Beutel::N,krepšys,таргьа
439,Beutel::N,maišelis,таргьа
440,Bündel::N,ryšulys,къай
441,Tasche::N,krepšelis,сумка
442,Tasche::N,krepšelis,къвачӏа
443,Eimer::N,kibiras,ведро
444,Deckel::N,dangtis,тӏалъел
445,Deckel::N,dangtis,дадитӏалъел
446,Geschirr::N,indai,цӏарагӏ
447,Sack::N,maišas,хъап
448,Sack::N,maišas,къандалъо
449,Tasse::N,puodukas,чашка
450,Topf::N,puodas,хьаг
451,Kessel::N,katilas,хьаг
452,Kessel::N,katilas,гереги
453,Essen::N,valgis,тӏагӏам
454,Nahrung::N,penas,квен
455,Nahrung::N,maistas,квен
456,Speise::N,patiekalas,квен
457,Fleisch::N,mėsa,гьан
458,Getreide::N,javai,бугӏа-ролъ
459,Getreide::N,javai,могьолабл_культураби
460,Brei::N,košė,карщ
461,Brot::N,duona,чед
462,Scheibe::N,riekė,мочӏу
463,Fett::N,taukai,беэнлъи
464,Fett::N,riebalai,беэнлъи
465,Butter::N,sviestas,нах
466,Öl::N,aliejus,нах
467,Salz::N,druska,цӏам
468,Suppe::N,sriuba,чурпа
469,Honig::N,medus,гьоцӏо
470,Milch::N,pienas,рахь
471,Tee::N,arbata,чай
472,Leder::N,oda,тӏом
473,Wolle::N,vilna,квас
474,Stoff::N,audeklas,ххам
475,Nadel::N,adata,рокӏкӏен
476,Faden::N,gija,кун
477,Faden::N,siūlas,кун
478,Knopf::N,saga,маргъал
479,Knoten::N,mazgas,гарацӏ
480,Farbe::N,dažai,релъен
481,Kleidung::N,rūbai,ретӏел
482,Kleidung::N,drabužiai,ретӏел
483,Hemd::N,marškiniai,гурде
484,Kragen::N,apykaklė,габур
485,Ärmel::N,rankovė,къвал
486,Hose::N,kelnės,тӏажу
487,Gürtel::N,juosta,рачел
488,Gürtel::N,diržas,рачел
489,Mütze::N,kepurė,тӏагъур
490,Schuh::N,batas,
491,Stiefel::N,auliniai batai,этек
492,Stiefel::N,auliniai batai,чакма
493,Ring::N,žiedas,баргъич
494,Band::N,kaspinas,лента
495,Kamm::N,šukos,гьоркьо
496,Spiegel::N,veidrodis,матӏу
497,Riemen::N,diržas,рижу
498,Schnur::N,virvė,
499,Leine::N,pavadėlis,
500,Decke::N,antklodė,одея́ло
501,Kissen::N,pagalvė,къандалъо
502,Kissen::N,priegalvis,къандалъо
503,Tuch::N,skarelė,квархьи
504,Handtuch::N,rankšluostis,беркӏалрацӏцӏ
505,Kraft::N,jėga,гуч
506,Kraft::N,jėga,къуват
507,Stärke::N,stiprumas,хӏалкӏвей
508,Gesundheit::N,sveikata,сахлъи́
509,Krankheit::N,liga,унти
510,Krankheit::N,liga,щокълъи
511,Schmerz::N,skausmas,унти
512,Wunde::N,žaizda,ругъун
513,Fieber::N,karštis,цӏа-кан
514,Arznei::N,vaistas,дару
515,Brücke::N,tiltas,кьо
516,Brunnen::N,šulinys,гъуй
517,Weide::N,ganykla,рицӏцӏ
518,Weide::N,ganykla,лъичӏирма
519,Weide::N,ganykla,гӏурдаллъи
520,Weide::N,ganykla,ри́цӏигъветӏ
521,Weide::N,ganykla,рицӏцӏигъветӏ
522,Weide::N,gluosnis,рицӏцӏ
523,Weide::N,gluosnis,лъичӏирма
524,Weide::N,gluosnis,гӏурдаллъи
525,Weide::N,gluosnis,ри́цӏигъветӏ
526,Weide::N,gluosnis,рицӏцӏигъветӏ
527,Pfad::N,takas,сухъмахъ
528,Weg::N,kelias,нух
529,Straße::N,gatvė,нух
530,Dorf::N,kaimas,росу
531,Dorf::N,sodžius,росу
532,Stadt::N,miestas,шагьар
533,Brief::N,laiškas,кагъат
534,Brief::N,laiškas,рисалат
535,Buch::N,knyga,тӏехь
536,Buchstabe::N,raidė,хӏарп
537,Zeitung::N,laikraštis,газет
538,Leben::N,gyvybė,яшав
539,Leben::N,gyvenimas,яшав
540,Tod::N,mirtis,хвел
541,Grab::N,kapas,хоб
542,Kirche::N,bažnyčia,килиса
543,Sünde::N,nuodėmė,хӏакъ
544,Sünde::N,nuodėmė,мунагь
545,Sünde::N,nusidėjimas,хӏакъ
546,Sünde::N,nusidėjimas,мунагь
547,Gott::N,dievas,бичас
548,Gott::N,dievas,аллагь
549,Arbeiter::N,darbininkas,хӏалтӏухъан
550,Chef::N,šefas,хӏаким
551,Chef::N,šefas,начальник
552,Chef::N,vadovas,хӏаким
553,Chef::N,vadovas,начальник
554,Chef::N,viršininkas,хӏаким
555,Chef::N,viršininkas,начальник
556,Meister::N,meistras,устар
557,Meister::N,meistras,мастер
558,Meister::N,meistras,махщалилав
559,Arzt::N,gydytojas,жайрахӏ
560,Lehrer::N,mokytojas,мугӏалим
561,Geld::N,pinigai,гӏарац
562,Geschäft::N,biznis,
563,Laden::N,krautuvė,тукен
564,Laden::N,parduotuvė,тукен
565,Preis::N,kaina,багьа
566,Ware::N,prekė,къайи
567,Nutzen::N,nauda,мунпагӏат
568,Nutzen::N,pelnas,мунпагӏат
569,Reichtum::N,turtas,бечелъи
570,Welt::N,pasaulis,дуниял
571,Land::N,žemė,улка
572,Land::N,žemė,икълим
573,Land::N,šalis,улка
574,Land::N,šalis,икълим
575,Staat::N,valstija,пачалихъ
576,König::N,karalius,пача
577,König::N,karalius,малик
578,König::N,karalius,къирал
579,König::N,karalius,падишагь
580,Macht::N,galia,кверщел
581,Macht::N,valdžia,кверщел
582,Grenze::N,riba,гӏорхъи
583,Grenze::N,siena,гӏорхъи
584,Krieg::N,karas,рагъ
585,Feind::N,priešas,тушман
586,Gewalt::N,jėga,зулму
587,Gewalt::N,smurtas,зулму
588,Gewalt::N,prievarta,зулму
589,Kampf::N,kova,къеркьей
590,Bogen[Waffe]::N,lankas,газаргъо
591,Pfeil::N,strėlė,чӏор
592,Gewehr::N,šautuvas,туманкӏ
593,Fehler::N,klaida,гъалатӏ
594,Lüge::N,melas,гьереси
595,Schaden::N,nuostolis,зиян
596,Schaden::N,nuostolis,зарал
597,Schaden::N,apgadinimas,зиян
598,Schaden::N,apgadinimas,зарал
599,Unglück::N,nelaimė,балагь
600,Schuld::N,kaltė,гӏайиб
601,Alter::N,amžius,гӏумру
602,Schluss::N,pabaiga,ахир
603,Zeit::N,laikas,заман
604,Tag::N,diena,къо
605,Morgen::N,rytas,радалмех
606,Mittag::N,vidurdienis,къадемех
607,Abend::N,vakaras,релъедамех
608,Nacht::N,naktis,сордо
609,Woche::N,savaitė,анкь
610,Monat::N,mėnuo,моцӏ
611,Jahr::N,metai,сон
612,Jahr::N,metai,лъагӏел
613,Frühling::N,pavasaris,их
614,Sommer::N,vasara,рии
615,Herbst::N,ruduo,хасалихълъи
616,Winter::N,žiema,кьин
617,Januar::N,sausis,январь
618,Februar::N,vasaris,февра́ль
619,März::N,kovas,март
620,April::N,balandis,апрель
621,Mai::N,gegužė,май
622,Juni::N,birželis,июнь
623,Juli::N,liepa,июль
624,August::N,rugpjūtis,август
625,September::N,rugsėjis,сентябрь
626,Oktober::N,spalis,октябрь
627,November::N,lapkritis,ноябрь
628,Dezember::N,gruodis,декабрь
629,Montag::N,pirmadienis,итни
630,Dienstag::N,antradienis,талат
631,Mittwoch::N,trečiadienis,арбагӏ
632,Donnerstag::N,ketvirtadienis,хамиз
633,Freitag::N,penktadienis,рузман
634,Samstag::N,šeštadienis,щамат
635,Sonntag::N,sekmadienis,гьатӏан
636,groß::A,didis,кӏудияб
637,groß::A,didelis,кӏудияб
638,klein::A,mažas,гьитӏинаб
639,lang::A,ilgas,халатаб
640,kurz::A,trumpas,къокъаб
641,breit::A,platus,гӏебаб
642,schmal::A,smulkus,къваридаб
643,dicht::A,tankus,ризаб
644,dick[Gegenstand]::A,storas,бицатаб
645,dünn::A,plonas,тӏеренаб
646,fein::A,smulkus,тӏеренаб
647,fest::A,kietas,къвакӏараб
648,fest::A,tvirtas,къвакӏараб
649,flach::A,lėkštas,чӏепараб
650,flach::A,plokščias,чӏепараб
651,glatt::A,slidus,цӏвакараб
652,hart::A,kietas,кьварараб
653,weich::A,minkštas,тамахаб
654,rund::A,apvalus,гургинаб
655,rund::A,apskritas,гургинаб
656,spitz::A,aštrus,бегӏераб
657,spitz::A,smailus,бегӏераб
658,scharf::A,aštrus,рекӏараб
659,stumpf::A,bukas,тӏехӏараб
660,stumpf::A,bukas,рекӏинчӏеб
661,stumpf::A,atšipęs,тӏехӏараб
662,stumpf::A,atšipęs,рекӏинчӏеб
663,schwer::A,sunkus,бакӏаб
664,schön::A,gražus,берцинаб
665,heiß::A,karštas,лагьараб
666,warm::A,šiltas,хинаб
667,kalt::A,šaltas,квачараб
668,kühl::A,vėsus,квачараб
669,kühl::A,bejausmis,квачараб
670,frisch::A,šviežias,цӏияб
671,feucht::A,drėgnas,рагьараб
672,nass::A,šlapias,би́ччараб
673,trocken::A,sausas,бакъвараб
674,voll::A,pilnas,
675,leer::A,tuščias,чӏобогояб
676,offen::A,atviras,рагьараб
677,geschlossen::A,uždaras,рахараб-къараб
678,geschlossen::A,uždarytas,рахараб-къараб
679,sauber::A,švarus,бацӏцӏадаб
680,schmutzig::A,nešvarus,гъизараб
681,schmutzig::A,purvinas,гъизараб
682,roh::A,žalias,хамаб
683,roh::A,žalias,гӏатӏгояб
684,reif::A,prinokęs,барщараб
685,reif::A,pribrendęs,барщараб
686,lecker::A,gardus,тӏагӏамаб
687,süß::A,saldus,гьуинаб
688,bitter::A,kartus,кьогӏаб
689,sauer::A,gižus,цӏекӏаб
690,sauer::A,rūgštus,цӏекӏаб
691,hell::A,šviesus,канаб
692,hell::A,skaistus,канаб
693,dunkel::A,tamsus,бецӏаб
694,schwarz::A,juodas,чӏегӏераб
695,weiß::A,baltas,хъахӏаб
696,rot::A,raudonas,багӏараб
697,gelb::A,geltonas,гӏобилаб
698,gelb::A,geltonas,тӏогьилаб
699,blau::A,mėlynas,хъахӏилаб
700,grün::A,žalias,гӏурччинаб
701,grau::A,pilkas,накӏкӏуяб
702,bunt::A,margas,къвекӏаб
703,bunt::A,margas,чара-гъараб
704,bunt::A,spalvotas,къвекӏаб
705,bunt::A,spalvotas,чара-гъараб
706,billig::A,pigus,учузаб
707,teuer::A,brangus,хири́яб
708,wertvoll::A,vertingas,къиматаб
709,blind::A,aklas,беццаб
710,taub::A,kurčias,гъугъаб
711,kräftig::A,stiprus,гучаб
712,stark::A,stiprus,къуватаб
713,schwach::A,silpnas,гӏажизаб
714,fett::A,riebus,кьарияб
715,schlank::A,laibas,чергесаб
716,schlank::A,lieknas,чергесаб
717,hübsch::A,gražus,гьайбатаб
718,böse::A,blogas,ракӏквешаб
719,dumm::A,paikas,гьагаб
720,dumm::A,paikas,гӏантаб
721,dumm::A,kvailas,гьагаб
722,dumm::A,kvailas,гӏантаб
723,faul::A,tingus,кӏохӏалаб
724,faul::A,tingus,кӏухӏа́лаб
725,fleißig::A,stropus,хӏаракатаб
726,fleißig::A,kruopštus,хӏаракатаб
727,geizig::A,šykštus,къарумаб
728,klug::A,sumanus,лумияб
729,klug::A,protingas,лумияб
730,geschickt::A,apsukrus,махщел бугев
731,lieb::A,mielas,гӏазизаб
732,lustig::A,smagus,кепаб
733,lustig::A,linksmas,кепаб
734,sanft::A,švelnus,хӏалимаб
735,sanft::A,švelnus,хӏере́наб
736,sanft::A,minkštas,хӏалимаб
