,Concept_ID,cs,br
632,fleißig::A,pilný,studius
633,geizig::A,lakomý,tost
634,klug::A,chytrý,speredek
635,geschickt::A,šikovný,dornet
636,lieb::A,milý,koant
637,lustig::A,veselý,laouen
638,sanft::A,mírný,flour
639,hungrig::A,hladový,marnaon
640,krank::A,nemocný,klañv
641,nackt::A,nahý,noazh
642,traurig::A,smutný,trist
643,traurig::A,truchlivý,trist
644,lebendig::A,živý,bev
645,gut::A,dobrý,mad
646,schlecht::A,špatný,fall
647,schlecht::A,špatný,gwall
648,richtig::A,pravý,reizh
649,richtig::A,správný,reizh
650,schlimm::A,zlý,gwall
651,wahr::A,pravdivý,gwir
652,alt::A,starý,kozh
653,neu::A,nový,nevez
654,ehemalig::A,bývalý,kozh
655,alt[Lebewesen]::A,starý,kozh
656,jung::A,mladý,yaouank
657,arm::A,chudý,paour
658,reich::A,bohatý,pinvidik
659,bekannt::A,známý,anavezet
660,berühmt::A,slavný,brudet
661,fremd::A,cizí,dizanav
662,verschieden::A,různý,disheñel
663,verschieden::A,rozličný,disheñel
664,nah::A,blízký,nes
665,fern::A,daleký,diabell
666,linker::A,levý,kleiz
667,rechter::A,pravý,dehoù
668,anderer::A,jiný,all
669,erster::A,první,kentañ
670,zweiter::A,druhý,eil
671,dritter::A,třetí,trede
672,letzter::A,poslední,diwezhañ
673,allein::ADV,sám,e-unan
674,auf einmal::ADV,najednou,ar un dro
675,zusammen::ADV,spolu,asambles
676,zusammen::ADV,dohromady,asambles
677,lange::ADV,dlouho,pell
678,plötzlich::ADV,vtom,en un taol
679,plötzlich::ADV,náhle,en un taol
680,sofort::ADV,hned,diouzhtu
681,sofort::ADV,ihned,diouzhtu
682,später::ADV,později,diwezhatoc'h
683,jetzt::ADV,teď,bremañ
684,jetzt::ADV,nyní,bremañ
685,heute::ADV,dnes,hiziv
686,heute::ADV,dneska,hiziv
687,morgen::ADV,zítra,arc'hoazh
688,bald::ADV,brzo,hepdale
689,dann::ADV,pak,a-c'houde
690,dann::ADV,potom,a-c'houde
691,gestern::ADV,včera,dec'h
692,einst::ADV,kdysi,gwechall
693,damals::ADV,tehdy,neuze
694,damals::ADV,tenkrát,neuze
695,danach::ADV,podle toho,goude
696,vorher::ADV,dříve,diagent
697,vorher::ADV,napřed,diagent
698,zuerst::ADV,nejprve,da gentañ
699,zuerst::ADV,nejdříve,da gentañ
700,einmal::ADV,jednou,ur wech
701,manchmal::ADV,někdy,a-wechoù
702,oft::ADV,často,alies
703,immer::ADV,vždy,atav
704,immer::ADV,vždy,bepred
705,immer::ADV,stále,atav
706,immer::ADV,stále,bepred
707,niemals::ADV,nikdy,gwech ebet
708,hier::ADV,zde,amañ
709,hier::ADV,tady,amañ
710,hierhin::ADV,sem,dre amañ
711,von hier::ADV,odtud,alemañ
712,dort::ADV,tam,aze
713,dort::ADV,tam,ahont
714,dorthin::ADV,tam,di
715,dorthin::ADV,tam,aze
716,dorthin::ADV,tam,ahont
717,geradeaus::ADV,rovně,war-eeun
718,vorwärts::ADV,kupředu,war-raok
719,rückwärts::ADV,zpět,war-lerc'h
720,zurück::ADV,zpět,war-dreñv
721,zurück::ADV,nazpět,war-dreñv
722,unten::ADV,dole,en traoñ
723,hinab::ADV,dolů,a-izel
724,oben::ADV,nahoře,en nec'h
725,oben::ADV,navrchu,en nec'h
726,hinauf::ADV,nahoru,e-krec'h
727,überall::ADV,všude,dre-holl
728,nicht::ADV,ne,ne ... ket
729,ein wenig::ADV,trochu,un tammig
730,kaum::ADV,sotva,a-boan
731,sehr::ADV,velmi,-tre
732,sehr::ADV,velmi,-kenañ
733,sehr::ADV,velice,-tre
734,sehr::ADV,velice,-kenañ
735,so::ADV,tak,evel-se
736,so::ADV,takto,evel-se
737,noch::ADV,ještě,c'hoazh
738,nur::ADV,jen,hepken
739,nur::ADV,jenom,hepken
740,schon::ADV,už,dija
741,schon::ADV,již,dija
742,wieder::ADV,zase,adarre
743,vergebens::ADV,marně,
744,vor::PRP,před,dirak
745,hinter::PRP,za,a-drek
746,hinter::PRP,za,a-dreñv
747,unter::PRP,pod,dindan
748,durch::PRP,skrz,dre
749,neben::PRP,vedle,e-kichen
750,zwischen::PRP,mezi,etre
751,wegen::PRP,pro,abalamour da
752,dies::PRN,toto,hemañ
753,dies::PRN,tohle,hemañ
754,das::PRN,to,se
755,das::PRN,to,hennezh
756,alles::PRN,všechno,pep tra
757,ich::PRN,já,me
758,du::PRN,ty,te
759,er::PRN,on,eñ
760,wir::PRN,my,ni
761,ihr::PRN,vy,c'hwi
762,sie::PRN,oni,int
763,was::FPRN,co,petra
764,wer::FPRN,kdo,piv
765,wo::FADV,kde,pelec'h
766,wohin::FADV,kam,da belec'h
767,wie::FADV,jak,penaos
768,warum::FADV,proč,perak
769,wieviel::FNUM,kolik,pet
770,eins::NUM,jeden,unan
771,zwei::NUM,dva,daou
772,drei::NUM,tři,tri
773,vier::NUM,čtyři,pevar
774,fünf::NUM,pět,pemp
775,sechs::NUM,šest,c'hwec'h
776,sieben::NUM,sedm,seizh
777,acht::NUM,osm,eizh
778,neun::NUM,devět,nav
779,zehn::NUM,deset,dek
780,elf::NUM,jedenáct,unnek
781,zwölf::NUM,dvanáct,daouzek
782,zwanzig::NUM,dvacet,ugent
783,dreißig::NUM,třicet,tregont
784,vierzig::NUM,čtyřicet,daou-ugent
785,fünfzig::NUM,padesát,hanter-kant
786,sechzig::NUM,šedesát,tri-ugent
787,siebzig::NUM,sedmdesát,dek ha tri-ugent
788,achtzig::NUM,osmdesát,pevar-ugent
789,neunzig::NUM,devadesát,dek ha pevar-ugent
790,hundert::NUM,sto,kant
791,tausend::NUM,tisíc,mil
792,und::CNJ,a,ha
793,oder::CNJ,nebo,pe
794,stehen::V,stát,bezañ a-sav
795,sitzen::V,sedět,azezañ
796,sitzen::V,sedět,bezañ en e goazez
797,liegen::V,ležet,bezañ en e c'hourvez
798,hängen::V,viset,krougañ
799,werden::V,stát se,dazonet
800,passieren::V,stát se,c'hoarvezout
801,beginnen::V,počít,stagañ
802,enden::V,končit,achuiñ
803,enden::V,skončit,achuiñ
804,wechseln::V,měnit se,cheñch
805,aufgehen[Sonne]::V,vyjít,dirouzañ
806,untergehen[Sonne]::V,zapadnout,
807,scheinen[Sonne]::V,svítit,lugernañ
808,donnern::V,hřmět,taranal
809,wehen::V,vát,c'hwezhañ
810,wehen::V,vanout,c'hwezhañ
811,strömen::V,proudit,deredek
812,fließen::V,téct,redek
813,sich drehen::V,točit se,troiñ
814,schwanken::V,kolísat,trantellat
815,schwanken::V,houpat se,trantellat
816,schwingen::V,kývat se,froumal
