,Concept_ID,br,ca
120,Bucht::N,mor-bihan,badia
121,Insel::N,enez,illa
122,Blume::N,bleunienn,flor
123,Gras::N,geot,herba
124,Wurzel::N,gwrizienn,rel
125,Wurzel::N,gwrizienn,arrel
126,Baum::N,gwezenn,arbre
127,Stamm::N,kef,tronc
128,Rinde::N,rusk,escorça
129,Ast::N,barr,branca
130,Zweig::N,bod,ram
131,Blatt::N,delienn,fulla
132,Birke::N,bezvenn,bedoll
133,Kiefer[Baum]::N,pinenn,pi
134,Weide[Baum]::N,halegenn,salze
135,Tanne::N,sapenn,avet
136,Horn::N,korn,corn
137,Horn::N,korn,banya
138,Feder::N,pluñv,ploma
139,Fell::N,kreoñ,pell
140,Flügel::N,askell,ala
141,Klaue::N,skilf,urpa
142,Kralle::N,skilf,grapa
143,Schwanz::N,lost,cua
144,Ei::N,vi,ou
145,Nest::N,neizh,niu
146,Bau::N,douarenn,cau
147,Tier::N,loen,animāl
148,Herde::N,tropell,ramat
149,Kuh::N,buoc'h,vaca
150,Bulle::N,tarv,toro
151,Pferd::N,marc'h,cavāll
152,Schaf::N,dañvad,be
153,Schaf::N,dañvad,ovella
154,Schwein::N,pemoc'h,bacó
155,Hund::N,ki,ca
156,Hund::N,ki,gos
157,Katze::N,kazh,gat
158,Bär::N,arzh,ós
159,Eichhörnchen::N,gwiñver,esquirol
160,Elch::N,karv-dour,ant
161,Fuchs::N,louarn,guilla
162,Hase::N,gad,llebre
163,Maus::N,logodenn,ratolí
164,Wolf::N,bleiz,llop
165,Vogel::N,labous,au
166,Vogel::N,labous,ocēll
167,Schwarm::N,nijad,bandada
168,Huhn::N,yar,gallina
169,Hahn::N,kilhog,gall
170,Gans::N,gwazenn,oca
171,Adler::N,erer,àguila
172,Ente::N,houad,ànec
173,Eule::N,toud,òliba
174,Eule::N,toud,mussol
175,Kranich::N,garan,grua
176,Krähe::N,bran,cornella
177,Kuckuck::N,koukoug,cucut
178,Schwan::N,alarc'h,cigne
179,Fisch::N,pesk,peix
180,Barsch::N,brell,perca
181,Hecht::N,beked,lluç
182,Schlange[Tier]::N,naer,serp
183,Wurm::N,preñv,cuc
184,Spinne::N,kevnidenn,aranya
185,Ameise::N,merion,formiga
186,Laus::N,laouenn,poll
187,Mücke::N,moustik,mosquit
188,Fliege::N,kelienenn,mosca
189,Schmetterling::N,balafenn,papallona
190,Beere::N,hog,baia
191,Apfel::N,aval,poma
192,Pilz::N,kabell-touseg,bolet
193,Zwiebel::N,ognonenn,ceba
194,Saat::N,had,sembra
195,Korn::N,ed,gra
196,Heu::N,foenn,fenc
197,Schale::N,peliadur,closca
198,Falle::N,pech,trampa
199,Schlinge::N,krouglas,baga
200,Asche::N,ludu,cendra
201,Dreck::N,fank,llot
202,Eisen::N,houarn,ferro
203,Gold::N,aour,or
204,Silber::N,arc'hant,plata
205,Kohle::N,glaou,carbó
206,Glas::N,gwer,vidre
207,Sand::N,traezh,arena
208,Mensch::N,den,humà
209,Mensch::N,den,persona
210,Mann::N,den,home
211,Frau::N,maouez,dona
212,Kind::N,bugel,nen
213,Junge::N,paotr,noi
214,Mädchen::N,plac'h,noia
215,Familie::N,familh,família
216,Großvater::N,tad-kozh,avi
217,Großmutter::N,mamm-gozh,àvia
218,Eltern::N,kerent,pares
219,Vater::N,tad,pare
220,Mutter::N,mamm,mare
221,Sohn::N,mab,fill
222,Tochter::N,merc'h,filla
223,Bruder::N,breur,germà
224,Schwester::N,c'hoar,germana
225,Onkel::N,eontr,oncle
226,Tante::N,moereb,tia
227,Ehemann::N,gwaz,espòs
228,Ehefrau::N,gwreg,muller
229,Freude::N,levenez,goig
230,Freude::N,levenez,alegria
231,Gelächter::N,c'hoarzherezh,riallada
232,Glück::N,chañs,felicitat
233,Kummer::N,doan,pena
234,Wunsch::N,c'hoant,desig
235,Lust::N,c'hoant,ganes
236,Geist::N,spered,ment
237,Geist::N,spered,esperit
238,Gedanke::N,soñj,pensament
239,Gedächtnis::N,eñvor,memòria
240,Verstand::N,skiant,raó
241,Verstand::N,skiant,seny
242,Sinn::N,ster,solta
243,Sinn::N,ster,sentit
244,Grund::N,kaoz,raó
245,Grund::N,kaoz,causa
246,Wahrheit::N,gwirionez,veritāt
247,Gespräch::N,kaozeadenn,conversa
248,Märchen::N,kaoz korriganez,conte
249,Erzählung::N,kontadenn,narració
250,Nachricht::N,keloù,missatge
251,Neuigkeit::N,kelaouenn,novetat
252,Name::N,anv,nom
253,Rätsel::N,divinatez,endevinalla
254,Rede::N,diskour,discurs
255,Sprache::N,yezh,llēngua
256,Stimme::N,mouezh,veu
257,Wort::N,ger,mot
258,Wort::N,ger,paraula
259,Zeichen::N,sin,signe
260,Zeichen::N,sin,senyal
261,Ruf::N,galv,crida
262,Lärm::N,trouz,sorōll
263,Ton::N,ton,to
264,Lied::N,kanaouenn,cançó
265,Ruhe::N,sioulded,calma
266,Ruhe::N,sioulded,silenci
267,Leute::N,tud,gent
268,Volk::N,pobl,poble
269,Arbeit::N,labour,labor
270,Arbeit::N,labour,treball
271,Gast::N,kouviad,hoste
272,Geschenk::N,prof,regal
273,Geschenk::N,prof,obsequi
274,Spiel::N,c'hoari,joc
275,Gesellschaft::N,kompagnunezh,companyia
276,Gesellschaft::N,kavandad,companyia
277,Hilfe::N,sikour,ajut
278,Freund::N,mignon,amīc
279,Kamerad::N,kamarad,company
280,Kamerad::N,kamarad,camarada
281,Angelegenheit::N,afer,afer
282,Angelegenheit::N,afer,assumpte
283,Anzahl::N,niver,nombre
284,Anzahl::N,niver,quantitat
285,Art::N,sort,tipus
286,Art::N,sort,classe
287,Stück::N,tamm,peça
288,Teil::N,pezh,part
289,Hälfte::N,hanterenn,meitat
290,Kreis::N,kelc'h,cercle
291,Kreuz::N,kroaz,creu
292,Linie::N,linenn,línia
293,Strich::N,tenn,traç
294,Strich::N,tenn,ratlla
295,Abstand::N,distok,distància
296,Entfernung::N,keid,distància
297,Entfernung::N,kehid,distància
298,Gegend::N,korn-bro,regió
299,Gegend::N,korn-bro,contrada
300,Platz::N,plasenn,cabuda
301,Ort::N,lec'h,lloc
302,Seite::N,tu,banda
303,Seite::N,tu,costāt
304,Mitte::N,kreiz,mig
305,Mitte::N,kreiz,centre
306,Gegenstand::N,tra,objecte
307,Sache::N,tra,cosa
308,Rand::N,kantenn,vora
309,Rand::N,kantenn,marge
310,Kante::N,kantenn,caire
311,Kante::N,kantenn,cantell
312,Ecke::N,korn,cantonada
313,Spitze::N,begell,punta
314,Ende::N,dibenn,cap
315,Loch::N,toull,forāt
316,Muster::N,tresadenn,dibuix
317,Muster::N,tresadenn,disseny
318,Größe::N,ment,grandària
319,Länge::N,hirder,longitud
320,Höhe::N,uhelder,altura
321,Höhe::N,uhelder,altitud
322,Gewicht::N,pouez,pes
323,Menge::N,bern,quantitat
324,Haufen::N,bern,pila
325,Reihe::N,steud,fila
326,Boot::N,bag,bot
327,Boot::N,bag,barca
328,Ruder::N,roeñv,rem
329,Schlitten::N,trainell,trineu
330,Ski::N,ski,esquí
331,Last::N,karg,càrrega
332,Gang::N,kerzh,marxa
333,Schritt::N,paz,pas
334,Norden::N,norzh,nord
335,Norden::N,hanternoz,nord
336,Süden::N,su,sud
337,Süden::N,kreisteiz,sud
338,Westen::N,kuzh-heol,oest
339,Westen::N,kuzh-heol,occident
340,Osten::N,reter,est
341,Osten::N,reter,orient
342,Osten::N,sav-heol,est
343,Osten::N,sav-heol,orient
344,Holz::N,koad,fusta
345,Brett::N,plankenn,taula
346,Platte::N,plakenn,placa
347,Stütze::N,harp,suport
348,Stange::N,sparl,vara
349,Stock::N,bazh,pal
350,Stab::N,bazh,bastó
351,Rohr::N,tub,tub
352,Rohr::N,korz,tub
353,Haus::N,ti,casa
354,Heim::N,kêr,llar
355,Ofen::N,forn,estufa
356,Fußboden::N,plañchod,terra
357,Tisch::N,taol,taula
358,Stuhl::N,kador,cadira
359,Wiege::N,kavell,bressol
360,Bett::N,gwele,llit
361,Regal::N,estajerenn,prestatgeria
362,Kiste::N,kased,caixa
363,Fenster::N,prenestr,finestra
364,Tür::N,dor,porta
365,Tor::N,portal,portal
366,Zaun::N,sklotur,tanca
367,Dach::N,toenn,teulada
368,Leiter::N,skeul,escala
369,Leiter::N,skeul,escala de mà
370,Besen::N,skubell,escombra
371,Spaten::N,pal,pala
372,Schaufel::N,pal,pala
373,Gabel::N,fourchetez,forquilla
374,Löffel::N,loa,cullera
375,Messer::N,kontell,coltell
376,Nagel::N,tach,clau
377,Netz::N,roued,filat
378,Haken::N,krog,ganxo
379,Griff::N,kemer,puny
380,Griff::N,kemer,mànec
381,Schloss::N,potenn,pany
382,Bild::N,skeudenn,imatge
383,Figur::N,skeud,figura
384,Figur::N,figur,figura
385,Puppe::N,merc'hodenn,nina
386,Beutel::N,sac'h,bossa
387,Bündel::N,feskenn,feix
388,Bündel::N,feskenn,paquet
389,Tasche::N,sac'h,bossa
390,Eimer::N,sailh,galleda
391,Deckel::N,pallenn,tapa
392,Deckel::N,pallenn,tapadora
393,Geschirr::N,listriaj,vaixella
394,Sack::N,sac'h,sac
395,Sack::N,sac'h,saca
396,Tasse::N,tas,tassa
397,Topf::N,pod,pot
398,Topf::N,pod,olla
399,Kessel::N,chaodouron,caldera
400,Essen::N,pred,àpat
401,Essen::N,pred,menjada
402,Nahrung::N,boued,aliment
403,Speise::N,meuz,plat
404,Fleisch::N,kig,carn
405,Getreide::N,ed,cereals
406,Brei::N,yod,puré
407,Brot::N,bara,pa
408,Scheibe::N,tailhenn,tall
409,Scheibe::N,tailhenn,llesca
410,Fett::N,lard,greix
411,Butter::N,amann,mantega
412,Öl::N,eoul,oli
413,Salz::N,holen,sal
414,Suppe::N,soubenn,sopa
415,Honig::N,mel,mel
416,Milch::N,laezh,llet
417,Tee::N,te,te
418,Leder::N,lêr,cuir
419,Wolle::N,gloan,llana
420,Stoff::N,danvez,tela
421,Nadel::N,nadoz,agulla
422,Faden::N,neudenn,fil
423,Knopf::N,bouton,botó
424,Knoten::N,skoulm,nus
425,Farbe::N,liv,pintura
426,Kleidung::N,dilhad,roba
427,Kleidung::N,dilhad,vestits
428,Hemd::N,roc'hed,camisa
429,Kragen::N,gouzoug,coll
430,Ärmel::N,milgin,màniga
431,Hose::N,bragoù,pantalōns
432,Gürtel::N,gouriz,cinturó
433,Mütze::N,boned,gorra
434,Schuh::N,botez,sabata
435,Stiefel::N,botez,bota
436,Ring::N,gwalenn,anell
437,Band::N,bagad,veta
438,Band::N,bagad,cinta
439,Kamm::N,krib,pinta
440,Spiegel::N,melezour,mirāll
441,Riemen::N,lerenn,corretja
442,Schnur::N,kordenn,corda
443,Leine::N,roll,corretja
444,Decke::N,golo,manta
445,Decke::N,golo,flassada
446,Kissen::N,goubenner,coixí
447,Tuch::N,mezher,mocador
448,Handtuch::N,toailhon,tovallola
449,Kraft::N,nerzh,força
450,Stärke::N,nerzhder,vigor
451,Gesundheit::N,yec'hed,salut
452,Krankheit::N,klañved,malaltia
453,Schmerz::N,poan,dolor
454,Schmerz::N,droug,dolor
455,Wunde::N,gloazadenn,ferida
456,Fieber::N,terzhienn,febre
457,Arznei::N,louzoù,medicament
458,Brücke::N,pont,pont
459,Brunnen::N,puñs,pou
460,Weide::N,prad,pastura
461,Pfad::N,gwenodenn,senda
462,Pfad::N,gwenodenn,sender
463,Weg::N,hent,camí
464,Straße::N,ru,carretera
465,Straße::N,hent,carretera
466,Dorf::N,kêr,poble
467,Dorf::N,kêriadenn,poble
468,Stadt::N,kêr,ciutāt
469,Brief::N,lizher,carta
470,Buch::N,levr,llibre
471,Buchstabe::N,lizherenn,lletra
472,Zeitung::N,kazetenn,diāri
473,Leben::N,buhez,vida
474,Tod::N,marv,mort
475,Grab::N,bez,tomba
476,Kirche::N,iliz,església
477,Sünde::N,pec'hed,pecat
478,Gott::N,doue,déu
479,Arbeiter::N,labourer,obrer
480,Arbeiter::N,micherour,obrer
481,Chef::N,penn,cap
482,Meister::N,mestr,mestre
483,Arzt::N,mezeg,metge
484,Arzt::N,medisin,metge
485,Lehrer::N,skolaer,mestre
486,Lehrer::N,kelenner,mestre
487,Geld::N,arc'hant,dinērs
488,Geschäft::N,stal,negoci
489,Laden::N,stal,tenda
490,Laden::N,stal,botiga
491,Preis::N,priz,preu
492,Ware::N,marc'hadourezh,mercaderia
493,Nutzen::N,gounidegezh,profit
494,Nutzen::N,lañs,profit
495,Nutzen::N,profit,profit
496,Nutzen::N,spleit,profit
497,Reichtum::N,pinvidigezh,riquesa
498,Welt::N,douar,món
499,Land::N,bro,país
500,Staat::N,stad,estat
501,König::N,roue,rei
502,Macht::N,galloud,poder
503,Macht::N,galloud,potència
504,Grenze::N,harzoù,frontera
505,Krieg::N,brezel,guerra
506,Feind::N,eneber,enemic
507,Gewalt::N,tâerder,violència
508,Kampf::N,kann,lluita
509,Bogen[Waffe]::N,gwareg,arc
510,Pfeil::N,saezh,fletxa
511,Gewehr::N,fuzuilh,fusell
512,Gewehr::N,fuzuilh,escopeta
513,Fehler::N,fazi,falta
514,Lüge::N,gaou,mentida
515,Schaden::N,gwall,dany
516,Unglück::N,gwalleur,desgràcia
517,Schuld::N,kablusted,culpa
518,Schuld::N,pec'hedigezh,culpa
519,Alter::N,oad,edat
520,Schluss::N,diwezh,fi
521,Schluss::N,diwezh,final
522,Zeit::N,amzer,temps
523,Tag::N,deizh,dia
524,Morgen::N,beure,matí
525,Morgen::N,mintin,matí
526,Mittag::N,kreisteiz,migdia
527,Abend::N,abardaez,vespre
528,Nacht::N,noz,nit
529,Woche::N,sizhun,setmana
530,Monat::N,miz,mes
531,Jahr::N,bloaz,any
532,Frühling::N,nevezamzer,primavera
533,Sommer::N,hañv,estīu
534,Herbst::N,diskaramzer,tardor
535,Winter::N,goañv,hivērn
536,Januar::N,Genver,gener
537,Februar::N,C'hwevrer,febrer
538,März::N,Meurzh,març
539,April::N,Ebrel,abril
540,Mai::N,Mae,maig
541,Juni::N,Mezheven,juny
542,Juli::N,Gouhere,juliol
543,August::N,Eost,agost
544,September::N,Gwengolo,setembre
545,Oktober::N,Here,octubre
546,November::N,Du,novembre
547,Dezember::N,Kerzu,desembre
548,Montag::N,Lun,dilluns
549,Dienstag::N,Meurzh,dimarts
550,Mittwoch::N,Merc'her,dimecres
551,Donnerstag::N,Yaou,dijous
552,Freitag::N,Gwener,divendres
553,Samstag::N,Sadorn,dissabte
554,Sonntag::N,Sul,diumenge
555,groß::A,bras,gros
556,klein::A,bihan,petīt
557,lang::A,hir,llarg
558,kurz::A,berr,curt
559,breit::A,ledan,ample
560,schmal::A,strizh,estret
561,dicht::A,stank,dens
562,dick[Gegenstand]::A,tev,gruixūt
563,dünn::A,moan,prim
564,fein::A,munut,fi
565,fest::A,start,ferm
566,fest::A,start,sòlid
567,flach::A,plaen,pla
568,glatt::A,lintr,llis
569,glatt::A,levn,llis
570,hart::A,kalet,dur
571,weich::A,blot,tou
572,rund::A,ront,rodó
573,spitz::A,poentet,punxegut
574,scharf::A,dremm,agut
575,stumpf::A,talsoc'h,rom
576,stumpf::A,talsoc'h,esmussat
577,schwer::A,pounner,pesāt
578,schön::A,kaer,bonīc
579,heiß::A,tomm,calēnt
580,warm::A,tomm,càlid
581,kalt::A,yen,fred
582,kühl::A,yen,fresc
583,frisch::A,fresk,fresc
584,feucht::A,gleb,humit
585,nass::A,gleb,mullat
586,trocken::A,sec'h,sec
587,voll::A,leun,ple
588,leer::A,goullo,buit
589,offen::A,digor,obert
590,geschlossen::A,serr,tancat
591,sauber::A,naet,net
592,schmutzig::A,lous,brut
593,roh::A,kriz,cru
594,reif::A,darev,madur
595,lecker::A,lipous,deliciós
596,lecker::A,saourus,deliciós
597,süß::A,dous,dolç
598,bitter::A,c'hwerv,amarg
599,sauer::A,trenk,agre
600,hell::A,sklaer,clar
601,dunkel::A,teñval,fosc
602,schwarz::A,du,negre
603,weiß::A,gwenn,blanc
604,rot::A,ruz,vermēll
605,gelb::A,melen,groc
606,blau::A,glas,blau
607,grün::A,gwer,verd
608,grau::A,louet,gris
609,bunt::A,liesliv,multicolor
610,billig::A,marc'had-mat,barat
611,teuer::A,ker,car
612,wertvoll::A,prizius,preciós
613,blind::A,dall,cec
614,taub::A,bouzar,sord
615,kräftig::A,start,fort
616,kräftig::A,start,vigorós
617,stark::A,kreñv,fort
618,schwach::A,gwan,feble
619,fett::A,lard,gras
620,schlank::A,sinkl,esvelt
621,hübsch::A,koant,maco
622,böse::A,gwall,dolent
623,dumm::A,glep,ximple
624,dumm::A,glep,estúpid
625,faul::A,lezirek,gandūl
626,faul::A,lezirek,mandrós
627,fleißig::A,studius,diligēnt
628,geizig::A,tost,avar
629,klug::A,speredek,intel·ligent
630,geschickt::A,dornet,hàbil
631,lieb::A,koant,amat
632,lieb::A,koant,estimat
633,lustig::A,laouen,alegre
634,sanft::A,flour,suau
635,hungrig::A,marnaon,afamat
636,krank::A,klañv,malālt
637,nackt::A,noazh,nu
638,traurig::A,trist,trist
639,lebendig::A,bev,viu
640,gut::A,mad,bo
641,schlecht::A,fall,dolēnt
642,schlecht::A,gwall,dolēnt
643,richtig::A,reizh,just
644,richtig::A,reizh,correcte
645,schlimm::A,gwall,greu
646,wahr::A,gwir,vertader
647,wahr::A,gwir,veritable
648,alt::A,kozh,vell
649,neu::A,nevez,nou
650,ehemalig::A,kozh,antic
651,alt[Lebewesen]::A,kozh,vell
652,jung::A,yaouank,jove
653,arm::A,paour,pobre
654,reich::A,pinvidik,ric
655,bekannt::A,anavezet,conegut
656,berühmt::A,brudet,famós
657,fremd::A,dizanav,estrany
658,verschieden::A,disheñel,diferent
659,nah::A,nes,pròxim
660,fern::A,diabell,llunyà
661,fern::A,diabell,distant
662,linker::A,kleiz,esquerre
663,rechter::A,dehoù,dret
664,anderer::A,all,altre
665,erster::A,kentañ,primer
666,zweiter::A,eil,segon
667,dritter::A,trede,tercer
668,letzter::A,diwezhañ,últim
669,allein::ADV,e-unan,sol
670,auf einmal::ADV,ar un dro,d'una vegada
671,zusammen::ADV,asambles,junt
672,lange::ADV,pell,molt de temps
673,plötzlich::ADV,en un taol,de cop
674,plötzlich::ADV,en un taol,de sobte
675,sofort::ADV,diouzhtu,de seguida
676,später::ADV,diwezhatoc'h,més tard
677,jetzt::ADV,bremañ,ara
678,heute::ADV,hiziv,avūi
679,morgen::ADV,arc'hoazh,demà
680,bald::ADV,hepdale,aviāt
681,dann::ADV,a-c'houde,després
682,gestern::ADV,dec'h,ahir
683,einst::ADV,gwechall,anteriorment
684,damals::ADV,neuze,llavōrs
685,damals::ADV,neuze,aleshores
686,danach::ADV,goude,després
687,vorher::ADV,diagent,abāns
688,zuerst::ADV,da gentañ,primer
689,einmal::ADV,ur wech,una vegada
690,manchmal::ADV,a-wechoù,de vegades
691,oft::ADV,alies,sovint
692,immer::ADV,atav,sempre
693,immer::ADV,bepred,sempre
694,niemals::ADV,gwech ebet,no ... mai
695,hier::ADV,amañ,aquí
696,hierhin::ADV,dre amañ,per aquí
697,von hier::ADV,alemañ,des d'aquí
698,dort::ADV,aze,allí
699,dort::ADV,ahont,allí
700,dorthin::ADV,di,hi
701,dorthin::ADV,aze,hi
702,dorthin::ADV,ahont,hi
703,geradeaus::ADV,war-eeun,tot dret
704,vorwärts::ADV,war-raok,endavānt
705,rückwärts::ADV,war-lerc'h,endarrera
706,zurück::ADV,war-dreñv,darrere
707,unten::ADV,en traoñ,a baix
708,hinab::ADV,a-izel,cap avall
709,oben::ADV,en nec'h,dalt
710,hinauf::ADV,e-krec'h,cap amunt
711,überall::ADV,dre-holl,pertot
712,überall::ADV,dre-holl,per tot arreu
713,nicht::ADV,ne ... ket,no
714,ein wenig::ADV,un tammig,una mica
715,kaum::ADV,a-boan,a penes
716,sehr::ADV,-tre,molt
717,sehr::ADV,-kenañ,molt
718,so::ADV,evel-se,així
719,noch::ADV,c'hoazh,encara
720,nur::ADV,hepken,només
721,schon::ADV,dija,ja
722,wieder::ADV,adarre,de nou
723,vor::PRP,dirak,davānt
724,vor::PRP,dirak,enfront de
725,hinter::PRP,a-drek,darrera
726,hinter::PRP,a-dreñv,darrera
727,unter::PRP,dindan,sota
728,durch::PRP,dre,per
729,neben::PRP,e-kichen,al costāt de
730,zwischen::PRP,etre,entre
731,wegen::PRP,abalamour da,a causa de
732,dies::PRN,hemañ,aquest
733,das::PRN,se,això
734,das::PRN,hennezh,això
735,alles::PRN,pep tra,tot
736,ich::PRN,me,jo
737,du::PRN,te,tu
738,er::PRN,eñ,ell
739,wir::PRN,ni,nosaltres
740,ihr::PRN,c'hwi,vosaltres
741,sie::PRN,int,ells
742,sie::PRN,int,elles
743,was::FPRN,petra,què
744,wer::FPRN,piv,qui
745,wo::FADV,pelec'h,on
746,wohin::FADV,da belec'h,cap a on
747,wie::FADV,penaos,com
748,warum::FADV,perak,per què
749,wieviel::FNUM,pet,quant
750,eins::NUM,unan,u
751,zwei::NUM,daou,dos
752,drei::NUM,tri,tres
753,vier::NUM,pevar,quatre
754,fünf::NUM,pemp,cinc
755,sechs::NUM,c'hwec'h,sis
756,sieben::NUM,seizh,set
757,acht::NUM,eizh,vuit
758,neun::NUM,nav,nou
759,zehn::NUM,dek,deu
760,elf::NUM,unnek,onze
761,zwölf::NUM,daouzek,dotze
762,zwanzig::NUM,ugent,vint
763,dreißig::NUM,tregont,trenta
764,vierzig::NUM,daou-ugent,quaranta
765,fünfzig::NUM,hanter-kant,cinquanta
766,sechzig::NUM,tri-ugent,seixanta
767,siebzig::NUM,dek ha tri-ugent,setanta
768,achtzig::NUM,pevar-ugent,vuitanta
769,neunzig::NUM,dek ha pevar-ugent,noranta
770,hundert::NUM,kant,cent
771,tausend::NUM,mil,mil
772,und::CNJ,ha,i
773,oder::CNJ,pe,o
774,stehen::V,bezañ a-sav,estar de peu
775,sitzen::V,azezañ,seure
776,sitzen::V,bezañ en e goazez,seure
777,liegen::V,bezañ en e c'hourvez,jeure
778,hängen::V,krougañ,penjar
779,werden::V,dazonet,fer-se
780,werden::V,dazonet,posar-se
781,passieren::V,c'hoarvezout,succeir
782,beginnen::V,stagañ,iniciar-se
783,enden::V,achuiñ,acabar-se
784,enden::V,achuiñ,terminar-se
785,wechseln::V,cheñch,canviar
786,aufgehen[Sonne]::V,dirouzañ,sortir
787,scheinen[Sonne]::V,lugernañ,brillar
788,donnern::V,taranal,tronar
789,wehen::V,c'hwezhañ,bufar
790,strömen::V,deredek,afluir
791,fließen::V,redek,fluir
792,sich drehen::V,troiñ,girar
793,schwanken::V,trantellat,vacil·lar
794,schwingen::V,froumal,oscil·lar
795,fallen::V,kouezhañ,caure
796,fallen::V,kouezhañ,tombar
797,brennen::V,deviñ,cremar
798,rauchen::V,divogedañ,fumejar
799,regnen::V,glavañ,ploure
800,gefrieren::V,reviñ,gelar-se
801,tauen::V,diskornañ,fondre's
802,schmelzen::V,teuziñ,fondre's
803,trocknen::V,sec'hañ,assecar-se
804,sieden::V,berviñ,bullir
805,faulen::V,breinañ,podrir-se
806,verfaulen::V,breinañ,podrir-se
807,reißen::V,darnaouiñ,trencar-se
808,versinken::V,sodellañ,enfonsar-se
809,vergehen::V,tremen,passar
810,erscheinen::V,donet war-wel,aparèixer
811,verschwinden::V,monet diwar wel,desaparèixer
812,sinken::V,en em izelat,baixar
813,sinken::V,en em izelat,descendir
814,abnehmen::V,nebeutaat,decréixer
815,zunehmen::V,kreskiñ,augmentar
816,steigen::V,sevel,pujar
817,wachsen::V,kreskiñ,créixer
818,glänzen::V,lugernañ,brillar
819,glänzen::V,lugernañ,resplendir
820,funkeln::V,elieniñ,espurnejar
821,lärmen::V,rabotat,fer soroll
822,klirren::V,diridignat,dringar
823,klirren::V,sterlinkañ,dringar
824,brausen::V,gwegal,rugir
