,Concept_ID,ru,hu
125,Küste::N,побережье,tengerpart
126,Festland::N,суша,szárazföld
127,Meer::N,море,tenger
128,Bucht::N,бухта,öböl
129,Insel::N,остров,sziget
130,Blume::N,цветок,virág
131,Gras::N,трава,fű
132,Wurzel::N,корень,gyökér
133,Baum::N,дерево,fa
134,Stamm::N,ствол,tő
135,Stamm::N,ствол,törzs
136,Rinde::N,кора,kéreg
137,Ast::N,сук,ág
138,Zweig::N,ветвь,gally
139,Blatt::N,лист,levél
140,Birke::N,береза,nyír
141,Kiefer[Baum]::N,сосна,fenyő
142,Weide[Baum]::N,ива,fűz
143,Tanne::N,ель,fenyő
144,Horn::N,рог,szarv
145,Feder::N,перо,toll
146,Fell::N,шкура,szőr
147,Fell::N,шкура,bunda
148,Flügel::N,крыло,szárny
149,Klaue::N,коготь,köröm
150,Kralle::N,лапа,karom
151,Schwanz::N,хвост,farok
152,Ei::N,яйцо,tojás
153,Nest::N,гнездо,fészek
154,Bau::N,нора,odú
155,Tier::N,животное,állat
156,Herde::N,стадо,nyáj
157,Herde::N,стадо,csorda
158,Kuh::N,корова,tehén
159,Bulle::N,бык,bika
160,Pferd::N,лошадь,ló
161,Schaf::N,овца,juh
162,Schaf::N,овца,birka
163,Schwein::N,свинья,sertés
164,Hund::N,собака,eb
165,Hund::N,собака,kutya
166,Katze::N,кошка,macska
167,Bär::N,медведь,medve
168,Eichhörnchen::N,белка,mókus
169,Elch::N,лось,jávorszarvas
170,Fuchs::N,лиса,róka
171,Hase::N,заяц,nyúl
172,Maus::N,мышь,egér
173,Wolf::N,волк,farkas
174,Vogel::N,птица,madár
175,Schwarm::N,стая,raj
176,Huhn::N,курица,tyúk
177,Hahn::N,петух,kakas
178,Gans::N,гусь,lúd
179,Gans::N,гусь,liba
180,Adler::N,орел,sas
181,Ente::N,утка,kacsa
182,Eule::N,сова,bagoly
183,Kranich::N,журавль,daru
184,Krähe::N,ворона,varjú
185,Kuckuck::N,кукушка,kakukk
186,Schwan::N,лебедь,hattyú
187,Fisch::N,рыба,hal
188,Barsch::N,окунь,sügér
189,Hecht::N,щука,csuka
190,Schlange[Tier]::N,змея,kígyó
191,Wurm::N,червяк,kukac
192,Spinne::N,паук,pók
193,Ameise::N,муравей,hangya
194,Laus::N,вошь,tetű
195,Mücke::N,комар,szúnyog
196,Fliege::N,муха,légy
197,Schmetterling::N,бабочка,lepke
198,Schmetterling::N,бабочка,pillangó
199,Beere::N,ягода,bogyó
200,Apfel::N,яблоко,alma
201,Pilz::N,гриб,gomba
202,Zwiebel::N,луковица,hagyma
203,Saat::N,семя,vetőmag
204,Korn::N,зерно,mag
205,Korn::N,зерно,szem
206,Heu::N,сено,széna
207,Schale::N,шелуха,héj
208,Grube::N,яма,verem
209,Falle::N,ловушка,csapda
210,Schlinge::N,силок,tőr
211,Spur::N,след,nyom
212,Asche::N,зола,hamu
213,Asche::N,пепел,hamu
214,Dreck::N,грязь,sár
215,Dreck::N,грязь,piszok
216,Eisen::N,железо,vas
217,Gold::N,золото,arany
218,Silber::N,серебро,ezüst
219,Kohle::N,уголь,szén
220,Glas::N,стекло,üveg
221,Lehm::N,глина,agyag
222,Lehm::N,глина,vályog
223,Sand::N,песок,homok
224,Mensch::N,человек,ember
225,Mann::N,мужчина,úr
226,Mann::N,мужчина,férfi
227,Frau::N,женщина,nő
228,Frau::N,женщина,asszony
229,Kind::N,ребенок,gyerek
230,Kind::N,ребенок,gyermek
231,Junge::N,мальчик,fiú
232,Mädchen::N,девочка,lány
233,Familie::N,семья,család
234,Großvater::N,дедушка,nagyapa
235,Großmutter::N,бабушка,nagyanya
236,Eltern::N,родители,szülők
237,Vater::N,отец,apa
238,Vater::N,отец,atya
239,Mutter::N,мать,anya
240,Sohn::N,сын,fiú
241,Tochter::N,дочь,lány
242,Bruder::N,брат,fivér
243,Bruder::N,брат,testvér
244,Schwester::N,сестра,nővér
245,Schwester::N,сестра,lánytestvér
246,Onkel::N,дядя,nagybácsi
247,Tante::N,тетя,nagynéni
248,Ehemann::N,муж,férj
249,Ehefrau::N,жена,feleség
250,Freude::N,радость,öröm
251,Gelächter::N,смех,nevetés
252,Gelächter::N,смех,hahotázás
253,Glück::N,счастье,boldogság
254,Kummer::N,горе,bánat
255,Wunsch::N,желание,óhaj
256,Lust::N,влечение,kedv
257,Geist::N,дух,elme
258,Geist::N,дух,szellem
259,Gedanke::N,мысль,gondolat
260,Gedächtnis::N,память,emlékezet
261,Verstand::N,ум,ész
262,Verstand::N,ум,értelem
263,Sinn::N,смысл,értelem
264,Grund::N,повод,ok
265,Grund::N,повод,alap
266,Wahrheit::N,правда,igaz
267,Wahrheit::N,правда,igazság
268,Gespräch::N,беседа,beszélgetés
269,Märchen::N,сказка,mese
270,Erzählung::N,рассказ,elbeszélés
271,Nachricht::N,сообщение,hír
272,Nachricht::N,сообщение,híradás
273,Neuigkeit::N,новость,újság
274,Name::N,имя,név
275,Rätsel::N,загадка,rejtvény
276,Rede::N,речь,beszéd
277,Rede::N,речь,szónoklat
278,Sprache::N,язык,nyelv
279,Stimme::N,голос,hang
280,Wort::N,слово,szó
281,Zeichen::N,знак,jel
282,Ruf::N,зов,kiáltás
283,Lärm::N,шум,zaj
284,Laut::N,звук,hang
285,Ton::N,звучание,hang
286,Lied::N,песня,dal
287,Lied::N,песня,ének
288,Ruhe::N,покой,csend
289,Ruhe::N,покой,nyugalom
290,Leute::N,люди,emberek
291,Volk::N,народ,nép
292,Arbeit::N,работа,dolog
293,Gast::N,гость,vendég
294,Geschenk::N,подарок,ajándék
295,Spiel::N,игра,játék
296,Gesellschaft::N,общество,társaság
297,Hilfe::N,помощь,segítség
298,Freund::N,друг,barát
299,Kamerad::N,приятель,társ
300,Angelegenheit::N,дело,ügy
301,Anzahl::N,количество,szám
302,Art::N,вид,faj
303,Art::N,вид,fajta
304,Stück::N,кусок,darab
305,Teil::N,часть,rész
306,Hälfte::N,половина,fél
307,Kreis::N,круг,kör
308,Kreuz::N,крест,kereszt
309,Linie::N,линия,vonal
310,Strich::N,черта,vonás
311,Abstand::N,промежуток,köz
312,Entfernung::N,расстояние,távolság
313,Gegend::N,местность,táj
314,Gegend::N,местность,vidék
315,Platz::N,пространство,hely
316,Ort::N,место,hely
317,Seite::N,сторона,fél
318,Seite::N,сторона,oldal
319,Mitte::N,середина,közép
320,Gegenstand::N,предмет,tárgy
321,Sache::N,вещь,dolog
322,Rand::N,край,szél
323,Rand::N,край,perem
324,Rand::N,край,szegély
325,Kante::N,ребро,él
326,Ecke::N,угол,sarok
327,Ecke::N,угол,szöglet
328,Spitze::N,кончик,csúcs
329,Ende::N,конец,vég
330,Loch::N,дыра,lyuk
331,Winkel::N,угол,szög
332,Muster::N,узор,minta
333,Größe::N,размер,nagyság
334,Länge::N,длина,hossz
335,Länge::N,длина,hosszúság
336,Höhe::N,высота,magasság
337,Gewicht::N,вес,súly
338,Menge::N,количество,sokaság
339,Menge::N,количество,mennyiség
340,Haufen::N,куча,halom
341,Reihe::N,ряд,sor
342,Boot::N,лодка,csónak
343,Ruder::N,весло,evező
344,Schlitten::N,сани,szánkó
345,Ski::N,лыжа,sí
346,Lagerfeuer::N,костер,tábortűz
347,Last::N,тяжесть,teher
348,Gang::N,ход,járás
349,Schritt::N,шаг,lépés
350,Norden::N,север,észak
351,Süden::N,юг,dél
352,Westen::N,запад,nyugat
353,Osten::N,восток,kelet
354,Holz::N,древесина,fa
355,Brett::N,доска,deszka
356,Platte::N,плита,lap
357,Platte::N,плита,lemez
358,Stütze::N,подпорка,támasz
359,Stütze::N,подпорка,támaszték
360,Stange::N,жердь,rúd
361,Stange::N,жердь,pózna
362,Stock::N,палка,pálca
363,Stab::N,шест,bot
364,Rohr::N,труба,cső
365,Haus::N,дом,ház
366,Heim::N,дом,otthon
367,Ofen::N,печь,kályha
368,Fußboden::N,пол,padló
369,Tisch::N,стол,asztal
370,Stuhl::N,стул,szék
371,Wiege::N,колыбель,bölcső
372,Bett::N,постель,ágy
373,Regal::N,полка,polc
374,Regal::N,полка,állvány
375,Kiste::N,ящик,láda
376,Fenster::N,окно,ablak
377,Tür::N,дверь,ajtó
378,Tor::N,ворота,kapu
379,Zaun::N,забор,kerítés
380,Dach::N,крыша,tető
381,Leiter::N,лестница,létra
382,Besen::N,метла,seprű
383,Spaten::N,лопата,ásó
384,Schaufel::N,совок,lapát
385,Gabel::N,вилка,villa
386,Löffel::N,ложка,kanál
387,Messer::N,нож,kés
388,Nagel::N,гвоздь,szeg
389,Netz::N,сеть,háló
390,Haken::N,крюк,kampó
391,Griff::N,ручка,nyél
392,Griff::N,ручка,fogantyú
393,Schloss::N,замок,zár
394,Bild::N,картина,kép
395,Figur::N,фигура,alak
396,Puppe::N,кукла,bábu
397,Beutel::N,мешок,zacskó
398,Bündel::N,связка,köteg
399,Tasche::N,сумка,táska
400,Eimer::N,ведро,vödör
401,Deckel::N,крышка,fedő
402,Deckel::N,крышка,fedél
403,Geschirr::N,посуда,edény
404,Sack::N,мешок,zsák
405,Tasse::N,чашка,csésze
406,Topf::N,кастрюля,fazék
407,Kessel::N,котел,üst
408,Kessel::N,котел,bogrács
409,Essen::N,еда,evés
410,Essen::N,еда,étkezés
411,Nahrung::N,пища,ennivaló
412,Speise::N,блюдо,étel
413,Speise::N,кушанье,étel
414,Fleisch::N,мясо,hús
415,Getreide::N,хлеб,gabona
416,Brei::N,каша,pép
417,Brei::N,каша,kása
418,Brot::N,хлеб,kenyér
419,Scheibe::N,ломоть,szelet
420,Fett::N,жир,háj
421,Fett::N,жир,zsír
422,Butter::N,масло,vaj
423,Öl::N,масло,olaj
424,Salz::N,соль,só
425,Suppe::N,суп,leves
426,Honig::N,мед,méz
427,Milch::N,молоко,tej
428,Tee::N,чай,tea
429,Leder::N,кожа,bőr
430,Wolle::N,шерсть,gyapjú
431,Stoff::N,ткань,szövet
432,Nadel::N,игла,tű
433,Faden::N,нитка,fonál
434,Knopf::N,пуговица,gomb
435,Knoten::N,узел,csomó
436,Farbe::N,краска,szín
437,Farbe::N,краска,festék
438,Kleidung::N,одежда,ruha
439,Kleidung::N,одежда,ruházat
440,Hemd::N,рубашка,ing
441,Kragen::N,воротник,gallér
442,Ärmel::N,рукав,ujj
443,Hose::N,брюки,gatya
444,Hose::N,брюки,nadrág
445,Gürtel::N,пояс,öv
446,Mütze::N,шапка,sapka
447,Schuh::N,ботинок,cipő
448,Stiefel::N,сапог,csizma
449,Ring::N,кольцо,gyűrű
450,Band::N,лента,szalag
451,Kamm::N,расческа,fésű
452,Spiegel::N,зеркало,tükör
453,Riemen::N,ремень,szíj
454,Schnur::N,веревка,zsinór
455,Leine::N,поводок,póráz
456,Decke::N,одеяло,takaró
457,Kissen::N,подушка,párna
458,Tuch::N,платок,kendő
459,Handtuch::N,полотенце,törülköző
460,Kraft::N,сила,erő
461,Stärke::N,крепость,erő
462,Stärke::N,крепость,erősség
463,Gesundheit::N,здоровье,egészség
464,Krankheit::N,болезнь,kór
465,Krankheit::N,болезнь,betegség
466,Schmerz::N,боль,fájdalom
467,Wunde::N,рана,seb
468,Fieber::N,лихорадка,láz
469,Fieber::N,температура,láz
470,Arznei::N,лекарство,orvosság
471,Arznei::N,лекарство,gyógyszer
472,Brücke::N,мост,híd
473,Brunnen::N,колодец,kút
474,Weide::N,пастбище,legelő
475,Pfad::N,тропа,ösvény
476,Weg::N,путь,út
477,Weg::N,дорога,út
478,Straße::N,улица,út
479,Straße::N,дорога,út
480,Dorf::N,деревня,falu
481,Stadt::N,город,város
482,Brief::N,письмо,levél
483,Buch::N,книга,könyv
484,Buchstabe::N,буква,betű
485,Zeitung::N,газета,újság
486,Zeitung::N,газета,hírlap
487,Leben::N,жизнь,élet
488,Tod::N,смерть,halál
489,Grab::N,могила,sír
490,Kirche::N,церковь,templom
491,Sünde::N,грех,bűn
492,Sünde::N,грех,vétek
493,Gott::N,бог,isten
494,Arbeiter::N,рабочий,munkás
495,Chef::N,начальник,főnök
496,Meister::N,мастер,mester
497,Arzt::N,врач,orvos
498,Lehrer::N,учитель,tanár
499,Lehrer::N,учитель,tanító
500,Geld::N,деньги,pénz
501,Geschäft::N,занятие,üzlet
502,Laden::N,магазин,bolt
503,Preis::N,цена,ár
504,Ware::N,товар,áru
505,Nutzen::N,выгода,haszon
506,Reichtum::N,богатство,gazdagság
507,Welt::N,мир,világ
508,Land::N,страна,ország
509,Staat::N,государство,állam
510,König::N,король,király
511,Macht::N,власть,hatalom
512,Grenze::N,граница,határ
513,Krieg::N,война,háború
514,Feind::N,враг,ellenség
515,Gewalt::N,насилие,erőszak
516,Kampf::N,борьба,harc
517,Bogen[Waffe]::N,лук,íj
518,Pfeil::N,стрела,nyíl
519,Gewehr::N,ружье,puska
520,Gewehr::N,ружье,fegyver
521,Fehler::N,ошибка,hiba
522,Lüge::N,ложь,hazugság
523,Schaden::N,вред,kár
524,Unglück::N,беда,csapás
525,Unglück::N,беда,balszerencse
526,Schuld::N,вина,bűn
527,Alter::N,возраст,kor
528,Schluss::N,окончание,vég
529,Schluss::N,окончание,befejezés
530,Zeit::N,время,idő
531,Tag::N,день,nap
532,Morgen::N,утро,reggel
533,Mittag::N,полдень,dél
534,Abend::N,вечер,este
535,Nacht::N,ночь,éj
536,Nacht::N,ночь,éjszaka
537,Woche::N,неделя,hét
538,Monat::N,месяц,hó
539,Monat::N,месяц,hónap
540,Jahr::N,год,év
541,Frühling::N,весна,tavasz
542,Sommer::N,лето,nyár
543,Herbst::N,осень,ősz
544,Winter::N,зима,tél
545,Januar::N,январь,január
546,Februar::N,февраль,február
547,März::N,март,március
548,April::N,апрель,április
549,Mai::N,май,május
550,Juni::N,июнь,június
551,Juli::N,июль,július
552,August::N,август,augusztus
553,September::N,сентябрь,szeptember
554,Oktober::N,октябрь,október
555,November::N,ноябрь,november
556,Dezember::N,декабрь,december
557,Montag::N,понедельник,hétfő
558,Dienstag::N,вторник,kedd
559,Mittwoch::N,среда,szerda
560,Donnerstag::N,четверг,csütörtök
561,Freitag::N,пятница,péntek
562,Samstag::N,суббота,szombat
563,Sonntag::N,воскресенье,vasárnap
564,groß::A,большой,nagy
565,klein::A,маленький,pici
566,klein::A,маленький,kicsi
567,lang::A,длинный,hosszú
568,kurz::A,короткий,rövid
569,breit::A,широкий,széles
570,schmal::A,узкий,keskeny
571,dicht::A,густой,sűrű
572,dick[Gegenstand]::A,толстый,vastag
573,dünn::A,тонкий,vékony
574,fein::A,тонкий,vékony
575,fest::A,крепкий,szilárd
576,flach::A,плоский,sík
577,flach::A,плоский,lapos
578,glatt::A,гладкий,sima
579,hart::A,твердый,kemény
580,weich::A,мягкий,puha
581,rund::A,круглый,kerek
582,spitz::A,остроконечный,hegyes
583,scharf::A,острый,éles
584,stumpf::A,тупой,tompa
585,stumpf::A,тупой,életlen
586,schwer::A,тяжелый,nehéz
587,schwer::A,тяжелый,súlyos
588,schön::A,красивый,szép
589,heiß::A,жаркий,forró
590,warm::A,теплый,meleg
591,kalt::A,холодный,hideg
592,kühl::A,прохладный,hűs
593,kühl::A,прохладный,hűvös
594,frisch::A,свежий,üde
595,frisch::A,свежий,friss
596,feucht::A,влажный,nedves
597,nass::A,мокрый,vizes
598,trocken::A,сухой,száraz
599,voll::A,полный,telt
600,voll::A,наполненный,telt
601,leer::A,пустой,üres
602,offen::A,открытый,nyílt
603,offen::A,открытый,nyitott
604,geschlossen::A,закрытый,zárt
605,geschlossen::A,закрытый,csukott
606,sauber::A,чистый,tiszta
607,schmutzig::A,грязный,piszkos
608,schmutzig::A,грязный,szennyes
609,roh::A,сырой,nyers
610,reif::A,зрелый,érett
611,lecker::A,вкусный,finom
612,süß::A,сладкий,édes
613,bitter::A,горький,keserű
614,sauer::A,кислый,savanyú
615,hell::A,светлый,világos
616,dunkel::A,темный,sötét
617,schwarz::A,черный,fekete
618,weiß::A,белый,fehér
619,rot::A,красный,vörös
620,gelb::A,желтый,sárga
621,blau::A,синий,kék
622,grün::A,зеленый,zöld
623,grau::A,серый,ősz
624,grau::A,серый,szürke
625,bunt::A,пестрый,tarka
626,bunt::A,пестрый,színes
627,billig::A,дешевый,olcsó
628,teuer::A,дорогой,drága
629,wertvoll::A,ценный,értékes
630,blind::A,слепой,vak
631,taub::A,глухой,süket
632,kräftig::A,могучий,erős
633,stark::A,сильный,erős
634,schwach::A,слабый,gyenge
635,schwach::A,слабый,erőtlen
636,fett::A,жирный,hájas
637,schlank::A,стройный,karcsú
638,hübsch::A,прелестный,csinos
639,böse::A,злой,rossz
640,böse::A,злой,gonosz
641,dumm::A,глупый,buta
642,dumm::A,глупый,ostoba
643,faul::A,ленивый,lusta
644,fleißig::A,прилежный,szorgalmas
645,geizig::A,жадный,fukar
646,geizig::A,жадный,fösvény
647,klug::A,умный,okos
648,klug::A,умный,eszes
649,geschickt::A,искусный,ügyes
650,lieb::A,милый,drága
651,lieb::A,милый,kedves
652,lustig::A,веселый,víg
653,lustig::A,веселый,vidám
654,sanft::A,нежный,enyhe
655,hungrig::A,голодный,éhes
656,krank::A,больной,beteg
657,nackt::A,голый,csupasz
658,nackt::A,голый,meztelen
659,traurig::A,грустный,bús
660,traurig::A,грустный,szomorú
661,lebendig::A,живой,élő
662,gut::A,хороший,jó
663,schlecht::A,плохой,rossz
664,richtig::A,правильный,helyes
665,schlimm::A,отвратительный,rossz
666,schlimm::A,мерзкий,rossz
667,wahr::A,настоящий,igaz
668,alt::A,старый,ó
669,alt::A,старый,régi
670,neu::A,новый,új
671,ehemalig::A,бывший,volt
672,ehemalig::A,бывший,egykori
673,alt[Lebewesen]::A,пожилой,öreg
674,jung::A,молодой,fiatal
675,arm::A,бедный,szegény
676,reich::A,богатый,gazdag
677,bekannt::A,знакомый,ismert
678,bekannt::A,знакомый,ismeretes
679,berühmt::A,знаменитый,híres
680,fremd::A,чужой,idegen
681,verschieden::A,разный,különböző
682,nah::A,близкий,közeli
683,fern::A,далекий,távoli
684,linker::A,левый,bal
685,rechter::A,правый,jobb
686,anderer::A,другой,más
687,anderer::A,другой,másik
688,erster::A,первый,első
689,zweiter::A,второй,második
690,dritter::A,третий,harmadik
691,letzter::A,последний,utolsó
692,allein::ADV,один,egyedül
693,auf einmal::ADV,сразу,egyszerre
694,zusammen::ADV,вместе,együtt
695,zusammen::ADV,вместе,összesen
696,lange::ADV,долго,sokáig
697,lange::ADV,долго,hosszan
698,plötzlich::ADV,вдруг,hirtelen
699,plötzlich::ADV,вдруг,egyszerre
700,sofort::ADV,тотчас,rögtön
701,sofort::ADV,тотчас,tüstént
702,später::ADV,позже,későn
703,jetzt::ADV,сейчас,most
704,heute::ADV,сегодня,ma
705,morgen::ADV,завтра,holnap
706,bald::ADV,скоро,majd
707,bald::ADV,скоро,nemsokára
708,dann::ADV,потом,akkor
709,gestern::ADV,вчера,tegnap
710,einst::ADV,однажды,hajdan
711,damals::ADV,тогда,akkor
712,damals::ADV,тогда,akkoriban
713,danach::ADV,затем,azután
714,vorher::ADV,раньше,előbb
715,zuerst::ADV,сперва,először
716,einmal::ADV,раз,egyszer
717,manchmal::ADV,иногда,néha
718,manchmal::ADV,иногда,olykor
719,oft::ADV,часто,sokszor
720,immer::ADV,всегда,mindig
721,niemals::ADV,никогда,sohasem
722,hier::ADV,здесь,itt
723,hierhin::ADV,сюда,erre
724,von hier::ADV,отсюда,innen
725,dort::ADV,там,ott
726,dorthin::ADV,туда,oda
727,geradeaus::ADV,прямо,egyenesen
728,vorwärts::ADV,вперед,előre
729,rückwärts::ADV,назад,hátrafelé
730,zurück::ADV,обратно,hátra
731,zurück::ADV,обратно,vissza
732,unten::ADV,внизу,alul
733,hinab::ADV,вниз,le
734,hinab::ADV,вниз,lefelé
735,oben::ADV,наверху,fenn
736,oben::ADV,наверху,felül
737,hinauf::ADV,вверх,fel
738,hinauf::ADV,вверх,felfelé
739,überall::ADV,везде,mindenütt
740,nicht::ADV,не,nem
741,ein wenig::ADV,немного,egy kicsit
742,kaum::ADV,едва,alig
743,sehr::ADV,очень,nagyon
744,so::ADV,так,úgy
745,noch::ADV,еще,még
746,nur::ADV,только,csak
747,nur::ADV,только,csupán
748,schon::ADV,уже,már
749,wieder::ADV,опять,ismét
750,wieder::ADV,опять,megint
751,vergebens::ADV,напрасно,hiába
752,vor::PRP,перед,előtt
753,hinter::PRP,за,mögött
754,hinter::PRP,позади,mögött
755,unter::PRP,под,alatt
756,durch::PRP,сквозь,át
757,durch::PRP,сквозь,keresztül
758,neben::PRP,возле,mellett
759,zwischen::PRP,между,között
760,wegen::PRP,из-за,miatt
761,wegen::PRP,из-за,végett
762,dies::PRN,это,ez
763,das::PRN,то,az
764,alles::PRN,все,minden
765,ich::PRN,я,én
766,du::PRN,ты,te
767,er::PRN,он,ő
768,wir::PRN,мы,mi
769,ihr::PRN,вы,ti
770,sie::PRN,они,ők
771,was::FPRN,что,mi
772,wer::FPRN,кто,ki
773,wo::FADV,где,hol
774,wohin::FADV,куда,hova
775,wie::FADV,как,hogy
776,wie::FADV,как,hogyan
777,warum::FADV,почему,miért
778,wieviel::FNUM,сколько,hány
779,wieviel::FNUM,сколько,mennyi
780,eins::NUM,один,egy
781,zwei::NUM,два,kettő
782,drei::NUM,три,három
783,vier::NUM,четыре,négy
784,fünf::NUM,пять,öt
785,sechs::NUM,шесть,hat
786,sieben::NUM,семь,hét
787,acht::NUM,восемь,nyolc
788,neun::NUM,девять,kilenc
789,zehn::NUM,десять,tíz
790,elf::NUM,одиннадцать,tizenegy
791,zwölf::NUM,двенадцать,tizenkettő
792,zwanzig::NUM,двадцать,húsz
793,dreißig::NUM,тридцать,harminc
794,vierzig::NUM,сорок,negyven
795,fünfzig::NUM,пятьдесят,ötven
796,sechzig::NUM,шестьдесят,hatvan
797,siebzig::NUM,семьдесят,hetven
798,achtzig::NUM,восемьдесят,nyolcvan
799,neunzig::NUM,девяносто,kilencven
800,hundert::NUM,сто,száz
801,tausend::NUM,тысяча,ezer
802,und::CNJ,и,és
803,und::CNJ,и,meg
804,oder::CNJ,или,vagy
805,oder::CNJ,либо,vagy
806,stehen::V,стоять,áll
807,sitzen::V,сидеть,ül
808,liegen::V,лежать,fekszik
809,hängen::V,висеть,függ
810,werden::V,стать,lesz
811,passieren::V,случиться,történik
812,beginnen::V,начаться,kezdődik
813,enden::V,кончиться,végződik
814,enden::V,кончиться,befejeződik
815,wechseln::V,меняться,változik
816,aufgehen[Sonne]::V,взойти,kel
817,untergehen[Sonne]::V,зайти,lemegy
818,scheinen[Sonne]::V,светить,süt
819,donnern::V,греметь,dörög
820,wehen::V,дуть,fúj
821,strömen::V,литься,áramlik
822,fließen::V,течь,folyik
823,sich drehen::V,вращаться,forog
824,schwanken::V,колебаться,inog
825,schwanken::V,колебаться,ingadozik
826,schwingen::V,качаться,leng
827,fallen::V,падать,esik
828,brennen::V,гореть,ég
829,rauchen::V,дымить,füstöl
830,regnen::V,дождить,esik
831,gefrieren::V,замерзнуть,megfagy
832,tauen::V,таять,olvad
833,schmelzen::V,плавиться,olvad
834,schmelzen::V,плавиться,elolvad
835,trocknen::V,сохнуть,szárad
836,sieden::V,кипеть,forr
837,faulen::V,гнить,rothad
838,verfaulen::V,сгнить,elrothad
839,verfaulen::V,сгнить,megrothad
840,reißen::V,рваться,szakad
841,versinken::V,тонуть,süllyed
842,versinken::V,тонуть,elsüllyed
843,vergehen::V,проходить,múlik
844,vergehen::V,проходить,elmúlik
845,erscheinen::V,появиться,feltűnik
846,erscheinen::V,появиться,megjelenik
847,verschwinden::V,исчезнуть,letűnik
848,sinken::V,спадать,süllyed
849,abnehmen::V,уменьшиться,apad
850,abnehmen::V,уменьшиться,csökken
