,Concept_ID,hu,xal
175,Schwarm::N,raj,зел
176,Huhn::N,tyúk,така
177,Hahn::N,kakas,эр така
178,Gans::N,lúd,һалун
179,Gans::N,liba,һалун
180,Adler::N,sas,һәрд
181,Ente::N,kacsa,нуһсн
182,Eule::N,bagoly,һурвлһ
183,Kranich::N,daru,тоһрун
184,Krähe::N,varjú,шаазһа
185,Kuckuck::N,kakukk,эргин хуцдг
186,Schwan::N,hattyú,хун
187,Fisch::N,hal,заһсн
188,Barsch::N,sügér,шүрг
189,Hecht::N,csuka,цурх
190,Schlange[Tier]::N,kígyó,моһа
191,Wurm::N,kukac,өтн
192,Spinne::N,pók,аралҗн
193,Ameise::N,hangya,шорһлҗн
194,Laus::N,tetű,бөөсн
195,Mücke::N,szúnyog,бөкүн
196,Fliege::N,légy,батхн
197,Schmetterling::N,lepke,эрвәкә
198,Schmetterling::N,pillangó,эрвәкә
199,Beere::N,bogyó,бөөлҗрһн
200,Apfel::N,alma,альмн
201,Pilz::N,gomba,теңгрин ки
202,Zwiebel::N,hagyma,мәңгрснә толһа
203,Saat::N,vetőmag,буудян экн
204,Korn::N,mag,экн
205,Korn::N,szem,экн
206,Heu::N,széna,өвсн
207,Schale::N,héj,хальсн
208,Grube::N,verem,нүкн
209,Falle::N,csapda,урх
210,Falle::N,csapda,хавх
211,Schlinge::N,tőr,бүтү
212,Spur::N,nyom,мөр
213,Asche::N,hamu,үмсн
214,Dreck::N,sár,бальчг
215,Dreck::N,piszok,бальчг
216,Eisen::N,vas,төмр
217,Gold::N,arany,алтн
218,Silber::N,ezüst,мөңгн
219,Silber::N,ezüst,цаһан мөңгн
220,Kohle::N,szén,нүүрсн
221,Glas::N,üveg,шил
222,Lehm::N,agyag,шавр
223,Lehm::N,vályog,шавр
224,Sand::N,homok,элсн
225,Mensch::N,ember,күн
226,Mensch::N,ember,күмн
227,Mann::N,úr,эр
228,Mann::N,férfi,эр
229,Frau::N,nő,күүкд күн
230,Frau::N,asszony,күүкд күн
231,Kind::N,gyerek,үрн
232,Kind::N,gyermek,үрн
233,Junge::N,fiú,көвүн
234,Mädchen::N,lány,бичкн күүкн
235,Familie::N,család,бүл
236,Großvater::N,nagyapa,өвк эцк
237,Großvater::N,nagyapa,наһц эцк
238,Großmutter::N,nagyanya,эмг эк
239,Großmutter::N,nagyanya,наһц эк
240,Eltern::N,szülők,эк эцк хойр
241,Vater::N,apa,эцк
242,Vater::N,atya,эцк
243,Mutter::N,anya,эк
244,Sohn::N,fiú,көвүн
245,Tochter::N,lány,күүкн
246,Bruder::N,fivér,дү көвүн
247,Bruder::N,testvér,дү көвүн
248,Schwester::N,nővér,эгч
249,Schwester::N,nővér,дү күүкн
250,Schwester::N,lánytestvér,эгч
251,Schwester::N,lánytestvér,дү күүкн
252,Onkel::N,nagybácsi,авһ
253,Onkel::N,nagybácsi,наһцх
254,Tante::N,nagynéni,наһц эгч
255,Ehemann::N,férj,залу
256,Ehefrau::N,feleség,гергн
257,Freude::N,öröm,байр
258,Gelächter::N,nevetés,инәдн
259,Gelächter::N,hahotázás,инәдн
260,Glück::N,boldogság,җирһл
261,Glück::N,boldogság,сәәхн җирһл
262,Kummer::N,bánat,зовлң
263,Wunsch::N,óhaj,дурн
264,Lust::N,kedv,җилвтлһн
265,Geist::N,elme,зөрг
266,Geist::N,szellem,зөрг
267,Gedanke::N,gondolat,ухан
268,Gedächtnis::N,emlékezet,чееҗин тодлвр
269,Verstand::N,ész,ухан
270,Verstand::N,értelem,ухан
271,Sinn::N,értelem,учр-утх
272,Grund::N,ok,учр
273,Grund::N,ok,шалтан
274,Grund::N,alap,учр
275,Grund::N,alap,шалтан
276,Wahrheit::N,igaz,үнн
277,Wahrheit::N,igazság,үнн
278,Gespräch::N,beszélgetés,күүндвүр
279,Märchen::N,mese,тууль
280,Erzählung::N,elbeszélés,келвр
281,Nachricht::N,hír,медүллһн
282,Nachricht::N,híradás,медүллһн
283,Neuigkeit::N,újság,зәңг
284,Name::N,név,нерн
285,Rätsel::N,rejtvény,тәәлвртә тууль
286,Rede::N,beszéd,келлһн
287,Rede::N,szónoklat,келлһн
288,Sprache::N,nyelv,келн
289,Stimme::N,hang,дун
290,Wort::N,szó,үг
291,Zeichen::N,jel,темдг
292,Ruf::N,kiáltás,дуудлһн
293,Lärm::N,zaj,шууган
294,Laut::N,hang,ә
295,Ton::N,hang,дун
296,Lied::N,dal,дун
297,Lied::N,ének,дун
298,Ruhe::N,csend,амулң
299,Ruhe::N,nyugalom,амулң
300,Leute::N,emberek,әмтн
301,Volk::N,nép,улс
302,Arbeit::N,dolog,көдлмш
303,Gast::N,vendég,гиич
304,Geschenk::N,ajándék,белг
305,Spiel::N,játék,наадн
306,Gesellschaft::N,társaság,олн
307,Hilfe::N,segítség,нөкд
308,Freund::N,barát,иньг
309,Kamerad::N,társ,үр
310,Angelegenheit::N,ügy,керг
311,Anzahl::N,szám,то
312,Art::N,faj,зүүл
313,Art::N,fajta,зүүл
314,Stück::N,darab,хусг
315,Teil::N,rész,хүв
316,Hälfte::N,fél,өрәл
317,Kreis::N,kör,төгрг
318,Kreuz::N,kereszt,кирс
319,Linie::N,vonal,зурасн
320,Strich::N,vonás,татасн
321,Abstand::N,köz,зә
322,Entfernung::N,távolság,һазр
323,Gegend::N,táj,һазр
324,Gegend::N,vidék,һазр
325,Platz::N,hely,зә
326,Ort::N,hely,бәәрн
327,Seite::N,fél,тал
328,Seite::N,fél,хаҗу
329,Seite::N,fél,хәврһ
330,Seite::N,oldal,тал
331,Seite::N,oldal,хаҗу
332,Seite::N,oldal,хәврһ
333,Mitte::N,közép,дунд
334,Gegenstand::N,tárgy,юмн
335,Sache::N,dolog,юмн
336,Rand::N,szél,зах
337,Rand::N,perem,зах
338,Rand::N,szegély,зах
339,Kante::N,él,ирмәг
340,Ecke::N,sarok,өнцг
341,Ecke::N,szöglet,өнцг
342,Spitze::N,csúcs,үзүр
343,Ende::N,vég,үзүр
344,Loch::N,lyuk,хаһрха
345,Winkel::N,szög,булң
346,Muster::N,minta,намч
347,Größe::N,nagyság,кемҗән
348,Länge::N,hossz,ут
349,Länge::N,hosszúság,ут
350,Höhe::N,magasság,өндр
351,Gewicht::N,súly,күнд
352,Gewicht::N,súly,чиңнүр
353,Menge::N,sokaság,ик
354,Menge::N,mennyiség,ик
355,Haufen::N,halom,ова
356,Reihe::N,sor,зерг
357,Reihe::N,sor,зерглән
358,Boot::N,csónak,оңһц
359,Ruder::N,evező,хәәв
360,Schlitten::N,szánkó,цан
361,Ski::N,sí,лыҗ
362,Lagerfeuer::N,tábortűz,костёр
363,Last::N,teher,күнд
364,Gang::N,járás,йовлһн
365,Schritt::N,lépés,ишкм
366,Norden::N,észak,ар үзг
367,Süden::N,dél,өмн
368,Süden::N,dél,өмн үзг
369,Westen::N,nyugat,барун
370,Westen::N,nyugat,барун үзг
371,Osten::N,kelet,зүн
372,Osten::N,kelet,зүн үзг
373,Holz::N,fa,модн
374,Brett::N,deszka,харһа
375,Platte::N,lap,хавтха чолун
376,Platte::N,lemez,хавтха чолун
377,Stütze::N,támasz,тулг
378,Stütze::N,támaszték,тулг
379,Stange::N,rúd,уньн
380,Stange::N,pózna,уньн
381,Stock::N,pálca,модн
382,Stab::N,bot,шуург
383,Rohr::N,cső,турва
384,Haus::N,ház,гер
385,Heim::N,otthon,гер-бул
386,Ofen::N,kályha,беш
387,Fußboden::N,padló,девскр
388,Tisch::N,asztal,ширә
389,Stuhl::N,szék,стул
390,Wiege::N,bölcső,өлгә
391,Wiege::N,bölcső,дүүҗң
392,Bett::N,ágy,орн
393,Bett::N,ágy,орндг
394,Regal::N,polc,таг
395,Regal::N,polc,тәвц
396,Regal::N,állvány,таг
397,Regal::N,állvány,тәвц
398,Kiste::N,láda,яршг
399,Fenster::N,ablak,терз
400,Tür::N,ajtó,үүдн
401,Tor::N,kapu,үүдн
402,Tor::N,kapu,өргн үүдн
403,Tor::N,kapu,хашан үүдн
404,Zaun::N,kerítés,хаша
405,Dach::N,tető,деевр
406,Leiter::N,létra,шат
407,Leiter::N,létra,давшур
408,Besen::N,seprű,сәвүр
409,Spaten::N,ásó,күрз
410,Schaufel::N,lapát,совг
411,Gabel::N,villa,серә
412,Löffel::N,kanál,ухр
413,Messer::N,kés,утх
414,Nagel::N,szeg,хадасн
415,Netz::N,háló,гөлм
416,Haken::N,kampó,дегә
417,Griff::N,nyél,иш
418,Griff::N,nyél,бәрүл
419,Griff::N,fogantyú,иш
420,Griff::N,fogantyú,бәрүл
421,Schloss::N,zár,оньс
422,Bild::N,kép,зург
423,Figur::N,alak,фигур
424,Puppe::N,bábu,наадһа
425,Beutel::N,zacskó,мишг
426,Bündel::N,köteg,багла
427,Bündel::N,köteg,боодһа
428,Tasche::N,táska,сумк
429,Eimer::N,vödör,суулһ
430,Deckel::N,fedő,бүркәсн
431,Deckel::N,fedél,бүркәсн
432,Geschirr::N,edény,сав
433,Geschirr::N,edény,сав-сарх
434,Sack::N,zsák,мишг
435,Tasse::N,csésze,ааһ
436,Topf::N,fazék,кастрюль
437,Kessel::N,üst,хәәсн
438,Kessel::N,bogrács,хәәсн
439,Essen::N,evés,зоогллһн
440,Essen::N,étkezés,зоогллһн
441,Nahrung::N,ennivaló,теҗәл
442,Speise::N,étel,хот
443,Fleisch::N,hús,махн
444,Getreide::N,gabona,хот болҗ эдлгддг цецгүдтә урһмл
445,Brei::N,pép,хаш
446,Brei::N,kása,хаш
447,Brot::N,kenyér,өдмг
448,Scheibe::N,szelet,зүсм
449,Fett::N,háj,өөкн
450,Fett::N,zsír,өөкн
451,Butter::N,vaj,тосн
452,Öl::N,olaj,тосн
453,Salz::N,só,давсн
454,Suppe::N,leves,шөлн
455,Honig::N,méz,бал
456,Milch::N,tej,үсн
457,Tee::N,tea,цә
458,Leder::N,bőr,арсн
459,Wolle::N,gyapjú,утцн
460,Wolle::N,gyapjú,эд
461,Stoff::N,szövet,эд
462,Nadel::N,tű,зүн
463,Faden::N,fonál,утцн
464,Knopf::N,gomb,товч
465,Knoten::N,csomó,зәңгдә
466,Farbe::N,szín,будг
467,Farbe::N,festék,будг
468,Kleidung::N,ruha,хувцн
469,Kleidung::N,ruha,хувц-хунр
470,Kleidung::N,ruházat,хувцн
471,Kleidung::N,ruházat,хувц-хунр
472,Hemd::N,ing,киилг
473,Kragen::N,gallér,зах
474,Ärmel::N,ujj,ханцн
475,Hose::N,gatya,шалвур
476,Hose::N,nadrág,шалвур
477,Gürtel::N,öv,бүс
478,Mütze::N,sapka,махла
479,Schuh::N,cipő,башмгуд
480,Stiefel::N,csizma,һосн
481,Ring::N,gyűrű,билцг
482,Band::N,szalag,лент
483,Kamm::N,fésű,сам
484,Spiegel::N,tükör,толь
485,Riemen::N,szíj,бүс
486,Schnur::N,zsinór,деесн
487,Leine::N,póráz,бурнтг
488,Leine::N,póráz,нохан көтлвр
489,Decke::N,takaró,көнҗл
490,Kissen::N,párna,дер
491,Tuch::N,kendő,альчур
492,Handtuch::N,törülköző,полотенц
493,Handtuch::N,törülköző,һар-нүүрин альчур
494,Kraft::N,erő,күчн
495,Stärke::N,erő,чидл
496,Stärke::N,erősség,чидл
497,Gesundheit::N,egészség,эрүл-менд
498,Krankheit::N,kór,өвчн
499,Krankheit::N,betegség,өвчн
500,Schmerz::N,fájdalom,өвдлһн
501,Wunde::N,seb,шав
502,Fieber::N,láz,безг
503,Arznei::N,orvosság,эм
504,Arznei::N,gyógyszer,эм
505,Brücke::N,híd,тагт
506,Brunnen::N,kút,худг
507,Weide::N,legelő,малын идг
508,Pfad::N,ösvény,цувг
509,Weg::N,út,хаалһ
510,Straße::N,út,зам
511,Dorf::N,falu,хотн
512,Stadt::N,város,балһсн
513,Brief::N,levél,бичг
514,Buch::N,könyv,дегтр
515,Buchstabe::N,betű,үзг
516,Zeitung::N,újság,газет
517,Zeitung::N,hírlap,газет
518,Leben::N,élet,җирһл
519,Tod::N,halál,үкл
520,Tod::N,halál,өңгрлһн
521,Grab::N,sír,оршалһна нүкн
522,Kirche::N,templom,чонҗ
523,Sünde::N,bűn,нүл
524,Sünde::N,bűn,килнц
525,Sünde::N,vétek,нүл
526,Sünde::N,vétek,килнц
527,Gott::N,isten,бурхн
528,Arbeiter::N,munkás,көдлмшч
529,Chef::N,főnök,толһач
530,Meister::N,mester,урн
531,Arzt::N,orvos,эмч
532,Lehrer::N,tanár,багш
533,Lehrer::N,tanító,багш
534,Geld::N,pénz,мөңгн
535,Geschäft::N,üzlet,көдлмш
536,Laden::N,bolt,лавк
537,Preis::N,ár,үн
538,Ware::N,áru,эд-тавр
539,Nutzen::N,haszon,олз
540,Reichtum::N,gazdagság,зөөр
541,Welt::N,világ,орчлң
542,Welt::N,világ,делкә
543,Land::N,ország,орн-нутг
544,Staat::N,állam,государств
545,König::N,király,хан
546,Macht::N,hatalom,йосн
547,Grenze::N,határ,меҗә
548,Krieg::N,háború,дән
549,Feind::N,ellenség,дәәсн
550,Gewalt::N,erőszak,күч һарһлһн
551,Kampf::N,harc,ноолдан
552,Kampf::N,harc,бәрлдлһн
553,Bogen[Waffe]::N,íj,саадг
554,Pfeil::N,nyíl,сумн
555,Gewehr::N,puska,бу
556,Gewehr::N,fegyver,бу
557,Fehler::N,hiba,алдг
558,Lüge::N,hazugság,худл
559,Schaden::N,kár,хорлт
560,Unglück::N,csapás,гүрм
561,Unglück::N,balszerencse,гүрм
562,Schuld::N,bűn,гем
563,Schuld::N,bűn,буру
564,Alter::N,kor,насн
565,Schluss::N,vég,чилгч
566,Schluss::N,befejezés,чилгч
567,Zeit::N,idő,цаг
568,Tag::N,nap,өдр
569,Morgen::N,reggel,өрүн
570,Mittag::N,dél,үд
571,Abend::N,este,асхн
572,Nacht::N,éj,сө
573,Nacht::N,éjszaka,сө
574,Woche::N,hét,долан хонг
575,Monat::N,hó,сар
576,Monat::N,hónap,сар
577,Jahr::N,év,җил
578,Frühling::N,tavasz,хавр
579,Sommer::N,nyár,зун
580,Herbst::N,ősz,намр
581,Winter::N,tél,үвл
582,Januar::N,január,январь
583,Februar::N,február,февраль
584,März::N,március,март
585,März::N,március,моһа сар
586,April::N,április,апрель
587,Mai::N,május,май
588,Juni::N,június,июнь
589,Juni::N,június,мөчн сар
590,Juli::N,július,июль
591,August::N,augusztus,август
592,September::N,szeptember,һаха сар
593,Oktober::N,október,октябрь
594,November::N,november,ноябрь
595,November::N,november,үкр сар
596,Dezember::N,december,бар сар
597,Montag::N,hétfő,понедельник
598,Dienstag::N,kedd,вторник
599,Mittwoch::N,szerda,среда
600,Mittwoch::N,szerda,үлмҗ өдр
601,Donnerstag::N,csütörtök,четверг
602,Donnerstag::N,csütörtök,пүрвә өдр
603,Freitag::N,péntek,пятниц
604,Samstag::N,szombat,суббот
605,Sonntag::N,vasárnap,нарн өдр
606,Sonntag::N,vasárnap,воскресень
607,groß::A,nagy,ик
608,klein::A,pici,бичкн
609,klein::A,kicsi,бичкн
610,lang::A,hosszú,ут
611,kurz::A,rövid,оһтр
612,breit::A,széles,өргн
613,schmal::A,keskeny,уутьхн
614,dicht::A,sűrű,нигт
615,dick[Gegenstand]::A,vastag,зузан
616,dünn::A,vékony,нимгн
617,fein::A,vékony,нәрхн
618,fest::A,szilárd,бат
619,flach::A,sík,хавтха
620,flach::A,lapos,хавтха
621,glatt::A,sima,тегш
622,glatt::A,sima,тиньгр
623,hart::A,kemény,хату
624,weich::A,puha,җөөлн
625,weich::A,puha,җөөлкн
626,rund::A,kerek,төгрг
627,spitz::A,hegyes,шовһр
628,scharf::A,éles,хурц
629,stumpf::A,tompa,мука
630,stumpf::A,életlen,мука
631,schwer::A,nehéz,күнд
632,schwer::A,súlyos,күнд
633,schön::A,szép,сәәхн
634,heiß::A,forró,халун
635,warm::A,meleg,дулан
636,kalt::A,hideg,киитн
637,kühl::A,hűs,серүн
638,kühl::A,hűvös,серүн
639,frisch::A,üde,серүн
640,frisch::A,friss,серүн
641,feucht::A,nedves,чиигтә
642,nass::A,vizes,чиигтә
643,trocken::A,száraz,хагсу
644,voll::A,telt,дүүрң
645,leer::A,üres,сул
646,leer::A,üres,хоосн
647,offen::A,nyílt,секәтә
648,offen::A,nyitott,секәтә
649,geschlossen::A,zárt,хаалһата
650,geschlossen::A,csukott,хаалһата
651,sauber::A,tiszta,цевр
652,schmutzig::A,piszkos,киртә
653,schmutzig::A,szennyes,киртә
654,roh::A,nyers,түүкә
655,reif::A,érett,болсн
656,lecker::A,finom,әмтәхн
657,süß::A,édes,әмтәхн
658,bitter::A,keserű,һашун
659,bitter::A,keserű,һашута
660,sauer::A,savanyú,ишклң
661,hell::A,világos,герлтә
662,dunkel::A,sötét,харңһу
663,schwarz::A,fekete,хар
664,weiß::A,fehér,цаһан
665,rot::A,vörös,улан
666,gelb::A,sárga,шар
667,blau::A,kék,көк
668,grün::A,zöld,көк
669,grau::A,ősz,бор
670,grau::A,szürke,бор
671,bunt::A,tarka,алг
672,bunt::A,tarka,эрәтә
673,bunt::A,színes,алг
674,bunt::A,színes,эрәтә
675,billig::A,olcsó,кимд
676,teuer::A,drága,үнтә
677,wertvoll::A,értékes,үнтә
678,wertvoll::A,értékes,эрднь
679,blind::A,vak,сохр
680,taub::A,süket,дүлә
681,kräftig::A,erős,күчтә
682,stark::A,erős,чаңһ
683,schwach::A,gyenge,күчн тату
684,schwach::A,erőtlen,күчн тату
685,fett::A,hájas,тарһн
686,schlank::A,karcsú,эццн
687,hübsch::A,csinos,көркхн
688,böse::A,rossz,уурта
689,böse::A,gonosz,уурта
690,dumm::A,buta,тенг
691,dumm::A,ostoba,тенг
692,faul::A,lusta,залху
693,fleißig::A,szorgalmas,кинән
694,fleißig::A,szorgalmas,кинмһә
695,geizig::A,fukar,ховдг
696,geizig::A,fösvény,ховдг
697,klug::A,okos,ухата
698,klug::A,eszes,ухата
699,geschickt::A,ügyes,чадмг
700,lieb::A,drága,эңкр
701,lieb::A,kedves,эңкр
702,lustig::A,víg,сергмҗтә
703,lustig::A,víg,җирһлтә
704,lustig::A,vidám,сергмҗтә
705,lustig::A,vidám,җирһлтә
706,sanft::A,enyhe,номһн
707,hungrig::A,éhes,өлн
708,hungrig::A,éhes,харһнсн
709,krank::A,beteg,өвчтә
710,krank::A,beteg,шалтгта
711,nackt::A,csupasz,нүцкн
712,nackt::A,meztelen,нүцкн
713,traurig::A,bús,һундлта
714,traurig::A,szomorú,һундлта
715,lebendig::A,élő,әмд
716,gut::A,jó,сән
717,schlecht::A,rossz,му
718,richtig::A,helyes,зөвтә
719,schlimm::A,rossz,җигшүртә
720,wahr::A,igaz,үнн
721,wahr::A,igaz,мөн
722,alt::A,ó,хуучн
723,alt::A,régi,хуучн
724,neu::A,új,шин
725,ehemalig::A,volt,хуучн
726,ehemalig::A,egykori,хуучн
727,alt[Lebewesen]::A,öreg,көгшн
728,jung::A,fiatal,баһ
729,arm::A,szegény,угатя
730,reich::A,gazdag,байн
731,bekannt::A,ismert,таньл
732,bekannt::A,ismert,таньдг
733,bekannt::A,ismeretes,таньл
734,bekannt::A,ismeretes,таньдг
735,berühmt::A,híres,туурсн
736,fremd::A,idegen,күүнә
737,verschieden::A,különböző,әдл биш
738,verschieden::A,különböző,йилһәтә
739,nah::A,közeli,өөрхн
740,fern::A,távoli,хол
741,linker::A,bal,зүн
742,rechter::A,jobb,барун
743,anderer::A,más,талдан
744,anderer::A,másik,талдан
745,erster::A,első,негдгч
746,zweiter::A,második,хойрдгч
747,dritter::A,harmadik,һурвдгч
748,letzter::A,utolsó,отхн
749,allein::ADV,egyedül,һанцарн
750,auf einmal::ADV,egyszerre,нег дәкҗ
751,zusammen::ADV,együtt,хамдан
752,zusammen::ADV,összesen,хамдан
753,lange::ADV,sokáig,удан
754,lange::ADV,hosszan,удан
755,plötzlich::ADV,hirtelen,генткн
756,plötzlich::ADV,egyszerre,генткн
757,sofort::ADV,rögtön,дарунь
758,sofort::ADV,tüstént,дарунь
759,später::ADV,későn,сүүлд
760,jetzt::ADV,most,ода
761,heute::ADV,ma,эндр
762,morgen::ADV,holnap,маңһдур
763,bald::ADV,majd,дарунь
764,bald::ADV,nemsokára,дарунь
765,dann::ADV,akkor,дәкәд
766,gestern::ADV,tegnap,өцклдүр
767,einst::ADV,hajdan,нег саамд
768,damals::ADV,akkor,тиигхд
769,damals::ADV,akkoriban,тиигхд
770,danach::ADV,azután,тегәд
771,vorher::ADV,előbb,урд
772,zuerst::ADV,először,түрүләд
773,einmal::ADV,egyszer,нег дәкҗ
774,manchmal::ADV,néha,зәрмдән
775,manchmal::ADV,olykor,зәрмдән
776,oft::ADV,sokszor,хара биш
777,oft::ADV,sokszor,хатяр биш
778,oft::ADV,sokszor,дару-дарунь
779,immer::ADV,mindig,оньдинд
780,niemals::ADV,sohasem,кезә чмгн биш
781,hier::ADV,itt,энд
782,hier::ADV,itt,энүнд
783,hierhin::ADV,erre,нааран
784,von hier::ADV,innen,эндәс
785,dort::ADV,ott,тенд
786,dorthin::ADV,oda,тиигән
787,geradeaus::ADV,egyenesen,шуд
788,vorwärts::ADV,előre,уралан
789,rückwärts::ADV,hátrafelé,гедргән
790,zurück::ADV,hátra,хәрү
791,zurück::ADV,vissza,хәрү
792,unten::ADV,alul,дор
793,hinab::ADV,le,дор
794,hinab::ADV,le,доракшан
795,hinab::ADV,lefelé,дор
796,hinab::ADV,lefelé,доракшан
797,oben::ADV,fenn,деер
798,oben::ADV,felül,деер
799,hinauf::ADV,fel,өөдән
800,hinauf::ADV,fel,деер
801,hinauf::ADV,felfelé,өөдән
802,hinauf::ADV,felfelé,деер
803,überall::ADV,mindenütt,альд болв чигн
804,nicht::ADV,nem,эс
805,nicht::ADV,nem,биш
806,nicht::ADV,nem,бичә
