,Concept_ID,uz,ku
790,klingen::V,yangramoq,deng pe ketin
791,bellen::V,hurmoq,kewtîn
792,heulen::V,uvlamoq,ûrîn
793,blasen::V,puflamoq,puf kirin
794,pfeifen::V,xushtak chalmoq ,fîkandin
795,schreien::V,qiyqirmoq,qîrîn
796,stöhnen::V,nola qilmoq,nalîn
797,zittern::V,titramoq,hejîn
798,leben::V,yashamoq,jihîn
799,geboren werden::V,tug'ilmoq,hatin dinyê
800,geboren werden::V,tug'ilmoq,bûn
801,atmen::V,nafas chiqarmoq,hilmijîn
802,trinken::V,ichmoq,vexwarin
803,essen::V,emoq,xwarin
804,schlucken::V,yutmoq,daqulbandin
805,müde werden::V,horimoq,betilîln
806,müde werden::V,horimoq,qerimîn
807,einschlafen::V,uxlab qolmoq,razan
808,schlafen::V,uxlamoq,razan
809,schlafen::V,uxlamoq,razandin
810,aufwachen::V,uyg'onmoq,şiyarbûn
811,aufstehen::V,qo'pmoq,rabûn
812,sich erholen::V,dam olmoq,baş bûn
813,krank werden::V,kasallanmoq,nexweş kêt
814,krank sein::V,betob yotmoq,nexweş bû
815,schmerzen::V,og'rimoq,êşandin
816,husten::V,yo'talmoq,kuxin
817,genesen::V,tuzalmoq,baş bûn
818,sterben::V,o'lmoq,mirin
819,umkommen::V,halok bo'lmoq,mirin
820,sich bewegen::V,harakat qilmoq,leqîn
821,sich rühren::V,qimirlamoq,leqîn
822,sich erheben::V,qo'pmoq,rabûn
823,sich setzen::V,o'tirmoq,runiştin
824,hinfallen::V,yiqilmoq,kêtin
825,laufen::V,yurmoq,meşîn
826,schreiten::V,yurmoq,meşkirin
827,spazierengehen::V,sayr ätmoq,gerandin
828,eilen::V,tezlamoq,lezandin
829,sich beeilen::V,shoshmoq,zûkirin
830,sausen::V,chopqillamoq,fîzîn
831,rennen::V,yugurmoq,baz dan
832,springen::V,sakramoq,hilpekîn
833,klettern::V,yuqorilamoq,hilperikîn
834,schaukeln::V,irg'amoq,lorandin
835,kriechen::V,ämaklamoq,xuşandin
836,schwimmen::V,suzmoq,avjenîn
837,tauchen::V,chu'mmoq,qutxuyardin
838,tauchen::V,chu'mmoq,noqîn
839,rudern::V,eshkak eshmoq,qaîq ajotin
840,fahren::V,haydamoq,ajotin
841,fliegen::V,uchmoq,firîn
842,gehen::V,bormoq,çûn
843,weggehen::V,ketoq,çûn
844,abfahren::V,jo'namoq,çûyin
845,anhalten::V,to'xtamoq,rawestîn
846,hineingehen::V,kirmoq,ketin hundir
847,eintreten::V,kirmoq,têketin
848,kommen::V,kelmoq,hatin
849,ankommen::V,etib kelmoq,gihan
850,ankommen::V,etib kelmoq,gihîştin
851,zurückkommen::V,qaytib kelmoq,vegerandin
852,bleiben::V,qolmoq,sekinîn
853,warten::V,poylamoq,payîn
854,erwarten::V,kutmoq,payîn
855,suchen::V,izlamoq,lêgerîn
856,finden::V,topmoq,peyda kirin
857,versuchen::V,chalishmoq,çeribandin
858,vorbereiten::V,hozirlamoq,amade kirin
859,lieben::V,sevmoq,hez kirin
860,mögen::V,ardoqlamoq,dil kirin
861,lachen::V,kulmoq,kenîn
862,rühren::V,ta'sirlantirmoq,hêjan
863,weinen::V,yig'lamoq,girîn
864,schimpfen::V,koyinmoq,pevçûn
865,sich ärgern::V,g'azab qilmoq,enirîn
866,sich fürchten::V,hurkmoq,tirsîn
867,fürchten::V,qo'rqmoq,tirsin
868,fliehen::V,qochmoq,bazdan
869,flüchten::V,qochmoq,revîn
870,sehen::V,ko'rmoq,dîtin
871,anschauen::V,razm solmoq,sêr kirin
872,ansehen::V,razm qilmoq,hesibandin
873,hören::V,äshitmoq,guhdar jirin
874,zuhören::V,tinglamoq,guhdarî kirin
875,probieren::V,tatib ko'rmoq,tehm kirin
876,riechen::V,iskamoq,bihn kirin
877,fühlen::V,sezmoq,hîs kirin
878,scheinen::V,tuyilmoq,xoyer kir
879,zu sehen sein::V,ko'rinmoq,diyar bûn
880,vernehmen::V,äshitmoq,bihîstin
881,frieren::V,sovuq qotmoq,qerişîn
882,tun::V,ätmoq,kirin
883,können::V,-a olmoq,karin
884,können::V,-y olmoq,karin
885,wollen::V,istamoq,xwestîn
886,anfangen::V,boshlamoq,dest pêkirin
887,beenden::V,bitirmoq,xelas kirin
888,aufhören::V,tinmoq,xelas kirin
889,gelingen::V,muvaffaqiyat qozonmoq,çe bûn
890,geraten::V,bo'lmoq,qewîmîn
891,öffnen::V,ochmoq,vekirin
892,schließen::V,yopmoq,girtin
893,stellen::V,qo'ymoq,danîn
894,setzen::V,o'tqazmoq,rûniştin
895,legen::V,yotqizmoq,danîn
896,legen::V,yotqizmoq,razandin
897,berühren::V,tegmoq,lêketin
898,verbinden::V,ulamoq,anîn pê
899,bedecken::V,bekitmoq,sergirtin
900,aufhängen::V,ildirmoq,aliqandin
901,anzünden::V,yondirmoq,pêxistin
902,aufheben::V,ko'tarmoq,hildan
903,zurücklassen::V,ayrilmoq,hiştin
904,zurücklassen::V,ayrilmoq,vehiştin
905,verlieren::V,yo'qotmoq,wendakirin
906,fallen lassen::V,tushirmoq,xistin bixe
907,fallen lassen::V,tushirmoq,xistin
908,machen::V,qilmoq,kirin
909,machen::V,qilmoq,çêkirin
910,herstellen::V,chiqarmoq,çê kirin
911,herstellen::V,chiqarmoq,peyda kirin
912,bauen::V,solmoq,lêkirin
913,reparieren::V,tuzatmoq,veherînerîn
914,verbessern::V,isloh qilmoq,sererastkirin
915,ändern::V,o'zgartirmoq,degiş kirin
916,graben::V,qazimoq,kolandin
917,beugen::V,bukmoq,tewîn
918,beugen::V,bukmoq,xwar kirin
919,biegen::V,bukmoq,tewandin
920,biegen::V,bukmoq,xwarkirin
921,drehen::V,aylantirmoq,fitilandin
922,wenden::V,burmoq,zivîrin
923,umdrehen::V,ag'darmoq,vegerandin
924,heben::V,yuksaltirmoq,hildan
925,hochheben::V,ko'tarmoq,hildan
926,ergreifen::V,tutamlamoq,dest avêtin
927,halten::V,tutmoq,hîştin
928,halten::V,tutmoq,sekinîn
929,drücken::V,bosmoq,pêl kirin
930,schieben::V,surmoq,damdan
931,kratzen::V,qashimoq,xurandin
932,lecken::V,mijimoq,alastin
933,beißen::V,tishlamoq,gez kirin
934,abreißen::V,emirmoq,hilşandin
935,abschneiden::V,cho'rt kesmoq,jêkirin
936,binden::V,bog'lamoq,girêdan
937,stecken::V,suqmoq,têxistin
938,brechen::V,sindirmoq,şikandin
939,klopfen::V,dukurlamoq,kutandin
940,hauen::V,urmoq,li dan
941,kleben::V,yopishtirmoq,zeliqîn
942,kleben::V,yopishtirmoq,şirêz kirin
943,reiben::V,surkamoq,firikandin
944,streichen::V,surkamoq,bax dan
945,schleifen::V,qayramoq,çarkirin
946,schneiden::V,kesmoq,jêkirin
947,rütteln::V,chayqamoq,hejandin
948,schütteln::V,chayqamoq,daweşîn
949,schwenken::V,chayqatmoq,têwdan
950,schütten::V,quymoq,rijandin
951,füllen::V,to'ldirmoq,dagirtin
952,einwickeln::V,chulg'amoq,pêçandin
953,tragen::V,tashimoq,kişandin
954,tragen::V,tashimoq,rajtin
955,schleppen::V,sudramoq,kişandin
956,ziehen::V,tortmoq,kişandin
957,aufbewahren::V,tutmoq,hilandin
958,werfen::V,tashlamoq,avêtin
959,fangen::V,tutmoq,sem kirin
960,fangen::V,tutmoq,girtin
961,packen::V,opqochmoq,pê girtin
962,verstecken::V,yashirmoq,hîlanin
963,teilen::V,bo'lmoq,parvekirin
964,schicken::V,yubormoq,şandin
965,bringen::V,keltirmoq,anîn
966,bringen::V,keltirmoq,birin
967,hinzufügen::V,tirkamoq,dan ser
968,hinzufügen::V,tirkamoq,li tiştekî zêde kirin
969,bekommen::V,olmoq,standin
970,erhalten::V,olmoq,standin
971,nehmen::V,olmoq,girtin
972,wählen::V,saylamoq,ray dan
973,auswählen::V,saylamoq,bijartin
974,bewahren::V,saqlamoq,rê li ber girtin
975,bewahren::V,saqlamoq,lê xwedî derketin
976,behindern::V,xalal bermoq,bara wi
977,verderben::V,xazon qilmoq,heram bûn
978,beschädigen::V,buzmoq,xerab kirin
979,zerbrechen::V,sindirmoq,şikênandin
980,zerbrechen::V,sindirmoq,perçe kirin
981,zerreißen::V,yirtmoq,qelişandin
982,zerstören::V,vayron qilmoq,hilşandin
983,verbrennen::V,kuydirmoq,şewitandin
984,geben::V,bermoq,dan
985,geben::V,bermoq,dayin
986,reichen::V,bermoq,besbûn
987,reichen::V,bermoq,têrkirin
988,schenken::V,sovg'a qilmoq,diyarî kirin
989,versprechen::V,va'da bermoq,soz dan
990,wünschen::V,orziqmoq,dil kirin
991,loben::V,maqtamoq,pesinandin
992,küssen::V,o'pmoq,maçkirin
993,wiegen::V,tebratmoq,lorandin
994,wiegen::V,tebratmoq,wezinandin
995,zudecken::V,yopmoq,nixumandin
996,wecken::V,uyg'otmoq,bixwe hesandin
997,zeigen::V,ko'rsatmoq,şanîdan
998,führen::V,boshlik bo'lmoq,raber kirin
999,lehren::V,o'rgatmoq,hîn kirin
1000,unterrichten::V,dars bermoq,ders dan
1001,aufziehen::V,o'stirmoq,mesinkirin
1002,leiten::V,boshqarmoq,rêberî kirin
1003,antreiben::V,shoshiltirmoq,bezandin
1004,lassen::V,ruxsat bermoq,berdan
1005,lassen::V,ruxsat bermoq,hiştin
1006,einladen::V,taklif kilmoq,dawet kirin
1007,vereinigen::V,qo'shmoq,bi yek kirin
1008,besuchen::V,mehmonga bormoq,mêvan bûn
1009,treffen::V,duchor bo'lmoq,rast hatin
1010,sich versammeln::V,to'planmoq,li hev çivîn
1011,spielen::V,o'ynamoq,listin
1012,singen::V,yalla qilmoq,stran
1013,tanzen::V,raqs qilmoq,reqisîn
1014,sich trennen::V,yakkalanmoq,hew berdan
1015,verlassen::V,qoldirmoq,tanê hişt
1016,verlassen::V,qoldirmoq,bêkes
1017,retten::V,qutqazmoq,rihakirin
1018,bewachen::V,qo'rimoq,raçavkirin
1019,schützen::V,yoniga olmoq,hemet kirin
1020,verteidigen::V,yoqlamoq,paraztin
1021,sich schlagen::V,yoqalashmoq,li hev bezîn
1022,schießen::V,otmoq,agir kirin
1023,siegen::V,engmoq,biser ketin
1024,ärgern::V,jahl chiqarmoq,xeyirandin
1025,schlagen::V,urmoq,lêdan
1026,schlagen::V,urmoq,lêxistin
1027,treten::V,tepmoq,têlekirin
1028,stechen::V,qadamoq,têrekirin
1029,stoßen::V,turtmoq,lêketin
1030,stehlen::V,o'g'rilamoq,dizîn
1031,stehlen::V,o'g'rilamoq,dizî birin
1032,stören::V,tebratmoq,aciz kirin
1033,belästigen::V,g'ashini keltirmoq,li tela yeki ketin
1034,verbergen::V,berkitmoq,veşartin
1035,verbergen::V,berkitmoq,kemîndanîn
1036,täuschen::V,aldamoq,xapandin
1037,täuschen::V,aldamoq,lê zexeli kirin
1038,betrügen::V,tirriq qilmoq,xapandin
1039,töten::V,o'ldirmoq,kûştin
1040,wohnen::V,istiqomat qilmoq,rûniştin
1041,arbeiten::V,ishlamoq,kar kirin
1042,arbeiten::V,ishlamoq,şêxulin
1043,sammeln::V,yig'moq,komkirin
1044,pflücken::V,termoq,çinîn
1045,jagen::V,ov qilmoq,nêçîr kirin
1046,fischen::V,baliq ovlamoq,masî girtin
1047,fassen::V,ilinmoq,pê girtin
1048,fassen::V,ilinmoq,sêm kirin
1049,hüten::V,boqtirmoq,hei jê man
1050,treiben::V,haydamoq,bêherandin
1051,anbinden::V,bog'lamoq,tewilandin
1052,füttern::V,edirmoq,xwarine dan lê
1053,melken::V,sog'moq,dotin
1054,hacken::V,chopmoq,kolandin
1055,gießen::V,oqizmoq,av dan
1056,reifen::V,qizarmoq,kemilîn
1057,zubereiten::V,pishirmoq,çe kirin
1058,kochen::V,qaynatmoq,xwarin çe kirin
1059,kochen::V,qaynatmoq,kelandin
1060,backen::V,yopmoq,pijandin
1061,braten::V,qovurmoq,qelandin
1062,braten::V,qovurmoq,sor kirin
1063,umrühren::V,atalamoq,têvdan
1064,stricken::V,to'qimoq,hûnan
1065,nähen::V,tikmoq,kêl kirin
1066,färben::V,bo'yoqlamoq,boyax kirin
1067,reinigen::V,tozalamoq,paqijkirin
1068,waschen::V,yuvmoq,şuştin
1069,abwischen::V,surkamoq,pakîj kirin
1070,spülen::V,chaymoq,şuştin
1071,fegen::V,cho'tkalamoq,maliştin
1072,kehren::V,supurmoq,maliştin
1073,baden::V,cho'milmoq,serîşûştin
1074,sich waschen::V,yuvinmoq,serîşûştin
1075,ausziehen::V,echintirmoq,jê kirin
1076,anziehen::V,kiymoq,pê kirin
1077,sich anziehen::V,kiyinmoq,xwe kirin
1078,kämmen::V,taramoq,şeh kirin
1079,schmücken::V,yasatmoq,xemilandin
1080,sagen::V,aytmoq,gotin
1081,sagen::V,aytmoq,peyivîn
1082,sprechen::V,so'zlamoq,peyivîn
1083,reden::V,gapirmoq,axaftin
1084,sich unterhalten::V,suhbatlashmoq,hev biştaxilin
1085,fragen::V,so'ramoq,pirsîn
1086,fragen::V,so'ramoq,pirs kirin
1087,bitten::V,iltimos qilmoq,tika kirin
1088,erzählen::V,aytib bermoq,behs kirin
1089,mitteilen::V,bildirmoq,vegotin
1090,nennen::V,atamoq,bi nav kirin
1091,rufen::V,chaqirmoq,bakirin
1092,prahlen::V,gerdaymoq,pesnê xwe dan
1093,übersetzen::V,tarjima qilmoq,qulibandin
1094,übersetzen::V,tarjima qilmoq,derbas kirin
1095,denken::V,o'ylamoq,fikirîn
1096,glauben::V,ishonmoq,bawer bûn
1097,bemerken::V,payqamoq,bala xwe dan
1098,bemerken::V,payqamoq,çac lê ketin
1099,erkennen::V,tanimoq,pêhesîn
1100,begreifen::V,tushunmoq,fêmkirin
1101,verstehen::V,anglamoq,fêmkirin
1102,lernen::V,o'qimoq,halmandin
1103,lernen::V,o'qimoq,fêrbun
1104,wissen::V,bilmoq,zanîn
1105,sich erinnern an::V,äsni tanimoq,bir bûn
1106,vergessen::V,unutmoq,ji bir kirin
1107,messen::V,o'lchamoq,pê kanîn
1108,zählen::V,raqamlamoq,hejmardin
1109,rechnen::V,cho'tlamoq,hesibandin
1110,lesen::V,o'qimoq,xwendin
1111,malen::V,rasm solmoq,rengandin
1112,malen::V,rasm solmoq,boyax kirin
1113,zeichnen::V,chizmoq,işaret kirin
1114,schreiben::V,yozmoq,nivîsandin
1115,besitzen::V,ägalamoq,hebûn
1116,kaufen::V,olmoq,kirîn
1117,verkaufen::V,sotmoq,firotin
1118,bezahlen::V,to'lamoq,pere dan
1119,zahlen::V,to'lamoq,pere dan
1120,zahlen::V,to'lamoq,dayin
1121,beherrschen::V,ägalamoq,zebt kirin
1122,beherrschen::V,ägalamoq,hukim kirin
1123,ertragen::V,chidamoq,bihêzkirin
