,Concept_ID,fi,ru
61,Leber::N,maksa,печень
62,Atem::N,henki,дух
63,Atem::N,henki,дыхание
64,Atem::N,hengitys,дух
65,Atem::N,hengitys,дыхание
66,Hunger::N,nälkä,голод
67,Träne::N,kyynel,слеза
68,Geschmack::N,maku,вкус
69,Geruch::N,haju,запах
70,Schlaf::N,uni,сон
71,Traum::N,uni,сновидение
72,Himmel::N,taivas,небо
73,Sonne::N,aurinko,солнце
74,Mond::N,kuu,луна
75,Stern::N,tähti,звезда
76,Luft::N,ilma,воздух
77,Wind::N,tuuli,ветер
78,Welle::N,aalto,волна
79,Wasser::N,vesi,вода
80,Stein::N,kivi,камень
81,Boden::N,maa,почва
82,Boden::N,maaperä,почва
83,Erde::N,maa,земля
84,Staub::N,pöly,пыль
85,Rauch::N,savu,дым
86,Funke::N,kipinä,искра
87,Feuer::N,tuli,огонь
88,Licht::N,valo,свет
89,Schatten::N,varjo,тень
90,Wetter::N,sää,погода
91,Nebel::N,sumu,туман
92,Wolke::N,pilvi,облако
93,Regen::N,sade,дождь
94,Schnee::N,lumi,снег
95,Eis::N,jää,лед
96,Frost::N,halla,мороз
97,Frost::N,pakkanen,мороз
98,Kälte::N,vilu,холод
99,Kälte::N,kylmyys,холод
100,Hitze::N,helle,жара
101,Hitze::N,kuumuus,жара
102,Raureif::N,huurre,иней
103,Regenbogen::N,sateenkaari,радуга
104,Donner::N,jyrinä,гром
105,Strömung::N,virtaus,течение
106,Tropfen::N,tippa,капля
107,Tropfen::N,pisara,капля
108,Schaum::N,vaahto,пена
109,Schmutz::N,loka,грязь
110,See::N,järvi,озеро
111,Sumpf::N,suo,топь
112,Moor::N,räme,болото
113,Wiese::N,niitty,луг
114,Wald::N,metsä,лес
115,Hügel::N,mäki,холм
116,Hügel::N,kumpu,холм
117,Hügel::N,kukkula,холм
118,Anhöhe::N,mäki,возвышенность
119,Anhöhe::N,kumpare,возвышенность
120,Berg::N,mäki,гора
121,Berg::N,vuori,гора
122,Gipfel::N,laki,вершина
123,Gipfel::N,huippu,вершина
124,Höhle::N,luola,пещера
125,Abhang::N,rinne,склон
126,Quelle::N,lähde,источник
127,Bach::N,puro,ручей
128,Fluss::N,joki,река
129,Ufer::N,ranta,берег
130,Küste::N,rannikko,побережье
131,Festland::N,manner,суша
132,Meer::N,meri,море
133,Bucht::N,lahti,бухта
134,Insel::N,saari,остров
135,Blume::N,kukka,цветок
136,Gras::N,ruoho,трава
137,Wurzel::N,juuri,корень
138,Baum::N,puu,дерево
139,Stamm::N,runko,ствол
140,Rinde::N,kuori,кора
141,Rinde::N,parkki,кора
142,Ast::N,oksa,сук
143,Zweig::N,haara,ветвь
144,Blatt::N,lehti,лист
145,Birke::N,koivu,береза
146,Kiefer[Baum]::N,mänty,сосна
147,Kiefer[Baum]::N,petäjä,сосна
148,Weide[Baum]::N,paju,ива
149,Tanne::N,kuusi,ель
150,Horn::N,sarvi,рог
151,Feder::N,sulka,перо
152,Feder::N,höyhen,перо
153,Fell::N,talja,шкура
154,Flügel::N,siipi,крыло
155,Klaue::N,kynsi,коготь
156,Kralle::N,kynsi,лапа
157,Schwanz::N,häntä,хвост
158,Schwanz::N,pyrstö,хвост
159,Ei::N,muna,яйцо
160,Nest::N,pesä,гнездо
161,Bau::N,pesä,нора
162,Tier::N,eläin,животное
163,Herde::N,lauma,стадо
164,Kuh::N,lehmä,корова
165,Bulle::N,sonni,бык
166,Pferd::N,hevonen,лошадь
167,Schaf::N,lammas,овца
168,Schwein::N,sika,свинья
169,Hund::N,koira,собака
170,Katze::N,kissa,кошка
171,Bär::N,karhu,медведь
172,Eichhörnchen::N,orava,белка
173,Elch::N,hirvi,лось
174,Fuchs::N,kettu,лиса
175,Hase::N,jänis,заяц
176,Maus::N,hiiri,мышь
177,Wolf::N,susi,волк
178,Vogel::N,lintu,птица
179,Schwarm::N,parvi,стая
180,Huhn::N,kana,курица
181,Hahn::N,kukko,петух
182,Gans::N,hanhi,гусь
183,Adler::N,kotka,орел
184,Ente::N,ankka,утка
185,Eule::N,pöllö,сова
186,Kranich::N,kurki,журавль
187,Krähe::N,varis,ворона
188,Kuckuck::N,käki,кукушка
189,Schwan::N,joutsen,лебедь
190,Fisch::N,kala,рыба
191,Barsch::N,ahven,окунь
192,Hecht::N,hauki,щука
193,Schlange[Tier]::N,käärme,змея
194,Wurm::N,mato,червяк
195,Spinne::N,hämähäkki,паук
196,Ameise::N,muurahainen,муравей
197,Laus::N,täi,вошь
198,Mücke::N,sääski,комар
199,Mücke::N,hyttynen,комар
200,Fliege::N,kärpänen,муха
201,Schmetterling::N,perhonen,бабочка
202,Beere::N,marja,ягода
203,Apfel::N,omena,яблоко
204,Pilz::N,sieni,гриб
205,Zwiebel::N,sipuli,луковица
206,Saat::N,siemenet,семя
207,Korn::N,jyvä,зерно
208,Korn::N,vilja,зерно
209,Heu::N,heinä,сено
210,Schale::N,kuori,шелуха
211,Grube::N,kuoppa,яма
212,Falle::N,loukku,ловушка
213,Schlinge::N,ansa,силок
214,Spur::N,jälki,след
215,Asche::N,tuhka,зола
216,Asche::N,tuhka,пепел
217,Dreck::N,lika,грязь
218,Eisen::N,rauta,железо
219,Gold::N,kulta,золото
220,Silber::N,hopea,серебро
221,Kohle::N,hiili,уголь
222,Glas::N,lasi,стекло
223,Lehm::N,savi,глина
224,Sand::N,hiekka,песок
225,Mensch::N,ihminen,человек
226,Mann::N,mies,мужчина
227,Frau::N,nainen,женщина
228,Kind::N,lapsi,ребенок
229,Junge::N,poika,мальчик
230,Mädchen::N,tyttö,девочка
231,Familie::N,perhe,семья
232,Großvater::N,isoisä,дедушка
233,Großmutter::N,isoäiti,бабушка
234,Eltern::N,vanhemmat,родители
235,Vater::N,isä,отец
236,Mutter::N,äiti,мать
237,Sohn::N,poika,сын
238,Tochter::N,tytär,дочь
239,Bruder::N,veli,брат
240,Schwester::N,sisko,сестра
241,Onkel::N,eno,дядя
242,Onkel::N,setä,дядя
243,Tante::N,täti,тетя
244,Ehemann::N,mies,муж
245,Ehemann::N,aviomies,муж
246,Ehefrau::N,vaimo,жена
247,Ehefrau::N,aviovaimo,жена
248,Freude::N,ilo,радость
249,Freude::N,riemu,радость
250,Gelächter::N,nauru,смех
251,Glück::N,onni,счастье
252,Kummer::N,suru,горе
253,Kummer::N,murhe,горе
254,Wunsch::N,toive,желание
255,Wunsch::N,toivomus,желание
256,Lust::N,himo,влечение
257,Geist::N,henki,дух
258,Gedanke::N,aate,мысль
259,Gedanke::N,ajatus,мысль
260,Gedächtnis::N,muisti,память
261,Verstand::N,äly,ум
262,Verstand::N,järki,ум
263,Verstand::N,ymmärrys,ум
264,Sinn::N,merkitys,смысл
265,Grund::N,syy,повод
266,Grund::N,peruste,повод
267,Wahrheit::N,tosi,правда
268,Wahrheit::N,totuus,правда
269,Gespräch::N,puhelu,беседа
270,Gespräch::N,keskustelu,беседа
271,Märchen::N,satu,сказка
272,Erzählung::N,tarina,рассказ
273,Erzählung::N,kertomus,рассказ
274,Nachricht::N,tieto,сообщение
275,Nachricht::N,ilmoitus,сообщение
276,Neuigkeit::N,uutinen,новость
277,Name::N,nimi,имя
278,Rätsel::N,arvoitus,загадка
279,Rede::N,puhe,речь
280,Sprache::N,kieli,язык
281,Stimme::N,ääni,голос
282,Wort::N,sana,слово
283,Zeichen::N,merkki,знак
284,Ruf::N,kutsu,зов
285,Lärm::N,melu,шум
286,Lärm::N,hälinä,шум
287,Laut::N,ääni,звук
288,Ton::N,sävel,звучание
289,Lied::N,laulu,песня
290,Ruhe::N,lepo,покой
291,Ruhe::N,rauha,покой
292,Leute::N,väki,люди
293,Leute::N,ihmiset,люди
294,Volk::N,kansa,народ
295,Arbeit::N,työ,работа
296,Gast::N,vieras,гость
297,Geschenk::N,lahja,подарок
298,Spiel::N,peli,игра
299,Spiel::N,leikki,игра
300,Gesellschaft::N,seura,общество
301,Hilfe::N,apu,помощь
302,Freund::N,ystävä,друг
303,Kamerad::N,toveri,приятель
304,Angelegenheit::N,asia,дело
305,Anzahl::N,lukumäärä,количество
306,Art::N,laji,вид
307,Stück::N,pala,кусок
308,Stück::N,kappale,кусок
309,Teil::N,osa,часть
310,Hälfte::N,puoli,половина
311,Kreis::N,ympyrä,круг
312,Kreuz::N,risti,крест
313,Linie::N,viiva,линия
314,Strich::N,piirto,черта
315,Abstand::N,väli,промежуток
316,Abstand::N,väljyys,промежуток
317,Entfernung::N,etäisyys,расстояние
318,Gegend::N,seutu,местность
319,Platz::N,tila,пространство
320,Ort::N,kohta,место
321,Ort::N,paikka,место
322,Seite::N,sivu,сторона
323,Seite::N,kylki,сторона
324,Mitte::N,keskus,середина
325,Mitte::N,puoliväli,середина
326,Gegenstand::N,kalu,предмет
327,Gegenstand::N,esine,предмет
328,Sache::N,asia,вещь
329,Rand::N,ääri,край
330,Rand::N,syrjä,край
331,Kante::N,särmä,ребро
332,Ecke::N,nurkka,угол
333,Spitze::N,terä,кончик
334,Spitze::N,kärki,кончик
335,Ende::N,pää,конец
336,Ende::N,perä,конец
337,Loch::N,kolo,дыра
338,Loch::N,reikä,дыра
339,Winkel::N,kulma,угол
340,Muster::N,kuvio,узор
341,Größe::N,koko,размер
342,Größe::N,suuruus,размер
343,Länge::N,pituus,длина
344,Höhe::N,korkeus,высота
345,Gewicht::N,paino,вес
346,Menge::N,määrä,количество
347,Haufen::N,kasa,куча
348,Reihe::N,rivi,ряд
349,Boot::N,vene,лодка
350,Ruder::N,airo,весло
351,Schlitten::N,reki,сани
352,Schlitten::N,kelkka,сани
353,Ski::N,suksi,лыжа
354,Lagerfeuer::N,nuotio,костер
355,Last::N,kuorma,тяжесть
356,Gang::N,kulku,ход
357,Gang::N,käynti,ход
358,Schritt::N,askel,шаг
359,Norden::N,pohjoinen,север
360,Süden::N,etelä,юг
361,Westen::N,länsi,запад
362,Osten::N,itä,восток
363,Holz::N,puu,древесина
364,Brett::N,lauta,доска
365,Platte::N,levy,плита
366,Stütze::N,noja,подпорка
367,Stange::N,tanko,жердь
368,Stock::N,keppi,палка
369,Stab::N,sauva,шест
370,Stab::N,seiväs,шест
371,Rohr::N,putki,труба
372,Haus::N,talo,дом
373,Heim::N,koti,дом
374,Ofen::N,uuni,печь
375,Fußboden::N,lattia,пол
376,Tisch::N,pöytä,стол
377,Stuhl::N,tuoli,стул
378,Wiege::N,kehto,колыбель
379,Bett::N,sänky,постель
380,Regal::N,hylly,полка
381,Kiste::N,arkku,ящик
382,Kiste::N,kirstu,ящик
383,Kiste::N,laatikko,ящик
384,Fenster::N,ikkuna,окно
385,Tür::N,ovi,дверь
386,Tor::N,portti,ворота
387,Zaun::N,aita,забор
388,Dach::N,katto,крыша
389,Leiter::N,tikkaat,лестница
390,Leiter::N,tikapuut,лестница
391,Besen::N,luuta,метла
392,Spaten::N,lapio,лопата
393,Schaufel::N,lapio,совок
394,Gabel::N,haarukka,вилка
395,Löffel::N,lusikka,ложка
396,Messer::N,veitsi,нож
397,Nagel::N,naula,гвоздь
398,Netz::N,verkko,сеть
399,Haken::N,haka,крюк
400,Haken::N,koukku,крюк
401,Griff::N,ripa,ручка
402,Griff::N,kahva,ручка
403,Schloss::N,lukko,замок
404,Bild::N,kuva,картина
405,Figur::N,kuvio,фигура
406,Puppe::N,nukke,кукла
407,Beutel::N,pussi,мешок
408,Bündel::N,nippu,связка
409,Bündel::N,kimppu,связка
410,Tasche::N,laukku,сумка
411,Eimer::N,sanko,ведро
412,Eimer::N,ämpäri,ведро
413,Deckel::N,kansi,крышка
414,Geschirr::N,astia,посуда
415,Sack::N,säkki,мешок
416,Tasse::N,kuppi,чашка
417,Topf::N,pata,кастрюля
418,Kessel::N,kattila,котел
419,Essen::N,syönti,еда
420,Nahrung::N,ruoka,пища
421,Nahrung::N,ravinto,пища
422,Speise::N,ruoka,блюдо
423,Speise::N,ruoka,кушанье
424,Fleisch::N,liha,мясо
425,Getreide::N,vilja,хлеб
426,Brei::N,puuro,каша
427,Brot::N,leipä,хлеб
428,Scheibe::N,viipale,ломоть
429,Fett::N,rasva,жир
430,Butter::N,voi,масло
431,Öl::N,öljy,масло
432,Salz::N,suola,соль
433,Suppe::N,keitto,суп
434,Honig::N,hunaja,мед
435,Milch::N,maito,молоко
436,Tee::N,tee,чай
437,Leder::N,nahka,кожа
438,Wolle::N,villa,шерсть
439,Stoff::N,kangas,ткань
440,Nadel::N,neula,игла
441,Faden::N,lanka,нитка
442,Knopf::N,nappi,пуговица
443,Knoten::N,solmu,узел
444,Farbe::N,maali,краска
445,Kleidung::N,vaatteet,одежда
446,Hemd::N,paita,рубашка
447,Kragen::N,kaulus,воротник
448,Ärmel::N,hiha,рукав
449,Hose::N,housut,брюки
450,Gürtel::N,vyö,пояс
451,Mütze::N,lakki,шапка
452,Schuh::N,kenkä,ботинок
453,Stiefel::N,saapas,сапог
454,Ring::N,sormus,кольцо
455,Band::N,nauha,лента
456,Kamm::N,kampa,расческа
457,Spiegel::N,peili,зеркало
458,Riemen::N,hihna,ремень
459,Schnur::N,naru,веревка
460,Schnur::N,nuora,веревка
461,Leine::N,talutushihna,поводок
462,Decke::N,peite,одеяло
463,Kissen::N,tyyny,подушка
464,Kissen::N,pielus,подушка
465,Tuch::N,huivi,платок
466,Handtuch::N,pyyheliina,полотенце
467,Kraft::N,väki,сила
468,Kraft::N,voima,сила
469,Stärke::N,vahvuus,крепость
470,Gesundheit::N,terveys,здоровье
471,Krankheit::N,tauti,болезнь
472,Krankheit::N,sairaus,болезнь
473,Schmerz::N,kipu,боль
474,Schmerz::N,särky,боль
475,Wunde::N,haava,рана
476,Fieber::N,kuume,лихорадка
477,Fieber::N,kuume,температура
478,Arznei::N,lääke,лекарство
479,Brücke::N,silta,мост
480,Brunnen::N,kaivo,колодец
481,Weide::N,laidun,пастбище
482,Pfad::N,polku,тропа
483,Weg::N,tie,путь
484,Weg::N,tie,дорога
485,Straße::N,katu,улица
486,Straße::N,katu,дорога
487,Dorf::N,kylä,деревня
488,Stadt::N,kaupunki,город
489,Brief::N,kirje,письмо
490,Buch::N,kirja,книга
491,Buchstabe::N,kirjain,буква
492,Zeitung::N,lehti,газета
493,Zeitung::N,sanomalehti,газета
494,Leben::N,elo,жизнь
495,Leben::N,elämä,жизнь
496,Tod::N,kuolema,смерть
497,Grab::N,hauta,могила
498,Kirche::N,kirkko,церковь
499,Sünde::N,synti,грех
500,Gott::N,jumala,бог
501,Arbeiter::N,työläinen,рабочий
502,Chef::N,päällikkö,начальник
503,Meister::N,mestari,мастер
504,Arzt::N,lääkäri,врач
505,Lehrer::N,opettaja,учитель
506,Geld::N,raha,деньги
507,Geschäft::N,liike,занятие
508,Laden::N,puoti,магазин
509,Laden::N,kauppa,магазин
510,Preis::N,hinta,цена
511,Ware::N,tavara,товар
512,Nutzen::N,hyöty,выгода
513,Reichtum::N,rikkaus,богатство
514,Welt::N,maailma,мир
515,Land::N,maa,страна
516,Staat::N,valtio,государство
517,König::N,kuningas,король
518,Macht::N,mahti,власть
519,Grenze::N,raja,граница
520,Krieg::N,sota,война
521,Feind::N,vihollinen,враг
522,Gewalt::N,väkivalta,насилие
523,Kampf::N,taistelu,борьба
524,Bogen[Waffe]::N,jousi,лук
525,Pfeil::N,nuoli,стрела
526,Gewehr::N,kivääri,ружье
527,Fehler::N,vika,ошибка
528,Fehler::N,virhe,ошибка
529,Lüge::N,valhe,ложь
530,Schaden::N,vaurio,вред
531,Schaden::N,vahinko,вред
532,Unglück::N,vahinko,беда
533,Unglück::N,onnettomuus,беда
534,Schuld::N,syy,вина
535,Alter::N,ikä,возраст
536,Schluss::N,loppu,окончание
537,Zeit::N,aika,время
538,Tag::N,päivä,день
539,Morgen::N,aamu,утро
540,Morgen::N,huomen,утро
541,Mittag::N,keskipäivä,полдень
542,Abend::N,ilta,вечер
543,Nacht::N,yö,ночь
544,Woche::N,viikko,неделя
545,Monat::N,kuukausi,месяц
546,Jahr::N,vuosi,год
547,Frühling::N,kevät,весна
548,Sommer::N,kesä,лето
549,Herbst::N,syksy,осень
550,Winter::N,talvi,зима
551,Januar::N,tammikuu,январь
552,Februar::N,helmikuu,февраль
553,März::N,maaliskuu,март
554,April::N,huhtikuu,апрель
555,Mai::N,toukokuu,май
556,Juni::N,kesäkuu,июнь
557,Juli::N,heinäkuu,июль
558,August::N,elokuu,август
559,September::N,syyskuu,сентябрь
560,Oktober::N,lokakuu,октябрь
561,November::N,marraskuu,ноябрь
562,Dezember::N,joulukuu,декабрь
563,Montag::N,maanantai,понедельник
564,Dienstag::N,tiistai,вторник
565,Mittwoch::N,keskiviikko,среда
566,Donnerstag::N,torstai,четверг
567,Freitag::N,perjantai,пятница
568,Samstag::N,lauantai,суббота
569,Sonntag::N,sunnuntai,воскресенье
570,groß::A,iso,большой
571,groß::A,suuri,большой
572,klein::A,pieni,маленький
573,lang::A,pitkä,длинный
574,kurz::A,lyhyt,короткий
575,breit::A,leveä,широкий
576,schmal::A,kapea,узкий
577,dicht::A,taaja,густой
578,dick[Gegenstand]::A,paksu,толстый
579,dünn::A,ohut,тонкий
580,fein::A,hieno,тонкий
581,fest::A,luja,крепкий
582,flach::A,litteä,плоский
583,flach::A,tasainen,плоский
584,glatt::A,sileä,гладкий
585,glatt::A,siloinen,гладкий
586,hart::A,kova,твердый
587,weich::A,pehmeä,мягкий
588,rund::A,pyöreä,круглый
589,spitz::A,terävä,остроконечный
590,scharf::A,terävä,острый
591,stumpf::A,tylsä,тупой
592,schwer::A,raskas,тяжелый
593,schwer::A,painava,тяжелый
594,schön::A,kaunis,красивый
595,heiß::A,kuuma,жаркий
596,warm::A,lämmin,теплый
597,kalt::A,kylmä,холодный
598,kalt::A,viluinen,холодный
599,kühl::A,viileä,прохладный
600,frisch::A,tuore,свежий
601,feucht::A,kostea,влажный
602,nass::A,märkä,мокрый
603,trocken::A,kuiva,сухой
604,voll::A,täysi,полный
605,voll::A,täysi,наполненный
606,leer::A,tyhjä,пустой
607,offen::A,avonainen,открытый
608,geschlossen::A,suljettu,закрытый
609,sauber::A,puhdas,чистый
610,schmutzig::A,likainen,грязный
611,roh::A,raaka,сырой
612,reif::A,kypsä,зрелый
613,lecker::A,herkullinen,вкусный
614,süß::A,makea,сладкий
615,bitter::A,karvas,горький
616,bitter::A,kitkerä,горький
617,sauer::A,hapan,кислый
618,hell::A,kirkas,светлый
619,hell::A,valoisa,светлый
620,dunkel::A,pimeä,темный
621,schwarz::A,musta,черный
622,weiß::A,valkea,белый
623,rot::A,punainen,красный
624,gelb::A,keltainen,желтый
625,blau::A,sininen,синий
626,grün::A,vihreä,зеленый
627,grau::A,harmaa,серый
628,bunt::A,kirjava,пестрый
629,billig::A,halpa,дешевый
630,billig::A,huokea,дешевый
631,teuer::A,kallis,дорогой
632,wertvoll::A,arvokas,ценный
633,blind::A,sokea,слепой
634,taub::A,kuuro,глухой
635,kräftig::A,väkevä,могучий
636,kräftig::A,voimakas,могучий
637,stark::A,vahva,сильный
638,schwach::A,heikko,слабый
639,fett::A,lihava,жирный
640,schlank::A,hoikka,стройный
641,schlank::A,solakka,стройный
642,hübsch::A,soma,прелестный
643,hübsch::A,sievä,прелестный
644,böse::A,paha,злой
645,böse::A,häijy,злой
646,dumm::A,tyhmä,глупый
647,dumm::A,typerä,глупый
648,faul::A,laiska,ленивый
649,fleißig::A,ahkera,прилежный
650,geizig::A,saita,жадный
651,klug::A,älykäs,умный
652,geschickt::A,taitava,искусный
653,lieb::A,rakas,милый
654,lustig::A,hauska,веселый
655,lustig::A,iloinen,веселый
656,sanft::A,lauha,нежный
657,sanft::A,lempeä,нежный
658,hungrig::A,nälkäinen,голодный
659,krank::A,sairas,больной
660,nackt::A,alaston,голый
661,traurig::A,surullinen,грустный
662,traurig::A,murheellinen,грустный
663,lebendig::A,elävä,живой
664,gut::A,hyvä,хороший
665,schlecht::A,paha,плохой
666,schlecht::A,huono,плохой
667,richtig::A,oikea,правильный
668,schlimm::A,paha,отвратительный
669,schlimm::A,paha,мерзкий
670,wahr::A,tosi,настоящий
671,alt::A,vanha,старый
672,neu::A,uusi,новый
673,ehemalig::A,entinen,бывший
674,ehemalig::A,muinainen,бывший
675,alt[Lebewesen]::A,vanha,пожилой
676,jung::A,nuori,молодой
677,arm::A,köyhä,бедный
678,reich::A,rikas,богатый
679,bekannt::A,tuttu,знакомый
680,bekannt::A,tunnettu,знакомый
681,berühmt::A,kuuluisa,знаменитый
682,fremd::A,vieras,чужой
683,verschieden::A,eri,разный
684,verschieden::A,erilainen,разный
685,nah::A,läheinen,близкий
686,fern::A,etäinen,далекий
687,linker::A,vasen,левый
688,rechter::A,oikea,правый
689,anderer::A,muu,другой
690,anderer::A,toinen,другой
691,erster::A,ensimmäinen,первый
692,zweiter::A,toinen,второй
693,dritter::A,kolmas,третий
694,letzter::A,viimeinen,последний
695,allein::ADV,yksin,один
696,auf einmal::ADV,yhdellä kertaa,сразу
697,zusammen::ADV,yhdessä,вместе
698,lange::ADV,kauan,долго
699,lange::ADV,pitkään,долго
700,plötzlich::ADV,äkkiä,вдруг
701,sofort::ADV,heti,тотчас
702,später::ADV,myöhemmin,позже
703,jetzt::ADV,nyt,сейчас
704,heute::ADV,tänään,сегодня
705,morgen::ADV,huomenna,завтра
706,bald::ADV,pian,скоро
707,dann::ADV,sitten,потом
708,gestern::ADV,eilen,вчера
709,einst::ADV,aikanaan,однажды
710,damals::ADV,silloin,тогда
711,damals::ADV,siihen aikaan,тогда
712,danach::ADV,sen jälkeen,затем
713,vorher::ADV,ennen,раньше
714,zuerst::ADV,ensin,сперва
715,zuerst::ADV,ensiksi,сперва
716,einmal::ADV,kerran,раз
717,manchmal::ADV,joskus,иногда
718,oft::ADV,usein,часто
719,immer::ADV,aina,всегда
720,niemals::ADV,ei koskaan,никогда
721,hier::ADV,tässä,здесь
722,hier::ADV,täällä,здесь
723,hierhin::ADV,tähän,сюда
724,von hier::ADV,tästä,отсюда
725,von hier::ADV,täältä,отсюда
726,dort::ADV,siinä,там
727,dort::ADV,siellä,там
728,dorthin::ADV,sinne,туда
729,dorthin::ADV,tuonne,туда
730,geradeaus::ADV,suoraan,прямо
731,vorwärts::ADV,eteenpäin,вперед
732,rückwärts::ADV,taaksepäin,назад
733,zurück::ADV,takaisin,обратно
734,unten::ADV,alhaalla,внизу
735,hinab::ADV,alas,вниз
736,oben::ADV,ylhäällä,наверху
737,hinauf::ADV,ylös,вверх
738,überall::ADV,kaikkialla,везде
739,nicht::ADV,ei,не
740,ein wenig::ADV,vähän,немного
741,kaum::ADV,tuskin,едва
742,sehr::ADV,kovin,очень
743,sehr::ADV,oikein,очень
744,so::ADV,näin,так
745,noch::ADV,vielä,еще
746,nur::ADV,vain,только
747,nur::ADV,ainoastaan,только
748,schon::ADV,jo,уже
749,wieder::ADV,taas,опять
750,wieder::ADV,jälleen,опять
751,vergebens::ADV,turhaan,напрасно
752,vor::PRP,edessä,перед
753,hinter::PRP,takana,за
754,hinter::PRP,takana,позади
755,unter::PRP,alla,под
756,durch::PRP,läpi,сквозь
757,durch::PRP,kautta,сквозь
758,neben::PRP,vieressä,возле
759,zwischen::PRP,välillä,между
760,wegen::PRP,takia,из-за
761,wegen::PRP,vuoksi,из-за
762,dies::PRN,tämä,это
763,das::PRN,se,то
764,alles::PRN,kaikki,все
765,ich::PRN,minä,я
766,du::PRN,sinä,ты
767,er::PRN,hän,он
768,wir::PRN,me,мы
769,ihr::PRN,te,вы
770,sie::PRN,he,они
771,was::FPRN,mikä,что
772,wer::FPRN,ken,кто
773,wer::FPRN,kuka,кто
774,wo::FADV,missä,где
775,wohin::FADV,mihin,куда
776,wie::FADV,miten,как
777,wie::FADV,kuinka,как
778,warum::FADV,miksi,почему
779,wieviel::FNUM,paljonko,сколько
780,wieviel::FNUM,kuinka paljon,сколько
781,eins::NUM,yksi,один
782,zwei::NUM,kaksi,два
783,drei::NUM,kolme,три
784,vier::NUM,neljä,четыре
785,fünf::NUM,viisi,пять
786,sechs::NUM,kuusi,шесть
787,sieben::NUM,seitsemän,семь
788,acht::NUM,kahdeksan,восемь
789,neun::NUM,yhdeksän,девять
790,zehn::NUM,kymmenen,десять
791,elf::NUM,yksitoista,одиннадцать
792,zwölf::NUM,kaksitoista,двенадцать
793,zwanzig::NUM,kaksikymmentä,двадцать
794,dreißig::NUM,kolmekymmentä,тридцать
795,vierzig::NUM,neljäkymmentä,сорок
796,fünfzig::NUM,viisikymmentä,пятьдесят
797,sechzig::NUM,kuusikymmentä,шестьдесят
798,siebzig::NUM,seitsemänkymmentä,семьдесят
799,achtzig::NUM,kahdeksankymmentä,восемьдесят
800,neunzig::NUM,yhdeksänkymmentä,девяносто
801,hundert::NUM,sata,сто
802,tausend::NUM,tuhat,тысяча
803,und::CNJ,ja,и
804,oder::CNJ,tai,или
805,oder::CNJ,tai,либо
806,stehen::V,seisoa,стоять
807,sitzen::V,istua,сидеть
808,liegen::V,maata,лежать
809,hängen::V,riippua,висеть
810,werden::V,tulla,стать
811,werden::V,joutua,стать
812,passieren::V,sattua,случиться
813,passieren::V,tapahtua,случиться
814,beginnen::V,alkaa,начаться
815,enden::V,loppua,кончиться
816,enden::V,päättyä,кончиться
817,wechseln::V,vaihtua,меняться
818,wechseln::V,vaihdella,меняться
819,aufgehen[Sonne]::V,nousta,взойти
820,untergehen[Sonne]::V,laskea,зайти
821,scheinen[Sonne]::V,paistaa,светить
822,donnern::V,jyristä,греметь
823,wehen::V,tuulla,дуть
824,wehen::V,puhaltaa,дуть
825,strömen::V,virrata,литься
826,fließen::V,valua,течь
827,fließen::V,juosta,течь
828,sich drehen::V,pyöriä,вращаться
