,Concept_ID,uz,sah
84,Frost::N,ajoz,тымныы
85,Kälte::N,ajoz,тымныы
86,Hitze::N,issiq,куйаас
87,Raureif::N,qirov,кырыа
88,Regenbogen::N,kamalak,кустук
89,Donner::N,guldur,этиҥ
90,Strömung::N,oqim,сүүрүк
91,Tropfen::N,tomchi,таммах
92,Tropfen::N,tomchi,хааппыла
93,Schaum::N,ko'pik,күүгэн
94,Schmutz::N,gard,кир
95,See::N,ko'l,күөл
96,Sumpf::N,botqoq,бадараан
97,Moor::N,qir-adir,дьэбэрэ
98,Wiese::N,o'tzor,ходуһа
99,Wald::N,o'rmon,ойуур
100,Hügel::N,tepa,булгунньах
101,Anhöhe::N,adir,үрдэл
102,Berg::N,tog',хайа
103,Gipfel::N,cho'qqi,чыпчаал
104,Höhle::N,kavak,хайа_хаспаҕа
105,Höhle::N,kavak,көҥүс
106,Abhang::N,to'sh,эниэ
107,Quelle::N,buloq,дьүүктэ
108,Bach::N,o'zan,үрүйэ
109,Fluss::N,daryo,өрүс
110,Ufer::N,sohil,биэрэк
111,Küste::N,qirg'oq,кытыл
112,Festland::N,materik,кураанах сир
113,Meer::N,dengiz,муора
114,Bucht::N,qo'ltiq,хомо
115,Bucht::N,qo'ltiq,бухта
116,Insel::N,orol,арыы
117,Blume::N,gul,сибэкки
118,Gras::N,sabza,от
119,Wurzel::N,tub,силис
120,Wurzel::N,tomir,силис
121,Baum::N,daraxt,мас
122,Stamm::N,o'simta,умнас
123,Rinde::N,qobiq,хатырык
124,Ast::N,shox,мутук
125,Zweig::N,butoq,лабаа
126,Blatt::N,barg,сэбирдэх
127,Birke::N,qayin,хатыҥ
128,Kiefer[Baum]::N,qarag'ay,бэс
129,Weide[Baum]::N,shum,үөт
130,Weide[Baum]::N,shum,талах
131,Tanne::N,archa,харыйа
132,Horn::N,mugiz,муос
133,Feder::N,par,куорсун
134,Fell::N,mo'yna,тирии
135,Flügel::N,qanot,кынат
136,Klaue::N,tirnoq,тыҥырах
137,Kralle::N,tirnoq,баппаҕай
138,Schwanz::N,quyruq,кутурук
139,Ei::N,tuxum,сымыыт
140,Nest::N,oshyon,уйа
141,Bau::N,o'pqon,хороон
142,Tier::N,hayvon,кыыл
143,Tier::N,hayvon,харамай
144,Herde::N,gala,үөр
145,Kuh::N,inak,ынах
146,Bulle::N,ho'kiz,оҕус
147,Pferd::N,ot,сылгы
148,Schaf::N,qo'y,овца
149,Schwein::N,cho'chqa,сибиинньэ
150,Hund::N,it,ыт
151,Katze::N,mushuk,куоска
152,Bär::N,ayiq,эһэ
153,Eichhörnchen::N,tiyin,тииҥ
154,Elch::N,los,тайах
155,Fuchs::N,tulki,саһыл
156,Hase::N,kuyon,куобах
157,Maus::N,sichqon,кутуйах
158,Wolf::N,bo'ri,бөрө
159,Vogel::N,qush,көтөр
160,Schwarm::N,to'da,бөлөх
161,Huhn::N,tovuq,куурусса
162,Hahn::N,xo'roz,бөтүүк
163,Gans::N,g'oz,хаас
164,Adler::N,burgut,хотой
165,Ente::N,o'rdak,кус
166,Eule::N,boyo'g'li,мэкчиргэ
167,Kranich::N,turna,туруйа
168,Krähe::N,qarg'a,тураах
169,Kuckuck::N,kakku,кэҕэ
170,Schwan::N,oqkush,куба
171,Fisch::N,baliq,балык
172,Barsch::N,olabug'a,алыһар
173,Hecht::N,cho'rtan,сордон
174,Schlange[Tier]::N,ilon,моҕой
175,Schlange[Tier]::N,ilon,эриэн үөн
176,Wurm::N,qurt,үөн
177,Spinne::N,o'rgimchak,ооҕуй
178,Ameise::N,chumoli,кымырдаҕас
179,Laus::N,bit,быт
180,Mücke::N,chivin,кумаар
181,Fliege::N,pashsha,сахсырҕа
182,Schmetterling::N,kapalak,лыах
183,Schmetterling::N,kapalak,үрүмэччи
184,Beere::N,meva,отон
185,Apfel::N,olma,яблоко
186,Pilz::N,qo'ziqorin,тэллэй
187,Zwiebel::N,piyoz,луук
188,Saat::N,äkin,сиэмэ
189,Korn::N,zarra,сиэмэ
190,Heu::N,xashak,от
191,Schale::N,po'choq,хах
192,Grube::N,co'ra,дьаама
193,Falle::N,qopqon,сохсо
194,Schlinge::N,sirtmoq,уктаа
195,Spur::N,iz,суол
196,Asche::N,kul,күл
197,Dreck::N,kir,бадараан
198,Eisen::N,temir,тимир
199,Gold::N,tilla,көмүс
200,Gold::N,tilla,кыһыл көмүс
201,Silber::N,kumush,көмүс
202,Silber::N,kumush,үрүҥ көмүс
203,Kohle::N,ko'mir,чох
204,Glas::N,oyna,өстүөкүлэ
205,Lehm::N,loy,туой
206,Sand::N,qum,кумах
207,Mensch::N,odam,киһи
208,Mann::N,ärkak,эр
209,Frau::N,ayol,дьахтар
210,Kind::N,bola,оҕо
211,Kind::N,kichkintoy,оҕо
212,Junge::N,bola,уол
213,Mädchen::N,qiz,кыыс оҕо
214,Familie::N,oila,кэргэн
215,Großvater::N,buva,эһэ
216,Großvater::N,katta ota,эһэ
217,Großmutter::N,buvi,эбэ
218,Großmutter::N,katta oyi,эбэ
219,Eltern::N,ota-ona,аҕа-ийэ
220,Vater::N,ota,аҕа
221,Mutter::N,ona,ийэ
222,Sohn::N,o'g'il,уол
223,Tochter::N,qiz,кыыс
224,Bruder::N,og'a,убай
225,Bruder::N,og'a,быраат
226,Bruder::N,uka,убай
227,Bruder::N,uka,быраат
228,Schwester::N,opa,аҕас
229,Schwester::N,opa,балыс
230,Schwester::N,singil,аҕас
231,Schwester::N,singil,балыс
232,Onkel::N,amaki,таай
233,Onkel::N,amaki,абаҕа
234,Tante::N,amma,эдьиий
235,Tante::N,xola,эдьиий
236,Ehemann::N,är,эр
237,Ehefrau::N,rafiqa,ойох
238,Freude::N,ayish,үөрүү
239,Gelächter::N,kulgi,күлүү
240,Glück::N,saodat,дьол
241,Glück::N,saodat,соргу
242,Kummer::N,g'am,кутурҕан
243,Wunsch::N,orzu,баҕарыы
244,Lust::N,rag'bat,баҕа
245,Geist::N,ruh,тыын
246,Gedanke::N,fikr,санаа
247,Gedächtnis::N,äs,өй
248,Verstand::N,aql,өй
249,Sinn::N,ma'ni,суолта
250,Grund::N,sabab,төрүөт
251,Wahrheit::N,haq,кырдьык
252,Gespräch::N,gap,бэсиэдэ
253,Gespräch::N,gap,кэпсэтии
254,Märchen::N,ärtak,остуоруйа
255,Erzählung::N,rivoyat,кэпсээн
256,Nachricht::N,xabar,биллэриллии
257,Neuigkeit::N,yangilik,сонун
258,Name::N,ot,аат
259,Rätsel::N,topishmoq,таабырын
260,Rede::N,nutq,этии
261,Sprache::N,til,тыл
262,Stimme::N,ovoz,куолас
263,Wort::N,so'z,тыл
264,Zeichen::N,alomat,бэлиэ
265,Ruf::N,chaqiriq,ыҥырыы
266,Lärm::N,taraq,айдаан
267,Laut::N,tovush,тыас
268,Ton::N,un,дорҕоон
269,Lied::N,ashula,ырыа
270,Ruhe::N,tinchlik,уу чуумпу
271,Leute::N,xaloyiq,дьон
272,Volk::N,xalq,дьон
273,Volk::N,xalq,норуот
274,Arbeit::N,ish,үлэ
275,Gast::N,mehmon,ыалдьыт
276,Geschenk::N,hadya,бэлэх
277,Spiel::N,o'yin,оонньуу
278,Gesellschaft::N,jamiyat,общество
279,Hilfe::N,yordam,көмө
280,Freund::N,do'st,доҕор
281,Kamerad::N,yo'ldosh,атас
282,Angelegenheit::N,daxl,дьыала
283,Anzahl::N,son,ахсаан
284,Art::N,tur,биис
285,Stück::N,parcha,кырбас
286,Teil::N,bo'lak,ирээт
287,Hälfte::N,yarim,аҥар
288,Kreis::N,aylana,төгүрүк
289,Kreis::N,aylana,төгүрүмтэ
290,Kreuz::N,xoch,кириэс
291,Linie::N,liniya,сурааһын
292,Strich::N,chiziq,сурааһын
293,Abstand::N,oralik,арыт
294,Entfernung::N,uzoqlik,ыраах
295,Gegend::N,yer,сир
296,Platz::N,oralig,арыт
297,Ort::N,joy,сир
298,Seite::N,yon,өрүт
299,Seite::N,yon,сирэй
300,Mitte::N,o'rta,орто
301,Gegenstand::N,ashyo,предмет
302,Sache::N,buyum,мал
303,Rand::N,chek,кытыы
304,Rand::N,chek,ойоҕос
305,Kante::N,tig',кырыы
306,Ecke::N,burchak,муннук
307,Spitze::N,uch,чыпчаал
308,Ende::N,oxir,төбө
309,Loch::N,teshik,тэһэҕэс
310,Loch::N,teshik,дьөлөҕөс
311,Winkel::N,go'sha,муннук
312,Muster::N,nusha,оһуор
313,Größe::N,kattalik,кээмэй
314,Länge::N,uzunlik,уста
315,Höhe::N,yuksaklik,үрдүк
316,Gewicht::N,solmoq,ыйааһын
317,Menge::N,miqdor,ахсаан
318,Haufen::N,uyum,чөмчөх
319,Reihe::N,saf,кэккэ
320,Boot::N,qayiq,оҥочо
321,Ruder::N,äshkak,эрдии
322,Schlitten::N,chana,сыарҕа
323,Ski::N,chang'i,хайыһар
324,Lagerfeuer::N,gulxan,кутаа
325,Last::N,yuk,ыарахан
326,Gang::N,yurish,хаамыы
327,Schritt::N,qadam,хардыы
328,Norden::N,shimol,хоту
329,Süden::N,janub,соҕуруу
330,Westen::N,g'arb,арҕаа
331,Osten::N,sharq,илин
332,Holz::N,yog'och,мас
333,Brett::N,taxta,дуоска
334,Brett::N,taxta,хаптаһын
335,Platte::N,tabaqa,билиитэ
336,Stütze::N,tayanchi,тулааһын
337,Stange::N,qo'noq,ураҕас
338,Stock::N,tayoq,мас
339,Stock::N,tayoq,баалкы
340,Stab::N,gavron,ураҕас
341,Rohr::N,tarnov,турба
342,Haus::N,uy,дьиэ
343,Heim::N,makon,дьиэ
344,Ofen::N,pechka,оһох
345,Fußboden::N,pol,муоста
346,Tisch::N,mosa,остуол
347,Stuhl::N,o'rindiq,устуул
348,Wiege::N,beshik,биһик
349,Bett::N,yotoq,кырабаат
350,Regal::N,tokcha,долбуур
351,Kiste::N,sandiq,дьааһык
352,Fenster::N,deraza,түннүк
353,Tür::N,äshik,аан
354,Tor::N,darvoza,аан
355,Zaun::N,panjara,соппулуот
356,Dach::N,tom,кырыыса
357,Leiter::N,narvon,кирилиэс
358,Besen::N,supurgi,миинньик
359,Spaten::N,bel,күрдьэх
360,Schaufel::N,kurak,күрдьэх
361,Gabel::N,bilka,биилкэ
362,Löffel::N,qoshiq,луоска
363,Messer::N,pichoq,быһах
364,Nagel::N,mix,тоһоҕо
365,Netz::N,to'r,илим
366,Haken::N,ilgak,көхө
367,Griff::N,sop,ук
368,Griff::N,sop,тутаах
369,Griff::N,tutqich,ук
370,Griff::N,tutqich,тутаах
371,Schloss::N,qulf,күлүүс
372,Bild::N,rasm,хартыына
373,Figur::N,shakl,фигура
374,Puppe::N,ko'g'irchoq,куукула
375,Beutel::N,to'rva,мөһөөччук
376,Bündel::N,bog'lam,баайыы
377,Tasche::N,kissa,суумка
378,Eimer::N,chelak,биэдэрэ
379,Deckel::N,qopqoq,хаппах
380,Geschirr::N,idish,иһит
381,Sack::N,qop,куул
382,Tasse::N,piyola,сэлиэнэй
383,Topf::N,tuvak,көстүрүүҥкэ
384,Kessel::N,qozon,хочуол
385,Essen::N,tomoq,аһылык
386,Nahrung::N,emak,ас
387,Speise::N,taom,аһылык
388,Fleisch::N,go'sht,эт
389,Getreide::N,g'alla,злактар
390,Brei::N,bo'tqa,хааһы
391,Brot::N,non,килиэп
392,Scheibe::N,disk,куһуок
393,Fett::N,moy,сыа
394,Butter::N,yog',арыы
395,Öl::N,moy,арыы
396,Salz::N,tuz,туус
397,Suppe::N,sho'rva,мин
398,Honig::N,asal,мүөт
399,Milch::N,sut,үүт
400,Tee::N,choy,чэй
401,Leder::N,charm,тирии
402,Wolle::N,jun,түү
403,Stoff::N,mato,таҥас
404,Nadel::N,igna,иннэ
405,Faden::N,ip,сап
406,Knopf::N,tugma,тимэх
407,Knoten::N,tugun,түмүк
408,Farbe::N,bo'yok,кырааска
409,Kleidung::N,kiyim,таҥас
410,Hemd::N,ko'ylak,ырбаахы
411,Kragen::N,yoqa,саҕа
412,Ärmel::N,yeng,сиэх
413,Hose::N,shim,ыстаан
414,Hose::N,shim,бүрүүкэ
415,Gürtel::N,tasma,кур
416,Mütze::N,shapka,бэргэһэ
417,Schuh::N,but,бачыыҥка
418,Stiefel::N,botinka,саппыкы
419,Ring::N,yuzuk,биһилэх
420,Band::N,rishta,лиэнтэ
421,Kamm::N,taroq,тараах
422,Spiegel::N,ko'zgu,сиэркилэ
423,Riemen::N,qayish,кур
424,Schnur::N,bog'ich,быа
425,Leine::N,etak,тэһиин
426,Decke::N,odyol,суорҕан
427,Kissen::N,yostiq,сыттык
428,Tuch::N,gazlama,былаат
429,Handtuch::N,sochiq,соттор
430,Kraft::N,kuch,сыра
431,Stärke::N,quvvat,күүс
432,Gesundheit::N,sog'lik,доруобуйа
433,Krankheit::N,kasallik,ыарыы
434,Schmerz::N,og'riq,ыарыы
435,Wunde::N,yara,баас
436,Fieber::N,bezgak,түрүлгэн
437,Fieber::N,bezgak,лихорадка
438,Fieber::N,bezgak,температура
439,Arznei::N,dori,эмп
440,Brücke::N,ko'prik,күргэ
441,Brunnen::N,buloq,холуодьас
442,Weide::N,yaylov,мэччирэҥ
443,Pfad::N,dorojka,ыллык
444,Weg::N,yo'l,суол
445,Straße::N,ko'cha,суол
446,Dorf::N,ovul,дэриэбинэ
447,Stadt::N,shahar,куорат
448,Brief::N,maktub,сурук
449,Buch::N,kitob,кинигэ
450,Buchstabe::N,harf,буква
451,Zeitung::N,gazet,хаһыат
452,Leben::N,hayot,тыын
453,Tod::N,o'lim,өлүү
454,Grab::N,go'r,иин
455,Kirche::N,cherkov,таҥара дьиэтэ
456,Sünde::N,gunoh,айыы
457,Gott::N,olloh,тангара
458,Arbeiter::N,ishchi,үлэһит
459,Chef::N,rais,баһылык
460,Chef::N,rais,начальник
461,Meister::N,usta,уус
462,Meister::N,usta,маастар
463,Arzt::N,hakim,врач
464,Lehrer::N,muallim,учуутал
465,Geld::N,pul,харчы
466,Geschäft::N,savdo,идэ
467,Laden::N,do'kon,маҕаһыын
468,Preis::N,baho,сыана
469,Ware::N,mol,табаар
470,Nutzen::N,foyda,туһа
471,Reichtum::N,boylik,баай
472,Welt::N,olam,аан дойду
473,Land::N,o'lka,дойду
474,Staat::N,davlat,государство
475,König::N,qirol,король
476,Macht::N,iqtidor,былаас
477,Grenze::N,chegara,кыраныысса
478,Krieg::N,harb,сэрии
479,Feind::N,dushman,өстөөх
480,Gewalt::N,zo'rlik,күүһүлээһин
481,Kampf::N,kurash,охсуһуу
482,Bogen[Waffe]::N,yoy,ох
483,Pfeil::N,o'q,ох
484,Gewehr::N,vintovka,саа
485,Fehler::N,xato,сыыһа
486,Lüge::N,yolg'on,сымыйа
487,Schaden::N,ziyon,хоромньу
488,Unglück::N,balo,алдьархай
489,Schuld::N,ayb,буруй
490,Alter::N,yosh,саас
491,Schluss::N,tamom,тиһэх
492,Zeit::N,vaqt,бириэмэ
493,Tag::N,kun,күн
494,Morgen::N,saboh,сарсыарда
495,Mittag::N,kun tushlik,күн ортото
496,Abend::N,oqshom,киэһэ
497,Nacht::N,tun,түүн
498,Woche::N,hafta,нэдиэлэ
499,Monat::N,oy,ый
500,Jahr::N,yil,сыл
501,Jahr::N,yil,дьыл
502,Frühling::N,bahor,саас
503,Sommer::N,yoz,сайын
504,Herbst::N,kuz,күһүн
505,Herbst::N,xazon,күһүн
506,Winter::N,qish,кыһын
507,Januar::N,yanvar',тохсунньу
508,Februar::N,fevral',олунньу
509,März::N,mart,кулун тутар
510,April::N,aprel',муус устар ый
511,Mai::N,may,ыам ыйа
512,Juni::N,iyun',бэс ыйа
513,Juli::N,iyul',от ыйа
514,August::N,avgust,атырдьах ыйа
515,September::N,sentyabr',балаҕан ыйа
516,Oktober::N,oktyabr',алтынньы
517,November::N,noyabr',сэтинньи
518,Dezember::N,dekabr',ахсынньы
519,Montag::N,dushanba,бэнидиэнньик
520,Dienstag::N,seshanba,оптуорунньук
521,Mittwoch::N,chorshanba,сэрэдэ
522,Donnerstag::N,payshanba,чэппиэр
523,Freitag::N,juma,бээтинсэ
524,Samstag::N,shanba,субуота
525,Sonntag::N,yakshanba,баскыһыанньа
526,groß::A,buyuk,бөдөҥ
527,groß::A,buyuk,улахан
528,klein::A,kichik,кыр
529,lang::A,uzun,уһун
530,kurz::A,qisqa,кылгас
531,breit::A,keng,кэтит
532,schmal::A,änsiz,кыараҕас
533,dicht::A,quyuq,хойуу
534,dick[Gegenstand]::A,qalin,суон
535,dick[Gegenstand]::A,qalin,хойуу
536,dünn::A,ingichka,чараас
537,fein::A,mayin,бытархай
538,fein::A,mayin,синньигес
539,fest::A,qattiq,бөҕө
540,fest::A,qattiq,кытаанах
541,flach::A,yalpoq,хаптаҕай
542,glatt::A,tekis,кылааккай
543,hart::A,qattiq,хатан
544,hart::A,qattiq,кытаанах
545,weich::A,yumshoq,сымнаҕас
546,rund::A,yumaloq,төгүрүк
547,spitz::A,uchli,сытыы
548,spitz::A,uchli,уһуктаах
549,scharf::A,keskir,сытыы
550,stumpf::A,to'mtoq,сыппах
551,schwer::A,salmoqli,ыарахан
552,schön::A,go'zal,кыраһыабай
553,heiß::A,qiziq,итии
554,warm::A,issiq,ичигэс
555,kalt::A,sovuq,тымныы
556,kühl::A,salqin,сөрүүн
557,frisch::A,toza,ыраас
558,frisch::A,toza,сөрүүн
559,frisch::A,toza,тымныы
560,feucht::A,namli,сииктээх
561,nass::A,nam,инчэҕэй
562,trocken::A,quruq,кураан
563,voll::A,to'la,толору
564,leer::A,puch,иччитэх
565,offen::A,ochiq,аһаҕас
566,geschlossen::A,berk,бүтэй
567,sauber::A,ozoda,сэбэр
568,schmutzig::A,kir,кирдээх
569,roh::A,xom,сиикэй
570,reif::A,pishiq,буспут
571,reif::A,pishiq,сиппит-хоппут
572,lecker::A,shirin,минньигэс
573,süß::A,shirin,минньигэс
574,bitter::A,achchiq,аһыы
575,sauer::A,achchiq,аһыы
576,hell::A,yorug',сырдык
577,dunkel::A,qorong'i,хараҥа
578,schwarz::A,qora,хара
579,weiß::A,oq,үрүҥ
580,weiß::A,oq,маҥан
581,rot::A,qizil,кыһыл
582,gelb::A,sariq,саһархай
583,blau::A,zangori,күөх
584,grün::A,yashil,күөх
585,grün::A,yashil,от күөҕэ
586,grau::A,bo'z,сиэрэй
587,bunt::A,ola,эриэн
588,billig::A,arzon,чэпчэки
589,teuer::A,qimmat,сыаналаах
590,wertvoll::A,qimmat,сыаналаах
591,blind::A,ko'r,хараҕа суох
592,taub::A,garang,дьүлэй
593,kräftig::A,kuchli,модун
594,stark::A,quvvatli,күүстээх
595,schwach::A,kuchsiz,мөлтөх
596,fett::A,semiz,эмис
597,schlank::A,ingichka,дьылҕан
598,schlank::A,ingichka,дьыпсаҕай
599,hübsch::A,ko'rkam,олус кэрэ
600,hübsch::A,ko'rkam,көрүөхтэн үчүгэй
601,böse::A,yovuz,өһүөннээх
602,dumm::A,aqlsiz,акаары
603,faul::A,ärinchak,нэс
604,fleißig::A,ishchan,кыһамньылаах
605,geizig::A,qurumsoq,иҥсэлээх
606,klug::A,oqil,өйдөөх
607,geschickt::A,äpchil,наһаа дьоҕурдаах
608,lieb::A,aziz,тапталлаах
609,lustig::A,chaqchaq,көрдөөх
610,sanft::A,asta,намчы
611,sanft::A,asta,сымнаҕас
612,hungrig::A,och,аччык
613,krank::A,kasal,ыалдьар
614,nackt::A,yalang,сыгынньах
615,traurig::A,xafa,санаарҕабыллаах
616,lebendig::A,hayotiy,тыыннаах
617,gut::A,soz,үтүө
618,gut::A,soz,үчүгэй
619,schlecht::A,yomon,куһаҕан
620,richtig::A,rost,сөп
621,schlimm::A,yovuz,сидьиҥ
622,schlimm::A,yovuz,быдьар
623,wahr::A,haqiqiy,кырдьык
624,alt::A,äski,былыргы
625,neu::A,yangi,саҥа
626,ehemalig::A,sobiq,урукку
627,alt[Lebewesen]::A,qari,кырдьаҕас
628,jung::A,navqiron,эдэр
629,arm::A,abgor,дьадаҥы
630,reich::A,boy,баай
631,bekannt::A,ma'lum,билэр
632,berühmt::A,mashhur,аатырбыт
633,fremd::A,yot,атын
634,verschieden::A,turli,араас
635,nah::A,yaqindagi,чугас
636,fern::A,uzoq,ыраах
637,linker::A,so'l,хаҥас
638,rechter::A,o'ng,уҥа
639,anderer::A,boshqa,атын
640,erster::A,birinchi,маҥнайгы
641,zweiter::A,ikkinchi,иккис
642,dritter::A,uchinchi,үһүс
643,letzter::A,oxirgi,тиһэх
644,allein::ADV,o'zicha,соҕотох
645,auf einmal::ADV,varakay,биирдэ
646,zusammen::ADV,barobar,холбуу
647,lange::ADV,uzoq,уһуннук
648,plötzlich::ADV,qo'qqisdan,эмискэ
649,sofort::ADV,darrov,тута
650,später::ADV,so'ngra,хойут
651,jetzt::ADV,hozirgina,билигин
652,heute::ADV,bugun,бүгүн
653,morgen::ADV,ärta,сарсын
654,bald::ADV,toz,өтөр
655,dann::ADV,keyin,кэнна
656,gestern::ADV,kecha,бэҕэһээ
657,einst::ADV,avvallari,биир төгүл
658,einst::ADV,avvallari,арай биирдэ
659,damals::ADV,ugal,оччоҕо
660,danach::ADV,so'ngra,аары
661,danach::ADV,so'ngra,ол кэнниттэн
662,vorher::ADV,avval,урут
663,zuerst::ADV,avval,маҥнай
664,einmal::ADV,bir marta,биирдэ
665,manchmal::ADV,onda-sonda,арыт
666,oft::ADV,tez-tez,чаастатык
667,immer::ADV,har vaqt,мэлдьи
668,niemals::ADV,hargiz,хаһан да
669,hier::ADV,shu erda,маныаха
670,hierhin::ADV,beri,бэттэх
671,von hier::ADV,shu erdan,мантан
672,dort::ADV,ana,онно
673,dorthin::ADV,u yerga,онно
674,geradeaus::ADV,to'g'ri,быһа
675,geradeaus::ADV,to'g'ri,быһаччы
676,vorwärts::ADV,ilgari,инники
677,rückwärts::ADV,qoloq,төттөру
678,zurück::ADV,orqada,төттөрү
679,unten::ADV,pastda,аллара
680,hinab::ADV,tubanga,аллара
681,oben::ADV,ustida,үөһэ
682,hinauf::ADV,yuqorida,өрө
683,hinauf::ADV,yuqorida,үөһэ
684,überall::ADV,har erda,бэйдиэ
685,nicht::ADV,ämas,буолбатах
686,ein wenig::ADV,biroz,кыратык
687,kaum::ADV,arang,нэһиилэ
688,sehr::ADV,ancha,бэрт
689,sehr::ADV,ancha,наһаа
690,so::ADV,shunday,оччо
691,so::ADV,shunday,оннук
692,noch::ADV,hali,өссө
693,nur::ADV,yolg'iz,эрэ
694,nur::ADV,yolg'iz,сыччах
695,schon::ADV,endi,бэлиэр
696,wieder::ADV,yana,эмиэ
697,vergebens::ADV,bekorga,таак
698,vor::PRP,burun,иннигэр
699,hinter::PRP,ketida,кэлин
700,unter::PRP,ostida,-ҕа
701,unter::PRP,ostida,оһох түгэҕэ
702,durch::PRP,bo'ylab,курдары
703,neben::PRP,yonida,аттыгар
704,zwischen::PRP,orada,ыккардынан
705,wegen::PRP,sababli,уҥуортан
706,dies::PRN,o'sha,ити
707,dies::PRN,o'sha,бу
708,das::PRN,narigi,били
709,alles::PRN,har nima,барыта
710,ich::PRN,men,мин
711,du::PRN,sen,эн
712,er::PRN,u,кнни
713,wir::PRN,biz,биһиги
714,ihr::PRN,siz,эһиги
715,sie::PRN,ular,кинилэр
716,was::FPRN,nima,туох
717,wer::FPRN,kim,ким
718,wo::FADV,qaerda,ханна
719,wohin::FADV,qayerga,ханна
720,wie::FADV,qanday,хайдах
721,warum::FADV,nega,тоҕо
722,wieviel::FNUM,qancha,төһө
723,eins::NUM,bir,биир
724,zwei::NUM,ikki,икки
725,drei::NUM,uch,үс
726,vier::NUM,to'rt,түөрт
727,fünf::NUM,besh,биэс
728,sechs::NUM,olti,алта
729,sieben::NUM,etti,сэттэ
730,acht::NUM,sakkiz,аҕыс
731,neun::NUM,to'qqiz,тоҕус
732,zehn::NUM,o'n,уон
733,elf::NUM,o'n bir,уон биир
734,zwölf::NUM,o'n ikki,уон икки
735,zwanzig::NUM,yigirma,сүүрбэ
736,dreißig::NUM,o'ttiz,отут
737,vierzig::NUM,qirq,түөрт уон
738,fünfzig::NUM,ällik,биэс уон
739,sechzig::NUM,oltmish,алта уон
740,siebzig::NUM,etmish,сэттэ уон
741,achtzig::NUM,sakson,аҕыс уон
742,neunzig::NUM,to'qson,тоҕус уонус
743,hundert::NUM,yuz,сүүс
744,tausend::NUM,ming,тыһыынча
745,und::CNJ,va,да
746,und::CNJ,va,уонна
747,und::CNJ,va,итиэннэ
748,oder::CNJ,yo,эбэтэр
749,stehen::V,turmoq,тур
750,sitzen::V,o'tirmoq,олор
751,liegen::V,yotmoq,сыт
752,hängen::V,osilmoq,санньылый
753,werden::V,bo'lmoq,буол
754,passieren::V,bo'lib o'tmoq,буол
