,Concept_ID,ba,ce
202,Gold::N,алтын,деши
203,Silber::N,көмөш,дети
204,Kohle::N,күмер,кӏора
205,Glas::N,быяла,aнгали
206,Lehm::N,балсыҡ,поппар
207,Sand::N,ҡом,гӏум
208,Mensch::N,кеше,адам
209,Mann::N,ир,майра
210,Frau::N,ҡатын,зуда
211,Kind::N,бала,бер
212,Junge::N,малай,жимха
213,Mädchen::N,ҡыҙ,жима йоӏ
214,Mädchen::N,ҡыҙыҡай,жима йоӏ
215,Familie::N,ғаилә,доьзал
216,Großvater::N,олатай,ненада
217,Großmutter::N,әбәй,денана
218,Eltern::N,ата-әсә,да-нана
219,Vater::N,атай,да
220,Mutter::N,әсә,нана
221,Sohn::N,ул,кӏант
222,Tochter::N,ҡыҙ,йоӏ
223,Bruder::N,агай,ваша
224,Schwester::N,алай,йиша
225,Schwester::N,һеңле,йиша
226,Onkel::N,ағай,деваша
227,Tante::N,апай,дейиша
228,Ehemann::N,ир,майра
229,Ehefrau::N,ҡатын,зуда
230,Freude::N,шатлыҡ,самукъа
231,Freude::N,шатлыҡ,хазахетар
232,Freude::N,ҡыуаныс,самукъа
233,Freude::N,ҡыуаныс,хазахетар
234,Gelächter::N,көлөү,белам
235,Glück::N,бәхет,ирс
236,Kummer::N,ҡайғы,бала
237,Wunsch::N,теләк,лаам
238,Lust::N,әүәҫлек,лаам
239,Geist::N,аң,са
240,Geist::N,рух,са
241,Gedanke::N,уй,ойла
242,Gedanke::N,фекер,ойла
243,Gedächtnis::N,хәтер,диццадалар
244,Verstand::N,аҡыл,хьекъал
245,Sinn::N,мәғәня,маьӏна
246,Grund::N,сәбәп,бахьана
247,Wahrheit::N,дөрөҫлөк,бакъдерг
248,Gespräch::N,әңгәмә,къамел
249,Märchen::N,әкиәт,туьйра
250,Erzählung::N,хикәйә,дийцар
251,Nachricht::N,хәбәр,хаам
252,Neuigkeit::N,яңылыҡ,керланиг
253,Name::N,исем,цӏе
254,Rätsel::N,йомаҡ,хӏетал-метал
255,Rede::N,телмәр,къамел
256,Sprache::N,тел,мотт
257,Sprache::N,телмәр,мотт
258,Stimme::N,тауыш,aз
259,Wort::N,һүҙ,дош
260,Zeichen::N,билдә,билгало
261,Ruf::N,саҡырыу,кхайкхар
262,Lärm::N,шаулау,гӏовгӏа
263,Laut::N,тауыш,аз
264,Ton::N,яңғырау,aз
265,Lied::N,йыр,илли
266,Ruhe::N,ял,тийналла
267,Ruhe::N,тыныслыҡ,тийналла
268,Leute::N,кешеләр,нах
269,Volk::N,халҡ,халкъ
270,Arbeit::N,эш,болх
271,Gast::N,ҡунаҡ,хьаша
272,Geschenk::N,бүләк,совгӏат
273,Spiel::N,уйын,ловзар
274,Gesellschaft::N,йәмғиәт,юкъаралла
275,Hilfe::N,ярҙам,гӏо
276,Freund::N,дуҫ,доттагl
277,Kamerad::N,иптәш,накъост
278,Angelegenheit::N,әш,гӏуллакх
279,Anzahl::N,һан,терахь
280,Art::N,төр,
281,Stück::N,киҫәк,юьхк
282,Teil::N,өлөш,дакъа
283,Hälfte::N,ярты,ах
284,Kreis::N,түңәрәк,го
285,Kreuz::N,тәре,жӏара
286,Linie::N,һыҙыҡ,сиз
287,Strich::N,һыҙат,сиз
288,Abstand::N,ара,юкъ
289,Entfernung::N,алыҫлыҡ,
290,Gegend::N,урын,мeттиг
291,Platz::N,арауыҡ,майда
292,Ort::N,ерҙәр,меттиг
293,Ort::N,урындар,меттиг
294,Ort::N,эш урыны,меттиг
295,Seite::N,яҡ,aгӏo
296,Mitte::N,урталыҡ,юкъ
297,Gegenstand::N,нәмә,хӏума
298,Sache::N,нәмә,хӏума
299,Sache::N,әйбер,хӏума
300,Rand::N,сит,йист
301,Kante::N,ҡабырға,йист
302,Kante::N,ян,йист
303,Ecke::N,мөйөш,са
304,Spitze::N,ос,ралла
305,Ende::N,аҙаҡ,юьхьиг
306,Loch::N,тишек,ӏуьрг
307,Winkel::N,мөйөш,са
308,Muster::N,биҙәк,дагар
309,Muster::N,биҙәк,тӏамар
310,Größe::N,ҙурлыҡ,барам
311,Länge::N,оҙонлоҡ,йохалла
312,Höhe::N,бейеклек,локхалла
313,Gewicht::N,үлсәү,йозалла
314,Menge::N,һан,дукхалла
315,Haufen::N,өйөм,сал
316,Haufen::N,өйөм,оьла
317,Reihe::N,рәт,рагӏ
318,Reihe::N,рәт,могӏа
319,Boot::N,кәмә,кема
320,Ruder::N,ишкәк,пийсиг
321,Schlitten::N,сана,салаз
322,Ski::N,саңгы,когсалаз
323,Lagerfeuer::N,костер,цӏе
324,Last::N,ауырлыҡ,дукъ
325,Gang::N,барыу,лелар
326,Schritt::N,аҙым,гӏулч
327,Norden::N,төньяҡ,къилбаседе
328,Süden::N,көньяҡ,къилбе
329,Westen::N,көнбайыш,малхбузе
330,Osten::N,көнсығыш,малхбале
331,Holz::N,үағас,дечиг
332,Brett::N,таҡта,у
333,Platte::N,плита,у
334,Stütze::N,терәк,гӏopтоp
335,Stange::N,кәртә,гӏуркх
336,Stock::N,таяҡ,ӏаса
337,Stab::N,ҡолға,гӏаж
338,Rohr::N,торба,биргӏа
339,Haus::N,өй,цӏа
340,Haus::N,йорт,цӏа
341,Heim::N,өй,кхерч
342,Ofen::N,мейес,кхерч
343,Fußboden::N,енес,цӏенкъа
344,Tisch::N,өҫтәл,шун
345,Stuhl::N,ултырғыс,гӏант
346,Wiege::N,бишек,ага
347,Bett::N,карауат,маьнга
348,Regal::N,кәштә,терхи
349,Kiste::N,йәшинк,яьшка
350,Fenster::N,тәҙрә,кор
351,Tür::N,ишек,неӏ
352,Tor::N,ҡапҡа,ков
353,Zaun::N,ҡойма,керт
354,Dach::N,түбә,тхов
355,Dach::N,ҡыйыҡ,тхов
356,Leiter::N,баҫҡыс,лами
357,Besen::N,һепертке,нуй
358,Spaten::N,көрәк,бел
359,Schaufel::N,көрәк,аьшкал
360,Gabel::N,сәнске,мӏара
361,Löffel::N,ҡалаҡ,ӏайг
362,Messer::N,бысаҡ,урс
363,Nagel::N,сөй,хьостам
364,Netz::N,ау,бой
365,Haken::N,ыргаҡ,мӏара
366,Griff::N,тотҡа,
367,Schloss::N,йоҙаҡ,чӏега
368,Bild::N,картина,сурт
369,Figur::N,һын,
370,Puppe::N,ҡурсаҡ,тайниг
371,Beutel::N,тоҡ,гали
372,Bündel::N,төргәк,кочар
373,Tasche::N,сумка,тӏоьрмиг
374,Eimer::N,биҙрә,чийлик
375,Deckel::N,ҡапҡас,негӏар
376,Geschirr::N,һауыт-һаба,пхьегӏа
377,Sack::N,тоҡ,гали
378,Tasse::N,сынаяҡ,кад
379,Topf::N,кәстрүл,яй
380,Kessel::N,ҡаҙан,яй
381,Essen::N,ашау,юург
382,Nahrung::N,аҙыҡ,кхача
383,Speise::N,аш,юург
384,Fleisch::N,ит,жижиг
385,Getreide::N,иген,буьртиг
386,Getreide::N,ашлыҡ,буьртиг
387,Brei::N,бутҡа,xудар
388,Brot::N,икмәк,бепиг
389,Brot::N,икмәк,кхаллар
390,Scheibe::N,телем,цастар
391,Fett::N,май,мохь
392,Butter::N,май,налха
393,Öl::N,май буяуы,даьтта
394,Salz::N,тоҙ,туьха
395,Suppe::N,һурпа,чорпа
396,Honig::N,бал,моз
397,Milch::N,һөт,шура
398,Tee::N,сәй,чай
399,Leder::N,күн,цӏока
400,Wolle::N,йөн,тӏapгӏa
401,Stoff::N,туҡыма,кӏади
402,Nadel::N,энә,маха
403,Faden::N,еп,тай
404,Knopf::N,төймә,нуьйда
405,Knoten::N,төйөн,шад
406,Farbe::N,буяу,сир
407,Farbe::N,буяу,басар
408,Kleidung::N,кейем,бедар
409,Hemd::N,күлдәк,коч
410,Kragen::N,яға,кач
411,Ärmel::N,ең,пхьош
412,Hose::N,салбар,хеча
413,Gürtel::N,ҡайыш,доьхка
414,Mütze::N,бүрк,куй
415,Schuh::N,туфли,мача
416,Stiefel::N,итек,этка
417,Ring::N,йөҙөк,чӏуг
418,Ring::N,балдаҡ,чӏуг
419,Band::N,таҫма,лента
420,Kamm::N,тараҡ,ехк
421,Spiegel::N,көзгө,куьзга
422,Riemen::N,ҡайыш,доьхка
423,Schnur::N,бау,муш
424,Leine::N,бау,кочатосу доьхка
425,Decke::N,одеяд,юргӏа
426,Kissen::N,мендәр,гIайба
427,Tuch::N,яулыҡ,исхар
428,Handtuch::N,таҫтамал,гата
429,Kraft::N,көс,гӏора
430,Stärke::N,көс,гӏап
431,Gesundheit::N,һаулыҡ,могашалла
432,Krankheit::N,сир,цамгар
433,Krankheit::N,ауырыу,цамгар
434,Schmerz::N,һыҙлау,лазар
435,Schmerz::N,әрнеү,лазар
436,Wunde::N,йәрәхәт,чов
437,Fieber::N,тапма,xорша
438,Fieber::N,биҙгәк,xорша
439,Arznei::N,дарыу,молха
440,Brücke::N,күпер,тӏай
441,Brunnen::N,ҡоҙоҡ,гӏу
442,Weide::N,көтөүлек,дак
443,Pfad::N,һуҡмаҡ,тача
444,Weg::N,юл,некъ
445,Straße::N,урам,урам
446,Dorf::N,ауыл,юрт
447,Stadt::N,ҡала,гӏала
448,Brief::N,хат,кехат
449,Buch::N,китап,жайна
450,Buch::N,кенәгә,жайна
451,Buchstabe::N,хәреф,элп
452,Zeitung::N,гәзит,газет
453,Leben::N,йәшәү,дахар
454,Tod::N,үлем,далар
455,Tod::N,үлем,ӏожалла
456,Grab::N,ҡәбер,каш
457,Kirche::N,сиркәү,килс
458,Sünde::N,гөнаһ,къа
459,Gott::N,алла,дела
460,Gott::N,хоҙай,дела
461,Arbeiter::N,эшсе,белхало
462,Chef::N,башлыҡ,хьаькам
463,Meister::N,оҫта,говзанча
464,Arzt::N,врач,лор
465,Lehrer::N,уҡытыусы,хьехархо
466,Geld::N,аҡса,aхча
467,Geschäft::N,эш,туька
468,Laden::N,магазин,туька
469,Preis::N,хаҡ,мах
470,Ware::N,тауар,хlума
471,Nutzen::N,файҙа,пайда
472,Reichtum::N,байлыҡ,хьал
473,Welt::N,донъя,дуьне
474,Land::N,ил,мохк
475,Staat::N,дәүләт,пачхьалкх
476,König::N,король,паччахь
477,Macht::N,власть,ӏедал
478,Grenze::N,сик,доза
479,Krieg::N,һуғыш,тӏом
480,Feind::N,йылан,мостагӏ
481,Gewalt::N,көслөк,гӏело
482,Kampf::N,көрәш,къийсам
483,Bogen[Waffe]::N,йәйә,
484,Pfeil::N,уҡ,пха
485,Gewehr::N,мылтыҡ,топ
486,Fehler::N,хата,гӏалат
487,Lüge::N,ялған,аьшпаш
488,Schaden::N,зыян,зен
489,Schaden::N,зарар,зен
490,Unglück::N,ҡаза,бала
491,Schuld::N,ғәйеп,бехк
492,Alter::N,йәш,хан
493,Schluss::N,һуң,чакхе
494,Schluss::N,аҙаҡ,чакхе
495,Zeit::N,мәл,хан
496,Zeit::N,заман,хан
497,Tag::N,көн,де
498,Morgen::N,иртә,ӏуьйре
499,Morgen::N,иртәнсәк,ӏуьйре
500,Mittag::N,төш,делкъе
501,Abend::N,кис,суьйре
502,Nacht::N,төн,буьйса
503,Woche::N,аҙна,кӏира
504,Monat::N,ай,бутт
505,Jahr::N,йыл,шо
506,Frühling::N,яҙ,бӏаьсте
507,Sommer::N,йәй,аьхке
508,Herbst::N,көз,гуьйре
509,Winter::N,ҡыш,ӏа
510,Januar::N,ғинуар,январь
511,Februar::N,февраль,февраль
512,März::N,март,март
513,April::N,апрель,апрель
514,Mai::N,май,май
515,Juni::N,июнь,июнь
516,Juli::N,июль,июль
517,August::N,август,август
518,September::N,сентябрь,сентябрь
519,Oktober::N,октябрь,октябрь
520,November::N,ноябрь,ноябрь
521,Dezember::N,декабрь,декабрь
522,Montag::N,дүшәмбе,оршот
523,Dienstag::N,шишәмбе,шинара
524,Mittwoch::N,шаршамбы,кхаара
525,Donnerstag::N,кесаҙна,еара
526,Freitag::N,йома,пӏераска
527,Samstag::N,шәмбе,шот
528,Sonntag::N,йәкшәмбе,кӏиранде
529,groß::A,ҙур,доккха
530,klein::A,бәләкәс,кегий
531,lang::A,оҙон,еха
532,kurz::A,ҡыҫҡа,доца
533,breit::A,киң,шуьйра
534,schmal::A,тар,готта
535,dicht::A,йыш,луьста
536,dicht::A,ҡуйы,луьста
537,dick[Gegenstand]::A,ҡалын,стомма
538,dünn::A,йоҡа,дуткъа
539,dünn::A,нәҙек,дуткъа
540,fein::A,нескә,ховха
541,fest::A,ныҡ,чӏогӏа
542,flach::A,яҫы,чӏапа
543,flach::A,ялпаҡ,чӏапа
544,glatt::A,шыма,шера
545,hart::A,ҡаты,чӏогӏa
546,weich::A,йомшаҡ,кӏеда
547,rund::A,түңәрәк,горга
548,spitz::A,осло түбәле,ира
549,scharf::A,үткер,ира
550,stumpf::A,утмәҫ,аьртa
551,schwer::A,ауыр,деза
552,schön::A,матур,хаза
553,heiß::A,эҫе,довха
554,warm::A,йылы,довха
555,kalt::A,һыуыҡ,шийла
556,kühl::A,һалҡынса,шийла
557,frisch::A,һалҡынса,керла
558,feucht::A,еүеш,тӏуьна
559,feucht::A,дымлы,тӏуьна
560,nass::A,еүеш,тӏеда
561,trocken::A,кипкән,eкъа
562,voll::A,тулы,дуьзна
563,leer::A,буш,яьсса
564,offen::A,асыҡ,диллина
565,geschlossen::A,ябыҡ,дӏакъевлина
566,geschlossen::A,ябыҡ,дӏачӏагӏдина
567,sauber::A,таҙа,цӏена
568,schmutzig::A,бысраҡ,боьха
569,roh::A,сей,буьйда
570,reif::A,өлгөрғән,хилла
571,lecker::A,тәмле,чоме
572,süß::A,тямле,мерза
573,süß::A,тәм-том,мерза
574,bitter::A,әсе,къаьхьа
575,sauer::A,әсе,муьста
576,hell::A,яҡты,сирла
577,dunkel::A,ҡараңғы,бодане
578,schwarz::A,ҡара,ӏаьржа
579,weiß::A,аҡ,кӏайн
580,rot::A,матур,цӏен
581,rot::A,һылыу,цӏен
582,rot::A,сибәр,цӏен
583,gelb::A,һары,можа
584,blau::A,күк,сийна
585,grün::A,йәшел,баьццара
586,grau::A,буҙ,cира
587,grau::A,буҙ,мокха
588,bunt::A,сыбар,къорза
589,bunt::A,ала-ҡола,къорза
590,billig::A,арзан,дораха
591,teuer::A,ҡыйбатлы,деза
592,wertvoll::A,ҡиммәтле,мехала
593,blind::A,һуҡыр,бӏаьрзе
594,taub::A,һаңғырау,къора
595,kräftig::A,көслө,нуьцкъала
596,kräftig::A,ҡеүәтле,нуьцкъала
597,stark::A,көслө,зоьртала
598,stark::A,көслө,нуьцкъала
599,stark::A,ҡеүәтле,зоьртала
600,stark::A,ҡеүәтле,нуьцкъала
601,schwach::A,көсһөҙ,гӏорасиза
602,fett::A,һимеҙ,дерстана
603,schlank::A,зифа,куц долу
604,hübsch::A,матур,хаза
605,böse::A,асыулы,вон
606,dumm::A,иҫәр,сонта
607,faul::A,иренсәк,мало ен
608,fleißig::A,тырыш,тӏера
609,geizig::A,һаран,пис
610,geizig::A,һаран,сутара
611,klug::A,аҡыллы,хьекъале
612,geschickt::A,оҫта,тӏахъаьлла
613,lieb::A,яғымлы,хьоме
614,lustig::A,күңелле,самукъане
615,sanft::A,йыуаш,кlеда
616,hungrig::A,ас,меца
617,krank::A,сирле,цомгуш долу
618,krank::A,ауырыу,цомгуш долу
619,nackt::A,яланғас,дерзана
620,traurig::A,яманһыу,самукъане воцу
621,lebendig::A,тере,дийна
622,lebendig::A,йәнле,дийна
623,gut::A,яҡшы,дика
624,schlecht::A,хөрт,вон
625,schlecht::A,алама,вон
626,richtig::A,дөрөҫ,нийса
627,schlimm::A,хөрт,вон
628,schlimm::A,алама,вон
629,wahr::A,дөрөҫ,бакъдолу
630,alt::A,иҫке,къена
631,alt::A,боронғо,къена
632,neu::A,яңы,керла
633,ehemalig::A,элекке,хилла
634,alt[Lebewesen]::A,ҡарт,къена
635,jung::A,йәш,къона
636,arm::A,фәҡир,къен
637,reich::A,бай,хьоле
638,bekannt::A,таныш,девзаш долу
639,berühmt::A,атаҡлы,цӏеяхана
640,berühmt::A,данлыҡлы,цӏеяхана
641,fremd::A,ят,нехан
642,fremd::A,сит,нехан
643,verschieden::A,төрлө,тайп-тайпанара
644,nah::A,яҡын,гергара
645,fern::A,алыҫ,гена
646,fern::A,алыҫ,генара
647,fern::A,йыраҡ,гена
648,fern::A,йыраҡ,генара
649,linker::A,һул,аьрру
650,rechter::A,уң,аьтту
651,anderer::A,бутән,кхин
652,erster::A,тәүге,хьалхара
653,zweiter::A,икенсе,шолгIа
654,dritter::A,өсөнсө,кхоалгӏа
655,letzter::A,һуңғы,тӏаьххьара
656,allein::ADV,бер үҙе,цхьаъ
657,allein::ADV,яңғыҙ,цхьаъ
658,auf einmal::ADV,бер юлы,цу сохьтта
659,zusammen::ADV,бергә,цхьана
660,lange::ADV,оҙаҡ,дукха
661,plötzlich::ADV,ҡапыл,цIеххьана
662,sofort::ADV,шунда уҡ,цу сохьтта
663,später::ADV,һуңыраҡ,тӏаьхьо
664,jetzt::ADV,хәҙер,хӏинца
665,heute::ADV,бөгөн,тахана
666,morgen::ADV,иртәгә,кхана
667,bald::ADV,тиҙҙән,кеста
668,dann::ADV,һуңынан,тӏаккха
669,gestern::ADV,кисә,селхана
670,einst::ADV,ҡасандыр,цкъа
671,einst::ADV,бер баҡыт,цкъа
672,damals::ADV,ул саҡта,хӏетахьь
673,danach::ADV,һуңынан,тӏаккха
674,vorher::ADV,элек,хьалхa
675,zuerst::ADV,башта,хьалха
676,einmal::ADV,бер,цкъа
677,manchmal::ADV,ҡайһы берҙә,цкъаццкъа
678,oft::ADV,йыш,кест-кеста
679,immer::ADV,һәр ҡасан,даим
680,niemals::ADV,бер ҡасан да,цкъа а
681,niemals::ADV,бер ваҡытта ла,цкъа а
682,hier::ADV,бында,кхузахь
683,hierhin::ADV,бында,кхуза
684,von hier::ADV,бынан,кхузара
685,von hier::ADV,ошонан,кхузара
686,dort::ADV,шунда,цигахь
687,dort::ADV,тегендә,цигахь
688,dorthin::ADV,шунда,цига
689,dorthin::ADV,тегеләй,цига
690,geradeaus::ADV,тура,нийса дӏа
691,vorwärts::ADV,алға,хьалха
692,rückwärts::ADV,кирегә,юха
693,zurück::ADV,кирегә,юха
694,unten::ADV,түбәндә,лахахь
695,hinab::ADV,түбәнгә,охьа
696,oben::ADV,юғарыла,лакхахь
697,hinauf::ADV,юғарыға,хьала
698,überall::ADV,бөтә урында,массанхьа
699,nicht::ADV,тугел,ца
700,ein wenig::ADV,аҙ,кӏеззиг
701,kaum::ADV,көскә,халла
702,kaum::ADV,саҡ-саҡ,халла
703,sehr::ADV,ифат,вуно
704,so::ADV,шулай,
705,noch::ADV,йәнә,кхин
706,nur::ADV,бары,бен ...ца
707,schon::ADV,инде,хӏинцале
708,wieder::ADV,тағы,юха а
709,vergebens::ADV,бушҡа,эрна
710,vor::PRP,алдында,хьалха
711,hinter::PRP,артында,тӏехьа
712,unter::PRP,аҫтында,кIелахь
713,durch::PRP,үтә,чекх
714,neben::PRP,эргәһендә,юххе
715,zwischen::PRP,араһында,юккъехь
716,wegen::PRP,өсөн,дуьхьа
717,wegen::PRP,сәбәпле,дуьхьа
718,dies::PRN,был,и
719,dies::PRN,был,иза
720,dies::PRN,ошо,и
721,dies::PRN,ошо,иза
722,das::PRN,ул,и
723,das::PRN,ул,иза
724,alles::PRN,бөтә,дерриг
725,ich::PRN,мин,cо
726,du::PRN,һин,хьо
727,er::PRN,ул,и
728,er::PRN,ул,иза
729,wir::PRN,беҙ,тхо
730,wir::PRN,беҙ,вай
731,ihr::PRN,һеҙ,шу
732,sie::PRN,улар,уьш
733,was::FPRN,ә,хӏун
734,was::FPRN,ни,хӏун
735,was::FPRN,нәмә,хӏун
736,wer::FPRN,ҡем,мила
737,wo::FADV,ҡайҙа,мичaхь
738,wohin::FADV,ҡайҙа,мича
739,wie::FADV,инидәй,муха
740,warum::FADV,ин өсөн,хӏунда
741,wieviel::FNUM,күпме,мел
742,wieviel::FNUM,күпме,маса
743,eins::NUM,бер,цхьаъ
744,zwei::NUM,ике,шиъ
745,zwei::NUM,икәү,шиъ
746,drei::NUM,өс,кхоъ
