,Concept_ID,fi,az
77,Boden::N,maaperä,yer
78,Boden::N,maaperä,zəmin
79,Erde::N,maa,yer torpaq
80,Staub::N,pöly,toz
81,Rauch::N,savu,tüstü
82,Funke::N,kipinä,qığılcım
83,Feuer::N,tuli,od
84,Licht::N,valo,işıq
85,Schatten::N,varjo,kölgə
86,Wetter::N,sää,hava
87,Nebel::N,sumu,duman
88,Wolke::N,pilvi,bulud
89,Regen::N,sade,yağış
90,Regen::N,sade,yağmur
91,Schnee::N,lumi,qar
92,Eis::N,jää,buz
93,Frost::N,halla,ayaz
94,Frost::N,pakkanen,ayaz
95,Kälte::N,vilu,soyuq
96,Kälte::N,kylmyys,soyuq
97,Hitze::N,helle,coşğunluq
98,Hitze::N,kuumuus,coşğunluq
99,Raureif::N,huurre,qırov
100,Regenbogen::N,sateenkaari,göy qurşağı
101,Donner::N,jyrinä,göy gurultusu
102,Strömung::N,virtaus,axın
103,Tropfen::N,tippa,damcı
104,Tropfen::N,pisara,damcı
105,Schaum::N,vaahto,köpük
106,Schmutz::N,loka,çamır
107,See::N,järvi,göl
108,Sumpf::N,suo,bataqlıq
109,Moor::N,räme,bataqlıq
110,Wiese::N,niitty,çəmən
111,Wald::N,metsä,meşə
112,Hügel::N,mäki,təpə
113,Hügel::N,kumpu,təpə
114,Hügel::N,kukkula,təpə
115,Anhöhe::N,mäki,təpə
116,Anhöhe::N,kumpare,təpə
117,Berg::N,mäki,dağ
118,Berg::N,vuori,dağ
119,Gipfel::N,laki,zirvə
120,Gipfel::N,huippu,zirvə
121,Höhle::N,luola,mağara
122,Abhang::N,rinne,yamac
123,Quelle::N,lähde,bulaq
124,Bach::N,puro,kiçik çay
125,Fluss::N,joki,çay
126,Ufer::N,ranta,kənar
127,Küste::N,rannikko,sahil
128,Festland::N,manner,materik
129,Meer::N,meri,dəniz
130,Bucht::N,lahti,körfəz
131,Insel::N,saari,ada
132,Blume::N,kukka,çiçək
133,Gras::N,ruoho,ot
134,Wurzel::N,juuri,kök
135,Baum::N,puu,ağac
136,Stamm::N,runko,gövdə
137,Rinde::N,kuori,qabıq
138,Rinde::N,parkki,qabıq
139,Ast::N,oksa,şax
140,Zweig::N,haara,budaq
141,Blatt::N,lehti,yarpaq
142,Birke::N,koivu,tozağacı
143,Kiefer[Baum]::N,mänty,şam
144,Kiefer[Baum]::N,petäjä,şam
145,Weide[Baum]::N,paju,söyüd
146,Tanne::N,kuusi,küknar
147,Horn::N,sarvi,buynuz
148,Feder::N,sulka,tük
149,Feder::N,sulka,lələk
150,Feder::N,höyhen,tük
151,Feder::N,höyhen,lələk
152,Fell::N,talja,xəz
153,Flügel::N,siipi,qanad
154,Klaue::N,kynsi,pəncə
155,Kralle::N,kynsi,dırnaq
156,Schwanz::N,häntä,quyruq
157,Schwanz::N,pyrstö,quyruq
158,Ei::N,muna,yumurta
159,Nest::N,pesä,yuva
160,Bau::N,pesä,yuva
161,Tier::N,eläin,heyvan
162,Herde::N,lauma,sürü
163,Kuh::N,lehmä,inək
164,Bulle::N,sonni,öküz
165,Pferd::N,hevonen,at
166,Schaf::N,lammas,qoyun
167,Schwein::N,sika,donuz
168,Hund::N,koira,it
169,Hund::N,koira,köpək
170,Katze::N,kissa,pişik
171,Bär::N,karhu,ayı
172,Eichhörnchen::N,orava,dələ
173,Elch::N,hirvi,sığın
174,Fuchs::N,kettu,tülkü
175,Hase::N,jänis,dovşan
176,Maus::N,hiiri,siçan
177,Wolf::N,susi,qurd
178,Vogel::N,lintu,quş
179,Schwarm::N,parvi,sürü
180,Huhn::N,kana,toyuq
181,Hahn::N,kukko,xoruz
182,Gans::N,hanhi,qaz
183,Adler::N,kotka,qartal
184,Adler::N,kotka,qaraquş
185,Ente::N,ankka,ördək
186,Eule::N,pöllö,bayquş
187,Kranich::N,kurki,durna
188,Krähe::N,varis,qarğa
189,Kuckuck::N,käki,ququ
190,Schwan::N,joutsen,qu quşu
191,Fisch::N,kala,balıq
192,Barsch::N,ahven,tar
193,Hecht::N,hauki,durnabalığı
194,Schlange[Tier]::N,käärme,ilan
195,Wurm::N,mato,qurd
196,Spinne::N,hämähäkki,hörümçək
197,Ameise::N,muurahainen,qarışqa
198,Laus::N,täi,bit
199,Mücke::N,sääski,ağcaqanad
200,Mücke::N,hyttynen,ağcaqanad
201,Fliege::N,kärpänen,milçək
202,Schmetterling::N,perhonen,kəpənək
203,Beere::N,marja,gilə
204,Apfel::N,omena,alma
205,Pilz::N,sieni,göbələk
206,Zwiebel::N,sipuli,soğan
207,Saat::N,siemenet,əkin
208,Korn::N,jyvä,taxıl
209,Korn::N,vilja,taxıl
210,Heu::N,heinä,quru ot
211,Schale::N,kuori,qabıq
212,Grube::N,kuoppa,çuxur
213,Falle::N,loukku,tələ
214,Falle::N,loukku,duzaq
215,Schlinge::N,ansa,ilmək
216,Spur::N,jälki,iz
217,Asche::N,tuhka,kül
218,Dreck::N,lika,kir
219,Eisen::N,rauta,dəmir
220,Gold::N,kulta,altun
221,Silber::N,hopea,gümüş
222,Kohle::N,hiili,kömür
223,Glas::N,lasi,şüşə
224,Lehm::N,savi,gil
225,Lehm::N,savi,palçıq
226,Sand::N,hiekka,qum
227,Mensch::N,ihminen,adam
228,Mensch::N,ihminen,insan
229,Mann::N,mies,kişi
230,Frau::N,nainen,qadın
231,Kind::N,lapsi,uşaq
232,Junge::N,poika,oğlan
233,Mädchen::N,tyttö,qız
234,Familie::N,perhe,ailə
235,Großvater::N,isoisä,baba
236,Großmutter::N,isoäiti,nənə
237,Eltern::N,vanhemmat,valideyn
238,Vater::N,isä,ata
239,Mutter::N,äiti,ana
240,Sohn::N,poika,oğul
241,Tochter::N,tytär,qız
242,Bruder::N,veli,qardaş
243,Schwester::N,sisko,bacı
244,Onkel::N,eno,əmi
245,Onkel::N,eno,dayı
246,Onkel::N,setä,əmi
247,Onkel::N,setä,dayı
248,Tante::N,täti,bibi
249,Ehemann::N,mies,ər
250,Ehemann::N,aviomies,ər
251,Ehefrau::N,vaimo,arvad
252,Ehefrau::N,aviovaimo,arvad
253,Freude::N,ilo,nəşə
254,Freude::N,ilo,sevinc
255,Freude::N,riemu,nəşə
256,Freude::N,riemu,sevinc
257,Gelächter::N,nauru,gülüş
258,Gelächter::N,nauru,qəhqəhə
259,Glück::N,onni,səadət
260,Glück::N,onni,xoşbəxtlik
261,Kummer::N,suru,qəm
262,Kummer::N,suru,kədər
263,Kummer::N,murhe,qəm
264,Kummer::N,murhe,kədər
265,Wunsch::N,toive,arzu
266,Wunsch::N,toivomus,arzu
267,Lust::N,himo,həvəs
268,Geist::N,henki,ruh
269,Gedanke::N,aate,fikir
270,Gedanke::N,aate,düşüncə
271,Gedanke::N,ajatus,fikir
272,Gedanke::N,ajatus,düşüncə
273,Gedächtnis::N,muisti,xatir
274,Gedächtnis::N,muisti,hafizə
275,Verstand::N,äly,ağıl
276,Verstand::N,järki,ağıl
277,Verstand::N,ymmärrys,ağıl
278,Sinn::N,merkitys,məna
279,Grund::N,syy,səbəb
280,Grund::N,peruste,səbəb
281,Wahrheit::N,tosi,haqq
282,Wahrheit::N,tosi,doğruluq
283,Wahrheit::N,totuus,haqq
284,Wahrheit::N,totuus,doğruluq
285,Gespräch::N,puhelu,söhbət
286,Gespräch::N,puhelu,qonuşma
287,Gespräch::N,keskustelu,söhbət
288,Gespräch::N,keskustelu,qonuşma
289,Märchen::N,satu,nağıl
290,Erzählung::N,tarina,hekayə
291,Erzählung::N,kertomus,hekayə
292,Nachricht::N,tieto,xəbər
293,Nachricht::N,ilmoitus,xəbər
294,Neuigkeit::N,uutinen,xəbər
295,Neuigkeit::N,uutinen,yenilik
296,Name::N,nimi,ad
297,Rätsel::N,arvoitus,tapmaca
298,Rede::N,puhe,nitq
299,Sprache::N,kieli,dil
300,Stimme::N,ääni,səs
301,Wort::N,sana,söz
302,Wort::N,sana,kəlmə
303,Zeichen::N,merkki,nişan
304,Ruf::N,kutsu,çığırtı
305,Lärm::N,melu,gurultu
306,Lärm::N,hälinä,gurultu
307,Laut::N,ääni,səs
308,Ton::N,sävel,ton
309,Lied::N,laulu,mahnı
310,Ruhe::N,lepo,sakitlik
311,Ruhe::N,rauha,sakitlik
312,Leute::N,väki,xalq
313,Leute::N,ihmiset,xalq
314,Volk::N,kansa,millət
315,Arbeit::N,työ,iş
316,Arbeit::N,työ,əmək
317,Gast::N,vieras,qonaq
318,Gast::N,vieras,müsafir
319,Geschenk::N,lahja,hədiyyə
320,Spiel::N,peli,oyun
321,Spiel::N,peli,tamaşa
322,Spiel::N,leikki,oyun
323,Spiel::N,leikki,tamaşa
324,Gesellschaft::N,seura,cəmiyyet
325,Hilfe::N,apu,kömək
326,Hilfe::N,apu,yardım
327,Freund::N,ystävä,dost
328,Kamerad::N,toveri,yoldaş
329,Angelegenheit::N,asia,iş
330,Anzahl::N,lukumäärä,say
331,Art::N,laji,çeşid
332,Stück::N,pala,dənə
333,Stück::N,pala,parça
334,Stück::N,kappale,dənə
335,Stück::N,kappale,parça
336,Teil::N,osa,qisim
337,Hälfte::N,puoli,yarım
338,Kreis::N,ympyrä,dairə
339,Kreuz::N,risti,xaç
340,Linie::N,viiva,xətt
341,Strich::N,piirto,cızıq
342,Abstand::N,väli,məsafə
343,Abstand::N,väljyys,məsafə
344,Entfernung::N,etäisyys,məsafə
345,Entfernung::N,etäisyys,uzaqlıq
346,Gegend::N,seutu,bölgə
347,Platz::N,tila,yer
348,Ort::N,kohta,yer
349,Ort::N,paikka,yer
350,Seite::N,sivu,yan
351,Seite::N,sivu,tərəf
352,Seite::N,kylki,yan
353,Seite::N,kylki,tərəf
354,Mitte::N,keskus,orta
355,Mitte::N,puoliväli,orta
356,Gegenstand::N,kalu,şey
357,Gegenstand::N,esine,şey
358,Sache::N,asia,şey
359,Rand::N,ääri,kənar
360,Rand::N,syrjä,kənar
361,Kante::N,särmä,tiyə
362,Kante::N,särmä,kənar
363,Ecke::N,nurkka,bucaq
364,Spitze::N,terä,uc
365,Spitze::N,kärki,uc
366,Ende::N,pää,son
367,Ende::N,pää,axır
368,Ende::N,perä,son
369,Ende::N,perä,axır
370,Loch::N,kolo,deşik
371,Loch::N,reikä,deşik
372,Winkel::N,kulma,guşə
373,Muster::N,kuvio,ülgü
374,Größe::N,koko,böyüklük
375,Größe::N,suuruus,böyüklük
376,Länge::N,pituus,uzunluq
377,Höhe::N,korkeus,yüksəklik
378,Gewicht::N,paino,çəki
379,Gewicht::N,paino,ağırlıq
380,Menge::N,määrä,miqdar
381,Haufen::N,kasa,yığın
382,Reihe::N,rivi,səf
383,Reihe::N,rivi,sıra
384,Boot::N,vene,qayıq
385,Ruder::N,airo,kürək
386,Schlitten::N,reki,kirşə
387,Schlitten::N,kelkka,kirşə
388,Ski::N,suksi,xizək
389,Lagerfeuer::N,nuotio,düşərgə tonqalı
390,Last::N,kuorma,yük
391,Gang::N,kulku,yeriş
392,Gang::N,käynti,yeriş
393,Schritt::N,askel,addım
394,Norden::N,pohjoinen,şimal
395,Süden::N,etelä,cənub
396,Westen::N,länsi,qərb
397,Osten::N,itä,şərq
398,Holz::N,puu,ağac
399,Holz::N,puu,taxta
400,Brett::N,lauta,taxta
401,Platte::N,levy,lövhə
402,Stütze::N,noja,dayaq
403,Stütze::N,noja,dəstək
404,Stange::N,tanko,şüvül
405,Stock::N,keppi,dəyənək
406,Stab::N,sauva,əsa
407,Stab::N,sauva,şüvül
408,Stab::N,seiväs,əsa
409,Stab::N,seiväs,şüvül
410,Rohr::N,putki,boru
411,Rohr::N,putki,truba
412,Haus::N,talo,ev
413,Heim::N,koti,ev
414,Ofen::N,uuni,peç
415,Ofen::N,uuni,soba
416,Fußboden::N,lattia,döşəmə
417,Tisch::N,pöytä,masa
418,Stuhl::N,tuoli,stul
419,Wiege::N,kehto,beşik
420,Bett::N,sänky,yataq
421,Regal::N,hylly,rəf
422,Kiste::N,arkku,yeşik
423,Kiste::N,arkku,sandıq
424,Kiste::N,kirstu,yeşik
425,Kiste::N,kirstu,sandıq
426,Kiste::N,laatikko,yeşik
427,Kiste::N,laatikko,sandıq
428,Fenster::N,ikkuna,pəncərə
429,Tür::N,ovi,qapı
430,Tor::N,portti,darvaza
431,Zaun::N,aita,çəpər
432,Dach::N,katto,dam
433,Leiter::N,tikkaat,nərdivan
434,Leiter::N,tikapuut,nərdivan
435,Besen::N,luuta,süpürgə
436,Spaten::N,lapio,kürək
437,Schaufel::N,lapio,kürək
438,Gabel::N,haarukka,çəngəl
439,Löffel::N,lusikka,qaşıq
440,Messer::N,veitsi,bıçaq
441,Nagel::N,naula,mıx
442,Netz::N,verkko,tor
443,Haken::N,haka,çəngəl
444,Haken::N,koukku,çəngəl
445,Griff::N,ripa,qulp
446,Griff::N,ripa,tutacaq
447,Griff::N,kahva,qulp
448,Griff::N,kahva,tutacaq
449,Schloss::N,lukko,qıfıl
450,Bild::N,kuva,rəsm
451,Figur::N,kuvio,şəkil
452,Figur::N,kuvio,heykəl
453,Puppe::N,nukke,kukla
454,Puppe::N,nukke,gəlincik
455,Beutel::N,pussi,kisə
456,Beutel::N,pussi,torba
457,Bündel::N,nippu,bağlama
458,Bündel::N,kimppu,bağlama
459,Tasche::N,laukku,çanta
460,Eimer::N,sanko,vedrə
461,Eimer::N,sanko,çəllək
462,Eimer::N,ämpäri,vedrə
463,Eimer::N,ämpäri,çəllək
464,Deckel::N,kansi,qapaq
465,Geschirr::N,astia,qab-qazan
466,Sack::N,säkki,çuval
467,Tasse::N,kuppi,fincan
468,Topf::N,pata,qazan
469,Kessel::N,kattila,qazan
470,Essen::N,syönti,yemək
471,Nahrung::N,ruoka,qida
472,Nahrung::N,ravinto,qida
473,Speise::N,ruoka,xörək
474,Fleisch::N,liha,ət
475,Getreide::N,vilja,taxıl
476,Brei::N,puuro,aş
477,Brei::N,puuro,sıyıq
478,Brot::N,leipä,çörək
479,Scheibe::N,viipale,dilim
480,Fett::N,rasva,yağ
481,Butter::N,voi,kərə yağı
482,Öl::N,öljy,yağ
483,Salz::N,suola,duz
484,Suppe::N,keitto,şorba
485,Honig::N,hunaja,bal
486,Milch::N,maito,süd
487,Tee::N,tee,çay
488,Leder::N,nahka,dəri
489,Wolle::N,villa,yun
490,Stoff::N,kangas,qumaş
491,Nadel::N,neula,iynə
492,Faden::N,lanka,sap
493,Knopf::N,nappi,düymə
494,Knoten::N,solmu,düyün
495,Farbe::N,maali,boya
496,Kleidung::N,vaatteet,geyim
497,Hemd::N,paita,köynək
498,Kragen::N,kaulus,yaxa
499,Ärmel::N,hiha,qol
500,Hose::N,housut,şalvar
501,Gürtel::N,vyö,kəmər
502,Mütze::N,lakki,şapka
503,Schuh::N,kenkä,tufli
504,Schuh::N,kenkä,ayaqqabı
505,Stiefel::N,saapas,çəkmə
506,Ring::N,sormus,üzük
507,Band::N,nauha,lent
508,Kamm::N,kampa,daraq
509,Spiegel::N,peili,güzgü
510,Riemen::N,hihna,qayış
511,Schnur::N,naru,ip
512,Schnur::N,nuora,ip
513,Leine::N,talutushihna,kəmsik
514,Decke::N,peite,ədyal
515,Decke::N,peite,yorğan
516,Kissen::N,tyyny,yastıq
517,Kissen::N,pielus,yastıq
518,Tuch::N,huivi,şarf
519,Tuch::N,huivi,kaşne
520,Handtuch::N,pyyheliina,dəsmal
521,Kraft::N,väki,güc
522,Kraft::N,voima,güc
523,Stärke::N,vahvuus,qüvvət
524,Gesundheit::N,terveys,sağlamlıq
525,Krankheit::N,tauti,xəstəlik
526,Krankheit::N,sairaus,xəstəlik
527,Schmerz::N,kipu,ağrı
528,Schmerz::N,kipu,sancı
529,Schmerz::N,särky,ağrı
530,Schmerz::N,särky,sancı
531,Wunde::N,haava,yara
532,Fieber::N,kuume,isitmə
533,Fieber::N,kuume,qızdırma
534,Arznei::N,lääke,ilaç
535,Arznei::N,lääke,dərman
536,Brücke::N,silta,körpü
537,Brunnen::N,kaivo,quyu
538,Weide::N,laidun,otlaq
539,Pfad::N,polku,cığır
540,Weg::N,tie,yol
541,Straße::N,katu,küçə
542,Dorf::N,kylä,kənd
543,Stadt::N,kaupunki,şəhər
544,Brief::N,kirje,məktub
545,Buch::N,kirja,kitab
546,Buchstabe::N,kirjain,hərf
547,Zeitung::N,lehti,qəzet
548,Zeitung::N,sanomalehti,qəzet
549,Leben::N,elo,həyat
550,Leben::N,elämä,həyat
551,Tod::N,kuolema,ölüm
552,Grab::N,hauta,qəbir
553,Kirche::N,kirkko,kilsə
554,Sünde::N,synti,günah
555,Gott::N,jumala,tanrı
556,Arbeiter::N,työläinen,işçi
557,Chef::N,päällikkö,şef
558,Chef::N,päällikkö,rəis
559,Meister::N,mestari,usta
560,Arzt::N,lääkäri,həkim
561,Arzt::N,lääkäri,doktor
562,Lehrer::N,opettaja,müəllim
563,Geld::N,raha,pul
564,Geschäft::N,liike,ticarət
565,Laden::N,puoti,dükan
566,Laden::N,kauppa,dükan
567,Preis::N,hinta,qiymət
568,Ware::N,tavara,mal
569,Nutzen::N,hyöty,fayda
570,Reichtum::N,rikkaus,zənginlik
571,Welt::N,maailma,aləm
572,Welt::N,maailma,dünya
573,Land::N,maa,ölkə
574,Staat::N,valtio,dövlət
575,König::N,kuningas,kral
576,König::N,kuningas,məlik
577,Macht::N,mahti,qüdrət
578,Grenze::N,raja,hüdud
579,Grenze::N,raja,sərhət
580,Krieg::N,sota,hərb
581,Krieg::N,sota,müharibə
582,Feind::N,vihollinen,düşmən
583,Gewalt::N,väkivalta,cəbr
584,Kampf::N,taistelu,savaş
585,Bogen[Waffe]::N,jousi,yay
586,Pfeil::N,nuoli,ox
587,Gewehr::N,kivääri,tüfəng
588,Fehler::N,vika,xəta
589,Fehler::N,virhe,xəta
590,Lüge::N,valhe,yalan
591,Schaden::N,vaurio,ziyan
592,Schaden::N,vahinko,ziyan
593,Unglück::N,vahinko,bəla
594,Unglück::N,onnettomuus,bəla
595,Schuld::N,syy,təqsir
596,Alter::N,ikä,yaş
597,Schluss::N,loppu,son
598,Zeit::N,aika,vaxt
599,Zeit::N,aika,zaman
600,Tag::N,päivä,gün
601,Morgen::N,aamu,sabah
602,Morgen::N,huomen,sabah
603,Mittag::N,keskipäivä,günorta
604,Abend::N,ilta,axşam
605,Nacht::N,yö,gecə
606,Woche::N,viikko,həftə
607,Monat::N,kuukausi,ay
608,Jahr::N,vuosi,il
609,Frühling::N,kevät,yaz
610,Frühling::N,kevät,bahar
611,Sommer::N,kesä,yay
612,Herbst::N,syksy,payız
613,Winter::N,talvi,qış
614,Januar::N,tammikuu,Janvar
615,Februar::N,helmikuu,Fevral
616,März::N,maaliskuu,Mart
617,April::N,huhtikuu,Aprel
618,Mai::N,toukokuu,May
619,Juni::N,kesäkuu,İyun
620,Juli::N,heinäkuu,İyul
621,August::N,elokuu,Avqust
622,September::N,syyskuu,Sentyabr
623,Oktober::N,lokakuu,Oktyabr
624,November::N,marraskuu,Noyabr
625,Dezember::N,joulukuu,Dekabr
626,Montag::N,maanantai,bazar ertəsi
627,Dienstag::N,tiistai,çərşənbə axşamı
628,Mittwoch::N,keskiviikko,çərşənbə
629,Donnerstag::N,torstai,cüme axşamı
630,Freitag::N,perjantai,cüme
631,Samstag::N,lauantai,şənbə
632,Sonntag::N,sunnuntai,bazar
633,groß::A,iso,böyük
634,groß::A,suuri,böyük
635,klein::A,pieni,kiçik
636,lang::A,pitkä,uzun
637,kurz::A,lyhyt,qısa
638,breit::A,leveä,enli
639,breit::A,leveä,geniş
640,schmal::A,kapea,dar
641,dicht::A,taaja,sıx
642,dick[Gegenstand]::A,paksu,qalın
643,dünn::A,ohut,nazik
644,fein::A,hieno,incə
645,fest::A,luja,bərk
646,fest::A,luja,möhkəm
647,flach::A,litteä,düz
648,flach::A,tasainen,düz
649,glatt::A,sileä,hamar
650,glatt::A,siloinen,hamar
651,hart::A,kova,sərt
652,weich::A,pehmeä,yumşaq
653,rund::A,pyöreä,yuvarlaq
654,spitz::A,terävä,uclu
655,spitz::A,terävä,sivri
656,scharf::A,terävä,kəskin
657,stumpf::A,tylsä,küt
658,schwer::A,raskas,ağır
659,schwer::A,painava,ağır
660,schön::A,kaunis,gözəl
661,schön::A,kaunis,gəşəng
662,heiß::A,kuuma,isti
663,warm::A,lämmin,ilıq
664,kalt::A,kylmä,soyuq
665,kalt::A,viluinen,soyuq
666,kühl::A,viileä,sərin
667,frisch::A,tuore,təzə
668,feucht::A,kostea,nəm
669,nass::A,märkä,yaş
670,trocken::A,kuiva,quru
671,voll::A,täysi,dolu
672,leer::A,tyhjä,boş
673,offen::A,avonainen,açıq
674,geschlossen::A,suljettu,qapalı
675,sauber::A,puhdas,təmiz
676,schmutzig::A,likainen,kirli
677,roh::A,raaka,çiy
678,reif::A,kypsä,yetişmiş
679,lecker::A,herkullinen,dadlı
680,lecker::A,herkullinen,ləzzətli
681,süß::A,makea,şirin
682,bitter::A,karvas,acı
683,bitter::A,kitkerä,acı
684,sauer::A,hapan,turş
685,hell::A,kirkas,aydın
686,hell::A,valoisa,aydın
687,dunkel::A,pimeä,qaranlıq
688,schwarz::A,musta,qara
689,weiß::A,valkea,ağ
690,rot::A,punainen,qırmızı
691,gelb::A,keltainen,sarı
692,blau::A,sininen,göy
693,blau::A,sininen,mavi
694,grün::A,vihreä,yaşıl
695,grau::A,harmaa,boz
696,bunt::A,kirjava,əlvan
697,bunt::A,kirjava,rəngli
698,billig::A,halpa,ucuz
699,billig::A,huokea,ucuz
700,teuer::A,kallis,bahalı
701,wertvoll::A,arvokas,qiymətli
702,blind::A,sokea,kor
703,taub::A,kuuro,kar
704,kräftig::A,väkevä,güclü
705,kräftig::A,voimakas,güclü
706,stark::A,vahva,qüvvətli
707,schwach::A,heikko,zəif
708,schwach::A,heikko,gücsüz
709,fett::A,lihava,şişman
710,schlank::A,hoikka,zərif
711,schlank::A,solakka,zərif
712,hübsch::A,soma,göyçək
713,hübsch::A,sievä,göyçək
714,böse::A,paha,fəna
715,böse::A,häijy,fəna
716,dumm::A,tyhmä,axmaq
717,dumm::A,typerä,axmaq
718,faul::A,laiska,tənbəl
719,fleißig::A,ahkera,çalışqan
720,geizig::A,saita,xəsis
721,klug::A,älykäs,ağıllı
722,geschickt::A,taitava,bacarıqlı
723,lieb::A,rakas,əziz
724,lieb::A,rakas,sevimli
725,lustig::A,hauska,məzəli
726,lustig::A,hauska,gülməli
727,lustig::A,iloinen,məzəli
728,lustig::A,iloinen,gülməli
729,sanft::A,lauha,mülayim
730,sanft::A,lempeä,mülayim
731,hungrig::A,nälkäinen,ac
732,krank::A,sairas,xəstə
733,nackt::A,alaston,çılpaq
734,traurig::A,surullinen,qəmgin
735,traurig::A,surullinen,kədərli
736,traurig::A,murheellinen,qəmgin
737,traurig::A,murheellinen,kədərli
738,lebendig::A,elävä,canlı
739,gut::A,hyvä,yaxşı
740,schlecht::A,paha,pis
741,schlecht::A,huono,pis
742,richtig::A,oikea,doğru
743,schlimm::A,paha,fəna
744,wahr::A,tosi,gərçək
745,alt::A,vanha,əski
746,alt::A,vanha,köhnə
747,neu::A,uusi,yeni
748,ehemalig::A,entinen,əvvəlki
749,ehemalig::A,muinainen,əvvəlki
750,alt[Lebewesen]::A,vanha,qoca
751,jung::A,nuori,gənc
752,arm::A,köyhä,kasıb
753,arm::A,köyhä,yoxsul
754,reich::A,rikas,zəngin
755,bekannt::A,tuttu,tanış
756,bekannt::A,tunnettu,tanış
757,berühmt::A,kuuluisa,məşhur
758,fremd::A,vieras,yad
759,verschieden::A,eri,dürlü
760,verschieden::A,erilainen,dürlü
761,nah::A,läheinen,yaxın
762,fern::A,etäinen,uzaq
763,linker::A,vasen,sol
764,rechter::A,oikea,sağ
765,anderer::A,muu,başqa
766,anderer::A,toinen,başqa
767,erster::A,ensimmäinen,birinci
768,zweiter::A,toinen,ikinci
769,dritter::A,kolmas,üçüncü
770,letzter::A,viimeinen,sonuncu
771,letzter::A,viimeinen,axırıncı
772,allein::ADV,yksin,tək
773,allein::ADV,yksin,yalqız
774,auf einmal::ADV,yhdellä kertaa,birdən
775,zusammen::ADV,yhdessä,birlikdə
776,lange::ADV,kauan,uzun
777,lange::ADV,pitkään,uzun
778,plötzlich::ADV,äkkiä,qəfildən
779,sofort::ADV,heti,həmən
780,sofort::ADV,heti,dərhal
781,später::ADV,myöhemmin,sonra
782,jetzt::ADV,nyt,indi
783,heute::ADV,tänään,bugün
784,morgen::ADV,huomenna,sabah
785,bald::ADV,pian,yaxında
786,bald::ADV,pian,tezliklə
787,dann::ADV,sitten,onda
788,gestern::ADV,eilen,dünən
789,einst::ADV,aikanaan,əvvəllər
790,damals::ADV,silloin,o vaxt
791,damals::ADV,siihen aikaan,o vaxt
792,danach::ADV,sen jälkeen,sonra
793,vorher::ADV,ennen,qabaqcadan
794,zuerst::ADV,ensin,əvvəl
795,zuerst::ADV,ensiksi,əvvəl
796,einmal::ADV,kerran,bir dəfə
797,manchmal::ADV,joskus,hərdənbir
798,oft::ADV,usein,tez-tez
799,oft::ADV,usein,çox vaxt
800,immer::ADV,aina,daimi
801,immer::ADV,aina,həmişə
