,Concept_ID,lt,fr
110,Sumpf::N,liūnas,marais
111,Sumpf::N,liūnas,marécage
112,Moor::N,pelkė,tourbière
113,Wiese::N,pieva,pré
114,Wald::N,miškas,bois
115,Wald::N,miškas,forêt
116,Hügel::N,kalva,coteau
117,Hügel::N,kalva,colline
118,Anhöhe::N,kauburys,éminence
119,Anhöhe::N,kauburys,élévation
120,Berg::N,kalnas,mont
121,Berg::N,kalnas,montagne
122,Gipfel::N,viršūnė,cime
123,Gipfel::N,viršūnė,sommet
124,Höhle::N,ola,caverne
125,Abhang::N,šlaitas,pente
126,Abhang::N,šlaitas,versant
127,Abhang::N,nuokalnė,pente
128,Abhang::N,nuokalnė,versant
129,Quelle::N,versmė,source
130,Quelle::N,versmė,fontaine
131,Quelle::N,šaltinis,source
132,Quelle::N,šaltinis,fontaine
133,Bach::N,upelis,ruisseau
134,Fluss::N,upė,fleuve
135,Fluss::N,upė,rivière
136,Ufer::N,krantas,bord
137,Ufer::N,krantas,rivage
138,Küste::N,pajūris,côte
139,Festland::N,sausuma,terre ferme
140,Meer::N,jūra,mer
141,Bucht::N,įlanka,baie
142,Bucht::N,užutekis,baie
143,Insel::N,sala,île
144,Blume::N,gėlė,fleur
145,Gras::N,žolė,herbe
146,Wurzel::N,šaknis,racine
147,Baum::N,medis,arbre
148,Stamm::N,kamienas,tronc
149,Rinde::N,žievė,écorce
150,Ast::N,šaka,branche
151,Zweig::N,šakelė,rameau
152,Blatt::N,lapas,feuille
153,Birke::N,beržas,bouleau
154,Kiefer[Baum]::N,pušis,pin
155,Weide[Baum]::N,karklas,saule
156,Tanne::N,eglė,sapin
157,Tanne::N,kėnis,sapin
158,Horn::N,ragas,corne
159,Feder::N,plunksna,plume
160,Fell::N,kailis,peau
161,Flügel::N,sparnas,aile
162,Klaue::N,kanopa,serre
163,Kralle::N,nagas,ongle
164,Kralle::N,nagas,griffe
165,Schwanz::N,uodega,queue
166,Ei::N,kiaušinis,œuf
167,Nest::N,gūžta,nid
168,Nest::N,lizdas,nid
169,Bau::N,ola,terrier
170,Tier::N,gyvūnas,animal
171,Herde::N,banda,troupeau
172,Herde::N,kaimenė,troupeau
173,Kuh::N,karvė,vache
174,Bulle::N,bulius,taureau
175,Pferd::N,arklys,cheval
176,Schaf::N,avis,mouton
177,Schwein::N,kiaulė,porc
178,Schwein::N,kiaulė,cochon
179,Hund::N,šuo,chien
180,Katze::N,katė,chat
181,Bär::N,lokys,ours
182,Eichhörnchen::N,voveraitė,écureuil
183,Elch::N,briedis,élan
184,Fuchs::N,lapė,renard
185,Hase::N,kiškas,lièvre
186,Maus::N,pelė,souris
187,Wolf::N,vilkas,loup
188,Vogel::N,paukštis,oiseau
189,Schwarm::N,spiečius,nuée
190,Schwarm::N,spiečius,volée
191,Huhn::N,višta,poule
192,Hahn::N,gaidys,coq
193,Gans::N,žąsis,oie
194,Adler::N,erelis,aigle
195,Ente::N,antis,canard
196,Eule::N,pelėda,hibou
197,Kranich::N,gervė,grue
198,Krähe::N,varna,corneille
199,Kuckuck::N,gegužė,coucou
200,Schwan::N,gulbė,cygne
201,Fisch::N,žuvis,poisson
202,Barsch::N,ešerys,perche
203,Hecht::N,lydeka,brochet
204,Schlange[Tier]::N,gyvatė,serpent
205,Wurm::N,kirmėlė,ver
206,Spinne::N,voras,araignée
207,Ameise::N,skruzdė,fourmi
208,Laus::N,utėlė,pou
209,Mücke::N,uodas,moucheron
210,Fliege::N,musė,mouche
211,Schmetterling::N,drugys,papillon
212,Schmetterling::N,peteliškė,papillon
213,Beere::N,uoga,baie
214,Apfel::N,obuolys,pomme
215,Pilz::N,grybas,champignon
216,Zwiebel::N,svogūnas,oignon
217,Saat::N,sėkla,semence
218,Korn::N,grūdai,grain
219,Heu::N,šienas,foin
220,Schale::N,žievelė,pelure
221,Grube::N,duobė,fosse
222,Falle::N,pinklės,piège
223,Falle::N,žabangai,piège
224,Schlinge::N,kilpa,lacs
225,Spur::N,vėžė,trace
226,Spur::N,pėdos,trace
227,Spur::N,pėdsakas,trace
228,Asche::N,pelenai,cendre
229,Dreck::N,purvas,crotte
230,Eisen::N,geležis,fer
231,Gold::N,auksas,or
232,Silber::N,sidabras,argent
233,Kohle::N,anglis,charbon
234,Glas::N,stiklas,verre
235,Lehm::N,molis,glaise
236,Sand::N,smėlis,sable
237,Mensch::N,žmogus,homme
238,Mann::N,vyras,homme
239,Mann::N,vyriškis,homme
240,Frau::N,moteris,femme
241,Kind::N,vaikas,enfant
242,Junge::N,vaikinas,garçon
243,Junge::N,berniukas,garçon
244,Mädchen::N,mergytė,fille
245,Mädchen::N,mergytė,jeune fille
246,Mädchen::N,mergaitė,fille
247,Mädchen::N,mergaitė,jeune fille
248,Familie::N,šeima,famille
249,Großvater::N,senelis,grand-père
250,Großmutter::N,senelė,grand-mère
251,Eltern::N,tėvai,parents
252,Vater::N,tėvas,père
253,Mutter::N,motina,mère
254,Sohn::N,sūnus,fils
255,Tochter::N,duktė,fille
256,Bruder::N,brolis,frère
257,Schwester::N,sesuo,sœur
258,Onkel::N,dėdė,oncle
259,Tante::N,teta,tante
260,Ehemann::N,vyras,mari
261,Ehemann::N,vyras,époux
262,Ehefrau::N,žmona,femme
263,Ehefrau::N,žmona,épouse
264,Freude::N,džiaugsmas,joie
265,Freude::N,džiaugsmas,plaisir
266,Gelächter::N,juokas,rires
267,Glück::N,laimė,bonheur
268,Kummer::N,vargas,peine
269,Kummer::N,vargas,chagrin
270,Kummer::N,rūpestis,peine
271,Kummer::N,rūpestis,chagrin
272,Wunsch::N,troškimas,désir
273,Wunsch::N,pageidavimas,désir
274,Lust::N,noras,envie
275,Lust::N,geidulys,envie
276,Geist::N,dvasia,esprit
277,Gedanke::N,mintis,idée
278,Gedanke::N,mintis,pensée
279,Gedächtnis::N,atmintis,mémoire
280,Verstand::N,protas,raison
281,Sinn::N,prasmė,sens
282,Grund::N,priežastis,cause
283,Grund::N,priežastis,raison
284,Wahrheit::N,tiesa,vérité
285,Wahrheit::N,teisybė,vérité
286,Gespräch::N,pokalbis,conversation
287,Märchen::N,pasaka,conte
288,Märchen::N,pasaka,conte de fées
289,Erzählung::N,apsakymas,conte
290,Erzählung::N,apsakymas,narration
291,Erzählung::N,pasakojimas,conte
292,Erzählung::N,pasakojimas,narration
293,Nachricht::N,žinia,message
294,Neuigkeit::N,naujiena,nouvelle
295,Name::N,vardas,nom
296,Rätsel::N,mįslė,énigme
297,Rätsel::N,mįslė,devinette
298,Rede::N,kalba,parole
299,Rede::N,kalba,discours
300,Sprache::N,kalba,langue
301,Sprache::N,kalba,langage
302,Stimme::N,balsas,voix
303,Wort::N,žodis,mot
304,Zeichen::N,žymė,signe
305,Zeichen::N,ženklas,signe
306,Ruf::N,šauksmas,cri
307,Ruf::N,šauksmas,appel
308,Lärm::N,triukšmas,bruit
309,Laut::N,garsas,son
310,Ton::N,tonas,ton
311,Ton::N,garsas,ton
312,Lied::N,daina,chant
313,Lied::N,daina,chanson
314,Lied::N,giesmė,chant
315,Lied::N,giesmė,chanson
316,Ruhe::N,ramybė,calme
317,Ruhe::N,ramybė,tranquillité
318,Ruhe::N,ramumas,calme
319,Ruhe::N,ramumas,tranquillité
320,Leute::N,žmonės,gens
321,Volk::N,tauta,peuple
322,Arbeit::N,darbas,travail
323,Arbeit::N,triūsas,travail
324,Gast::N,svečias,hôte
325,Gast::N,svečias,invité
326,Geschenk::N,dovana,cadeau
327,Geschenk::N,dovana,présent
328,Spiel::N,žaismas,jeu
329,Spiel::N,žaidimas,jeu
330,Gesellschaft::N,draugija,compagnie
331,Gesellschaft::N,kompanija,compagnie
332,Hilfe::N,pagalba,aide
333,Hilfe::N,pagalba,secours
334,Freund::N,draugas,ami
335,Freund::N,bičiulis,ami
336,Kamerad::N,draugas,copain
337,Kamerad::N,draugas,camarade
338,Angelegenheit::N,dalykas,affaire
339,Angelegenheit::N,reikalas,affaire
340,Anzahl::N,kiekis,nombre
341,Anzahl::N,skaičius,nombre
342,Art::N,rūšis,sorte
343,Art::N,rūšis,espèce
344,Stück::N,gabalas,morceau
345,Teil::N,dalis,part
346,Teil::N,dalis,partie
347,Hälfte::N,pusė,moitié
348,Kreis::N,ratas,cercle
349,Kreis::N,apskritis,cercle
350,Kreis::N,apskritimas,cercle
351,Kreuz::N,kryžius,croix
352,Linie::N,linija,ligne
353,Strich::N,brėžis,trait
354,Strich::N,brūkšnys,trait
355,Abstand::N,atstumas,écart
356,Entfernung::N,atstumas,distance
357,Gegend::N,vietovė,région
358,Gegend::N,vietovė,contrée
359,Platz::N,vieta,place
360,Ort::N,vieta,lieu
361,Ort::N,vieta,endroit
362,Ort::N,vietovė,lieu
363,Ort::N,vietovė,endroit
364,Seite::N,pusė,côté
365,Seite::N,šonas,côté
366,Mitte::N,vidurys,milieu
367,Gegenstand::N,dalykas,objet
368,Sache::N,daiktas,chose
369,Rand::N,kraštas,bord
370,Rand::N,pakraštys,bord
371,Kante::N,kraštas,arête
372,Ecke::N,kertė,coin
373,Ecke::N,kertė,tournant
374,Ecke::N,kampas,coin
375,Ecke::N,kampas,tournant
376,Spitze::N,priekis,cime
377,Spitze::N,priekis,pointe
378,Spitze::N,priešakys,cime
379,Spitze::N,priešakys,pointe
380,Ende::N,galas,bout
381,Loch::N,skylė,trou
382,Winkel::N,kampas,coin
383,Winkel::N,kampas,réduit
384,Winkel::N,kampelis,coin
385,Winkel::N,kampelis,réduit
386,Muster::N,raštas,dessin
387,Größe::N,dydis,grandeur
388,Größe::N,didumas,grandeur
389,Länge::N,ilgis,longueur
390,Länge::N,ilgumas,longueur
391,Höhe::N,aukštis,hauteur
392,Höhe::N,aukštis,altitude
393,Höhe::N,aukštuma,hauteur
394,Höhe::N,aukštuma,altitude
395,Gewicht::N,svoris,poids
396,Gewicht::N,svarstis,poids
397,Menge::N,kiekis,quantité
398,Menge::N,daugybė,quantité
399,Haufen::N,krūva,tas
400,Haufen::N,šūsnis,tas
401,Reihe::N,greta,file
402,Reihe::N,greta,rangée
403,Boot::N,valtis,canot
404,Boot::N,valtis,bateau
405,Boot::N,laivelis,canot
406,Boot::N,laivelis,bateau
407,Ruder::N,irklas,rame
408,Ruder::N,irklas,aviron
409,Schlitten::N,rogės,traîneau
410,Schlitten::N,rogutės,traîneau
411,Ski::N,slidė,ski
412,Lagerfeuer::N,laužas,feu de camp
413,Last::N,našta,charge
414,Last::N,našta,fardeau
415,Last::N,nešulys,charge
416,Last::N,nešulys,fardeau
417,Gang::N,eisena,tour
418,Gang::N,eisena,marche
419,Schritt::N,žingsnis,pas
420,Norden::N,šiaurė,nord
421,Norden::N,žiemiai,nord
422,Süden::N,pietūs,sud
423,Westen::N,vakarai,ouest
424,Westen::N,vakarai,occident
425,Osten::N,rytai,est
426,Osten::N,rytai,orient
427,Holz::N,mediena,bois
428,Brett::N,lenta,planche
429,Platte::N,plokštė,plaque
430,Stütze::N,atrama,appui
431,Stütze::N,atrama,soutien
432,Stütze::N,atspara,appui
433,Stütze::N,atspara,soutien
434,Stange::N,lazda,barre
435,Stange::N,lazda,perche
436,Stange::N,kartis,barre
437,Stange::N,kartis,perche
438,Stock::N,lazda,canne
439,Stab::N,kartis,bâton
440,Rohr::N,vamzdis,tube
441,Rohr::N,vamzdis,tuyau
442,Haus::N,namas,maison
443,Heim::N,namai,maison
444,Ofen::N,krosnis,poêle
445,Fußboden::N,grindys,plancher
446,Tisch::N,stalas,table
447,Stuhl::N,kėdė,chaise
448,Wiege::N,lopšys,berceau
449,Bett::N,lova,lit
450,Bett::N,patalai,lit
451,Regal::N,lentyna,étagère
452,Kiste::N,dėžė,caisse
453,Fenster::N,langas,fenêtre
454,Tür::N,durys,porte
455,Tor::N,vartai,porte
456,Tor::N,vartai,portail
457,Zaun::N,tvora,clôture
458,Dach::N,stogas,toit
459,Leiter::N,kopėčios,échelle
460,Besen::N,šluota,balai
461,Spaten::N,lopeta,bêche
462,Spaten::N,kastuvas,bêche
463,Schaufel::N,semtuvas,pelle
464,Gabel::N,šakutė,fourchette
465,Löffel::N,šaukštas,cuiller
466,Messer::N,peilis,couteau
467,Nagel::N,vinis,clou
468,Netz::N,tinklas,filet
469,Haken::N,vagis,croc
470,Haken::N,vagis,crochet
471,Haken::N,kablys,croc
472,Haken::N,kablys,crochet
473,Griff::N,kotas,prise
474,Griff::N,kotas,manche
475,Griff::N,rankena,prise
476,Griff::N,rankena,manche
477,Schloss::N,spyna,serrure
478,Schloss::N,užraktas,serrure
479,Bild::N,paveikslas,image
480,Bild::N,paveikslas,tableau
481,Figur::N,figūra,figure
482,Puppe::N,lėlė,poupée
483,Beutel::N,krepšys,sac
484,Beutel::N,krepšys,petit sac
485,Beutel::N,maišelis,sac
486,Beutel::N,maišelis,petit sac
487,Bündel::N,ryšulys,paquet
488,Bündel::N,ryšulys,faisceau
489,Tasche::N,krepšelis,sac
490,Eimer::N,kibiras,seau
491,Deckel::N,dangtis,couvercle
492,Geschirr::N,indai,vaisselle
493,Sack::N,maišas,sac
494,Tasse::N,puodukas,tasse
495,Topf::N,puodas,pot
496,Topf::N,puodas,marmite
497,Kessel::N,katilas,chaudron
498,Essen::N,valgis,repas
499,Essen::N,valgis,manger
500,Nahrung::N,penas,nourriture
501,Nahrung::N,maistas,nourriture
502,Speise::N,patiekalas,plat
503,Fleisch::N,mėsa,viande
504,Getreide::N,javai,blé
505,Getreide::N,javai,céréales
506,Brei::N,košė,purée
507,Brei::N,košė,bouillie
508,Brot::N,duona,pain
509,Scheibe::N,riekė,tranche
510,Fett::N,taukai,graisse
511,Fett::N,riebalai,graisse
512,Butter::N,sviestas,beurre
513,Öl::N,aliejus,huile
514,Salz::N,druska,sel
515,Suppe::N,sriuba,soupe
516,Suppe::N,sriuba,potage
517,Honig::N,medus,miel
518,Milch::N,pienas,lait
519,Tee::N,arbata,thé
520,Leder::N,oda,cuir
521,Wolle::N,vilna,laine
522,Stoff::N,audeklas,tissu
523,Stoff::N,audeklas,étoffe
524,Nadel::N,adata,aiguille
525,Faden::N,gija,fil
526,Faden::N,siūlas,fil
527,Knopf::N,saga,bouton
528,Knoten::N,mazgas,nœud
529,Farbe::N,dažai,peinture
530,Kleidung::N,rūbai,vêtements
531,Kleidung::N,rūbai,habillement
532,Kleidung::N,drabužiai,vêtements
533,Kleidung::N,drabužiai,habillement
534,Hemd::N,marškiniai,chemise
535,Kragen::N,apykaklė,col
536,Ärmel::N,rankovė,manche
537,Hose::N,kelnės,pantalon
538,Gürtel::N,juosta,ceinture
539,Gürtel::N,diržas,ceinture
540,Mütze::N,kepurė,bonnet
541,Mütze::N,kepurė,casquette
542,Schuh::N,batas,soulier
543,Schuh::N,batas,chaussure
544,Stiefel::N,auliniai batai,botte
545,Ring::N,žiedas,bague
546,Band::N,kaspinas,ruban
547,Kamm::N,šukos,peigne
548,Spiegel::N,veidrodis,glace
549,Spiegel::N,veidrodis,miroir
550,Riemen::N,diržas,lanière
551,Riemen::N,diržas,courroie
552,Schnur::N,virvė,corde
553,Schnur::N,virvė,ficelle
554,Leine::N,pavadėlis,laisse
555,Decke::N,antklodė,couverture
556,Kissen::N,pagalvė,oreiller
557,Kissen::N,priegalvis,oreiller
558,Tuch::N,skarelė,drap
559,Tuch::N,skarelė,fichu
560,Handtuch::N,rankšluostis,serviette
561,Handtuch::N,rankšluostis,essuie-mains
562,Kraft::N,jėga,force
563,Stärke::N,stiprumas,vigueur
564,Gesundheit::N,sveikata,santé
565,Krankheit::N,liga,maladie
566,Schmerz::N,skausmas,douleur
567,Wunde::N,žaizda,plaie
568,Wunde::N,žaizda,blessure
569,Fieber::N,karštis,fièvre
570,Arznei::N,vaistas,remède
571,Arznei::N,vaistas,médecine
572,Brücke::N,tiltas,pont
573,Brunnen::N,šulinys,puits
574,Weide::N,ganykla,pâturage
575,Weide::N,gluosnis,pâturage
576,Pfad::N,takas,sentier
577,Weg::N,kelias,voie
578,Weg::N,kelias,chemin
579,Straße::N,gatvė,route
580,Dorf::N,kaimas,village
581,Dorf::N,sodžius,village
582,Stadt::N,miestas,cité
583,Stadt::N,miestas,ville
584,Brief::N,laiškas,lettre
585,Buch::N,knyga,livre
586,Buchstabe::N,raidė,lettre
587,Buchstabe::N,raidė,caractère
588,Zeitung::N,laikraštis,journal
589,Leben::N,gyvybė,vie
590,Leben::N,gyvenimas,vie
591,Tod::N,mirtis,mort
592,Grab::N,kapas,tombe
593,Kirche::N,bažnyčia,église
594,Sünde::N,nuodėmė,péché
595,Sünde::N,nusidėjimas,péché
596,Gott::N,dievas,dieu
597,Arbeiter::N,darbininkas,ouvrier
598,Arbeiter::N,darbininkas,travailleur
599,Chef::N,šefas,chef
600,Chef::N,šefas,patron
601,Chef::N,vadovas,chef
602,Chef::N,vadovas,patron
603,Chef::N,viršininkas,chef
604,Chef::N,viršininkas,patron
605,Meister::N,meistras,maître
606,Arzt::N,gydytojas,médecin
607,Lehrer::N,mokytojas,professeur
608,Lehrer::N,mokytojas,instituteur
609,Geld::N,pinigai,argent
610,Geschäft::N,biznis,affaire
611,Geschäft::N,biznis,commerce
612,Laden::N,krautuvė,magasin
613,Laden::N,krautuvė,boutique
614,Laden::N,parduotuvė,magasin
615,Laden::N,parduotuvė,boutique
616,Preis::N,kaina,prix
617,Ware::N,prekė,marchandise
618,Nutzen::N,nauda,profit
619,Nutzen::N,pelnas,profit
620,Reichtum::N,turtas,richesse
621,Welt::N,pasaulis,monde
622,Land::N,žemė,pays
623,Land::N,šalis,pays
624,Staat::N,valstija,État
625,König::N,karalius,roi
626,Macht::N,galia,pouvoir
627,Macht::N,galia,puissance
628,Macht::N,valdžia,pouvoir
629,Macht::N,valdžia,puissance
630,Grenze::N,riba,frontière
631,Grenze::N,siena,frontière
632,Krieg::N,karas,guerre
633,Feind::N,priešas,ennemi
634,Gewalt::N,jėga,violence
635,Gewalt::N,smurtas,violence
636,Gewalt::N,prievarta,violence
637,Kampf::N,kova,lutte
638,Kampf::N,kova,combat
639,Bogen[Waffe]::N,lankas,arc
640,Pfeil::N,strėlė,flèche
641,Gewehr::N,šautuvas,fusil
642,Fehler::N,klaida,faute
643,Fehler::N,klaida,erreur
644,Lüge::N,melas,mensonge
645,Schaden::N,nuostolis,dégât
646,Schaden::N,nuostolis,dommage
647,Schaden::N,apgadinimas,dégât
648,Schaden::N,apgadinimas,dommage
649,Unglück::N,nelaimė,malheur
650,Schuld::N,kaltė,faute
651,Schuld::N,kaltė,culpabilité
652,Alter::N,amžius,âge
653,Schluss::N,pabaiga,fin
654,Zeit::N,laikas,temps
655,Tag::N,diena,jour
656,Tag::N,diena,journée
657,Morgen::N,rytas,matin
658,Morgen::N,rytas,matinée
659,Mittag::N,vidurdienis,midi
660,Abend::N,vakaras,soir
661,Abend::N,vakaras,soirée
662,Nacht::N,naktis,nuit
663,Woche::N,savaitė,semaine
664,Monat::N,mėnuo,mois
665,Jahr::N,metai,an
666,Jahr::N,metai,année
667,Frühling::N,pavasaris,printemps
668,Sommer::N,vasara,été
669,Herbst::N,ruduo,automne
670,Winter::N,žiema,hiver
671,Januar::N,sausis,janvier
672,Februar::N,vasaris,février
673,März::N,kovas,mars
674,April::N,balandis,avril
675,Mai::N,gegužė,mai
676,Juni::N,birželis,juin
677,Juli::N,liepa,juillet
678,August::N,rugpjūtis,août
679,September::N,rugsėjis,septembre
680,Oktober::N,spalis,octobre
681,November::N,lapkritis,novembre
682,Dezember::N,gruodis,décembre
683,Montag::N,pirmadienis,lundi
684,Dienstag::N,antradienis,mardi
685,Mittwoch::N,trečiadienis,mercredi
686,Donnerstag::N,ketvirtadienis,jeudi
687,Freitag::N,penktadienis,vendredi
688,Samstag::N,šeštadienis,samedi
689,Sonntag::N,sekmadienis,dimanche
690,groß::A,didis,grand
691,groß::A,didelis,grand
692,klein::A,mažas,petit
693,lang::A,ilgas,long
694,kurz::A,trumpas,court
695,breit::A,platus,large
696,schmal::A,smulkus,étroit
697,dicht::A,tankus,dense
698,dick[Gegenstand]::A,storas,épais
699,dünn::A,plonas,mince
700,fein::A,smulkus,fin
701,fein::A,smulkus,menu
702,fest::A,kietas,ferme
703,fest::A,kietas,solide
704,fest::A,tvirtas,ferme
705,fest::A,tvirtas,solide
706,flach::A,lėkštas,plat
707,flach::A,plokščias,plat
708,glatt::A,slidus,poli
709,glatt::A,slidus,lisse
710,hart::A,kietas,dur
711,weich::A,minkštas,mou
712,rund::A,apvalus,rond
713,rund::A,apskritas,rond
714,spitz::A,aštrus,aigu
715,spitz::A,aštrus,pointu
716,spitz::A,smailus,aigu
717,spitz::A,smailus,pointu
718,scharf::A,aštrus,tranchant
719,stumpf::A,bukas,mousse
720,stumpf::A,bukas,émoussé
721,stumpf::A,atšipęs,mousse
722,stumpf::A,atšipęs,émoussé
723,schwer::A,sunkus,lourd
724,schwer::A,sunkus,pesant
725,schön::A,gražus,beau
726,heiß::A,karštas,chaud
727,heiß::A,karštas,très chaud
728,warm::A,šiltas,chaud
729,kalt::A,šaltas,froid
730,kühl::A,vėsus,frais
731,kühl::A,bejausmis,frais
732,frisch::A,šviežias,frais
733,feucht::A,drėgnas,humide
734,nass::A,šlapias,mouillé
735,trocken::A,sausas,sec
736,voll::A,pilnas,plein
737,voll::A,pilnas,rempli
738,leer::A,tuščias,vide
739,offen::A,atviras,ouvert
740,geschlossen::A,uždaras,clos
741,geschlossen::A,uždaras,fermé
742,geschlossen::A,uždarytas,clos
743,geschlossen::A,uždarytas,fermé
744,sauber::A,švarus,net
745,sauber::A,švarus,propre
746,schmutzig::A,nešvarus,sale
747,schmutzig::A,nešvarus,crasseux
748,schmutzig::A,purvinas,sale
749,schmutzig::A,purvinas,crasseux
750,roh::A,žalias,cru
751,roh::A,žalias,brut
752,reif::A,prinokęs,mûr
753,reif::A,pribrendęs,mûr
754,lecker::A,gardus,délicieux
755,lecker::A,gardus,appétissant
756,süß::A,saldus,doux
757,bitter::A,kartus,amer
758,sauer::A,gižus,aigre
759,sauer::A,rūgštus,aigre
760,hell::A,šviesus,clair
761,hell::A,skaistus,clair
762,dunkel::A,tamsus,sombre
763,schwarz::A,juodas,noir
764,weiß::A,baltas,blanc
765,rot::A,raudonas,rouge
766,gelb::A,geltonas,jaune
767,blau::A,mėlynas,bleu
768,grün::A,žalias,vert
769,grau::A,pilkas,gris
770,bunt::A,margas,multicolore
771,bunt::A,spalvotas,multicolore
772,billig::A,pigus,bon marché
773,teuer::A,brangus,cher
774,wertvoll::A,vertingas,précieux
775,blind::A,aklas,aveugle
776,taub::A,kurčias,sourd
777,kräftig::A,stiprus,fort
778,kräftig::A,stiprus,vigoureux
779,stark::A,stiprus,fort
780,stark::A,stiprus,puissant
781,schwach::A,silpnas,faible
782,fett::A,riebus,gras
783,schlank::A,laibas,svelte
784,schlank::A,lieknas,svelte
785,hübsch::A,gražus,joli
786,böse::A,blogas,mauvais
787,dumm::A,paikas,sot
788,dumm::A,paikas,bête
789,dumm::A,kvailas,sot
790,dumm::A,kvailas,bête
791,faul::A,tingus,fainéant
792,faul::A,tingus,paresseux
793,fleißig::A,stropus,appliqué
794,fleißig::A,kruopštus,appliqué
795,geizig::A,šykštus,avare
796,klug::A,sumanus,intelligent
797,klug::A,protingas,intelligent
798,geschickt::A,apsukrus,habile
799,lieb::A,mielas,cher
800,lieb::A,mielas,gentil
801,lustig::A,smagus,gai
802,lustig::A,smagus,joyeux
803,lustig::A,linksmas,gai
804,lustig::A,linksmas,joyeux
805,sanft::A,švelnus,doux
806,sanft::A,minkštas,doux
807,hungrig::A,alkanas,affamé
808,krank::A,ligotas,malade
809,krank::A,sergantis,malade
810,nackt::A,nuogas,nu
811,traurig::A,liūdnas,triste
812,lebendig::A,gyvas,vivant
813,gut::A,geras,bon
814,schlecht::A,blogas,mauvais
815,schlecht::A,prastas,mauvais
816,richtig::A,tikras,juste
817,richtig::A,tikras,correct
818,richtig::A,teisingas,juste
819,richtig::A,teisingas,correct
