,Concept_ID,lt,fr
1562,rufen::V,kviesti,appeler
1563,prahlen::V,girtis,se vanter
1564,übersetzen::V,versti,traduire
1565,übersetzen::V,išversti,traduire
1566,denken::V,galvoti,penser
1567,glauben::V,manyti,croire
1568,glauben::V,tikėti,croire
1569,bemerken::V,pamatyti,remarquer
1570,bemerken::V,pamatyti,apercevoir
1571,bemerken::V,pastebėti,remarquer
1572,bemerken::V,pastebėti,apercevoir
1573,erkennen::V,pažinti,reconnaître
1574,erkennen::V,atpažinti,reconnaître
1575,begreifen::V,suvokti,concevoir
1576,verstehen::V,suprasti,entendre
1577,verstehen::V,suprasti,comprendre
1578,lernen::V,mokytis,apprendre
1579,wissen::V,žinoti,savoir
1580,sich erinnern an::V,prisiminti,se souvenir de
1581,vergessen::V,užmiršti,oublier
1582,messen::V,matuoti,mesurer
1583,zählen::V,skaičiuoti,compter
1584,rechnen::V,skaičiuoti,calculer
1585,lesen::V,skaityti,lire
1586,malen::V,tapyti,peindre
1587,zeichnen::V,piešti,dessiner
1588,zeichnen::V,žymėti,dessiner
1589,zeichnen::V,braižyti,dessiner
1590,schreiben::V,rašyti,écrire
1591,besitzen::V,turėti,posséder
1592,kaufen::V,pirkti,acheter
1593,verkaufen::V,parduoti,vendre
1594,bezahlen::V,apmokėti,payer
1595,zahlen::V,mokėti,payer
1596,beherrschen::V,valdyti,dominer
1597,beherrschen::V,valdyti,maîtriser
1598,ertragen::V,kę̃sti,tolérer
1599,ertragen::V,kę̃sti,supporter
1600,ertragen::V,pakelti,tolérer
1601,ertragen::V,pakelti,supporter
1602,ertragen::V,iškę̃sti,tolérer
1603,ertragen::V,iškę̃sti,supporter
