,Concept_ID,tt,ja
839,reißen::V,өзелү,切れる
840,versinken::V,бату,沈む
841,vergehen::V,авышу,経つ
842,erscheinen::V,пәйда булу,現れる
843,verschwinden::V,югалу,消える
844,verschwinden::V,юк булу,消える
845,sinken::V,кимү,下がる
846,sinken::V,кайту,下がる
847,abnehmen::V,азаю,減る
848,zunehmen::V,арту,増える
849,zunehmen::V,күбәю,増える
850,zunehmen::V,ишәю,増える
851,steigen::V,үсү,上がる
852,wachsen::V,үсү,伸びる
853,glänzen::V,ялкылдау,輝く
854,funkeln::V,ялтырау,ぴかぴか光る
855,lärmen::V,шаулау,騒ぐ
856,läuten::V,шалтырату,鳴る
857,klingeln::V,шалтырату,鳴る
858,klirren::V,чылтырау,がらんがらんと鳴る
859,brausen::V,давыллау,逆巻く
860,brausen::V,дулау,逆巻く
861,rauschen::V,кыштырдау,戦ぐ
862,klingen::V,ишетелү,鳴る
863,bellen::V,өрү,吠える
864,heulen::V,улау,きゃんきゃん鳴く
865,blasen::V,өрү,吹く
866,pfeifen::V,сызгырту,口笛を吹く
867,schreien::V,кычкыру,叫ぶ
868,stöhnen::V,ыңгырашу,うめく
869,zittern::V,калтырау,震える
870,zittern::V,калтырану,震える
871,leben::V,яшәү,生きている
872,leben::V,гомер итү,生きている
873,geboren werden::V,туу,生まれる
874,atmen::V,сулау,呼吸する
875,trinken::V,эчү,飲む
876,essen::V,ашау,食べる
877,schlucken::V,йоту,飲み込む
878,müde werden::V,ялыгу,眠くなる
879,müde werden::V,йөгенү,眠くなる
880,einschlafen::V,йокыга китү,寝付く
881,schlafen::V,йоклау,眠る
882,aufwachen::V,уяну,目が覚める
883,aufstehen::V,тору,起きる
884,sich erholen::V,ял алу,休養する
885,sich erholen::V,истирахәт итү,休養する
886,krank werden::V,чирләү,病気になる
887,krank sein::V,чирләү,病気である
888,schmerzen::V,авырту,痛む
889,husten::V,ютәлләү,咳をする
890,genesen::V,савыгу,元気になる
891,genesen::V,сәламәтләнү,元気になる
892,sterben::V,үлү,死ぬ
893,sterben::V,үлү,亡くなる
894,sterben::V,дөнья кую,死ぬ
895,sterben::V,дөнья кую,亡くなる
896,sterben::V,вафат булу,死ぬ
897,sterben::V,вафат булу,亡くなる
898,umkommen::V,үлү,死亡する
899,sich bewegen::V,йөрү,移動する
900,sich rühren::V,кыймылдау,動く
901,sich erheben::V,басу,立ち上がる
902,sich setzen::V,утыру,座る
903,hinfallen::V,егылу,転ぶ
904,laufen::V,җәяүләү,歩く
905,schreiten::V,атлау,跨ぐ
906,spazierengehen::V,йөрү,散歩する
907,spazierengehen::V,йөргенү,散歩する
908,eilen::V,ашыгу,急ぐ
909,sich beeilen::V,ашыгу,焦る
910,sich beeilen::V,кызулау,焦る
911,sausen::V,җилдерү,疾駆する
912,rennen::V,йөгерү,走る
913,springen::V,сикерү,跳ぶ
914,klettern::V,үрмәләү,よじ登る
915,schaukeln::V,атыну,ぶらんこに乗る
916,kriechen::V,шуышу,這う
917,kriechen::V,үрмәләү,這う
918,schwimmen::V,йөзү,泳ぐ
919,tauchen::V,чуму,潜る
920,rudern::V,ишү,漕ぐ
921,fahren::V,бару,行く
922,fahren::V,бару,乗車する
923,fliegen::V,очу,飛ぶ
924,gehen::V,йөрү,行く
925,weggehen::V,китү,立ち去る
926,abfahren::V,кузгалу,出発する
927,anhalten::V,тукталу,止まる
928,hineingehen::V,инү,入る
929,eintreten::V,инү,中に入る
930,kommen::V,килү,来る
931,ankommen::V,бару,着く
932,ankommen::V,бару,到着する
933,zurückkommen::V,кире кайту,帰る
934,bleiben::V,калу,留まる
935,warten::V,көтү,待つ
936,erwarten::V,көтү,期待する
937,suchen::V,эзләү,探る
938,finden::V,табу,見つける
939,versuchen::V,маташу,試す
940,vorbereiten::V,хәзерләү,準備する
941,lieben::V,сөю,愛する
942,lieben::V,ярату,愛する
943,mögen::V,өнәү,好きである
944,lachen::V,көлү,笑う
945,rühren::V,дулкынландыру,感情を動かす
946,weinen::V,елау,泣く
947,schimpfen::V,сүгү,叱る
948,schimpfen::V,сүгенү,叱る
949,sich ärgern::V,ачулану,怒る
950,sich ärgern::V,ачулану,腹を立てる
951,sich fürchten::V,курку,怖がる
952,fürchten::V,калтырау,恐れる
953,fürchten::V,калтырану,恐れる
954,fliehen::V,арка бирү,逃げる
955,flüchten::V,качу,逃亡する
956,sehen::V,күрү,見る
957,anschauen::V,карау,眺める
958,ansehen::V,карау,見る
959,ansehen::V,күзәтү,見る
960,hören::V,ишетү,聞く
961,zuhören::V,тыңлау,聴く
962,probieren::V,тату,食べてみる
963,riechen::V,иснәү,気取る
964,fühlen::V,тою,感じる
965,fühlen::V,сизү,感じる
966,scheinen::V,күренү,ように見える
967,zu sehen sein::V,күренү,見える
968,vernehmen::V,ишетү,承る
969,frieren::V,өшү,寒気がする
970,frieren::V,күшегү,寒気がする
971,tun::V,итү,する
972,können::V,алу,出来る
973,wollen::V,теләү,-たい
974,anfangen::V,керешү,始める
975,beenden::V,бетерү,終える
976,beenden::V,тәмамлау,終える
977,aufhören::V,бетү,止める
978,gelingen::V,уңу,成功する
979,geraten::V,сабышу,当たる
980,öffnen::V,ачу,開く
981,öffnen::V,ачу,開ける
982,schließen::V,ябу,閉める
983,stellen::V,кую,置く
984,stellen::V,кую,据える
985,setzen::V,утырту,座らせる
986,legen::V,яткыру,置く
987,berühren::V,тию,触る
988,berühren::V,тию,触れる
989,verbinden::V,ялгау,結びつける
990,bedecken::V,өрту,覆う
991,bedecken::V,каплау,覆う
992,bedecken::V,томалау,覆う
993,aufhängen::V,асу,掛ける
994,anzünden::V,кабызу,燃やす
995,anzünden::V,кабызу,火をつける
996,aufheben::V,күтәрү,拾う
997,zurücklassen::V,калдыру,残す
998,verlieren::V,югалту,無くす
999,fallen lassen::V,төшерү,落とす
1000,machen::V,ясау,作る
1001,machen::V,эшләү,作る
1002,herstellen::V,ясау,製造する
1003,bauen::V,кору,建設する
1004,reparieren::V,төзәтү,直す
1005,reparieren::V,төзәтү,修理する
1006,verbessern::V,яхшырту,改良する
1007,ändern::V,үзгәртү,変える
1008,graben::V,казу,掘る
1009,beugen::V,ию,折る
1010,biegen::V,бөгү,曲げる
1011,drehen::V,бору,回す
1012,drehen::V,бөтерү,回す
1013,wenden::V,бору,裏返す
1014,umdrehen::V,түнтәрү,裏返す
1015,heben::V,күтәрү,挙げる
1016,hochheben::V,күтәрү,持ち上げる
1017,ergreifen::V,эләктерү,取り上げる
1018,halten::V,тоту,持つ
1019,drücken::V,кысу,押す
1020,schieben::V,кузгату,ずらす
1021,kratzen::V,тырнау,引っ掻く
1022,lecken::V,ялау,なめる
1023,beißen::V,тешләү,噛む
1024,abreißen::V,өзү,剝ぎ取る
1025,abschneiden::V,кыю,切り取る
1026,abschneiden::V,кисү,切り取る
1027,binden::V,бәйләү,縛る
1028,stecken::V,төртү,差し込む
1029,stecken::V,тыгу,差し込む
1030,brechen::V,сындыру,破る
1031,klopfen::V,шаку,とんとん叩く
1032,klopfen::V,шакылдау,とんとん叩く
1033,hauen::V,кыйнау,叩く
1034,kleben::V,ябыштыру,貼る
1035,kleben::V,ябыштыру,くっ付ける
1036,reiben::V,ышку,擦る
1037,streichen::V,ягу,塗る
1038,schleifen::V,кайрау,研ぐ
1039,schneiden::V,кисү,切る
1040,rütteln::V,селкетү,揺さぶる
1041,schütteln::V,селкетү,振る
1042,schütteln::V,селкетү,揺さぶる
1043,schwenken::V,болгау,振る
1044,schütten::V,кою,注ぐ
1045,füllen::V,тутыру,いっぱいにする
1046,einwickeln::V,төрү,包む
1047,tragen::V,ташу,運ぶ
1048,schleppen::V,сөйрәү,引きずる
1049,schleppen::V,өстерәү,引きずる
1050,ziehen::V,тарту,引く
1051,aufbewahren::V,саклау,預かる
1052,werfen::V,ыргыту,投げる
1053,fangen::V,тоту,受ける
1054,packen::V,эләктерү,掴む
1055,verstecken::V,яшерү,隠す
1056,teilen::V,бүлү,分ける
1057,schicken::V,җибәрү,送る
1058,bringen::V,китерү,持って行く
1059,hinzufügen::V,өстәү,加える
1060,bekommen::V,алу,得る
1061,erhalten::V,алу,受ける
1062,nehmen::V,алу,取る
1063,wählen::V,сайлау,選ぶ
1064,auswählen::V,сайлау,選ぶ
1065,bewahren::V,саклау,保存する
1066,behindern::V,комачаулау,妨害する
1067,verderben::V,бозу,台無しにする
1068,beschädigen::V,бозу,損傷する
1069,zerbrechen::V,вату,割る
1070,zerreißen::V,өзү,引き裂く
1071,zerreißen::V,ерту,引き裂く
1072,zerstören::V,җимерү,破壊する
1073,verbrennen::V,яндыру,焼く
1074,verbrennen::V,көйдерү,焼く
1075,geben::V,бирү,上げる
1076,reichen::V,тапшыру,渡す
1077,schenken::V,бүләкләү,贈る
1078,versprechen::V,вәгъдә бирү,約束する
1079,wünschen::V,котлау,望む
1080,loben::V,мактау,褒める
1081,küssen::V,үбү,キスする
1082,wiegen::V,тирбәтү,揺する
1083,zudecken::V,ябу,覆う
1084,zudecken::V,бөркәү,覆う
1085,wecken::V,уяту,起こす
1086,zeigen::V,күрсәтү,見せる
1087,führen::V,йөртү,案内する
1088,lehren::V,өйрәтү,教える
1089,unterrichten::V,укыту,通知する
1090,aufziehen::V,асрау,育てる
1091,leiten::V,җитәкләү,導く
1092,antreiben::V,куалау,励ます
1093,antreiben::V,әйдәләү,励ます
1094,antreiben::V,ашыктыру,励ます
1095,lassen::V,мәҗбүр итү,～させる
1096,einladen::V,чакыру,誘う
1097,einladen::V,чакыру,招待する
1098,vereinigen::V,берләштерү,一つにする
1099,besuchen::V,керешү,訪ねる
1100,treffen::V,очрату,出会う
1101,sich versammeln::V,җыелышу,集まる
1102,spielen::V,уйнау,遊ぶ
1103,singen::V,җырлау,歌う
1104,tanzen::V,бию,踊る
1105,sich trennen::V,аерылу,別れる
1106,sich trennen::V,ташлашу,別れる
1107,verlassen::V,ташлау,別れる
1108,verlassen::V,калдыру,別れる
1109,retten::V,коткару,救う
1110,retten::V,коткару,助ける
1111,bewachen::V,каравыллау,見張る
1112,bewachen::V,каравыллау,軽微する
1113,schützen::V,ышыклау,保護する
1114,verteidigen::V,яклау,守る
1115,verteidigen::V,саклау,守る
1116,sich schlagen::V,сугышу,殴る
1117,schießen::V,ату,撃つ
1118,siegen::V,җиңү,勝つ
1119,ärgern::V,ачуландыру,怒らせる
1120,schlagen::V,ору,殴る
1121,schlagen::V,бәрү,殴る
1122,schlagen::V,тукмау,殴る
1123,treten::V,тибү,蹴る
1124,stechen::V,кадау,突く
1125,stoßen::V,этү,突く
1126,stehlen::V,урлау,盗る
1127,stören::V,комачаулау,構う
1128,belästigen::V,борчу,邪魔する
1129,belästigen::V,билмазалау,邪魔する
1130,verbergen::V,яшерү,隠す
1131,täuschen::V,алдату,だます
1132,betrügen::V,хәрәмләшү,だます
1133,töten::V,үтерү,殺す
1134,wohnen::V,яшәү,住む
1135,arbeiten::V,эшләү,働く
1136,sammeln::V,туплау,集める
1137,sammeln::V,туплау,収集する
1138,pflücken::V,өзү,摘む
1139,jagen::V,аулау,狩りをする
1140,fischen::V,балык тоту,釣る
1141,fassen::V,тоту,捕る
1142,hüten::V,көтү,放牧する
1143,treiben::V,куалау,追う
1144,anbinden::V,бәйләү,繋ぐ
1145,füttern::V,туйдыру,餌をやる
1146,melken::V,саву,搾乳する
1147,hacken::V,чабу,刻む
1148,gießen::V,сугару,水をやる
1149,reifen::V,җитешү,熟す
1150,zubereiten::V,пешеренү,調理する
1151,kochen::V,пешерү,煮る
1152,kochen::V,кайнату,煮る
1153,backen::V,пешерү,焼く
1154,braten::V,куыру,焼く
1155,braten::V,куыру,炒める
1156,braten::V,кыздыру,焼く
1157,braten::V,кыздыру,炒める
1158,umrühren::V,бутау,混ぜる
1159,umrühren::V,болгату,混ぜる
1160,stricken::V,бәйләү,編む
1161,nähen::V,тегү,縫う
1162,färben::V,ману,染める
1163,reinigen::V,чистарту,掃除する
1164,waschen::V,юу,洗う
1165,waschen::V,юу,洗濯する
1166,abwischen::V,сөртү,拭く
1167,spülen::V,чайкау,洗う
1168,spülen::V,чайкау,すすぐ
1169,fegen::V,себерү,掃除する
1170,kehren::V,себерү,掃く
1171,baden::V,коену,入浴する
1172,sich waschen::V,юыну,洗う
1173,ausziehen::V,чишенү,脱ぐ
1174,anziehen::V,кию,着る
1175,sich anziehen::V,киенү,着る
1176,kämmen::V,тарау,梳く
1177,schmücken::V,бизәү,飾る
1178,schmücken::V,бизәкләү,飾る
1179,sagen::V,дию,言う
1180,sagen::V,әйтү,言う
1181,sprechen::V,сөйләү,話す
1182,sprechen::V,сөйләшү,話す
1183,reden::V,сөйләү,話す
1184,sich unterhalten::V,сөйләшү,話をする
1185,fragen::V,сорау,聞く
1186,fragen::V,сорашу,聞く
1187,bitten::V,үтенү,頼む
1188,bitten::V,үтенү,お願いする
1189,erzählen::V,сөйләү,物語る
1190,mitteilen::V,белдерү,伝える
1191,nennen::V,дию,名づける
1192,rufen::V,дәшү,呼ぶ
1193,prahlen::V,мактану,自慢する
1194,prahlen::V,шапырыну,自慢する
1195,übersetzen::V,күчерү,訳す
1196,denken::V,уйлау,考える
1197,glauben::V,инану,信じる
1198,bemerken::V,искәрү,気が付く
1199,erkennen::V,тану,認識する
1200,begreifen::V,аңлау,分かる
1201,begreifen::V,төшенү,分かる
1202,verstehen::V,аңлау,聞き取る
1203,verstehen::V,төшенү,聞き取る
1204,lernen::V,уку,学ぶ
1205,lernen::V,уку,勉強する
1206,lernen::V,өйрәнү,学ぶ
1207,lernen::V,өйрәнү,勉強する
1208,wissen::V,белү,知っている
1209,sich erinnern an::V,хәтерләү,思い出す
1210,vergessen::V,оныту,忘れる
1211,messen::V,үлчәү,計る
1212,messen::V,үлчәү,測定する
1213,zählen::V,санау,数える
1214,rechnen::V,исәпләү,計算する
1215,lesen::V,уку,読む
1216,malen::V,рәсем ясау,描く
1217,malen::V,сурәт ясау,描く
1218,malen::V,сурәтләү,描く
1219,zeichnen::V,язу-сызу,写生する
1220,zeichnen::V,сурәт ясау,写生する
1221,schreiben::V,язу,書く
1222,besitzen::V,биләү,所持する
1223,kaufen::V,алу,買う
1224,verkaufen::V,сату,売る
1225,bezahlen::V,түләү,払う
1226,zahlen::V,түләү,支払う
1227,beherrschen::V,ия булу,支配する
1228,ertragen::V,чыдау,耐える
