,Concept_ID,sah,te
63,Stern::N,сулус,నక్షత్రము
64,Luft::N,салгын,గాలి
65,Wind::N,тыал,వీచుచున్నగాలి
66,Welle::N,долгун,అల
67,Welle::N,балхаан,అల
68,Wasser::N,уу,నీరు
69,Stein::N,таас,ఱాయి
70,Boden::N,сир,నేల
71,Erde::N,буор,మన్ను
72,Staub::N,быыл,దుమ్ము
73,Rauch::N,буруо,పొగ
74,Funke::N,кыым,అగ్నికణము
75,Feuer::N,уот,అగ్ని
76,Licht::N,уот,కాంతి
77,Schatten::N,күлүк,నీడ
78,Wetter::N,күн-дьыл,వాతావరణ స్థితి
79,Nebel::N,туман,పొగమంచు
80,Wolke::N,былыт,మేఘము
81,Regen::N,самыыр,వాన
82,Schnee::N,хаар,హిమము
83,Eis::N,муус,మంచుగడ్డ
84,Frost::N,тымныы,పేరిన మంచు
85,Kälte::N,тымныы,చలి
86,Hitze::N,куйаас,వేడిమి
87,Raureif::N,кырыа,మంచు
88,Regenbogen::N,кустук,ఇంద్రధనుస్సు
89,Donner::N,этиҥ,ఉరుము
90,Strömung::N,сүүрүк,ప్రవాహము
91,Tropfen::N,таммах,చుక్క
92,Tropfen::N,хааппыла,చుక్క
93,Schaum::N,күүгэн,నురుగు
94,Schmutz::N,кир,మైల
95,See::N,күөл,సరస్సు
96,Sumpf::N,бадараан,చిత్తడినేల
97,Moor::N,дьэбэрэ,చిత్తడినేల
98,Wiese::N,ходуһа,పచ్చిక బయలు
99,Wald::N,ойуур,అడవి
100,Hügel::N,булгунньах,చివ్నకొండ
101,Anhöhe::N,үрдэл,కొండ
102,Berg::N,хайа,పర్వతము
103,Gipfel::N,чыпчаал,శిఖరము
104,Höhle::N,хайа_хаспаҕа,గుహ
105,Höhle::N,көҥүс,గుహ
106,Abhang::N,эниэ,ఏటవాలు
107,Quelle::N,дьүүктэ,మూలము
108,Bach::N,үрүйэ,కాలువ
109,Fluss::N,өрүс,నది
110,Ufer::N,биэрэк,తీరము
111,Küste::N,кытыл,తీరము
112,Festland::N,кураанах сир,భూమి
113,Meer::N,муора,సముద్రము
114,Bucht::N,хомо,మరుగు
115,Bucht::N,бухта,మరుగు
116,Insel::N,арыы,దీవి
117,Blume::N,сибэкки,పుష్పము
118,Gras::N,от,పచ్చగడ్డి
119,Wurzel::N,силис,వేరు
120,Baum::N,мас,చెట్టు
121,Stamm::N,умнас,చెట్టుబోదె
122,Rinde::N,хатырык,చెట్టుపట్ట
123,Ast::N,мутук,కొమ్మ
124,Zweig::N,лабаа,చివుకు
125,Blatt::N,сэбирдэх,ఆకు
126,Birke::N,хатыҥ,తరహా చెట్టు
127,Kiefer[Baum]::N,бэс,దేవదారు చెట్టు
128,Weide[Baum]::N,үөт,జాతిచెట్టు
129,Weide[Baum]::N,талах,జాతిచెట్టు
130,Tanne::N,харыйа,దేవదారుచెట్టు
131,Horn::N,муос,కొమ్ము
132,Feder::N,куорсун,ఈక
133,Fell::N,тирии,తోలు
134,Flügel::N,кынат,ఱెక్క
135,Klaue::N,тыҥырах,వంకరగోరు
136,Kralle::N,баппаҕай,వంకరగోరు
137,Schwanz::N,кутурук,తోక
138,Ei::N,сымыыт,గ్రుడ్డు
139,Nest::N,уйа,పక్షిగూడు
140,Bau::N,хороон,గుహ
141,Tier::N,кыыл,జంతువు
142,Tier::N,харамай,జంతువు
143,Herde::N,үөр,మంద
144,Kuh::N,ынах,ఆవు
145,Bulle::N,оҕус,గిత్త
146,Pferd::N,сылгы,గుఱ్ఱము
147,Schaf::N,овца,గొఱ్ఱె
148,Schwein::N,сибиинньэ,పంది
149,Hund::N,ыт,కుక్క
150,Katze::N,куоска,పిల్లి
151,Bär::N,эһэ,ఎలుగుబంటి
152,Eichhörnchen::N,тииҥ,ఉడుత
153,Elch::N,тайах,కణంజు
154,Fuchs::N,саһыл,గుంటనక్క
155,Hase::N,куобах,కుందేలు
156,Maus::N,кутуйах,చిట్టెలుక
157,Wolf::N,бөрө,తోడేలు
158,Vogel::N,көтөр,పక్షి
159,Schwarm::N,бөлөх,గుంపు
160,Huhn::N,куурусса,కోడిపిల్ల
161,Hahn::N,бөтүүк,కోడివుంజు
162,Gans::N,хаас,ఆడుబాతు
163,Adler::N,хотой,గ్రద్ద
164,Ente::N,кус,పాట్టిబాతు
165,Eule::N,мэкчиргэ,గ్రుడ్లగూబ
166,Kranich::N,туруйа,కొంగ
167,Krähe::N,тураах,కాకి
168,Kuckuck::N,кэҕэ,కోయల
169,Schwan::N,куба,హంస
170,Fisch::N,балык,చేప
171,Barsch::N,алыһар,ఒకచేఁప
172,Hecht::N,сордон,గండుమీను
173,Schlange[Tier]::N,моҕой,పాము
174,Schlange[Tier]::N,эриэн үөн,పాము
175,Wurm::N,үөн,పురుగు
176,Spinne::N,ооҕуй,సాలె పురుగు
177,Ameise::N,кымырдаҕас,చీమ
178,Laus::N,быт,పేను
179,Mücke::N,кумаар,చీకటీగ
180,Fliege::N,сахсырҕа,ఈగ
181,Schmetterling::N,лыах,సీతాకోకచిలుక
182,Schmetterling::N,үрүмэччи,సీతాకోకచిలుక
183,Beere::N,отон,కాయ
184,Apfel::N,яблоко,ఆపిల్ పండు
185,Pilz::N,тэллэй,కుక్కగొడుగు
186,Zwiebel::N,луук,నీరుల్లి
187,Saat::N,сиэмэ,విత్తనము
188,Korn::N,сиэмэ,గింజ
189,Heu::N,от,ఎండుగడ్డి
190,Schale::N,хах,పొట్టు
191,Grube::N,дьаама,గొయ్యి
192,Falle::N,сохсо,బోను
193,Schlinge::N,уктаа,ఉరి
194,Spur::N,суол,జాడ
195,Asche::N,күл,బూడిద
196,Dreck::N,бадараан,ముఱికి
197,Eisen::N,тимир,ఇనుము
198,Gold::N,көмүс,బంగారము
199,Gold::N,кыһыл көмүс,బంగారము
200,Silber::N,көмүс,వెండి
201,Silber::N,үрүҥ көмүс,వెండి
202,Kohle::N,чох,నేలబొగ్గు
203,Glas::N,өстүөкүлэ,గాజు
204,Lehm::N,туой,బంకమన్ను
205,Sand::N,кумах,ఇసుక
206,Mensch::N,киһи,నరుడు
207,Mann::N,эр,పురుమడు
208,Frau::N,дьахтар,ఆడుది
209,Kind::N,оҕо,బిడ్డ
210,Junge::N,уол,బాలుడు
211,Mädchen::N,кыыс оҕо,బాలిక
212,Familie::N,кэргэн,కుటుంబము
213,Großvater::N,эһэ,తాత
214,Großmutter::N,эбэ,అయ్యమ్మ
215,Eltern::N,аҕа-ийэ,తల్లితండ్రులు
216,Vater::N,аҕа,తండ్రి
217,Mutter::N,ийэ,తల్లి
218,Sohn::N,уол,కొడుకు
219,Tochter::N,кыыс,కూతురు
220,Bruder::N,убай,పోదరుడు
221,Bruder::N,быраат,పోదరుడు
222,Schwester::N,аҕас,సోదరి
223,Schwester::N,балыс,సోదరి
224,Onkel::N,таай,మేనమామ
225,Onkel::N,абаҕа,మేనమామ
226,Tante::N,эдьиий,మేనత్త
227,Tante::N,эдьиий,పినతల్లి
228,Ehemann::N,эр,భర్త
229,Ehefrau::N,ойох,భార్య
230,Freude::N,үөрүү,సంతోషము
231,Gelächter::N,күлүү,నవ్వు
232,Glück::N,дьол,సంతోషము
233,Glück::N,соргу,సంతోషము
234,Kummer::N,кутурҕан,దుఃఖము
235,Wunsch::N,баҕарыы,కోరిక
236,Lust::N,баҕа,కోరిక
237,Geist::N,тыын,ఆత్మ
238,Gedanke::N,санаа,ఆలోచన
239,Gedächtnis::N,өй,జ్ఞాపకము
240,Verstand::N,өй,మనస్సు
241,Sinn::N,суолта,అర్థము
242,Grund::N,төрүөт,కారణము
243,Wahrheit::N,кырдьык,సత్యము
244,Gespräch::N,бэсиэдэ,పంభాషణ
245,Gespräch::N,кэпсэтии,పంభాషణ
246,Märchen::N,остуоруйа,అద్భుతకథ
247,Erzählung::N,кэпсээн,కథ
248,Nachricht::N,биллэриллии,వార్త
249,Neuigkeit::N,сонун,వార్త
250,Name::N,аат,పేరు
251,Rätsel::N,таабырын,చిక్కు
252,Rede::N,этии,ఉపన్యాసము
253,Sprache::N,тыл,భాష
254,Stimme::N,куолас,కంరథ్సని
255,Wort::N,тыл,మాట
256,Zeichen::N,бэлиэ,గుర్తు
257,Ruf::N,ыҥырыы,పిలువు
258,Lärm::N,айдаан,సందడి
259,Laut::N,тыас,ధ్వని
260,Ton::N,дорҕоон,స్వరము
261,Lied::N,ырыа,పాట
262,Ruhe::N,уу чуумпу,గాలిలేమి
263,Leute::N,дьон,జనులు
264,Volk::N,дьон,జాతి
265,Volk::N,норуот,జాతి
266,Arbeit::N,үлэ,పని
267,Gast::N,ыалдьыт,అతిధి
268,Geschenk::N,бэлэх,దానము
269,Spiel::N,оонньуу,ఆట
270,Gesellschaft::N,общество,జట్టు
271,Hilfe::N,көмө,సాహాయ్యము
272,Freund::N,доҕор,స్నేహితుడు
273,Kamerad::N,атас,చెలికాడు
274,Angelegenheit::N,дьыала,విషయము
275,Anzahl::N,ахсаан,లెక్క
276,Art::N,биис,జాతి
277,Stück::N,кырбас,తునుక
278,Teil::N,ирээт,భాగము
279,Hälfte::N,аҥар,సగము
280,Kreis::N,төгүрүк,వృత్తము
281,Kreis::N,төгүрүмтэ,వృత్తము
282,Kreuz::N,кириэс,సిలువ
283,Linie::N,сурааһын,గీత
284,Strich::N,сурааһын,గీత
285,Abstand::N,арыт,సందు
286,Entfernung::N,ыраах,దూరము
287,Gegend::N,сир,విస్తీర్ణము
288,Platz::N,арыт,ఎడము
289,Ort::N,сир,స్థలము
290,Seite::N,өрүт,ప్రక్క
291,Seite::N,сирэй,ప్రక్క
292,Mitte::N,орто,నడిమి
293,Gegenstand::N,предмет,పద్దు
294,Sache::N,мал,వస్తువు
295,Rand::N,кытыы,అంచు
296,Rand::N,ойоҕос,అంచు
297,Kante::N,кырыы,అంచు
298,Ecke::N,муннук,మూల
299,Spitze::N,чыпчаал,మొన
300,Ende::N,төбө,కొన
301,Loch::N,тэһэҕэс,రంధ్రము
302,Loch::N,дьөлөҕөс,రంధ్రము
303,Winkel::N,муннук,కోణము
304,Muster::N,оһуор,మాదిరి
305,Größe::N,кээмэй,పరిమాణము
306,Länge::N,уста,పొడుగు
307,Höhe::N,үрдүк,పొడుగు
308,Gewicht::N,ыйааһын,భారము
309,Menge::N,ахсаан,మొత్తము
310,Haufen::N,чөмчөх,రాశి
311,Reihe::N,кэккэ,వరుస
312,Boot::N,оҥочо,పడవ
313,Ruder::N,эрдии,అడక
314,Schlitten::N,сыарҕа,సరవండ్లు
315,Ski::N,хайыһар,స్కీ
316,Lagerfeuer::N,кутаа,నెగడు
317,Last::N,ыарахан,బరువు
318,Gang::N,хаамыы,నడక
319,Schritt::N,хардыы,అడుగు
320,Norden::N,хоту,ఉత్తరదిక్కు
321,Süden::N,соҕуруу,దక్షిణము
322,Westen::N,арҕаа,పడమర
323,Osten::N,илин,తూర్పు
324,Holz::N,мас,కొయ్య
325,Brett::N,дуоска,పలక
326,Brett::N,хаптаһын,పలక
327,Platte::N,билиитэ,పలక
328,Stütze::N,тулааһын,వాల్సేడ్లు
329,Stange::N,ураҕас,స్తంభము
330,Stock::N,мас,కఱ్ఱ
331,Stock::N,баалкы,కఱ్ఱ
332,Stab::N,ураҕас,కఱ్ఱ
333,Rohr::N,турба,గొట్టము
334,Haus::N,дьиэ,ఇల్లు
335,Heim::N,дьиэ,స్వగృహము
336,Ofen::N,оһох,పొయ్యి
337,Fußboden::N,муоста,నేల
338,Tisch::N,остуол,మేజా
339,Stuhl::N,устуул,కుర్చీ
340,Wiege::N,биһик,ఉయ్యాల
341,Bett::N,кырабаат,పడక
342,Bett::N,кырабаат,మంచం
343,Regal::N,долбуур,అటక
344,Kiste::N,дьааһык,వెట్టె
345,Fenster::N,түннүк,కిటికి
346,Tür::N,аан,ద్వారము
347,Tor::N,аан,ద్వారము
348,Zaun::N,соппулуот,కంచె
349,Dach::N,кырыыса,ఇంటివైకప్పు
350,Leiter::N,кирилиэс,నిచ్చెన
351,Besen::N,миинньик,చీపురుకట్ట
352,Spaten::N,күрдьэх,పాఱ
353,Schaufel::N,күрдьэх,పాఱ
354,Gabel::N,биилкэ,ముండ్లగరిటె
355,Löffel::N,луоска,గరిటె
356,Messer::N,быһах,కత్తి
357,Nagel::N,тоһоҕо,మేకు
358,Netz::N,илим,వల
359,Haken::N,көхө,కొక్కెము
360,Griff::N,ук,పిడి
361,Griff::N,тутаах,పిడి
362,Schloss::N,күлүүс,తాళము
363,Bild::N,хартыына,చిత్రము
364,Figur::N,фигура,రూపము
365,Puppe::N,куукула,బొమ్మ
366,Beutel::N,мөһөөччук,సంచి
367,Bündel::N,баайыы,మూట
368,Tasche::N,суумка,సంచి
369,Eimer::N,биэдэрэ,చేద
370,Deckel::N,хаппах,మూత
371,Geschirr::N,иһит,వంటకాలు
372,Sack::N,куул,గోనెసంచి
373,Tasse::N,сэлиэнэй,గిన్నె
374,Topf::N,көстүрүүҥкэ,కుండ
375,Kessel::N,хочуол,నీరుకాచుపాత్ర
376,Essen::N,аһылык,ఆహారము
377,Nahrung::N,ас,ఆహారము
378,Speise::N,аһылык,ఆహారము
379,Fleisch::N,эт,మాంసము
380,Getreide::N,злактар,ధాన్యము
381,Brei::N,хааһы,గుజ్జు
382,Brot::N,килиэп,రొట్టె
383,Scheibe::N,куһуок,బద్ద
384,Fett::N,сыа,క్రొవ్వు
385,Butter::N,арыы,వెన్న
386,Öl::N,арыы,నూనె
387,Salz::N,туус,ఉప్పు
388,Suppe::N,мин,చారు
389,Honig::N,мүөт,తెనె
390,Milch::N,үүт,పాలు
391,Tee::N,чэй,తేనీరు
392,Leder::N,тирии,బాగుచేసివతోలు
393,Wolle::N,түү,ఉన్ని
394,Stoff::N,таҥас,బట్ట
395,Nadel::N,иннэ,సూది
396,Faden::N,сап,దారము
397,Knopf::N,тимэх,బొత్తాము
398,Knoten::N,түмүк,ముడి
399,Farbe::N,кырааска,రంగు
400,Kleidung::N,таҥас,బట్టలు
401,Hemd::N,ырбаахы,చొక్కాయ
402,Kragen::N,саҕа,మాల
403,Ärmel::N,сиэх,చొక్కాయచెయ్యి
404,Hose::N,ыстаан,ఇజారు
405,Hose::N,бүрүүкэ,ఇజారు
406,Gürtel::N,кур,పటకా
407,Mütze::N,бэргэһэ,టోపి
408,Schuh::N,бачыыҥка,పాదరక్ష
409,Stiefel::N,саппыкы,బూటు
410,Ring::N,биһилэх,ఉంగరము
411,Band::N,лиэнтэ,నాడా
412,Kamm::N,тараах,దువ్వెన
413,Spiegel::N,сиэркилэ,అద్దము
414,Riemen::N,кур,వాడా
415,Schnur::N,быа,దారము
416,Leine::N,тэһиин,వారు
417,Decke::N,суорҕан,కంబళి
418,Kissen::N,сыттык,తలగడ
419,Tuch::N,былаат,బట్ట
420,Handtuch::N,соттор,తువాలు
421,Kraft::N,сыра,బలము
422,Stärke::N,күүс,శక్తి
423,Gesundheit::N,доруобуйа,ఆరోగ్యము
424,Krankheit::N,ыарыы,రోగము
425,Schmerz::N,ыарыы,నొప్పి
426,Wunde::N,баас,గాయము
427,Fieber::N,түрүлгэн,జ్వరము
428,Fieber::N,лихорадка,జ్వరము
429,Fieber::N,температура,జ్వరము
430,Arznei::N,эмп,మందు
431,Brücke::N,күргэ,వంతెన
432,Brunnen::N,холуодьас,బావి
433,Brunnen::N,холуодьас,కూపము
434,Brunnen::N,холуодьас,నుయ్యి
435,Weide::N,мэччирэҥ,పచ్చికబయలు
436,Pfad::N,ыллык,కాలిత్రోవ
437,Weg::N,суол,మార్గము
438,Straße::N,суол,బాట
439,Dorf::N,дэриэбинэ,గ్రామము
440,Stadt::N,куорат,పట్టణము
441,Brief::N,сурук,జాబు
442,Buch::N,кинигэ,పుస్తకము
443,Buchstabe::N,буква,అక్షరము
444,Zeitung::N,хаһыат,వార్తాపత్రిక
445,Leben::N,тыын,ప్రాణము
446,Tod::N,өлүү,మరణము
447,Grab::N,иин,సమాధి
448,Kirche::N,таҥара дьиэтэ,క్రెస్తవులగుడి
449,Sünde::N,айыы,పాపము
450,Gott::N,тангара,దేవుడు
451,Arbeiter::N,үлэһит,పనిపాటుచేశేవాడు
452,Chef::N,баһылык,యజమానుడు
453,Chef::N,начальник,యజమానుడు
454,Meister::N,уус,కళాకారుడు
455,Meister::N,маастар,కళాకారుడు
456,Arzt::N,врач,వైద్యుడు
457,Lehrer::N,учуутал,ఉపాధ్యాయుడు
458,Geld::N,харчы,ద్రవ్యము
459,Geschäft::N,идэ,వ్యాపారము
460,Laden::N,маҕаһыын,అంగడి
461,Preis::N,сыана,వెల
462,Ware::N,табаар,సరకులు
463,Nutzen::N,туһа,ప్రయోజనము
464,Reichtum::N,баай,ధనము
465,Welt::N,аан дойду,ప్రపంచము
466,Land::N,дойду,దేశము
467,Staat::N,государство,రాజ్యము
468,König::N,король,రాజు
469,Macht::N,былаас,అధికారము
470,Grenze::N,кыраныысса,సరిహద్దు
471,Krieg::N,сэрии,యుద్ధము
472,Feind::N,өстөөх,శత్రువు
473,Gewalt::N,күүһүлээһин,దౌర్జన్యము
474,Kampf::N,охсуһуу,పోట్లాట
475,Bogen[Waffe]::N,ох,విల్లు
476,Pfeil::N,ох,బాణము
477,Gewehr::N,саа,తుపాకి
478,Fehler::N,сыыһа,తప్ప
479,Lüge::N,сымыйа,అసత్యము
480,Schaden::N,хоромньу,నష్టము
481,Unglück::N,алдьархай,దురదృష్టము
482,Schuld::N,буруй,తప్పు
483,Alter::N,саас,వయస్సు
484,Schluss::N,тиһэх,ముగింపు
485,Zeit::N,бириэмэ,కాలము
486,Tag::N,күн,దినము
487,Morgen::N,сарсыарда,ఉదయము
488,Mittag::N,күн ортото,మధ్యాహ్నము
489,Abend::N,киэһэ,సాయంకాలము
490,Nacht::N,түүн,రత్రి
491,Woche::N,нэдиэлэ,వారము
492,Monat::N,ый,నెల
493,Jahr::N,сыл,సంవత్సరము
494,Jahr::N,дьыл,సంవత్సరము
495,Frühling::N,саас,వసంతకాలము
496,Sommer::N,сайын,వేసవికాము
497,Herbst::N,күһүн,ఆకురాలుకాలము
498,Winter::N,кыһын,శీతకాలము
499,Januar::N,тохсунньу,జనవరి
500,Februar::N,олунньу,ఫిబ్రవరి
501,März::N,кулун тутар,మార్చి
502,April::N,муус устар ый,ఏప్రిలు
503,Mai::N,ыам ыйа,మే
504,Juni::N,бэс ыйа,జూన్
505,Juli::N,от ыйа,జూలై
506,August::N,атырдьах ыйа,ఆగస్టు
507,September::N,балаҕан ыйа,సెప్ఠెంబరు
508,Oktober::N,алтынньы,అక్టోబరు
509,November::N,сэтинньи,నవంబరు
510,Dezember::N,ахсынньы,డిసెంబర్
511,Montag::N,бэнидиэнньик,సోమవారము
512,Dienstag::N,оптуорунньук,మంగళవారము
513,Mittwoch::N,сэрэдэ,బుధవారము
514,Donnerstag::N,чэппиэр,గురువారము
515,Freitag::N,бээтинсэ,శుక్రవారము
516,Samstag::N,субуота,శనివారము
517,Sonntag::N,баскыһыанньа,ఆదివారము
518,groß::A,бөдөҥ,గొప్పైన
519,groß::A,улахан,గొప్పైన
520,klein::A,кыр,చిన్న
521,lang::A,уһун,పొడుగాటి
522,kurz::A,кылгас,పొట్టి
523,breit::A,кэтит,వెడల్పైన
524,schmal::A,кыараҕас,ఇఱుకైన
525,dicht::A,хойуу,దట్టమైన
526,dick[Gegenstand]::A,суон,దట్టమైన
527,dick[Gegenstand]::A,хойуу,దట్టమైన
528,dünn::A,чараас,పలుచని
529,fein::A,бытархай,నాజాకైన
530,fein::A,синньигес,నాజాకైన
531,fest::A,бөҕө,దృడమైవ
532,fest::A,кытаанах,దృడమైవ
533,flach::A,хаптаҕай,చదువైన
534,glatt::A,кылааккай,నున్నని
535,hart::A,хатан,కఠినమైన
536,hart::A,кытаанах,కఠినమైన
537,weich::A,сымнаҕас,మృదువైన
538,rund::A,төгүрүк,గుండ్రని
539,spitz::A,сытыы,మొనగల
540,spitz::A,уһуктаах,మొనగల
541,scharf::A,сытыы,పదనైన
542,stumpf::A,сыппах,వాడిలేని
543,schwer::A,ыарахан,బరువ్తెన
544,schön::A,кыраһыабай,సుందరమైన
545,heiß::A,итии,వేడియైన
546,warm::A,ичигэс,వెచ్చని
547,kalt::A,тымныы,చల్లని
548,kühl::A,сөрүүн,చల్లని
549,frisch::A,ыраас,తాజాయైన
550,frisch::A,сөрүүн,తాజాయైన
551,frisch::A,тымныы,తాజాయైన
552,feucht::A,сииктээх,చెమ్మగానున్న
553,nass::A,инчэҕэй,తడిగామన్న
554,trocken::A,кураан,ఎండిన
555,voll::A,толору,నిండు
556,leer::A,иччитэх,శూన్యమైన
557,offen::A,аһаҕас,తెఱచియున్న
558,geschlossen::A,бүтэй,మూసిన
559,sauber::A,сэбэр,పరిశుద్ధమైన
560,schmutzig::A,кирдээх,ముఱికియైన
561,roh::A,сиикэй,పచ్చి
562,reif::A,буспут,పండివ
563,reif::A,сиппит-хоппут,పండివ
564,lecker::A,минньигэс,రుచి గల
565,süß::A,минньигэс,తియ్యని
566,bitter::A,аһыы,చేదైన
567,sauer::A,аһыы,పుల్లని
568,hell::A,сырдык,కాంతిగల
569,dunkel::A,хараҥа,చీకటియైన
570,schwarz::A,хара,నల్లని
571,weiß::A,үрүҥ,తెలుపు
572,weiß::A,маҥан,తెలుపు
573,rot::A,кыһыл,ఎఱ్ఱని
574,gelb::A,саһархай,పసుపు పచ్చ
575,blau::A,күөх,నీలవర్ణము
576,grün::A,күөх,ఆకుపచ్చని
577,grün::A,от күөҕэ,ఆకుపచ్చని
578,grau::A,сиэрэй,నెరిసిన
579,bunt::A,эриэн,రంగేలీ
580,billig::A,чэпчэки,చౌకయైన
581,teuer::A,сыаналаах,వెలపొడుగైన
582,wertvoll::A,сыаналаах,విలుప్తెన
583,blind::A,хараҕа суох,గ్రుడ్డి
584,taub::A,дьүлэй,చెవిటి
585,kräftig::A,модун,శక్తి గల
586,stark::A,күүстээх,బలమైన
587,schwach::A,мөлтөх,బలహీనమైన
588,fett::A,эмис,క్రొవ్విన
589,schlank::A,дьылҕан,సన్నని
590,schlank::A,дьыпсаҕай,సన్నని
591,hübsch::A,олус кэрэ,సాగప్తెన
592,hübsch::A,көрүөхтэн үчүгэй,సాగప్తెన
593,böse::A,өһүөннээх,చెడ్డ
594,dumm::A,акаары,తెలివిలేని
595,faul::A,нэс,సోమరియైన
596,fleißig::A,кыһамньылаах,శ్రద్దగల
597,geizig::A,иҥсэлээх,పిసినారియైన
598,klug::A,өйдөөх,తెలివిగల
599,geschickt::A,наһаа дьоҕурдаах,నిపుణతగల
600,lieb::A,тапталлаах,ప్రియమైన
601,lustig::A,көрдөөх,ఉల్లాసము గల
602,sanft::A,намчы,సాధువైన
603,sanft::A,сымнаҕас,సాధువైన
604,hungrig::A,аччык,ఆకలిగొనిన
605,krank::A,ыалдьар,వ్యాధిగల
606,nackt::A,сыгынньах,దిగంబరమైన
607,traurig::A,санаарҕабыллаах,విచారముగల
608,lebendig::A,тыыннаах,ప్రాణముతో నున్న
609,gut::A,үтүө,మంచి
610,gut::A,үчүгэй,మంచి
611,schlecht::A,куһаҕан,చెడ్డ
612,richtig::A,сөп,సరియైన
613,schlimm::A,сидьиҥ,అసహ్యమైన
614,schlimm::A,быдьар,అసహ్యమైన
615,wahr::A,кырдьык,నిజమైన
616,alt::A,былыргы,ముసలి
617,neu::A,саҥа,క్రొత్త
618,ehemalig::A,урукку,పూర్వపు
619,alt[Lebewesen]::A,кырдьаҕас,ముసలి
620,jung::A,эдэр,పసి
621,arm::A,дьадаҥы,బీద
622,reich::A,баай,ధనవంతుడైన
623,bekannt::A,билэр,తెలిసిన
624,berühmt::A,аатырбыт,ప్రపిద్దికెక్కివ
625,fremd::A,атын,అన్యమైన
626,verschieden::A,араас,భేదమైన
627,nah::A,чугас,దగ్గఱనున్న
628,fern::A,ыраах,దూరమందున్న
629,linker::A,хаҥас,ఎడమప్రక్కగ
630,rechter::A,уҥа,కుడి
631,anderer::A,атын,వేఱ్తెన
632,erster::A,маҥнайгы,మొదటి
633,zweiter::A,иккис,రెండన
634,dritter::A,үһүс,మూడో
635,letzter::A,тиһэх,కడపటి
636,allein::ADV,соҕотох,ఒంటిగా
637,auf einmal::ADV,биирдэ,హరాత్తుగ
638,zusammen::ADV,холбуу,కలిసి
639,lange::ADV,уһуннук,బహుకాలము
640,plötzlich::ADV,эмискэ,హరాత్తుగ
641,sofort::ADV,тута,తక్షణము
642,später::ADV,хойут,ఇటీవలి
643,jetzt::ADV,билигин,ఇప్పుడు
644,heute::ADV,бүгүн,నేడు
645,morgen::ADV,сарсын,ఱేపు
646,bald::ADV,өтөр,శీఘ్రముగ
647,dann::ADV,кэнна,అప్పుడు
648,gestern::ADV,бэҕэһээ,నిన్నటి దినము
649,einst::ADV,биир төгүл,పూర్వమొకప్పుడు
650,einst::ADV,арай биирдэ,పూర్వమొకప్పుడు
651,damals::ADV,оччоҕо,అప్పుడు
652,danach::ADV,аары,అప్పుడు
653,danach::ADV,ол кэнниттэн,అప్పుడు
654,vorher::ADV,урут,ఎదుట
655,zuerst::ADV,маҥнай,మొదటిలో
656,einmal::ADV,биирдэ,ఒకసారి
