,Concept_ID,te,ka
103,Wiese::N,పచ్చిక బయలు,ველი
104,Wiese::N,పచ్చిక బయలు,მდელო
105,Wald::N,అడవి,ტყე
106,Hügel::N,చివ్నకొండ,ბორცვი
107,Anhöhe::N,కొండ,მაღლობი
108,Berg::N,పర్వతము,მთა
109,Gipfel::N,శిఖరము,მწვერვალი
110,Höhle::N,గుహ,მღვიმე
111,Höhle::N,గుహ,გამოქვებული
112,Abhang::N,ఏటవాలు,ფერდობი
113,Quelle::N,మూలము,წყარო
114,Quelle::N,మూలము,სათავე
115,Bach::N,కాలువ,რუ
116,Bach::N,కాలువ,ნაკადული
117,Fluss::N,నది,მდინარე
118,Ufer::N,తీరము,კიდე
119,Ufer::N,తీరము,ნაპირი
120,Küste::N,తీరము,ნაპირი
121,Festland::N,భూమి,ხმელეთი
122,Meer::N,సముద్రము,ზღვა
123,Bucht::N,మరుగు,ყურე
124,Insel::N,దీవి,კუნძული
125,Blume::N,పుష్పము,ყვავილი
126,Gras::N,పచ్చగడ్డి,ბალახი
127,Wurzel::N,వేరు,ძირი
128,Wurzel::N,వేరు,ფესვი
129,Baum::N,చెట్టు,ხე
130,Stamm::N,చెట్టుబోదె,ტანი
131,Rinde::N,చెట్టుపట్ట,ქერქი
132,Ast::N,కొమ్మ,ტოტი
133,Zweig::N,చివుకు,შტო
134,Blatt::N,ఆకు,ფოთოლი
135,Birke::N,తరహా చెట్టు,არყი
136,Kiefer[Baum]::N,దేవదారు చెట్టు,ფიჭვი
137,Weide[Baum]::N,జాతిచెట్టు,ტირიფი
138,Tanne::N,దేవదారుచెట్టు,ნაძვი
139,Horn::N,కొమ్ము,რქა
140,Feder::N,ఈక,ფრთა
141,Fell::N,తోలు,ტყავი
142,Flügel::N,ఱెక్క,ფრთა
143,Klaue::N,వంకరగోరు,კლანჭი
144,Kralle::N,వంకరగోరు,ტორი
145,Schwanz::N,తోక,კუდი
146,Ei::N,గ్రుడ్డు,კვერცხი
147,Nest::N,పక్షిగూడు,ბუდე
148,Bau::N,గుహ,სორო
149,Tier::N,జంతువు,ნადირი
150,Tier::N,జంతువు,ცხოველი
151,Herde::N,మంద,ფარა
152,Kuh::N,ఆవు,ფური
153,Kuh::N,ఆవు,ძროხა
154,Bulle::N,గిత్త,ხარი
155,Pferd::N,గుఱ్ఱము,რაში
156,Pferd::N,గుఱ్ఱము,ცხენი
157,Schaf::N,గొఱ్ఱె,ცხვარი
158,Schwein::N,పంది,ღორი
159,Hund::N,కుక్క,ძაღლი
160,Katze::N,పిల్లి,კატა
161,Bär::N,ఎలుగుబంటి,დათვი
162,Eichhörnchen::N,ఉడుత,ციყვი
163,Elch::N,కణంజు,ცხენ-ირემი
164,Fuchs::N,గుంటనక్క,მელა
165,Hase::N,కుందేలు,კურდღელი
166,Maus::N,చిట్టెలుక,თაგვი
167,Wolf::N,తోడేలు,მგელი
168,Vogel::N,పక్షి,ჩიტი
169,Vogel::N,పక్షి,ფრინველი
170,Schwarm::N,గుంపు,გუნდი
171,Huhn::N,కోడిపిల్ల,დედალი
172,Hahn::N,కోడివుంజు,მამალი
173,Gans::N,ఆడుబాతు,ბატი
174,Adler::N,గ్రద్ద,არწივი
175,Ente::N,పాట్టిబాతు,იხვი
176,Eule::N,గ్రుడ్లగూబ,ბუ
177,Kranich::N,కొంగ,წერო
178,Krähe::N,కాకి,ყვავი
179,Kuckuck::N,కోయల,გუგული
180,Schwan::N,హంస,გედი
181,Fisch::N,చేప,თევზი
182,Barsch::N,ఒకచేఁప,ქორჭილა
183,Hecht::N,గండుమీను,ქარიყლაპია
184,Schlange[Tier]::N,పాము,გველი
185,Wurm::N,పురుగు,ჭია
186,Spinne::N,సాలె పురుగు,ობობა
187,Ameise::N,చీమ,ჭიანჭველა
188,Laus::N,పేను,ტილი
189,Laus::N,పేను,მკბენარი
190,Mücke::N,చీకటీగ,კოღო
191,Fliege::N,ఈగ,ბუზი
192,Schmetterling::N,సీతాకోకచిలుక,პეპელა
193,Beere::N,కాయ,კენკრა
194,Apfel::N,ఆపిల్ పండు,ვაშლი
195,Pilz::N,కుక్కగొడుగు,სოკო
196,Zwiebel::N,నీరుల్లి,ხახვი
197,Saat::N,విత్తనము,თესლი
198,Korn::N,గింజ,მარცვალი
199,Heu::N,ఎండుగడ్డి,თივა
200,Schale::N,పొట్టు,ჩენჩო
201,Grube::N,గొయ్యి,ორმო
202,Falle::N,బోను,ხაფანგი
203,Schlinge::N,ఉరి,მახე
204,Spur::N,జాడ,კვალი
205,Asche::N,బూడిద,ფერფლი
206,Dreck::N,ముఱికి,ტალახი
207,Dreck::N,ముఱికి,სიბინძურე
208,Eisen::N,ఇనుము,რკინა
209,Gold::N,బంగారము,ოქრო
210,Silber::N,వెండి,ვერცხლი
211,Kohle::N,నేలబొగ్గు,ნახშირი
212,Glas::N,గాజు,მინა
213,Lehm::N,బంకమన్ను,თიხა
214,Sand::N,ఇసుక,ქვიშა
215,Mensch::N,నరుడు,ადამიანი
216,Mann::N,పురుమడు,კაცი
217,Frau::N,ఆడుది,ქალი
218,Kind::N,బిడ్డ,ბავშვი
219,Junge::N,బాలుడు,ვაჟი
220,Mädchen::N,బాలిక,გოგო
221,Familie::N,కుటుంబము,ოჯახი
222,Großvater::N,తాత,პაპა
223,Großvater::N,తాత,ბაბუა
224,Großmutter::N,అయ్యమ్మ,ბებია
225,Großmutter::N,అయ్యమ్మ,დიდედა
226,Eltern::N,తల్లితండ్రులు,მშობლები
227,Vater::N,తండ్రి,მამა
228,Mutter::N,తల్లి,დედა
229,Sohn::N,కొడుకు,ვაჟიშვილი
230,Tochter::N,కూతురు,ქალიშვილი
231,Bruder::N,పోదరుడు,ძმა
232,Schwester::N,సోదరి,და
233,Onkel::N,మేనమామ,ბიძა
234,Tante::N,మేనత్త,დეიდა
235,Tante::N,మేనత్త,მამიდა
236,Tante::N,పినతల్లి,დეიდა
237,Tante::N,పినతల్లి,მამიდა
238,Ehemann::N,భర్త,ქმარი
239,Ehefrau::N,భార్య,ცოლი
240,Freude::N,సంతోషము,სიხარული
241,Gelächter::N,నవ్వు,სიცილი
242,Glück::N,సంతోషము,ბედნიერება
243,Kummer::N,దుఃఖము,მწუხარება
244,Wunsch::N,కోరిక,წადილი
245,Wunsch::N,కోరిక,სურვილი
246,Lust::N,కోరిక,წადილი
247,Geist::N,ఆత్మ,სული
248,Gedanke::N,ఆలోచన,ფიქრი
249,Gedächtnis::N,జ్ఞాపకము,მეხსიერება
250,Verstand::N,మనస్సు,ჭკუა
251,Verstand::N,మనస్సు,გონება
252,Sinn::N,అర్థము,მნიშვნელობა
253,Grund::N,కారణము,მიზეზი
254,Wahrheit::N,సత్యము,სიმართლე
255,Wahrheit::N,సత్యము,ჭეშმარიტება
256,Gespräch::N,పంభాషణ,ბაასი
257,Gespräch::N,పంభాషణ,საუბარი
258,Märchen::N,అద్భుతకథ,არაკი
259,Märchen::N,అద్భుతకథ,ზღაპარი
260,Erzählung::N,కథ,თქმულება
261,Nachricht::N,వార్త,ცნობა
262,Nachricht::N,వార్త,ამბავი
263,Neuigkeit::N,వార్త,სიახლე
264,Name::N,పేరు,სახელი
265,Rätsel::N,చిక్కు,გამოცანა
266,Rede::N,ఉపన్యాసము,სიტყვა
267,Sprache::N,భాష,ენა
268,Stimme::N,కంరథ్సని,ხმა
269,Wort::N,మాట,სიტყვა
270,Zeichen::N,గుర్తు,ნიშანი
271,Ruf::N,పిలువు,ძახილი
272,Lärm::N,సందడి,ხმაური
273,Laut::N,ధ్వని,ხმა
274,Laut::N,ధ్వని,ბგერა
275,Ton::N,స్వరము,ტონი
276,Lied::N,పాట,სიმღერა
277,Ruhe::N,గాలిలేమి,სიწყნარე
278,Leute::N,జనులు,ადამიანები
279,Volk::N,జాతి,ერი
280,Volk::N,జాతి,ხალხი
281,Arbeit::N,పని,მუშაობა
282,Gast::N,అతిధి,სტუმარი
283,Geschenk::N,దానము,საჩუქარი
284,Spiel::N,ఆట,თამაში
285,Gesellschaft::N,జట్టు,საზოგადოება
286,Hilfe::N,సాహాయ్యము,შველა
287,Hilfe::N,సాహాయ్యము,დახმარება
288,Freund::N,స్నేహితుడు,მეგობარი
289,Kamerad::N,చెలికాడు,ამხანაგი
290,Angelegenheit::N,విషయము,საქმე
291,Anzahl::N,లెక్క,ოდენობა
292,Art::N,జాతి,სახეობა
293,Stück::N,తునుక,ნატეხი
294,Teil::N,భాగము,წილი
295,Hälfte::N,సగము,ნახევარი
296,Kreis::N,వృత్తము,წრე
297,Kreuz::N,సిలువ,ჯვარი
298,Linie::N,గీత,ხაზი
299,Strich::N,గీత,შტრიხი
300,Abstand::N,సందు,მანძილი
301,Entfernung::N,దూరము,სიშორე
302,Gegend::N,విస్తీర్ణము,არე
303,Gegend::N,విస్తీర్ణము,მხარე
304,Platz::N,ఎడము,ფართობი
305,Ort::N,స్థలము,ადგილი
306,Seite::N,ప్రక్క,მხარე
307,Mitte::N,నడిమి,შუა
308,Gegenstand::N,పద్దు,საგანი
309,Sache::N,వస్తువు,ნივთი
310,Rand::N,అంచు,კიდე
311,Kante::N,అంచు,ნაწიბული
312,Ecke::N,మూల,კუთხე
313,Spitze::N,మొన,წვეტი
314,Ende::N,కొన,ბოლო
315,Loch::N,రంధ్రము,ხვრელი
316,Winkel::N,కోణము,კუთხე
317,Muster::N,మాదిరి,მოხატულობა
318,Größe::N,పరిమాణము,ზომა
319,Größe::N,పరిమాణము,სიდიდე
320,Länge::N,పొడుగు,სიგრძე
321,Höhe::N,పొడుగు,სიმაღლე
322,Gewicht::N,భారము,წონა
323,Menge::N,మొత్తము,რაოდენობა
324,Haufen::N,రాశి,გროვა
325,Reihe::N,వరుస,რიგი
326,Reihe::N,వరుస,წყება
327,Boot::N,పడవ,გემი
328,Ruder::N,అడక,ხოფი
329,Ruder::N,అడక,ნიჩაბი
330,Schlitten::N,సరవండ్లు,მარხილი
331,Ski::N,స్కీ,თხილამური
332,Lagerfeuer::N,నెగడు,კოცონი
333,Last::N,బరువు,ტვირთი
334,Gang::N,నడక,სვლა
335,Schritt::N,అడుగు,ბიჯი
336,Norden::N,ఉత్తరదిక్కు,ჩრდილოეთი
337,Süden::N,దక్షిణము,სამხრეთი
338,Westen::N,పడమర,დასავლეთი
339,Osten::N,తూర్పు,აღმოსავლეთი
340,Holz::N,కొయ్య,ხე
341,Brett::N,పలక,დაფა
342,Brett::N,పలక,ფიცარი
343,Platte::N,పలక,თლილი ქვა
344,Stütze::N,వాల్సేడ్లు,საყრდენი
345,Stange::N,స్తంభము,ჭოკი
346,Stock::N,కఱ్ఱ,კეტი
347,Stab::N,కఱ్ఱ,ლატანი
348,Rohr::N,గొట్టము,მილაკი
349,Haus::N,ఇల్లు,სახლი
350,Heim::N,స్వగృహము,ოჯახის კერა
351,Ofen::N,పొయ్యి,ღუმელი
352,Fußboden::N,నేల,იატაკი
353,Tisch::N,మేజా,სუფრა
354,Tisch::N,మేజా,მაგიდა
355,Stuhl::N,కుర్చీ,სკამი
356,Wiege::N,ఉయ్యాల,აკვანი
357,Bett::N,పడక,საწოლი
358,Bett::N,పడక,სარეცელი
359,Bett::N,మంచం,საწოლი
360,Bett::N,మంచం,სარეცელი
361,Regal::N,అటక,თაროები
362,Kiste::N,వెట్టె,ყუთი
363,Kiste::N,వెట్టె,სკივრი
364,Fenster::N,కిటికి,ფანჯარა
365,Fenster::N,కిటికి,სარკმელი
366,Tür::N,ద్వారము,ბჭე
367,Tür::N,ద్వారము,კარი
368,Tor::N,ద్వారము,ჭიშკარი
369,Zaun::N,కంచె,ღობე
370,Zaun::N,కంచె,გალავანი
371,Dach::N,ఇంటివైకప్పు,სახურავი
372,Leiter::N,నిచ్చెన,კიბე
373,Besen::N,చీపురుకట్ట,ცოცხი
374,Spaten::N,పాఱ,ნიჩაბი
375,Schaufel::N,పాఱ,ბარი
376,Gabel::N,ముండ్లగరిటె,ჩანგალი
377,Löffel::N,గరిటె,კოვზი
378,Messer::N,కత్తి,დანა
379,Nagel::N,మేకు,ლურსმანი
380,Netz::N,వల,ბადე
381,Haken::N,కొక్కెము,კავი
382,Haken::N,కొక్కెము,კაუჭი
383,Griff::N,పిడి,ტარი
384,Schloss::N,తాళము,კლიტე
385,Schloss::N,తాళము,საკეტი
386,Bild::N,చిత్రము,სურათი
387,Figur::N,రూపము,ფიგურა
388,Puppe::N,బొమ్మ,თოჯინა
389,Beutel::N,సంచి,პარკი
390,Bündel::N,మూట,გალა
391,Bündel::N,మూట,ასხმა
392,Tasche::N,సంచి,ჩანთა
393,Eimer::N,చేద,ჩამჩა
394,Deckel::N,మూత,ხუფი
395,Deckel::N,మూత,სარქველი
396,Geschirr::N,వంటకాలు,ჭურჭელი
397,Sack::N,గోనెసంచి,ტომარა
398,Tasse::N,గిన్నె,ფინჯანი
399,Topf::N,కుండ,ქოთანი
400,Kessel::N,నీరుకాచుపాత్ర,ქვაბი
401,Essen::N,ఆహారము,ჭამა
402,Nahrung::N,ఆహారము,საზრდო
403,Nahrung::N,ఆహారము,საკვები
404,Speise::N,ఆహారము,საჭმელი
405,Fleisch::N,మాంసము,ხორცი
406,Getreide::N,ధాన్యము,მარცვლოვანი
407,Brei::N,గుజ్జు,ფაფა
408,Brot::N,రొట్టె,პური
409,Scheibe::N,బద్ద,ნაჭერი
410,Fett::N,క్రొవ్వు,ქონი
411,Fett::N,క్రొవ్వు,ცხიმი
412,Butter::N,వెన్న,კარაქი
413,Öl::N,నూనె,ზეთი
414,Salz::N,ఉప్పు,მარილი
415,Suppe::N,చారు,სუფი
416,Honig::N,తెనె,თაფლი
417,Milch::N,పాలు,რძე
418,Tee::N,తేనీరు,ჩაი
419,Leder::N,బాగుచేసివతోలు,ტყავი
420,Wolle::N,ఉన్ని,მატყლი
421,Stoff::N,బట్ట,ქსოვილი
422,Nadel::N,సూది,ნემსი
423,Faden::N,దారము,ძაფი
424,Faden::N,దారము,მკედი
425,Knopf::N,బొత్తాము,ღილი
426,Knoten::N,ముడి,ნასკვი
427,Farbe::N,రంగు,საღებავი
428,Kleidung::N,బట్టలు,ტანსაცმელი
429,Hemd::N,చొక్కాయ,ხალათი
430,Hemd::N,చొక్కాయ,პერანგი
431,Kragen::N,మాల,საყელო
432,Ärmel::N,చొక్కాయచెయ్యి,სახელო
433,Hose::N,ఇజారు,შარვალი
434,Gürtel::N,పటకా,ქამარი
435,Mütze::N,టోపి,ქუდი
436,Schuh::N,పాదరక్ష,ფეხსაცმელი
437,Stiefel::N,బూటు,ჩექმა
438,Ring::N,ఉంగరము,ბეჭედი
439,Band::N,నాడా,ბაფთი
440,Kamm::N,దువ్వెన,სავარცხელი
441,Spiegel::N,అద్దము,სარკე
442,Riemen::N,వాడా,ღვედი
443,Schnur::N,దారము,ლარი
444,Leine::N,వారు,ჯაჭვი
445,Decke::N,కంబళి,საბანი
446,Kissen::N,తలగడ,ბალიში
447,Tuch::N,బట్ట,მაუდი
448,Tuch::N,బట్ట,თავშალი
449,Handtuch::N,తువాలు,ხელსახოცი
450,Kraft::N,బలము,ძალა
451,Stärke::N,శక్తి,ღონე
452,Gesundheit::N,ఆరోగ్యము,ჯანმრთელობა
453,Krankheit::N,రోగము,სენი
454,Krankheit::N,రోగము,ავადმყოფობა
455,Schmerz::N,నొప్పి,ტკივილი
456,Wunde::N,గాయము,იარი
457,Wunde::N,గాయము,ჭრილობა
458,Fieber::N,జ్వరము,ციება
459,Arznei::N,మందు,წამალი
460,Brücke::N,వంతెన,ხიდი
461,Brunnen::N,బావి,ჭა
462,Brunnen::N,కూపము,ჭა
463,Brunnen::N,నుయ్యి,ჭა
464,Weide::N,పచ్చికబయలు,საძოვარი
465,Pfad::N,కాలిత్రోవ,ბილიკი
466,Weg::N,మార్గము,გზა
467,Straße::N,బాట,შარაგზა
468,Dorf::N,గ్రామము,დაბა
469,Dorf::N,గ్రామము,სოფელი
470,Stadt::N,పట్టణము,ქალაქი
471,Brief::N,జాబు,წერილი
472,Buch::N,పుస్తకము,წიგნი
473,Buchstabe::N,అక్షరము,ასო
474,Zeitung::N,వార్తాపత్రిక,გაზეთი
475,Leben::N,ప్రాణము,სიცოცხლე
476,Tod::N,మరణము,სიკვდილი
477,Grab::N,సమాధి,სამარე
478,Grab::N,సమాధి,საფლავი
479,Kirche::N,క్రెస్తవులగుడి,ეკლესია
480,Sünde::N,పాపము,ცოდვა
481,Gott::N,దేవుడు,ღმერთი
482,Arbeiter::N,పనిపాటుచేశేవాడు,მუშა
483,Chef::N,యజమానుడు,გამგე
484,Meister::N,కళాకారుడు,ოსტატი
485,Arzt::N,వైద్యుడు,ექიმი
486,Arzt::N,వైద్యుడు,მკურნალი
487,Lehrer::N,ఉపాధ్యాయుడు,მასწავლებელი
488,Geld::N,ద్రవ్యము,ფული
489,Geschäft::N,వ్యాపారము,საქმე
490,Geschäft::N,వ్యాపారము,ბიზნესი
491,Laden::N,అంగడి,დუქანი
492,Laden::N,అంగడి,მაღაზია
493,Preis::N,వెల,ფასი
494,Ware::N,సరకులు,საქონელი
495,Nutzen::N,ప్రయోజనము,ხეირი
496,Reichtum::N,ధనము,სიმდიდრე
497,Welt::N,ప్రపంచము,მსოფლიო
498,Land::N,దేశము,მხარე
499,Land::N,దేశము,ქვეყანა
500,Staat::N,రాజ్యము,სახელმწიფო
501,König::N,రాజు,მეფე
502,Macht::N,అధికారము,ძლიერება
503,Grenze::N,సరిహద్దు,ზღვარი
504,Krieg::N,యుద్ధము,ომი
505,Feind::N,శత్రువు,მტერი
506,Gewalt::N,దౌర్జన్యము,სისასტიკე
507,Kampf::N,పోట్లాట,ბრძოლა
508,Bogen[Waffe]::N,విల్లు,მშვილდი
509,Pfeil::N,బాణము,ისარი
510,Pfeil::N,బాణము,მახვილი
511,Gewehr::N,తుపాకి,თოფი
512,Gewehr::N,తుపాకి,შაშხანა
513,Fehler::N,తప్ప,შეცდომა
514,Lüge::N,అసత్యము,სიცრუე
515,Schaden::N,నష్టము,ვნება
516,Unglück::N,దురదృష్టము,ხიფათი
517,Unglück::N,దురదృష్టము,უბედურება
518,Schuld::N,తప్పు,ბრალი
519,Alter::N,వయస్సు,ასაკი
520,Schluss::N,ముగింపు,ბოლო
521,Schluss::N,ముగింపు,დასასრული
522,Zeit::N,కాలము,დრო
523,Tag::N,దినము,დღე
524,Morgen::N,ఉదయము,დილა
525,Mittag::N,మధ్యాహ్నము,შუადღე
526,Abend::N,సాయంకాలము,საღამო
527,Nacht::N,రత్రి,ღამე
528,Woche::N,వారము,კვირა
529,Monat::N,నెల,თვე
530,Jahr::N,సంవత్సరము,წელი
531,Frühling::N,వసంతకాలము,გაზაფხული
532,Sommer::N,వేసవికాము,ზაფხული
533,Herbst::N,ఆకురాలుకాలము,შემოდგომა
534,Winter::N,శీతకాలము,ზამთარი
535,Januar::N,జనవరి,იანვარი
536,Februar::N,ఫిబ్రవరి,თებერვალი
537,März::N,మార్చి,მარტი
538,April::N,ఏప్రిలు,აპრილი
539,Mai::N,మే,მაისი
540,Juni::N,జూన్,ივნისი
541,Juli::N,జూలై,ივლისი
542,August::N,ఆగస్టు,აგვისტო
543,September::N,సెప్ఠెంబరు,სექტემბერი
544,Oktober::N,అక్టోబరు,ოქტომბერი
545,November::N,నవంబరు,ნოემბერი
546,Dezember::N,డిసెంబర్,დეკემბერი
547,Montag::N,సోమవారము,ორშაბათი
548,Dienstag::N,మంగళవారము,სამშაბათი
549,Mittwoch::N,బుధవారము,ოთხშაბათი
550,Donnerstag::N,గురువారము,ხუთშაბათი
551,Freitag::N,శుక్రవారము,პარასკევი
552,Samstag::N,శనివారము,შაბათი
553,Sonntag::N,ఆదివారము,კვირა
554,groß::A,గొప్పైన,დიდი
555,klein::A,చిన్న,მცირე
556,klein::A,చిన్న,პატარა
557,lang::A,పొడుగాటి,გრძელი
558,kurz::A,పొట్టి,მოკლე
559,breit::A,వెడల్పైన,ფართო
560,breit::A,వెడల్పైన,განიერი
561,schmal::A,ఇఱుకైన,ვიწრო
562,schmal::A,ఇఱుకైన,წვრილი
563,dicht::A,దట్టమైన,მჭიდრო
564,dick[Gegenstand]::A,దట్టమైన,სქელი
565,dünn::A,పలుచని,წვრილი
566,fein::A,నాజాకైన,თხელი
567,fest::A,దృడమైవ,მყარი
568,flach::A,చదువైన,ბრტყელი
569,glatt::A,నున్నని,გლუ
570,hart::A,కఠినమైన,მაგარი
571,weich::A,మృదువైన,რბილი
572,rund::A,గుండ్రని,მრგვალი
573,spitz::A,మొనగల,წვეტიანი
574,scharf::A,పదనైన,მჭრელი
575,stumpf::A,వాడిలేని,ბლაგვი
576,schwer::A,బరువ్తెన,მძიმე
577,schön::A,సుందరమైన,ლამაზი
578,heiß::A,వేడియైన,ცხელი
579,warm::A,వెచ్చని,თბილი
580,kalt::A,చల్లని,ცივი
581,kühl::A,చల్లని,გრილი
582,frisch::A,తాజాయైన,სუფთა
583,feucht::A,చెమ్మగానున్న,ნოტიო
584,nass::A,తడిగామన్న,სველი
585,trocken::A,ఎండిన,მშრალი
586,voll::A,నిండు,სავსე
587,leer::A,శూన్యమైన,ცარიელი
588,offen::A,తెఱచియున్న,ღია
589,offen::A,తెఱచియున్న,გაშლილი
590,geschlossen::A,మూసిన,დახურული
591,sauber::A,పరిశుద్ధమైన,სუფთა
592,sauber::A,పరిశుద్ధమైన,წმინდა
593,schmutzig::A,ముఱికియైన,ტალახიანი
594,roh::A,పచ్చి,უმი
595,reif::A,పండివ,მწიფე
596,lecker::A,రుచి గల,გემრიელი
597,süß::A,తియ్యని,ტკბილი
598,bitter::A,చేదైన,მწარე
599,sauer::A,పుల్లని,მჟავე
600,hell::A,కాంతిగల,ნათელი
601,dunkel::A,చీకటియైన,ბნელი
602,schwarz::A,నల్లని,შავი
603,weiß::A,తెలుపు,თეთრი
604,rot::A,ఎఱ్ఱని,წითელი
605,gelb::A,పసుపు పచ్చ,ყვითელი
606,blau::A,నీలవర్ణము,ლურჯი
607,blau::A,నీలవర్ణము,ცისფერი
608,grün::A,ఆకుపచ్చని,მწვანე
609,grau::A,నెరిసిన,რუხი
610,grau::A,నెరిసిన,ნაცრისფერი
611,bunt::A,రంగేలీ,ჭრელი
612,bunt::A,రంగేలీ,ფერადი
613,billig::A,చౌకయైన,იაფი
614,teuer::A,వెలపొడుగైన,ძვირი
615,wertvoll::A,విలుప్తెన,ღირსიანი
616,blind::A,గ్రుడ్డి,ბრმა
617,taub::A,చెవిటి,ყრუ
618,kräftig::A,శక్తి గల,ძალავანი
619,stark::A,బలమైన,ძლიერი
620,stark::A,బలమైన,ღონიერი
621,schwach::A,బలహీనమైన,სუსტი
622,fett::A,క్రొవ్విన,სქელი
623,schlank::A,సన్నని,გამხდარი
624,hübsch::A,సాగప్తెన,ეშხიანი
625,hübsch::A,సాగప్తెన,მშვენიერი
626,böse::A,చెడ్డ,ავი
627,böse::A,చెడ్డ,ბოროტი
628,dumm::A,తెలివిలేని,ბოთე
629,dumm::A,తెలివిలేని,სულელი
630,faul::A,సోమరియైన,ზანტი
631,faul::A,సోమరియైన,ზარმაცი
632,fleißig::A,శ్రద్దగల,ბეჯითი
633,fleißig::A,శ్రద్దగల,მუყაითი
634,geizig::A,పిసినారియైన,ძუნწი
635,klug::A,తెలివిగల,ჭკვიანი
