,Concept_ID,ko,ta
702,passieren::V,지장옶다,நிகழ்
703,beginnen::V,시작되다,ஆரம்பி
704,enden::V,큳내다,முடி
705,wechseln::V,병경하다,மாற்று
706,aufgehen[Sonne]::V,뜨다,உயர எழு
707,untergehen[Sonne]::V,지다,பொறுத்து
708,scheinen[Sonne]::V,빛나다,பிரகாசி
709,donnern::V,천둥치다,இடி
710,wehen::V,풀다,வீசு
711,strömen::V,흐르다,பாயதல்
712,fließen::V,흐르다,நீரோட்டம் போக்கில் போ
713,sich drehen::V,돌다,சுழல்
714,schwanken::V,동요하다,தள்ளாடு
715,schwingen::V,흔들다,ஆடு
716,fallen::V,떨어지다,விழு
717,brennen::V,타다,எரி
718,rauchen::V,김이나다,பகை பிடி
719,regnen::V,비가오다,மழை பெய்
720,gefrieren::V,얼다,உறைந்துவிடு
721,tauen::V,녹다,உருகு
722,schmelzen::V,녹다,உருகு
723,trocknen::V,홈치다,உலர்த்து
724,sieden::V,끓다,கொதிக்க வை
725,faulen::V,부패하다,அழுகச் செய்
726,verfaulen::V,썩다,அழுகச் செய்
727,reißen::V,지바찢다,திடீரென அறு
728,versinken::V,가라앉다,மூழ்கு
729,vergehen::V,지나가다,கடந்துசெல்
730,erscheinen::V,나타나다,தோன்றச்
731,verschwinden::V,사라지다,மறைந்து போ
732,sinken::V,가라앉다,பதைவுறு
733,abnehmen::V,떼어내다,குறை
734,zunehmen::V,증가하다,உயர்த்து
735,steigen::V,상승하다,உயர எழு
736,wachsen::V,생기하다,வளர்
737,glänzen::V,뛰오나다,மிளிர்
738,funkeln::V,불티가잍어나다,பிரகாசி
739,lärmen::V,떠들다,கொம்பு
740,läuten::V,울시다,மணியொலியிசை
741,klingeln::V,초닌총을울리다,மணி அடி
742,klirren::V,탁탁울리다,கிலுங்கு
743,brausen::V,쏴쏴소리내다,இரைதல்
744,rauschen::V,솨솨,சலசலப்பு
745,klingen::V,반향하다,சிலம்புதல்
746,bellen::V,짖다,குரை
747,heulen::V,포효하다,ஊளையிடு
748,blasen::V,불다,ஊது
749,pfeifen::V,피리를불다,சீழ்க்கை எழப்பு
750,schreien::V,절규하다,கூச்சலிடு
751,stöhnen::V,신음하다,வேதனை
752,zittern::V,저뉼하다,நடுங்கு
753,leben::V,살다,உயிருடனிரு
754,geboren werden::V,태어난,பிற
755,atmen::V,숨쉬다,சுவாசி
756,trinken::V,마시다,குடி
757,essen::V,먹다,சாப்பிடு
758,schlucken::V,들이켜다,முழுங்கு
759,einschlafen::V,잠들다,தூங்க
760,schlafen::V,자다,தூங்கு
761,aufwachen::V,눈트다,எழுப்பு
762,aufstehen::V,서다,எழுந்திரு
763,sich erholen::V,회복하다,இளைப்பாறு
764,schmerzen::V,아프다,நோவுறு
765,husten::V,잔기침하다,இருமு
766,genesen::V,낫다,குணம் அடை
767,sterben::V,죽다,மரணமடை
768,umkommen::V,못쓰게되다,நசி
769,sich bewegen::V,움직이다,நகர்த்து
770,sich rühren::V,움직이다,அசை
771,sich erheben::V,이러서다,எழுந்து நில்
772,sich setzen::V,앉히다,உட்கார்
773,hinfallen::V,넘어지다,விழு
774,laufen::V,걷다,நட
775,schreiten::V,보행하다,கவடுவைத்தல்
776,spazierengehen::V,산보하다,உலவு
777,eilen::V,서둘다,விரைந்து
778,sich beeilen::V,서둘게하다,அவசரப்படுத்து
779,sausen::V,서들러 떠나다,விரைந்து செல்
780,rennen::V,달리다,ஓடு
781,springen::V,도약하다,குதி
782,klettern::V,갑겨오르다,ஏறு
783,schaukeln::V,흔들리게하다,தள்ளாடு
784,kriechen::V,기다,மெதுவாக நடந்து செல்
785,schwimmen::V,헤엄치다,நீந்து
786,tauchen::V,잠기다,மூழ்கி நீச்சலடி
787,rudern::V,물을헤치다,துடுப்புப் போடு
788,fahren::V,가다,ஓட்டு
789,fahren::V,나르다,ஓட்டு
790,fliegen::V,날다,பற
791,gehen::V,가다,போ
792,weggehen::V,팔리다,விலகிச் செல்
793,abfahren::V,출발하다,புறப்பட்டுச் செல்
794,anhalten::V,멈추다,நின்றுவிடு
795,hineingehen::V,(그리로)가다,மறையச் செய்
796,eintreten::V,들러가다,நுழை
797,kommen::V,오다,வா
798,ankommen::V,고챀하다,வநது சேர்
799,zurückkommen::V,보기,திரும்பி வா
800,bleiben::V,체류,இரு
801,warten::V,기다리다,தாமதி
802,erwarten::V,기대하다,எதிர்நோக்கு
803,suchen::V,찾다,தேடு
804,suchen::V,구하다,தேடு
805,finden::V,찾아내다,கண்டுபிடி
806,versuchen::V,시험하다,முயற்சி செய்
807,vorbereiten::V,재비하다,ஆயத்தம் செய்
808,lieben::V,사랑하다,அன்பு செலுத்து
809,mögen::V,줗아하다,விரும்பு
810,lachen::V,웃다,சிரி
811,rühren::V,건드리다,இதயத்தைத் தொடு
812,weinen::V,울다,அழு
813,schimpfen::V,꾸짖다,சாபமிடு
814,sich ärgern::V,화를내게 하다,கோப்பபடு
815,sich fürchten::V,두려원하다,பயப்படு
816,fürchten::V,두려원하다,பயப்படுத்து
817,fliehen::V,도망치다,ஓடு
818,flüchten::V,도주하다,தப்பிவிடு
819,sehen::V,보다,பார்
820,anschauen::V,바라보다,கூர்ந்து கவனி
821,ansehen::V,바라보다,கவனி
822,hören::V,듣다,கேள்
823,zuhören::V,듣다,சுவைத்துப் பார்
824,probieren::V,시식하다,ருசி
825,riechen::V,내새를맡다,முகர்ந்து பார்
826,fühlen::V,느끼다,தொட்டுணர்
827,scheinen::V,...것같다,காணப்படு
828,zu sehen sein::V,보이는,தோன்றுதல்
829,vernehmen::V,듣다,கேள்
830,vernehmen::V,들어서일다,கேள்
831,frieren::V,춥다,குதுகுதுகு
832,tun::V,하다,செய்
833,können::V,할주릴다,இயல்வது
834,wollen::V,바라다,விரும்பு
835,anfangen::V,시작하다,தொடங்கு
836,beenden::V,다하다,முடி
837,aufhören::V,그만두다,நிறுத்து
838,gelingen::V,성국하다,வெற்றி
839,geraten::V,잘되어가다,ஏற்படுத்து
840,öffnen::V,열다,திற
841,schließen::V,추측하다,மூடு
842,stellen::V,세우다,வை
843,setzen::V,놓다,வை
844,legen::V,눕히다,பரப்பி வை
845,berühren::V,대다,பதி
846,verbinden::V,옝열하다,சேர்
847,bedecken::V,덮다,உறைபோடு
848,aufhängen::V,매달다,தொங்கவிடு
849,anzünden::V,점화하다,எரியூட்டு
850,aufheben::V,위로올리다,பொறுக்கி எடு
851,zurücklassen::V,튀에남기다,விட்டுச் செல்
852,verlieren::V,잃다,இழ
853,fallen lassen::V,떨어뜨리다,அளவில் குறைவு
854,machen::V,하다,தயார்செய்
855,herstellen::V,제조하다,உற்பத்தி செய்
856,bauen::V,짓다,கட்டு
857,reparieren::V,수셩자다,பழுது பார்
858,verbessern::V,정정하다,மேம்படுத்து
859,ändern::V,바꾸다,மாற்றி அமை
860,graben::V,파다,குழி வெட்டு
861,beugen::V,구부리다,வனை
862,biegen::V,굽히다,வனை
863,drehen::V,회전,சுழல்
864,wenden::V,회전시키다,குடைகவிழு
865,umdrehen::V,회전시키다,சுற்றும் முற்றும் பார்
866,heben::V,일으아키다,தூக்கு
867,hochheben::V,틀어올리다,தூக்கு
868,ergreifen::V,잡다,பறி
869,halten::V,잡다,பிடித்துக் கொள்
870,drücken::V,누르다,அழுத்து
871,schieben::V,밀다,தள்ளு
872,kratzen::V,긁다,கீறு
873,lecken::V,핥다,நக்கு
874,beißen::V,물다,கடி
875,abschneiden::V,귾어내다,வெட்டி எடு
876,binden::V,매다,கட்டு
877,stecken::V,찌르다,பதிய வை
878,brechen::V,금,உடை
879,klopfen::V,치다,தட்டு
880,hauen::V,때리다,அடி
881,kleben::V,들러붙다,ஒட்டு
882,reiben::V,문지르다,தேய்
883,streichen::V,쓰다듬다,பரவச்செய்
884,schleifen::V,갈다,அரை
885,schneiden::V,베다,துண்டாக்கு
886,rütteln::V,흔들다,மெல்ல தள்ளு
887,schütteln::V,흔들다,குலுக்கு
888,schwenken::V,흔들다,ஊஞ்சலாடு
889,schütten::V,따르다,ஊற்று
890,füllen::V,담다,நிரப்பு
891,einwickeln::V,싸다,சுற்று
892,tragen::V,지우다,எடுத்துச் செல்
893,schleppen::V,끌다,இழுத்துச் செல்
894,ziehen::V,당기다,இழு
895,aufbewahren::V,간직하다,வைத்துக் கொள்
896,werfen::V,던지다,வீசி எறி
897,fangen::V,밥다,பிடி
898,packen::V,쥐다,பிடித்துக்கொள்
899,verstecken::V,숨기다,மறை
900,teilen::V,나누다,பாகங்களாகப் பிரி
901,schicken::V,보내다,அனுப்பு
902,bringen::V,가겨,கொண்டு வா
903,hinzufügen::V,부가하다,சேர்
904,bekommen::V,얻다,பெறு
905,erhalten::V,지니다,பெறு
906,nehmen::V,잡다,எடு
907,wählen::V,선거하다,தேர்ந்தெடு
908,auswählen::V,선출하다,தேர்ல்தெடு
909,bewahren::V,저장보종,கெடாது பேணு
910,behindern::V,훼방하다,தடங்கல் செய்
911,verderben::V,못쓰게 되다,நாசமாக்கு
912,beschädigen::V,상하게하다,சேதப்படுத்து
913,zerbrechen::V,깨뜨리다,உடை
914,zerreißen::V,잡아쫓다,கிழி
915,zerstören::V,파괴하다,அழி
916,verbrennen::V,소실하다,எரியூட்டு
917,geben::V,주다,கொடு
918,reichen::V,내일다,வழங்கு
919,schenken::V,주다,மொயத்தல்
920,versprechen::V,약속하다,உறுதியளி
921,wünschen::V,바라다,ஆசைப்படு
922,loben::V,칭찬하다,புகழ்ச்சி கூறு
923,küssen::V,키스하다,முத்தமிடு
924,wiegen::V,어르다,ஆட்டுத்தல்
925,zudecken::V,뚜꺼을하다,உறைபோடு
926,wecken::V,깨우다,எழுப்பு
927,zeigen::V,보이다,காட்டு
928,führen::V,가게하다,வழிகாட்டி
929,lehren::V,가르치다,சொல்லிக் கொடு
930,unterrichten::V,가르지다,அறிவுரை கூறு
931,aufziehen::V,사육하다,வளர்
932,leiten::V,이끌다,அழைத்துச் செல்
933,antreiben::V,몰다,தூண்டு
934,lassen::V,내버려두다,விடு
935,einladen::V,초청하다,அழை
936,vereinigen::V,하나로하다,ஒன்றாகச் சேர்
937,besuchen::V,방문하다,வருகை புரி
938,treffen::V,만나다,சந்தி
939,sich versammeln::V,조립하다,தொகுப்பு
940,spielen::V,눌다,விளையாடு
941,singen::V,노래하다,பாடு
942,tanzen::V,춤추하다,நடனமாடு
943,sich trennen::V,가르다,தனிப்படடுத்து
944,verlassen::V,버림받은,கைவிடு
945,retten::V,구조하다,காப்பாற்று
946,bewachen::V,치키다,காவல் செய்
947,schützen::V,보호하다,பாதுகாப்பு செய்
948,verteidigen::V,막다,எதிர்த்து நில்
949,sich schlagen::V,치다,பூசலிடு
950,schießen::V,쏘다,சுட்டுக் கொல்
951,siegen::V,이기다,வெற்றி பெறு
952,ärgern::V,성을내게하다,எரிச்சலூட்டு
953,schlagen::V,치다,அடி
954,treten::V,디디다,உதை
955,stechen::V,찌르다,கொட்டு
956,stoßen::V,찌르다,நெருக்கு
957,stehlen::V,훔치다,திருடு
958,stören::V,움직이다,தொல்லைகொடு
959,belästigen::V,괴롭히다,தொல்லை கொடு
960,verbergen::V,숨기다,மறை
961,täuschen::V,속이다,ஏமாற்று
962,betrügen::V,속이다,ஏமாற்று
963,töten::V,죽이다,கொல்
964,wohnen::V,실다,தங்கியிரு
965,arbeiten::V,일하다,வேலை செய்
966,sammeln::V,모으다,ஒன்றுசேர்
967,pflücken::V,꿔다,கொய்து எடு
968,jagen::V,사냥하다,வேட்டையாடு
969,fischen::V,고기를잡다,மீன் பிடி
970,fassen::V,움켜쥐다,பிடி
971,hüten::V,망보다,காவல் செய்
972,treiben::V,몰아세우다,ஓட்டு
973,anbinden::V,묶다,கட்டு
974,füttern::V,사료를주다,உணவளி
975,melken::V,젖을짜다,பால் கற
976,hacken::V,자르다,வெட்டி எடு
977,gießen::V,물을대다,நீர்ப் பாய்ச்சு
978,reifen::V,성숙하다,பழு
979,zubereiten::V,조제하다,சமையல் செய்
980,kochen::V,요리하다,வேகவை
981,backen::V,쿱다,வெப்பத்தில் வாட்டு
982,braten::V,굽다,பொரியச் செய்
983,umrühren::V,교반하다,கலக்கு
984,stricken::V,뜨개질하다,பின்னியிழை
985,nähen::V,꿰매다,தையல் வேலை செய்
986,färben::V,채색하다,வண்ணம் பெறச் செய்
987,reinigen::V,청소하다,சுத்தம் செய்
988,waschen::V,씻다,கழுவு
989,abwischen::V,닦다,துடை
990,spülen::V,씻다,அலசு
991,fegen::V,소체하다,பெறுக்கு
992,kehren::V,청소하다,பெறுக்கு
993,baden::V,감다,குளி
994,sich waschen::V,모믈 씻다,கழுவு
995,ausziehen::V,벗다,கழற்று
996,anziehen::V,끌어움직이다,புனைதல்
997,kämmen::V,빗다,தலை வாரிக் கொள்
998,schmücken::V,치레하다,அழகுபடுத்து
999,sagen::V,말하다,சொல்
1000,sprechen::V,말하다,பேசு
1001,reden::V,이야기하다,பெசு
1002,fragen::V,질문하다,கேள்
1003,bitten::V,원하다,வேண்டு
1004,erzählen::V,이야기하다,சொல்
1005,mitteilen::V,이야기하다,சொல்
1006,nennen::V,부르다,பெயரிடுதல்
1007,rufen::V,불러내다,கூச்சலிடு
1008,prahlen::V,자랑하다,தற்பெருமை பேசு
1009,übersetzen::V,번역하다,மொழிபெயர்ப்பு செய்
1010,denken::V,생각하다,யோசி
1011,glauben::V,믿다,நம்பு
1012,bemerken::V,인자하다,கவனி
1013,erkennen::V,인식하다,அடையாளம் கண்டுகொள்
1014,begreifen::V,파악하다,பற்றிக்கொள்
1015,verstehen::V,이해하다,புரிந்து கொள்
1016,lernen::V,배우다,கற்றுக்கொள்
1017,wissen::V,알다,தெரிந்திரு
1018,sich erinnern an::V,상기하다,நினைவு கூர்
1019,vergessen::V,잊다,மற
1020,messen::V,측정하다,அளவிடு
1021,zählen::V,세다,எண்ணு
1022,rechnen::V,게산하다,கணக்கிடு
1023,lesen::V,읽다,படி
1024,malen::V,그리다,வண்ணச்சித்திரம்
1025,zeichnen::V,소묘하다,வரை
1026,schreiben::V,쓰다,எழுது
1027,besitzen::V,소유하다,உடைமையாகக் கொண்டிரு
1028,kaufen::V,사다,வாங்கு
1029,verkaufen::V,팔다,விற்பனை செய்
1030,bezahlen::V,지불하다,இறுத்தல்
1031,zahlen::V,치르다,பணம் செலுத்து
1032,beherrschen::V,지배하다,ஆட்சிசெய்
1033,ertragen::V,참다,தாங்கு
1034,Raureif::N,,உறைபனி வெண்திரை
1035,Grube::N,,குழி
1036,Lust::N,,விருப்பம்
1037,Nachricht::N,,செய்தி
1038,klug::A,,சாதுரியமான
1039,von hier::ADV,,இனி
1040,müde werden::V,,கையயர்தல்
1041,krank werden::V,,விழுதல்
1042,krank sein::V,,நருக்கலாயிருக்க
1043,abreißen::V,,கிழி
1044,sich anziehen::V,,உடுத்துதல்
1045,sich unterhalten::V,,இயல்பாக பேசிக்கொண்டிரு
