,Concept_ID,ar,myv
123,Abhang::N,منحدر,пандочама
124,Quelle::N,منبع,ушодкс
125,Bach::N,مجرى,чудикерькс
126,Fluss::N,نهر,лей
127,Ufer::N,ضفة,чире
128,Küste::N,ساحل,лейчире
129,Festland::N,بر,мода
130,Meer::N,بحر,моря
131,Bucht::N,خليج,усия
132,Insel::N,جزيرة,усия
133,Blume::N,زهرة,цеця
134,Gras::N,حشيش,тикше
135,Wurzel::N,أصل,юр
136,Wurzel::N,أصل,ундокс
137,Baum::N,شجرة,чувто
138,Stamm::N,جذع,рунго
139,Rinde::N,قشرة,суд
140,Rinde::N,قشرة,керь
141,Ast::N,فرع,морго
142,Zweig::N,غصن,тарад
143,Blatt::N,ورقة,лопа
144,Birke::N,قضبان,килей
145,Kiefer[Baum]::N,صنوبرة,пиче
146,Weide[Baum]::N,صفصاف,каль
147,Tanne::N,شوح,куз
148,Tanne::N,تبوب,куз
149,Horn::N,قرن,сюро
150,Feder::N,ريشة,толга
151,Fell::N,فرو,пона
152,Flügel::N,جناح,сёлмо
153,Klaue::N,مخلب,кенже
154,Kralle::N,مخلب,кенже
155,Schwanz::N,ذيل,пуло
156,Ei::N,بيض,ал
157,Nest::N,عش,пизэ
158,Bau::N,جحر,варя
159,Bau::N,جحر,пизе
160,Tier::N,حيوان,ракша
161,Herde::N,قطيع,стада
162,Kuh::N,بقرة,скал
163,Bulle::N,ثور,бука
164,Pferd::N,خيل,лишме
165,Schaf::N,شاة,реве
166,Schwein::N,خنزير,туво
167,Hund::N,كلب,пине
168,Hund::N,كلب,киска
169,Katze::N,قطة,псака
170,Bär::N,دب,овто
171,Eichhörnchen::N,سنجاب,ур
172,Elch::N,موظ,сярдо
173,Fuchs::N,ثعلب,ривезь
174,Hase::N,أرنب,нумоло
175,Maus::N,فأرة,чеерь
176,Wolf::N,ذئب,верьгиз
177,Vogel::N,طير,нармунь
178,Schwarm::N,سرب,полк
179,Schwarm::N,سرب,стада
180,Huhn::N,دجاجة,сараз
181,Hahn::N,ديك,атякш
182,Gans::N,وزة,гала
183,Gans::N,وزة,мацей
184,Adler::N,نسر,куцькан
185,Adler::N,نسر,тумоатякш
186,Ente::N,بطة,яксярго
187,Eule::N,بوم,корж
188,Kranich::N,كركي,карго
189,Krähe::N,غراب,варака
190,Kuckuck::N,وقواق,куко
191,Schwan::N,إوز عراقي,локсей
192,Fisch::N,سمك,кал
193,Barsch::N,فرخ أوربي,окунь
194,Hecht::N,سمك الكراكي,щука
195,Schlange[Tier]::N,حية,гуй
196,Schlange[Tier]::N,ثعبان,гуй
197,Wurm::N,دودة,сукс
198,Spinne::N,عنكبوت,шанжав
199,Ameise::N,نملة,коткудав
200,Laus::N,قملة,сий
201,Mücke::N,ناموسة,сеське
202,Fliege::N,ذبابة,карво
203,Schmetterling::N,فراشة,нимиляв
204,Beere::N,حبة,умарь
205,Apfel::N,تفاح,умарь
206,Pilz::N,فطر,панго
207,Zwiebel::N,بصل,чурька
208,Saat::N,زرع,видьметь
209,Korn::N,حبة,сюро
210,Heu::N,دريس,тикше
211,Schale::N,قشرة,кедь
212,Schale::N,قشرة,ваткавкс
213,Grube::N,نقرة,латко
214,Falle::N,فخ,тувор
215,Falle::N,فخ,кундамка
216,Falle::N,مصيدة,тувор
217,Falle::N,مصيدة,кундамка
218,Schlinge::N,عروة,килькш
219,Spur::N,أثر,челькс
220,Spur::N,أثر,пильгеки
221,Asche::N,رماد,кулов
222,Dreck::N,قذر,рудаз
223,Eisen::N,حديد,кшни
224,Gold::N,ذهب,сырне
225,Silber::N,فضة,сия
226,Kohle::N,فحم,сэдь
227,Kohle::N,فحم,уголия
228,Glas::N,زجاج,сулика
229,Lehm::N,طين,сёвонь
230,Sand::N,رمل,човар
231,Mensch::N,إنسان,ломань
232,Mann::N,رجل,аля
233,Mann::N,رجل,цёраломань
234,Frau::N,امرأة,ава
235,Kind::N,طفل,эйкакш
236,Junge::N,ولد,цёрыне
237,Mädchen::N,بنت,тейтерне
238,Familie::N,عائلة,семия
239,Großvater::N,جد,покштя
240,Großmutter::N,جدة,баба
241,Eltern::N,أبوان,тетят-ават
242,Eltern::N,والدان,тетят-ават
243,Vater::N,أب,тетя
244,Mutter::N,أم,ава
245,Sohn::N,إبن,цёра
246,Tochter::N,بنت,тейтерь
247,Tochter::N,إبنة,тейтерь
248,Bruder::N,أخ,леля
249,Bruder::N,أخ,ялакс
250,Bruder::N,شقيق,леля
251,Bruder::N,شقيق,ялакс
252,Schwester::N,أخت,сазор
253,Onkel::N,عم,леля
254,Tante::N,عمة,патя
255,Ehemann::N,زوج,мирде
256,Ehefrau::N,زوجة,ни
257,Freude::N,فرح,кеняркс
258,Freude::N,سرور,кеняркс
259,Gelächter::N,قهقهة,ракамо
260,Gelächter::N,قهقهة,пейдема
261,Glück::N,سعادة,уцяска
262,Kummer::N,غم,рискс
263,Kummer::N,غم,мелявкс
264,Wunsch::N,منية,мель
265,Wunsch::N,منية,бажамо
266,Lust::N,شهوة,бажамо
267,Geist::N,روح,ойме
268,Gedanke::N,فكرة,мель
269,Gedächtnis::N,ذاكرة,мель
270,Verstand::N,عقل,прев
271,Sinn::N,معنى,толк
272,Sinn::N,معنى,смысла
273,Grund::N,سبب,тувтал
274,Wahrheit::N,حقيقة,видечи
275,Gespräch::N,محادثة,кортнема
276,Märchen::N,خرافة,ёвкс
277,Erzählung::N,قصة,ёвтнема
278,Erzählung::N,حكاية,ёвтнема
279,Nachricht::N,خبر,куля
280,Neuigkeit::N,خبر جديد,куля
281,Name::N,اسم,лем
282,Rätsel::N,لغز,содамоёвкс
283,Rede::N,خطبة,кортамо
284,Sprache::N,لغة,кель
285,Stimme::N,صوت,ваигель
286,Wort::N,كلمة,вал
287,Zeichen::N,رمز,теште
288,Zeichen::N,إشارة,теште
289,Ruf::N,نداء,тердема
290,Lärm::N,صخب,шалнома
291,Lärm::N,ضجة,шалнома
292,Laut::N,صوت,вайгель
293,Ton::N,نغمة,гайнема
294,Lied::N,أغنية,моро
295,Ruhe::N,هدوء,оймамо
296,Leute::N,ناس,ломанть
297,Volk::N,شعب,народ
298,Arbeit::N,عمل,тев
299,Gast::N,ضيف,инже
300,Geschenk::N,هدية,казне
301,Spiel::N,لعب,налксема
302,Gesellschaft::N,صحبة,община
303,Hilfe::N,عون,лездамо
304,Hilfe::N,مساعدة,лездамо
305,Freund::N,صديق,оя
306,Freund::N,صديق,ялга
307,Kamerad::N,زميل,оя
308,Kamerad::N,زميل,ялга
309,Angelegenheit::N,أمر,тев
310,Angelegenheit::N,شأن,тев
311,Anzahl::N,عدد,ламоксчи
312,Art::N,نوع,вид
313,Stück::N,قطعة,пакш
314,Stück::N,قطعة,пелькс
315,Teil::N,قسم,часть
316,Teil::N,قسم,пелькс
317,Hälfte::N,نصف,пель
318,Hälfte::N,نصف,пелькс
319,Kreis::N,دائرة,кирькс
320,Kreuz::N,صليب,крёст
321,Linie::N,خط,кикс
322,Strich::N,شرطة,межа
323,Abstand::N,مسافة,ютко
324,Entfernung::N,بعد,ютко
325,Gegend::N,ناحية,тарка
326,Gegend::N,ناحية,пертьпелькс
327,Platz::N,فراغ,васолкс
328,Ort::N,مكان,тарка
329,Seite::N,جانب,ён
330,Seite::N,جانب,чире
331,Mitte::N,وسط,куншка
332,Gegenstand::N,موضوع,предмет
333,Sache::N,شيء,тев
334,Sache::N,شيء,веща
335,Rand::N,حافة,пе
336,Rand::N,حافة,чире
337,Kante::N,حافة,ирдез
338,Ecke::N,ركن,ужо
339,Spitze::N,سن,пряне
340,Spitze::N,سن,пе
341,Ende::N,طرف,пе
342,Loch::N,ثقب,варя
343,Winkel::N,زاوية,ужо
344,Muster::N,عينة,сёрма
345,Größe::N,حجم,сэрь
346,Größe::N,حجم,покшолма
347,Länge::N,طول,кувалмо
348,Höhe::N,علو,сэрь
349,Höhe::N,علو,пандо
350,Höhe::N,ارتفاع,сэрь
351,Höhe::N,ارتفاع,пандо
352,Gewicht::N,وزن,сталмо
353,Menge::N,كمية,лововкс
354,Haufen::N,كوم,мар
355,Haufen::N,كوم,валявкс
356,Reihe::N,صف,ряд
357,Boot::N,قارب,венч
358,Boot::N,زورق,венч
359,Ruder::N,مجذاف,милё
360,Schlitten::N,مزلقة,нурдт
361,Ski::N,زلاجة,сокс
362,Lagerfeuer::N,نار المخيم,толбандя
363,Last::N,حمل,сталмо
364,Last::N,حمل,кандома
365,Gang::N,مشية,молема
366,Gang::N,مشية,якамо
367,Schritt::N,خطوة,эскелькс
368,Norden::N,شمال,якшамо ёнкс
369,Süden::N,جنوب,лембе ёнкс
370,Westen::N,غرب,чивалгома
371,Osten::N,شرق,чилисема
372,Holz::N,خشب,чувто
373,Brett::N,لوح,лаз
374,Platte::N,صفيحة,плита
375,Stütze::N,سند,неже
376,Stütze::N,دعامة,неже
377,Stange::N,عود,олга
378,Stock::N,عصا,мандо
379,Stab::N,قضيب,олога
380,Rohr::N,أنبوبة,турба
381,Haus::N,دار,кудо
382,Haus::N,بيت,кудо
383,Heim::N,بيت,кудо
384,Heim::N,مسكن,кудо
385,Ofen::N,مدفأة,каштомо
386,Fußboden::N,أرضية,киякс
387,Tisch::N,مائدة,столь
388,Stuhl::N,كرسي,стул
389,Wiege::N,مهد,лавсь
390,Wiege::N,مهد,нурямот
391,Bett::N,سرير,ацамо
392,Regal::N,رف,лався
393,Regal::N,رف,лавсяланго
394,Kiste::N,صندوق,горобия
395,Kiste::N,صندوق,сундук
396,Fenster::N,شباك,вальма
397,Fenster::N,نافذة,вальма
398,Tür::N,باب,кенкш
399,Tor::N,بوابة,ортат
400,Zaun::N,سياج,пирявт
401,Zaun::N,سياج,пирвякс
402,Dach::N,سطح,кудопря
403,Leiter::N,سلم,кузтема
404,Besen::N,مكنسة,тенсть
405,Spaten::N,مسحاة,койме
406,Schaufel::N,مجرفة,кече
407,Schaufel::N,مجرفة,келей койме
408,Gabel::N,شوكة,сянгине
409,Löffel::N,ملعقة,пенч
410,Messer::N,سكين,пеель
411,Nagel::N,مسمار,эске
412,Netz::N,شبكة,алтыма
413,Haken::N,خطاف,кечказ
414,Haken::N,صنارة,кечказ
415,Griff::N,قبضة,кедне
416,Schloss::N,قفل,замок
417,Schloss::N,قفل,панжома
418,Bild::N,صورة,картина
419,Figur::N,تمثال,рунго
420,Puppe::N,دمية,няка
421,Beutel::N,كيس,кескав
422,Bündel::N,ربطة,керькс
423,Tasche::N,شنطة,юдма
424,Tasche::N,محفظة,юдма
425,Eimer::N,سطل,ведра
426,Eimer::N,جردل,ведра
427,Deckel::N,سداد,велькс
428,Geschirr::N,أوان,кедьге
429,Sack::N,زكيبة,кескав
430,Tasse::N,فنجان,чакш
431,Topf::N,قدر,кастрюля
432,Topf::N,طنجرة,кастрюля
433,Kessel::N,قدر,котёл
434,Kessel::N,غلاية,котёл
435,Essen::N,طعام,ярсамо
436,Nahrung::N,غذاء,ярсамопель
437,Speise::N,أكل,ярсамопель
438,Fleisch::N,لحم,сывель
439,Getreide::N,حبوب,сюро
440,Brei::N,عصيدة,каша
441,Brot::N,خبز,кши
442,Scheibe::N,شريحة,кочом
443,Scheibe::N,شريحة,сускомо
444,Fett::N,سمن,куя
445,Butter::N,زبدة,ой
446,Öl::N,زيت,ой
447,Salz::N,ملح,сал
448,Suppe::N,حساء,ям
449,Suppe::N,شربة,ям
450,Honig::N,عسل,медь
451,Milch::N,حليب,ловсо
452,Tee::N,شاي,чай
453,Leder::N,جلد,киське
454,Wolle::N,صوف,пона
455,Stoff::N,قماش,коцт
456,Nadel::N,إبرة,салмукс
457,Faden::N,خيط,суре
458,Knopf::N,زر,пов
459,Knoten::N,عقدة,сюлмо
460,Farbe::N,صبغة,артомапель
461,Kleidung::N,ملابس,оршамот
462,Hemd::N,قميص,панар
463,Kragen::N,ياقة,сиве
464,Ärmel::N,كم,ожа
465,Hose::N,سروال,понкст
466,Hose::N,بنطلون,понкст
467,Gürtel::N,حزام,каркс
468,Mütze::N,طاقية,чапка
469,Schuh::N,حذاء,туфля
470,Stiefel::N,جزمة,кем
471,Stiefel::N,حذاء طويل,кем
472,Ring::N,حلقة,суркс
473,Band::N,شريط,лента
474,Kamm::N,مشط,сурсеме
475,Spiegel::N,مرآة,чавачамо
476,Riemen::N,سير,кшнань каркс
477,Schnur::N,حبل,пикс
478,Schnur::N,دوبارة,пикс
479,Leine::N,قيد,ведьме
480,Decke::N,بطانية,вельтямо
481,Kissen::N,وسادة,тодов
482,Tuch::N,منديل,паця
483,Handtuch::N,فوطة,нардамо
484,Handtuch::N,منشفة,нардамо
485,Kraft::N,قدرة,вий
486,Stärke::N,قوة,виевчи
487,Gesundheit::N,صحة,шумбрачи
488,Krankheit::N,مرض,орма
489,Krankheit::N,مرض,сэредема
490,Schmerz::N,ألم,сэредькс
491,Schmerz::N,وجع,сэредькс
492,Wunde::N,جرح,керявкс
493,Fieber::N,حمى,маштыкс
494,Arznei::N,دواء,ормаменькс
495,Brücke::N,جسر,сэдь
496,Brücke::N,جسر,мадамо
497,Brunnen::N,بئر,лисьма
498,Weide::N,مرعى,ракшань ванома тарка
499,Pfad::N,درب,ян
500,Weg::N,سكة,ки
501,Straße::N,طريق,ки
502,Dorf::N,قرية,веле
503,Stadt::N,مدينة,ош
504,Brief::N,خطاب,сёрма
505,Brief::N,مكتوب,сёрма
506,Buch::N,كتاب,книга
507,Buchstabe::N,حرف,буква
508,Zeitung::N,جريدة,газета
509,Leben::N,عيش,эрямо
510,Leben::N,حياة,эрямо
511,Tod::N,موت,кулома
512,Tod::N,وفاة,кулома
513,Grab::N,قبر,калмо
514,Kirche::N,كنيسة,церькова
515,Sünde::N,خطيئة,чумочи
516,Gott::N,إله,паз
517,Arbeiter::N,عامل,робочей
518,Chef::N,رئيس,прявт
519,Meister::N,أسطى,кол тевень тенця
520,Arzt::N,طبيب,врач
521,Lehrer::N,مدرس,учитель
522,Lehrer::N,مدرس,тонавтыця
523,Geld::N,نقود,ярмак
524,Geschäft::N,صفقة,ладязь тев
525,Laden::N,دكان,лавка
526,Preis::N,سعر,питне
527,Ware::N,بضاعة,миевкс
528,Ware::N,بضاعة,рамавкс
529,Nutzen::N,فائدة,паро
530,Nutzen::N,فائدة,лезэ
531,Reichtum::N,غنى,сюпавчи
532,Reichtum::N,ثروة,сюпавчи
533,Welt::N,عالم,мир
534,Welt::N,عالم,мастор ланго
535,Welt::N,دنيا,мир
536,Welt::N,دنيا,мастор ланго
537,Land::N,بلد,мастор
538,Staat::N,دولة,государства
539,König::N,ملك,король
540,Macht::N,سلطة,азорксчи
541,Grenze::N,حدود,буен тешкс
542,Krieg::N,حرب,война
543,Feind::N,عدو,душман
544,Gewalt::N,عنف,нарьгамо
545,Kampf::N,قتال,тюрема
546,Bogen[Waffe]::N,قوس,нал
547,Pfeil::N,سهم,нал
548,Gewehr::N,بندقية,ружия
549,Gewehr::N,بندقية,винтовка
550,Fehler::N,خطأ,ильведькс
551,Fehler::N,خطأ,ильведевкс
552,Lüge::N,كذب,манчема
553,Lüge::N,كذب,кенгелема
554,Schaden::N,تلف,зыян
555,Unglück::N,نحس,зыян
556,Schuld::N,ذنب,чумочи
557,Alter::N,سن,шка
558,Alter::N,عمر,шка
559,Schluss::N,ختام,пе
560,Schluss::N,نهاية,пе
561,Zeit::N,وقت,шка
562,Zeit::N,وقت,пинге
563,Tag::N,يوم,чи
564,Morgen::N,صباح,валске
565,Mittag::N,ظهر,чикуншка
566,Abend::N,مساء,чокшнэ
567,Nacht::N,ليلة,ве
568,Woche::N,أسبوع,недля
569,Monat::N,شهر,ков
570,Jahr::N,عام,ие
571,Jahr::N,سنة,ие
572,Frühling::N,ربيع,тундо
573,Sommer::N,صيف,кизэ
574,Herbst::N,خريف,сёксь
575,Winter::N,شتاء,теле
576,Januar::N,يناير,якшамков
577,Januar::N,كانون الثاني,якшамков
578,Februar::N,شباط,февраль
579,Februar::N,فبراير,февраль
580,März::N,آذار,март
581,März::N,مارس,март
582,April::N,نيسان,апрель
583,Mai::N,مايو,май
584,Juni::N,يونيو,июнь
585,Juni::N,حزيران,июнь
586,Juli::N,تموز,июль
587,Juli::N,يوليو,июль
588,August::N,آب,август
589,August::N,أغسطس,август
590,September::N,أيلول,сентября
591,September::N,سبتمبر,сентября
592,Oktober::N,أكتوبر,октября
593,Oktober::N,تشرين الأول,октября
594,November::N,نوفمبر,ноября
595,November::N,تشرين الثاني,ноября
596,Dezember::N,ديسمبر,декабря
597,Dezember::N,كانون الأول,декабря
598,Montag::N,يوم الاثنين,пондельник
599,Dienstag::N,يوم الثلاثاء,овторник
600,Mittwoch::N,يوم الأربعاء,серёда
601,Donnerstag::N,يوم الخميس,цетьверьг
602,Freitag::N,يوم الجمعة,пеця
603,Samstag::N,يوم السبت,субута
604,Samstag::N,يوم السبت,шлямочи
605,Sonntag::N,يوم الأحد,недлячи
606,groß::A,كبير,ине
607,groß::A,كبير,покш
608,klein::A,صغير,вишка
609,lang::A,طويل,кувака
610,kurz::A,قصير,нурькине
611,breit::A,واسع,келей
612,schmal::A,ضيق,теине
613,dicht::A,كث,тусто
614,dicht::A,كثيف,тусто
615,dick[Gegenstand]::A,غليظ,эчке
616,dünn::A,رفيع,човине
617,fein::A,رقيق,човине
618,fest::A,متين,кеме
619,flach::A,سهل,лапужа
620,flach::A,منبسط,лапужа
621,glatt::A,ناعم,валаня
622,hart::A,صلب,калгодо
623,hart::A,جامد,калгодо
624,weich::A,لين,чевте
625,rund::A,مستدير,кеверь
626,spitz::A,مدبب,пшти
627,scharf::A,حاد,пшти
628,stumpf::A,ثالم,ношка
629,schwer::A,ثقيل,стака
630,schön::A,جميل,мазый
631,heiß::A,حار,пси
632,heiß::A,ساخن,пси
633,warm::A,دافئ,лембе
634,kalt::A,بارد,якшамо
635,kühl::A,قر,экше
636,frisch::A,طازج,свежа
637,feucht::A,رطب,летьке
638,nass::A,مبلول,начко
639,trocken::A,جاف,коське
640,voll::A,ملء,пешксе
641,leer::A,خال,чаво
642,leer::A,فارغ,чаво
643,offen::A,مفتوح,панжадо
644,offen::A,مفتوح,виде
645,geschlossen::A,مغلق,пекстазь
646,geschlossen::A,مغلق,сёлгозь
647,sauber::A,نظيف,ванькс
648,schmutzig::A,قذر,ливезев
649,roh::A,نيء,верек
650,reif::A,ناضج,кенерезь
651,lecker::A,لذيذ,тантей
652,süß::A,حلو,ламбамо
653,bitter::A,مر,сэпей
654,sauer::A,حامض,чапамо
655,hell::A,نير,валдо
656,dunkel::A,مظلم,чопода
657,schwarz::A,أسود,раужо
658,weiß::A,أبيض,ашо
659,rot::A,أحمر,якстере
660,gelb::A,أصفر,ожо
661,blau::A,أزرق,сэнь
662,grün::A,أخضر,пиже
663,grau::A,رمادي,шержев
664,bunt::A,ملوب,сёрмав
665,billig::A,رخيص,аволь питней
666,teuer::A,غال,питней
667,wertvoll::A,ثمين,питней
668,blind::A,أعمى,сокор
669,taub::A,أصم,амариця
670,taub::A,أطرش,амариця
671,kräftig::A,قوي,пек виев
672,stark::A,قوي,виев
673,schwach::A,ضعيف,лавшо
674,fett::A,سمين,куя
675,schlank::A,أهيف,виде ронга
676,hübsch::A,جميل,мазый
677,böse::A,رديء,кежей
678,dumm::A,أبله,чавола
679,dumm::A,أبله,превтеме
680,dumm::A,أحمق,чавола
681,dumm::A,أحمق,превтеме
682,faul::A,كسلان,нузякс
683,fleißig::A,مجتهد,мелень путыця
684,geizig::A,بخيل,скупой
685,klug::A,ذكي,превей
686,klug::A,عاقل,превей
687,geschickt::A,ماهر,маштозь теезь
688,lieb::A,عزيز,вадря
689,lustig::A,مرح,весёла
690,sanft::A,حليم,сэтьме
691,hungrig::A,جائع,вачо
692,krank::A,مريض,сэредиця
693,nackt::A,عار,штапо
694,traurig::A,حزين,нусманя
695,lebendig::A,حي,эриця
696,gut::A,جيد,паро
697,schlecht::A,سيء,берянь
698,richtig::A,صحيح,виде
699,schlimm::A,خبيث,берянь
700,wahr::A,حق,алкуксонь
701,alt::A,قديم,ташто
702,neu::A,جديد,од
703,ehemalig::A,سابق,икелень
704,alt[Lebewesen]::A,مسن,сыре
705,jung::A,شاب,од
706,jung::A,صغير,од
707,arm::A,فقير,кажов
708,reich::A,غني,сюпав
709,bekannt::A,معلوم,содавикс
710,berühmt::A,مشهور,содавикс
711,fremd::A,أجنبي,лия
712,fremd::A,أجنبي,асодавикс
713,verschieden::A,مختلف,эрьва
714,nah::A,قريب,а васолонь
715,fern::A,بعيد,умонь
716,fern::A,بعيد,кезэрень
717,linker::A,يسار,керш
718,rechter::A,يمين,вить
719,anderer::A,آخر,лия
720,erster::A,أول,васень
721,erster::A,أول,васенце
722,zweiter::A,ثان,омбоце
723,dritter::A,ثالث,колмоце
724,letzter::A,أخير,меельце
725,allein::ADV,وحده,башка
726,allein::ADV,وحده,ськамонзо
727,auf einmal::ADV,بالمرة,вейсэ
728,zusammen::ADV,معا,вейс
729,zusammen::ADV,معا,вейсэ
730,lange::ADV,مدة طويلة,кувать
731,plötzlich::ADV,فجأة,апак учо
732,sofort::ADV,حالا,курок
733,sofort::ADV,حالا,нейке
734,sofort::ADV,فورا,курок
735,sofort::ADV,فورا,нейке
736,später::ADV,فيما بعد,мейле
737,jetzt::ADV,الآن,ней
738,jetzt::ADV,حاليا,ней
739,heute::ADV,اليوم,течи
740,morgen::ADV,غدا,ванды
741,bald::ADV,قريبا,курок
742,dann::ADV,ثم,мейле
743,dann::ADV,ثم,седе мейле
744,gestern::ADV,أمس,исяк
745,gestern::ADV,البارحة,исяк
746,einst::ADV,قديما,весть
747,einst::ADV,قديما,зярдо-бути
748,damals::ADV,حينئذ,сестэ
749,danach::ADV,ثم,мейле
750,danach::ADV,ثم,седе мейле
751,danach::ADV,بعد ذلك,мейле
752,danach::ADV,بعد ذلك,седе мейле
753,vorher::ADV,من قبل,васняяк
754,vorher::ADV,قبل ذلك,васняяк
755,zuerst::ADV,أولا,васня
756,einmal::ADV,مرة,весть
757,manchmal::ADV,أحيانا,лиясто
758,oft::ADV,كثيرا,сеетьстэ
759,immer::ADV,دائما,свал
760,niemals::ADV,لا أبدا,а зярдояк
761,hier::ADV,هنا,тесэ
762,hierhin::ADV,إلى هنا,тей
763,von hier::ADV,من هنا,тестэ
764,dort::ADV,هناك,тосо
765,dorthin::ADV,إلى هناك,тов
766,geradeaus::ADV,إلى الأمام,витьстэ
767,vorwärts::ADV,إلى الأمام,икелев
768,rückwärts::ADV,إلى الوراء,мекев
769,zurück::ADV,عودا,мекев
770,zurück::ADV,إلى الخلف,мекев
771,unten::ADV,تحت,ало
772,unten::ADV,في الأسفل,ало
773,hinab::ADV,إلى تحت,алов
774,oben::ADV,فوق,вере
775,oben::ADV,في الأعلى,вере
776,hinauf::ADV,إلى فوق,верев
777,hinauf::ADV,إلى الأعلى,верев
778,überall::ADV,في كل مكان,эрьва косо
779,nicht::ADV,لا,а
780,nicht::ADV,لم,а
781,ein wenig::ADV,قليلا,аламошка
782,kaum::ADV,كاد لا,ансяк
783,sehr::ADV,جدا,пек
784,sehr::ADV,جدا,вельть
785,sehr::ADV,كثيرا,пек
786,sehr::ADV,كثيرا,вельть
787,so::ADV,كذا,истя
788,so::ADV,كذلك,истя
789,noch::ADV,ما زال,таго
790,nur::ADV,فقط,ансяк
791,schon::ADV,قد,уш
792,wieder::ADV,من جديد,таго
793,wieder::ADV,مرة أخرى,таго
794,vergebens::ADV,عبثا,стяко
