,Concept_ID,ps,mrj
74,Staub::N,خاوره,пырак
75,Rauch::N,دود,шӹкш
76,Rauch::N,لوګی,шӹкш
77,Funke::N,سپرغۍ,ип
78,Funke::N,سپرغۍ,тылип
79,Feuer::N,اور,тыл
80,Licht::N,رڼا,соты
81,Licht::N,رڼا,валгыды
82,Schatten::N,سیوری,ӹмӹл
83,Wetter::N,هوا,игечӹ
84,Nebel::N,لړه,тӹтӹрӓ
85,Wolke::N,ورېځ,пӹл
86,Regen::N,وریا,юр
87,Regen::N,باران,юр
88,Schnee::N,واوره,лым
89,Eis::N,یخ,и
90,Eis::N,کنګل,и
91,Frost::N,یخ,ӱштӹ
92,Kälte::N,ساړه,ӱштӹ
93,Hitze::N,تودوخي,шокшы
94,Raureif::N,سپینه پرخه,пöрш
95,Regenbogen::N,بوډۍ ټال,шанавӹл
96,Regenbogen::N,سره زرغونه,шанавӹл
97,Donner::N,تالنده,хӹдӹртӹш
98,Strömung::N,بهېدنه,йогы
99,Tropfen::N,قطره,капльы
100,Tropfen::N,قطره,капльык
101,Tropfen::N,څاڅکی,капльы
102,Tropfen::N,څاڅکی,капльык
103,Schaum::N,ځګ,шонг
104,Schmutz::N,ناپاکي,лявӹрӓ
105,See::N,جهیل,йӓр
106,Sumpf::N,جبه,лӱкӹ
107,Moor::N,جبه,куп
108,Wiese::N,چمن,алык
109,Wiese::N,شنېلی,алык
110,Wald::N,ځنګل,шӹргӹ
111,Hügel::N,تپه,пӱгӹрикӓ
112,Anhöhe::N,غونډۍ,кӱкшикӓ
113,Berg::N,غ‍‍‍‍‍ر,кырык
114,Gipfel::N,څوکه,неркӓ
115,Höhle::N,کاز,ы́раж
116,Abhang::N,لمن,полом
117,Quelle::N,چینه,вӹдсӹнзӓ
118,Bach::N,واله,ӓнгӹр
119,Fluss::N,سیند,вӹд
120,Ufer::N,غاړه,сир
121,Küste::N,ساحل,сир
122,Festland::N,وچه,мӱлӓндӹ
123,Meer::N,بحر,тангыж
124,Meer::N,سمندر,тангыж
125,Bucht::N,کارۍ,вӹдъял
126,Insel::N,ټاپو,острок
127,Insel::N,جزيره,острок
128,Blume::N,ګل,пеледӹш
129,Gras::N,واښه,шуды
130,Wurzel::N,ریښه,важ
131,Baum::N,ونه,пушӓнгӹ
132,Stamm::N,ډډ,пушӓнгӹ тӹнг
133,Rinde::N,پوستکی,каргыж
134,Ast::N,ښاخ,укш
135,Zweig::N,څانګه,укш
136,Blatt::N,پاڼه,листӹ
137,Birke::N,توس,куги
138,Kiefer[Baum]::N,نښتر,йӓктӹ
139,Weide[Baum]::N,وله,уа
140,Tanne::N,ناجو,кож
141,Horn::N,ښکر,шур
142,Feder::N,بڼکه,пын
143,Fell::N,پوستکی,кавашты
144,Flügel::N,وزر,шылдыр
145,Klaue::N,پنجه,кӹч
146,Klaue::N,منګول,кӹч
147,Kralle::N,پنجه,лапа
148,Kralle::N,منګول,лапа
149,Schwanz::N,لکۍ,пач
150,Ei::N,وۍ,мыны
151,Ei::N,هګۍ,мыны
152,Nest::N,جاله,пӹжӓш
153,Bau::N,کاز,ыраж
154,Tier::N,ژوی,во́льык
155,Tier::N,حیوان,во́льык
156,Herde::N,رمه,кӹтö
157,Herde::N,غېله,кӹтö
158,Kuh::N,غوا,ышкал
159,Bulle::N,غوئی,ӱшкӱж
160,Pferd::N,آس,имни
161,Schaf::N,پسه,шарык
162,Schwein::N,سرکوزی,сасна
163,Hund::N,سپی,пи
164,Katze::N,پشه,коти
165,Bär::N,خرس,мöскӓ
166,Eichhörnchen::N,خړ لمی,ур
167,Elch::N,ګوزن,шарды
168,Fuchs::N,سپلم,рӹвӹж
169,Hase::N,سوی,морен
170,Maus::N,مږک,каля
171,Wolf::N,لېوه,пирӹ
172,Vogel::N,مرغه,кек
173,Schwarm::N,سېل,цуца
174,Huhn::N,چرګه,цӹвӹ
175,Hahn::N,چرګ,ӓптӓн
176,Gans::N,بته,комбы
177,Adler::N,عقاب,кучкыж
178,Ente::N,ایلۍ,лыды
179,Eule::N,ګونګی,тымана
180,Kranich::N,کلنګ,тырня
181,Kranich::N,کلنګ,тыртня
182,Krähe::N,کارغه,лудыгарак
183,Kuckuck::N,فاخته,куку
184,Schwan::N,قو,йӱксӹ
185,Fisch::N,کب,кол
186,Fisch::N,ماهی,кол
187,Schlange[Tier]::N,مار,кӹшкы
188,Wurm::N,چینجی,шукш
189,Spinne::N,غڼه,ӓнгӹремшӹ
190,Spinne::N,تارکښ,ӓнгӹремшӹ
191,Ameise::N,مېږی,кыткы
192,Laus::N,سپږه,ти
193,Mücke::N,ماشی,кужнер
194,Mücke::N,ماشی,кужынер
195,Fliege::N,مچ,шӹнгӓ
196,Schmetterling::N,پتنګ,лӹпӹ
197,Beere::N,مېوۍ,мöр
198,Apfel::N,مڼه,олма
199,Pilz::N,خرېړی,понгы
200,Zwiebel::N,پیاز,охыра
201,Saat::N,تخم,нӱшмӹ
202,Saat::N,تخم,нӱшмӱ
203,Korn::N,تخم,пӹрцӹ
204,Korn::N,دانه,пӹрцӹ
205,Heu::N,بوس,шуды
206,Heu::N,پروړه,шуды
207,Schale::N,پوستکی,аваха
208,Schale::N,پوستکی,карлангы
209,Grube::N,کنده,йӓм
210,Falle::N,دام,лӱдӹ
211,Falle::N,دام,лӱдӹш
212,Falle::N,لومه,лӱдӹ
213,Falle::N,لومه,лӱдӹш
214,Schlinge::N,کړۍ,онгы
215,Spur::N,نښه,кишӓ
216,Asche::N,آس,ломых
217,Asche::N,آس,ломпыж
218,Asche::N,ایره,ломых
219,Asche::N,ایره,ломпыж
220,Dreck::N,ناپاکي,лявӹрӓ
221,Eisen::N,اوسپنه,кӹртни
222,Gold::N,سره زر,шöртни
223,Gold::N,سره زر,шöртньӹ
224,Silber::N,نقره,ши
225,Silber::N,سپین زر,ши
226,Kohle::N,سکور,шӱ
227,Kohle::N,سکاره,шӱ
228,Glas::N,ښيښه,охоница
229,Lehm::N,خټه,шун
230,Sand::N,شګه,ошма
231,Mensch::N,انسان,эдем
232,Mann::N,سړی,пӱэргӹ
233,Mann::N,نارینه,пӱэргӹ
234,Frau::N,ښځه,ӹдӹрӓмӓш
235,Kind::N,بچی,ӓзӓ
236,Kind::N,بچی,шачшы
237,Kind::N,ماشوم,ӓзӓ
238,Kind::N,ماشوم,шачшы
239,Junge::N,هلک,рвезӹ
240,Junge::N,هلک,ӹрвезӹ
241,Mädchen::N,نجلۍ,ӹдӹрӓш
242,Familie::N,کورنۍ,йиш
243,Familie::N,کورنۍ,семня
244,Großvater::N,بابا,тьоти
245,Großmutter::N,انا,папа
246,Eltern::N,مور او پلار,ӓтя-ӓвӓ
247,Vater::N,پلار,ӓтя
248,Mutter::N,مور,ӓвӓ
249,Sohn::N,زوی,эргӹ
250,Tochter::N,لور,ӹдӹр
251,Bruder::N,ورور,ӹза
252,Schwester::N,خور,ӓкӓ
253,Onkel::N,تره,кугуза
254,Onkel::N,ماما,кугуза
255,Tante::N,خاله,куака
256,Ehemann::N,مېړه,мары
257,Ehefrau::N,مېرمن,вӓтӹ
258,Freude::N,خوشحالي,ӹвӹртӹмӓш
259,Gelächter::N,خندا,ваштылмаш
260,Glück::N,بخت,пиӓл
261,Kummer::N,غم,ясы
262,Wunsch::N,هيله,охата
263,Wunsch::N,هيله,шанымаш
264,Wunsch::N,غوښتنه,охата
265,Wunsch::N,غوښتنه,шанымаш
266,Lust::N,شوق,шӓр
267,Lust::N,شوق,охата
268,Lust::N,شوق,шанымаш
269,Lust::N,مینه,шӓр
270,Lust::N,مینه,охата
271,Lust::N,مینه,шанымаш
272,Geist::N,روح,тух
273,Gedanke::N,فکر,шанымаш
274,Gedächtnis::N,یاد,ӓш
275,Gedächtnis::N,حافظه,ӓш
276,Verstand::N,عقل,ыш
277,Verstand::N,شعور,ыш
278,Sinn::N,معنی,кын
279,Grund::N,علت,вир
280,Grund::N,اساس,вир
281,Wahrheit::N,حقیقت,тöр
282,Gespräch::N,مرکه,хытырымаш
283,Gespräch::N,خبرې اترې,хытырымаш
284,Märchen::N,افسانه,ямак
285,Erzählung::N,قصه,шайыштмаш
286,Erzählung::N,کیسه,шайыштмаш
287,Nachricht::N,خبر,увертӓрӹмӓш
288,Neuigkeit::N,نوی خبر,увер
289,Name::N,نوم,лӹм
290,Rätsel::N,کیسۍ,тышты
291,Rätsel::N,چیستان,тышты
292,Rede::N,وینا,шая
293,Rede::N,وینا,шамак
294,Sprache::N,ژبه,йӹлмӹ
295,Stimme::N,غږ,юк
296,Stimme::N,اواز,юк
297,Wort::N,لغت,шамак
298,Wort::N,کلمه,шамак
299,Zeichen::N,نښه,палӹ
300,Zeichen::N,اشاره,палӹ
301,Ruf::N,ږغ,сӹгӹрӹмӓш
302,Ruf::N,بلنه,сӹгӹрӹмӓш
303,Lärm::N,غالمغال,юкланымащ
304,Laut::N,ږغ,юк
305,Ton::N,اواز,юк
306,Lied::N,غزله,мыры
307,Lied::N,سندره,мыры
308,Ruhe::N,ارامي,тыр
309,Leute::N,خلک,эдемвлӓ
310,Volk::N,ولس,халык
311,Arbeit::N,کار,пӓшӓ
312,Gast::N,مېلمه,хына
313,Geschenk::N,تحفه,подарка
314,Geschenk::N,سوغات,подарка
315,Spiel::N,لوبه,мадыш
316,Gesellschaft::N,ډله,йӓл
317,Gesellschaft::N,ډله,йӓлвлӓ
318,Hilfe::N,کومک,палшык
319,Hilfe::N,مرسته,палшык
320,Freund::N,ملګری,тӓнг
321,Kamerad::N,انډيوال,тос
322,Angelegenheit::N,موضوع,дела
323,Angelegenheit::N,موضوع,йела
324,Angelegenheit::N,موضوع,йыла
325,Angelegenheit::N,موضوع,пӓшӓ
326,Anzahl::N,شمېر,шот
327,Anzahl::N,تعداد,шот
328,Art::N,ډول,цӹре
329,Stück::N,ټوټه,лаштык
330,Teil::N,برخه,пай
331,Teil::N,برخه,часть
332,Hälfte::N,نیم,пел
333,Kreis::N,دایره,тӹртӹш
334,Kreuz::N,صلیب,крестӹ
335,Linie::N,خط,
336,Linie::N,لیکه,
337,Strich::N,کرښه,
338,Abstand::N,فاصله,ло
339,Entfernung::N,واټن,ло
340,Gegend::N,سیمه,вӓр
341,Gegend::N,منطقه,вӓр
342,Platz::N,ځای,вӓр
343,Ort::N,ځای,вӓр
344,Seite::N,مخ,öрдӹж
345,Seite::N,اړخ,öрдӹж
346,Mitte::N,وسط,ло
347,Mitte::N,مینځ,ло
348,Gegenstand::N,شی,хӓдӹр
349,Sache::N,شی,хӓдӹр
350,Sache::N,څيز,хӓдӹр
351,Rand::N,څنډه,шöр
352,Rand::N,کناره,шöр
353,Kante::N,اړخ,шöр
354,Ecke::N,ګوټ,лык
355,Spitze::N,څوکه,вуй
356,Ende::N,څوکه,вуй
357,Ende::N,څوکه,мычаш
358,Loch::N,سوری,ыраж
359,Winkel::N,کنج,лык
360,Winkel::N,کوتی,лык
361,Muster::N,نمونه,тӹрлец
362,Größe::N,قد,кӱкшӹц
363,Größe::N,لويوالی,кӱкшӹц
364,Länge::N,طول,кыт
365,Länge::N,اوږد والی,кыт
366,Höhe::N,جګوالی,кӱкшӹц
367,Gewicht::N,وزن,нелӹц
368,Menge::N,اندازه,шот
369,Haufen::N,کوټه,ара
370,Reihe::N,صف,ряд
371,Reihe::N,کتار,ряд
372,Boot::N,قايق,пыш
373,Ruder::N,چپه,вешлӓ
374,Schlitten::N,ښویېدونی,тир
375,Ski::N,سکي,ечӹ
376,Lagerfeuer::N,اور,тыл
377,Last::N,بار,нелӹц
378,Last::N,پېټی,нелӹц
379,Gang::N,تګ,ход
380,Schritt::N,ګام,ашкыл
381,Norden::N,شمال,йыдпелвел
382,Süden::N,سوېل,кечӹвӓлвел
383,Westen::N,لوېدېځ,кечӹ шӹцмӹ
384,Osten::N,شرق,ирвел
385,Osten::N,شرق,кечӹ лӱлтмӹ
386,Osten::N,ختیځ,ирвел
387,Osten::N,ختیځ,кечӹ лӱлтмӹ
388,Holz::N,لرګی,пушӓнгӹ
389,Brett::N,تخته,ханга
390,Platte::N,تخته,плитӓ
391,Stütze::N,تکیوان,цӓрӓк
392,Stange::N,ډاګه,равы
393,Stange::N,ډاګه,намаш
394,Stock::N,لرګی,панды
395,Stab::N,چيخله,равы
396,Rohr::N,نل,пыч
397,Haus::N,کور,пöрт
398,Heim::N,کور,пöрт
399,Ofen::N,تودنۍ,камака
400,Fußboden::N,غولی,седӹрӓ
401,Tisch::N,مېز,стöл
402,Stuhl::N,چوکۍ,пöкен
403,Wiege::N,زانګو,шипкӓ
404,Bett::N,کټ,койка
405,Bett::N,کټ,кравать
406,Bett::N,چپرکټ,койка
407,Bett::N,چپرکټ,кравать
408,Regal::N,تاخچۍ,полицӓ
409,Kiste::N,صندوق,шӱ́ндӹк
410,Fenster::N,کړکۍ,окня
411,Tür::N,دروازه,амаса
412,Tor::N,دروازه,хапка
413,Zaun::N,کټاره,забор
414,Dach::N,بام,левӓш
415,Leiter::N,زينه,ташкалтыш
416,Besen::N,جارو,сало
417,Besen::N,جارو,салко
418,Spaten::N,یوم,кольмы
419,Schaufel::N,بېلچه,лоток
420,Gabel::N,پنجه,ви́лка
421,Löffel::N,کاشوغه,савала
422,Messer::N,چاقو,кӹзӹ
423,Nagel::N,ميخ,пыда
424,Netz::N,جال,вӓпш
425,Haken::N,څنګک,крӱк
426,Haken::N,څنګک,кагак
427,Griff::N,لاستی,кычем
428,Schloss::N,کلپ,замок
429,Schloss::N,کلپ,сыравач
430,Bild::N,رسم,картин
431,Figur::N,قدوقامت,кӓн
432,Puppe::N,ګوډۍ,поханя
433,Beutel::N,کڅوړه,мешӓк
434,Bündel::N,دسته,топ
435,Bündel::N,دسته,пидӹш
436,Bündel::N,دسته,кӹлдӹш
437,Tasche::N,بکس,сумкы
438,Tasche::N,توبره,сумкы
439,Eimer::N,سطل,ведӹрӓ
440,Deckel::N,سرپوښ,комдыш
441,Geschirr::N,لوښی,ӓтӹ
442,Sack::N,جوال,мешӓк
443,Tasse::N,پیاله,цӓшкӓ
444,Topf::N,دېګی,ми́ска
445,Kessel::N,دېګ,пад
446,Essen::N,خوراک,качкыш
447,Essen::N,خوراک,качкыш-йӱш
448,Nahrung::N,خوراک,качкыш
449,Nahrung::N,خوراک,качкыш-йӱш
450,Speise::N,خواړه,няня
451,Fleisch::N,غوښه,пай
452,Getreide::N,غله,киндӹ
453,Brei::N,اوګره,шӹрӓш
454,Brot::N,ډوډۍ,сыкыр
455,Scheibe::N,مړۍ,ламыт
456,Scheibe::N,مړۍ,лаштык
457,Fett::N,غوړي,кая
458,Butter::N,کوچ,ӱ
459,Öl::N,تېل,ӱ
460,Salz::N,مالګه,санзал
461,Suppe::N,شوربا,лем
462,Honig::N,شات,мӱ
463,Milch::N,شوده,шӹшер
464,Tee::N,چای,чӓй
465,Leder::N,څرمن,шарга
466,Leder::N,څرمن,кавашты
467,Wolle::N,پشم,миж
468,Stoff::N,ټوټه,матер
469,Stoff::N,ټوټه,матери
470,Nadel::N,ستن,им
471,Faden::N,تار,шӹртӹ
472,Knopf::N,تڼۍ,полдыш
473,Knopf::N,تکمه,полдыш
474,Knoten::N,غوټه,пӱкшем
475,Farbe::N,رنګ,чиӓ
476,Farbe::N,رنګ,крӓскӓ
477,Kleidung::N,کالي,выргем
478,Hemd::N,کميس,тыгыр
479,Kragen::N,غاړه,шӱ
480,Ärmel::N,لستوڼی,шокш
481,Hose::N,پطلون,ялаш
482,Gürtel::N,کمربند,ӹштӹ
483,Mütze::N,خولۍ,упш
484,Schuh::N,بوټ,ту́фльы
485,Stiefel::N,موزه,кем
486,Ring::N,ګوته,шӓргӓш
487,Band::N,فيته,лемтӓ
488,Kamm::N,ګمنځ,шерге
489,Spiegel::N,ایینه,тӹгӹр
490,Spiegel::N,هنداره,тӹгӹр
491,Riemen::N,تسمه,прӓжӓ
492,Schnur::N,مزی,кӓндӹра
493,Leine::N,رسۍ,керем
494,Decke::N,بړستن,одеял
495,Kissen::N,بالښت,кӹпцӹк
496,Tuch::N,ټیکری,савыц
497,Handtuch::N,دسمال,шӹргӹсавыц
498,Handtuch::N,دسمال,шӹргӹмсавыц
499,Kraft::N,زور,ви
500,Kraft::N,توان,ви
501,Stärke::N,قوت,ви
502,Gesundheit::N,صحت,шу
503,Gesundheit::N,صحت,шулык
504,Gesundheit::N,روغتیا,шу
505,Gesundheit::N,روغتیا,шулык
506,Krankheit::N,مرض,мыж
507,Krankheit::N,ناروغي,мыж
508,Schmerz::N,درد,карштыш
509,Wunde::N,ټپ,шушыр
510,Wunde::N,زخم,шушыр
511,Fieber::N,تبه,ӱштӹмыж
512,Arznei::N,دوا,лекӓрцӹ
513,Arznei::N,دارو,лекӓрцӹ
514,Brücke::N,پول,кӹвер
515,Brunnen::N,څاه,вӹдсӹнзӓ
516,Brunnen::N,کوهی,вӹдсӹнзӓ
517,Weide::N,وله,ныр
518,Pfad::N,تړه,ялгорны
519,Weg::N,لیار,корны
520,Straße::N,سړک,корны
521,Dorf::N,کلی,сола
522,Stadt::N,ښار,города
523,Brief::N,لیک,сирмӓш
524,Brief::N,مکتوب,сирмӓш
525,Buch::N,کتاب,книгӓ
526,Buchstabe::N,حرف,буква́
527,Buchstabe::N,توری,буква́
528,Zeitung::N,اخبار,газет
529,Zeitung::N,اخبار,кайзет
530,Leben::N,ژوند,житя
531,Tod::N,مرګ,смöрт
532,Tod::N,مړینه,смöрт
533,Grab::N,قبر,шӹгер
534,Grab::N,قبر,мыгилӓ
535,Grab::N,قبر,шӹгерлӓ
536,Grab::N,ډورۍ,шӹгер
537,Grab::N,ډورۍ,мыгилӓ
538,Grab::N,ډورۍ,шӹгерлӓ
539,Kirche::N,کلیسا,церкӹ
540,Sünde::N,ګناه,сулык
541,Gott::N,خدای,йымы
542,Arbeiter::N,کاریګر,пӓшӓзӹ
543,Chef::N,آمر,вуй
544,Meister::N,استاد,мастар
545,Arzt::N,طبیب,доктор
546,Arzt::N,ډاکټر,доктор
547,Lehrer::N,معلم,тымдышы
548,Lehrer::N,ښوونکی,тымдышы
549,Geld::N,پیسې,окса
550,Geschäft::N,سوداګري,торге́йӹмӓш
551,Laden::N,دکان,лапка
552,Laden::N,دکان,магазин
553,Laden::N,مغازه,лапка
554,Laden::N,مغازه,магазин
555,Preis::N,بیه,ӓк
556,Ware::N,مال,товар
557,Nutzen::N,ګټه,пайда
558,Reichtum::N,شتمني,перке
559,Welt::N,نړۍ,сӓндӓлӹк
560,Welt::N,نړۍ,свет
561,Welt::N,دنیا,сӓндӓлӹк
562,Welt::N,دنیا,свет
563,Land::N,هېواد,сӓндӓлӹк
564,Staat::N,دولت,кугижӓншӹ
565,König::N,باچا,король
566,König::N,پادشاه,король
567,Macht::N,قدرت,власть
568,Grenze::N,حد,пӹсмӓн
569,Grenze::N,سرحد,пӹсмӓн
570,Krieg::N,جګړه,вырсы
571,Feind::N,دښمن,тышман
572,Gewalt::N,زور,ви
573,Gewalt::N,تشدد,ви
574,Kampf::N,جنګ,кредӓлмӓш
575,Kampf::N,مبارزه,кредӓлмӓш
576,Bogen[Waffe]::N,لیندۍ,янгеж
577,Pfeil::N,غشی,пикш
578,Gewehr::N,ټوپک,пичӓл
579,Fehler::N,خطا,самынь
580,Fehler::N,غلطي,самынь
581,Lüge::N,دروغ,шая
582,Schaden::N,زیان,вре́дӓ
583,Schaden::N,تاوان,вре́дӓ
584,Unglück::N,بدبختي,пёда
585,Unglück::N,بدبختي,тымаша
586,Schuld::N,ګناه,вуйнамат
587,Alter::N,منګ,иӓш
588,Alter::N,منګ,игечӹ
589,Schluss::N,اخر,пӹтӓртӹш
590,Zeit::N,وخت,веремӓ
591,Tag::N,ورځ,кечӹ
592,Morgen::N,سبا,ир
593,Morgen::N,سبا,ирок
594,Morgen::N,سهار,ир
595,Morgen::N,سهار,ирок
596,Mittag::N,غرمه,кечӹвӓл
597,Abend::N,ماښام,вады
598,Nacht::N,شپه,йыд
599,Woche::N,اونۍ,ӓрня
600,Monat::N,مياشت,тӹ́лзӹ
601,Jahr::N,کال,год
602,Frühling::N,پسرلی,шошым
603,Sommer::N,دوبی,кӓнгӹж
604,Herbst::N,منی,шӹжӹ
605,Herbst::N,خزان,шӹжӹ
606,Winter::N,ژمی,тел
607,Winter::N,ژمی,телӹ
608,Januar::N,جنوري,январ
609,Januar::N,جنوري,январь
610,Februar::N,فبروري,февраль
611,März::N,مارچ,март
612,April::N,اپریل,апрель
613,Mai::N,مې,май
614,Juni::N,جون,июнь
615,Juli::N,جولای,июль
616,August::N,اګست,август
617,September::N,سپټامبر,сентябрь
618,Oktober::N,اکتوبر,октябрь
619,November::N,نومبر,ноябрь
620,Dezember::N,دسمبر,декавыр
621,Montag::N,دوشنبه,шачмы
622,Dienstag::N,سه شنبه,кышкыжмы
623,Mittwoch::N,چارشنبه,вӹрчегӹ
624,Donnerstag::N,پنجشنبه,изӓрня
625,Freitag::N,جمعه,когарня
626,Samstag::N,خالي,кукшыгечӹ
627,Sonntag::N,یکشنبه,рушӓрня
628,groß::A,لوی,кого
629,klein::A,وړوکی,изи
630,lang::A,اوړد,кужы
631,kurz::A,لنډ,кӹтӹк
632,breit::A,پراخه,кымда
633,schmal::A,تنګ,ӓнгӹсӹр
634,dicht::A,ګڼ,шӹре
635,dick[Gegenstand]::A,پنډ,кӹжгӹ
636,dünn::A,نری,вӹцкӹж
637,fein::A,نازک,пыльга
638,fest::A,کلک,цаткыды
639,fest::A,ټینګ,цаткыды
640,flach::A,هوار,тӓлякӓ
641,glatt::A,ښوی,ягылгы
642,hart::A,کلک,пингӹдӹ
643,weich::A,نرم,пышкыды
644,weich::A,پوست,пышкыды
645,rund::A,ګرد,тӹртӹш
646,spitz::A,تېره,кашар
647,scharf::A,تېز,кашар
648,scharf::A,تېره,кашар
649,stumpf::A,پڅ,нӹшкӹ
650,schwer::A,دروند,нелӹ
651,schön::A,ښکلی,цевер
652,schön::A,ښکلی,олмыдшы
653,heiß::A,تود,шокшы
654,warm::A,تود,шокшы
655,kalt::A,ېخ,ӱштӹ
656,kalt::A,سوړ,ӱштӹ
657,kühl::A,ېخ,юалгы
658,kühl::A,ېخ,йонгата
659,kühl::A,سوړ,юалгы
660,kühl::A,سوړ,йонгата
661,frisch::A,تازه,йонгата
662,feucht::A,مرطوب,ӹлӹкшӹ
663,feucht::A,مرطوب,вӹдӹжгӹ
664,nass::A,لوند,начкы
665,trocken::A,وچ,кукшы
666,voll::A,ډک,темшӹ
667,voll::A,ډک,темыман
668,leer::A,خالی,йӓрӓ
669,offen::A,خلاص,виш
670,offen::A,پرانیستی,виш
671,geschlossen::A,تړلی,чӱчмӹ
672,geschlossen::A,تړلی,тӹкӹлӓлтшӹ
673,sauber::A,پاک,ире
674,schmutzig::A,چټل,шоран
675,schmutzig::A,چټل,лявӹрӓн
676,schmutzig::A,چټل,шорангшы
677,roh::A,خام,пеле кӱшӹ
678,reif::A,پوخ,кӱшӹ
679,reif::A,رسېدلی,кӱшӹ
680,lecker::A,خوندور,тотан
681,lecker::A,مزه دار,тотан
682,süß::A,خوږ,мӱӓн
683,süß::A,شیرین,мӱӓн
684,bitter::A,تریخ,качы
685,sauer::A,ټاک,шапы
686,sauer::A,تريو,шапы
687,hell::A,روڼ,соты
688,hell::A,روڼ,валгыды
689,hell::A,روښان,соты
690,hell::A,روښان,валгыды
691,dunkel::A,تیاره,пӹц
692,dunkel::A,تیاره,пӹцкемӹш
693,schwarz::A,تور,шим
694,weiß::A,سپين,ош
695,weiß::A,سپين,ошы
696,rot::A,سور,якшаргы
697,gelb::A,زېړ,сар
698,gelb::A,زېړ,сары
699,blau::A,شین,симсӹ
700,blau::A,اسماني رنګه,симсӹ
701,grün::A,زرغون,ыжар
702,grau::A,خړ,луды
703,bunt::A,رنګارنګ,ала
704,billig::A,ارزان,шулдаш
705,teuer::A,ګران,шергӹ
706,teuer::A,ګران,шергӓкӓн
707,wertvoll::A,قیمتي,ӓкӓн
708,blind::A,ړوند,слöпöй
709,blind::A,ړوند,сльöпöй
710,taub::A,کوڼ,тӱтӱк
711,kräftig::A,قوی,виӓн
712,stark::A,قوی,виӓн
713,stark::A,تکړه,виӓн
714,schwach::A,ضعیف,шава
715,schwach::A,ضعیف,лӹпкӓ
716,schwach::A,ضعیف,слабка
717,schwach::A,کمزوری,шава
718,schwach::A,کمزوری,лӹпкӓ
719,schwach::A,کمزوری,слабка
720,fett::A,چاغ,таза
721,schlank::A,خوش اندام,яштака
722,hübsch::A,ښکلی,сӹлнӹ
723,hübsch::A,ښکلی,олмыдшы
724,hübsch::A,ښایسته,сӹлнӹ
725,hübsch::A,ښایسته,олмыдшы
726,böse::A,شریر,шӹдӓн
727,böse::A,قهرناک,шӹдӓн
728,dumm::A,احمق,окмак
729,faul::A,لټ,ялахай
730,faul::A,تنبل,ялахай
731,fleißig::A,زحمت کښ,пӓшам яратышы
732,geizig::A,بخیل,шык
