,Concept_ID,ta,et
293,Ort::N,இடம்,paik
294,Seite::N,பக்கம்,pool
295,Mitte::N,இடைப்பகுதி,keskpaik
296,Gegenstand::N,உருப்படி,ese
297,Sache::N,பொருள்,ese
298,Rand::N,தொங்கு,äär
299,Rand::N,தொங்கு,serv
300,Kante::N,விளிம்பு,kant
301,Ecke::N,மூலை,nurk
302,Spitze::N,முனை,teravik
303,Ende::N,முடிவு,ots
304,Ende::N,முடிவு,jupp
305,Loch::N,துளை,auk
306,Winkel::N,கோணம்,nurk
307,Muster::N,பாங்கு,muster
308,Größe::N,அளவு,suurus
309,Länge::N,நீளம்,pikkus
310,Höhe::N,உயரம்,kõrgus
311,Gewicht::N,எடை,kaal
312,Gewicht::N,எடை,raskus
313,Menge::N,தொகை,arv
314,Menge::N,தொகை,hulk
315,Haufen::N,குவியல்,hunnik
316,Reihe::N,வரிசை,rivi
317,Boot::N,படகு,paat
318,Ruder::N,துடுப்பு,aer
319,Schlitten::N,சகடையிலா வண்டி,saan
320,Ski::N,பனிச் சறுக்கல்,suusk
321,Lagerfeuer::N,மூட்டம்,lõke
322,Last::N,பாரம்,koorem
323,Gang::N,நடை,käik
324,Schritt::N,காலடி,samm
325,Norden::N,வடக்கு,põhi
326,Süden::N,தெற்கு,lõuna
327,Westen::N,மேற்கு திசை,lääs
328,Osten::N,கிழக்கு,ida
329,Holz::N,மரக்கட்டை,puu
330,Brett::N,பலகை,saelaud
331,Platte::N,பலகம்,plaat
332,Stütze::N,அடைப்புகன்,tugi
333,Stange::N,கம்பம்,latt
334,Stange::N,கம்பம்,teivas
335,Stock::N,குச்சி,kepp
336,Stab::N,கம்பு,varras
337,Rohr::N,குழாய்,toru
338,Haus::N,வீடு,maja
339,Heim::N,வீடு,kodu
340,Ofen::N,அடுப்பு,ahi
341,Fußboden::N,தரை,põrand
342,Tisch::N,மேசை,laud
343,Stuhl::N,நாற்காலி,tool
344,Wiege::N,தொட்டில்,häll
345,Wiege::N,தொட்டில்,kätki
346,Bett::N,படுக்கை,voodi
347,Regal::N,அலமாரி,riiul
348,Kiste::N,பெட்டி,kast
349,Fenster::N,சாளரம்,aken
350,Tür::N,கதவு,uks
351,Tor::N,வாசற்கதவு,värav
352,Zaun::N,வேலி,aed
353,Zaun::N,வேலி,tara
354,Dach::N,கூரை,katus
355,Leiter::N,ஏணி,redel
356,Besen::N,விளக்குமாறு,luud
357,Spaten::N,மண்வெட்டி,labidas
358,Schaufel::N,அடிதண்டா,kühvel
359,Gabel::N,முட்கரண்டி,kahvel
360,Löffel::N,கரண்டி,lusikas
361,Messer::N,கத்தி,nuga
362,Nagel::N,ஆணி,nael
363,Netz::N,வலை,võrk
364,Haken::N,கொக்கி,haak
365,Haken::N,கொக்கி,konks
366,Griff::N,கைப்பிடி,sang
367,Griff::N,கைப்பிடி,käepide
368,Schloss::N,பூட்டு,lukk
369,Bild::N,படம்,pilt
370,Figur::N,எண்ணிக்கை,kuju
371,Figur::N,எண்ணிக்கை,kujund
372,Puppe::N,பொம்மை,nukk
373,Beutel::N,பை,paun
374,Bündel::N,பொதி,kimp
375,Tasche::N,பை,kott
376,Eimer::N,வாளி,pang
377,Eimer::N,வாளி,ämber
378,Deckel::N,உறை,kaas
379,Geschirr::N,பாத்திரம்,nõud
380,Sack::N,பை,kott
381,Tasse::N,கிண்ணம்,tass
382,Topf::N,பானை,pada
383,Kessel::N,கெண்டி,pada
384,Essen::N,உணவருந்துதல்,söök
385,Nahrung::N,உணவு,toit
386,Speise::N,உணவு வகை,roog
387,Fleisch::N,இறைச்சி,liha
388,Getreide::N,மக்காச்சோளம்,teravili
389,Brei::N,கஞ்சி,puder
390,Brot::N,ரொட்டி,sai
391,Brot::N,ரொட்டி,leib
392,Scheibe::N,துண்டு,viil
393,Scheibe::N,துண்டு,viilukas
394,Fett::N,கொழுப்பு,rasv
395,Butter::N,வெண்ணெய்,või
396,Öl::N,எண்ணெய்,õli
397,Salz::N,உப்பு,sool
398,Suppe::N,ரசம்,supp
399,Honig::N,தேன்,mesi
400,Milch::N,பால்,piim
401,Tee::N,தெனீர்,tee
402,Leder::N,பதம் செய்யப்பட்ட தோல்,nahk
403,Wolle::N,கம்பளி,vill
404,Stoff::N,துணி,kangas
405,Nadel::N,ஊசி,nõel
406,Faden::N,நூல்,niit
407,Knopf::N,பொத்தான்,nööp
408,Knoten::N,முடிச்சு,sõlm
409,Farbe::N,வண்ணக் குழம்பு,värv
410,Kleidung::N,ஆடைகள்,riided
411,Kleidung::N,ஆடைகள்,riietus
412,Hemd::N,சட்டை,särk
413,Kragen::N,கழுத்துப் பட்டை,krae
414,Ärmel::N,சட்டைக்கை,varrukas
415,Hose::N,கால்சட்டை,püksid
416,Gürtel::N,பெல்ட்,vöö
417,Mütze::N,தொப்பி,müts
418,Schuh::N,காலணி,king
419,Stiefel::N,காலணி,saabas
420,Ring::N,மோதிரம்,sõrmus
421,Band::N,நாடா,lint
422,Kamm::N,கீப்பு,kamm
423,Spiegel::N,ஆடி,peegel
424,Spiegel::N,கண்ணாடி,peegel
425,Riemen::N,வார்,rihm
426,Schnur::N,கயிறு,nöör
427,Leine::N,தோல்வார்,jalutusrihm
428,Decke::N,போர்வை,tekk
429,Kissen::N,தலையணை,padi
430,Tuch::N,துணி,kalev
431,Handtuch::N,தண்டு,käterätik
432,Kraft::N,நிர்பந்தம்,jõud
433,Stärke::N,பலம்,tugevus
434,Gesundheit::N,ஆரோக்கியம்,tervis
435,Krankheit::N,நோய்,haigus
436,Schmerz::N,வலி,valu
437,Wunde::N,காயம்,haav
438,Fieber::N,காய்ச்சல்,palavik
439,Arznei::N,மருந்து,ravim
440,Brücke::N,பாலம்,sild
441,Brunnen::N,கேணி,kaev
442,Weide::N,மேய்ச்சல் நிலம்,karjamaa
443,Pfad::N,நடை வழி,rada
444,Weg::N,வழி,tee
445,Straße::N,சாலை,tee
446,Dorf::N,கிராமம்,küla
447,Stadt::N,நகரம்,linn
448,Brief::N,கடிதம்,kiri
449,Buch::N,புத்தகம்,raamat
450,Buchstabe::N,எழத்து,täht
451,Zeitung::N,செய்தித்தாள்,ajaleht
452,Leben::N,வாழ்க்கை,elu
453,Tod::N,மரணம்,surm
454,Grab::N,சமாதி,haud
455,Kirche::N,தேவாலயம்,kirik
456,Sünde::N,பாவம்,patt
457,Gott::N,கடவுள்,jumal
458,Arbeiter::N,தொழிலாளி,tööline
459,Chef::N,மேலாளர்,ülemus
460,Chef::N,மேலாளர்,juhataja
461,Meister::N,தலைவன்,meister
462,Arzt::N,மருத்துவர்,arst
463,Lehrer::N,ஆசிரியர்,õpetaja
464,Geld::N,பணம்,raha
465,Geschäft::N,வாணிபம்,äri
466,Laden::N,கடை,pood
467,Laden::N,கடை,kauplus
468,Preis::N,விலை,hind
469,Ware::N,சாமன்கள்,kaup
470,Nutzen::N,இலாபம்,tulu
471,Nutzen::N,இலாபம்,kasulikkus
472,Reichtum::N,சொத்து,rikkus
473,Welt::N,உலகம்,maailm
474,Land::N,நாடு,maa
475,Staat::N,நாடு,riik
476,König::N,அரசன்,kuningas
477,Macht::N,அதிகாரம்,võim
478,Grenze::N,எல்லை,piir
479,Krieg::N,போர்,sõda
480,Feind::N,எதிரி,vaenlane
481,Gewalt::N,வன்முறை,väevõim
482,Kampf::N,போராட்டம்,võitlus
483,Bogen[Waffe]::N,வில்,vibu
484,Pfeil::N,அம்பு,nool
485,Gewehr::N,துப்பாக்கி,püss
486,Fehler::N,தவறு,viga
487,Lüge::N,பொய்,vale
488,Schaden::N,சேதாரம்,kahju
489,Unglück::N,இடையூறு,häda
490,Unglück::N,இடையூறு,õnnetus
491,Schuld::N,குற்றம்,süü
492,Alter::N,வயது,iga
493,Schluss::N,முடிவு,lõpp
494,Zeit::N,காலம்,aeg
495,Tag::N,நாள்,päev
496,Morgen::N,காலை நேரம்,hommik
497,Mittag::N,மதியம்,lõuna
498,Mittag::N,மதியம்,keskpäev
499,Abend::N,மாலைப் பொழுது,õhtu
500,Nacht::N,இரவு,öö
501,Woche::N,வாரம்,nädal
502,Monat::N,மாதம்,kuu
503,Jahr::N,வருடம்,aasta
504,Frühling::N,வசந்தம்,kevad
505,Sommer::N,கோடை,suvi
506,Herbst::N,இலையுதிர் காலம்,sügis
507,Winter::N,குளிர்காலம்,talv
508,Januar::N,ஜனவரி,jaanuar
509,Februar::N,பிபரவரி மாதம்,veebruar
510,März::N,மார்ச் மாதம்,märts
511,April::N,ஏப்ரல் மாதம்,aprill
512,Mai::N,மே மாதம்,mai
513,Juni::N,ஜூன் மாதம்,juuni
514,Juli::N,ஜூலை மாதம்,juuli
515,August::N,ஆகஸ்ட் மாதம்,august
516,September::N,செப்டம்பர் மாதம்,september
517,Oktober::N,அக்டோபர் மாதம்,oktoober
518,November::N,நவம்பர் மாதம்,november
519,Dezember::N,டிசம்பர்,detsember
520,Montag::N,திங்கட் கிழமை,esmaspäev
521,Dienstag::N,செவ்வாய்க்கிழமை,teisipäev
522,Mittwoch::N,புதன் கிழமை,kesknädal
523,Donnerstag::N,வியாழக் கிழமை,neljapäev
524,Freitag::N,வெள்ளிக்கிழமை,reede
525,Samstag::N,சனிக்கிழமை,laupäev
526,Sonntag::N,ஞாயிறுக் கிழமை,pühapäev
527,groß::A,பெரிய,suur
528,klein::A,சிறிய,väike
529,klein::A,சிறிய,pisike
530,lang::A,நீண்ட,pikk
531,kurz::A,குட்டையான,lühike
532,breit::A,அகலமான,lai
533,schmal::A,குறுகலான,kitsas
534,dicht::A,அடர்த்தியான,tihe
535,dick[Gegenstand]::A,தடித்த,jäme
536,dünn::A,சன்னமான,õhuke
537,dünn::A,சன்னமான,peenike
538,fein::A,மெல்லிய,peen
539,fein::A,மெல்லிய,õhuke
540,fest::A,உறுதியாள,püsiv
541,fest::A,உறுதியாள,kindel
542,flach::A,தட்டையான,lame
543,flach::A,தட்டையான,tasane
544,glatt::A,வழுவழுப்பான,sile
545,hart::A,கடினமான,kõva
546,weich::A,மென்மையான,pehme
547,rund::A,உருண்டையான,ümar
548,spitz::A,திகந்தமாக,torkav
549,scharf::A,கூரான,terav
550,stumpf::A,உளம் திறந்த,nüri
551,schwer::A,கனமான,raske
552,schön::A,அழகான,kena
553,heiß::A,சூடான,kuum
554,heiß::A,சூடான,palav
555,warm::A,இதமான,soe
556,kalt::A,குளிர்ச்சியான,külm
557,kühl::A,குளிர்ச்சியான,jahe
558,frisch::A,சுத்தமான,värske
559,feucht::A,ஈரமான,niiske
560,nass::A,ஈரமான,märg
561,trocken::A,உலர்ந்த,kuiv
562,voll::A,நிரம்பிய,täis
563,leer::A,காலியான,tühi
564,offen::A,திறந்த,avatud
565,offen::A,திறந்த,lahtine
566,geschlossen::A,மூடப்பட்ட,suletud
567,sauber::A,சுத்தமான,puhas
568,schmutzig::A,அழக்கான,räpane
569,schmutzig::A,அழக்கான,määrdunud
570,roh::A,கச்சா,toores
571,reif::A,பழுத்த,küps
572,lecker::A,சுவைமிக்க,hõrk
573,lecker::A,சுவைமிக்க,maitsev
574,süß::A,இனிப்பான,magus
575,bitter::A,கசப்பான,mõru
576,sauer::A,புளிப்பாக,hapu
577,hell::A,பளபளப்பான,hele
578,dunkel::A,கருமையான,pime
579,schwarz::A,கருப்பு வண்ண,must
580,weiß::A,வெண்மையன,valge
581,rot::A,சிவப்பு,punane
582,gelb::A,மஞ்சள் வண்ணம்,kollane
583,blau::A,நீல வண்ண,sinine
584,grün::A,பச்சை வண்ண,roheline
585,grau::A,சாம்பல் நிற,hall
586,bunt::A,வண்ண மயமான,kirju
587,bunt::A,வண்ண மயமான,värviline
588,billig::A,மலிவான,odav
589,teuer::A,விலை அதிகமான,kallis
590,wertvoll::A,மதிப்புள்ள,väärtuslik
591,blind::A,பார்வையற்ற,pime
592,taub::A,செவிடான,kurt
593,kräftig::A,வலிமையான,jõuline
594,stark::A,பலமான,tugev
595,schwach::A,பலவீனமான,nõrk
596,schwach::A,பலவீனமான,jõuetu
597,fett::A,பருமனாக,rasvane
598,schlank::A,ஒல்லியான,sale
599,hübsch::A,அழகிய,kena
600,böse::A,கேடு விளைவிக்கும்,tige
601,dumm::A,முட்டாள்தனமான,juhm
602,dumm::A,முட்டாள்தனமான,rumal
603,faul::A,சோம்பலான,laisk
604,fleißig::A,ஊக்கந்தளராத,virk
605,fleißig::A,ஊக்கந்தளராத,hoolas
606,geizig::A,கஞேசத்தனமான,ihne
607,klug::A,சாதுரியமான,tark
608,klug::A,சாதுரியமான,arukas
609,klug::A,சாதுரியமான,mõistlik
610,geschickt::A,திறமையள்ள,osav
611,lieb::A,அன்புக்குரிய,armas
612,lustig::A,களிப்புமிக்க,lõbus
613,sanft::A,சாதுவான,õrn
614,hungrig::A,பசியுடன்,näljane
615,krank::A,நோயுற்று,haige
616,nackt::A,ஆடையற்ற,alasti
617,traurig::A,சோகமான,kurb
618,lebendig::A,பிழைப்பு,elus
619,gut::A,நல்ல,hea
620,schlecht::A,கெட்ட,halb
621,richtig::A,சரியான,õige
622,schlimm::A,அருவருப்பான,paha
623,wahr::A,உண்மையான,tõene
624,alt::A,பழைய,vana
625,neu::A,புதிய,uus
626,ehemalig::A,முன்நாள்,endine
627,alt[Lebewesen]::A,வயதான,vana
628,jung::A,இளமையான,noor
629,arm::A,ஏழ்மையான,vaene
630,reich::A,செல்வம் படைத்த,rikas
631,bekannt::A,பழக்கப்பட்ட,teada
632,bekannt::A,பழக்கப்பட்ட,tuttav
633,berühmt::A,புகழ்பெற்ற,tuntud
634,fremd::A,அயல் நாட்டு,võõras
635,verschieden::A,வித்தியாசமான,erinev
636,nah::A,பக்கத்தில் உள்ள,lähedane
637,fern::A,தொலை தூரத்தில்,kauge
638,linker::A,மீந்திருக்கும்,vasak
639,rechter::A,வலதுபக்கம்,parem
640,anderer::A,மற்ற,muu
641,anderer::A,மற்ற,teine
642,erster::A,முதனமையான,esimene
643,zweiter::A,இரண்டாவது,teine
644,dritter::A,மூன்றாவது,kolmas
645,letzter::A,கடைசி,viimane
646,allein::ADV,தனியாக,üksi
647,auf einmal::ADV,தடீரென்று,korraga
648,auf einmal::ADV,தடீரென்று,ühekorraga
649,zusammen::ADV,சேர்ந்து,koos
650,zusammen::ADV,சேர்ந்து,üheskoos
651,lange::ADV,அதிக நோம்,kaua
652,plötzlich::ADV,தடீரென்று,äkki
653,plötzlich::ADV,தடீரென்று,järsku
654,sofort::ADV,உடனடியாக,kohe
655,später::ADV,பிறகு,hiljem
656,jetzt::ADV,இப்பொழது,nüüd
657,heute::ADV,இன்று,täna
658,morgen::ADV,நாளைக்கு,homme
659,bald::ADV,சீக்கிரம்,pea
660,bald::ADV,சீக்கிரம்,varsti
661,dann::ADV,அப்பொழுது,siis
662,gestern::ADV,நேற்று,eile
663,einst::ADV,ஒரே முறை,vanasti
664,damals::ADV,அப்பொழுது,tookord
665,danach::ADV,பிற்பாடு,seejärel
666,vorher::ADV,முன்பாக,enne
667,zuerst::ADV,முதலில்,enne
668,zuerst::ADV,முதலில்,esmalt
669,einmal::ADV,ஒரே முறை,kord
670,einmal::ADV,ஒரே முறை,üks kord
671,manchmal::ADV,சில நேரங்களில்,mõnikord
672,oft::ADV,அடிக்கடி,tihti
673,oft::ADV,அடிக்கடி,sageli
674,immer::ADV,எப்பொழுதும்,ikka
675,immer::ADV,எப்பொழுதும்,alati
676,niemals::ADV,ஒருபோதும் இல்லை,mitte kunagi
677,hier::ADV,இங்கே,siin
678,hierhin::ADV,இவ்விடத்திற்கு,siia
679,von hier::ADV,இனி,siit
680,dort::ADV,அங்கே,seal
681,dorthin::ADV,அவ்விடத்திற்கு,sinna
682,geradeaus::ADV,முன்னாலிருக்கும்,otse edasi
683,vorwärts::ADV,முன்புறமாக,edasi
684,rückwärts::ADV,பின்னோக்கி,tagurpidi
685,zurück::ADV,பின்பக்கம்,tagasi
686,unten::ADV,கீழாக,all
687,unten::ADV,கீழாக,allpool
688,hinab::ADV,கீழ் நோக்கி,alla
689,oben::ADV,மேலே,ülal
690,hinauf::ADV,மேலே,üles
691,überall::ADV,எல்லா இடத்திலும்,kõikjal
692,nicht::ADV,இல்லை,ei
693,nicht::ADV,இல்லை,mitte
694,ein wenig::ADV,கொஞ்சம்,veidi
695,ein wenig::ADV,கொஞ்சம்,natuke
