,Concept_ID,ps,ml
1149,umrühren::V,لړل,ഇളക്കുക
1150,stricken::V,اوبدل,മെടയുക
1151,nähen::V,ګنډل,തുന്നുക
1152,färben::V,رنګول,ചായം പൂശുക
1153,reinigen::V,صافول,വൃത്തിയാക്കുക
1154,waschen::V,مینځل,കഴുകുക
1155,abwischen::V,وچول,തുടയ്ക്കുക
1156,spülen::V,کنګالول,കഴുകുക
1157,fegen::V,جارو کول,അടിച്ചുവാരുക
1158,kehren::V,جارو کول,അടിച്ചുവാരുക
1159,baden::V,لمبېدل,നീന്തിത്തുടിക്കുക
1160,sich waschen::V,ځان مينځل,കഴുകുക
1161,ausziehen::V,کښل,ഇഴുക്കുക
1162,ausziehen::V,ایستل,ഇഴുക്കുക
1163,anziehen::V,اغوستل,ഉടുക്കുക
1164,sich anziehen::V,کالی اغوستل,ധരിച്ച നേടുകയുക
1165,kämmen::V,ګمنځول,മുടിചീകുക
1166,schmücken::V,ښکلی کول,അലങ്കരിക്കുക
1167,sagen::V,وېل,പറയുക
1168,sprechen::V,وېل,സംസാരിക്കുക
1169,sprechen::V,غږېدل,സംസാരിക്കുക
1170,reden::V,ګړېدل,സംസാരിക്കുക
1171,reden::V,خبرې کول,സംസാരിക്കുക
1172,sich unterhalten::V,خبری کول,നർമ്മസല്ലാപം നടത്തുക
1173,fragen::V,پوښتنه کول,ചോദിക്കുക
1174,bitten::V,غوښتل,അപേക്ഷിക്കുക
1175,erzählen::V,کيسه کول,പറയുക
1176,erzählen::V,حکايت کول,പറയുക
1177,mitteilen::V,خبرول,അറിയിക്കുക
1178,mitteilen::V,خبر ورکول,അറിയിക്കുക
1179,nennen::V,نوم ايښودل,പേരിടുക
1180,rufen::V,بلل,വിളിക്കുക
1181,prahlen::V,لاپې وهل,പൊങ്ങച്ചം പറയുക
1182,übersetzen::V,ژباړل,പരിഭാഷപ്പെടുത്തുക
1183,übersetzen::V,ترجمه کول,പരിഭാഷപ്പെടുത്തുക
1184,denken::V,فکر کول,ചിന്തിക്കുക
1185,glauben::V,باور کول,വിശ്വസിക്കുക
1186,bemerken::V,لیدل,ശ്രദ്ധിക്കുക
1187,erkennen::V,پېژندل,തിരിചറിയുക
1188,begreifen::V,رسېدل,കൈപ്പിടിയിലാക്കുക
1189,begreifen::V,پوهېدل,കൈപ്പിടിയിലാക്കുക
1190,verstehen::V,پوهېدل,മനസ്സിലാക്കുക
1191,lernen::V,زده کول,പഠിക്കുക
1192,lernen::V,درس لوستل,പഠിക്കുക
1193,wissen::V,پوهېدل,അറിയുക
1194,sich erinnern an::V,یادول,ഓർമിക്കുക
1195,sich erinnern an::V,په یاد راوړل,ഓർമിക്കുക
1196,vergessen::V,هېرول,മറക്കുക
1197,messen::V,اندازه کول,അളക്കുക
1198,zählen::V,شمارل,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1199,rechnen::V,حسابول,ഗണിക്കുക
1200,lesen::V,لوستل,വായിക്കുക
1201,malen::V,رسمول,ചിത്രം വരയ്ക്കുക
1202,zeichnen::V,رسمول,വരയ്ക്കുക
1203,schreiben::V,لیکل,എഴുതുക
1204,besitzen::V,لرل,സ്വന്തമാക്കുക
1205,kaufen::V,رانیول,വാങ്ങുക
1206,verkaufen::V,خرڅول,വിൽക്കുക
1207,bezahlen::V,تأدیه کول,പരിഹാരം ചെയ്യുക
1208,zahlen::V,کسات اخيستل,പണം അടയ്ക്കുക
1209,beherrschen::V,تسلط لرل,ഭരിക്കുക
1210,ertragen::V,زغمل,താങ്ങുക
1211,Barsch::N,,ഒരിനം മത്സ്യം
1212,Hecht::N,,ഒരു മത്സ്യം
