,Concept_ID,ga,tt
93,Wolke::N,néal,болыт
94,Wolke::N,scamall,болыт
95,Regen::N,báisteach,яңгыр
96,Regen::N,fearthainn,яңгыр
97,Schnee::N,sneachta,кар
98,Eis::N,oighear,боз
99,Frost::N,sioc,суык
100,Frost::N,sioc,салкын
101,Kälte::N,fuacht,суык
102,Kälte::N,fuacht,салкын
103,Hitze::N,teas,эсселек
104,Hitze::N,teocht,эсселек
105,Raureif::N,sioc bán,бәс
106,Raureif::N,sioc bán,сыкы
107,Regenbogen::N,stua ceatha,салават күпере
108,Regenbogen::N,bogha báistí,салават күпере
109,Donner::N,toirneach,күкрәү
110,Strömung::N,sruth,агыш'агым
111,Tropfen::N,deoir,тамчы
112,Schaum::N,cúr,күбек
113,Schmutz::N,salachar,пычрак
114,See::N,loch,күл
115,Sumpf::N,portach,саз
116,Moor::N,caorán,торфлык
117,Moor::N,móinteán,торфлык
118,Wiese::N,cluain,болын
119,Wiese::N,móinéar,болын
120,Wald::N,coill,урман
121,Wald::N,foraois,урман
122,Hügel::N,ard,калку
123,Anhöhe::N,ard,үр
124,Anhöhe::N,ardán,үр
125,Berg::N,sliabh,тау
126,Gipfel::N,barr,оч
127,Gipfel::N,mullach,оч
128,Höhle::N,uaimh,мәгарә
129,Höhle::N,pluais,мәгарә
130,Abhang::N,fána,кабырга
131,Quelle::N,foinse,чишмә
132,Bach::N,sruthán,елга
133,Fluss::N,abhainn,дәрья
134,Ufer::N,bruach,су кырые
135,Küste::N,cósta,яр буе
136,Küste::N,cladach,яр буе
137,Festland::N,míntír,коры җир
138,Meer::N,muir,диңгез
139,Meer::N,farraige,диңгез
140,Bucht::N,bá,бухта
141,Bucht::N,bá,култык
142,Bucht::N,cuan,бухта
143,Bucht::N,cuan,култык
144,Insel::N,inis,атау
145,Insel::N,inis,утрау
146,Insel::N,oileán,атау
147,Insel::N,oileán,утрау
148,Blume::N,bláth,чәчкә
149,Gras::N,féar,үлән
150,Wurzel::N,rúta,тамыр
151,Wurzel::N,fréamh,тамыр
152,Baum::N,crann,агач
153,Stamm::N,stoc,кәүсә
154,Stamm::N,tamhan,кәүсә
155,Rinde::N,coirt,кабык
156,Rinde::N,craiceann,кабык
157,Ast::N,géag,ботак
158,Zweig::N,géag,ботак
159,Zweig::N,géag,тармак
160,Zweig::N,craobh,ботак
161,Zweig::N,craobh,тармак
162,Blatt::N,duille,яфрак
163,Blatt::N,duilleog,яфрак
164,Birke::N,beith,каен
165,Birke::N,crann beithe,каен
166,Kiefer[Baum]::N,péine,нарат
167,Weide[Baum]::N,saileach,тал
168,Tanne::N,giúis,чыршы
169,Horn::N,adharc,мөгез
170,Feder::N,cleite,йон
171,Fell::N,clúmh,тире
172,Flügel::N,eite,канат
173,Flügel::N,sciathán,канат
174,Klaue::N,crúb,тырнак
175,Klaue::N,crobh,тырнак
176,Kralle::N,crobh,тырнак
177,Schwanz::N,eireaball,койрык
178,Ei::N,ubh,күкәй
179,Ei::N,ubh,йомырка
180,Nest::N,nead,оя
181,Bau::N,brocais,өн
182,Tier::N,ainmhí,хайван
183,Tier::N,beithíoch,хайван
184,Herde::N,tréad,көтү
185,Kuh::N,bó,сыер
186,Bulle::N,tarbh,үгез
187,Pferd::N,each,ат
188,Pferd::N,capall,ат
189,Schaf::N,caora,сарык
190,Schwein::N,muc,дуңгыз
191,Hund::N,madra,эт
192,Katze::N,cat,песи
193,Bär::N,béar,аю
194,Eichhörnchen::N,iora,тиен
195,Elch::N,eilc,поши
196,Fuchs::N,sionnach,төлке
197,Fuchs::N,madra rua,төлке
198,Hase::N,giorria,куян
199,Maus::N,luch,тычкан
200,Wolf::N,mac tíre,бүре
201,Vogel::N,éan,кош
202,Schwarm::N,saithe,көтү
203,Huhn::N,cearc,тавык
204,Hahn::N,coileach,әтәч
205,Gans::N,gé,каз
206,Adler::N,iolar,каракош
207,Ente::N,lacha,үрдәк
208,Eule::N,ulchabhán,ябалак
209,Kranich::N,grús,торна
210,Krähe::N,caróg,карга
211,Krähe::N,préachán,карга
212,Kuckuck::N,cuach,күке
213,Kuckuck::N,cuach,кәккүк
214,Schwan::N,eala,аккош
215,Fisch::N,iasc,балык
216,Barsch::N,péirse,алабуга
217,Hecht::N,liús,чуртан
218,Schlange[Tier]::N,nathair,елан
219,Wurm::N,péist,корт
220,Spinne::N,damhán alla,үрмәкүч
221,Ameise::N,seangán,кырмыска
222,Laus::N,míol,бет
223,Mücke::N,muiscít,черки
224,Mücke::N,muiscít,озынборын
225,Mücke::N,corrmhíol,черки
226,Mücke::N,corrmhíol,озынборын
227,Fliege::N,cuil,чебен
228,Fliege::N,cuileog,чебен
229,Schmetterling::N,féileacán,күбәләк
230,Beere::N,caor,җиләк
231,Apfel::N,úll,алма
232,Pilz::N,beacán,гөмбә
233,Pilz::N,muisiriún,гөмбә
234,Zwiebel::N,oinniún,суган
235,Zwiebel::N,oinniún,суганбаш
236,Saat::N,síol,орлык
237,Korn::N,gráinne,иген
238,Korn::N,gráinne,орлык
239,Heu::N,féar,печән
240,Schale::N,scaimh,кабык
241,Grube::N,poll,баз
242,Grube::N,poll,чокыр
243,Falle::N,gaiste,тозак
244,Falle::N,gaiste,капкын
245,Schlinge::N,sealán,элмәк
246,Spur::N,rian,эз
247,Asche::N,luaith,көл
248,Dreck::N,salachar,пычрак
249,Eisen::N,iarann,тимер
250,Gold::N,ór,алтын
251,Silber::N,airgead,көмеш
252,Kohle::N,gual,күмер
253,Glas::N,gloine,пыяла
254,Lehm::N,cré,балчык
255,Sand::N,gaineamh,ком
256,Mensch::N,duine,адәм
257,Mensch::N,duine,инсан
258,Mann::N,fear,ир
259,Frau::N,bean,хатын
260,Kind::N,gasúr,бала
261,Kind::N,páiste,бала
262,Junge::N,buachaill,малай
263,Mädchen::N,cailín,кыз
264,Familie::N,teaghlach,гаилә
265,Familie::N,comhluadar,гаилә
266,Großvater::N,seanathair,бабай
267,Großmutter::N,seanmháthair,әби
268,Eltern::N,tuismitheoirí,ата-ана
269,Vater::N,athair,ата
270,Mutter::N,máthair,ана
271,Sohn::N,mac,ул
272,Tochter::N,iníon,кыз
273,Bruder::N,deartháir,кардәш
274,Schwester::N,deirfiúr,апа
275,Schwester::N,deirfiúr,сеңел
276,Onkel::N,uncail,дәдә
277,Onkel::N,uncail,дәдәй
278,Tante::N,aintín,түти
279,Tante::N,aintín,тәтәй
280,Ehemann::N,fear céile,ир
281,Ehefrau::N,bean chéile,хатын
282,Freude::N,áthas,сөенеч
283,Gelächter::N,gáire,көлү
284,Gelächter::N,gáire,көлеш
285,Glück::N,séan,бәхет
286,Glück::N,sonas,бәхет
287,Kummer::N,brón,хәсрәт
288,Kummer::N,buairt,хәсрәт
289,Wunsch::N,guí,теләк
290,Wunsch::N,achainí,теләк
291,Lust::N,fonn,теләк
292,Lust::N,fonn,теләү
293,Geist::N,meon,рух
294,Geist::N,spiorad,рух
295,Gedanke::N,smaoineamh,уй
296,Gedanke::N,smaoineamh,фикер
297,Gedächtnis::N,cuimhne,хәтер
298,Verstand::N,ciall,акыл
299,Verstand::N,intinn,акыл
300,Sinn::N,brí,мәгънә
301,Sinn::N,ciall,мәгънә
302,Grund::N,fáth,сәбәп
303,Wahrheit::N,fírinne,хак
304,Gespräch::N,comhrá,әңгәмә
305,Märchen::N,scéal,әкият
306,Erzählung::N,scéal,хикәя
307,Nachricht::N,teachtaireacht,хәбәр
308,Neuigkeit::N,scéala,яңалык
309,Name::N,ainm,исем
310,Rätsel::N,tomhas,табышмак
311,Rede::N,óráid,нотык
312,Rede::N,aitheasc,нотык
313,Sprache::N,teanga,тел
314,Stimme::N,guth,тавыш
315,Wort::N,focal,сүз
316,Zeichen::N,comhartha,ишарә
317,Ruf::N,glaoch,дәшү
318,Lärm::N,torann,шау
319,Laut::N,fuaim,аваз
320,Ton::N,ton,шалтырату
321,Lied::N,amhrán,җыр
322,Ruhe::N,suaimhneas,тынлык
323,Leute::N,muintir,халык
324,Volk::N,pobal,халык
325,Arbeit::N,obair,эш
326,Arbeit::N,obair,хезмәт
327,Gast::N,aoi,кунак
328,Geschenk::N,féirín,бүләк
329,Geschenk::N,bronntanas,бүләк
330,Spiel::N,cluiche,уен
331,Gesellschaft::N,comhluadar,җәмгыять
332,Hilfe::N,cúnamh,ярдәм
333,Hilfe::N,cúnamh,булышлык
334,Hilfe::N,cabhair,ярдәм
335,Hilfe::N,cabhair,булышлык
336,Freund::N,cara,дус
337,Kamerad::N,comrádaí,иптәш
338,Angelegenheit::N,ábhar,эш
339,Anzahl::N,líon,микъдар
340,Art::N,sórt,төр
341,Art::N,saghas,төр
342,Stück::N,píosa,кисәк
343,Teil::N,cuid,өлеш
344,Teil::N,páirt,өлеш
345,Hälfte::N,leath,ярым
346,Kreis::N,ciorcal,түгәрәк
347,Kreuz::N,cros,хач
348,Kreuz::N,cros,тәре
349,Linie::N,líne,сызык
350,Strich::N,stríoc,сызык
351,Abstand::N,achar,ара
352,Entfernung::N,fad,ераклык
353,Gegend::N,ceantar,урын
354,Platz::N,áit,бушлык
355,Platz::N,spás,бушлык
356,Ort::N,áit,урын
357,Seite::N,taobh,як
358,Mitte::N,lár,урта
359,Gegenstand::N,ball,нәрсә
360,Gegenstand::N,ábhar,нәрсә
361,Sache::N,ní,нәрсә
362,Sache::N,rud,нәрсә
363,Rand::N,imeall,чит
364,Rand::N,ciumhais,чит
365,Kante::N,corr,кырый
366,Kante::N,colbha,кырый
367,Ecke::N,coirnéal,почмак
368,Spitze::N,gob,оч
369,Spitze::N,barr,оч
370,Ende::N,ceann,азак
371,Ende::N,foirceann,азак
372,Loch::N,poll,тишек
373,Winkel::N,cúinne,почмак
374,Winkel::N,uillinn,почмак
375,Muster::N,patrún,парча
376,Größe::N,méid,зурлык
377,Größe::N,toise,зурлык
378,Länge::N,fad,озынлык
379,Höhe::N,airde,биеклек
380,Gewicht::N,meáchan,авырлык
381,Menge::N,méid,микъдар
382,Haufen::N,cnap,өем
383,Reihe::N,líne,рәт
384,Reihe::N,sraith,рәт
385,Boot::N,bád,каек
386,Boot::N,bád,көймә
387,Ruder::N,rámh,ишкәк
388,Ruder::N,maide rámha,ишкәк
389,Schlitten::N,carr sleamhnáin,чана
390,Ski::N,scí,чаңгы
391,Lagerfeuer::N,tine champa,костёр
392,Last::N,ualach,йөк
393,Gang::N,siúlóid,йөреш
394,Schritt::N,céim,адым
395,Schritt::N,coiscéim,адым
396,Norden::N,tuaisceart,төньяк
397,Süden::N,deisceart,көньяк
398,Westen::N,iarthar,көнбатыш
399,Osten::N,oirthear,шәрык
400,Osten::N,oirthear,көнчыгыш
401,Holz::N,adhmad,агач
402,Brett::N,clár,такта
403,Platte::N,leac,плитә
404,Stütze::N,taca,таяу
405,Stange::N,polla,колга
406,Stange::N,cuaille,колга
407,Stock::N,bata,таяк
408,Stock::N,maide,таяк
409,Stab::N,maide,таяк
410,Stab::N,bachall,таяк
411,Rohr::N,píopa,торба
412,Haus::N,teach,өй
413,Haus::N,teach,йорт
414,Heim::N,baile,гаилә
415,Heim::N,baile,нәсел
416,Ofen::N,sornóg,мич
417,Fußboden::N,urlár,идән
418,Tisch::N,bord,өстәл
419,Tisch::N,tábla,өстәл
420,Stuhl::N,cathaoir,утыргыч
421,Wiege::N,cliabhán,бишек
422,Bett::N,leaba,ятак
423,Bett::N,leaba,урын-җир
424,Regal::N,seilf,киштә
425,Regal::N,seilf,шүрлек
426,Kiste::N,bosca,әрҗә
427,Fenster::N,fuinneoig,тәрәзә
428,Tür::N,doras,ишек
429,Tor::N,geata,капка
430,Zaun::N,fál,койма
431,Zaun::N,claí,койма
432,Dach::N,díon,түбә
433,Leiter::N,dréimire,баскыч
434,Besen::N,scuab,себерке
435,Spaten::N,spád,көрәк
436,Spaten::N,rámhainn,көрәк
437,Schaufel::N,sluasaid,көрәк
438,Gabel::N,forc,чәннечке
439,Gabel::N,gabhlóg,чәннечке
440,Löffel::N,spúnóg,кашык
441,Messer::N,scian,пычак
442,Nagel::N,tairne,кадак
443,Netz::N,líon,челтәр
444,Netz::N,eangach,челтәр
445,Haken::N,croch,ыргак
446,Griff::N,cos,тотка
447,Griff::N,hanla,тотка
448,Schloss::N,glas,йозак
449,Bild::N,pictiúr,рәсем
450,Bild::N,pictiúr,картина
451,Figur::N,fíor,сын
452,Figur::N,fíor,фигура
453,Puppe::N,bábóg,курчак
454,Beutel::N,mála,луза
455,Beutel::N,mealbhóg,луза
456,Bündel::N,beart,бәйләм
457,Tasche::N,mála,букча
458,Eimer::N,buicéad,чиләк
459,Deckel::N,clár,капкач
460,Deckel::N,claibín,капкач
461,Geschirr::N,soithí,савыт-саба
462,Geschirr::N,soithí,кашык-аяк
463,Geschirr::N,gréithe,савыт-саба
464,Geschirr::N,gréithe,кашык-аяк
465,Sack::N,sac,капчык
466,Sack::N,mála,капчык
467,Tasse::N,cupán,чынаяк
468,Topf::N,pota,чүлмәк
469,Kessel::N,citeal,казан
470,Essen::N,béile,ашау
471,Nahrung::N,bia,азык
472,Nahrung::N,bia,тәгам
473,Nahrung::N,bia,ашамлык
474,Speise::N,mias,ризык
475,Fleisch::N,feoil,ит
476,Getreide::N,grán,ашлык
477,Getreide::N,arbhar,ашлык
478,Brei::N,brúitín,ботка
479,Brot::N,arán,ипи
480,Brot::N,arán,икмәк
481,Scheibe::N,píosa,телем
482,Scheibe::N,slisne,телем
483,Fett::N,saill,май
484,Fett::N,méathras,май
485,Butter::N,im,май
486,Öl::N,ola,май
487,Salz::N,salann,тоз
488,Suppe::N,sú,шулпа
489,Suppe::N,anraith,шулпа
490,Honig::N,mil,бал
491,Milch::N,bainne,сөт
492,Tee::N,tae,чәй
493,Leder::N,leathar,күн
494,Wolle::N,olann,йон
495,Stoff::N,éadach,тукыма
496,Nadel::N,snáthaid,энә
497,Faden::N,snáth,җеп
498,Knopf::N,cnaipe,төймә
499,Knoten::N,snaidhm,төен
500,Farbe::N,péint,буяу
501,Kleidung::N,éadaí,кием
502,Hemd::N,léine,күлмәк
503,Kragen::N,bóna,яка
504,Ärmel::N,muinchille,җиң
505,Hose::N,bríste,чалбар
506,Hose::N,treabhsar,чалбар
507,Gürtel::N,crios,билбау
508,Mütze::N,caipín,бүрек
509,Schuh::N,bróg,башмак
510,Stiefel::N,buatais,итек
511,Ring::N,fáinne,балдак
512,Band::N,ribín,тасма
513,Kamm::N,cíor,тарак
514,Spiegel::N,scáthán,көзге
515,Riemen::N,iall,каеш
516,Riemen::N,strapa,каеш
517,Schnur::N,téad,бау
518,Schnur::N,sreangán,бау
519,Leine::N,iall,тезген
520,Decke::N,pluid,юрган
521,Decke::N,blaincéad,юрган
522,Kissen::N,piliúr,мендәр
523,Kissen::N,adhartán,мендәр
524,Tuch::N,scaif,яулык
525,Handtuch::N,tuáille,сөлгә
526,Kraft::N,fórsa,егәр
527,Kraft::N,fórsa,дәрман
528,Stärke::N,neart,көч
529,Stärke::N,neart,дәрман
530,Gesundheit::N,sláinte,саулык
531,Krankheit::N,tinneas,чир
532,Krankheit::N,tinneas,хаста
533,Krankheit::N,tinneas,сырхау
534,Krankheit::N,breoiteacht,чир
535,Krankheit::N,breoiteacht,хаста
536,Krankheit::N,breoiteacht,сырхау
537,Schmerz::N,pian,авырту
538,Wunde::N,goin,яра
539,Wunde::N,goin,җәрәхәт
540,Fieber::N,fiabhras,бизгәк
541,Arznei::N,cógas,дару
542,Brücke::N,droichead,күпер
543,Brunnen::N,tobar,кое
544,Weide::N,féarach,утлавык
545,Pfad::N,cosán,сукмак
546,Pfad::N,conair,сукмак
547,Weg::N,slí,юл
548,Weg::N,bealach,юл
549,Straße::N,bóthar,урам
550,Dorf::N,sráidbhaile,авыл
551,Stadt::N,baile,шәһәр
552,Stadt::N,cathair,шәһәр
553,Brief::N,litir,хат
554,Buch::N,cín,китап
555,Buch::N,leabhar,китап
556,Buchstabe::N,litir,хәреф
557,Zeitung::N,nuachtán,газет
558,Zeitung::N,nuachtán,газета
559,Leben::N,saol,гомер
560,Leben::N,saol,тормыш
561,Leben::N,saol,тереклек
562,Leben::N,beatha,гомер
563,Leben::N,beatha,тормыш
564,Leben::N,beatha,тереклек
565,Tod::N,bás,үлем
566,Grab::N,uaigh,гүр
567,Grab::N,uaigh,кабер
568,Kirche::N,eaglais,чиркәү
569,Sünde::N,peaca,язык
570,Sünde::N,peaca,гөнаһ
571,Gott::N,dia,алла
572,Gott::N,dia,ходай
573,Arbeiter::N,oibrí,эшче
574,Chef::N,saoiste,башлык
575,Chef::N,ceannasaí,башлык
576,Meister::N,máistir,оста
577,Arzt::N,lia,врач
578,Arzt::N,lia,табиб
579,Arzt::N,dochtúir,врач
580,Arzt::N,dochtúir,табиб
581,Lehrer::N,oide,укытучы
582,Lehrer::N,oide,мөгаллим
583,Lehrer::N,múinteoir,укытучы
584,Lehrer::N,múinteoir,мөгаллим
585,Geld::N,airgead,акча
586,Geschäft::N,gnó,эш
587,Laden::N,siopa,кибет
588,Laden::N,siopa,магазин
589,Preis::N,praghas,бәя
590,Preis::N,praghas,бәһа
591,Ware::N,earra,товар
592,Nutzen::N,tairbhe,файда
593,Reichtum::N,rachmas,байлык
594,Reichtum::N,saibhreas,байлык
595,Welt::N,domhan,дөнья
596,Land::N,tír,ил
597,Staat::N,stát,дәүләт
598,König::N,rí,патша
599,Macht::N,cumhacht,хакимият
600,Grenze::N,críoch,чик
601,Grenze::N,teorainn,чик
602,Krieg::N,cogadh,сугыш
603,Feind::N,namhaid,дошман
604,Gewalt::N,foréigean,көчләү
605,Kampf::N,troid,көрәш
606,Bogen[Waffe]::N,bogha,җәя
607,Pfeil::N,saighead,ук
608,Gewehr::N,gunna,мылтык
609,Fehler::N,botún,хата
610,Fehler::N,meancóg,хата
611,Lüge::N,bréag,ялган
612,Lüge::N,éitheach,ялган
613,Schaden::N,dochar,зыян
614,Schaden::N,dochar,зарар
615,Schaden::N,damáiste,зыян
616,Schaden::N,damáiste,зарар
617,Unglück::N,drochrath,бәла
618,Schuld::N,locht,гаеп
619,Schuld::N,milleán,гаеп
620,Alter::N,aois,яшь
621,Schluss::N,deireadh,ахыр
622,Zeit::N,am,заман
623,Zeit::N,aimsir,заман
624,Tag::N,lá,көн
625,Morgen::N,maidin,иртә
626,Mittag::N,nóin,өйлә
627,Abend::N,tráthnóna,кич
628,Nacht::N,oíche,төн
629,Woche::N,seachtain,атна
630,Monat::N,mí,ай
631,Jahr::N,bliain,ел
632,Frühling::N,earrach,яз
633,Sommer::N,samhradh,җәй
634,Herbst::N,fómhar,көз
635,Winter::N,geimhreadh,кыш
636,Januar::N,Eanáir,гыйнвар
637,Februar::N,Feabhra,февраль
638,März::N,Márta,март
639,April::N,Aibreán,апрель
640,Mai::N,Bealtaine,май
641,Juni::N,Meitheamh,июнь
642,Juli::N,Iúil,июль
643,August::N,Lúnasa,август
644,September::N,Meán Fómhair,сентябрь
645,Oktober::N,Deireadh Fómhair,октябрь
646,November::N,Samhain,ноябрь
647,November::N,Mí na Samhna,ноябрь
648,Dezember::N,Mí na Nollag,декабрь
649,Montag::N,Luan,дүшәмбе
650,Montag::N,Dé Luain,дүшәмбе
651,Dienstag::N,Máirt,сишәмбе
652,Dienstag::N,Dé Máirt,сишәмбе
653,Mittwoch::N,Céadaoin,чәршәмбе
654,Mittwoch::N,Dé Céadaoin,чәршәмбе
655,Donnerstag::N,Déardaoin,атнакич
656,Donnerstag::N,Déardaoin,пәнҗешәмбе
657,Freitag::N,Aoine,җомга
658,Freitag::N,Dé hAoine,җомга
659,Samstag::N,Satharn,шимбә
660,Samstag::N,Dé Sathairn,шимбә
661,Sonntag::N,Domhnach,якшәмбе
662,Sonntag::N,Dé Domhnaigh,якшәмбе
663,groß::A,mór,зур
664,klein::A,beag,кечкенә
665,lang::A,fada,озын
666,kurz::A,gearr,кыска
667,kurz::A,gairid,кыска
668,breit::A,leathan,киң
669,breit::A,fairsing,киң
670,schmal::A,cúng,кысык
671,dicht::A,dlúth,куе
672,dick[Gegenstand]::A,tiubh,калын
673,dünn::A,caol,нечкә
674,dünn::A,tanaí,нечкә
675,fein::A,scáinte,нәзакәтле
676,fein::A,fíneálta,нәзакәтле
677,fest::A,daingean,нык
678,flach::A,cothrom,яссы
679,flach::A,cothrom,ялпак
680,glatt::A,mín,шома
681,glatt::A,sleamhain,шома
682,hart::A,crua,каты
683,weich::A,bog,йомшак
684,rund::A,cruinn,түгәрәк
685,spitz::A,gobach,очлы
686,spitz::A,biorach,очлы
687,scharf::A,géar,үткен
688,scharf::A,faobhrach,үткен
689,stumpf::A,maol,үтмәс
690,schwer::A,trom,салмак
691,schön::A,álainn,гүзәл
692,heiß::A,te,эссе
693,warm::A,te,җылы
694,kalt::A,fuar,суык
695,kalt::A,fuar,салкын
696,kühl::A,fionnuar,салкынча
697,frisch::A,úr,салкынча
698,frisch::A,friseáilte,салкынча
699,feucht::A,tais,юеш
700,nass::A,fliuch,дымлы
701,trocken::A,tirim,коры
702,voll::A,lán,тулы
703,leer::A,folamh,буш
704,offen::A,oscailte,ачык
705,geschlossen::A,dúnta,йомык
706,geschlossen::A,druidte,йомык
707,sauber::A,glan,пакь
708,sauber::A,glan,чиста
709,schmutzig::A,salach,керле
710,schmutzig::A,salach,пычрак
711,roh::A,amh,чи
712,reif::A,aibí,өлгергән
713,lecker::A,blasta,тәмле
714,süß::A,milis,татлы
715,bitter::A,searbh,ачы
716,sauer::A,géar,әче
717,sauer::A,searbh,әче
718,hell::A,geal,якты
719,hell::A,soilseach,якты
720,dunkel::A,dorcha,кара
721,schwarz::A,dubh,кара
722,weiß::A,bán,ак
723,rot::A,dearg,кызыл
724,gelb::A,buí,сары
725,blau::A,gorm,күк
726,grün::A,glas,яшел
727,grün::A,uaine,яшел
728,grau::A,liath,соры
729,bunt::A,ildathach,чуар
730,bunt::A,dathannach,чуар
731,billig::A,saor,арзан
732,teuer::A,daor,хаклы
733,teuer::A,costasach,хаклы
734,wertvoll::A,luachmhar,кыйммәтле
735,blind::A,dall,сукыр
736,blind::A,dall,күзсез
737,blind::A,caoch,сукыр
738,blind::A,caoch,күзсез
739,taub::A,bodhar,чукрак
740,taub::A,bodhar,саңгырау
741,kräftig::A,cumhachtach,егәрле
742,stark::A,tréan,нык
743,stark::A,tréan,базык
744,stark::A,láidir,нык
745,stark::A,láidir,базык
746,schwach::A,lag,зәгыйфь
747,schwach::A,fann,зәгыйфь
748,fett::A,ramhar,симез
749,schlank::A,caol,нәзек
750,schlank::A,seang,нәзек
751,hübsch::A,álainn,чибәр
752,hübsch::A,dathúil,чибәр
753,böse::A,olc,усал
754,dumm::A,dúr,акылсыз
755,dumm::A,amaideach,акылсыз
756,faul::A,falsa,ялкау
757,faul::A,falsa,иренчәк
758,faul::A,leisciúil,ялкау
759,faul::A,leisciúil,иренчәк
760,fleißig::A,dícheallach,тырыш
761,fleißig::A,dícheallach,тырышучан
762,geizig::A,barainneach,саран
763,geizig::A,sprionlaithe,саран
764,klug::A,cliste,акыллы
765,geschickt::A,oilte,маһир
766,geschickt::A,ealaíonta,маһир
767,lieb::A,dil,сөекле
768,lieb::A,dílis,сөекле
769,lustig::A,aerach,күңелле
770,lustig::A,meidhreach,күңелле
771,sanft::A,bog,басынкы
772,sanft::A,séimh,басынкы
773,hungrig::A,ocrach,ач
774,krank::A,tinn,чирле
775,krank::A,tinn,сырхау
776,krank::A,breoite,чирле
777,krank::A,breoite,сырхау
778,nackt::A,nocht,шәрә
779,traurig::A,brónach,ямансу
780,lebendig::A,beo,тере
781,gut::A,maith,яхшы
782,schlecht::A,dona,начар
783,schlecht::A,droch-,начар
784,richtig::A,ceart,дөрес
785,schlimm::A,gránna,әшәкә
786,schlimm::A,tubaisteach,әшәкә
787,wahr::A,fíor,чып-чын
788,alt::A,sean,иске
789,neu::A,úr,яңа
790,neu::A,nua,яңа
791,ehemalig::A,iar-,элекке
792,ehemalig::A,sean-,элекке
793,alt[Lebewesen]::A,sean,карт
794,alt[Lebewesen]::A,aosta,карт
795,jung::A,óg,яшь
796,arm::A,bocht,фәкыйрь
797,reich::A,saibhir,бай
798,reich::A,rachmasach,бай
799,bekannt::A,atá eolas air,таныш
800,berühmt::A,cailiúil,атаклы
801,berühmt::A,clúiteach,атаклы
802,fremd::A,coimhthíoch,ят
803,verschieden::A,éagsúil,төрле
804,verschieden::A,difriúil,төрле
805,nah::A,gar,якын
806,nah::A,deas,якын
807,fern::A,i bhfad uainn,ерак
808,fern::A,i bhfad i gcéin,ерак
809,linker::A,clé,сул
810,rechter::A,deas,уң
811,anderer::A,eile,бүтән
