,Concept_ID,br,br
244,Gast::N,kouviad,kouviad
245,Geschenk::N,prof,prof
246,Spiel::N,c'hoari,c'hoari
247,Gesellschaft::N,kompagnunezh,kompagnunezh
248,Gesellschaft::N,kompagnunezh,kavandad
249,Gesellschaft::N,kavandad,kompagnunezh
250,Gesellschaft::N,kavandad,kavandad
251,Hilfe::N,sikour,sikour
252,Freund::N,mignon,mignon
253,Kamerad::N,kamarad,kamarad
254,Angelegenheit::N,afer,afer
255,Anzahl::N,niver,niver
256,Art::N,sort,sort
257,Stück::N,tamm,tamm
258,Teil::N,pezh,pezh
259,Hälfte::N,hanterenn,hanterenn
260,Kreis::N,kelc'h,kelc'h
261,Kreuz::N,kroaz,kroaz
262,Linie::N,linenn,linenn
263,Strich::N,tenn,tenn
264,Abstand::N,distok,distok
265,Entfernung::N,keid,keid
266,Entfernung::N,keid,kehid
267,Entfernung::N,kehid,keid
268,Entfernung::N,kehid,kehid
269,Gegend::N,korn-bro,korn-bro
270,Platz::N,plasenn,plasenn
271,Ort::N,lec'h,lec'h
272,Seite::N,tu,tu
273,Mitte::N,kreiz,kreiz
274,Gegenstand::N,tra,tra
275,Sache::N,tra,tra
276,Rand::N,kantenn,kantenn
277,Kante::N,kantenn,kantenn
278,Ecke::N,korn,korn
279,Spitze::N,begell,begell
280,Ende::N,dibenn,dibenn
281,Loch::N,toull,toull
282,Muster::N,tresadenn,tresadenn
283,Größe::N,ment,ment
284,Länge::N,hirder,hirder
285,Höhe::N,uhelder,uhelder
286,Gewicht::N,pouez,pouez
287,Menge::N,bern,bern
288,Haufen::N,bern,bern
289,Reihe::N,steud,steud
290,Boot::N,bag,bag
291,Ruder::N,roeñv,roeñv
292,Schlitten::N,trainell,trainell
293,Ski::N,ski,ski
294,Last::N,karg,karg
295,Gang::N,kerzh,kerzh
296,Schritt::N,paz,paz
297,Norden::N,norzh,norzh
298,Norden::N,norzh,hanternoz
299,Norden::N,hanternoz,norzh
300,Norden::N,hanternoz,hanternoz
301,Süden::N,su,su
302,Süden::N,su,kreisteiz
303,Süden::N,kreisteiz,su
304,Süden::N,kreisteiz,kreisteiz
305,Westen::N,kuzh-heol,kuzh-heol
306,Osten::N,reter,reter
307,Osten::N,reter,sav-heol
308,Osten::N,sav-heol,reter
309,Osten::N,sav-heol,sav-heol
310,Holz::N,koad,koad
311,Brett::N,plankenn,plankenn
312,Platte::N,plakenn,plakenn
313,Stütze::N,harp,harp
314,Stange::N,sparl,sparl
315,Stock::N,bazh,bazh
316,Stab::N,bazh,bazh
317,Rohr::N,tub,tub
318,Rohr::N,tub,korz
319,Rohr::N,korz,tub
320,Rohr::N,korz,korz
321,Haus::N,ti,ti
322,Heim::N,kêr,kêr
323,Ofen::N,forn,forn
324,Fußboden::N,plañchod,plañchod
325,Tisch::N,taol,taol
326,Stuhl::N,kador,kador
327,Wiege::N,kavell,kavell
328,Bett::N,gwele,gwele
329,Regal::N,estajerenn,estajerenn
330,Kiste::N,kased,kased
331,Fenster::N,prenestr,prenestr
332,Tür::N,dor,dor
333,Tor::N,portal,portal
334,Zaun::N,sklotur,sklotur
335,Dach::N,toenn,toenn
336,Leiter::N,skeul,skeul
337,Besen::N,skubell,skubell
338,Spaten::N,pal,pal
339,Schaufel::N,pal,pal
340,Gabel::N,fourchetez,fourchetez
341,Löffel::N,loa,loa
342,Messer::N,kontell,kontell
343,Nagel::N,tach,tach
344,Netz::N,roued,roued
345,Haken::N,krog,krog
346,Griff::N,kemer,kemer
347,Schloss::N,potenn,potenn
348,Bild::N,skeudenn,skeudenn
349,Figur::N,skeud,skeud
350,Figur::N,skeud,figur
351,Figur::N,figur,skeud
352,Figur::N,figur,figur
353,Puppe::N,merc'hodenn,merc'hodenn
354,Beutel::N,sac'h,sac'h
355,Bündel::N,feskenn,feskenn
356,Tasche::N,sac'h,sac'h
357,Eimer::N,sailh,sailh
358,Deckel::N,pallenn,pallenn
359,Geschirr::N,listriaj,listriaj
360,Sack::N,sac'h,sac'h
361,Tasse::N,tas,tas
362,Topf::N,pod,pod
363,Kessel::N,chaodouron,chaodouron
364,Essen::N,pred,pred
365,Nahrung::N,boued,boued
366,Speise::N,meuz,meuz
367,Fleisch::N,kig,kig
368,Getreide::N,ed,ed
369,Brei::N,yod,yod
370,Brot::N,bara,bara
371,Scheibe::N,tailhenn,tailhenn
372,Fett::N,lard,lard
373,Butter::N,amann,amann
374,Öl::N,eoul,eoul
375,Salz::N,holen,holen
376,Suppe::N,soubenn,soubenn
377,Honig::N,mel,mel
378,Milch::N,laezh,laezh
379,Tee::N,te,te
380,Leder::N,lêr,lêr
381,Wolle::N,gloan,gloan
382,Stoff::N,danvez,danvez
383,Nadel::N,nadoz,nadoz
384,Faden::N,neudenn,neudenn
385,Knopf::N,bouton,bouton
386,Knoten::N,skoulm,skoulm
387,Farbe::N,liv,liv
388,Kleidung::N,dilhad,dilhad
389,Hemd::N,roc'hed,roc'hed
390,Kragen::N,gouzoug,gouzoug
391,Ärmel::N,milgin,milgin
392,Hose::N,bragoù,bragoù
393,Gürtel::N,gouriz,gouriz
394,Mütze::N,boned,boned
395,Schuh::N,botez,botez
396,Stiefel::N,botez,botez
397,Ring::N,gwalenn,gwalenn
398,Band::N,bagad,bagad
399,Kamm::N,krib,krib
400,Spiegel::N,melezour,melezour
401,Riemen::N,lerenn,lerenn
402,Schnur::N,kordenn,kordenn
403,Leine::N,roll,roll
404,Decke::N,golo,golo
405,Kissen::N,goubenner,goubenner
406,Tuch::N,mezher,mezher
407,Handtuch::N,toailhon,toailhon
408,Kraft::N,nerzh,nerzh
409,Stärke::N,nerzhder,nerzhder
410,Gesundheit::N,yec'hed,yec'hed
411,Krankheit::N,klañved,klañved
412,Schmerz::N,poan,poan
413,Schmerz::N,poan,droug
414,Schmerz::N,droug,poan
415,Schmerz::N,droug,droug
416,Wunde::N,gloazadenn,gloazadenn
417,Fieber::N,terzhienn,terzhienn
418,Arznei::N,louzoù,louzoù
419,Brücke::N,pont,pont
420,Brunnen::N,puñs,puñs
421,Weide::N,prad,prad
422,Pfad::N,gwenodenn,gwenodenn
423,Weg::N,hent,hent
424,Straße::N,ru,ru
425,Straße::N,ru,hent
426,Straße::N,hent,ru
427,Straße::N,hent,hent
428,Dorf::N,kêr,kêr
429,Dorf::N,kêr,kêriadenn
430,Dorf::N,kêriadenn,kêr
431,Dorf::N,kêriadenn,kêriadenn
432,Stadt::N,kêr,kêr
433,Brief::N,lizher,lizher
434,Buch::N,levr,levr
435,Buchstabe::N,lizherenn,lizherenn
436,Zeitung::N,kazetenn,kazetenn
437,Leben::N,buhez,buhez
438,Tod::N,marv,marv
439,Grab::N,bez,bez
440,Kirche::N,iliz,iliz
441,Sünde::N,pec'hed,pec'hed
442,Gott::N,doue,doue
443,Arbeiter::N,labourer,labourer
444,Arbeiter::N,labourer,micherour
445,Arbeiter::N,micherour,labourer
446,Arbeiter::N,micherour,micherour
447,Chef::N,penn,penn
448,Meister::N,mestr,mestr
449,Arzt::N,mezeg,mezeg
450,Arzt::N,mezeg,medisin
451,Arzt::N,medisin,mezeg
452,Arzt::N,medisin,medisin
453,Lehrer::N,skolaer,skolaer
454,Lehrer::N,skolaer,kelenner
455,Lehrer::N,kelenner,skolaer
456,Lehrer::N,kelenner,kelenner
457,Geld::N,arc'hant,arc'hant
458,Geschäft::N,stal,stal
459,Laden::N,stal,stal
460,Preis::N,priz,priz
461,Ware::N,marc'hadourezh,marc'hadourezh
462,Nutzen::N,gounidegezh,gounidegezh
463,Nutzen::N,gounidegezh,lañs
464,Nutzen::N,gounidegezh,profit
465,Nutzen::N,gounidegezh,spleit
466,Nutzen::N,lañs,gounidegezh
467,Nutzen::N,lañs,lañs
468,Nutzen::N,lañs,profit
469,Nutzen::N,lañs,spleit
470,Nutzen::N,profit,gounidegezh
471,Nutzen::N,profit,lañs
472,Nutzen::N,profit,profit
473,Nutzen::N,profit,spleit
474,Nutzen::N,spleit,gounidegezh
475,Nutzen::N,spleit,lañs
476,Nutzen::N,spleit,profit
477,Nutzen::N,spleit,spleit
478,Reichtum::N,pinvidigezh,pinvidigezh
479,Welt::N,douar,douar
480,Land::N,bro,bro
481,Staat::N,stad,stad
482,König::N,roue,roue
483,Macht::N,galloud,galloud
484,Grenze::N,harzoù,harzoù
485,Krieg::N,brezel,brezel
486,Feind::N,eneber,eneber
487,Gewalt::N,tâerder,tâerder
488,Kampf::N,kann,kann
489,Bogen[Waffe]::N,gwareg,gwareg
490,Pfeil::N,saezh,saezh
491,Gewehr::N,fuzuilh,fuzuilh
492,Fehler::N,fazi,fazi
493,Lüge::N,gaou,gaou
494,Schaden::N,gwall,gwall
495,Unglück::N,gwalleur,gwalleur
496,Schuld::N,kablusted,kablusted
497,Schuld::N,kablusted,pec'hedigezh
498,Schuld::N,pec'hedigezh,kablusted
499,Schuld::N,pec'hedigezh,pec'hedigezh
500,Alter::N,oad,oad
501,Schluss::N,diwezh,diwezh
502,Zeit::N,amzer,amzer
503,Tag::N,deizh,deizh
504,Morgen::N,beure,beure
505,Morgen::N,beure,mintin
506,Morgen::N,mintin,beure
507,Morgen::N,mintin,mintin
508,Mittag::N,kreisteiz,kreisteiz
509,Abend::N,abardaez,abardaez
510,Nacht::N,noz,noz
511,Woche::N,sizhun,sizhun
512,Monat::N,miz,miz
513,Jahr::N,bloaz,bloaz
514,Frühling::N,nevezamzer,nevezamzer
515,Sommer::N,hañv,hañv
516,Herbst::N,diskaramzer,diskaramzer
517,Winter::N,goañv,goañv
518,Januar::N,Genver,Genver
519,Februar::N,C'hwevrer,C'hwevrer
520,März::N,Meurzh,Meurzh
521,April::N,Ebrel,Ebrel
522,Mai::N,Mae,Mae
523,Juni::N,Mezheven,Mezheven
524,Juli::N,Gouhere,Gouhere
525,August::N,Eost,Eost
526,September::N,Gwengolo,Gwengolo
527,Oktober::N,Here,Here
528,November::N,Du,Du
529,Dezember::N,Kerzu,Kerzu
530,Montag::N,Lun,Lun
531,Dienstag::N,Meurzh,Meurzh
532,Mittwoch::N,Merc'her,Merc'her
533,Donnerstag::N,Yaou,Yaou
534,Freitag::N,Gwener,Gwener
535,Samstag::N,Sadorn,Sadorn
536,Sonntag::N,Sul,Sul
537,groß::A,bras,bras
538,klein::A,bihan,bihan
539,lang::A,hir,hir
540,kurz::A,berr,berr
541,breit::A,ledan,ledan
542,schmal::A,strizh,strizh
543,dicht::A,stank,stank
544,dick[Gegenstand]::A,tev,tev
545,dünn::A,moan,moan
546,fein::A,munut,munut
547,fest::A,start,start
548,flach::A,plaen,plaen
549,glatt::A,lintr,lintr
550,glatt::A,lintr,levn
551,glatt::A,levn,lintr
552,glatt::A,levn,levn
553,hart::A,kalet,kalet
554,weich::A,blot,blot
555,rund::A,ront,ront
556,spitz::A,poentet,poentet
557,scharf::A,dremm,dremm
558,stumpf::A,talsoc'h,talsoc'h
559,schwer::A,pounner,pounner
560,schön::A,kaer,kaer
561,heiß::A,tomm,tomm
562,warm::A,tomm,tomm
563,kalt::A,yen,yen
564,kühl::A,yen,yen
565,frisch::A,fresk,fresk
566,feucht::A,gleb,gleb
567,nass::A,gleb,gleb
568,trocken::A,sec'h,sec'h
569,voll::A,leun,leun
570,leer::A,goullo,goullo
571,offen::A,digor,digor
572,geschlossen::A,serr,serr
573,sauber::A,naet,naet
574,schmutzig::A,lous,lous
575,roh::A,kriz,kriz
576,reif::A,darev,darev
577,lecker::A,lipous,lipous
578,lecker::A,lipous,saourus
579,lecker::A,saourus,lipous
580,lecker::A,saourus,saourus
581,süß::A,dous,dous
582,bitter::A,c'hwerv,c'hwerv
583,sauer::A,trenk,trenk
584,hell::A,sklaer,sklaer
585,dunkel::A,teñval,teñval
586,schwarz::A,du,du
587,weiß::A,gwenn,gwenn
588,rot::A,ruz,ruz
589,gelb::A,melen,melen
590,blau::A,glas,glas
591,grün::A,gwer,gwer
592,grau::A,louet,louet
593,bunt::A,liesliv,liesliv
594,billig::A,marc'had-mat,marc'had-mat
595,teuer::A,ker,ker
596,wertvoll::A,prizius,prizius
597,blind::A,dall,dall
598,taub::A,bouzar,bouzar
599,kräftig::A,start,start
600,stark::A,kreñv,kreñv
601,schwach::A,gwan,gwan
602,fett::A,lard,lard
603,schlank::A,sinkl,sinkl
604,hübsch::A,koant,koant
605,böse::A,gwall,gwall
606,dumm::A,glep,glep
607,faul::A,lezirek,lezirek
608,fleißig::A,studius,studius
609,geizig::A,tost,tost
610,klug::A,speredek,speredek
611,geschickt::A,dornet,dornet
612,lieb::A,koant,koant
613,lustig::A,laouen,laouen
614,sanft::A,flour,flour
615,hungrig::A,marnaon,marnaon
616,krank::A,klañv,klañv
617,nackt::A,noazh,noazh
618,traurig::A,trist,trist
619,lebendig::A,bev,bev
620,gut::A,mad,mad
621,schlecht::A,fall,fall
622,schlecht::A,fall,gwall
623,schlecht::A,gwall,fall
624,schlecht::A,gwall,gwall
625,richtig::A,reizh,reizh
626,schlimm::A,gwall,gwall
627,wahr::A,gwir,gwir
628,alt::A,kozh,kozh
629,neu::A,nevez,nevez
630,ehemalig::A,kozh,kozh
631,alt[Lebewesen]::A,kozh,kozh
632,jung::A,yaouank,yaouank
633,arm::A,paour,paour
634,reich::A,pinvidik,pinvidik
635,bekannt::A,anavezet,anavezet
636,berühmt::A,brudet,brudet
637,fremd::A,dizanav,dizanav
638,verschieden::A,disheñel,disheñel
639,nah::A,nes,nes
640,fern::A,diabell,diabell
641,linker::A,kleiz,kleiz
642,rechter::A,dehoù,dehoù
643,anderer::A,all,all
644,erster::A,kentañ,kentañ
645,zweiter::A,eil,eil
646,dritter::A,trede,trede
647,letzter::A,diwezhañ,diwezhañ
648,allein::ADV,e-unan,e-unan
649,auf einmal::ADV,ar un dro,ar un dro
650,zusammen::ADV,asambles,asambles
651,lange::ADV,pell,pell
652,plötzlich::ADV,en un taol,en un taol
653,sofort::ADV,diouzhtu,diouzhtu
654,später::ADV,diwezhatoc'h,diwezhatoc'h
655,jetzt::ADV,bremañ,bremañ
656,heute::ADV,hiziv,hiziv
657,morgen::ADV,arc'hoazh,arc'hoazh
658,bald::ADV,hepdale,hepdale
659,dann::ADV,a-c'houde,a-c'houde
660,gestern::ADV,dec'h,dec'h
661,einst::ADV,gwechall,gwechall
662,damals::ADV,neuze,neuze
663,danach::ADV,goude,goude
664,vorher::ADV,diagent,diagent
665,zuerst::ADV,da gentañ,da gentañ
666,einmal::ADV,ur wech,ur wech
667,manchmal::ADV,a-wechoù,a-wechoù
668,oft::ADV,alies,alies
669,immer::ADV,atav,atav
670,immer::ADV,atav,bepred
671,immer::ADV,bepred,atav
672,immer::ADV,bepred,bepred
673,niemals::ADV,gwech ebet,gwech ebet
674,hier::ADV,amañ,amañ
675,hierhin::ADV,dre amañ,dre amañ
676,von hier::ADV,alemañ,alemañ
677,dort::ADV,aze,aze
678,dort::ADV,aze,ahont
679,dort::ADV,ahont,aze
680,dort::ADV,ahont,ahont
681,dorthin::ADV,di,di
682,dorthin::ADV,di,aze
683,dorthin::ADV,di,ahont
684,dorthin::ADV,aze,di
685,dorthin::ADV,aze,aze
686,dorthin::ADV,aze,ahont
687,dorthin::ADV,ahont,di
688,dorthin::ADV,ahont,aze
689,dorthin::ADV,ahont,ahont
690,geradeaus::ADV,war-eeun,war-eeun
691,vorwärts::ADV,war-raok,war-raok
692,rückwärts::ADV,war-lerc'h,war-lerc'h
693,zurück::ADV,war-dreñv,war-dreñv
694,unten::ADV,en traoñ,en traoñ
695,hinab::ADV,a-izel,a-izel
696,oben::ADV,en nec'h,en nec'h
697,hinauf::ADV,e-krec'h,e-krec'h
698,überall::ADV,dre-holl,dre-holl
699,nicht::ADV,ne ... ket,ne ... ket
700,ein wenig::ADV,un tammig,un tammig
701,kaum::ADV,a-boan,a-boan
702,sehr::ADV,-tre,-tre
703,sehr::ADV,-tre,-kenañ
704,sehr::ADV,-kenañ,-tre
705,sehr::ADV,-kenañ,-kenañ
706,so::ADV,evel-se,evel-se
707,noch::ADV,c'hoazh,c'hoazh
708,nur::ADV,hepken,hepken
709,schon::ADV,dija,dija
710,wieder::ADV,adarre,adarre
711,vor::PRP,dirak,dirak
712,hinter::PRP,a-drek,a-drek
713,hinter::PRP,a-drek,a-dreñv
714,hinter::PRP,a-dreñv,a-drek
715,hinter::PRP,a-dreñv,a-dreñv
716,unter::PRP,dindan,dindan
717,durch::PRP,dre,dre
718,neben::PRP,e-kichen,e-kichen
719,zwischen::PRP,etre,etre
720,wegen::PRP,abalamour da,abalamour da
721,dies::PRN,hemañ,hemañ
722,das::PRN,se,se
723,das::PRN,se,hennezh
724,das::PRN,hennezh,se
725,das::PRN,hennezh,hennezh
726,alles::PRN,pep tra,pep tra
727,ich::PRN,me,me
728,du::PRN,te,te
729,er::PRN,eñ,eñ
730,wir::PRN,ni,ni
731,ihr::PRN,c'hwi,c'hwi
732,sie::PRN,int,int
733,was::FPRN,petra,petra
734,wer::FPRN,piv,piv
735,wo::FADV,pelec'h,pelec'h
736,wohin::FADV,da belec'h,da belec'h
737,wie::FADV,penaos,penaos
738,warum::FADV,perak,perak
739,wieviel::FNUM,pet,pet
740,eins::NUM,unan,unan
741,zwei::NUM,daou,daou
742,drei::NUM,tri,tri
743,vier::NUM,pevar,pevar
744,fünf::NUM,pemp,pemp
745,sechs::NUM,c'hwec'h,c'hwec'h
746,sieben::NUM,seizh,seizh
747,acht::NUM,eizh,eizh
748,neun::NUM,nav,nav
749,zehn::NUM,dek,dek
750,elf::NUM,unnek,unnek
751,zwölf::NUM,daouzek,daouzek
752,zwanzig::NUM,ugent,ugent
753,dreißig::NUM,tregont,tregont
754,vierzig::NUM,daou-ugent,daou-ugent
755,fünfzig::NUM,hanter-kant,hanter-kant
756,sechzig::NUM,tri-ugent,tri-ugent
757,siebzig::NUM,dek ha tri-ugent,dek ha tri-ugent
758,achtzig::NUM,pevar-ugent,pevar-ugent
759,neunzig::NUM,dek ha pevar-ugent,dek ha pevar-ugent
760,hundert::NUM,kant,kant
761,tausend::NUM,mil,mil
762,und::CNJ,ha,ha
763,oder::CNJ,pe,pe
764,stehen::V,bezañ a-sav,bezañ a-sav
765,sitzen::V,azezañ,azezañ
766,sitzen::V,azezañ,bezañ en e goazez
767,sitzen::V,bezañ en e goazez,azezañ
768,sitzen::V,bezañ en e goazez,bezañ en e goazez
769,liegen::V,bezañ en e c'hourvez,bezañ en e c'hourvez
770,hängen::V,krougañ,krougañ
771,werden::V,dazonet,dazonet
772,passieren::V,c'hoarvezout,c'hoarvezout
773,beginnen::V,stagañ,stagañ
774,enden::V,achuiñ,achuiñ
775,wechseln::V,cheñch,cheñch
776,aufgehen[Sonne]::V,dirouzañ,dirouzañ
777,scheinen[Sonne]::V,lugernañ,lugernañ
778,donnern::V,taranal,taranal
779,wehen::V,c'hwezhañ,c'hwezhañ
780,strömen::V,deredek,deredek
781,fließen::V,redek,redek
782,sich drehen::V,troiñ,troiñ
783,schwanken::V,trantellat,trantellat
784,schwingen::V,froumal,froumal
785,fallen::V,kouezhañ,kouezhañ
786,brennen::V,deviñ,deviñ
787,rauchen::V,divogedañ,divogedañ
788,regnen::V,glavañ,glavañ
789,gefrieren::V,reviñ,reviñ
790,tauen::V,diskornañ,diskornañ
791,schmelzen::V,teuziñ,teuziñ
792,trocknen::V,sec'hañ,sec'hañ
