,Concept_ID,en,en
221,Schwester::N,sister,sister
222,Onkel::N,uncle,uncle
223,Tante::N,aunt,aunt
224,Ehemann::N,husband,husband
225,Ehefrau::N,wife,wife
226,Freude::N,joy,joy
227,Gelächter::N,laughter,laughter
228,Glück::N,happiness,happiness
229,Kummer::N,grief,grief
230,Wunsch::N,wish,wish
231,Lust::N,desire,desire
232,Geist::N,spirit,spirit
233,Gedanke::N,thought,thought
234,Gedächtnis::N,memory,memory
235,Verstand::N,mind,mind
236,Sinn::N,meaning,meaning
237,Grund::N,reason,reason
238,Wahrheit::N,truth,truth
239,Gespräch::N,talk,talk
240,Märchen::N,fairy tale,fairy tale
241,Erzählung::N,story,story
242,Nachricht::N,message,message
243,Neuigkeit::N,news,news
244,Name::N,name,name
245,Rätsel::N,puzzle,puzzle
246,Rede::N,speech,speech
247,Sprache::N,language,language
248,Stimme::N,voice,voice
249,Wort::N,word,word
250,Zeichen::N,sign,sign
251,Ruf::N,call,call
252,Lärm::N,noise,noise
253,Laut::N,sound,sound
254,Ton::N,tone,tone
255,Lied::N,song,song
256,Ruhe::N,calm,calm
257,Leute::N,people,people
258,Volk::N,nation,nation
259,Arbeit::N,work,work
260,Gast::N,guest,guest
261,Geschenk::N,gift,gift
262,Spiel::N,game,game
263,Gesellschaft::N,company,company
264,Hilfe::N,help,help
265,Freund::N,friend,friend
266,Kamerad::N,companion,companion
267,Angelegenheit::N,matter,matter
268,Anzahl::N,count,count
269,Art::N,sort,sort
270,Stück::N,piece,piece
271,Teil::N,part,part
272,Hälfte::N,half,half
273,Kreis::N,circle,circle
274,Kreuz::N,cross,cross
275,Linie::N,line,line
276,Strich::N,stroke,stroke
277,Abstand::N,gap,gap
278,Entfernung::N,distance,distance
279,Gegend::N,area,area
280,Platz::N,space,space
281,Ort::N,place,place
282,Seite::N,side,side
283,Mitte::N,middle,middle
284,Gegenstand::N,item,item
285,Sache::N,thing,thing
286,Rand::N,fringe,fringe
287,Kante::N,edge,edge
288,Ecke::N,corner,corner
289,Spitze::N,tip,tip
290,Ende::N,end,end
291,Loch::N,hole,hole
292,Winkel::N,angle,angle
293,Muster::N,pattern,pattern
294,Größe::N,size,size
295,Länge::N,length,length
296,Höhe::N,height,height
297,Gewicht::N,weight,weight
298,Menge::N,amount,amount
299,Haufen::N,heap,heap
300,Reihe::N,row,row
301,Boot::N,boat,boat
302,Ruder::N,oar,oar
303,Schlitten::N,sleigh,sleigh
304,Ski::N,ski,ski
305,Lagerfeuer::N,campfire,campfire
306,Last::N,load,load
307,Gang::N,walk,walk
308,Schritt::N,step,step
309,Norden::N,north,north
310,Süden::N,south,south
311,Westen::N,west,west
312,Osten::N,east,east
313,Holz::N,wood,wood
314,Brett::N,board,board
315,Platte::N,slab,slab
316,Stütze::N,bracket,bracket
317,Stange::N,pole,pole
318,Stock::N,stick,stick
319,Stab::N,staff,staff
320,Rohr::N,pipe,pipe
321,Haus::N,house,house
322,Heim::N,home,home
323,Ofen::N,stove,stove
324,Fußboden::N,floor,floor
325,Tisch::N,table,table
326,Stuhl::N,chair,chair
327,Wiege::N,cradle,cradle
328,Bett::N,bed,bed
329,Regal::N,shelf,shelf
330,Kiste::N,box,box
331,Fenster::N,window,window
332,Tür::N,door,door
333,Tor::N,gate,gate
334,Zaun::N,fence,fence
335,Dach::N,roof,roof
336,Leiter::N,ladder,ladder
337,Besen::N,broom,broom
338,Spaten::N,spade,spade
339,Schaufel::N,shovel,shovel
340,Gabel::N,fork,fork
341,Löffel::N,spoon,spoon
342,Messer::N,knife,knife
343,Nagel::N,nail,nail
344,Netz::N,net,net
345,Haken::N,hook,hook
346,Griff::N,handle,handle
347,Schloss::N,lock,lock
348,Bild::N,picture,picture
349,Figur::N,figure,figure
350,Puppe::N,doll,doll
351,Beutel::N,pouch,pouch
352,Bündel::N,bundle,bundle
353,Tasche::N,bag,bag
354,Eimer::N,bucket,bucket
355,Deckel::N,cover,cover
356,Geschirr::N,dishes,dishes
357,Sack::N,sack,sack
358,Tasse::N,cup,cup
359,Topf::N,pot,pot
360,Kessel::N,kettle,kettle
361,Essen::N,meal,meal
362,Nahrung::N,food,food
363,Speise::N,dish,dish
364,Fleisch::N,meat,meat
365,Getreide::N,corn,corn
366,Brei::N,mush,mush
367,Brot::N,bread,bread
368,Scheibe::N,slice,slice
369,Fett::N,fat,fat
370,Butter::N,butter,butter
371,Öl::N,oil,oil
372,Salz::N,salt,salt
373,Suppe::N,soup,soup
374,Honig::N,honey,honey
375,Milch::N,milk,milk
376,Tee::N,tea,tea
377,Leder::N,leather,leather
378,Wolle::N,wool,wool
379,Stoff::N,cloth,cloth
380,Nadel::N,needle,needle
381,Faden::N,thread,thread
382,Knopf::N,button,button
383,Knoten::N,knot,knot
384,Farbe::N,paint,paint
385,Kleidung::N,clothes,clothes
386,Hemd::N,shirt,shirt
387,Kragen::N,collar,collar
388,Ärmel::N,sleeve,sleeve
389,Hose::N,trousers,trousers
390,Gürtel::N,belt,belt
391,Mütze::N,cap,cap
392,Schuh::N,shoe,shoe
393,Stiefel::N,boot,boot
394,Ring::N,ring,ring
395,Band::N,ribbon,ribbon
396,Kamm::N,comb,comb
397,Spiegel::N,mirror,mirror
398,Riemen::N,strap,strap
399,Schnur::N,string,string
400,Leine::N,leash,leash
401,Decke::N,blanket,blanket
402,Kissen::N,pillow,pillow
403,Tuch::N,scarf,scarf
404,Handtuch::N,towel,towel
405,Kraft::N,force,force
406,Stärke::N,strength,strength
407,Gesundheit::N,health,health
408,Krankheit::N,illness,illness
409,Schmerz::N,pain,pain
410,Wunde::N,wound,wound
411,Fieber::N,fever,fever
412,Arznei::N,medicine,medicine
413,Brücke::N,bridge,bridge
414,Brunnen::N,well,well
415,Weide::N,pasture,pasture
416,Pfad::N,path,path
417,Weg::N,way,way
418,Straße::N,road,road
419,Dorf::N,village,village
420,Stadt::N,town,town
421,Brief::N,letter,letter
422,Buch::N,book,book
423,Buchstabe::N,character,character
424,Zeitung::N,newspaper,newspaper
425,Leben::N,life,life
426,Tod::N,death,death
427,Grab::N,grave,grave
428,Kirche::N,church,church
429,Sünde::N,sin,sin
430,Gott::N,god,god
431,Arbeiter::N,worker,worker
432,Chef::N,boss,boss
433,Meister::N,master,master
434,Arzt::N,doctor,doctor
435,Lehrer::N,teacher,teacher
436,Geld::N,money,money
437,Geschäft::N,business,business
438,Laden::N,shop,shop
439,Preis::N,price,price
440,Ware::N,ware,ware
441,Nutzen::N,profit,profit
442,Reichtum::N,wealth,wealth
443,Welt::N,world,world
444,Land::N,country,country
445,Staat::N,state,state
446,König::N,king,king
447,Macht::N,power,power
448,Grenze::N,border,border
449,Krieg::N,war,war
450,Feind::N,enemy,enemy
451,Gewalt::N,violence,violence
452,Kampf::N,fight,fight
453,Bogen[Waffe]::N,bow,bow
454,Pfeil::N,arrow,arrow
455,Gewehr::N,gun,gun
456,Fehler::N,mistake,mistake
457,Lüge::N,lie,lie
458,Schaden::N,damage,damage
459,Unglück::N,misfortune,misfortune
460,Schuld::N,fault,fault
461,Alter::N,age,age
462,Schluss::N,conclusion,conclusion
463,Zeit::N,time,time
464,Tag::N,day,day
465,Morgen::N,morning,morning
466,Mittag::N,noon,noon
467,Abend::N,evening,evening
468,Nacht::N,night,night
469,Woche::N,week,week
470,Monat::N,month,month
471,Jahr::N,year,year
472,Frühling::N,spring,spring
473,Sommer::N,summer,summer
474,Herbst::N,autumn,autumn
475,Winter::N,winter,winter
476,Januar::N,January,January
477,Februar::N,February,February
478,März::N,March,March
479,April::N,April,April
480,Mai::N,May,May
481,Juni::N,June,June
482,Juli::N,July,July
483,August::N,August,August
484,September::N,September,September
485,Oktober::N,October,October
486,November::N,November,November
487,Dezember::N,December,December
488,Montag::N,Monday,Monday
489,Dienstag::N,Tuesday,Tuesday
490,Mittwoch::N,Wednesday,Wednesday
491,Donnerstag::N,Thursday,Thursday
492,Freitag::N,Friday,Friday
493,Samstag::N,Saturday,Saturday
494,Sonntag::N,Sunday,Sunday
495,groß::A,big,big
496,klein::A,little,little
497,lang::A,long,long
498,kurz::A,short,short
499,breit::A,wide,wide
500,schmal::A,narrow,narrow
501,dicht::A,dense,dense
502,dick[Gegenstand]::A,thick,thick
503,dünn::A,thin,thin
504,fein::A,delicate,delicate
505,fest::A,firm,firm
506,flach::A,flat,flat
507,glatt::A,smooth,smooth
508,hart::A,hard,hard
509,weich::A,soft,soft
510,rund::A,round,round
511,spitz::A,pointed,pointed
512,scharf::A,sharp,sharp
513,stumpf::A,blunt,blunt
514,schwer::A,heavy,heavy
515,schön::A,beautiful,beautiful
516,heiß::A,hot,hot
517,warm::A,warm,warm
518,kalt::A,cold,cold
519,kühl::A,cool,cool
520,frisch::A,fresh,fresh
521,feucht::A,damp,damp
522,nass::A,wet,wet
523,trocken::A,dry,dry
524,voll::A,full,full
525,leer::A,empty,empty
526,offen::A,open,open
527,geschlossen::A,closed,closed
528,sauber::A,clean,clean
529,schmutzig::A,dirty,dirty
530,roh::A,raw,raw
531,reif::A,ripe,ripe
532,lecker::A,delicious,delicious
533,süß::A,sweet,sweet
534,bitter::A,bitter,bitter
535,sauer::A,sour,sour
536,hell::A,bright,bright
537,dunkel::A,dark,dark
538,schwarz::A,black,black
539,weiß::A,white,white
540,rot::A,red,red
541,gelb::A,yellow,yellow
542,blau::A,blue,blue
543,grün::A,green,green
544,grau::A,grey,grey
545,bunt::A,colourful,colourful
546,bunt::A,colourful,colorful
547,bunt::A,colorful,colourful
548,bunt::A,colorful,colorful
549,billig::A,cheap,cheap
550,teuer::A,dear,dear
551,wertvoll::A,precious,precious
552,blind::A,blind,blind
553,taub::A,deaf,deaf
554,kräftig::A,powerful,powerful
555,stark::A,strong,strong
556,schwach::A,weak,weak
557,fett::A,fat,fat
558,schlank::A,slim,slim
559,hübsch::A,pretty,pretty
560,böse::A,evil,evil
561,dumm::A,stupid,stupid
562,faul::A,lazy,lazy
563,fleißig::A,diligent,diligent
564,geizig::A,stingy,stingy
565,klug::A,clever,clever
566,geschickt::A,skilful,skilful
567,geschickt::A,skilful,skillful
568,geschickt::A,skillful,skilful
569,geschickt::A,skillful,skillful
570,lieb::A,dear,dear
571,lustig::A,merry,merry
572,sanft::A,gentle,gentle
573,hungrig::A,hungry,hungry
574,krank::A,sick,sick
575,nackt::A,naked,naked
576,traurig::A,sad,sad
577,lebendig::A,living,living
578,gut::A,good,good
579,schlecht::A,bad,bad
580,richtig::A,correct,correct
581,schlimm::A,nasty,nasty
582,wahr::A,true,true
583,alt::A,old,old
584,neu::A,new,new
585,ehemalig::A,former,former
586,alt[Lebewesen]::A,aged,aged
587,jung::A,young,young
588,arm::A,poor,poor
589,reich::A,rich,rich
590,bekannt::A,familiar,familiar
591,berühmt::A,famous,famous
592,fremd::A,foreign,foreign
593,verschieden::A,different,different
594,nah::A,near,near
595,fern::A,far,far
596,linker::A,left,left
597,rechter::A,right,right
598,anderer::A,other,other
599,erster::A,first,first
600,zweiter::A,second,second
601,dritter::A,third,third
602,letzter::A,last,last
603,allein::ADV,alone,alone
604,auf einmal::ADV,at once,at once
605,zusammen::ADV,together,together
606,lange::ADV,long,long
607,plötzlich::ADV,suddenly,suddenly
608,sofort::ADV,instantly,instantly
609,später::ADV,later,later
610,jetzt::ADV,now,now
611,heute::ADV,today,today
612,morgen::ADV,tomorrow,tomorrow
613,bald::ADV,soon,soon
614,dann::ADV,then,then
615,gestern::ADV,yesterday,yesterday
616,einst::ADV,once,once
617,damals::ADV,at that time,at that time
618,danach::ADV,afterwards,afterwards
619,vorher::ADV,before,before
620,zuerst::ADV,at first,at first
621,einmal::ADV,once,once
622,manchmal::ADV,sometimes,sometimes
623,oft::ADV,often,often
624,immer::ADV,always,always
625,niemals::ADV,never,never
626,hier::ADV,here,here
627,hierhin::ADV,hither,hither
628,hierhin::ADV,hither,to here
629,hierhin::ADV,hither,here
630,hierhin::ADV,to here,hither
631,hierhin::ADV,to here,to here
632,hierhin::ADV,to here,here
633,hierhin::ADV,here,hither
634,hierhin::ADV,here,to here
635,hierhin::ADV,here,here
636,von hier::ADV,hence,hence
637,dort::ADV,there,there
638,dorthin::ADV,thither,thither
639,dorthin::ADV,thither,there
640,dorthin::ADV,thither,to there
641,dorthin::ADV,there,thither
642,dorthin::ADV,there,there
643,dorthin::ADV,there,to there
644,dorthin::ADV,to there,thither
645,dorthin::ADV,to there,there
646,dorthin::ADV,to there,to there
647,geradeaus::ADV,ahead,ahead
648,vorwärts::ADV,forward,forward
649,rückwärts::ADV,backward,backward
650,zurück::ADV,back,back
651,unten::ADV,below,below
652,hinab::ADV,down,down
653,oben::ADV,above,above
654,hinauf::ADV,up,up
655,überall::ADV,everywhere,everywhere
656,nicht::ADV,not,not
657,ein wenig::ADV,a little,a little
658,kaum::ADV,hardly,hardly
659,sehr::ADV,very,very
660,so::ADV,so,so
661,noch::ADV,still,still
662,nur::ADV,only,only
663,schon::ADV,already,already
664,wieder::ADV,again,again
665,vergebens::ADV,in vain,in vain
666,vor::PRP,in front of,in front of
667,hinter::PRP,behind,behind
668,unter::PRP,under,under
669,durch::PRP,through,through
670,neben::PRP,next to,next to
671,zwischen::PRP,between,between
672,wegen::PRP,because of,because of
673,dies::PRN,this,this
674,das::PRN,that,that
675,alles::PRN,everything,everything
676,ich::PRN,I,I
677,du::PRN,you,you
678,du::PRN,you,thou
679,du::PRN,thou,you
680,du::PRN,thou,thou
681,er::PRN,he,he
682,wir::PRN,we,we
683,ihr::PRN,you,you
684,sie::PRN,they,they
685,was::FPRN,what,what
686,wer::FPRN,who,who
687,wo::FADV,where,where
688,wohin::FADV,where ... to,where ... to
689,wohin::FADV,where ... to,where to
690,wohin::FADV,where ... to,where
691,wohin::FADV,where to,where ... to
692,wohin::FADV,where to,where to
693,wohin::FADV,where to,where
694,wohin::FADV,where,where ... to
695,wohin::FADV,where,where to
696,wohin::FADV,where,where
697,wie::FADV,how,how
698,warum::FADV,why,why
699,wieviel::FNUM,how much,how much
700,eins::NUM,one,one
701,zwei::NUM,two,two
702,drei::NUM,three,three
703,vier::NUM,four,four
704,fünf::NUM,five,five
705,sechs::NUM,six,six
706,sieben::NUM,seven,seven
707,acht::NUM,eight,eight
708,neun::NUM,nine,nine
709,zehn::NUM,ten,ten
710,elf::NUM,eleven,eleven
711,zwölf::NUM,twelve,twelve
712,zwanzig::NUM,twenty,twenty
713,dreißig::NUM,thirty,thirty
714,vierzig::NUM,forty,forty
715,fünfzig::NUM,fifty,fifty
716,sechzig::NUM,sixty,sixty
717,siebzig::NUM,seventy,seventy
718,achtzig::NUM,eighty,eighty
719,neunzig::NUM,ninety,ninety
720,hundert::NUM,a hundred,a hundred
721,tausend::NUM,a thousand,a thousand
722,und::CNJ,and,and
723,oder::CNJ,or,or
724,stehen::V,stand,stand
725,sitzen::V,sit,sit
726,liegen::V,lie,lie
727,hängen::V,hang,hang
728,werden::V,become,become
729,passieren::V,happen,happen
730,beginnen::V,begin,begin
731,enden::V,end,end
732,wechseln::V,change,change
733,aufgehen[Sonne]::V,rise,rise
734,untergehen[Sonne]::V,set,set
735,scheinen[Sonne]::V,shine,shine
736,donnern::V,thunder,thunder
737,wehen::V,blow,blow
738,strömen::V,stream,stream
739,fließen::V,flow,flow
740,sich drehen::V,revolve,revolve
741,schwanken::V,sway,sway
742,schwingen::V,swing,swing
743,fallen::V,fall,fall
744,brennen::V,burn,burn
745,rauchen::V,smoke,smoke
746,regnen::V,rain,rain
747,gefrieren::V,freeze,freeze
748,tauen::V,thaw,thaw
749,schmelzen::V,melt,melt
750,trocknen::V,dry,dry
751,sieden::V,boil,boil
752,faulen::V,rot,rot
753,verfaulen::V,decay,decay
754,reißen::V,snap,snap
755,versinken::V,sink,sink
756,vergehen::V,pass,pass
757,erscheinen::V,appear,appear
758,verschwinden::V,disappear,disappear
759,sinken::V,drop,drop
760,abnehmen::V,decrease,decrease
761,zunehmen::V,increase,increase
762,steigen::V,rise,rise
763,wachsen::V,grow,grow
764,glänzen::V,shine,shine
765,funkeln::V,sparkle,sparkle
766,lärmen::V,be noisy,be noisy
767,läuten::V,chime,chime
768,klingeln::V,ring,ring
769,klirren::V,tinkle,tinkle
770,brausen::V,roar,roar
771,rauschen::V,rustle,rustle
772,klingen::V,sound,sound
773,bellen::V,bark,bark
774,heulen::V,howl,howl
775,blasen::V,blow,blow
776,pfeifen::V,whistle,whistle
777,schreien::V,shout,shout
778,stöhnen::V,groan,groan
779,zittern::V,tremble,tremble
780,leben::V,be alive,be alive
781,geboren werden::V,be born,be born
782,atmen::V,breathe,breathe
783,trinken::V,drink,drink
784,essen::V,eat,eat
785,schlucken::V,swallow,swallow
786,müde werden::V,get tired,get tired
787,einschlafen::V,fall asleep,fall asleep
788,schlafen::V,sleep,sleep
789,aufwachen::V,wake up,wake up
790,aufstehen::V,get up,get up
791,sich erholen::V,relax,relax
792,krank werden::V,fall ill,fall ill
793,krank sein::V,be ill,be ill
794,schmerzen::V,ache,ache
795,husten::V,cough,cough
796,genesen::V,recover,recover
797,sterben::V,die,die
798,umkommen::V,perish,perish
799,sich bewegen::V,move,move
800,sich rühren::V,budge,budge
801,sich erheben::V,stand up,stand up
802,sich setzen::V,sit down,sit down
803,hinfallen::V,tumble,tumble
804,laufen::V,walk,walk
805,schreiten::V,pace,pace
806,spazierengehen::V,go for a walk,go for a walk
807,eilen::V,rush,rush
808,sich beeilen::V,hurry,hurry
809,sausen::V,dash,dash
810,rennen::V,run,run
811,springen::V,jump,jump
812,klettern::V,climb,climb
813,schaukeln::V,seesaw,seesaw
814,kriechen::V,creep,creep
815,schwimmen::V,swim,swim
816,tauchen::V,dive,dive
817,rudern::V,row,row
818,fahren::V,drive,drive
819,fliegen::V,fly,fly
820,gehen::V,go,go
821,weggehen::V,go away,go away
822,abfahren::V,depart,depart
823,anhalten::V,stop,stop
824,hineingehen::V,go in,go in
825,eintreten::V,enter,enter
826,kommen::V,come,come
827,ankommen::V,arrive,arrive
828,zurückkommen::V,come back,come back
829,bleiben::V,stay,stay
830,warten::V,wait,wait
831,erwarten::V,wait for,wait for
832,suchen::V,seek,seek
833,suchen::V,seek,look for
834,suchen::V,look for,seek
835,suchen::V,look for,look for
836,finden::V,find,find
837,versuchen::V,try,try
838,vorbereiten::V,prepare,prepare
839,lieben::V,love,love
840,mögen::V,like,like
841,lachen::V,laugh,laugh
842,rühren::V,move,move
843,weinen::V,weep,weep
844,schimpfen::V,grumble,grumble
845,sich ärgern::V,be annoyed,be annoyed
846,sich fürchten::V,be afraid,be afraid
847,fürchten::V,be afraid of,be afraid of
848,fliehen::V,flee,flee
849,flüchten::V,escape,escape
850,sehen::V,see,see
851,anschauen::V,look at,look at
852,ansehen::V,watch,watch
853,hören::V,hear,hear
854,zuhören::V,listen,listen
855,probieren::V,taste,taste
856,riechen::V,smell,smell
857,fühlen::V,feel,feel
858,scheinen::V,seem,seem
859,zu sehen sein::V,show,show
860,vernehmen::V,hear,hear
861,frieren::V,be cold,be cold
862,tun::V,do,do
863,können::V,can,can
864,wollen::V,want,want
865,anfangen::V,start,start
866,beenden::V,finish,finish
867,aufhören::V,stop,stop
868,gelingen::V,succeed,succeed
869,geraten::V,turn out,turn out
870,öffnen::V,open,open
871,schließen::V,close,close
872,stellen::V,put,put
873,setzen::V,place,place
874,legen::V,lay,lay
875,berühren::V,touch,touch
876,verbinden::V,connect,connect
877,bedecken::V,cover,cover
878,aufhängen::V,hang up,hang up
879,anzünden::V,light,light
880,aufheben::V,pick up,pick up
881,zurücklassen::V,leave,leave
882,verlieren::V,lose,lose
883,fallen lassen::V,drop,drop
884,machen::V,make,make
885,herstellen::V,produce,produce
886,bauen::V,build,build
887,reparieren::V,mend,mend
888,verbessern::V,improve,improve
889,ändern::V,alter,alter
890,graben::V,dig,dig
891,beugen::V,bow,bow
892,biegen::V,bend,bend
893,drehen::V,spin,spin
894,wenden::V,turn,turn
895,umdrehen::V,turn around,turn around
896,heben::V,raise,raise
897,hochheben::V,lift,lift
898,ergreifen::V,seize,seize
899,halten::V,hold,hold
900,drücken::V,press,press
901,schieben::V,push,push
902,kratzen::V,scrape,scrape
903,lecken::V,lick,lick
904,beißen::V,bite,bite
905,abreißen::V,tear off,tear off
906,abschneiden::V,cut off,cut off
907,binden::V,tie,tie
908,stecken::V,stick,stick
909,brechen::V,break,break
910,klopfen::V,knock,knock
911,hauen::V,hit,hit
912,kleben::V,glue,glue
913,reiben::V,rub,rub
914,streichen::V,spread,spread
915,schleifen::V,grind,grind
916,schneiden::V,cut,cut
917,rütteln::V,jolt,jolt
918,schütteln::V,shake,shake
919,schwenken::V,swing,swing
920,schütten::V,pour,pour
921,füllen::V,fill,fill
922,einwickeln::V,wrap,wrap
923,tragen::V,carry,carry
924,schleppen::V,drag,drag
925,ziehen::V,pull,pull
926,aufbewahren::V,keep,keep
927,werfen::V,throw,throw
928,fangen::V,catch,catch
929,packen::V,grab,grab
930,verstecken::V,hide,hide
931,teilen::V,divide,divide
932,schicken::V,send,send
933,bringen::V,bring,bring
