,Concept_ID,en,sq
855,läuten::V,chime,bie
856,klingeln::V,ring,i bie ziles
857,klirren::V,tinkle,kërcëlloj
858,brausen::V,roar,gjëmoj
859,rauschen::V,rustle,fëshfërij
860,klingen::V,sound,tingëlloj
861,bellen::V,bark,leh
862,heulen::V,howl,ulërij
863,blasen::V,blow,fryj
864,pfeifen::V,whistle,fishkëllej
865,schreien::V,shout,bërtas
866,stöhnen::V,groan,rënkoj
867,zittern::V,tremble,trembem
868,leben::V,be alive,rroj
869,leben::V,be alive,jetoj
870,geboren werden::V,be born,lind
871,atmen::V,breathe,marr frymë
872,trinken::V,drink,pi
873,essen::V,eat,ha
874,schlucken::V,swallow,gëlltis
875,schlucken::V,swallow,kapërdij
876,müde werden::V,get tired,lodhem
877,einschlafen::V,fall asleep,bie të fle
878,schlafen::V,sleep,fle
879,aufwachen::V,wake up,zgjohem
880,aufstehen::V,get up,çohem
881,aufstehen::V,get up,ngrihem
882,sich erholen::V,relax,qetësohem
883,sich erholen::V,relax,shtendosem
884,krank werden::V,fall ill,bie i sëmurë
885,krank sein::V,be ill,jam i sëmurë
886,schmerzen::V,ache,dhemb
887,husten::V,cough,kollitem
888,genesen::V,recover,shërohem
889,sterben::V,die,vdes
890,umkommen::V,perish,vdes
891,umkommen::V,perish,mbaroj
892,sich bewegen::V,move,shkundem
893,sich rühren::V,budge,lëviz
894,sich erheben::V,stand up,ngrihem
895,sich setzen::V,sit down,ulem
896,hinfallen::V,tumble,gremisem
897,laufen::V,walk,eci
898,schreiten::V,pace,çapem
899,spazierengehen::V,go for a walk,shëtis
900,eilen::V,rush,ngas
901,sich beeilen::V,hurry,nxitoj
902,sausen::V,dash,eci shpejt
903,rennen::V,run,vrapoj
904,springen::V,jump,kërcej
905,klettern::V,climb,hipi
906,schaukeln::V,seesaw,kolovitem
907,kriechen::V,creep,zvarritem
908,schwimmen::V,swim,notoj
909,tauchen::V,dive,zhytem
910,rudern::V,row,vozis
911,fahren::V,drive,shkoj
912,fliegen::V,fly,fluturoj
913,gehen::V,go,eci
914,gehen::V,go,shkoj
915,weggehen::V,go away,vete
916,abfahren::V,depart,nisem
917,anhalten::V,stop,ndalem
918,hineingehen::V,go in,futem
919,eintreten::V,enter,hyj
920,kommen::V,come,vij
921,ankommen::V,arrive,arrij
922,ankommen::V,arrive,mbërrij
923,zurückkommen::V,come back,kthehem
924,bleiben::V,stay,mbetem
925,bleiben::V,stay,qëndroj
926,warten::V,wait,pres
927,erwarten::V,wait for,pres
928,suchen::V,seek,kërkoj
929,suchen::V,look for,kërkoj
930,finden::V,find,gjej
931,versuchen::V,try,mundohem
932,vorbereiten::V,prepare,përgatis
933,lieben::V,love,dashuroj
934,mögen::V,like,dua
935,lachen::V,laugh,qesh
936,rühren::V,move,mallëngjej
937,weinen::V,weep,qaj
938,schimpfen::V,grumble,shaj
939,sich ärgern::V,be annoyed,bëhem verem
940,sich fürchten::V,be afraid,kam frikë
941,sich fürchten::V,be afraid,frikësohem
942,fürchten::V,be afraid of,kam frikë nga
943,fliehen::V,flee,arratisem
944,flüchten::V,escape,iki
945,sehen::V,see,shoh
946,anschauen::V,look at,shikoj
947,ansehen::V,watch,shikoj
948,hören::V,hear,dëgjoj
949,zuhören::V,listen,veshtoj
950,probieren::V,taste,provoj
951,riechen::V,smell,nuhas
952,fühlen::V,feel,ndiej
953,scheinen::V,seem,ndriçoj
954,zu sehen sein::V,show,dukem
955,vernehmen::V,hear,dëgjoj
956,frieren::V,be cold,mërdhij
957,tun::V,do,bëj
958,können::V,can,mund
959,wollen::V,want,dua
960,wollen::V,want,dëshiroj
961,anfangen::V,start,filloj
962,beenden::V,finish,kryej
963,beenden::V,finish,mbaroj
964,aufhören::V,stop,pushoj
965,gelingen::V,succeed,më shkon mbarë
966,geraten::V,turn out,del
967,öffnen::V,open,hap
968,schließen::V,close,mbyll
969,stellen::V,put,vë
970,setzen::V,place,vë
971,legen::V,lay,vë
972,berühren::V,touch,rrok
973,verbinden::V,connect,bashkoj
974,bedecken::V,cover,mbuloj
975,aufhängen::V,hang up,var
976,anzünden::V,light,ndez
977,aufheben::V,pick up,ngre
978,zurücklassen::V,leave,lë pas
979,verlieren::V,lose,humb
980,fallen lassen::V,drop,lëshoj
981,machen::V,make,bëj
982,herstellen::V,produce,prodhoj
983,bauen::V,build,ndërtoj
984,reparieren::V,mend,ndreq
985,reparieren::V,mend,meremetoj
986,verbessern::V,improve,përmirësoj
987,ändern::V,alter,ndërroj
988,graben::V,dig,gërmoj
989,beugen::V,bow,kërrus
990,biegen::V,bend,përkul
991,drehen::V,spin,dredh
992,drehen::V,spin,rrotulloj
993,wenden::V,turn,kthej
994,umdrehen::V,turn around,kthej
995,heben::V,raise,ngre
996,hochheben::V,lift,ngre
997,ergreifen::V,seize,rrëmbej
998,halten::V,hold,mbaj
999,drücken::V,press,shtyp
1000,schieben::V,push,shtyj
1001,kratzen::V,scrape,kruaj
1002,kratzen::V,scrape,gërvisht
1003,lecken::V,lick,lëpij
1004,beißen::V,bite,kafshoj
1005,abreißen::V,tear off,shkëpus
1006,abschneiden::V,cut off,cungoj
1007,binden::V,tie,lidh
1008,stecken::V,stick,fus
1009,stecken::V,stick,ngul
1010,brechen::V,break,thyej
1011,klopfen::V,knock,trokas
1012,hauen::V,hit,godas
1013,kleben::V,glue,ngjis
1014,reiben::V,rub,fërkoj
1015,streichen::V,spread,lyej
1016,schleifen::V,grind,mpreh
1017,schneiden::V,cut,pres
1018,rütteln::V,jolt,shkund
1019,schütteln::V,shake,lëkund
1020,schwenken::V,swing,valëvit
1021,schütten::V,pour,mbush
1022,füllen::V,fill,mbush
1023,einwickeln::V,wrap,mbështjell
1024,tragen::V,carry,mbaj
1025,tragen::V,carry,mbart
1026,schleppen::V,drag,heq
1027,schleppen::V,drag,zhgërryej
1028,ziehen::V,pull,tërheq
1029,aufbewahren::V,keep,ruaj
1030,werfen::V,throw,hedh
1031,fangen::V,catch,kap
1032,packen::V,grab,rrëmbej
1033,verstecken::V,hide,fsheh
1034,teilen::V,divide,ndaj
1035,schicken::V,send,dërgoj
1036,bringen::V,bring,sjell
1037,hinzufügen::V,add,shtoj
1038,bekommen::V,get,kap
1039,erhalten::V,receive,marr
1040,nehmen::V,take,marr
1041,wählen::V,choose,zgjedh
1042,auswählen::V,select,përzgjedh
1043,bewahren::V,preserve,ruaj
1044,behindern::V,hinder,pengoj
1045,verderben::V,spoil,prish
1046,beschädigen::V,damage,dëmtoj
1047,zerbrechen::V,break,thyej
1048,zerreißen::V,tear,çjerr
1049,zerreißen::V,tear,zheloj
1050,zerstören::V,destroy,prish
1051,zerstören::V,destroy,shkatërroj
1052,verbrennen::V,burn,djeg
1053,geben::V,give,jap
1054,reichen::V,hand,jap
1055,schenken::V,give,fal
1056,schenken::V,give,dhuroj
1057,versprechen::V,promise,premtoj
1058,wünschen::V,wish,uroj
1059,loben::V,praise,lëvdoj
1060,loben::V,praise,lavdëroj
1061,küssen::V,kiss,puth
1062,wiegen::V,rock,tund
1063,zudecken::V,cover,mbuloj
1064,wecken::V,wake,zgjoj
1065,zeigen::V,show,dëftej
1066,führen::V,guide,çoj
1067,lehren::V,teach,arsej
1068,unterrichten::V,instruct,arsimoj
1069,aufziehen::V,bring up,rris
1070,leiten::V,lead,udhëheq
1071,antreiben::V,urge,nxis
1072,lassen::V,let,detyroj
1073,einladen::V,invite,ftoj
1074,vereinigen::V,unite,bashkoj
1075,besuchen::V,visit,vizitoj
1076,treffen::V,meet,ndesh
1077,sich versammeln::V,assemble,tubohem
1078,spielen::V,play,loz
1079,spielen::V,play,luaj
1080,singen::V,sing,këndoj
1081,tanzen::V,dance,kërcej
1082,tanzen::V,dance,vallëzoj
1083,sich trennen::V,separate,ndahem
1084,verlassen::V,leave,braktis
1085,retten::V,rescue,shpëtoj
1086,bewachen::V,guard,ruaj
1087,schützen::V,protect,ruaj
1088,schützen::V,protect,mbroj
1089,verteidigen::V,defend,mbroj
1090,sich schlagen::V,brawl,zihem
1091,schießen::V,shoot,shtie
1092,siegen::V,win,fitoj
1093,siegen::V,win,ngadhënjej
1094,ärgern::V,annoy,zemëroj
1095,schlagen::V,beat,rrah
1096,schlagen::V,beat,godas
1097,treten::V,kick,shtyj
1098,treten::V,kick,shtyj më këmbë
1099,stechen::V,sting,ther
1100,stechen::V,sting,shpoj
1101,stoßen::V,shove,shtyj
1102,stehlen::V,steal,vjedh
1103,stören::V,disturb,pengoj
1104,belästigen::V,bother,bezdis
1105,verbergen::V,conceal,fsheh
1106,täuschen::V,deceive,mashtroj
1107,betrügen::V,cheat,kobis
1108,töten::V,kill,vras
1109,wohnen::V,dwell,banoj
1110,arbeiten::V,work,punoj
1111,arbeiten::V,work,vardoj
1112,sammeln::V,gather,mbledh
1113,sammeln::V,gather,grumbulloj
1114,pflücken::V,pick,vjel
1115,pflücken::V,pick,mbledh
1116,jagen::V,hunt,gjuaj
1117,fischen::V,fish,peshkoj
1118,fischen::V,fish,gjuaj peshk
1119,fassen::V,catch,zë
1120,hüten::V,herd,kullos
1121,treiben::V,drive,vë përpara
1122,anbinden::V,tie up,lidh
1123,füttern::V,feed,grazhdoj
1124,melken::V,milk,mjel
1125,hacken::V,chop,grij
1126,gießen::V,water,ujis
1127,reifen::V,ripen,piqem
1128,zubereiten::V,cook,gatuaj
1129,kochen::V,boil,ziej
1130,backen::V,bake,pjek
1131,backen::V,bake,furroj
1132,braten::V,fry,fërgoj
1133,braten::V,fry,tiganis
1134,umrühren::V,stir,trazoj
1135,stricken::V,knit,thur
1136,nähen::V,sew,qep
1137,färben::V,dye,ngjyej
1138,färben::V,dye,bojatis
1139,reinigen::V,clean,qëroj
1140,reinigen::V,clean,pastroj
1141,waschen::V,wash,laj
1142,waschen::V,wash,finjos
1143,abwischen::V,wipe,fshij
1144,spülen::V,rinse,kulloj
1145,fegen::V,sweep,fshij
1146,kehren::V,sweep,fshij
1147,baden::V,bath,lahem
1148,sich waschen::V,wash,lahem
1149,ausziehen::V,take off,heq
1150,ausziehen::V,take off,zbath
1151,anziehen::V,put on,vesh
1152,anziehen::V,put on,mbath
1153,sich anziehen::V,get dressed,vishem
1154,kämmen::V,comb,kreh
1155,schmücken::V,decorate,hijeshoj
1156,sagen::V,say,them
1157,sprechen::V,speak,flas
1158,reden::V,talk,fjalos
1159,reden::V,talk,fjalëtoj
1160,sich unterhalten::V,chat,bisedoj
1161,fragen::V,ask,pyes
1162,bitten::V,request,lus
1163,bitten::V,request,lutem
1164,erzählen::V,tell,rrëfej
1165,mitteilen::V,convey,kumtoj
1166,nennen::V,name,quaj
1167,rufen::V,call,thërras
1168,prahlen::V,brag,mburrem
1169,prahlen::V,brag,kapardisem
1170,übersetzen::V,translate,përkthej
1171,denken::V,think,mendoj
1172,glauben::V,believe,besoj
1173,bemerken::V,notice,vërej
1174,erkennen::V,recognize,njoh
1175,erkennen::V,recognize,shquaj
1176,begreifen::V,grasp,marr vesh
1177,verstehen::V,understand,marr vesh
1178,lernen::V,learn,mësoj
1179,wissen::V,know,di
1180,sich erinnern an::V,remember,kujtoj
1181,vergessen::V,forget,harroj
1182,messen::V,measure,mas
1183,zählen::V,count,njeh
1184,rechnen::V,calculate,llogaris
1185,lesen::V,read,lexoj
1186,lesen::V,read,këndoj
1187,malen::V,paint,lyej
1188,zeichnen::V,draw,vizatoj
1189,schreiben::V,write,shkruaj
1190,besitzen::V,own,kam
1191,kaufen::V,buy,blej
1192,verkaufen::V,sell,shes
1193,bezahlen::V,pay for,paguaj
1194,zahlen::V,pay,paguaj
1195,beherrschen::V,rule,zotëroj
1196,ertragen::V,endure,duroj
