,Concept_ID,sq,hu
133,Fluss::N,lumë,folyó
134,Ufer::N,breg,part
135,Küste::N,anëdet,tengerpart
136,Küste::N,bregdet,tengerpart
137,Festland::N,kontinent,szárazföld
138,Meer::N,det,tenger
139,Bucht::N,gji deti,öböl
140,Insel::N,ishull,sziget
141,Insel::N,ujdhesë,sziget
142,Blume::N,lule,virág
143,Gras::N,bar,fű
144,Wurzel::N,rrënjë,gyökér
145,Baum::N,pemë,fa
146,Stamm::N,trung,tő
147,Stamm::N,trung,törzs
148,Rinde::N,lëvore,kéreg
149,Ast::N,degë,ág
150,Zweig::N,bisk,gally
151,Blatt::N,fletë,levél
152,Blatt::N,gjethe,levél
153,Birke::N,mështekën,nyír
154,Kiefer[Baum]::N,pishë,fenyő
155,Weide[Baum]::N,shelg,fűz
156,Tanne::N,bredh,fenyő
157,Horn::N,bri,szarv
158,Feder::N,pupël,toll
159,Fell::N,lëkurë,szőr
160,Fell::N,lëkurë,bunda
161,Flügel::N,krah,szárny
162,Flügel::N,fletë,szárny
163,Klaue::N,kthetër,köröm
164,Kralle::N,thua,karom
165,Kralle::N,kthetër,karom
166,Schwanz::N,bisht,farok
167,Ei::N,vezë,tojás
168,Nest::N,fole,fészek
169,Bau::N,strofkë,odú
170,Tier::N,kafshë,állat
171,Herde::N,kope,nyáj
172,Herde::N,kope,csorda
173,Herde::N,grigjë,nyáj
174,Herde::N,grigjë,csorda
175,Kuh::N,lopë,tehén
176,Bulle::N,dem,bika
177,Pferd::N,kalë,ló
178,Schaf::N,dele,juh
179,Schaf::N,dele,birka
180,Schwein::N,derr,sertés
181,Hund::N,qen,eb
182,Hund::N,qen,kutya
183,Katze::N,mace,macska
184,Bär::N,ari,medve
185,Eichhörnchen::N,ketër,mókus
186,Elch::N,dre brilopatë,jávorszarvas
187,Fuchs::N,dhelpër,róka
188,Hase::N,lepur,nyúl
189,Maus::N,mi,egér
190,Wolf::N,ujk,farkas
191,Vogel::N,zog,madár
192,Vogel::N,shpend,madár
193,Schwarm::N,luzmë,raj
194,Huhn::N,pulë,tyúk
195,Hahn::N,gjel,kakas
196,Hahn::N,këndes,kakas
197,Gans::N,patë,lúd
198,Gans::N,patë,liba
199,Adler::N,shqiponjë,sas
200,Ente::N,rosë,kacsa
201,Eule::N,buf,bagoly
202,Kranich::N,lejlek,daru
203,Kranich::N,kurrillë,daru
204,Krähe::N,sorrë,varjú
205,Kuckuck::N,qyqe,kakukk
206,Schwan::N,mjellmë,hattyú
207,Fisch::N,peshk,hal
208,Barsch::N,purtekë,sügér
209,Hecht::N,mlysh,csuka
210,Schlange[Tier]::N,gjarpër,kígyó
211,Wurm::N,krimb,kukac
212,Spinne::N,marimangë,pók
213,Ameise::N,thnegël,hangya
214,Ameise::N,milingonë,hangya
215,Laus::N,morr,tetű
216,Mücke::N,kunup,szúnyog
217,Mücke::N,mushkonjë,szúnyog
218,Fliege::N,mizë,légy
219,Schmetterling::N,flutur,lepke
220,Schmetterling::N,flutur,pillangó
221,Beere::N,frutë,bogyó
222,Beere::N,manaferrë,bogyó
223,Apfel::N,mollë,alma
224,Pilz::N,kërpudhë,gomba
225,Zwiebel::N,qepë,hagyma
226,Saat::N,farë,vetőmag
227,Korn::N,grurë,mag
228,Korn::N,grurë,szem
229,Korn::N,kokërr,mag
230,Korn::N,kokërr,szem
231,Heu::N,sanë,széna
232,Schale::N,lëkurë,héj
233,Grube::N,gropë,verem
234,Falle::N,kurth,csapda
235,Falle::N,grackë,csapda
236,Schlinge::N,nyjë,tőr
237,Spur::N,gjurmë,nyom
238,Asche::N,hi,hamu
239,Dreck::N,baltë,sár
240,Dreck::N,baltë,piszok
241,Eisen::N,hekur,vas
242,Gold::N,ar,arany
243,Gold::N,flori,arany
244,Silber::N,argjend,ezüst
245,Kohle::N,qymyr,szén
246,Glas::N,qelq,üveg
247,Lehm::N,argjilë,agyag
248,Lehm::N,argjilë,vályog
249,Sand::N,rërë,homok
250,Mensch::N,njeri,ember
251,Mann::N,burrë,úr
252,Mann::N,burrë,férfi
253,Mann::N,mashkull,úr
254,Mann::N,mashkull,férfi
255,Frau::N,grua,nő
256,Frau::N,grua,asszony
257,Frau::N,femër,nő
258,Frau::N,femër,asszony
259,Kind::N,kalama,gyerek
260,Kind::N,kalama,gyermek
261,Junge::N,djalë,fiú
262,Mädchen::N,gocë,lány
263,Mädchen::N,vajzë,lány
264,Familie::N,familje,család
265,Großvater::N,gjysh,nagyapa
266,Großmutter::N,gjyshe,nagyanya
267,Eltern::N,prindër,szülők
268,Vater::N,atë,apa
269,Vater::N,atë,atya
270,Mutter::N,nënë,anya
271,Sohn::N,bir,fiú
272,Tochter::N,bijë,lány
273,Bruder::N,vëlla,fivér
274,Bruder::N,vëlla,testvér
275,Schwester::N,motër,nővér
276,Schwester::N,motër,lánytestvér
277,Onkel::N,dajë,nagybácsi
278,Onkel::N,xhaxha,nagybácsi
279,Tante::N,teze,nagynéni
280,Tante::N,hallë,nagynéni
281,Ehemann::N,burrë,férj
282,Ehemann::N,bashkëshort,férj
283,Ehefrau::N,grua,feleség
284,Ehefrau::N,bashkëshorte,feleség
285,Freude::N,gaz,öröm
286,Freude::N,gëzim,öröm
287,Gelächter::N,qeshje,nevetés
288,Gelächter::N,qeshje,hahotázás
289,Glück::N,lumturi,boldogság
290,Kummer::N,brengë,bánat
291,Kummer::N,pikëllim,bánat
292,Wunsch::N,dëshirë,óhaj
293,Lust::N,epsh,kedv
294,Lust::N,dashuri,kedv
295,Geist::N,frymë,elme
296,Geist::N,frymë,szellem
297,Geist::N,shpirt,elme
298,Geist::N,shpirt,szellem
299,Gedanke::N,ide,gondolat
300,Gedanke::N,mendim,gondolat
301,Gedächtnis::N,kujtesë,emlékezet
302,Verstand::N,mend,ész
303,Verstand::N,mend,értelem
304,Sinn::N,kuptim,értelem
305,Grund::N,arsye,ok
306,Grund::N,arsye,alap
307,Wahrheit::N,vërtetë,igaz
308,Wahrheit::N,vërtetë,igazság
309,Gespräch::N,bisedim,beszélgetés
310,Märchen::N,përrallë,mese
311,Erzählung::N,tregim,elbeszélés
312,Nachricht::N,lajm,hír
313,Nachricht::N,lajm,híradás
314,Neuigkeit::N,risi,újság
315,Name::N,emër,név
316,Rätsel::N,gjëzë,rejtvény
317,Rätsel::N,gjëegjëzë,rejtvény
318,Rede::N,fjalim,beszéd
319,Rede::N,fjalim,szónoklat
320,Sprache::N,gjuhë,nyelv
321,Stimme::N,zë,hang
322,Wort::N,fjalë,szó
323,Zeichen::N,shenjë,jel
324,Ruf::N,thirrmë,kiáltás
325,Lärm::N,zhurmë,zaj
326,Laut::N,tingull,hang
327,Ton::N,ton,hang
328,Lied::N,këngë,dal
329,Lied::N,këngë,ének
330,Ruhe::N,qetësi,csend
331,Ruhe::N,qetësi,nyugalom
332,Leute::N,botë,emberek
333,Leute::N,njerëz,emberek
334,Volk::N,popull,nép
335,Arbeit::N,punë,dolog
336,Gast::N,mik,vendég
337,Gast::N,mysafir,vendég
338,Geschenk::N,dhuratë,ajándék
339,Geschenk::N,peshqesh,ajándék
340,Spiel::N,lojë,játék
341,Gesellschaft::N,shoqëri,társaság
342,Hilfe::N,ndihmë,segítség
343,Freund::N,mik,barát
344,Kamerad::N,shok,társ
345,Angelegenheit::N,punë,ügy
346,Anzahl::N,sasi,szám
347,Art::N,lloj,faj
348,Art::N,lloj,fajta
349,Stück::N,copë,darab
350,Teil::N,pjesë,rész
351,Hälfte::N,gjysmë,fél
352,Kreis::N,qark,kör
353,Kreis::N,rreth,kör
354,Kreuz::N,kryq,kereszt
355,Linie::N,vijë,vonal
356,Strich::N,vizë,vonás
357,Abstand::N,distancë,köz
358,Entfernung::N,largim,távolság
359,Gegend::N,vise,táj
360,Gegend::N,vise,vidék
361,Gegend::N,krahinë,táj
362,Gegend::N,krahinë,vidék
363,Platz::N,shesh,hely
364,Ort::N,vend,hely
365,Seite::N,anë,fél
366,Seite::N,anë,oldal
367,Mitte::N,mes,közép
368,Gegenstand::N,send,tárgy
369,Sache::N,gjë,dolog
370,Sache::N,send,dolog
371,Rand::N,qoshe,szél
372,Rand::N,qoshe,perem
373,Rand::N,qoshe,szegély
374,Kante::N,teh,él
375,Ecke::N,qoshe,sarok
376,Ecke::N,qoshe,szöglet
377,Spitze::N,majë,csúcs
378,Ende::N,skaj,vég
379,Ende::N,bisht,vég
380,Loch::N,vrimë,lyuk
381,Winkel::N,kënd,szög
382,Muster::N,mostër,minta
383,Größe::N,madhësi,nagyság
384,Länge::N,gjatësi,hossz
385,Länge::N,gjatësi,hosszúság
386,Höhe::N,lartësi,magasság
387,Gewicht::N,peshë,súly
388,Menge::N,sasi,sokaság
389,Menge::N,sasi,mennyiség
390,Haufen::N,grumbull,halom
391,Reihe::N,radhë,sor
392,Reihe::N,rresht,sor
393,Boot::N,barkë,csónak
394,Boot::N,lundër,csónak
395,Ruder::N,rrem,evező
396,Schlitten::N,sajë,szánkó
397,Ski::N,ski,sí
398,Lagerfeuer::N,flakadan,tábortűz
399,Lagerfeuer::N,zjarr i madh,tábortűz
400,Last::N,barrë,teher
401,Gang::N,ecje,járás
402,Schritt::N,hap,lépés
403,Norden::N,veri,észak
404,Süden::N,jug,dél
405,Westen::N,perëndim,nyugat
406,Osten::N,lindje,kelet
407,Holz::N,dru,fa
408,Brett::N,dërrasë,deszka
409,Platte::N,pllakë,lap
410,Platte::N,pllakë,lemez
411,Stütze::N,shtyllë,támasz
412,Stütze::N,shtyllë,támaszték
413,Stütze::N,mbështetesë,támasz
414,Stütze::N,mbështetesë,támaszték
415,Stange::N,shufër,rúd
416,Stange::N,shufër,pózna
417,Stock::N,dajak,pálca
418,Stab::N,shkop,bot
419,Rohr::N,tub,cső
420,Haus::N,shtëpi,ház
421,Heim::N,konak,otthon
422,Heim::N,shtëpi,otthon
423,Ofen::N,sobë,kályha
424,Ofen::N,stufë,kályha
425,Fußboden::N,dysheme,padló
426,Tisch::N,tryezë,asztal
427,Stuhl::N,karrige,szék
428,Wiege::N,djep,bölcső
429,Bett::N,shtrat,ágy
430,Regal::N,raft,polc
431,Regal::N,raft,állvány
432,Kiste::N,kuti,láda
433,Fenster::N,dritare,ablak
434,Tür::N,derë,ajtó
435,Tor::N,portë,kapu
436,Zaun::N,gardh,kerítés
437,Dach::N,çati,tető
438,Leiter::N,shkallë,létra
439,Besen::N,fshesë,seprű
440,Spaten::N,lopatë,ásó
441,Schaufel::N,qyrek,lapát
442,Gabel::N,pirun,villa
443,Löffel::N,lugë,kanál
444,Messer::N,thikë,kés
445,Nagel::N,gozhdë,szeg
446,Netz::N,rrjetë,háló
447,Haken::N,grep,kampó
448,Haken::N,grremç,kampó
449,Griff::N,dorak,nyél
450,Griff::N,dorak,fogantyú
451,Griff::N,dorezë,nyél
452,Griff::N,dorezë,fogantyú
453,Schloss::N,bravë,zár
454,Bild::N,tablo,kép
455,Bild::N,pikturë,kép
456,Figur::N,figurë,alak
457,Puppe::N,kukull,bábu
458,Beutel::N,qese,zacskó
459,Beutel::N,trastë,zacskó
460,Bündel::N,deng,köteg
461,Tasche::N,çantë,táska
462,Eimer::N,kovë,vödör
463,Deckel::N,kapak,fedő
464,Deckel::N,kapak,fedél
465,Deckel::N,mbulesë,fedő
466,Deckel::N,mbulesë,fedél
467,Geschirr::N,enë,edény
468,Sack::N,thes,zsák
469,Sack::N,torbë,zsák
470,Tasse::N,filxhan,csésze
471,Topf::N,kusi,fazék
472,Topf::N,tenxhere,fazék
473,Kessel::N,kazan,üst
474,Kessel::N,kazan,bogrács
475,Essen::N,ngrënie,evés
476,Essen::N,ngrënie,étkezés
477,Nahrung::N,ushqim,ennivaló
478,Speise::N,gatesë,étel
479,Fleisch::N,mish,hús
480,Getreide::N,drithë,gabona
481,Brei::N,qull,pép
482,Brei::N,qull,kása
483,Brot::N,bukë,kenyér
484,Scheibe::N,fetë,szelet
485,Fett::N,lyrë,háj
486,Fett::N,lyrë,zsír
487,Fett::N,yndyrë,háj
488,Fett::N,yndyrë,zsír
489,Butter::N,gjalpë,vaj
490,Öl::N,vaj,olaj
491,Salz::N,kripë,só
492,Suppe::N,supë,leves
493,Suppe::N,çorbë,leves
494,Honig::N,mjaltë,méz
495,Milch::N,qumësht,tej
496,Tee::N,çaj,tea
497,Leder::N,lëkurë,bőr
498,Wolle::N,lesh,gyapjú
499,Stoff::N,pëlhurë,szövet
500,Nadel::N,gjilpërë,tű
501,Faden::N,pe,fonál
502,Faden::N,fije,fonál
503,Knopf::N,kopsë,gomb
504,Knoten::N,komb,csomó
505,Farbe::N,bojë,szín
506,Farbe::N,bojë,festék
507,Kleidung::N,veshje,ruha
508,Kleidung::N,veshje,ruházat
509,Hemd::N,këmishë,ing
510,Kragen::N,jakë,gallér
511,Ärmel::N,mëngë,ujj
512,Hose::N,brekë,gatya
513,Hose::N,brekë,nadrág
514,Gürtel::N,rrip,öv
515,Mütze::N,kësulë,sapka
516,Schuh::N,këpucë,cipő
517,Stiefel::N,çizme,csizma
518,Ring::N,unazë,gyűrű
519,Band::N,shirit,szalag
520,Kamm::N,krehër,fésű
521,Spiegel::N,pasqyrë,tükör
522,Riemen::N,rrip,szíj
523,Schnur::N,litar,zsinór
524,Schnur::N,cikomë,zsinór
525,Leine::N,rrip,póráz
526,Decke::N,batanije,takaró
527,Kissen::N,jastëk,párna
528,Tuch::N,shami,kendő
529,Handtuch::N,peshqir,törülköző
530,Kraft::N,forcë,erő
531,Stärke::N,koll,erő
532,Stärke::N,koll,erősség
533,Gesundheit::N,shëndet,egészség
534,Krankheit::N,sëmundje,kór
535,Krankheit::N,sëmundje,betegség
536,Schmerz::N,dhimbje,fájdalom
537,Wunde::N,plagë,seb
538,Fieber::N,ethe,láz
539,Arznei::N,ilaç,orvosság
540,Arznei::N,ilaç,gyógyszer
541,Brücke::N,urë,híd
542,Brunnen::N,pus,kút
543,Weide::N,kullotë,legelő
544,Pfad::N,ravë,ösvény
545,Pfad::N,shteg,ösvény
546,Weg::N,udhë,út
547,Weg::N,shteg,út
548,Straße::N,rrugë,út
549,Dorf::N,fshat,falu
550,Dorf::N,katund,falu
551,Stadt::N,qytet,város
552,Brief::N,letër,levél
553,Buch::N,libër,könyv
554,Buchstabe::N,shkronjë,betű
555,Zeitung::N,gazetë,újság
556,Zeitung::N,gazetë,hírlap
557,Leben::N,jetë,élet
558,Tod::N,mortje,halál
559,Grab::N,varr,sír
560,Kirche::N,kishë,templom
561,Sünde::N,mëkat,bűn
562,Sünde::N,mëkat,vétek
563,Sünde::N,gjynah,bűn
564,Sünde::N,gjynah,vétek
565,Gott::N,hy,isten
566,Gott::N,zot,isten
567,Arbeiter::N,punëtor,munkás
568,Chef::N,shef,főnök
569,Chef::N,drejtues,főnök
570,Meister::N,mjeshtër,mester
571,Arzt::N,mjek,orvos
572,Arzt::N,doktor,orvos
573,Lehrer::N,mësues,tanár
574,Lehrer::N,mësues,tanító
575,Lehrer::N,arsimtar,tanár
576,Lehrer::N,arsimtar,tanító
577,Geld::N,para,pénz
578,Geld::N,holla,pénz
579,Geschäft::N,ujdi,üzlet
580,Geschäft::N,biznes,üzlet
581,Laden::N,dyqan,bolt
582,Preis::N,çmim,ár
583,Ware::N,mall,áru
584,Nutzen::N,dobi,haszon
585,Nutzen::N,leverdi,haszon
586,Reichtum::N,kamje,gazdagság
587,Reichtum::N,pasuri,gazdagság
588,Welt::N,botë,világ
589,Land::N,vend,ország
590,Staat::N,shtet,állam
591,König::N,mbret,király
592,Macht::N,fuqi,hatalom
593,Macht::N,pushtet,hatalom
594,Grenze::N,kufi,határ
595,Krieg::N,luftë,háború
596,Feind::N,armik,ellenség
597,Gewalt::N,dhunë,erőszak
598,Kampf::N,luftim,harc
599,Bogen[Waffe]::N,hark,íj
600,Pfeil::N,shigjetë,nyíl
601,Gewehr::N,pushkë,puska
602,Gewehr::N,pushkë,fegyver
603,Fehler::N,gafë,hiba
604,Fehler::N,gabim,hiba
605,Lüge::N,gënjeshtër,hazugság
606,Schaden::N,dëm,kár
607,Schaden::N,zarar,kár
608,Unglück::N,fatkeqësi,csapás
609,Unglück::N,fatkeqësi,balszerencse
610,Schuld::N,faj,bűn
611,Alter::N,moshë,kor
612,Schluss::N,fund,vég
613,Schluss::N,fund,befejezés
614,Zeit::N,kohë,idő
615,Tag::N,ditë,nap
616,Morgen::N,mëngjes,reggel
617,Mittag::N,mesditë,dél
618,Abend::N,mbrëmje,este
619,Nacht::N,natë,éj
620,Nacht::N,natë,éjszaka
621,Woche::N,javë,hét
622,Monat::N,muaj,hó
623,Monat::N,muaj,hónap
624,Jahr::N,vit,év
625,Frühling::N,pranverë,tavasz
626,Sommer::N,verë,nyár
627,Herbst::N,vjeshtë,ősz
628,Winter::N,dimër,tél
629,Januar::N,janar,január
630,Februar::N,shkurt,február
631,März::N,mars,március
632,April::N,prill,április
633,Mai::N,maj,május
634,Juni::N,qershor,június
635,Juli::N,korrik,július
636,August::N,gusht,augusztus
637,September::N,shtator,szeptember
638,Oktober::N,tetor,október
639,November::N,nëntor,november
640,Dezember::N,dhjetor,december
641,Montag::N,hënë,hétfő
642,Dienstag::N,martë,kedd
643,Mittwoch::N,mërkurë,szerda
644,Donnerstag::N,enjte,csütörtök
645,Freitag::N,premte,péntek
646,Samstag::N,shtunë,szombat
647,Sonntag::N,diel,vasárnap
648,groß::A,madh,nagy
649,klein::A,vogël,pici
650,klein::A,vogël,kicsi
651,lang::A,gjatë,hosszú
652,kurz::A,shkurtër,rövid
653,breit::A,gjerë,széles
654,schmal::A,ngushtë,keskeny
655,dicht::A,dendur,sűrű
656,dick[Gegenstand]::A,trashë,vastag
657,dünn::A,hollë,vékony
658,fein::A,imët,vékony
659,fest::A,fortë,szilárd
660,flach::A,sheshtë,sík
661,flach::A,sheshtë,lapos
662,glatt::A,rrafshët,sima
663,hart::A,fortë,kemény
664,weich::A,butë,puha
665,rund::A,rrumbullakët,kerek
666,spitz::A,majëmprehtë,hegyes
667,scharf::A,mprehtë,éles
668,stumpf::A,topitur,tompa
669,stumpf::A,topitur,életlen
670,schwer::A,rëndë,nehéz
671,schwer::A,rëndë,súlyos
672,schön::A,bukur,szép
673,heiß::A,nxehtë,forró
674,warm::A,ngrohtë,meleg
675,kalt::A,ftohtë,hideg
676,kühl::A,freskët,hűs
677,kühl::A,freskët,hűvös
678,frisch::A,pastër,üde
679,frisch::A,pastër,friss
680,feucht::A,lagësht,nedves
681,nass::A,lagur,vizes
682,trocken::A,thatë,száraz
683,voll::A,plotë,telt
684,leer::A,bosh,üres
685,leer::A,zbrazët,üres
686,offen::A,hapur,nyílt
687,offen::A,hapur,nyitott
688,geschlossen::A,mbyllur,zárt
689,geschlossen::A,mbyllur,csukott
690,sauber::A,dëlirë,tiszta
691,schmutzig::A,ndyrë,piszkos
692,schmutzig::A,ndyrë,szennyes
693,roh::A,gjallë,nyers
694,reif::A,arrirë,érett
695,lecker::A,shijshëm,finom
696,süß::A,ëmbël,édes
697,bitter::A,hidhur,keserű
698,sauer::A,thartë,savanyú
699,hell::A,me dritë,világos
700,dunkel::A,errët,sötét
701,schwarz::A,i zi,fekete
702,weiß::A,bardhë,fehér
703,rot::A,kuq,vörös
704,gelb::A,verdhë,sárga
705,blau::A,blu,kék
706,blau::A,kaltër,kék
707,grün::A,blertë,zöld
708,grün::A,gjelbër,zöld
709,grau::A,hirtë,ősz
710,grau::A,hirtë,szürke
711,grau::A,bojë hiri,ősz
712,grau::A,bojë hiri,szürke
713,bunt::A,shumëngjyrëshëm,tarka
714,bunt::A,shumëngjyrëshëm,színes
715,billig::A,lirë,olcsó
716,teuer::A,shtrenjtë,drága
717,wertvoll::A,çmuar,értékes
718,wertvoll::A,vlershëm,értékes
719,blind::A,qorr,vak
720,blind::A,verbër,vak
721,taub::A,shurdhër,süket
722,kräftig::A,fuqishëm,erős
723,stark::A,fortë,erős
724,schwach::A,dobët,gyenge
725,schwach::A,dobët,erőtlen
726,fett::A,dhjamur,hájas
727,schlank::A,hollë,karcsú
728,hübsch::A,bukur,csinos
729,hübsch::A,hijshëm,csinos
730,böse::A,keq,rossz
731,böse::A,keq,gonosz
732,dumm::A,teveqel,buta
733,dumm::A,teveqel,ostoba
734,faul::A,dembel,lusta
735,fleißig::A,zellshëm,szorgalmas
736,geizig::A,kurnac,fukar
737,geizig::A,kurnac,fösvény
738,geizig::A,dorështrënguar,fukar
739,geizig::A,dorështrënguar,fösvény
740,klug::A,mençur,okos
741,klug::A,mençur,eszes
742,geschickt::A,aftë,ügyes
743,lieb::A,dashur,drága
744,lieb::A,dashur,kedves
745,lustig::A,gëzuar,víg
746,lustig::A,gëzuar,vidám
747,sanft::A,butë,enyhe
748,hungrig::A,uritur,éhes
749,krank::A,sëmurë,beteg
750,nackt::A,lakuriq,csupasz
751,nackt::A,lakuriq,meztelen
752,nackt::A,zhveshur,csupasz
753,nackt::A,zhveshur,meztelen
754,traurig::A,trishtuar,bús
755,traurig::A,trishtuar,szomorú
756,lebendig::A,gjallë,élő
757,gut::A,mirë,jó
758,schlecht::A,keq,rossz
759,richtig::A,drejtë,helyes
760,schlimm::A,keq,rossz
761,wahr::A,vërtetë,igaz
762,alt::A,vjetër,ó
763,alt::A,vjetër,régi
764,neu::A,i ri,új
765,ehemalig::A,dikurshëm,volt
766,ehemalig::A,dikurshëm,egykori
767,alt[Lebewesen]::A,plak,öreg
768,jung::A,i ri,fiatal
769,arm::A,varfër,szegény
770,arm::A,vobektë,szegény
771,reich::A,pasur,gazdag
772,bekannt::A,njohur,ismert
773,bekannt::A,njohur,ismeretes
774,berühmt::A,famshëm,híres
775,fremd::A,huaj,idegen
776,verschieden::A,ndryshëm,különböző
777,nah::A,afërt,közeli
778,fern::A,largët,távoli
779,linker::A,majtë,bal
780,rechter::A,djathtë,jobb
781,anderer::A,tjetër,más
782,anderer::A,tjetër,másik
783,erster::A,parë,első
784,zweiter::A,dytë,második
785,dritter::A,i tretë,harmadik
786,letzter::A,fundit,utolsó
787,allein::ADV,vetëm,egyedül
788,auf einmal::ADV,njëkohësisht,egyszerre
789,zusammen::ADV,bashkë,együtt
790,zusammen::ADV,bashkë,összesen
791,zusammen::ADV,së bashku,együtt
792,zusammen::ADV,së bashku,összesen
793,lange::ADV,për një kohë të gjatë,sokáig
794,lange::ADV,për një kohë të gjatë,hosszan
795,plötzlich::ADV,befas,hirtelen
796,plötzlich::ADV,befas,egyszerre
797,sofort::ADV,menjëherë,rögtön
798,sofort::ADV,menjëherë,tüstént
799,sofort::ADV,aty për aty,rögtön
800,sofort::ADV,aty për aty,tüstént
801,später::ADV,më vonë,későn
802,jetzt::ADV,tash,most
803,heute::ADV,sot,ma
804,morgen::ADV,nesër,holnap
805,bald::ADV,shpejt,majd
806,bald::ADV,shpejt,nemsokára
807,bald::ADV,së shpejti,majd
808,bald::ADV,së shpejti,nemsokára
809,dann::ADV,pastaj,akkor
810,gestern::ADV,dje,tegnap
811,einst::ADV,dikur,hajdan
812,damals::ADV,atëherë,akkor
813,damals::ADV,atëherë,akkoriban
814,danach::ADV,mandej,azután
815,vorher::ADV,më parë,előbb
816,zuerst::ADV,së pari,először
817,einmal::ADV,njëherë,egyszer
818,manchmal::ADV,nganjëherë,néha
819,manchmal::ADV,nganjëherë,olykor
