,Concept_ID,ps,ja
156,Bulle::N,غوئی,雄牛
157,Pferd::N,آس,馬
158,Schaf::N,پسه,羊
159,Schwein::N,سرکوزی,豚
160,Hund::N,سپی,犬
161,Katze::N,پشه,猫
162,Bär::N,خرس,熊
163,Eichhörnchen::N,خړ لمی,栗鼠
164,Elch::N,ګوزن,ヘラジカ
165,Fuchs::N,سپلم,狐
166,Hase::N,سوی,兎
167,Maus::N,مږک,鼠
168,Wolf::N,لېوه,狼
169,Vogel::N,مرغه,鳥
170,Schwarm::N,سېل,群れ
171,Huhn::N,چرګه,鶏
172,Hahn::N,چرګ,雄鶏
173,Gans::N,بته,ガチョウ
174,Adler::N,عقاب,鷲
175,Ente::N,ایلۍ,鴨
176,Eule::N,ګونګی,フクロウ
177,Kranich::N,کلنګ,鶴
178,Krähe::N,کارغه,烏
179,Kuckuck::N,فاخته,郭公
180,Schwan::N,قو,白鳥
181,Fisch::N,کب,魚
182,Fisch::N,ماهی,魚
183,Schlange[Tier]::N,مار,蛇
184,Wurm::N,چینجی,虫
185,Spinne::N,غڼه,蜘蛛
186,Spinne::N,تارکښ,蜘蛛
187,Ameise::N,مېږی,蟻
188,Laus::N,سپږه,虱
189,Mücke::N,ماشی,蚊
190,Fliege::N,مچ,蝿
191,Schmetterling::N,پتنګ,蝶
192,Beere::N,مېوۍ,漿果
193,Apfel::N,مڼه,林檎
194,Pilz::N,خرېړی,茸
195,Zwiebel::N,پیاز,玉葱
196,Saat::N,تخم,種
197,Korn::N,تخم,粒
198,Korn::N,دانه,粒
199,Heu::N,بوس,干し草
200,Heu::N,پروړه,干し草
201,Schale::N,پوستکی,皮
202,Grube::N,کنده,穴
203,Falle::N,دام,わな
204,Falle::N,لومه,わな
205,Schlinge::N,کړۍ,輪
206,Spur::N,نښه,跡
207,Asche::N,آس,灰
208,Asche::N,ایره,灰
209,Dreck::N,ناپاکي,泥
210,Eisen::N,اوسپنه,鉄
211,Gold::N,سره زر,金
212,Silber::N,نقره,銀
213,Silber::N,سپین زر,銀
214,Kohle::N,سکور,炭
215,Kohle::N,سکاره,炭
216,Glas::N,ښيښه,ガラス
217,Lehm::N,خټه,ローム
218,Sand::N,شګه,砂
219,Mensch::N,انسان,人
220,Mann::N,سړی,男
221,Mann::N,سړی,男性
222,Mann::N,نارینه,男
223,Mann::N,نارینه,男性
224,Frau::N,ښځه,女
225,Frau::N,ښځه,女性
226,Kind::N,بچی,子
227,Kind::N,بچی,子供
228,Kind::N,ماشوم,子
229,Kind::N,ماشوم,子供
230,Junge::N,هلک,男の子
231,Mädchen::N,نجلۍ,女の子
232,Familie::N,کورنۍ,家族
233,Großvater::N,بابا,祖父
234,Großvater::N,بابا,おじいさん
235,Großmutter::N,انا,祖母
236,Großmutter::N,انا,おばあさん
237,Eltern::N,مور او پلار,親
238,Eltern::N,مور او پلار,両親
239,Vater::N,پلار,父
240,Vater::N,پلار,お父さん
241,Mutter::N,مور,母
242,Mutter::N,مور,お母さん
243,Sohn::N,زوی,息子
244,Sohn::N,زوی,息子さん
245,Tochter::N,لور,娘
246,Tochter::N,لور,お嬢さん
247,Bruder::N,ورور,弟
248,Schwester::N,خور,妹
249,Onkel::N,تره,伯父
250,Onkel::N,تره,伯父さん
251,Onkel::N,ماما,伯父
252,Onkel::N,ماما,伯父さん
253,Tante::N,خاله,叔母
254,Tante::N,خاله,叔母さん
255,Ehemann::N,مېړه,夫
256,Ehemann::N,مېړه,主人
257,Ehefrau::N,مېرمن,妻
258,Ehefrau::N,مېرمن,奥さん
259,Freude::N,خوشحالي,喜び
260,Gelächter::N,خندا,笑い
261,Glück::N,بخت,幸せ
262,Kummer::N,غم,悩み
263,Wunsch::N,هيله,希望
264,Wunsch::N,غوښتنه,希望
265,Lust::N,شوق,気
266,Lust::N,مینه,気
267,Geist::N,روح,精神
268,Gedanke::N,فکر,考え
269,Gedächtnis::N,یاد,記憶
270,Gedächtnis::N,حافظه,記憶
271,Verstand::N,عقل,理解力
272,Verstand::N,شعور,理解力
273,Sinn::N,معنی,意味
274,Grund::N,علت,理由
275,Grund::N,اساس,理由
276,Wahrheit::N,حقیقت,真実
277,Gespräch::N,مرکه,会話
278,Gespräch::N,خبرې اترې,会話
279,Märchen::N,افسانه,童話
280,Erzählung::N,قصه,物語
281,Erzählung::N,کیسه,物語
282,Nachricht::N,خبر,報告
283,Neuigkeit::N,نوی خبر,ニュース
284,Name::N,نوم,名前
285,Rätsel::N,کیسۍ,謎
286,Rätsel::N,چیستان,謎
287,Rede::N,وینا,演説
288,Sprache::N,ژبه,言語
289,Stimme::N,غږ,声
290,Stimme::N,اواز,声
291,Wort::N,لغت,言葉
292,Wort::N,کلمه,言葉
293,Zeichen::N,نښه,記号
294,Zeichen::N,اشاره,記号
295,Ruf::N,ږغ,呼び声
296,Ruf::N,بلنه,呼び声
297,Lärm::N,غالمغال,騒音
298,Laut::N,ږغ,音
299,Ton::N,اواز,音
300,Lied::N,غزله,歌
301,Lied::N,سندره,歌
302,Ruhe::N,ارامي,静けさ
303,Leute::N,خلک,人々
304,Volk::N,ولس,民族
305,Arbeit::N,کار,仕事
306,Gast::N,مېلمه,客
307,Geschenk::N,تحفه,贈り物
308,Geschenk::N,سوغات,贈り物
309,Spiel::N,لوبه,遊び
310,Gesellschaft::N,ډله,社会
311,Hilfe::N,کومک,援助
312,Hilfe::N,مرسته,援助
313,Freund::N,ملګری,友達
314,Kamerad::N,انډيوال,同志
315,Angelegenheit::N,موضوع,件
316,Anzahl::N,شمېر,数
317,Anzahl::N,تعداد,数
318,Art::N,ډول,種類
319,Stück::N,ټوټه,部分
320,Teil::N,برخه,部分
321,Hälfte::N,نیم,半分
322,Kreis::N,دایره,円
323,Kreuz::N,صلیب,十字
324,Linie::N,خط,線
325,Linie::N,لیکه,線
326,Strich::N,کرښه,線
327,Abstand::N,فاصله,距離
328,Entfernung::N,واټن,距離
329,Gegend::N,سیمه,辺
330,Gegend::N,سیمه,地域
331,Gegend::N,منطقه,辺
332,Gegend::N,منطقه,地域
333,Platz::N,ځای,ゆとり
334,Ort::N,ځای,所
335,Ort::N,ځای,場所
336,Seite::N,مخ,横
337,Seite::N,اړخ,横
338,Mitte::N,وسط,真ん中
339,Mitte::N,مینځ,真ん中
340,Gegenstand::N,شی,物件
341,Sache::N,شی,物
342,Sache::N,څيز,物
343,Rand::N,څنډه,端
344,Rand::N,کناره,端
345,Kante::N,اړخ,縁
346,Ecke::N,ګوټ,角
347,Spitze::N,څوکه,先頭
348,Ende::N,څوکه,端
349,Loch::N,سوری,穴
350,Winkel::N,کنج,片隅
351,Winkel::N,کوتی,片隅
352,Muster::N,نمونه,模様
353,Größe::N,قد,大きさ
354,Größe::N,لويوالی,大きさ
355,Länge::N,طول,長さ
356,Länge::N,اوږد والی,長さ
357,Höhe::N,جګوالی,高さ
358,Gewicht::N,وزن,重さ
359,Menge::N,اندازه,量
360,Haufen::N,کوټه,堆積
361,Reihe::N,صف,並び
362,Reihe::N,کتار,並び
363,Boot::N,قايق,ボート
364,Ruder::N,چپه,オール
365,Schlitten::N,ښویېدونی,そり
366,Ski::N,سکي,スキー
367,Lagerfeuer::N,اور,篝火
368,Last::N,بار,荷物
369,Last::N,پېټی,荷物
370,Gang::N,تګ,歩み
371,Schritt::N,ګام,歩
372,Norden::N,شمال,北
373,Süden::N,سوېل,南
374,Westen::N,لوېدېځ,西
375,Osten::N,شرق,東
376,Osten::N,ختیځ,東
377,Holz::N,لرګی,木
378,Holz::N,لرګی,木材
379,Brett::N,تخته,板
380,Platte::N,تخته,盤
381,Stütze::N,تکیوان,支柱
382,Stange::N,ډاګه,棒
383,Stock::N,لرګی,杖
384,Stab::N,چيخله,棒
385,Rohr::N,نل,管
386,Haus::N,کور,家
387,Heim::N,کور,家
388,Ofen::N,تودنۍ,ストーブ
389,Fußboden::N,غولی,床
390,Tisch::N,مېز,机
391,Stuhl::N,چوکۍ,椅子
392,Wiege::N,زانګو,揺籃
393,Bett::N,کټ,ベッド
394,Bett::N,چپرکټ,ベッド
395,Regal::N,تاخچۍ,棚
396,Kiste::N,صندوق,箱
397,Fenster::N,کړکۍ,窓
398,Tür::N,دروازه,戸
399,Tür::N,دروازه,ドア
400,Tor::N,دروازه,門
401,Zaun::N,کټاره,垣根
402,Dach::N,بام,屋根
403,Leiter::N,زينه,梯子
404,Besen::N,جارو,ほうき
405,Spaten::N,یوم,スコップ
406,Schaufel::N,بېلچه,シャベル
407,Gabel::N,پنجه,フォーク
408,Löffel::N,کاشوغه,スプーン
409,Messer::N,چاقو,ナイフ
410,Nagel::N,ميخ,釘
411,Netz::N,جال,網
412,Haken::N,څنګک,鉤
413,Haken::N,څنګک,フック
414,Griff::N,لاستی,取っ手
415,Schloss::N,کلپ,錠
416,Bild::N,رسم,絵
417,Figur::N,قدوقامت,像
418,Puppe::N,ګوډۍ,人形
419,Beutel::N,کڅوړه,袋
420,Bündel::N,دسته,束
421,Bündel::N,دسته,包み
422,Tasche::N,بکس,かばん
423,Tasche::N,توبره,かばん
424,Eimer::N,سطل,バケツ
425,Deckel::N,سرپوښ,蓋
426,Geschirr::N,لوښی,食器
427,Sack::N,جوال,袋
428,Tasse::N,پیاله,カップ
429,Topf::N,دېګی,鍋
430,Kessel::N,دېګ,釜
431,Essen::N,خوراک,食事
432,Nahrung::N,خوراک,食物
433,Speise::N,خواړه,料理
434,Fleisch::N,غوښه,肉
435,Getreide::N,غله,麦
436,Getreide::N,غله,穀物
437,Brei::N,اوګره,粥
438,Brot::N,ډوډۍ,パン
439,Scheibe::N,مړۍ,枚
440,Scheibe::N,مړۍ,切れ
441,Fett::N,غوړي,脂肪
442,Butter::N,کوچ,バター
443,Öl::N,تېل,油
444,Salz::N,مالګه,塩
445,Suppe::N,شوربا,スープ
446,Honig::N,شات,蜂蜜
447,Milch::N,شوده,牛乳
448,Tee::N,چای,茶
449,Tee::N,چای,お茶
450,Leder::N,څرمن,革
451,Wolle::N,پشم,毛糸
452,Stoff::N,ټوټه,布
453,Nadel::N,ستن,針
454,Faden::N,تار,糸
455,Knopf::N,تڼۍ,ボタン
456,Knopf::N,تکمه,ボタン
457,Knoten::N,غوټه,結び目
458,Farbe::N,رنګ,ペンキ
459,Kleidung::N,کالي,衣服
460,Hemd::N,کميس,シャツ
461,Kragen::N,غاړه,襟
462,Ärmel::N,لستوڼی,袖
463,Hose::N,پطلون,ズボン
464,Gürtel::N,کمربند,帯
465,Gürtel::N,کمربند,ベルト
466,Mütze::N,خولۍ,帽子
467,Schuh::N,بوټ,靴
468,Stiefel::N,موزه,ブーツ
469,Ring::N,ګوته,輪
470,Band::N,فيته,リボン
471,Kamm::N,ګمنځ,櫛
472,Spiegel::N,ایینه,鏡
473,Spiegel::N,هنداره,鏡
474,Riemen::N,تسمه,緒
475,Schnur::N,مزی,紐
476,Leine::N,رسۍ,綱
477,Decke::N,بړستن,掛け布団
478,Kissen::N,بالښت,枕
479,Tuch::N,ټیکری,スカーフ
480,Handtuch::N,دسمال,タオル
481,Kraft::N,زور,力
482,Kraft::N,توان,力
483,Stärke::N,قوت,強さ
484,Gesundheit::N,صحت,健康
485,Gesundheit::N,روغتیا,健康
486,Krankheit::N,مرض,病気
487,Krankheit::N,ناروغي,病気
488,Schmerz::N,درد,痛み
489,Wunde::N,ټپ,傷
490,Wunde::N,زخم,傷
491,Fieber::N,تبه,熱
492,Arznei::N,دوا,薬
493,Arznei::N,دارو,薬
494,Brücke::N,پول,橋
495,Brunnen::N,څاه,井戸
496,Brunnen::N,کوهی,井戸
497,Weide::N,وله,牧場
498,Pfad::N,تړه,小路
499,Weg::N,لیار,道
500,Straße::N,سړک,街道
501,Dorf::N,کلی,村
502,Stadt::N,ښار,町
503,Stadt::N,ښار,都市
504,Brief::N,لیک,手紙
505,Brief::N,مکتوب,手紙
506,Buch::N,کتاب,本
507,Buchstabe::N,حرف,文字
508,Buchstabe::N,توری,文字
509,Zeitung::N,اخبار,新聞
510,Leben::N,ژوند,生活
511,Tod::N,مرګ,死
512,Tod::N,مړینه,死
513,Grab::N,قبر,墓
514,Grab::N,ډورۍ,墓
515,Kirche::N,کلیسا,教会
516,Sünde::N,ګناه,罪
517,Gott::N,خدای,神
518,Arbeiter::N,کاریګر,労働者
519,Chef::N,آمر,上司
520,Meister::N,استاد,達人
521,Meister::N,استاد,マイスター
522,Arzt::N,طبیب,医者
523,Arzt::N,ډاکټر,医者
524,Lehrer::N,معلم,先生
525,Lehrer::N,ښوونکی,先生
526,Geld::N,پیسې,金
527,Geschäft::N,سوداګري,取り引き
528,Laden::N,دکان,店
529,Laden::N,مغازه,店
530,Preis::N,بیه,値段
531,Ware::N,مال,商品
532,Nutzen::N,ګټه,利益
533,Reichtum::N,شتمني,豊かさ
534,Welt::N,نړۍ,世界
535,Welt::N,دنیا,世界
536,Land::N,هېواد,国
537,Staat::N,دولت,国家
538,König::N,باچا,国王
539,König::N,پادشاه,国王
540,Macht::N,قدرت,権力
541,Grenze::N,حد,国境
542,Grenze::N,سرحد,国境
543,Krieg::N,جګړه,戦争
544,Feind::N,دښمن,敵
545,Gewalt::N,زور,暴力
546,Gewalt::N,تشدد,暴力
547,Kampf::N,جنګ,戦い
548,Kampf::N,مبارزه,戦い
549,Bogen[Waffe]::N,لیندۍ,弓
550,Pfeil::N,غشی,矢
551,Gewehr::N,ټوپک,銃
552,Fehler::N,خطا,間違い
553,Fehler::N,غلطي,間違い
554,Lüge::N,دروغ,嘘
555,Schaden::N,زیان,損害
556,Schaden::N,تاوان,損害
557,Unglück::N,بدبختي,不幸
558,Schuld::N,ګناه,罪
559,Alter::N,منګ,年
560,Alter::N,منګ,年齢
561,Schluss::N,اخر,終わり
562,Zeit::N,وخت,時
563,Zeit::N,وخت,時間
564,Tag::N,ورځ,日
565,Morgen::N,سبا,朝
566,Morgen::N,سهار,朝
567,Mittag::N,غرمه,昼
568,Abend::N,ماښام,晩
569,Abend::N,ماښام,夕方
570,Nacht::N,شپه,夜
571,Woche::N,اونۍ,週
572,Monat::N,مياشت,月
573,Jahr::N,کال,年
574,Frühling::N,پسرلی,春
575,Sommer::N,دوبی,夏
576,Herbst::N,منی,秋
577,Herbst::N,خزان,秋
578,Winter::N,ژمی,冬
579,Januar::N,جنوري,一月
580,Februar::N,فبروري,二月
581,März::N,مارچ,三月
582,April::N,اپریل,四月
583,Mai::N,مې,五月
584,Juni::N,جون,六月
585,Juli::N,جولای,七月
586,August::N,اګست,八月
587,September::N,سپټامبر,九月
588,Oktober::N,اکتوبر,十月
589,November::N,نومبر,十一月
590,Dezember::N,دسمبر,十二月
591,Montag::N,دوشنبه,月曜日
592,Dienstag::N,سه شنبه,火曜日
593,Mittwoch::N,چارشنبه,水曜日
594,Donnerstag::N,پنجشنبه,木曜日
595,Freitag::N,جمعه,金曜日
596,Samstag::N,خالي,土曜日
597,Sonntag::N,یکشنبه,日曜日
598,groß::A,لوی,大きい
599,klein::A,وړوکی,小さい
600,lang::A,اوړد,長い
601,kurz::A,لنډ,短い
602,breit::A,پراخه,広い
603,schmal::A,تنګ,狭い
604,dicht::A,ګڼ,密な
605,dick[Gegenstand]::A,پنډ,厚い
606,dünn::A,نری,薄い
607,fein::A,نازک,細い
608,fest::A,کلک,硬い
609,fest::A,ټینګ,硬い
610,flach::A,هوار,平らな
611,glatt::A,ښوی,滑らかな
612,hart::A,کلک,堅い
613,weich::A,نرم,柔らかい
614,weich::A,پوست,柔らかい
615,rund::A,ګرد,丸い
616,spitz::A,تېره,尖った
617,scharf::A,تېز,鋭い
618,scharf::A,تېره,鋭い
619,stumpf::A,پڅ,鈍い
620,schwer::A,دروند,重い
621,schön::A,ښکلی,綺麗な
622,heiß::A,تود,熱い
623,warm::A,تود,温かい
624,kalt::A,ېخ,寒い
625,kalt::A,ېخ,冷たい
626,kalt::A,سوړ,寒い
627,kalt::A,سوړ,冷たい
628,kühl::A,ېخ,涼しい
629,kühl::A,سوړ,涼しい
630,frisch::A,تازه,ひんやりした
631,feucht::A,مرطوب,湿った
632,nass::A,لوند,濡れた
633,trocken::A,وچ,乾いた
634,voll::A,ډک,いっぱいの
635,leer::A,خالی,空の
636,offen::A,خلاص,開いた
637,offen::A,پرانیستی,開いた
638,geschlossen::A,تړلی,閉まった
639,sauber::A,پاک,清潔な
640,schmutzig::A,چټل,汚い
641,roh::A,خام,生の
642,reif::A,پوخ,熟した
643,reif::A,رسېدلی,熟した
644,lecker::A,خوندور,美味しい
645,lecker::A,مزه دار,美味しい
646,süß::A,خوږ,甘い
647,süß::A,شیرین,甘い
648,bitter::A,تریخ,苦い
649,sauer::A,ټاک,酸っぱい
650,sauer::A,تريو,酸っぱい
651,hell::A,روڼ,明るい
652,hell::A,روښان,明るい
653,dunkel::A,تیاره,暗い
654,schwarz::A,تور,黒い
655,weiß::A,سپين,白い
656,rot::A,سور,赤い
657,gelb::A,زېړ,黄色い
658,blau::A,شین,青い
659,blau::A,اسماني رنګه,青い
660,grün::A,زرغون,緑の
661,grau::A,خړ,灰色の
662,bunt::A,رنګارنګ,色取り取りの
663,billig::A,ارزان,安い
664,teuer::A,ګران,高い
665,wertvoll::A,قیمتي,貴重な
666,blind::A,ړوند,盲目の
667,taub::A,کوڼ,耳が聞こえない
668,kräftig::A,قوی,強力な
669,stark::A,قوی,強い
670,stark::A,تکړه,強い
671,schwach::A,ضعیف,弱い
672,schwach::A,کمزوری,弱い
673,fett::A,چاغ,太った
674,schlank::A,خوش اندام,ほっそりした
675,hübsch::A,ښکلی,素敵な
676,hübsch::A,ښایسته,素敵な
677,böse::A,شریر,悪い
678,böse::A,قهرناک,悪い
679,dumm::A,احمق,馬鹿な
680,faul::A,لټ,怠惰な
681,faul::A,تنبل,怠惰な
682,fleißig::A,زحمت کښ,勤勉な
683,geizig::A,بخیل,けちな
684,klug::A,عاقل,賢い
685,klug::A,عاقل,頭のいい
686,klug::A,هوښیار,賢い
687,klug::A,هوښیار,頭のいい
688,geschickt::A,ماهر,器用な
689,lieb::A,عزیز,愛らしい
690,lieb::A,محبوب,愛らしい
691,lustig::A,خوشحال,楽しい
692,sanft::A,پوست,温和な
693,sanft::A,ملایم,温和な
694,hungrig::A,وږی,空腹の
695,krank::A,مريض,病気の
696,krank::A,ناروغ,病気の
697,nackt::A,لوڅ,裸の
698,traurig::A,غمجن,悲しい
699,lebendig::A,ژوندی,生きた
700,gut::A,ښه,良い
701,schlecht::A,بد,悪い
702,schlecht::A,بد,駄目な
703,schlecht::A,خراب,悪い
704,schlecht::A,خراب,駄目な
705,richtig::A,سم,正しい
706,richtig::A,صحیح,正しい
707,schlimm::A,بد,ひどい
708,schlimm::A,مخوف,ひどい
709,wahr::A,واقعي,本当の
710,alt::A,زوړ,古い
711,neu::A,نوی,新しい
712,ehemalig::A,پخوانی,以前の
713,alt[Lebewesen]::A,زوړ,年を取った
714,jung::A,ځوان,若い
715,arm::A,غریب,貧乏な
716,arm::A,بې وزله,貧乏な
717,reich::A,شتمن,裕福な
718,reich::A,دولتمند,裕福な
719,bekannt::A,اشنا,有名な
720,berühmt::A,مشهور,有名な
721,fremd::A,پردی,見知らぬ
722,fremd::A,بېګانه,見知らぬ
723,verschieden::A,مختلف,色々な
724,nah::A,نژدې,近い
725,fern::A,لیری,遠い
726,linker::A,چپ,左の
727,linker::A,کیڼ,左の
728,rechter::A,ښی,右の
729,anderer::A,بل,別の
730,erster::A,لومړی,一番目
731,zweiter::A,دوهم,二番目
732,dritter::A,درېم,三番目
733,letzter::A,آخرنی,最後の
734,letzter::A,وروستی,最後の
735,allein::ADV,یوازې,一人で
736,auf einmal::ADV,په یوه وخت کی,同時に
737,zusammen::ADV,یو ځای,一緒に
738,lange::ADV,ډېر وخت,長い間
739,lange::ADV,ډېره موده,長い間
740,plötzlich::ADV,ناببره,急に
741,plötzlich::ADV,یوناڅاپه,急に
742,sofort::ADV,فوراً,すぐに
743,sofort::ADV,سمدلاسه,すぐに
744,später::ADV,وروسته,後で
745,jetzt::ADV,اوس,今
746,heute::ADV,نن,今日
747,morgen::ADV,سبا,明日
748,bald::ADV,ژر,間もなく
749,dann::ADV,پس,それから
750,dann::ADV,وروسته,それから
751,gestern::ADV,پرون,昨日
752,einst::ADV,پخوا,過去に
753,damals::ADV,هغه وخت,あの時
754,danach::ADV,بیا,その後で
755,vorher::ADV,دمخه,以前に
756,zuerst::ADV,لومړی,まず
757,zuerst::ADV,لومړی,最初に
758,einmal::ADV,یو ځل,一回
759,manchmal::ADV,ګاهی ګاهی,時々
760,oft::ADV,ډېر ځله,よく
761,immer::ADV,تل,いつも
762,immer::ADV,همېشه,いつも
763,niemals::ADV,هیڅکله نه,一度も...ない
764,hier::ADV,دلته,こちら
765,hierhin::ADV,دلته,ここへ
766,hierhin::ADV,دلته,こちらへ
767,hierhin::ADV,دې ځای ته,ここへ
768,hierhin::ADV,دې ځای ته,こちらへ
769,von hier::ADV,د دې ځای نه,ここから
770,dort::ADV,هلته,そちら
771,dorthin::ADV,هلته,そこへ
772,dorthin::ADV,هلته,そちらへ
773,dorthin::ADV,هغه ځای ته,そこへ
774,dorthin::ADV,هغه ځای ته,そちらへ
775,geradeaus::ADV,مخامخ,真っ直ぐに
776,vorwärts::ADV,مخ پهٔ وړاندې,前へ
777,rückwärts::ADV,بېرته,後ろへ
778,zurück::ADV,بېرته,後ろへ
779,unten::ADV,لاندي,下に
780,hinab::ADV,ښکته,下へ
781,oben::ADV,پورته,上に
782,hinauf::ADV,پاس,上へ
783,überall::ADV,هره خوا,どこでも
784,nicht::ADV,نه,ない
785,ein wenig::ADV,یو څه,少し
786,ein wenig::ADV,یو څه,ちょっと
787,kaum::ADV,ایله,ほとんど～ない
788,sehr::ADV,ډېر,とても
789,sehr::ADV,زيات,とても
790,so::ADV,داسې,こう
791,so::ADV,دومره,こう
792,noch::ADV,نور,まだ
793,nur::ADV,تش,～だけ
794,nur::ADV,صرف,～だけ
795,schon::ADV,دمخه,もう
796,wieder::ADV,بیا,再び
797,vergebens::ADV,عبث,無駄に
798,vor::PRP,دمخه,前に
799,hinter::PRP,شاته,後ろに
800,unter::PRP,لاندي,下に
801,durch::PRP,د مینځ نه,通して
802,neben::PRP,نژدې,横に
803,zwischen::PRP,ترمینځ,間に
804,wegen::PRP,د ... له لاسه,為に
805,wegen::PRP,د ... له لاسه,せいで
806,dies::PRN,دا,これ
807,das::PRN,دا,それ
808,alles::PRN,هرڅهٔ,全部
809,ich::PRN,زه,私
810,du::PRN,ته,あなた
