,Concept_ID,la,et
839,tauen::V,rorare,sulama
840,schmelzen::V,liquescere,sulama
841,trocknen::V,arescere,kuivama
842,sieden::V,fervere,keema
843,faulen::V,putescere,mädanema
844,verfaulen::V,putescere,mädanema
845,reißen::V,scindi,rebenema
846,versinken::V,mergi,uppuma
847,vergehen::V,praeterire,mööduma
848,erscheinen::V,apparere,ilmuma
849,verschwinden::V,discedere,kaduma
850,sinken::V,labi,vajuma
851,sinken::V,labi,langema
852,abnehmen::V,deminui,vähenema
853,abnehmen::V,deminui,kahenema
854,zunehmen::V,augeri,kasvama
855,steigen::V,augescere,tõusma
856,steigen::V,augescere,üles minema
857,wachsen::V,crescere,kasvama
858,glänzen::V,splendere,läikimä
859,funkeln::V,micare,sädelema
860,lärmen::V,strepere,lärmama
861,läuten::V,sonare,helisema
862,klingeln::V,tinnire,helisema
863,klirren::V,crepare,kõlisema
864,brausen::V,saevire,kohisema
865,rauschen::V,crepare,kohisema
866,klingen::V,sonare,kõlama
867,bellen::V,latrare,haukuma
868,heulen::V,ululare,uluma
869,blasen::V,flare,puhuma
870,pfeifen::V,sibilare,vilistama
871,schreien::V,clamare,karjuma
872,stöhnen::V,gemere,oigama
873,zittern::V,tremere,värisema
874,zittern::V,trepidare,värisema
875,leben::V,vivere,elama
876,leben::V,vivere,elus olema
877,geboren werden::V,nasci,sündima
878,atmen::V,spirare,hingama
879,trinken::V,bibere,jooma
880,essen::V,edere,sööma
881,schlucken::V,devorare,neelama
882,müde werden::V,fatigari,väsima
883,einschlafen::V,obdormiscere,uinuma
884,schlafen::V,dormire,magama
885,aufwachen::V,expergisci,ärkama
886,aufstehen::V,exsurgere,ärkama
887,aufstehen::V,exsurgere,üles tõusma
888,sich erholen::V,se reficere,puhkama
889,krank werden::V,aegrescere,haigestuma
890,krank werden::V,aegrescere,haigeks jääma
891,krank sein::V,aegrotare,haige olema
892,schmerzen::V,dolere,valutama
893,husten::V,tussire,köhima
894,genesen::V,convalescere,toibuma
895,sterben::V,mori,surema
896,umkommen::V,perire,surma saama
897,sich bewegen::V,se movere,liikuma
898,sich rühren::V,micare,liikuma
899,sich erheben::V,surgere,kerkima
900,sich setzen::V,considere,istet võtma
901,hinfallen::V,cadere,kukkuma
902,hinfallen::V,cadere,maha kukkuma
903,laufen::V,vadere,kõndima
904,schreiten::V,gradi,astuma
905,spazierengehen::V,ambulare,jalutama
906,eilen::V,properare,ruttama
907,eilen::V,properare,kiirustama
908,sich beeilen::V,festinare,ruttama
909,sich beeilen::V,festinare,kiirustama
910,sausen::V,currere,kihutama
911,sausen::V,currere,tormama
912,rennen::V,currere,jooksma
913,rennen::V,currere,kihutama
914,springen::V,salire,hüppama
915,klettern::V,niti,ronima
916,schaukeln::V,oscillare,kiikuma
917,kriechen::V,repere,roomama
918,kriechen::V,serpere,roomama
919,schwimmen::V,nare,ujuma
920,schwimmen::V,natare,ujuma
921,tauchen::V,mergere,sukelduma
922,rudern::V,remigare,sõudma
923,fahren::V,vehi,sõitma
924,fliegen::V,volare,lendama
925,gehen::V,ire,käima
926,gehen::V,ire,minema
927,gehen::V,vadere,käima
928,gehen::V,vadere,minema
929,weggehen::V,abire,ära minema
930,weggehen::V,abire,välja minema
931,weggehen::V,discedere,ära minema
932,weggehen::V,discedere,välja minema
933,abfahren::V,proficisci,väljuma
934,abfahren::V,proficisci,ära sõitma
935,anhalten::V,consistere,peatuma
936,hineingehen::V,inire,sisenema
937,hineingehen::V,inire,sisse minema
938,hineingehen::V,ingredi,sisenema
939,hineingehen::V,ingredi,sisse minema
940,eintreten::V,intrare,sisenema
941,eintreten::V,intrare,sisse astuma
942,kommen::V,venire,tulema
943,ankommen::V,advenire,saabuma
944,zurückkommen::V,revenire,tagasi tulema
945,bleiben::V,manere,jääma
946,warten::V,opperiri,ootama
947,erwarten::V,opperiri,ootama
948,erwarten::V,opperiri,lootma
949,erwarten::V,expectare,ootama
950,erwarten::V,expectare,lootma
951,suchen::V,quaerere,otsima
952,finden::V,reperire,leidma
953,versuchen::V,conari,püüdma
954,versuchen::V,conari,üritama
955,versuchen::V,conari,katsetama
956,versuchen::V,temptare,püüdma
957,versuchen::V,temptare,üritama
958,versuchen::V,temptare,katsetama
959,vorbereiten::V,parare,valmistama
960,lieben::V,amare,armastama
961,mögen::V,amare,sallima
962,mögen::V,amare,meeldima
963,lachen::V,ridere,naerma
964,rühren::V,commovere,liigutama
965,rühren::V,commovere,heldima panema
966,weinen::V,flere,nutma
967,schimpfen::V,increpare,sõimama
968,sich ärgern::V,indignari,ärrituma
969,sich ärgern::V,indignari,vihastuma
970,sich fürchten::V,vereri,kartma
971,sich fürchten::V,vereri,hirmu tundma
972,fürchten::V,timere,kartma
973,fliehen::V,fugere,põgenema
974,flüchten::V,effugere,põgenema
975,sehen::V,videre,nägema
976,anschauen::V,aspectare,vaatama
977,ansehen::V,spectare,vaatama
978,hören::V,audire,kuulma
979,zuhören::V,auscultare,kuulama
980,probieren::V,gustare,proovima
981,riechen::V,olfacere,nuusutama
982,fühlen::V,sentire,tundma
983,scheinen::V,videri,näida
984,scheinen::V,videri,ilmuda
985,zu sehen sein::V,conspici,ilmuma
986,vernehmen::V,comperire,üle kuulama
987,frieren::V,algere,külmetada
988,tun::V,facere,tegema
989,können::V,posse,võima
990,können::V,posse,oskama
991,wollen::V,velle,tahtma
992,anfangen::V,incipere,hakkama
993,anfangen::V,incipere,alustama
994,beenden::V,finire,lõpetama
995,aufhören::V,desistere,lakkama
996,gelingen::V,contingere,õnnestuma
997,geraten::V,evenire,jõudma
998,öffnen::V,aperire,avama
999,schließen::V,claudere,sulgema
1000,stellen::V,sistere,panema
1001,stellen::V,sistere,asetama
1002,setzen::V,ponere,panema
1003,legen::V,ponere,panema
1004,legen::V,ponere,asetama
1005,berühren::V,tangere,riivama
1006,berühren::V,tangere,puudutama
1007,verbinden::V,iungere,ühendama
1008,bedecken::V,tegere,katma
1009,bedecken::V,operire,katma
1010,aufhängen::V,suspendere,riputama
1011,anzünden::V,accendere,süütama
1012,anzünden::V,inflammare,süütama
1013,aufheben::V,tollere,üles tõstma
1014,zurücklassen::V,relinquere,jätma
1015,verlieren::V,perdere,kaotama
1016,verlieren::V,amittere,kaotama
1017,fallen lassen::V,dimittere,maha pillama
1018,fallen lassen::V,dimittere,kukkuda laskma
1019,machen::V,facere,tegema
1020,herstellen::V,fabricare,valmistama
1021,bauen::V,construere,ehitama
1022,reparieren::V,reparare,parandama
1023,verbessern::V,emendare,parandama
1024,ändern::V,mutare,muutma
1025,ändern::V,mutare,ümber tegema
1026,graben::V,fodere,kaevama
1027,beugen::V,flectere,painutama
1028,biegen::V,curvare,painutama
1029,drehen::V,torquere,keerama
1030,wenden::V,vertere,ümber pöörama
1031,umdrehen::V,convertere,ümber keerama
1032,heben::V,tollere,tõstma
1033,hochheben::V,levare,üles tõstma
1034,hochheben::V,levare,kõrgele tõstma
1035,ergreifen::V,capessere,haarama
1036,halten::V,tenere,hoidma
1037,drücken::V,premere,pigistama
1038,schieben::V,promovere,lükkama
1039,kratzen::V,radere,kraapima
1040,lecken::V,lambere,lakkuma
1041,beißen::V,mordere,purema
1042,beißen::V,mordere,hammustama
1043,abreißen::V,avellere,rebima
1044,abreißen::V,avellere,ära rebima
1045,abschneiden::V,desecare,ära lõikama
1046,binden::V,ligare,siduma
1047,stecken::V,inserere,pistma
1048,brechen::V,rumpere,murdma
1049,klopfen::V,pultare,koputama
1050,hauen::V,ferire,lööma
1051,kleben::V,agglutinare,kleepima
1052,reiben::V,terere,hõõruma
1053,streichen::V,oblinere,silitama
1054,schleifen::V,acuere,lihvima
1055,schleifen::V,acuere,teritama
1056,schneiden::V,secare,lõikama
1057,rütteln::V,quassare,raputama
1058,schütteln::V,quatere,raputama
1059,schütteln::V,quatere,loksutama
1060,schwenken::V,ventilare,vehkima
1061,schwenken::V,ventilare,lehvitama
1062,schütten::V,fundere,kallama
1063,füllen::V,complere,täitma
1064,einwickeln::V,involvere,sisse mähkima
1065,tragen::V,ferre,kandma
1066,tragen::V,portare,kandma
1067,schleppen::V,pertrahere,tassima
1068,schleppen::V,pertrahere,lohistama
1069,ziehen::V,trahere,vedama
1070,ziehen::V,trahere,tõmbama
1071,aufbewahren::V,asservare,säilitama
1072,aufbewahren::V,asservare,alal hoidma
1073,werfen::V,iacere,viskama
1074,fangen::V,capere,püüdma
1075,packen::V,capessere,kinni haarama
1076,packen::V,capessere,kinni võtma
1077,verstecken::V,abdere,peitma
1078,teilen::V,partiri,jagama
1079,teilen::V,partiri,jaotama
1080,teilen::V,dividere,jagama
1081,teilen::V,dividere,jaotama
1082,schicken::V,mittere,saatma
1083,bringen::V,apportare,viima
1084,hinzufügen::V,addere,lisama
1085,bekommen::V,adipisci,saama
1086,erhalten::V,accipere,saama
1087,nehmen::V,sumere,võtma
1088,wählen::V,eligere,valima
1089,auswählen::V,deligere,valima
1090,bewahren::V,conservare,hoidma
1091,behindern::V,impedire,takistama
1092,verderben::V,corrumpere,rikkuma
1093,beschädigen::V,laedere,rikkuma
1094,zerbrechen::V,rumpere,katki tegema
1095,zerbrechen::V,frangere,katki tegema
1096,zerreißen::V,discindere,katki rebima
1097,zerstören::V,delere,purustama
1098,verbrennen::V,urere,põletama
1099,verbrennen::V,cremare,põletama
1100,geben::V,dare,andma
1101,reichen::V,praebere,andma
1102,reichen::V,praebere,ulatama
1103,schenken::V,donare,kinkima
1104,schenken::V,largiri,kinkima
1105,versprechen::V,polliceri,lubama
1106,versprechen::V,polliceri,tõotama
1107,versprechen::V,promittere,lubama
1108,versprechen::V,promittere,tõotama
1109,loben::V,laudare,kiitma
1110,küssen::V,osculari,suudlema
1111,zudecken::V,tegere,kaanetama
1112,zudecken::V,tegere,kinni katma
1113,wecken::V,excitare,äratama
1114,zeigen::V,monstrare,näitama
1115,führen::V,ducere,juhatama
1116,lehren::V,docere,õpetama
1117,unterrichten::V,instituere,õpetama
1118,aufziehen::V,nutrire,üles kasvatama
1119,leiten::V,ducere,juhtima
1120,antreiben::V,incitare,ergutama
1121,lassen::V,iubere,laskma
1122,einladen::V,invitare,kutsuma
1123,vereinigen::V,coniungere,ühendama
1124,besuchen::V,visere,külastama
1125,treffen::V,convenire,kohtama
1126,sich versammeln::V,convenire,kogunema
1127,spielen::V,ludere,mängima
1128,singen::V,cantare,laulma
1129,tanzen::V,saltare,tantsima
1130,sich trennen::V,digredi,lahku minema
1131,sich trennen::V,discedere,lahku minema
1132,verlassen::V,deserere,maha jätma
1133,verlassen::V,relinquere,maha jätma
1134,retten::V,servare,päästma
1135,bewachen::V,custodire,valvama
1136,schützen::V,tueri,kaitsma
1137,schützen::V,tutari,kaitsma
1138,verteidigen::V,defendere,kaitsma
1139,sich schlagen::V,luctari,kaklema
1140,schießen::V,iaculari,tulistama
1141,siegen::V,vincere,võitma
1142,ärgern::V,irritare,ärritama
1143,ärgern::V,irritare,vihastama
1144,schlagen::V,ferire,lööma
1145,treten::V,calcare,sõtkuma
1146,stechen::V,pungere,pistma
1147,stechen::V,pungere,torkama
1148,stoßen::V,tundere,tõukama
1149,stehlen::V,furari,varastama
1150,stören::V,turbare,segama
1151,stören::V,turbare,häirima
1152,belästigen::V,obtundere,ahistama
1153,verbergen::V,celare,peitma
1154,verbergen::V,celare,varjama
1155,verbergen::V,occultare,peitma
1156,verbergen::V,occultare,varjama
1157,täuschen::V,fallere,petma
1158,täuschen::V,fallere,tüssama
1159,betrügen::V,fraudare,petma
1160,betrügen::V,fraudare,tüssama
1161,betrügen::V,fraudare,truudust murtma
1162,töten::V,necare,tapma
1163,töten::V,necare,surmama
1164,töten::V,caedere,tapma
1165,töten::V,caedere,surmama
1166,wohnen::V,habitare,elama
1167,arbeiten::V,laborare,töötama
1168,sammeln::V,colligere,koguma
1169,sammeln::V,colligere,korjama
1170,pflücken::V,carpere,noppima
1171,jagen::V,venari,jahtima
1172,fischen::V,piscari,kalastama
1173,fischen::V,piscari,kala püüdma
1174,fassen::V,capere,püüdma
1175,hüten::V,custodire,karjatama
1176,treiben::V,agere,ajama
1177,anbinden::V,alligare,kinni siduma
1178,füttern::V,nutrire,söötma
1179,melken::V,mulgere,lüpsma
1180,hacken::V,findere,raiuma
1181,hacken::V,findere,lõhkuma
1182,gießen::V,rigare,kastma
1183,reifen::V,maturescere,valmima
1184,zubereiten::V,apparare,valmistama
1185,kochen::V,coquere,keetma
1186,backen::V,coquere,küpsetama
1187,braten::V,torrere,praadima
1188,umrühren::V,commovere,segama
1189,stricken::V,texere,kuduma
1190,nähen::V,suere,õmblema
1191,färben::V,tingere,värvima
1192,reinigen::V,purgare,puhastama
1193,waschen::V,lavare,pesema
1194,abwischen::V,abstergere,puhtaks pühkima
1195,spülen::V,perluere,uhtma
1196,fegen::V,verrere,pühkima
1197,kehren::V,purgare,pühkima
1198,baden::V,lavari,suplema
1199,baden::V,lavari,kümblema
1200,sich waschen::V,lavari,end pesema
1201,ausziehen::V,exuere,käest võtma
1202,ausziehen::V,exuere,jalast võtma
1203,ausziehen::V,exuere,seljast võtma
1204,anziehen::V,induere,jalga panema
1205,sich anziehen::V,vestiri,riietuma
1206,kämmen::V,pectere,kammima
1207,schmücken::V,ornare,kaunistama
1208,schmücken::V,decorare,kaunistama
1209,sagen::V,dicere,ütlema
1210,sprechen::V,fari,rääkima
1211,sprechen::V,fari,kõnelema
1212,reden::V,loqui,kõnelema
1213,sich unterhalten::V,colloqui,vestlema
1214,sich unterhalten::V,disputare,vestlema
1215,fragen::V,rogare,küsima
1216,fragen::V,quaerere,küsima
1217,bitten::V,orare,paluma
1218,bitten::V,rogare,paluma
1219,erzählen::V,narrare,jutustama
1220,mitteilen::V,communicare,teatama
1221,mitteilen::V,communicare,teada andma
1222,nennen::V,appellare,nimetama
1223,rufen::V,vocare,kutsuma
1224,prahlen::V,gloriari,hooplema
1225,übersetzen::V,vertere,tõlkima
1226,denken::V,cogitare,mõtlema
1227,glauben::V,credere,uskuma
1228,bemerken::V,animadvertere,märkama
1229,erkennen::V,cognoscere,ära tundma
1230,begreifen::V,comprehendere,aru saama
1231,verstehen::V,intellegere,mõistma
1232,lernen::V,discere,õppima
1233,wissen::V,scire,teadma
1234,sich erinnern an::V,meminisse,mäletama
1235,vergessen::V,oblivisci,unustama
1236,messen::V,metiri,mõõtma
1237,zählen::V,numerare,loendama
1238,rechnen::V,reri,arvutama
1239,rechnen::V,calculare,arvutama
1240,lesen::V,legere,lugema
1241,malen::V,pingere,maalima
1242,zeichnen::V,scribere,joonistama
1243,schreiben::V,scribere,kirjutama
1244,besitzen::V,possidere,omama
1245,kaufen::V,emere,ostma
1246,verkaufen::V,vendere,müüma
1247,bezahlen::V,pendere,tasuma
1248,zahlen::V,solvere,maksma
1249,beherrschen::V,regere,valitsema
1250,beherrschen::V,imperare,valitsema
1251,ertragen::V,tolerare,taluma
1252,ertragen::V,sustinere,taluma
1253,wünschen::V,,soovima
1254,wiegen::V,,hällitama
