,Concept_ID,kk,bn
78,Funke::N,ұшқын,স্ফুলিঙ্গ
79,Feuer::N,алау,অগ্নি
80,Licht::N,шұғыла,আলো
81,Schatten::N,көлеңке,ছায়া
82,Wetter::N,ауа райы,আবহাওয়া
83,Nebel::N,тұман,কুহেলিকা
84,Wolke::N,бұлт,মেঘ
85,Regen::N,жаңбыр,বৃষ্টি
86,Schnee::N,қар,তুষার
87,Eis::N,мұз,বরফ
88,Frost::N,суық,তুষার
89,Kälte::N,ызғар,শৈত্য
90,Kälte::N,суықтық,শৈত্য
91,Hitze::N,аптап,তাপ
92,Raureif::N,қырау,তুহিন
93,Regenbogen::N,кемпірқосақ,রামধনু
94,Donner::N,күн күркіреу,বজ্রধ্বনি
95,Strömung::N,ағын,স্রোত
96,Tropfen::N,тамшы,ফোঁটা
97,Schaum::N,көбік,ফেনা
98,Schmutz::N,кір,ধুলা
99,See::N,көл,হ্রদ
100,Sumpf::N,саз,জলা
101,Moor::N,саз,মাঠ
102,Wiese::N,шалғын,তৃণভূমি
103,Wald::N,орман,বন
104,Hügel::N,төбе,পাহাড়
105,Hügel::N,белес,পাহাড়
106,Hügel::N,белес-белес,পাহাড়
107,Anhöhe::N,дөң,টিলা
108,Anhöhe::N,адыр,টিলা
109,Anhöhe::N,қырат,টিলা
110,Berg::N,тау,পর্বত
111,Gipfel::N,төбе,শীর্ষ
112,Höhle::N,үңгір,গুহা
113,Abhang::N,бауыр,ঢাল
114,Quelle::N,қайнар,উৎস
115,Bach::N,жылға,ক্ষুদ্র নদী
116,Fluss::N,өзен,নদী
117,Ufer::N,жиек,উপকূল
118,Küste::N,жиегі,তীর
119,Küste::N,жағалау,তীর
120,Festland::N,құрылық,ভূমি
121,Meer::N,теңіз,সমুদ্র
122,Bucht::N,шығанақ,উপসাগর
123,Insel::N,арал,দ্বীপ
124,Blume::N,гүл,ফুল
125,Gras::N,от,ঘাস
126,Wurzel::N,түбір,শিকড়
127,Baum::N,ағаш,গাছ
128,Baum::N,дарақ,গাছ
129,Stamm::N,сояу,স্কন্ধ
130,Stamm::N,оқпан,স্কন্ধ
131,Rinde::N,қабық,বল্কল
132,Ast::N,бұтақ,শাখা
133,Zweig::N,шыбық,ডাল
134,Blatt::N,жапырақ,পর্ণ
135,Birke::N,қайың,ভুর্জ
136,Kiefer[Baum]::N,қарағай,পাইন গাছ
137,Weide[Baum]::N,тал,উইলো
138,Tanne::N,шырша,দেবদারূ গাছ
139,Horn::N,мүйіз,শিং
140,Feder::N,қаламұш,পালক
141,Fell::N,тері,রোম
142,Flügel::N,қанат,ডানা
143,Klaue::N,тырнақ,নখর
144,Kralle::N,аяқ,নখর
145,Schwanz::N,құйрық,লেজ
146,Ei::N,жұмыртқа,ডিম
147,Nest::N,ұя,কুলায়
148,Bau::N,жатақ,ডেরা
149,Tier::N,айуан,জন্তু
150,Tier::N,жануар,জন্তু
151,Herde::N,пада,ঝাঁক
152,Kuh::N,сиыр,গোরু
153,Bulle::N,өгіз,বৃষ
154,Pferd::N,жылқы,ঘোড়া
155,Schaf::N,қой,ভেড়া
156,Schwein::N,шошқа,শূকর
157,Hund::N,ит,কুকুর
158,Katze::N,мысық,বেড়াল
159,Bär::N,аю,ভল্লুক
160,Eichhörnchen::N,тиін,কাঠবিড়াল
161,Elch::N,бұғы,হরিণবিশেষ
162,Fuchs::N,түлкі,পাঁতিশিয়াল
163,Hase::N,қоян,শশক
164,Maus::N,қаптесер,নেংটি ইঁদুর
165,Wolf::N,бөрі,নেকড়ে
166,Wolf::N,қасқыр,নেকড়ে
167,Vogel::N,құс,পক্ষী
168,Schwarm::N,топ,ঝাঁক
169,Schwarm::N,үйір,ঝাঁক
170,Huhn::N,тауық,মোরগ
171,Huhn::N,мекиен,মোরগ
172,Hahn::N,әтеш,কুক্কুট
173,Hahn::N,қораз,কুক্কুট
174,Gans::N,қаз,হংসী
175,Adler::N,бүркіт,ইগল
176,Ente::N,үйрек,হংসী
177,Eule::N,жапалақ,পেচক
178,Kranich::N,тырна,সারস
179,Krähe::N,қарға,কাক
180,Kuckuck::N,көкек,কোকিল
181,Schwan::N,аққу,মরাল
182,Fisch::N,балық,মাছ
183,Barsch::N,алабұға,মৎন্যবিশেষ
184,Hecht::N,шортан,বানমাছ
185,Schlange[Tier]::N,жылан,সর্প
186,Wurm::N,шұбалшаң,কীট
187,Spinne::N,өрмекші,মাকড়সা
188,Ameise::N,қүмырска,পিপীলিকা
189,Laus::N,бит,উকুন
190,Mücke::N,маса,মশা
191,Fliege::N,шыбын,মাছি
192,Schmetterling::N,көбелек,প্রজাপতি
193,Beere::N,жидек,বেরি
194,Apfel::N,алма,আপেল
195,Pilz::N,қозықұйрық,ছত্রক
196,Pilz::N,саңыраукулақ,ছত্রক
197,Zwiebel::N,жуа,পিয়াজ
198,Saat::N,тұқым,বীজ
199,Korn::N,дән,শস্য
200,Heu::N,шөп,খড়
201,Schale::N,қабық,খোসা
202,Schale::N,қабығы,খোসা
203,Grube::N,ор,গর্ত
204,Falle::N,дұзақ,ফাঁদ
205,Falle::N,қақпан,ফাঁদ
206,Schlinge::N,ілмек,পাশ
207,Spur::N,із,চিহ্ন
208,Asche::N,күл,ভস্ম
209,Dreck::N,былғаныш,ময়লা
210,Eisen::N,темір,লোহা
211,Gold::N,алтын,স্বর্ণ
212,Silber::N,күміс,রৌপ্য
213,Kohle::N,көмір,অঙ্গার
214,Glas::N,шыны,কাচ
215,Lehm::N,балшық,মৃত্তিকা
216,Sand::N,құм,বালি
217,Mensch::N,адам,নর
218,Mensch::N,адам,মানুষ
219,Mann::N,еркек,মানুষ
220,Mann::N,ер адам,মানুষ
221,Frau::N,бике,নারী
222,Frau::N,қатын,নারী
223,Kind::N,бала,বাচ্চা
224,Kind::N,перзент,বাচ্চা
225,Junge::N,бала,ছেলে
226,Junge::N,ер бала,ছেলে
227,Mädchen::N,қыз,মেয়ে
228,Familie::N,жанұя,পরিবার
229,Großvater::N,ата,মাতামহ
230,Großmutter::N,әже,মাতামহী
231,Großmutter::N,әжей,মাতামহী
232,Eltern::N,ата-аналар,মাতাপিতা
233,Vater::N,әке,পিতা
234,Mutter::N,ана,মাতা
235,Sohn::N,ұл,ছেলে
236,Tochter::N,қызым,মেয়ে
237,Bruder::N,бауырым,দাদা
238,Schwester::N,әпке,বোন
239,Schwester::N,әпке,দিদি
240,Onkel::N,көке,মামা
241,Tante::N,тәте,মাসী
242,Ehemann::N,ер,স্বামী
243,Ehefrau::N,зайып,পত্নী
244,Freude::N,қуаныш,উল্লাস
245,Freude::N,сүйініш,উল্লাস
246,Freude::N,шат-думан,উল্লাস
247,Freude::N,қуаныштылық,উল্লাস
248,Gelächter::N,күлу,হাসি
249,Glück::N,бақыт,সুখ
250,Glück::N,бақыттылық,সুখ
251,Kummer::N,аза,দুঃখ
252,Kummer::N,қайғы,দুঃখ
253,Kummer::N,қасырет,দুঃখ
254,Wunsch::N,мүдде,আকাঙ্ক্ষা
255,Lust::N,тәбет,বাসনা
256,Lust::N,ынтызар,বাসনা
257,Lust::N,құштарлық,বাসনা
258,Geist::N,рух,আত্না
259,Gedanke::N,ой,চিন্তা
260,Gedächtnis::N,ес,স্মরণশক্তি
261,Gedächtnis::N,жады,স্মরণশক্তি
262,Gedächtnis::N,ақыл-ес,স্মরণশক্তি
263,Verstand::N,ақыл,মন
264,Verstand::N,парасат,মন
265,Sinn::N,мән,পদার্থ
266,Sinn::N,маныз,পদার্থ
267,Sinn::N,мағына,পদার্থ
268,Sinn::N,мән-мағына,পদার্থ
269,Grund::N,себеп,কারণ
270,Wahrheit::N,рас,সত্য
271,Gespräch::N,әңгіме,কথাবার্তা
272,Märchen::N,ертеп,রূপকথা
273,Märchen::N,ертек,রূপকথা
274,Erzählung::N,әңгіме,গল্প
275,Nachricht::N,хабар,তথ্য
276,Neuigkeit::N,жаңалық,খবরাখবর
277,Name::N,ат,নাম
278,Name::N,атау,নাম
279,Rätsel::N,жұмбақ,ধাঁধা
280,Rede::N,сөз,বক্তৃতা
281,Sprache::N,тіл,ভাষা
282,Stimme::N,үн,স্বর
283,Stimme::N,әуен,স্বর
284,Stimme::N,дауыс,স্বর
285,Wort::N,сөз,শব্দ
286,Zeichen::N,ишара,প্রতীক
287,Ruf::N,айғай,ডাক
288,Lärm::N,айғай-шу,হৈচৈ
289,Lärm::N,айғай-ұйғай,হৈচৈ
290,Laut::N,дыбыс,ধ্বনি
291,Laut::N,дауыс,ধ্বনি
292,Ton::N,әуен,স্বর
293,Lied::N,ән,গান
294,Lied::N,жыр,গান
295,Lied::N,ән-жыр,গান
296,Ruhe::N,тыныштық,শান্তি
297,Leute::N,кісілер,প্রজাপুঞ্জ
298,Volk::N,халық,জাতি
299,Arbeit::N,еңбек,চাকরি
300,Gast::N,қонақ,অতিথি
301,Gast::N,мейман,অতিথি
302,Geschenk::N,қадия,উপহার
303,Spiel::N,ойын,খেলা
304,Gesellschaft::N,қауым,সঙ্গিগণ
305,Gesellschaft::N,жұртшылық,সঙ্গিগণ
306,Hilfe::N,жэрдем,সাহায্য
307,Freund::N,дос,বন্ধু
308,Kamerad::N,дос-жар,সঙ্গী
309,Angelegenheit::N,жұмыс,বিষয়
310,Anzahl::N,сан,পরিমাণ
311,Anzahl::N,саны,পরিমাণ
312,Art::N,түр,রকম
313,Stück::N,тілім,টুকরো
314,Teil::N,үлес,অংশ
315,Teil::N,бөлшек,অংশ
316,Hälfte::N,жарты,অর্ধেক
317,Kreis::N,шеңбер,বৃত্ত
318,Kreuz::N,крест,ক্রুশ
319,Linie::N,сызық,রেখা
320,Strich::N,сызық,কষি
321,Abstand::N,ара,ফাঁক
322,Abstand::N,аралық,ফাঁক
323,Entfernung::N,аралық,ব্যবধান
324,Gegend::N,өңір,ক্ষেত্র
325,Platz::N,орны,জায়গা
326,Ort::N,орын,স্থান
327,Seite::N,жақ,পার্শ্ব
328,Seite::N,бүйір,পার্শ্ব
329,Mitte::N,ортасы,মধ্য
330,Gegenstand::N,зат,জিনিস
331,Gegenstand::N,нәрсе,জিনিস
332,Sache::N,бұйым,বস্তু
333,Rand::N,шет,কানা
334,Rand::N,шеті,কানা
335,Kante::N,қыр,ধার
336,Kante::N,қыры,ধার
337,Ecke::N,қыры,কোণ
338,Ecke::N,бұрыш,কোণ
339,Spitze::N,ұшы,ডগা
340,Ende::N,аяқ,প্রান্ত
341,Ende::N,соңы,প্রান্ত
342,Loch::N,тесік,গর্ত
343,Winkel::N,мүйіс,কোণ
344,Muster::N,мәнер,নমুন্
345,Größe::N,ауқым,আয়তন
346,Größe::N,көлемдік,আয়তন
347,Länge::N,бой,দৈর্ঘ্য
348,Länge::N,ұзындық,দৈর্ঘ্য
349,Höhe::N,жоғарылық,উচ্চতা
350,Höhe::N,биіктік,উচ্চতা
351,Gewicht::N,салмақ,ওজন
352,Menge::N,мөлшер,পরিমাণ
353,Haufen::N,үйме,পুঞ্জ
354,Haufen::N,үйінді,পুঞ্জ
355,Reihe::N,сап,শ্রেণী
356,Boot::N,қайық,নৌকা
357,Ruder::N,ескек,দাঁড়
358,Schlitten::N,шана,স্নেজ্-গাড়ি
359,Ski::N,шаңғы,শী
360,Lagerfeuer::N,алау,অগ্নি
361,Last::N,ауырлық,বোঝা
362,Last::N,ауыр зат,বোঝা
363,Gang::N,жүріс,হণ্টন
364,Schritt::N,адым,পদ
365,Norden::N,солтүстік,উত্তরদিক্
366,Norden::N,терістік,উত্তরদিক্
367,Süden::N,оңтүстік,দক্ষিণদিক
368,Westen::N,батыс,পশ্চিমদিক্
369,Osten::N,күншығыс,পূর্বদিক
370,Holz::N,ағаш,কাঠ
371,Holz::N,сүрек,কাঠ
372,Brett::N,тақта,তক্তা
373,Platte::N,тақта,ফলক
374,Stütze::N,тіреу,নাগদণ্ড
375,Stange::N,қада,দণ্ড
376,Stock::N,сойыл,ছড়ি
377,Stab::N,сырық,যষ্টি
378,Rohr::N,құбыр,নল
379,Haus::N,үй,ঘর
380,Heim::N,үйлі,বাসা
381,Heim::N,шаңырақ,বাসা
382,Ofen::N,ошақ,স্টোভ্
383,Ofen::N,пеш,স্টোভ্
384,Fußboden::N,еден,গহতল
385,Tisch::N,үстел,মেজ
386,Tisch::N,үстел,টেবিল
387,Stuhl::N,орындық,চেয়ার
388,Stuhl::N,орындық,কেদারা
389,Wiege::N,бесік,দোলনা
390,Bett::N,кереует,শয্যা
391,Regal::N,сөре,তাক
392,Kiste::N,жәшік,বাক্স
393,Fenster::N,терезе,জানালা
394,Tür::N,есік,দ্বার
395,Tor::N,дарбаза,দ্বার
396,Zaun::N,дуал,বেড়া
397,Dach::N,шатыр,ছাদ
398,Leiter::N,саты,মই
399,Leiter::N,басқыш,মই
400,Besen::N,сыпырғыш,গুল্মবিশেষ
401,Spaten::N,күрек,কোদাল
402,Schaufel::N,қалақ,বেলচা
403,Gabel::N,аша,কাঁটা
404,Gabel::N,шанышқы,কাঁটা
405,Löffel::N,қасық,চামচ
406,Messer::N,пышақ,ছুরি
407,Nagel::N,мық,পেরেক
408,Nagel::N,шеге,পেরেক
409,Netz::N,керегекөз,জাল
410,Haken::N,ілмек,কাচি
411,Griff::N,сап,হাতল
412,Griff::N,тұтқа,হাতল
413,Schloss::N,құлып,তালা
414,Schloss::N,бекіткіш,তালা
415,Bild::N,сурет,ছবি
416,Bild::N,сурет,চিত্র
417,Figur::N,тұлға,আকার
418,Puppe::N,қуыршақ,পুতুল
419,Beutel::N,қапшық,বটুয়া
420,Bündel::N,байлам,আঁটি
421,Tasche::N,дорба,থলি
422,Eimer::N,шелек,বাল্তি
423,Deckel::N,жапқыш,আবরণ
424,Geschirr::N,ыдыс,থালা-বাসন
425,Sack::N,қап,বস্তা
426,Tasse::N,шыныаяқ,কাপ
427,Topf::N,кәстрөл,পাত্র
428,Kessel::N,қазан,কেটলি
429,Essen::N,ас,আহার
430,Nahrung::N,ас,খাদ্য
431,Nahrung::N,тамақ,খাদ্য
432,Speise::N,тағам,খাদ্য
433,Fleisch::N,ет,মাংস
434,Getreide::N,дәнді,শস্য
435,Brei::N,ботқа,মণ্ড
436,Brot::N,күлше,রুটি
437,Scheibe::N,тілім,ফালি
438,Fett::N,май,মেদ
439,Butter::N,май,মাখন
440,Öl::N,май,তৈল
441,Salz::N,тұз,নুন
442,Suppe::N,көже,শুরুয়া
443,Honig::N,бал,মধু
444,Milch::N,сүт,দুধ
445,Tee::N,шай,চা
446,Leder::N,көн,পাকা চামড়া
447,Wolle::N,жүн,পশম
448,Stoff::N,мата,বস্ত্র
449,Stoff::N,кездеме,বস্ত্র
450,Nadel::N,ине,সুচ
451,Faden::N,жіп,সূত্র
452,Knopf::N,түйме,বোতাম
453,Knoten::N,түйін,গিঁট
454,Farbe::N,рең,রং
455,Kleidung::N,киім,কাপড়
456,Hemd::N,жейде,শার্ট
457,Kragen::N,жаға,গলবন্ধ
458,Ärmel::N,жең,আস্তিন্
459,Hose::N,шалбар,ট্রাউজার
460,Gürtel::N,белбеу,কটিবন্ধ
461,Mütze::N,қалпақ,টুপি
462,Schuh::N,кебіс,জুতো
463,Stiefel::N,етік,বুট
464,Ring::N,жүзік,আংটি
465,Band::N,таспа,ফিতা
466,Kamm::N,тарақ,চিরুনি
467,Spiegel::N,айна,আয়না
468,Riemen::N,қайыс,চাবুক
469,Schnur::N,жіп,দড়ি
470,Leine::N,тізгін,শিকল
471,Decke::N,көрпе,কম্বল
472,Kissen::N,жастық,উপাধান
473,Tuch::N,орамал,বস্ত্র
474,Handtuch::N,сүлгі,তোয়ালে
475,Kraft::N,қуат,জোর
476,Kraft::N,қарқын,জোর
477,Kraft::N,әл-шама,জোর
478,Kraft::N,әл-дәрмен,জোর
479,Stärke::N,әл,শক্তি
480,Stärke::N,күш,শক্তি
481,Gesundheit::N,денсаулык,স্বাস্থ্য
482,Krankheit::N,ауру,অসুখ
483,Krankheit::N,ауру,ব্যামো
484,Schmerz::N,ауру,যন্ত্রণা
485,Wunde::N,зақым,ক্ষত
486,Wunde::N,жарақат,ক্ষত
487,Fieber::N,безгек,জ্বর
488,Fieber::N,қалтырау,জ্বর
489,Fieber::N,қызу көтерілуі,জ্বর
490,Arznei::N,дәрі,ঔষধ
491,Arznei::N,дәрі-дәрмек,ঔষধ
492,Brücke::N,көпір,সেতু
493,Brunnen::N,құдық,কূপ
494,Weide::N,өріс,পশুচারণভূমি
495,Weide::N,жайылым,পশুচারণভূমি
496,Pfad::N,жол,পথ
497,Weg::N,жол,পথ
498,Straße::N,жол,রাস্তা
499,Dorf::N,ауыл,গ্রাম
500,Stadt::N,қала,শহর
501,Stadt::N,шаһар,শহর
502,Brief::N,хат,চিঠি
503,Brief::N,жазу,চিঠি
504,Buch::N,кітап,বই
505,Buchstabe::N,әріп,অক্ষর
506,Buchstabe::N,қаріп,অক্ষর
507,Zeitung::N,газет,সংবাদপত্র
508,Leben::N,өмір,জীবন
509,Leben::N,тіршілік,জীবন
510,Tod::N,опат,মৃত্যু
511,Grab::N,мола,কবর
512,Grab::N,мазар,কবর
513,Kirche::N,шіркеу,গির্জা
514,Sünde::N,күнә,পাপ
515,Gott::N,алла,দেবতা
516,Gott::N,құдай,দেবতা
517,Gott::N,тәңірі,দেবতা
518,Gott::N,пәруардігер,দেবতা
519,Gott::N,жаратқан тәңірі,দেবতা
520,Arbeiter::N,жүмысшы,শ্রমিক
521,Chef::N,басшы,নেতা
522,Chef::N,жұмыс басқарушысы,নেতা
523,Meister::N,шебер,ব্যক্তি
524,Meister::N,өнерпаз,ব্যক্তি
525,Arzt::N,дәрігер,চিকিৎসক
526,Lehrer::N,мұғалім,অধ্যাপক
527,Geld::N,пұл,মুদ্রা
528,Geld::N,пұл,টাকাপয়সা
529,Geschäft::N,бизнес,ব্যস্ততা
530,Laden::N,дүкен,দোকান
531,Preis::N,ақы,মূল্য
532,Preis::N,құны,মূল্য
533,Preis::N,нарық,মূল্য
534,Ware::N,тауар,পণ্যদ্রব্য
535,Nutzen::N,пайда,সুবিধা
536,Reichtum::N,бақ-дәулет,ধনদৌলত
537,Welt::N,әлем,জগৎ
538,Welt::N,жиһан,জগৎ
539,Land::N,аймақ,খেত
540,Staat::N,мемлекет,রাষ্ট্র
541,König::N,патша,রাজা
542,Macht::N,өкімет,প্রভাব
543,Macht::N,қожалық,প্রভাব
544,Grenze::N,шек,সীমা
545,Krieg::N,соғыс,যুদ্ধ
546,Feind::N,жау,শত্রু
547,Feind::N,дұшпан,শত্রু
548,Gewalt::N,зорлык,জোর
549,Gewalt::N,зорлық-зомбылык,জোর
550,Kampf::N,күрес,লড়াই
551,Kampf::N,алыспақ,লড়াই
552,Bogen[Waffe]::N,саржа,ধনুক
553,Pfeil::N,жебе,বাণ
554,Gewehr::N,қару,বন্দুক
555,Fehler::N,әбес,ভুল
556,Fehler::N,қаталық,ভুল
557,Lüge::N,өтірік,মিথ্যা
558,Schaden::N,зиян,ক্ষতি
559,Schaden::N,зарар,ক্ষতি
560,Unglück::N,пәле,দুর্ভাগ্য
561,Unglück::N,қасырет,দুর্ভাগ্য
562,Unglück::N,ауыртпалық,দুর্ভাগ্য
563,Schuld::N,айыптылық,অপরাধ
564,Alter::N,жас,আয়ু
565,Alter::N,жас шамасы,আয়ু
566,Schluss::N,ада,শেষ
567,Schluss::N,бітуі,শেষ
568,Zeit::N,уақыт,সময়
569,Tag::N,күн,দিন
570,Morgen::N,таң,সকাল
571,Morgen::N,таңертең,সকাল
572,Mittag::N,талтүс,মধ্যাহু
573,Abend::N,кеш,সন্ধ্যা
574,Nacht::N,түн,রাত্রি
575,Woche::N,апта,সপ্তাহ
576,Monat::N,ай,মাস
577,Jahr::N,жыл,সৌরবর্ষ
578,Frühling::N,көктем,বসন্তকাল
579,Sommer::N,жаз,গ্রীষ্মকাল
580,Herbst::N,күз,শরংঋতু
581,Winter::N,қыс,শীতকাল
582,Januar::N,каңтар,জানুয়ারী
583,Februar::N,ақпан,ফেব্রুয়ারী
584,März::N,наурыз,মার্চ
585,April::N,сәуір,এপ্রিল
586,Mai::N,мамыр,মে
587,Juni::N,маусым,জুন
588,Juli::N,шілде,জুলাই
589,August::N,сүмбіле,অগাস্ট
590,August::N,тамыз,অগাস্ট
591,September::N,қыркүйек,সেপ্টেম্বর
592,Oktober::N,ақырап,অক্টোবর
593,November::N,қараша,নভেম্বর
594,Dezember::N,желтоқсан,ডিসেম্বর
595,Montag::N,дүйсенбі,সোমবার
596,Dienstag::N,сейсенбі,মঙ্গলবার
597,Mittwoch::N,сәрсенбі,বুধবার
598,Donnerstag::N,бейсенбі,বৃহম্পতিবার
599,Freitag::N,жұма,শুক্রবার
600,Samstag::N,сенбі,শনিবার
601,Sonntag::N,жексембі,রবিবার
602,groß::A,алпамсадай,বৃহৎ
603,klein::A,кішкене,ছোট
604,klein::A,қарғадай,ছোট
605,lang::A,сопақ,দীর্ঘ
606,lang::A,сорайған,দীর্ঘ
607,kurz::A,кеспелтек,খর্ব
608,kurz::A,кеспелтек,হ্রস্ব
609,breit::A,айдынды,চওড়া
610,schmal::A,қысық,সরু
611,dicht::A,жиі,ঘন
612,dick[Gegenstand]::A,шомбал,পুরু
613,dünn::A,жұқа,কৃশ
614,dünn::A,жіңішке,কৃশ
615,fein::A,қаңылтақ,সূক্ষ্ম
616,fest::A,берік,দৃঢ়
617,fest::A,мызғымас,দৃঢ়
618,flach::A,жалпак,সমতল
619,glatt::A,типыл,মসৃণ
620,hart::A,қатты,শক্ত
621,weich::A,жұмсақ,নরম
622,rund::A,домалақ,গোলাকার
623,spitz::A,үшкір,তীক্ষ্ন
624,scharf::A,сүйрік,শাণিত
625,stumpf::A,доғал,ভোঁতা
626,stumpf::A,өтпейтін,ভোঁতা
627,schwer::A,салмақты,ভারী
628,schön::A,сұлу,সুন্দর
629,heiß::A,ыссы,গরম
630,warm::A,жылы,ঈষদুষ্ণ
631,kalt::A,аязды,ঠাণ্ডা
632,kühl::A,салқын,শীতল
633,frisch::A,таза,তাজা
634,frisch::A,жаңа,তাজা
635,feucht::A,нам,ভিজা
636,feucht::A,дымқылды,ভিজা
637,nass::A,сулы,ভিজা
638,trocken::A,құрғақ,শুষ্ক
639,voll::A,толы,পূর্ণ
640,leer::A,бос,খালি
641,offen::A,ашып қойылған,খোলা
642,geschlossen::A,жабулы,বন্ধ
643,sauber::A,дақсыз,নির্মল
644,sauber::A,мұнтаздай,নির্মল
645,schmutzig::A,айғыз,নোংরা
646,schmutzig::A,сатпақ,নোংরা
647,schmutzig::A,сатал-сатал,নোংরা
648,roh::A,шикі,কাঁচা
649,reif::A,піскен,পাকা
650,lecker::A,дәмді,সুস্বাদ
651,süß::A,тәтті,মিষ্ট
652,bitter::A,ащы,তিক্ত
653,sauer::A,қышқыл,টক
654,hell::A,жарық,উজ্জ্বল
655,hell::A,жарқын,উজ্জ্বল
656,dunkel::A,қараңғы,অন্ধকারময়
657,schwarz::A,қара,কালো
658,weiß::A,ақ,সাদা
659,rot::A,қызыл,লাল
660,gelb::A,сары,হলদে
661,blau::A,көк,নীল
662,grün::A,жасыл,সবুজ
663,grau::A,бозамық,ছাই-রঙা
664,bunt::A,алабажак,রঙিন
665,billig::A,арзан,সস্তা
666,teuer::A,бағалы,আক্রা
667,wertvoll::A,құнды,মহার্ঘ
668,wertvoll::A,қымбат,মহার্ঘ
669,blind::A,көзсіз,কানা
670,blind::A,көр,কানা
671,blind::A,көр_соқыр,কানা
672,taub::A,керең,বধির
673,taub::A,саңырау,বধির
674,kräftig::A,қуатты,বিশাল
675,kräftig::A,қарымды,বিশাল
676,stark::A,білекті,শক্তিশালী
677,schwach::A,әлсіз,দুর্বল
678,schwach::A,күшсіз,দুর্বল
679,schwach::A,қайратсыз,দুর্বল
680,fett::A,семіз,মোটা
681,schlank::A,ашаң,কৃশ
682,hübsch::A,ажарлы,সুন্দর
683,hübsch::A,шырайлы,সুন্দর
684,böse::A,өш,খারাপ
685,böse::A,сұм,খারাপ
686,böse::A,жауыз,খারাপ
687,dumm::A,көкми,মূর্খ
688,dumm::A,ақымақ,মূর্খ
689,dumm::A,миы жоқ,মূর্খ
690,faul::A,жалқау,শ্রমবিমুখ
691,faul::A,еріншек,শ্রমবিমুখ
692,fleißig::A,ұқыпты,পরিশ্রমী
693,geizig::A,сараң,ব্যয়কুণ্ঠ
694,klug::A,жетік,দক্ষ
695,klug::A,ақылды,দক্ষ
696,geschickt::A,шебер,পটু
697,lieb::A,абзал,প্রেয়
698,lieb::A,айналайын,প্রেয়
699,lustig::A,көңілді,প্রফুল্ল
700,sanft::A,жуас,নম্র
