,Concept_ID,kk,sah
111,Hügel::N,белес,булгунньах
112,Hügel::N,белес-белес,булгунньах
113,Anhöhe::N,дөң,үрдэл
114,Anhöhe::N,адыр,үрдэл
115,Anhöhe::N,қырат,үрдэл
116,Berg::N,тау,хайа
117,Gipfel::N,төбе,чыпчаал
118,Höhle::N,үңгір,хайа_хаспаҕа
119,Höhle::N,үңгір,көҥүс
120,Abhang::N,бауыр,эниэ
121,Quelle::N,қайнар,дьүүктэ
122,Bach::N,жылға,үрүйэ
123,Fluss::N,өзен,өрүс
124,Ufer::N,жиек,биэрэк
125,Küste::N,жиегі,кытыл
126,Küste::N,жағалау,кытыл
127,Festland::N,құрылық,кураанах сир
128,Meer::N,теңіз,муора
129,Bucht::N,шығанақ,хомо
130,Bucht::N,шығанақ,бухта
131,Insel::N,арал,арыы
132,Blume::N,гүл,сибэкки
133,Gras::N,от,от
134,Wurzel::N,түбір,силис
135,Baum::N,ағаш,мас
136,Baum::N,дарақ,мас
137,Stamm::N,сояу,умнас
138,Stamm::N,оқпан,умнас
139,Rinde::N,қабық,хатырык
140,Ast::N,бұтақ,мутук
141,Zweig::N,шыбық,лабаа
142,Blatt::N,жапырақ,сэбирдэх
143,Birke::N,қайың,хатыҥ
144,Kiefer[Baum]::N,қарағай,бэс
145,Weide[Baum]::N,тал,үөт
146,Weide[Baum]::N,тал,талах
147,Tanne::N,шырша,харыйа
148,Horn::N,мүйіз,муос
149,Feder::N,қаламұш,куорсун
150,Fell::N,тері,тирии
151,Flügel::N,қанат,кынат
152,Klaue::N,тырнақ,тыҥырах
153,Kralle::N,аяқ,баппаҕай
154,Schwanz::N,құйрық,кутурук
155,Ei::N,жұмыртқа,сымыыт
156,Nest::N,ұя,уйа
157,Bau::N,жатақ,хороон
158,Tier::N,айуан,кыыл
159,Tier::N,айуан,харамай
160,Tier::N,жануар,кыыл
161,Tier::N,жануар,харамай
162,Herde::N,пада,үөр
163,Kuh::N,сиыр,ынах
164,Bulle::N,өгіз,оҕус
165,Pferd::N,жылқы,сылгы
166,Schaf::N,қой,овца
167,Schwein::N,шошқа,сибиинньэ
168,Hund::N,ит,ыт
169,Katze::N,мысық,куоска
170,Bär::N,аю,эһэ
171,Eichhörnchen::N,тиін,тииҥ
172,Elch::N,бұғы,тайах
173,Fuchs::N,түлкі,саһыл
174,Hase::N,қоян,куобах
175,Maus::N,қаптесер,кутуйах
176,Wolf::N,бөрі,бөрө
177,Wolf::N,қасқыр,бөрө
178,Vogel::N,құс,көтөр
179,Schwarm::N,топ,бөлөх
180,Schwarm::N,үйір,бөлөх
181,Huhn::N,тауық,куурусса
182,Huhn::N,мекиен,куурусса
183,Hahn::N,әтеш,бөтүүк
184,Hahn::N,қораз,бөтүүк
185,Gans::N,қаз,хаас
186,Adler::N,бүркіт,хотой
187,Ente::N,үйрек,кус
188,Eule::N,жапалақ,мэкчиргэ
189,Kranich::N,тырна,туруйа
190,Krähe::N,қарға,тураах
191,Kuckuck::N,көкек,кэҕэ
192,Schwan::N,аққу,куба
193,Fisch::N,балық,балык
194,Barsch::N,алабұға,алыһар
195,Hecht::N,шортан,сордон
196,Schlange[Tier]::N,жылан,моҕой
197,Schlange[Tier]::N,жылан,эриэн үөн
198,Wurm::N,шұбалшаң,үөн
199,Spinne::N,өрмекші,ооҕуй
200,Ameise::N,қүмырска,кымырдаҕас
201,Laus::N,бит,быт
202,Mücke::N,маса,кумаар
203,Fliege::N,шыбын,сахсырҕа
204,Schmetterling::N,көбелек,лыах
205,Schmetterling::N,көбелек,үрүмэччи
206,Beere::N,жидек,отон
207,Apfel::N,алма,яблоко
208,Pilz::N,қозықұйрық,тэллэй
209,Pilz::N,саңыраукулақ,тэллэй
210,Zwiebel::N,жуа,луук
211,Saat::N,тұқым,сиэмэ
212,Korn::N,дән,сиэмэ
213,Heu::N,шөп,от
214,Schale::N,қабық,хах
215,Schale::N,қабығы,хах
216,Grube::N,ор,дьаама
217,Falle::N,дұзақ,сохсо
218,Falle::N,қақпан,сохсо
219,Schlinge::N,ілмек,уктаа
220,Spur::N,із,суол
221,Asche::N,күл,күл
222,Dreck::N,былғаныш,бадараан
223,Eisen::N,темір,тимир
224,Gold::N,алтын,көмүс
225,Gold::N,алтын,кыһыл көмүс
226,Silber::N,күміс,көмүс
227,Silber::N,күміс,үрүҥ көмүс
228,Kohle::N,көмір,чох
229,Glas::N,шыны,өстүөкүлэ
230,Lehm::N,балшық,туой
231,Sand::N,құм,кумах
232,Mensch::N,адам,киһи
233,Mann::N,еркек,эр
234,Mann::N,ер адам,эр
235,Frau::N,бике,дьахтар
236,Frau::N,қатын,дьахтар
237,Kind::N,бала,оҕо
238,Kind::N,перзент,оҕо
239,Junge::N,бала,уол
240,Junge::N,ер бала,уол
241,Mädchen::N,қыз,кыыс оҕо
242,Familie::N,жанұя,кэргэн
243,Großvater::N,ата,эһэ
244,Großmutter::N,әже,эбэ
245,Großmutter::N,әжей,эбэ
246,Eltern::N,ата-аналар,аҕа-ийэ
247,Vater::N,әке,аҕа
248,Mutter::N,ана,ийэ
249,Sohn::N,ұл,уол
250,Tochter::N,қызым,кыыс
251,Bruder::N,бауырым,убай
252,Bruder::N,бауырым,быраат
253,Schwester::N,әпке,аҕас
254,Schwester::N,әпке,балыс
255,Onkel::N,көке,таай
256,Onkel::N,көке,абаҕа
257,Tante::N,тәте,эдьиий
258,Ehemann::N,ер,эр
259,Ehefrau::N,зайып,ойох
260,Freude::N,қуаныш,үөрүү
261,Freude::N,сүйініш,үөрүү
262,Freude::N,шат-думан,үөрүү
263,Freude::N,қуаныштылық,үөрүү
264,Gelächter::N,күлу,күлүү
265,Glück::N,бақыт,дьол
266,Glück::N,бақыт,соргу
267,Glück::N,бақыттылық,дьол
268,Glück::N,бақыттылық,соргу
269,Kummer::N,аза,кутурҕан
270,Kummer::N,қайғы,кутурҕан
271,Kummer::N,қасырет,кутурҕан
272,Wunsch::N,мүдде,баҕарыы
273,Lust::N,тәбет,баҕа
274,Lust::N,ынтызар,баҕа
275,Lust::N,құштарлық,баҕа
276,Geist::N,рух,тыын
277,Gedanke::N,ой,санаа
278,Gedächtnis::N,ес,өй
279,Gedächtnis::N,жады,өй
280,Gedächtnis::N,ақыл-ес,өй
281,Verstand::N,ақыл,өй
282,Verstand::N,парасат,өй
283,Sinn::N,мән,суолта
284,Sinn::N,маныз,суолта
285,Sinn::N,мағына,суолта
286,Sinn::N,мән-мағына,суолта
287,Grund::N,себеп,төрүөт
288,Wahrheit::N,рас,кырдьык
289,Gespräch::N,әңгіме,бэсиэдэ
290,Gespräch::N,әңгіме,кэпсэтии
291,Märchen::N,ертеп,остуоруйа
292,Märchen::N,ертек,остуоруйа
293,Erzählung::N,әңгіме,кэпсээн
294,Nachricht::N,хабар,биллэриллии
295,Neuigkeit::N,жаңалық,сонун
296,Name::N,ат,аат
297,Name::N,атау,аат
298,Rätsel::N,жұмбақ,таабырын
299,Rede::N,сөз,этии
300,Sprache::N,тіл,тыл
301,Stimme::N,үн,куолас
302,Stimme::N,әуен,куолас
303,Stimme::N,дауыс,куолас
304,Wort::N,сөз,тыл
305,Zeichen::N,ишара,бэлиэ
306,Ruf::N,айғай,ыҥырыы
307,Lärm::N,айғай-шу,айдаан
308,Lärm::N,айғай-ұйғай,айдаан
309,Laut::N,дыбыс,тыас
310,Laut::N,дауыс,тыас
311,Ton::N,әуен,дорҕоон
312,Lied::N,ән,ырыа
313,Lied::N,жыр,ырыа
314,Lied::N,ән-жыр,ырыа
315,Ruhe::N,тыныштық,уу чуумпу
316,Leute::N,кісілер,дьон
317,Volk::N,халық,дьон
318,Volk::N,халық,норуот
319,Arbeit::N,еңбек,үлэ
320,Gast::N,қонақ,ыалдьыт
321,Gast::N,мейман,ыалдьыт
322,Geschenk::N,қадия,бэлэх
323,Spiel::N,ойын,оонньуу
324,Gesellschaft::N,қауым,общество
325,Gesellschaft::N,жұртшылық,общество
326,Hilfe::N,жэрдем,көмө
327,Freund::N,дос,доҕор
328,Kamerad::N,дос-жар,атас
329,Angelegenheit::N,жұмыс,дьыала
330,Anzahl::N,сан,ахсаан
331,Anzahl::N,саны,ахсаан
332,Art::N,түр,биис
333,Stück::N,тілім,кырбас
334,Teil::N,үлес,ирээт
335,Teil::N,бөлшек,ирээт
336,Hälfte::N,жарты,аҥар
337,Kreis::N,шеңбер,төгүрүк
338,Kreis::N,шеңбер,төгүрүмтэ
339,Kreuz::N,крест,кириэс
340,Linie::N,сызық,сурааһын
341,Strich::N,сызық,сурааһын
342,Abstand::N,ара,арыт
343,Abstand::N,аралық,арыт
344,Entfernung::N,аралық,ыраах
345,Gegend::N,өңір,сир
346,Platz::N,орны,арыт
347,Ort::N,орын,сир
348,Seite::N,жақ,өрүт
349,Seite::N,жақ,сирэй
350,Seite::N,бүйір,өрүт
351,Seite::N,бүйір,сирэй
352,Mitte::N,ортасы,орто
353,Gegenstand::N,зат,предмет
354,Gegenstand::N,нәрсе,предмет
355,Sache::N,бұйым,мал
356,Rand::N,шет,кытыы
357,Rand::N,шет,ойоҕос
358,Rand::N,шеті,кытыы
359,Rand::N,шеті,ойоҕос
360,Kante::N,қыр,кырыы
361,Kante::N,қыры,кырыы
362,Ecke::N,қыры,муннук
363,Ecke::N,бұрыш,муннук
364,Spitze::N,ұшы,чыпчаал
365,Ende::N,аяқ,төбө
366,Ende::N,соңы,төбө
367,Loch::N,тесік,тэһэҕэс
368,Loch::N,тесік,дьөлөҕөс
369,Winkel::N,мүйіс,муннук
370,Muster::N,мәнер,оһуор
371,Größe::N,ауқым,кээмэй
372,Größe::N,көлемдік,кээмэй
373,Länge::N,бой,уста
374,Länge::N,ұзындық,уста
375,Höhe::N,жоғарылық,үрдүк
376,Höhe::N,биіктік,үрдүк
377,Gewicht::N,салмақ,ыйааһын
378,Menge::N,мөлшер,ахсаан
379,Haufen::N,үйме,чөмчөх
380,Haufen::N,үйінді,чөмчөх
381,Reihe::N,сап,кэккэ
382,Boot::N,қайық,оҥочо
383,Ruder::N,ескек,эрдии
384,Schlitten::N,шана,сыарҕа
385,Ski::N,шаңғы,хайыһар
386,Lagerfeuer::N,алау,кутаа
387,Last::N,ауырлық,ыарахан
388,Last::N,ауыр зат,ыарахан
389,Gang::N,жүріс,хаамыы
390,Schritt::N,адым,хардыы
391,Norden::N,солтүстік,хоту
392,Norden::N,терістік,хоту
393,Süden::N,оңтүстік,соҕуруу
394,Westen::N,батыс,арҕаа
395,Osten::N,күншығыс,илин
396,Holz::N,ағаш,мас
397,Holz::N,сүрек,мас
398,Brett::N,тақта,дуоска
399,Brett::N,тақта,хаптаһын
400,Platte::N,тақта,билиитэ
401,Stütze::N,тіреу,тулааһын
402,Stange::N,қада,ураҕас
403,Stock::N,сойыл,мас
404,Stock::N,сойыл,баалкы
405,Stab::N,сырық,ураҕас
406,Rohr::N,құбыр,турба
407,Haus::N,үй,дьиэ
408,Heim::N,үйлі,дьиэ
409,Heim::N,шаңырақ,дьиэ
410,Ofen::N,ошақ,оһох
411,Ofen::N,пеш,оһох
412,Fußboden::N,еден,муоста
413,Tisch::N,үстел,остуол
414,Stuhl::N,орындық,устуул
415,Wiege::N,бесік,биһик
416,Bett::N,кереует,кырабаат
417,Regal::N,сөре,долбуур
418,Kiste::N,жәшік,дьааһык
419,Fenster::N,терезе,түннүк
420,Tür::N,есік,аан
421,Tor::N,дарбаза,аан
422,Zaun::N,дуал,соппулуот
423,Dach::N,шатыр,кырыыса
424,Leiter::N,саты,кирилиэс
425,Leiter::N,басқыш,кирилиэс
426,Besen::N,сыпырғыш,миинньик
427,Spaten::N,күрек,күрдьэх
428,Schaufel::N,қалақ,күрдьэх
429,Gabel::N,аша,биилкэ
430,Gabel::N,шанышқы,биилкэ
431,Löffel::N,қасық,луоска
432,Messer::N,пышақ,быһах
433,Nagel::N,мық,тоһоҕо
434,Nagel::N,шеге,тоһоҕо
435,Netz::N,керегекөз,илим
436,Haken::N,ілмек,көхө
437,Griff::N,сап,ук
438,Griff::N,сап,тутаах
439,Griff::N,тұтқа,ук
440,Griff::N,тұтқа,тутаах
441,Schloss::N,құлып,күлүүс
442,Schloss::N,бекіткіш,күлүүс
443,Bild::N,сурет,хартыына
444,Figur::N,тұлға,фигура
445,Puppe::N,қуыршақ,куукула
446,Beutel::N,қапшық,мөһөөччук
447,Bündel::N,байлам,баайыы
448,Tasche::N,дорба,суумка
449,Eimer::N,шелек,биэдэрэ
450,Deckel::N,жапқыш,хаппах
451,Geschirr::N,ыдыс,иһит
452,Sack::N,қап,куул
453,Tasse::N,шыныаяқ,сэлиэнэй
454,Topf::N,кәстрөл,көстүрүүҥкэ
455,Kessel::N,қазан,хочуол
456,Essen::N,ас,аһылык
457,Nahrung::N,ас,ас
458,Nahrung::N,тамақ,ас
459,Speise::N,тағам,аһылык
460,Fleisch::N,ет,эт
461,Getreide::N,дәнді,злактар
462,Brei::N,ботқа,хааһы
463,Brot::N,күлше,килиэп
464,Scheibe::N,тілім,куһуок
465,Fett::N,май,сыа
466,Butter::N,май,арыы
467,Öl::N,май,арыы
468,Salz::N,тұз,туус
469,Suppe::N,көже,мин
470,Honig::N,бал,мүөт
471,Milch::N,сүт,үүт
472,Tee::N,шай,чэй
473,Leder::N,көн,тирии
474,Wolle::N,жүн,түү
475,Stoff::N,мата,таҥас
476,Stoff::N,кездеме,таҥас
477,Nadel::N,ине,иннэ
478,Faden::N,жіп,сап
479,Knopf::N,түйме,тимэх
480,Knoten::N,түйін,түмүк
481,Farbe::N,рең,кырааска
482,Kleidung::N,киім,таҥас
483,Hemd::N,жейде,ырбаахы
484,Kragen::N,жаға,саҕа
485,Ärmel::N,жең,сиэх
486,Hose::N,шалбар,ыстаан
487,Hose::N,шалбар,бүрүүкэ
488,Gürtel::N,белбеу,кур
489,Mütze::N,қалпақ,бэргэһэ
490,Schuh::N,кебіс,бачыыҥка
491,Stiefel::N,етік,саппыкы
492,Ring::N,жүзік,биһилэх
493,Band::N,таспа,лиэнтэ
494,Kamm::N,тарақ,тараах
495,Spiegel::N,айна,сиэркилэ
496,Riemen::N,қайыс,кур
497,Schnur::N,жіп,быа
498,Leine::N,тізгін,тэһиин
499,Decke::N,көрпе,суорҕан
500,Kissen::N,жастық,сыттык
501,Tuch::N,орамал,былаат
502,Handtuch::N,сүлгі,соттор
503,Kraft::N,қуат,сыра
504,Kraft::N,қарқын,сыра
505,Kraft::N,әл-шама,сыра
506,Kraft::N,әл-дәрмен,сыра
507,Stärke::N,әл,күүс
508,Stärke::N,күш,күүс
509,Gesundheit::N,денсаулык,доруобуйа
510,Krankheit::N,ауру,ыарыы
511,Schmerz::N,ауру,ыарыы
512,Wunde::N,зақым,баас
513,Wunde::N,жарақат,баас
514,Fieber::N,безгек,түрүлгэн
515,Fieber::N,безгек,лихорадка
516,Fieber::N,безгек,температура
517,Fieber::N,қалтырау,түрүлгэн
518,Fieber::N,қалтырау,лихорадка
519,Fieber::N,қалтырау,температура
520,Fieber::N,қызу көтерілуі,түрүлгэн
521,Fieber::N,қызу көтерілуі,лихорадка
522,Fieber::N,қызу көтерілуі,температура
523,Arznei::N,дәрі,эмп
524,Arznei::N,дәрі-дәрмек,эмп
525,Brücke::N,көпір,күргэ
526,Brunnen::N,құдық,холуодьас
527,Weide::N,өріс,мэччирэҥ
528,Weide::N,жайылым,мэччирэҥ
529,Pfad::N,жол,ыллык
530,Weg::N,жол,суол
531,Straße::N,жол,суол
532,Dorf::N,ауыл,дэриэбинэ
533,Stadt::N,қала,куорат
534,Stadt::N,шаһар,куорат
535,Brief::N,хат,сурук
536,Brief::N,жазу,сурук
537,Buch::N,кітап,кинигэ
538,Buchstabe::N,әріп,буква
539,Buchstabe::N,қаріп,буква
540,Zeitung::N,газет,хаһыат
541,Leben::N,өмір,тыын
542,Leben::N,тіршілік,тыын
543,Tod::N,опат,өлүү
544,Grab::N,мола,иин
545,Grab::N,мазар,иин
546,Kirche::N,шіркеу,таҥара дьиэтэ
547,Sünde::N,күнә,айыы
548,Gott::N,алла,тангара
549,Gott::N,құдай,тангара
550,Gott::N,тәңірі,тангара
551,Gott::N,пәруардігер,тангара
552,Gott::N,жаратқан тәңірі,тангара
553,Arbeiter::N,жүмысшы,үлэһит
554,Chef::N,басшы,баһылык
555,Chef::N,басшы,начальник
556,Chef::N,жұмыс басқарушысы,баһылык
557,Chef::N,жұмыс басқарушысы,начальник
558,Meister::N,шебер,уус
559,Meister::N,шебер,маастар
560,Meister::N,өнерпаз,уус
561,Meister::N,өнерпаз,маастар
562,Arzt::N,дәрігер,врач
563,Lehrer::N,мұғалім,учуутал
564,Geld::N,пұл,харчы
565,Geschäft::N,бизнес,идэ
566,Laden::N,дүкен,маҕаһыын
567,Preis::N,ақы,сыана
568,Preis::N,құны,сыана
569,Preis::N,нарық,сыана
570,Ware::N,тауар,табаар
571,Nutzen::N,пайда,туһа
572,Reichtum::N,бақ-дәулет,баай
573,Welt::N,әлем,аан дойду
574,Welt::N,жиһан,аан дойду
575,Land::N,аймақ,дойду
576,Staat::N,мемлекет,государство
577,König::N,патша,король
578,Macht::N,өкімет,былаас
579,Macht::N,қожалық,былаас
580,Grenze::N,шек,кыраныысса
581,Krieg::N,соғыс,сэрии
582,Feind::N,жау,өстөөх
583,Feind::N,дұшпан,өстөөх
584,Gewalt::N,зорлык,күүһүлээһин
585,Gewalt::N,зорлық-зомбылык,күүһүлээһин
586,Kampf::N,күрес,охсуһуу
587,Kampf::N,алыспақ,охсуһуу
588,Bogen[Waffe]::N,саржа,ох
589,Pfeil::N,жебе,ох
590,Gewehr::N,қару,саа
591,Fehler::N,әбес,сыыһа
592,Fehler::N,қаталық,сыыһа
593,Lüge::N,өтірік,сымыйа
594,Schaden::N,зиян,хоромньу
595,Schaden::N,зарар,хоромньу
596,Unglück::N,пәле,алдьархай
597,Unglück::N,қасырет,алдьархай
598,Unglück::N,ауыртпалық,алдьархай
599,Schuld::N,айыптылық,буруй
600,Alter::N,жас,саас
601,Alter::N,жас шамасы,саас
602,Schluss::N,ада,тиһэх
603,Schluss::N,бітуі,тиһэх
604,Zeit::N,уақыт,бириэмэ
605,Tag::N,күн,күн
606,Morgen::N,таң,сарсыарда
607,Morgen::N,таңертең,сарсыарда
608,Mittag::N,талтүс,күн ортото
609,Abend::N,кеш,киэһэ
610,Nacht::N,түн,түүн
611,Woche::N,апта,нэдиэлэ
612,Monat::N,ай,ый
613,Jahr::N,жыл,сыл
614,Jahr::N,жыл,дьыл
615,Frühling::N,көктем,саас
616,Sommer::N,жаз,сайын
617,Herbst::N,күз,күһүн
618,Winter::N,қыс,кыһын
619,Januar::N,каңтар,тохсунньу
620,Februar::N,ақпан,олунньу
621,März::N,наурыз,кулун тутар
622,April::N,сәуір,муус устар ый
623,Mai::N,мамыр,ыам ыйа
624,Juni::N,маусым,бэс ыйа
625,Juli::N,шілде,от ыйа
626,August::N,сүмбіле,атырдьах ыйа
627,August::N,тамыз,атырдьах ыйа
628,September::N,қыркүйек,балаҕан ыйа
629,Oktober::N,ақырап,алтынньы
630,November::N,қараша,сэтинньи
631,Dezember::N,желтоқсан,ахсынньы
632,Montag::N,дүйсенбі,бэнидиэнньик
633,Dienstag::N,сейсенбі,оптуорунньук
634,Mittwoch::N,сәрсенбі,сэрэдэ
635,Donnerstag::N,бейсенбі,чэппиэр
636,Freitag::N,жұма,бээтинсэ
637,Samstag::N,сенбі,субуота
638,Sonntag::N,жексембі,баскыһыанньа
639,groß::A,алпамсадай,бөдөҥ
640,groß::A,алпамсадай,улахан
641,klein::A,кішкене,кыр
642,klein::A,қарғадай,кыр
643,lang::A,сопақ,уһун
644,lang::A,сорайған,уһун
645,kurz::A,кеспелтек,кылгас
646,breit::A,айдынды,кэтит
647,schmal::A,қысық,кыараҕас
648,dicht::A,жиі,хойуу
649,dick[Gegenstand]::A,шомбал,суон
650,dick[Gegenstand]::A,шомбал,хойуу
651,dünn::A,жұқа,чараас
652,dünn::A,жіңішке,чараас
653,fein::A,қаңылтақ,бытархай
654,fein::A,қаңылтақ,синньигес
655,fest::A,берік,бөҕө
656,fest::A,берік,кытаанах
657,fest::A,мызғымас,бөҕө
658,fest::A,мызғымас,кытаанах
659,flach::A,жалпак,хаптаҕай
660,glatt::A,типыл,кылааккай
661,hart::A,қатты,хатан
662,hart::A,қатты,кытаанах
663,weich::A,жұмсақ,сымнаҕас
664,rund::A,домалақ,төгүрүк
665,spitz::A,үшкір,сытыы
666,spitz::A,үшкір,уһуктаах
667,scharf::A,сүйрік,сытыы
668,stumpf::A,доғал,сыппах
669,stumpf::A,өтпейтін,сыппах
670,schwer::A,салмақты,ыарахан
671,schön::A,сұлу,кыраһыабай
672,heiß::A,ыссы,итии
673,warm::A,жылы,ичигэс
674,kalt::A,аязды,тымныы
675,kühl::A,салқын,сөрүүн
676,frisch::A,таза,ыраас
677,frisch::A,таза,сөрүүн
678,frisch::A,таза,тымныы
679,frisch::A,жаңа,ыраас
680,frisch::A,жаңа,сөрүүн
681,frisch::A,жаңа,тымныы
682,feucht::A,нам,сииктээх
683,feucht::A,дымқылды,сииктээх
684,nass::A,сулы,инчэҕэй
685,trocken::A,құрғақ,кураан
686,voll::A,толы,толору
687,leer::A,бос,иччитэх
688,offen::A,ашып қойылған,аһаҕас
689,geschlossen::A,жабулы,бүтэй
690,sauber::A,дақсыз,сэбэр
691,sauber::A,мұнтаздай,сэбэр
692,schmutzig::A,айғыз,кирдээх
693,schmutzig::A,сатпақ,кирдээх
694,schmutzig::A,сатал-сатал,кирдээх
695,roh::A,шикі,сиикэй
696,reif::A,піскен,буспут
697,reif::A,піскен,сиппит-хоппут
698,lecker::A,дәмді,минньигэс
699,süß::A,тәтті,минньигэс
700,bitter::A,ащы,аһыы
701,sauer::A,қышқыл,аһыы
702,hell::A,жарық,сырдык
703,hell::A,жарқын,сырдык
704,dunkel::A,қараңғы,хараҥа
705,schwarz::A,қара,хара
706,weiß::A,ақ,үрүҥ
707,weiß::A,ақ,маҥан
708,rot::A,қызыл,кыһыл
709,gelb::A,сары,саһархай
710,blau::A,көк,күөх
711,grün::A,жасыл,күөх
712,grün::A,жасыл,от күөҕэ
713,grau::A,бозамық,сиэрэй
714,bunt::A,алабажак,эриэн
715,billig::A,арзан,чэпчэки
716,teuer::A,бағалы,сыаналаах
717,wertvoll::A,құнды,сыаналаах
718,wertvoll::A,қымбат,сыаналаах
719,blind::A,көзсіз,хараҕа суох
720,blind::A,көр,хараҕа суох
721,blind::A,көр_соқыр,хараҕа суох
722,taub::A,керең,дьүлэй
723,taub::A,саңырау,дьүлэй
724,kräftig::A,қуатты,модун
725,kräftig::A,қарымды,модун
726,stark::A,білекті,күүстээх
727,schwach::A,әлсіз,мөлтөх
728,schwach::A,күшсіз,мөлтөх
729,schwach::A,қайратсыз,мөлтөх
730,fett::A,семіз,эмис
731,schlank::A,ашаң,дьылҕан
732,schlank::A,ашаң,дьыпсаҕай
733,hübsch::A,ажарлы,олус кэрэ
734,hübsch::A,ажарлы,көрүөхтэн үчүгэй
735,hübsch::A,шырайлы,олус кэрэ
736,hübsch::A,шырайлы,көрүөхтэн үчүгэй
737,böse::A,өш,өһүөннээх
738,böse::A,сұм,өһүөннээх
739,böse::A,жауыз,өһүөннээх
740,dumm::A,көкми,акаары
741,dumm::A,ақымақ,акаары
742,dumm::A,миы жоқ,акаары
743,faul::A,жалқау,нэс
744,faul::A,еріншек,нэс
745,fleißig::A,ұқыпты,кыһамньылаах
746,geizig::A,сараң,иҥсэлээх
747,klug::A,жетік,өйдөөх
748,klug::A,ақылды,өйдөөх
749,geschickt::A,шебер,наһаа дьоҕурдаах
750,lieb::A,абзал,тапталлаах
