,Concept_ID,az,te
90,Tropfen::N,damcı,చుక్క
91,Schaum::N,köpük,నురుగు
92,Schmutz::N,çamır,మైల
93,See::N,göl,సరస్సు
94,Sumpf::N,bataqlıq,చిత్తడినేల
95,Moor::N,bataqlıq,చిత్తడినేల
96,Wiese::N,çəmən,పచ్చిక బయలు
97,Wald::N,meşə,అడవి
98,Hügel::N,təpə,చివ్నకొండ
99,Anhöhe::N,təpə,కొండ
100,Berg::N,dağ,పర్వతము
101,Gipfel::N,zirvə,శిఖరము
102,Höhle::N,mağara,గుహ
103,Abhang::N,yamac,ఏటవాలు
104,Quelle::N,bulaq,మూలము
105,Bach::N,kiçik çay,కాలువ
106,Fluss::N,çay,నది
107,Ufer::N,kənar,తీరము
108,Küste::N,sahil,తీరము
109,Festland::N,materik,భూమి
110,Meer::N,dəniz,సముద్రము
111,Bucht::N,körfəz,మరుగు
112,Insel::N,ada,దీవి
113,Blume::N,çiçək,పుష్పము
114,Gras::N,ot,పచ్చగడ్డి
115,Wurzel::N,kök,వేరు
116,Baum::N,ağac,చెట్టు
117,Stamm::N,gövdə,చెట్టుబోదె
118,Rinde::N,qabıq,చెట్టుపట్ట
119,Ast::N,şax,కొమ్మ
120,Zweig::N,budaq,చివుకు
121,Blatt::N,yarpaq,ఆకు
122,Birke::N,tozağacı,తరహా చెట్టు
123,Kiefer[Baum]::N,şam,దేవదారు చెట్టు
124,Weide[Baum]::N,söyüd,జాతిచెట్టు
125,Tanne::N,küknar,దేవదారుచెట్టు
126,Horn::N,buynuz,కొమ్ము
127,Feder::N,tük,ఈక
128,Feder::N,lələk,ఈక
129,Fell::N,xəz,తోలు
130,Flügel::N,qanad,ఱెక్క
131,Klaue::N,pəncə,వంకరగోరు
132,Kralle::N,dırnaq,వంకరగోరు
133,Schwanz::N,quyruq,తోక
134,Ei::N,yumurta,గ్రుడ్డు
135,Nest::N,yuva,పక్షిగూడు
136,Bau::N,yuva,గుహ
137,Tier::N,heyvan,జంతువు
138,Herde::N,sürü,మంద
139,Kuh::N,inək,ఆవు
140,Bulle::N,öküz,గిత్త
141,Pferd::N,at,గుఱ్ఱము
142,Schaf::N,qoyun,గొఱ్ఱె
143,Schwein::N,donuz,పంది
144,Hund::N,it,కుక్క
145,Hund::N,köpək,కుక్క
146,Katze::N,pişik,పిల్లి
147,Bär::N,ayı,ఎలుగుబంటి
148,Eichhörnchen::N,dələ,ఉడుత
149,Elch::N,sığın,కణంజు
150,Fuchs::N,tülkü,గుంటనక్క
151,Hase::N,dovşan,కుందేలు
152,Maus::N,siçan,చిట్టెలుక
153,Wolf::N,qurd,తోడేలు
154,Vogel::N,quş,పక్షి
155,Schwarm::N,sürü,గుంపు
156,Huhn::N,toyuq,కోడిపిల్ల
157,Hahn::N,xoruz,కోడివుంజు
158,Gans::N,qaz,ఆడుబాతు
159,Adler::N,qartal,గ్రద్ద
160,Adler::N,qaraquş,గ్రద్ద
161,Ente::N,ördək,పాట్టిబాతు
162,Eule::N,bayquş,గ్రుడ్లగూబ
163,Kranich::N,durna,కొంగ
164,Krähe::N,qarğa,కాకి
165,Kuckuck::N,ququ,కోయల
166,Schwan::N,qu quşu,హంస
167,Fisch::N,balıq,చేప
168,Barsch::N,tar,ఒకచేఁప
169,Hecht::N,durnabalığı,గండుమీను
170,Schlange[Tier]::N,ilan,పాము
171,Wurm::N,qurd,పురుగు
172,Spinne::N,hörümçək,సాలె పురుగు
173,Ameise::N,qarışqa,చీమ
174,Laus::N,bit,పేను
175,Mücke::N,ağcaqanad,చీకటీగ
176,Fliege::N,milçək,ఈగ
177,Schmetterling::N,kəpənək,సీతాకోకచిలుక
178,Beere::N,gilə,కాయ
179,Apfel::N,alma,ఆపిల్ పండు
180,Pilz::N,göbələk,కుక్కగొడుగు
181,Zwiebel::N,soğan,నీరుల్లి
182,Saat::N,əkin,విత్తనము
183,Korn::N,taxıl,గింజ
184,Heu::N,quru ot,ఎండుగడ్డి
185,Schale::N,qabıq,పొట్టు
186,Grube::N,çuxur,గొయ్యి
187,Falle::N,tələ,బోను
188,Falle::N,duzaq,బోను
189,Schlinge::N,ilmək,ఉరి
190,Spur::N,iz,జాడ
191,Asche::N,kül,బూడిద
192,Dreck::N,kir,ముఱికి
193,Eisen::N,dəmir,ఇనుము
194,Gold::N,altun,బంగారము
195,Silber::N,gümüş,వెండి
196,Kohle::N,kömür,నేలబొగ్గు
197,Glas::N,şüşə,గాజు
198,Lehm::N,gil,బంకమన్ను
199,Lehm::N,palçıq,బంకమన్ను
200,Sand::N,qum,ఇసుక
201,Mensch::N,adam,నరుడు
202,Mensch::N,insan,నరుడు
203,Mann::N,kişi,పురుమడు
204,Frau::N,qadın,ఆడుది
205,Kind::N,uşaq,బిడ్డ
206,Junge::N,oğlan,బాలుడు
207,Mädchen::N,qız,బాలిక
208,Familie::N,ailə,కుటుంబము
209,Großvater::N,baba,తాత
210,Großmutter::N,nənə,అయ్యమ్మ
211,Eltern::N,valideyn,తల్లితండ్రులు
212,Vater::N,ata,తండ్రి
213,Mutter::N,ana,తల్లి
214,Sohn::N,oğul,కొడుకు
215,Tochter::N,qız,కూతురు
216,Bruder::N,qardaş,పోదరుడు
217,Schwester::N,bacı,సోదరి
218,Onkel::N,əmi,మేనమామ
219,Onkel::N,dayı,మేనమామ
220,Tante::N,bibi,మేనత్త
221,Tante::N,bibi,పినతల్లి
222,Ehemann::N,ər,భర్త
223,Ehefrau::N,arvad,భార్య
224,Freude::N,nəşə,సంతోషము
225,Freude::N,sevinc,సంతోషము
226,Gelächter::N,gülüş,నవ్వు
227,Gelächter::N,qəhqəhə,నవ్వు
228,Glück::N,səadət,సంతోషము
229,Glück::N,xoşbəxtlik,సంతోషము
230,Kummer::N,qəm,దుఃఖము
231,Kummer::N,kədər,దుఃఖము
232,Wunsch::N,arzu,కోరిక
233,Lust::N,həvəs,కోరిక
234,Geist::N,ruh,ఆత్మ
235,Gedanke::N,fikir,ఆలోచన
236,Gedanke::N,düşüncə,ఆలోచన
237,Gedächtnis::N,xatir,జ్ఞాపకము
238,Gedächtnis::N,hafizə,జ్ఞాపకము
239,Verstand::N,ağıl,మనస్సు
240,Sinn::N,məna,అర్థము
241,Grund::N,səbəb,కారణము
242,Wahrheit::N,haqq,సత్యము
243,Wahrheit::N,doğruluq,సత్యము
244,Gespräch::N,söhbət,పంభాషణ
245,Gespräch::N,qonuşma,పంభాషణ
246,Märchen::N,nağıl,అద్భుతకథ
247,Erzählung::N,hekayə,కథ
248,Nachricht::N,xəbər,వార్త
249,Neuigkeit::N,xəbər,వార్త
250,Neuigkeit::N,yenilik,వార్త
251,Name::N,ad,పేరు
252,Rätsel::N,tapmaca,చిక్కు
253,Rede::N,nitq,ఉపన్యాసము
254,Sprache::N,dil,భాష
255,Stimme::N,səs,కంరథ్సని
256,Wort::N,söz,మాట
257,Wort::N,kəlmə,మాట
258,Zeichen::N,nişan,గుర్తు
259,Ruf::N,çığırtı,పిలువు
260,Lärm::N,gurultu,సందడి
261,Laut::N,səs,ధ్వని
262,Ton::N,ton,స్వరము
263,Lied::N,mahnı,పాట
264,Ruhe::N,sakitlik,గాలిలేమి
265,Leute::N,xalq,జనులు
266,Volk::N,millət,జాతి
267,Arbeit::N,iş,పని
268,Arbeit::N,əmək,పని
269,Gast::N,qonaq,అతిధి
270,Gast::N,müsafir,అతిధి
271,Geschenk::N,hədiyyə,దానము
272,Spiel::N,oyun,ఆట
273,Spiel::N,tamaşa,ఆట
274,Gesellschaft::N,cəmiyyet,జట్టు
275,Hilfe::N,kömək,సాహాయ్యము
276,Hilfe::N,yardım,సాహాయ్యము
277,Freund::N,dost,స్నేహితుడు
278,Kamerad::N,yoldaş,చెలికాడు
279,Angelegenheit::N,iş,విషయము
280,Anzahl::N,say,లెక్క
281,Art::N,çeşid,జాతి
282,Stück::N,dənə,తునుక
283,Stück::N,parça,తునుక
284,Teil::N,qisim,భాగము
285,Hälfte::N,yarım,సగము
286,Kreis::N,dairə,వృత్తము
287,Kreuz::N,xaç,సిలువ
288,Linie::N,xətt,గీత
289,Strich::N,cızıq,గీత
290,Abstand::N,məsafə,సందు
291,Entfernung::N,məsafə,దూరము
292,Entfernung::N,uzaqlıq,దూరము
293,Gegend::N,bölgə,విస్తీర్ణము
294,Platz::N,yer,ఎడము
295,Ort::N,yer,స్థలము
296,Seite::N,yan,ప్రక్క
297,Seite::N,tərəf,ప్రక్క
298,Mitte::N,orta,నడిమి
299,Gegenstand::N,şey,పద్దు
300,Sache::N,şey,వస్తువు
301,Rand::N,kənar,అంచు
302,Kante::N,tiyə,అంచు
303,Kante::N,kənar,అంచు
304,Ecke::N,bucaq,మూల
305,Spitze::N,uc,మొన
306,Ende::N,son,కొన
307,Ende::N,axır,కొన
308,Loch::N,deşik,రంధ్రము
309,Winkel::N,guşə,కోణము
310,Muster::N,ülgü,మాదిరి
311,Größe::N,böyüklük,పరిమాణము
312,Länge::N,uzunluq,పొడుగు
313,Höhe::N,yüksəklik,పొడుగు
314,Gewicht::N,çəki,భారము
315,Gewicht::N,ağırlıq,భారము
316,Menge::N,miqdar,మొత్తము
317,Haufen::N,yığın,రాశి
318,Reihe::N,səf,వరుస
319,Reihe::N,sıra,వరుస
320,Boot::N,qayıq,పడవ
321,Ruder::N,kürək,అడక
322,Schlitten::N,kirşə,సరవండ్లు
323,Ski::N,xizək,స్కీ
324,Lagerfeuer::N,düşərgə tonqalı,నెగడు
325,Last::N,yük,బరువు
326,Gang::N,yeriş,నడక
327,Schritt::N,addım,అడుగు
328,Norden::N,şimal,ఉత్తరదిక్కు
329,Süden::N,cənub,దక్షిణము
330,Westen::N,qərb,పడమర
331,Osten::N,şərq,తూర్పు
332,Holz::N,ağac,కొయ్య
333,Holz::N,taxta,కొయ్య
334,Brett::N,taxta,పలక
335,Platte::N,lövhə,పలక
336,Stütze::N,dayaq,వాల్సేడ్లు
337,Stütze::N,dəstək,వాల్సేడ్లు
338,Stange::N,şüvül,స్తంభము
339,Stock::N,dəyənək,కఱ్ఱ
340,Stab::N,əsa,కఱ్ఱ
341,Stab::N,şüvül,కఱ్ఱ
342,Rohr::N,boru,గొట్టము
343,Rohr::N,truba,గొట్టము
344,Haus::N,ev,ఇల్లు
345,Heim::N,ev,స్వగృహము
346,Ofen::N,peç,పొయ్యి
347,Ofen::N,soba,పొయ్యి
348,Fußboden::N,döşəmə,నేల
349,Tisch::N,masa,మేజా
350,Stuhl::N,stul,కుర్చీ
351,Wiege::N,beşik,ఉయ్యాల
352,Bett::N,yataq,పడక
353,Bett::N,yataq,మంచం
354,Regal::N,rəf,అటక
355,Kiste::N,yeşik,వెట్టె
356,Kiste::N,sandıq,వెట్టె
357,Fenster::N,pəncərə,కిటికి
358,Tür::N,qapı,ద్వారము
359,Tor::N,darvaza,ద్వారము
360,Zaun::N,çəpər,కంచె
361,Dach::N,dam,ఇంటివైకప్పు
362,Leiter::N,nərdivan,నిచ్చెన
363,Besen::N,süpürgə,చీపురుకట్ట
364,Spaten::N,kürək,పాఱ
365,Schaufel::N,kürək,పాఱ
366,Gabel::N,çəngəl,ముండ్లగరిటె
367,Löffel::N,qaşıq,గరిటె
368,Messer::N,bıçaq,కత్తి
369,Nagel::N,mıx,మేకు
370,Netz::N,tor,వల
371,Haken::N,çəngəl,కొక్కెము
372,Griff::N,qulp,పిడి
373,Griff::N,tutacaq,పిడి
374,Schloss::N,qıfıl,తాళము
375,Bild::N,rəsm,చిత్రము
376,Figur::N,şəkil,రూపము
377,Figur::N,heykəl,రూపము
378,Puppe::N,kukla,బొమ్మ
379,Puppe::N,gəlincik,బొమ్మ
380,Beutel::N,kisə,సంచి
381,Beutel::N,torba,సంచి
382,Bündel::N,bağlama,మూట
383,Tasche::N,çanta,సంచి
384,Eimer::N,vedrə,చేద
385,Eimer::N,çəllək,చేద
386,Deckel::N,qapaq,మూత
387,Geschirr::N,qab-qazan,వంటకాలు
388,Sack::N,çuval,గోనెసంచి
389,Tasse::N,fincan,గిన్నె
390,Topf::N,qazan,కుండ
391,Kessel::N,qazan,నీరుకాచుపాత్ర
392,Essen::N,yemək,ఆహారము
393,Nahrung::N,qida,ఆహారము
394,Speise::N,xörək,ఆహారము
395,Fleisch::N,ət,మాంసము
396,Getreide::N,taxıl,ధాన్యము
397,Brei::N,aş,గుజ్జు
398,Brei::N,sıyıq,గుజ్జు
399,Brot::N,çörək,రొట్టె
400,Scheibe::N,dilim,బద్ద
401,Fett::N,yağ,క్రొవ్వు
402,Butter::N,kərə yağı,వెన్న
403,Öl::N,yağ,నూనె
404,Salz::N,duz,ఉప్పు
405,Suppe::N,şorba,చారు
406,Honig::N,bal,తెనె
407,Milch::N,süd,పాలు
408,Tee::N,çay,తేనీరు
409,Leder::N,dəri,బాగుచేసివతోలు
410,Wolle::N,yun,ఉన్ని
411,Stoff::N,qumaş,బట్ట
412,Nadel::N,iynə,సూది
413,Faden::N,sap,దారము
414,Knopf::N,düymə,బొత్తాము
415,Knoten::N,düyün,ముడి
416,Farbe::N,boya,రంగు
417,Kleidung::N,geyim,బట్టలు
418,Hemd::N,köynək,చొక్కాయ
419,Kragen::N,yaxa,మాల
420,Ärmel::N,qol,చొక్కాయచెయ్యి
421,Hose::N,şalvar,ఇజారు
422,Gürtel::N,kəmər,పటకా
423,Mütze::N,şapka,టోపి
424,Schuh::N,tufli,పాదరక్ష
425,Schuh::N,ayaqqabı,పాదరక్ష
426,Stiefel::N,çəkmə,బూటు
427,Ring::N,üzük,ఉంగరము
428,Band::N,lent,నాడా
429,Kamm::N,daraq,దువ్వెన
430,Spiegel::N,güzgü,అద్దము
431,Riemen::N,qayış,వాడా
432,Schnur::N,ip,దారము
433,Leine::N,kəmsik,వారు
434,Decke::N,ədyal,కంబళి
435,Decke::N,yorğan,కంబళి
436,Kissen::N,yastıq,తలగడ
437,Tuch::N,şarf,బట్ట
438,Tuch::N,kaşne,బట్ట
439,Handtuch::N,dəsmal,తువాలు
440,Kraft::N,güc,బలము
441,Stärke::N,qüvvət,శక్తి
442,Gesundheit::N,sağlamlıq,ఆరోగ్యము
443,Krankheit::N,xəstəlik,రోగము
444,Schmerz::N,ağrı,నొప్పి
445,Schmerz::N,sancı,నొప్పి
446,Wunde::N,yara,గాయము
447,Fieber::N,isitmə,జ్వరము
448,Fieber::N,qızdırma,జ్వరము
449,Arznei::N,ilaç,మందు
450,Arznei::N,dərman,మందు
451,Brücke::N,körpü,వంతెన
452,Brunnen::N,quyu,బావి
453,Brunnen::N,quyu,కూపము
454,Brunnen::N,quyu,నుయ్యి
455,Weide::N,otlaq,పచ్చికబయలు
456,Pfad::N,cığır,కాలిత్రోవ
457,Weg::N,yol,మార్గము
458,Straße::N,küçə,బాట
459,Dorf::N,kənd,గ్రామము
460,Stadt::N,şəhər,పట్టణము
461,Brief::N,məktub,జాబు
462,Buch::N,kitab,పుస్తకము
463,Buchstabe::N,hərf,అక్షరము
464,Zeitung::N,qəzet,వార్తాపత్రిక
465,Leben::N,həyat,ప్రాణము
466,Tod::N,ölüm,మరణము
467,Grab::N,qəbir,సమాధి
468,Kirche::N,kilsə,క్రెస్తవులగుడి
469,Sünde::N,günah,పాపము
470,Gott::N,tanrı,దేవుడు
471,Arbeiter::N,işçi,పనిపాటుచేశేవాడు
472,Chef::N,şef,యజమానుడు
473,Chef::N,rəis,యజమానుడు
474,Meister::N,usta,కళాకారుడు
475,Arzt::N,həkim,వైద్యుడు
476,Arzt::N,doktor,వైద్యుడు
477,Lehrer::N,müəllim,ఉపాధ్యాయుడు
478,Geld::N,pul,ద్రవ్యము
479,Geschäft::N,ticarət,వ్యాపారము
480,Laden::N,dükan,అంగడి
481,Preis::N,qiymət,వెల
482,Ware::N,mal,సరకులు
483,Nutzen::N,fayda,ప్రయోజనము
484,Reichtum::N,zənginlik,ధనము
485,Welt::N,aləm,ప్రపంచము
486,Welt::N,dünya,ప్రపంచము
487,Land::N,ölkə,దేశము
488,Staat::N,dövlət,రాజ్యము
489,König::N,kral,రాజు
490,König::N,məlik,రాజు
491,Macht::N,qüdrət,అధికారము
492,Grenze::N,hüdud,సరిహద్దు
493,Grenze::N,sərhət,సరిహద్దు
494,Krieg::N,hərb,యుద్ధము
495,Krieg::N,müharibə,యుద్ధము
496,Feind::N,düşmən,శత్రువు
497,Gewalt::N,cəbr,దౌర్జన్యము
498,Kampf::N,savaş,పోట్లాట
499,Bogen[Waffe]::N,yay,విల్లు
500,Pfeil::N,ox,బాణము
501,Gewehr::N,tüfəng,తుపాకి
502,Fehler::N,xəta,తప్ప
503,Lüge::N,yalan,అసత్యము
504,Schaden::N,ziyan,నష్టము
505,Unglück::N,bəla,దురదృష్టము
506,Schuld::N,təqsir,తప్పు
507,Alter::N,yaş,వయస్సు
508,Schluss::N,son,ముగింపు
509,Zeit::N,vaxt,కాలము
510,Zeit::N,zaman,కాలము
511,Tag::N,gün,దినము
512,Morgen::N,sabah,ఉదయము
513,Mittag::N,günorta,మధ్యాహ్నము
514,Abend::N,axşam,సాయంకాలము
515,Nacht::N,gecə,రత్రి
516,Woche::N,həftə,వారము
517,Monat::N,ay,నెల
518,Jahr::N,il,సంవత్సరము
519,Frühling::N,yaz,వసంతకాలము
520,Frühling::N,bahar,వసంతకాలము
521,Sommer::N,yay,వేసవికాము
522,Herbst::N,payız,ఆకురాలుకాలము
523,Winter::N,qış,శీతకాలము
524,Januar::N,Janvar,జనవరి
525,Februar::N,Fevral,ఫిబ్రవరి
526,März::N,Mart,మార్చి
527,April::N,Aprel,ఏప్రిలు
528,Mai::N,May,మే
529,Juni::N,İyun,జూన్
530,Juli::N,İyul,జూలై
531,August::N,Avqust,ఆగస్టు
532,September::N,Sentyabr,సెప్ఠెంబరు
533,Oktober::N,Oktyabr,అక్టోబరు
534,November::N,Noyabr,నవంబరు
535,Dezember::N,Dekabr,డిసెంబర్
536,Montag::N,bazar ertəsi,సోమవారము
537,Dienstag::N,çərşənbə axşamı,మంగళవారము
538,Mittwoch::N,çərşənbə,బుధవారము
539,Donnerstag::N,cüme axşamı,గురువారము
540,Freitag::N,cüme,శుక్రవారము
541,Samstag::N,şənbə,శనివారము
542,Sonntag::N,bazar,ఆదివారము
543,groß::A,böyük,గొప్పైన
544,klein::A,kiçik,చిన్న
545,lang::A,uzun,పొడుగాటి
546,kurz::A,qısa,పొట్టి
547,breit::A,enli,వెడల్పైన
548,breit::A,geniş,వెడల్పైన
549,schmal::A,dar,ఇఱుకైన
550,dicht::A,sıx,దట్టమైన
551,dick[Gegenstand]::A,qalın,దట్టమైన
552,dünn::A,nazik,పలుచని
553,fein::A,incə,నాజాకైన
554,fest::A,bərk,దృడమైవ
555,fest::A,möhkəm,దృడమైవ
556,flach::A,düz,చదువైన
557,glatt::A,hamar,నున్నని
558,hart::A,sərt,కఠినమైన
559,weich::A,yumşaq,మృదువైన
560,rund::A,yuvarlaq,గుండ్రని
561,spitz::A,uclu,మొనగల
562,spitz::A,sivri,మొనగల
563,scharf::A,kəskin,పదనైన
564,stumpf::A,küt,వాడిలేని
565,schwer::A,ağır,బరువ్తెన
566,schön::A,gözəl,సుందరమైన
567,schön::A,gəşəng,సుందరమైన
568,heiß::A,isti,వేడియైన
569,warm::A,ilıq,వెచ్చని
570,kalt::A,soyuq,చల్లని
571,kühl::A,sərin,చల్లని
572,frisch::A,təzə,తాజాయైన
573,feucht::A,nəm,చెమ్మగానున్న
574,nass::A,yaş,తడిగామన్న
575,trocken::A,quru,ఎండిన
576,voll::A,dolu,నిండు
577,leer::A,boş,శూన్యమైన
578,offen::A,açıq,తెఱచియున్న
579,geschlossen::A,qapalı,మూసిన
580,sauber::A,təmiz,పరిశుద్ధమైన
581,schmutzig::A,kirli,ముఱికియైన
582,roh::A,çiy,పచ్చి
583,reif::A,yetişmiş,పండివ
584,lecker::A,dadlı,రుచి గల
585,lecker::A,ləzzətli,రుచి గల
586,süß::A,şirin,తియ్యని
587,bitter::A,acı,చేదైన
588,sauer::A,turş,పుల్లని
589,hell::A,aydın,కాంతిగల
590,dunkel::A,qaranlıq,చీకటియైన
591,schwarz::A,qara,నల్లని
592,weiß::A,ağ,తెలుపు
593,rot::A,qırmızı,ఎఱ్ఱని
594,gelb::A,sarı,పసుపు పచ్చ
595,blau::A,göy,నీలవర్ణము
596,blau::A,mavi,నీలవర్ణము
597,grün::A,yaşıl,ఆకుపచ్చని
598,grau::A,boz,నెరిసిన
599,bunt::A,əlvan,రంగేలీ
600,bunt::A,rəngli,రంగేలీ
601,billig::A,ucuz,చౌకయైన
602,teuer::A,bahalı,వెలపొడుగైన
603,wertvoll::A,qiymətli,విలుప్తెన
604,blind::A,kor,గ్రుడ్డి
605,taub::A,kar,చెవిటి
606,kräftig::A,güclü,శక్తి గల
607,stark::A,qüvvətli,బలమైన
608,schwach::A,zəif,బలహీనమైన
609,schwach::A,gücsüz,బలహీనమైన
610,fett::A,şişman,క్రొవ్విన
611,schlank::A,zərif,సన్నని
612,hübsch::A,göyçək,సాగప్తెన
613,böse::A,fəna,చెడ్డ
614,dumm::A,axmaq,తెలివిలేని
615,faul::A,tənbəl,సోమరియైన
616,fleißig::A,çalışqan,శ్రద్దగల
617,geizig::A,xəsis,పిసినారియైన
618,klug::A,ağıllı,తెలివిగల
619,geschickt::A,bacarıqlı,నిపుణతగల
620,lieb::A,əziz,ప్రియమైన
621,lieb::A,sevimli,ప్రియమైన
622,lustig::A,məzəli,ఉల్లాసము గల
623,lustig::A,gülməli,ఉల్లాసము గల
624,sanft::A,mülayim,సాధువైన
625,hungrig::A,ac,ఆకలిగొనిన
626,krank::A,xəstə,వ్యాధిగల
627,nackt::A,çılpaq,దిగంబరమైన
628,traurig::A,qəmgin,విచారముగల
629,traurig::A,kədərli,విచారముగల
630,lebendig::A,canlı,ప్రాణముతో నున్న
631,gut::A,yaxşı,మంచి
632,schlecht::A,pis,చెడ్డ
633,richtig::A,doğru,సరియైన
634,schlimm::A,fəna,అసహ్యమైన
635,wahr::A,gərçək,నిజమైన
636,alt::A,əski,ముసలి
637,alt::A,köhnə,ముసలి
638,neu::A,yeni,క్రొత్త
639,ehemalig::A,əvvəlki,పూర్వపు
640,alt[Lebewesen]::A,qoca,ముసలి
641,jung::A,gənc,పసి
642,arm::A,kasıb,బీద
643,arm::A,yoxsul,బీద
644,reich::A,zəngin,ధనవంతుడైన
645,bekannt::A,tanış,తెలిసిన
646,berühmt::A,məşhur,ప్రపిద్దికెక్కివ
647,fremd::A,yad,అన్యమైన
648,verschieden::A,dürlü,భేదమైన
649,nah::A,yaxın,దగ్గఱనున్న
650,fern::A,uzaq,దూరమందున్న
651,linker::A,sol,ఎడమప్రక్కగ
652,rechter::A,sağ,కుడి
653,anderer::A,başqa,వేఱ్తెన
654,erster::A,birinci,మొదటి
655,zweiter::A,ikinci,రెండన
656,dritter::A,üçüncü,మూడో
657,letzter::A,sonuncu,కడపటి
658,letzter::A,axırıncı,కడపటి
659,allein::ADV,tək,ఒంటిగా
660,allein::ADV,yalqız,ఒంటిగా
661,auf einmal::ADV,birdən,హరాత్తుగ
662,zusammen::ADV,birlikdə,కలిసి
663,lange::ADV,uzun,బహుకాలము
664,plötzlich::ADV,qəfildən,హరాత్తుగ
665,sofort::ADV,həmən,తక్షణము
666,sofort::ADV,dərhal,తక్షణము
667,später::ADV,sonra,ఇటీవలి
668,jetzt::ADV,indi,ఇప్పుడు
669,heute::ADV,bugün,నేడు
670,morgen::ADV,sabah,ఱేపు
671,bald::ADV,yaxında,శీఘ్రముగ
672,bald::ADV,tezliklə,శీఘ్రముగ
673,dann::ADV,onda,అప్పుడు
674,gestern::ADV,dünən,నిన్నటి దినము
675,einst::ADV,əvvəllər,పూర్వమొకప్పుడు
676,damals::ADV,o vaxt,అప్పుడు
677,danach::ADV,sonra,అప్పుడు
678,vorher::ADV,qabaqcadan,ఎదుట
679,zuerst::ADV,əvvəl,మొదటిలో
680,einmal::ADV,bir dəfə,ఒకసారి
681,manchmal::ADV,hərdənbir,అప్పటప్పటికి
682,oft::ADV,tez-tez,తఱచుగా
683,oft::ADV,çox vaxt,తఱచుగా
684,immer::ADV,daimi,ఎల్లప్పుడు
