,Concept_ID,cs,xal
86,Eis::N,led,мөсн
87,Frost::N,mráz,киитн
88,Kälte::N,chlad,киитн
89,Hitze::N,horko,халун
90,Raureif::N,jinovatka,цаң
91,Raureif::N,jinovatka,кирү
92,Regenbogen::N,duha,солңһ
93,Donner::N,hrom,оһтрһун дун
94,Strömung::N,proudění,урсхл
95,Tropfen::N,kapka,дусал
96,Schaum::N,pěna,көөсн
97,Schmutz::N,špína,кир
98,See::N,jezero,нур
99,Sumpf::N,močál,унул
100,Sumpf::N,bažina,унул
101,Moor::N,bažina,улм
102,Moor::N,slatina,улм
103,Wiese::N,louka,хадлһн
104,Wald::N,les,ө-модн
105,Hügel::N,kopec,толһа
106,Anhöhe::N,pahorek,хамр
107,Berg::N,hora,уул
108,Gipfel::N,vrchol,ора
109,Höhle::N,jeskyně,хадин көндә
110,Abhang::N,svah,ташу
111,Abhang::N,stráň,ташу
112,Quelle::N,pramen,булг
113,Bach::N,potok,һооҗур
114,Fluss::N,řeka,һол
115,Ufer::N,břeh,көвә
116,Küste::N,pobřeží,көвә
117,Küste::N,pobřeží,теңгсин көвә
118,Festland::N,souš,хүүрә һазр
119,Festland::N,pevnina,хүүрә һазр
120,Meer::N,moře,теңгс
121,Bucht::N,záliv,цекә
122,Bucht::N,záliv,теңгсин цекә
123,Bucht::N,zátoka,цекә
124,Bucht::N,zátoka,теңгсин цекә
125,Insel::N,ostrov,арл
126,Blume::N,květina,цецг
127,Gras::N,tráva,ноһан
128,Wurzel::N,kořen,уңг
129,Baum::N,strom,модн
130,Stamm::N,kmen,шилв
131,Stamm::N,kmen,һол модн
132,Rinde::N,kůra,көрсн
133,Ast::N,větev,ац
134,Zweig::N,větev,ац
135,Blatt::N,lupen,хамтхасн
136,Birke::N,bříza,хусм модн
137,Kiefer[Baum]::N,sosna,шар харһа
138,Kiefer[Baum]::N,borovice,шар харһа
139,Weide[Baum]::N,vrba,удн
140,Tanne::N,jedle,җөөлн цаһан модн
141,Horn::N,roh,өвр
142,Feder::N,pero,өрвлг
143,Fell::N,srst,арсн
144,Flügel::N,křídlo,җивр
145,Klaue::N,dráp,хумсн
146,Klaue::N,pazneht,хумсн
147,Kralle::N,dráp,тавг
148,Schwanz::N,ocas,сүл
149,Ei::N,vejce,өндгн
150,Nest::N,hnízdo,үр
151,Bau::N,nora,нүкн
152,Tier::N,zvíře,мал
153,Herde::N,stádo,сүрг мал
154,Kuh::N,kráva,үкр
155,Bulle::N,býk,бух
156,Pferd::N,kůň,мөрн
157,Schaf::N,ovce,хөн
158,Schwein::N,vepř,һаха
159,Schwein::N,prase,һаха
160,Hund::N,pes,ноха
161,Katze::N,kočka,мис
162,Bär::N,medvěd,аю
163,Eichhörnchen::N,veverka,кермн
164,Elch::N,los,хандһа
165,Fuchs::N,liška,арат
166,Hase::N,zajíc,туула
167,Maus::N,myš,хулһн
168,Wolf::N,vlk,чон
169,Vogel::N,pták,шовун
170,Schwarm::N,roj,зел
171,Schwarm::N,hejno,зел
172,Huhn::N,kuře,така
173,Huhn::N,slepice,така
174,Hahn::N,kohout,эр така
175,Gans::N,husa,һалун
176,Adler::N,orel,һәрд
177,Ente::N,kachna,нуһсн
178,Eule::N,sova,һурвлһ
179,Kranich::N,jeřáb,тоһрун
180,Krähe::N,vrána,шаазһа
181,Kuckuck::N,kukačka,эргин хуцдг
182,Schwan::N,labuť,хун
183,Fisch::N,ryba,заһсн
184,Barsch::N,okoun,шүрг
185,Hecht::N,štika,цурх
186,Schlange[Tier]::N,had,моһа
187,Wurm::N,červ,өтн
188,Spinne::N,pavouk,аралҗн
189,Ameise::N,mravenec,шорһлҗн
190,Laus::N,veš,бөөсн
191,Mücke::N,komár,бөкүн
192,Fliege::N,moucha,батхн
193,Schmetterling::N,motýl,эрвәкә
194,Beere::N,bobule,бөөлҗрһн
195,Apfel::N,jablko,альмн
196,Pilz::N,houba,теңгрин ки
197,Zwiebel::N,cibule,мәңгрснә толһа
198,Saat::N,osivo,буудян экн
199,Korn::N,zrno,экн
200,Heu::N,seno,өвсн
201,Schale::N,slupka,хальсн
202,Schale::N,skořápka,хальсн
203,Grube::N,jáma,нүкн
204,Falle::N,past,урх
205,Falle::N,past,хавх
206,Falle::N,léčka,урх
207,Falle::N,léčka,хавх
208,Schlinge::N,smyčka,бүтү
209,Spur::N,stopa,мөр
210,Asche::N,popel,үмсн
211,Dreck::N,špína,бальчг
212,Eisen::N,železo,төмр
213,Gold::N,zlato,алтн
214,Silber::N,stříbro,мөңгн
215,Silber::N,stříbro,цаһан мөңгн
216,Kohle::N,uhlí,нүүрсн
217,Glas::N,sklo,шил
218,Lehm::N,jíl,шавр
219,Lehm::N,hlína,шавр
220,Sand::N,písek,элсн
221,Mensch::N,člověk,күн
222,Mensch::N,člověk,күмн
223,Mann::N,muž,эр
224,Frau::N,žena,күүкд күн
225,Kind::N,dítě,үрн
226,Junge::N,hoch,көвүн
227,Junge::N,chlapec,көвүн
228,Mädchen::N,děvče,бичкн күүкн
229,Familie::N,rodina,бүл
230,Großvater::N,děd,өвк эцк
231,Großvater::N,děd,наһц эцк
232,Großvater::N,dědeček,өвк эцк
233,Großvater::N,dědeček,наһц эцк
234,Großmutter::N,babička,эмг эк
235,Großmutter::N,babička,наһц эк
236,Eltern::N,rodiče,эк эцк хойр
237,Vater::N,otec,эцк
238,Mutter::N,matka,эк
239,Sohn::N,syn,көвүн
240,Tochter::N,dcera,күүкн
241,Bruder::N,bratr,дү көвүн
242,Schwester::N,sestra,эгч
243,Schwester::N,sestra,дү күүкн
244,Onkel::N,strýc,авһ
245,Onkel::N,strýc,наһцх
246,Tante::N,teta,наһц эгч
247,Ehemann::N,choť,залу
248,Ehemann::N,manžel,залу
249,Ehefrau::N,choť,гергн
250,Ehefrau::N,manželka,гергн
251,Freude::N,radost,байр
252,Gelächter::N,smích,инәдн
253,Glück::N,štěstí,җирһл
254,Glück::N,štěstí,сәәхн җирһл
255,Kummer::N,žal,зовлң
256,Kummer::N,trápení,зовлң
257,Wunsch::N,přání,дурн
258,Lust::N,chuť,җилвтлһн
259,Geist::N,duch,зөрг
260,Gedanke::N,myšlenka,ухан
261,Gedächtnis::N,paměť,чееҗин тодлвр
262,Verstand::N,rozum,ухан
263,Sinn::N,smysl,учр-утх
264,Grund::N,důvod,учр
265,Grund::N,důvod,шалтан
266,Wahrheit::N,pravda,үнн
267,Gespräch::N,rozhovor,күүндвүр
268,Märchen::N,pohádka,тууль
269,Erzählung::N,povídka,келвр
270,Nachricht::N,zpráva,медүллһн
271,Neuigkeit::N,novina,зәңг
272,Neuigkeit::N,novinka,зәңг
273,Name::N,jméno,нерн
274,Rätsel::N,hádanka,тәәлвртә тууль
275,Rede::N,řeč,келлһн
276,Rede::N,proslov,келлһн
277,Sprache::N,řeč,келн
278,Sprache::N,jazyk,келн
279,Stimme::N,hlas,дун
280,Wort::N,slovo,үг
281,Zeichen::N,znamení,темдг
282,Ruf::N,zavolání,дуудлһн
283,Lärm::N,hluk,шууган
284,Laut::N,zvuk,ә
285,Ton::N,tón,дун
286,Lied::N,píseň,дун
287,Ruhe::N,klid,амулң
288,Ruhe::N,pokoj,амулң
289,Leute::N,lidé,әмтн
290,Volk::N,národ,улс
291,Arbeit::N,práce,көдлмш
292,Gast::N,host,гиич
293,Geschenk::N,dar,белг
294,Spiel::N,hra,наадн
295,Gesellschaft::N,společnost,олн
296,Hilfe::N,pomoc,нөкд
297,Freund::N,přítel,иньг
298,Kamerad::N,kamarád,үр
299,Angelegenheit::N,záležitost,керг
300,Anzahl::N,počet,то
301,Art::N,druh,зүүл
302,Stück::N,kus,хусг
303,Stück::N,kousek,хусг
304,Teil::N,díl,хүв
305,Teil::N,část,хүв
306,Hälfte::N,půl,өрәл
307,Kreis::N,kruh,төгрг
308,Kreuz::N,kříž,кирс
309,Linie::N,linka,зурасн
310,Strich::N,čára,татасн
311,Strich::N,čárka,татасн
312,Abstand::N,vzdálenost,зә
313,Entfernung::N,vzdálenost,һазр
314,Gegend::N,krajina,һазр
315,Platz::N,prostor,зә
316,Ort::N,místo,бәәрн
317,Seite::N,strana,тал
318,Seite::N,strana,хаҗу
319,Seite::N,strana,хәврһ
320,Mitte::N,střed,дунд
321,Mitte::N,prostředek,дунд
322,Gegenstand::N,předmět,юмн
323,Sache::N,věc,юмн
324,Rand::N,kraj,зах
325,Rand::N,okraj,зах
326,Kante::N,hrana,ирмәг
327,Ecke::N,roh,өнцг
328,Spitze::N,hrot,үзүр
329,Spitze::N,špička,үзүр
330,Ende::N,konec,үзүр
331,Loch::N,díra,хаһрха
332,Winkel::N,kout,булң
333,Muster::N,vzor,намч
334,Größe::N,velikost,кемҗән
335,Länge::N,délka,ут
336,Höhe::N,výška,өндр
337,Gewicht::N,váha,күнд
338,Gewicht::N,váha,чиңнүр
339,Menge::N,množství,ик
340,Haufen::N,kupa,ова
341,Haufen::N,hromada,ова
342,Reihe::N,řada,зерг
343,Reihe::N,řada,зерглән
344,Reihe::N,řádek,зерг
345,Reihe::N,řádek,зерглән
346,Boot::N,člun,оңһц
347,Ruder::N,veslo,хәәв
348,Schlitten::N,sáně,цан
349,Ski::N,lyže,лыҗ
350,Lagerfeuer::N,táborák,костёр
351,Last::N,náklad,күнд
352,Last::N,břemeno,күнд
353,Gang::N,chůze,йовлһн
354,Gang::N,chodba,йовлһн
355,Schritt::N,krok,ишкм
356,Norden::N,sever,ар үзг
357,Süden::N,jih,өмн
358,Süden::N,jih,өмн үзг
359,Westen::N,západ,барун
360,Westen::N,západ,барун үзг
361,Osten::N,východ,зүн
362,Osten::N,východ,зүн үзг
363,Holz::N,dřevo,модн
364,Brett::N,prkno,харһа
365,Platte::N,deska,хавтха чолун
366,Stütze::N,opěra,тулг
367,Stange::N,tyč,уньн
368,Stange::N,tyčka,уньн
369,Stock::N,hůlka,модн
370,Stab::N,hůl,шуург
371,Rohr::N,trubka,турва
372,Haus::N,dům,гер
373,Heim::N,domov,гер-бул
374,Ofen::N,kamna,беш
375,Fußboden::N,podlaha,девскр
376,Tisch::N,stůl,ширә
377,Stuhl::N,židle,стул
378,Wiege::N,kolébka,өлгә
379,Wiege::N,kolébka,дүүҗң
380,Bett::N,postel,орн
381,Bett::N,postel,орндг
382,Regal::N,regál,таг
383,Regal::N,regál,тәвц
384,Regal::N,police,таг
385,Regal::N,police,тәвц
386,Kiste::N,bedna,яршг
387,Fenster::N,okno,терз
388,Tür::N,dveře,үүдн
389,Tor::N,vrata,үүдн
390,Tor::N,vrata,өргн үүдн
391,Tor::N,vrata,хашан үүдн
392,Zaun::N,plot,хаша
393,Dach::N,střecha,деевр
394,Leiter::N,žebřík,шат
395,Leiter::N,žebřík,давшур
396,Besen::N,koště,сәвүр
397,Besen::N,smeták,сәвүр
398,Spaten::N,rýč,күрз
399,Schaufel::N,lopata,совг
400,Gabel::N,vidlička,серә
401,Löffel::N,lžíce,ухр
402,Messer::N,nůž,утх
403,Nagel::N,hřebík,хадасн
404,Netz::N,síť,гөлм
405,Haken::N,hák,дегә
406,Griff::N,držadlo,иш
407,Griff::N,držadlo,бәрүл
408,Schloss::N,zámek,оньс
409,Bild::N,obraz,зург
410,Figur::N,figura,фигур
411,Puppe::N,panenka,наадһа
412,Beutel::N,pytlík,мишг
413,Bündel::N,svazek,багла
414,Bündel::N,svazek,боодһа
415,Tasche::N,taška,сумк
416,Tasche::N,brašna,сумк
417,Eimer::N,kýbl,суулһ
418,Eimer::N,vědro,суулһ
419,Deckel::N,víko,бүркәсн
420,Deckel::N,příklop,бүркәсн
421,Geschirr::N,nádobí,сав
422,Geschirr::N,nádobí,сав-сарх
423,Sack::N,pytel,мишг
424,Tasse::N,šálek,ааһ
425,Topf::N,hrnec,кастрюль
426,Kessel::N,kotel,хәәсн
427,Essen::N,jídlo,зоогллһн
428,Nahrung::N,strava,теҗәл
429,Nahrung::N,potrava,теҗәл
430,Speise::N,jídlo,хот
431,Fleisch::N,maso,махн
432,Getreide::N,obilí,хот болҗ эдлгддг цецгүдтә урһмл
433,Brei::N,kaše,хаш
434,Brot::N,chléb,өдмг
435,Scheibe::N,krajíc,зүсм
436,Fett::N,tuk,өөкн
437,Fett::N,omastek,өөкн
438,Butter::N,máslo,тосн
439,Öl::N,olej,тосн
440,Salz::N,sůl,давсн
441,Suppe::N,polévka,шөлн
442,Honig::N,med,бал
443,Milch::N,mléko,үсн
444,Tee::N,čaj,цә
445,Leder::N,kůže,арсн
446,Wolle::N,vlna,утцн
447,Wolle::N,vlna,эд
448,Stoff::N,látka,эд
449,Nadel::N,jehla,зүн
450,Faden::N,nit,утцн
451,Knopf::N,knoflík,товч
452,Knoten::N,uzel,зәңгдә
453,Farbe::N,barva,будг
454,Kleidung::N,šaty,хувцн
455,Kleidung::N,šaty,хувц-хунр
456,Kleidung::N,šatstvo,хувцн
457,Kleidung::N,šatstvo,хувц-хунр
458,Hemd::N,košile,киилг
459,Kragen::N,límec,зах
460,Ärmel::N,rukáv,ханцн
461,Hose::N,kalhoty,шалвур
462,Gürtel::N,pás,бүс
463,Gürtel::N,opasek,бүс
464,Mütze::N,čepice,махла
465,Schuh::N,bota,башмгуд
466,Stiefel::N,holínka,һосн
467,Ring::N,prsten,билцг
468,Band::N,pásek,лент
469,Kamm::N,hřeben,сам
470,Spiegel::N,zrcadlo,толь
471,Riemen::N,řemen,бүс
472,Schnur::N,šňůra,деесн
473,Leine::N,vodítko,бурнтг
474,Leine::N,vodítko,нохан көтлвр
475,Decke::N,pokrývka,көнҗл
476,Decke::N,přikrývka,көнҗл
477,Kissen::N,polštář,дер
478,Tuch::N,šátek,альчур
479,Handtuch::N,ručník,полотенц
480,Handtuch::N,ručník,һар-нүүрин альчур
481,Kraft::N,síla,күчн
482,Stärke::N,síla,чидл
483,Gesundheit::N,zdraví,эрүл-менд
484,Krankheit::N,nemoc,өвчн
485,Krankheit::N,choroba,өвчн
486,Schmerz::N,bolest,өвдлһн
487,Wunde::N,rána,шав
488,Fieber::N,horečka,безг
489,Arznei::N,lék,эм
490,Brücke::N,most,тагт
491,Brunnen::N,studna,худг
492,Weide::N,pastva,малын идг
493,Weide::N,pastvina,малын идг
494,Pfad::N,pěšina,цувг
495,Weg::N,cesta,хаалһ
496,Straße::N,silnice,зам
497,Dorf::N,vesnice,хотн
498,Stadt::N,město,балһсн
499,Brief::N,dopis,бичг
500,Buch::N,kniha,дегтр
501,Buchstabe::N,písmeno,үзг
502,Zeitung::N,noviny,газет
503,Leben::N,život,җирһл
504,Tod::N,smrt,үкл
505,Tod::N,smrt,өңгрлһн
506,Grab::N,hrob,оршалһна нүкн
507,Kirche::N,kostel,чонҗ
508,Sünde::N,hřích,нүл
509,Sünde::N,hřích,килнц
510,Gott::N,bůh,бурхн
511,Arbeiter::N,dělník,көдлмшч
512,Arbeiter::N,pracovník,көдлмшч
513,Chef::N,šéf,толһач
514,Chef::N,vedoucí,толһач
515,Meister::N,mistr,урн
516,Arzt::N,lékař,эмч
517,Lehrer::N,učitel,багш
518,Geld::N,peníze,мөңгн
519,Geschäft::N,obchod,көдлмш
520,Laden::N,krám,лавк
521,Preis::N,cena,үн
522,Ware::N,zboží,эд-тавр
523,Nutzen::N,užitek,олз
524,Reichtum::N,bohatství,зөөр
525,Welt::N,svět,орчлң
526,Welt::N,svět,делкә
527,Land::N,země,орн-нутг
528,Staat::N,stát,государств
529,König::N,král,хан
530,Macht::N,moc,йосн
531,Macht::N,mocnost,йосн
532,Grenze::N,hranice,меҗә
533,Krieg::N,válka,дән
534,Feind::N,nepřítel,дәәсн
535,Gewalt::N,násilí,күч һарһлһн
536,Kampf::N,boj,ноолдан
537,Kampf::N,boj,бәрлдлһн
538,Bogen[Waffe]::N,luk,саадг
539,Pfeil::N,šíp,сумн
540,Gewehr::N,puška,бу
541,Gewehr::N,ručnice,бу
542,Fehler::N,chyba,алдг
543,Lüge::N,lež,худл
544,Schaden::N,škoda,хорлт
545,Unglück::N,neštěstí,гүрм
546,Schuld::N,vina,гем
547,Schuld::N,vina,буру
548,Alter::N,věk,насн
549,Schluss::N,konec,чилгч
550,Zeit::N,čas,цаг
551,Tag::N,den,өдр
552,Morgen::N,ráno,өрүн
553,Morgen::N,jitro,өрүн
554,Mittag::N,poledne,үд
555,Abend::N,večer,асхн
556,Nacht::N,noc,сө
557,Woche::N,týden,долан хонг
558,Monat::N,měsíc,сар
559,Jahr::N,rok,җил
560,Frühling::N,jaro,хавр
561,Sommer::N,léto,зун
562,Herbst::N,podzim,намр
563,Winter::N,zima,үвл
564,Januar::N,leden,январь
565,Februar::N,únor,февраль
566,März::N,březen,март
567,März::N,březen,моһа сар
568,April::N,duben,апрель
569,Mai::N,květen,май
570,Juni::N,červen,июнь
571,Juni::N,červen,мөчн сар
572,Juli::N,červenec,июль
573,August::N,srpen,август
574,September::N,září,һаха сар
575,Oktober::N,říjen,октябрь
576,November::N,listopad,ноябрь
577,November::N,listopad,үкр сар
578,Dezember::N,prosinec,бар сар
579,Montag::N,pondělí,понедельник
580,Montag::N,pondělek,понедельник
581,Dienstag::N,úterý,вторник
582,Mittwoch::N,středa,среда
583,Mittwoch::N,středa,үлмҗ өдр
584,Donnerstag::N,čtvrtek,четверг
585,Donnerstag::N,čtvrtek,пүрвә өдр
586,Freitag::N,pátek,пятниц
587,Samstag::N,sobota,суббот
588,Sonntag::N,neděle,нарн өдр
589,Sonntag::N,neděle,воскресень
590,groß::A,velký,ик
591,klein::A,malý,бичкн
592,lang::A,dlouhý,ут
593,kurz::A,krátký,оһтр
594,breit::A,široký,өргн
595,schmal::A,úzký,уутьхн
596,dicht::A,hustý,нигт
597,dick[Gegenstand]::A,tlustý,зузан
598,dünn::A,tenký,нимгн
599,fein::A,jemný,нәрхн
600,fest::A,pevný,бат
601,flach::A,plochý,хавтха
602,flach::A,placatý,хавтха
603,glatt::A,hladký,тегш
604,glatt::A,hladký,тиньгр
605,hart::A,tvrdý,хату
606,weich::A,měkký,җөөлн
607,weich::A,měkký,җөөлкн
608,rund::A,kulatý,төгрг
609,rund::A,okrouhlý,төгрг
610,spitz::A,špičatý,шовһр
611,scharf::A,ostrý,хурц
612,stumpf::A,tupý,мука
613,schwer::A,těžký,күнд
614,schön::A,pěkný,сәәхн
615,schön::A,krásný,сәәхн
616,heiß::A,horký,халун
617,warm::A,teplý,дулан
618,kalt::A,studený,киитн
619,kühl::A,chladný,серүн
620,frisch::A,svěží,серүн
621,feucht::A,vlhký,чиигтә
622,nass::A,mokrý,чиигтә
623,trocken::A,suchý,хагсу
624,voll::A,plný,дүүрң
625,leer::A,prázdný,сул
626,leer::A,prázdný,хоосн
627,offen::A,otevřený,секәтә
628,geschlossen::A,zavřený,хаалһата
629,sauber::A,čistý,цевр
630,schmutzig::A,špinavý,киртә
631,roh::A,syrový,түүкә
632,reif::A,zralý,болсн
633,lecker::A,chutný,әмтәхн
634,süß::A,sladký,әмтәхн
635,bitter::A,hořký,һашун
636,bitter::A,hořký,һашута
637,sauer::A,kyselý,ишклң
638,hell::A,světlý,герлтә
639,dunkel::A,temný,харңһу
640,schwarz::A,černý,хар
641,weiß::A,bílý,цаһан
642,rot::A,rudý,улан
643,rot::A,červený,улан
644,gelb::A,žlutý,шар
645,blau::A,modrý,көк
646,grün::A,zelený,көк
647,grau::A,šedý,бор
648,grau::A,šedivý,бор
649,bunt::A,pestrý,алг
650,bunt::A,pestrý,эрәтә
651,billig::A,levný,кимд
652,billig::A,laciný,кимд
653,teuer::A,drahý,үнтә
654,wertvoll::A,cenný,үнтә
655,wertvoll::A,cenný,эрднь
656,blind::A,slepý,сохр
657,taub::A,hluchý,дүлә
658,kräftig::A,silný,күчтә
659,stark::A,silný,чаңһ
660,schwach::A,slabý,күчн тату
661,fett::A,tučný,тарһн
662,fett::A,tlustý,тарһн
663,schlank::A,štíhlý,эццн
664,hübsch::A,hezký,көркхн
665,böse::A,zlý,уурта
666,dumm::A,hloupý,тенг
667,faul::A,líný,залху
668,fleißig::A,pilný,кинән
669,fleißig::A,pilný,кинмһә
670,geizig::A,lakomý,ховдг
671,klug::A,chytrý,ухата
672,geschickt::A,šikovný,чадмг
673,lieb::A,milý,эңкр
674,lustig::A,veselý,сергмҗтә
675,lustig::A,veselý,җирһлтә
676,sanft::A,mírný,номһн
677,hungrig::A,hladový,өлн
678,hungrig::A,hladový,харһнсн
679,krank::A,nemocný,өвчтә
680,krank::A,nemocný,шалтгта
681,nackt::A,nahý,нүцкн
682,traurig::A,smutný,һундлта
683,traurig::A,truchlivý,һундлта
684,lebendig::A,živý,әмд
685,gut::A,dobrý,сән
686,schlecht::A,špatný,му
687,richtig::A,pravý,зөвтә
688,richtig::A,správný,зөвтә
689,schlimm::A,zlý,җигшүртә
690,wahr::A,pravdivý,үнн
691,wahr::A,pravdivý,мөн
692,alt::A,starý,хуучн
693,neu::A,nový,шин
694,ehemalig::A,bývalý,хуучн
695,alt[Lebewesen]::A,starý,көгшн
696,jung::A,mladý,баһ
697,arm::A,chudý,угатя
698,reich::A,bohatý,байн
699,bekannt::A,známý,таньл
700,bekannt::A,známý,таньдг
701,berühmt::A,slavný,туурсн
702,fremd::A,cizí,күүнә
703,verschieden::A,různý,әдл биш
704,verschieden::A,různý,йилһәтә
705,verschieden::A,rozličný,әдл биш
706,verschieden::A,rozličný,йилһәтә
707,nah::A,blízký,өөрхн
708,fern::A,daleký,хол
709,linker::A,levý,зүн
710,rechter::A,pravý,барун
711,anderer::A,jiný,талдан
712,erster::A,první,негдгч
713,zweiter::A,druhý,хойрдгч
714,dritter::A,třetí,һурвдгч
715,letzter::A,poslední,отхн
716,allein::ADV,sám,һанцарн
717,auf einmal::ADV,najednou,нег дәкҗ
718,zusammen::ADV,spolu,хамдан
719,zusammen::ADV,dohromady,хамдан
720,lange::ADV,dlouho,удан
721,plötzlich::ADV,vtom,генткн
722,plötzlich::ADV,náhle,генткн
723,sofort::ADV,hned,дарунь
724,sofort::ADV,ihned,дарунь
725,später::ADV,později,сүүлд
726,jetzt::ADV,teď,ода
727,jetzt::ADV,nyní,ода
728,heute::ADV,dnes,эндр
729,heute::ADV,dneska,эндр
730,morgen::ADV,zítra,маңһдур
731,bald::ADV,brzo,дарунь
732,dann::ADV,pak,дәкәд
733,dann::ADV,potom,дәкәд
734,gestern::ADV,včera,өцклдүр
735,einst::ADV,kdysi,нег саамд
736,damals::ADV,tehdy,тиигхд
737,damals::ADV,tenkrát,тиигхд
738,danach::ADV,podle toho,тегәд
739,vorher::ADV,dříve,урд
740,vorher::ADV,napřed,урд
741,zuerst::ADV,nejprve,түрүләд
742,zuerst::ADV,nejdříve,түрүләд
743,einmal::ADV,jednou,нег дәкҗ
744,manchmal::ADV,někdy,зәрмдән
745,oft::ADV,často,хара биш
746,oft::ADV,často,хатяр биш
747,oft::ADV,často,дару-дарунь
748,immer::ADV,vždy,оньдинд
749,immer::ADV,stále,оньдинд
750,niemals::ADV,nikdy,кезә чмгн биш
751,hier::ADV,zde,энд
752,hier::ADV,zde,энүнд
753,hier::ADV,tady,энд
754,hier::ADV,tady,энүнд
755,hierhin::ADV,sem,нааран
756,von hier::ADV,odtud,эндәс
757,dort::ADV,tam,тенд
758,dorthin::ADV,tam,тиигән
759,geradeaus::ADV,rovně,шуд
760,vorwärts::ADV,kupředu,уралан
761,rückwärts::ADV,zpět,гедргән
762,zurück::ADV,zpět,хәрү
763,zurück::ADV,nazpět,хәрү
764,unten::ADV,dole,дор
765,hinab::ADV,dolů,дор
766,hinab::ADV,dolů,доракшан
767,oben::ADV,nahoře,деер
768,oben::ADV,navrchu,деер
769,hinauf::ADV,nahoru,өөдән
770,hinauf::ADV,nahoru,деер
771,überall::ADV,všude,альд болв чигн
772,nicht::ADV,ne,эс
773,nicht::ADV,ne,биш
774,nicht::ADV,ne,бичә
775,ein wenig::ADV,trochu,баахн
776,ein wenig::ADV,trochu,баахнар
777,kaum::ADV,sotva,әрә
778,sehr::ADV,velmi,йир
779,sehr::ADV,velice,йир
780,so::ADV,tak,иигҗ
781,so::ADV,takto,иигҗ
782,noch::ADV,ještě,ода чигн
783,nur::ADV,jen,һанцхн
784,nur::ADV,jenom,һанцхн
785,schon::ADV,už,одх
786,schon::ADV,již,одх
787,wieder::ADV,zase,бас
788,vergebens::ADV,marně,киидән
789,vor::PRP,před,урд
790,hinter::PRP,za,ца
791,unter::PRP,pod,дор
792,durch::PRP,skrz,ивт
793,durch::PRP,skrz,дундаһур
794,neben::PRP,vedle,хаҗуд
795,zwischen::PRP,mezi,хоорнд
796,wegen::PRP,pro,көлтә
797,wegen::PRP,pro,деерәс
798,dies::PRN,toto,эн
799,dies::PRN,tohle,эн
800,das::PRN,to,тер
801,alles::PRN,všechno,цуһар
802,ich::PRN,já,би
803,du::PRN,ty,чи
