,Concept_ID,eu,kn
110,Hügel::N,pentoka,ಗುಡ್ಡೆ
111,Anhöhe::N,garai,ದಿಬ್ಬ
112,Anhöhe::N,goragune,ದಿಬ್ಬ
113,Berg::N,mendi,ಮಲೆ
114,Berg::N,mendi,ಪರ್ವತ
115,Gipfel::N,gain,ಶೃಂಗ
116,Gipfel::N,tontor,ಶೃಂಗ
117,Höhle::N,kobazulo,ಗುಹೆ
118,Abhang::N,aldapa,ಇಳಿಜಾರು
119,Quelle::N,iturri,ಮೂಲ
120,Quelle::N,iturbegi,ಮೂಲ
121,Bach::N,lats,ತೊರೆ
122,Bach::N,erreka,ತೊರೆ
123,Fluss::N,ibai,ನದಿ
124,Fluss::N,uhaitz,ನದಿ
125,Ufer::N,bazter,ತೀರ
126,Küste::N,itsasalde,ದಂಡೆ
127,Festland::N,lehor,ಭೂಮಿ
128,Meer::N,itsaso,ಕಡಲು
129,Bucht::N,golko,ಖಾರಿ
130,Insel::N,irla,ದ್ವೀಪ
131,Insel::N,uharte,ದ್ವೀಪ
132,Blume::N,lili,ಸುಮ
133,Gras::N,belar,ಹುಲ್ಲು
134,Wurzel::N,zuztar,ಬೇರು
135,Wurzel::N,sustrai,ಬೇರು
136,Baum::N,zuhaitz,ಮರ
137,Stamm::N,enbor,ಕಾಂಡ
138,Rinde::N,azal,ತೂಗಟಿ
139,Ast::N,adar,ಶಾಖೆ
140,Zweig::N,abar,ರೆಂಬೆ
141,Blatt::N,hosto,ಎಲೆ
142,Birke::N,urki,ಬರ್ಚ್ ಮರ
143,Kiefer[Baum]::N,ler,ದೇವದಾರು ಮರ
144,Weide[Baum]::N,zume,ವಿಲೋಮರ
145,Weide[Baum]::N,sahats,ವಿಲೋಮರ
146,Tanne::N,izei,ಭದ್ರದಾರು
147,Horn::N,adar,ಕೊಂಬು
148,Feder::N,luma,ಪುಕ್ಕ
149,Feder::N,hegaki,ಪುಕ್ಕ
150,Fell::N,ile,ರೋಮ
151,Fell::N,larru,ರೋಮ
152,Flügel::N,hego,ರೆಕ್ಕೆ
153,Klaue::N,atzapar,ಪಂಜ
154,Kralle::N,erpe,ಉಗುರು
155,Kralle::N,atzapar,ಉಗುರು
156,Schwanz::N,isats,ಬಾಲ
157,Schwanz::N,buztan,ಬಾಲ
158,Ei::N,arrautza,ಮೊಟ್ಟೆ
159,Nest::N,habia,ಗೂಡು
160,Bau::N,ohantze,ಅಡಗುದಾಣ
161,Tier::N,abere,ಪ್ರಾಣಿ
162,Tier::N,piztia,ಪ್ರಾಣಿ
163,Herde::N,saldo,ಗುಂಪು
164,Herde::N,abere talde,ಗುಂಪು
165,Kuh::N,behi,ಹಸು
166,Bulle::N,zezen,ಗೂಳಿ
167,Pferd::N,zaldi,ಕುದುರೆ
168,Schaf::N,ardi,ಕುರಿ
169,Schwein::N,urde,ಹಂದಿ
170,Schwein::N,txerri,ಹಂದಿ
171,Hund::N,txakur,ನಾಯಿ
172,Katze::N,katu,ಬೆಕ್ಕು
173,Bär::N,hartz,ಕರಡಿ
174,Eichhörnchen::N,urtxintxa,ಉಡುತೆ
175,Elch::N,altze,ಕಡವೆ
176,Fuchs::N,azeri,ನರಿ
177,Hase::N,erbi,ಮೊಲ
178,Maus::N,sagu,ಇಲಿ
179,Wolf::N,otso,ತೋಳ
180,Vogel::N,txori,ಪಕ್ಷಿ
181,Vogel::N,hegazti,ಪಕ್ಷಿ
182,Schwarm::N,aldra,ಗುಂಪು
183,Huhn::N,oilo,ಚಿಕ್
184,Hahn::N,oilar,ಹುಂಜ
185,Gans::N,antzara,ವರಟೆ
186,Adler::N,arrano,ಗರುಡ
187,Ente::N,ahate,ಬಾತು
188,Eule::N,hontza,ಗೂಬೆ
189,Kranich::N,kurrilo,ಕೊಕ್ಕರ
190,Krähe::N,bele,ಕಾಗೆ
191,Kuckuck::N,kuku,ಕೋಗಿಲೆ
192,Schwan::N,beltxarga,ಹಂಸಪಕ್ಷಿ
193,Fisch::N,arrain,ಮೀನು
194,Barsch::N,perka,ಪರ್ಚ್ ಮೀನು
195,Hecht::N,lutxo,ಪೈಕ್ ಮೀನು
196,Schlange[Tier]::N,suge,ಹಾವು
197,Wurm::N,har,ಹುಳು
198,Spinne::N,armiarma,ಊರ್ಣನಾಭ
199,Ameise::N,inurri,ಇರುವೆ
200,Laus::N,zorri,ಹೇನು
201,Mücke::N,eltxo,ಸೊಳ್ಳೆ
202,Fliege::N,euli,ನೊಣ
203,Schmetterling::N,pinpirin,ಪತಂಗ
204,Schmetterling::N,tximeleta,ಪತಂಗ
205,Beere::N,baia,ನಯವಣ್ಣು
206,Apfel::N,sagar,ಸೇಬು
207,Pilz::N,onddo,ಅಣಬೆ
208,Pilz::N,perretxiko,ಅಣಬೆ
209,Zwiebel::N,tipula,ನೀರುಳ್ಳಿ
210,Saat::N,haziak,ಬಿತ್ತ
211,Korn::N,ale,ಬೀಜ
212,Korn::N,pikor,ಬೀಜ
213,Heu::N,belar ondu,ಕರಡ
214,Schale::N,azal,ಹೊಟ್ಟು
215,Grube::N,hobi,ಗುಂಡಿ
216,Falle::N,harrapagailu,ಬೋನು
217,Schlinge::N,bilur,ಉರುಲು
218,Schlinge::N,xedera,ಉರುಲು
219,Spur::N,lorratz,ಜಾಡು
220,Asche::N,errauts,ಬೂದಿ
221,Dreck::N,satsukeria,ಹೊಲಸು
222,Eisen::N,burdina,ಕಬ್ಬಿಣ
223,Gold::N,urre,ಚಿನ್ನ
224,Gold::N,urregorri,ಚಿನ್ನ
225,Silber::N,zilar,ಬೆಳ್ಳಿ
226,Silber::N,urrezuri,ಬೆಳ್ಳಿ
227,Kohle::N,ikatz,ಕಲ್ಲಿದ್ದಲು
228,Glas::N,beira,ಗಾಜು
229,Lehm::N,buztin,ಜೇಡಿಮಣ್ಣು
230,Sand::N,harea,ಮರಳು
231,Sand::N,hondar,ಮರಳು
232,Mensch::N,gizaki,ಪುರುಷ
233,Mann::N,gizon,ಆಳು
234,Frau::N,andere,ಹೆಣ್ಣು
235,Frau::N,emakume,ಹೆಣ್ಣು
236,Kind::N,haur,ಮಗು
237,Junge::N,mutil,ಹುಡುಗ
238,Mädchen::N,neska,ಹುಡುಗಿ
239,Familie::N,sendi,ಕುಟುಂಬ
240,Familie::N,familia,ಕುಟುಂಬ
241,Großvater::N,aitona,ಅಜ್ಜ
242,Großvater::N,aitatxi,ಅಜ್ಜ
243,Großmutter::N,amona,ಅಮ್ಮ
244,Großmutter::N,amatxi,ಅಮ್ಮ
245,Eltern::N,gurasoak,ಹೆತ್ತವರು
246,Vater::N,aita,ತಂದೆ
247,Mutter::N,ama,ಅಮ್ಮ
248,Sohn::N,seme,ಮಗ 
249,Tochter::N,alaba,ಮಗಳು
250,Bruder::N,neba,ತಮ್ಮ
251,Bruder::N,anaia,ತಮ್ಮ
252,Schwester::N,ahizpa,ತಂಗಿ
253,Onkel::N,osaba,ಸೋದರಮಾವ
254,Onkel::N,osaba,ದೊಡ್ಡಪ್ಪ
255,Tante::N,izeba,ಚಿಕ್ಕಮ್ಮ
256,Ehemann::N,senar,ಗಂಡ
257,Ehefrau::N,emazte,ಹೆಂಡತಿ
258,Freude::N,poz,ನಲಿವು
259,Freude::N,pozkari,ನಲಿವು
260,Gelächter::N,barre,ನಗೆ
261,Gelächter::N,karkara,ನಗೆ
262,Glück::N,zori,ಆನಂದ
263,Kummer::N,xangrin,ದುಃಖ
264,Kummer::N,atsekabe,ದುಃಖ
265,Wunsch::N,nahi,ಬಯಕೆ
266,Wunsch::N,nahikunde,ಬಯಕೆ
267,Lust::N,gogo,ಇಷ್ಟ
268,Geist::N,gogo,ಆತ್ಮ
269,Gedanke::N,gogoeta,ಯೋಚನೆ
270,Gedächtnis::N,oroimen,ಸ್ಮರಣೆ
271,Gedächtnis::N,gogoramen,ಸ್ಮರಣೆ
272,Verstand::N,adimen,ಮನಸ್ಸು
273,Verstand::N,ulermen,ಮನಸ್ಸು
274,Sinn::N,zentzu,ಅರ್ಥ
275,Grund::N,zergati,ಕಾರಣ
276,Wahrheit::N,egia,ಸತ್ಯ
277,Gespräch::N,hizketa,ಸಂಭಾಷಣೆ
278,Gespräch::N,elkarrizketa,ಸಂಭಾಷಣೆ
279,Märchen::N,ipuin,ಸುಳ್ಳು ಕಥೆ
280,Erzählung::N,edesti,ಕಥೆ
281,Erzählung::N,kontakizun,ಕಥೆ
282,Nachricht::N,albiste,ಸಂದೇಶ
283,Neuigkeit::N,berri,ಸುದ್ದಿ
284,Name::N,izen,ಹೆಸರು
285,Rätsel::N,asmakizun,ಒಗಟು
286,Rede::N,hitzaldi,ಮಾತು
287,Rede::N,mintzaldi,ಮಾತು
288,Sprache::N,hizkuntza,ಭಾಷೆ
289,Stimme::N,ahots,ಧ್ವನಿ
290,Wort::N,hitz,ಮಾತು
291,Zeichen::N,agerbide,ಗುರುತು
292,Zeichen::N,agergarri,ಗುರುತು
293,Ruf::N,dei,ಕೂಗು
294,Lärm::N,zarata,ಸದ್ದು
295,Lärm::N,harrabots,ಸದ್ದು
296,Laut::N,hots,ಶಬ್ದ
297,Ton::N,tonu,ನಾದ
298,Ton::N,soinu,ನಾದ
299,Lied::N,abesti,ಗಾನ
300,Ruhe::N,nasaitasun,ಶಾಂತಿ
301,Leute::N,jende,ಮಂದಿ
302,Volk::N,herri,ಜನಾಂಗ
303,Volk::N,populu,ಜನಾಂಗ
304,Arbeit::N,lan,ಕೆಲಸ
305,Gast::N,arrotz,ಅತಿಥಿ
306,Gast::N,apopilo,ಅತಿಥಿ
307,Geschenk::N,opari,ಕಾಣಿಕೆ
308,Spiel::N,jolas,ಆಟ
309,Gesellschaft::N,gizarte,ಸಂಗ
310,Hilfe::N,helpide,ಸಹಾಯ
311,Hilfe::N,laguntza,ಸಹಾಯ
312,Freund::N,lagun,ಸ್ನೇಹಿತ
313,Kamerad::N,adiskide,ಜೊತೆಗಾರ
314,Kamerad::N,lagunkide,ಜೊತೆಗಾರ
315,Angelegenheit::N,afera,ವಿಚಾರ
316,Anzahl::N,kopuru,ಎಣಿಕೆ
317,Art::N,mota,ತರ
318,Stück::N,puska,ತುಂಡು
319,Teil::N,atal,ಭಾಗ
320,Hälfte::N,erdi,ಅರ್ಧ
321,Kreis::N,biribilki,ವೃತ್ತ
322,Kreuz::N,gurutze,ಶಿಲುಬೆ
323,Linie::N,linea,ರೀಖೆ
324,Strich::N,marra,ಗೀಟು
325,Abstand::N,tarte,ಅಂತರ
326,Entfernung::N,urrunera,ದೂರ
327,Gegend::N,alderdi,ವಿಸ್ತೀರ್ಣ
328,Gegend::N,eskualde,ವಿಸ್ತೀರ್ಣ
329,Platz::N,leku,ಅಂತರ
330,Ort::N,toki,ಸ್ಥಳ
331,Seite::N,albo,ಪಕ್ಷ
332,Mitte::N,erdi,ನಡು
333,Gegenstand::N,gauzaki,ವಸ್ತು
334,Sache::N,gauza,ವಸ್ತು
335,Rand::N,ertz,ಅಂಚು
336,Kante::N,ertz,ಅಂಚು
337,Ecke::N,kantoi,ಮೂಲೆ
338,Spitze::N,punta,ತುದಿ
339,Ende::N,buru,ಕೊನೆ
340,Ende::N,mutur,ಕೊನೆ
341,Loch::N,zulo,ತೂತು
342,Winkel::N,zoko,ಕೋನ
343,Winkel::N,bazter,ಕೋನ
344,Muster::N,eredu,ನಮೂನೆ
345,Muster::N,marrazki,ನಮೂನೆ
346,Größe::N,kaizu,ಪ್ರಮಾಣ
347,Größe::N,tamaina,ಪ್ರಮಾಣ
348,Länge::N,luzera,ಉದ್ದ
349,Höhe::N,goiera,ಎತ್ತರ
350,Höhe::N,garaiera,ಎತ್ತರ
351,Gewicht::N,hazta,ತೂಕ
352,Menge::N,kopuru,ಮೊತ್ತ
353,Haufen::N,pila,ರಾಶಿ
354,Haufen::N,mendoi,ರಾಶಿ
355,Reihe::N,ilara,ಸಾಲು
356,Reihe::N,errenkada,ಸಾಲು
357,Boot::N,potin,ದೋಣಿ
358,Boot::N,txalupa,ದೋಣಿ
359,Ruder::N,arraun,ಹುಟ್ಟು
360,Schlitten::N,lera,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
361,Schlitten::N,narra,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
362,Ski::N,eski,ಜಾರುಪಟ್ಟಿ
363,Lagerfeuer::N,su,ಶಿಬಿರಾಗ್ನಿ
364,Last::N,zama,ಹೊರೆ
365,Last::N,karga,ಹೊರೆ
366,Gang::N,ibilera,ತಿರುಗಾಟ
367,Schritt::N,pauso,ಹೆಜ್ಜೆ
368,Schritt::N,urrats,ಹೆಜ್ಜೆ
369,Norden::N,ipar,ಉತ್ತರ
370,Norden::N,iparralde,ಉತ್ತರ
371,Süden::N,hego,ದಕ್ಷಿಣ
372,Süden::N,hegoalde,ದಕ್ಷಿಣ
373,Westen::N,sartalde,ಪಶ್ಚಿಮ
374,Westen::N,mendebalde,ಪಶ್ಚಿಮ
375,Osten::N,ekialde,ಮೂಡಲು
376,Osten::N,sortalde,ಮೂಡಲು
377,Holz::N,zur,ಚೌಬೀನೆ
378,Brett::N,ohol,ಹಲಗೆ
379,Platte::N,lauza,ಹಲಗೆ
380,Stütze::N,irozgarri,ಆಸರೆ
381,Stütze::N,bermagailu,ಆಸರೆ
382,Stange::N,haga,ಕಂಬ
383,Stock::N,makila,ಕೋಲು
384,Stab::N,makila,ದೊಣ್ಣೆ
385,Rohr::N,hodi,ನಳಿಕೆ
386,Haus::N,etxe,ಮನೆ
387,Heim::N,etxe,ಗೃಹ
388,Heim::N,etxaleku,ಗೃಹ
389,Ofen::N,berogailu,ಒಲೆ
390,Fußboden::N,zoru,ನೆಲ
391,Tisch::N,mahai,ಮೇಜು
392,Stuhl::N,aulki,ಕುರ್ಚಿ
393,Wiege::N,kuma,ತೊಟ್ಟಿಲು
394,Wiege::N,sehaska,ತೊಟ್ಟಿಲು
395,Bett::N,ohe,ಹಾಸಿಗೆ
396,Bett::N,ohatze,ಹಾಸಿಗೆ
397,Regal::N,apalategi,ಬೀರು
398,Kiste::N,kutxa,ಪಟ್ಟಿಗೆ
399,Fenster::N,leiho,ಕಿಟಕಿ
400,Tür::N,ate,ಬಾಗಿಲು
401,Tor::N,atari,ಹೆಬ್ಬಾಗಿಲು
402,Zaun::N,hesi,ಬೇಲಿ
403,Dach::N,teilatu,ಮಾಳಿಗೆ
404,Leiter::N,zurubi,ಏಣಿ
405,Besen::N,erratz,ಪೊರಕೆ
406,Spaten::N,burdinpala,ಗುದ್ದಲಿ
407,Schaufel::N,pala,ಸನಿಕೆ
408,Gabel::N,sardexka,ಕವಲು
409,Löffel::N,koilara,ಚಮಚ
410,Messer::N,aizto,ಚಾಕು
411,Nagel::N,iltze,ಆಣಿ
412,Netz::N,sare,ಬಲೆ
413,Haken::N,mako,ಕೊಂಡಿ
414,Griff::N,eskutoki,ಹಿಡಿ
415,Schloss::N,sarraila,ವೀಗ
416,Bild::N,irudi,ಚಿತ್ರ
417,Figur::N,figura,ಆಕಾರ
418,Puppe::N,panpina,ಗೊಂಬೆ
419,Puppe::N,andrakila,ಗೊಂಬೆ
420,Beutel::N,zorro,ಸಂಚಿ
421,Bündel::N,azao,ಕಟ್ಟು
422,Bündel::N,espal,ಕಟ್ಟು
423,Tasche::N,poltsa,ಚೀಲ
424,Eimer::N,treska,ಬಾನೆ
425,Deckel::N,tapa,ಮುಚ್ಚಳ
426,Deckel::N,estalki,ಮುಚ್ಚಳ
427,Geschirr::N,baxera,ಭಕ್ಷ್ಯಗಳು
428,Geschirr::N,ontziteria,ಭಕ್ಷ್ಯಗಳು
429,Sack::N,zaku,ಮೂಟೆ
430,Tasse::N,kikara,ಬಟ್ಟಲು
431,Topf::N,ontzi,ಮಡಕೆ
432,Topf::N,lapiko,ಮಡಕೆ
433,Kessel::N,pazia,ಕೆಟಲ್
434,Essen::N,janaldi,ಊಟ
435,Nahrung::N,jan,ಆಹಾರ
436,Speise::N,jaki,ಊಟ
437,Fleisch::N,okela,ಮಾಂಸ
438,Fleisch::N,haragi,ಮಾಂಸ
439,Getreide::N,labore,ಧಾನ್ಯ
440,Brei::N,ahi,ಗಂಜಿ
441,Brei::N,pure,ಗಂಜಿ
442,Brot::N,ogi,ರೊಟ್ಟಿ
443,Scheibe::N,xerra,ಹೋಳು
444,Scheibe::N,pirripita,ಹೋಳು
445,Fett::N,urin,ಕೊಬ್ಬು
446,Fett::N,koipe,ಕೊಬ್ಬು
447,Butter::N,gurin,ಬೆಣ್ಣೆ
448,Öl::N,olio,ಎಣ್ಣೆ
449,Salz::N,gatz,ಉಪ್ಪು
450,Suppe::N,zopa,ಎಸರು
451,Suppe::N,salda,ಎಸರು
452,Honig::N,ezti,ಮಧು
453,Milch::N,esne,ಹಾಲು
454,Tee::N,te,ಚಹ
455,Leder::N,larru,ಚಕ್ಕಳ
456,Wolle::N,artile,ಉಣ್ಣೆ
457,Stoff::N,ehun,ಬಟ್ಟೆ
458,Nadel::N,orratz,ಸೂಜಿ
459,Nadel::N,jostorratz,ಸೂಜಿ
460,Faden::N,hari,ದಾರ
461,Knopf::N,botoi,ಗುಂಡು
462,Knoten::N,korapilo,ಗಂಟು
463,Farbe::N,pintura,ಬಣ್ಣ
464,Kleidung::N,arropa,ಅರಿವೆ
465,Kleidung::N,jantziak,ಅರಿವೆ
466,Hemd::N,atorra,ಅಂಗಿ
467,Hemd::N,alkandora,ಅಂಗಿ
468,Kragen::N,idun,ಕುತ್ತಿಗೆಪಟ್ಟಿ
469,Ärmel::N,mahuka,ತೋಳು
470,Hose::N,prakak,ಇಜಾರ
471,Hose::N,galtzak,ಇಜಾರ
472,Gürtel::N,gerriko,ಬೆಲ್ಟು
473,Mütze::N,txano,ಟೋಪಿ
474,Mütze::N,txapel,ಟೋಪಿ
475,Schuh::N,oski,ಪಾದರಕ್ಷೆ
476,Schuh::N,oinetako,ಪಾದರಕ್ಷೆ
477,Stiefel::N,bota,ಬೂಟು
478,Ring::N,uztai,ಉಂಗುರ
479,Band::N,zinta,ರಿಬ್ಬನ್
480,Band::N,xingola,ರಿಬ್ಬನ್
481,Kamm::N,orrazi,ಹಣಿಗೆ
482,Spiegel::N,mirail,ಕನ್ನಡಿ
483,Riemen::N,uhal,ಬಾರು
484,Schnur::N,lokailu,ಹುರಿ
485,Leine::N,lotura,ಹಗ್ಗ
486,Decke::N,burusi,ಕಂಬಳಿ
487,Kissen::N,kuxin,ದಿಂಬು
488,Tuch::N,zapi,ಕೊರಳ ಬಟ್ಟೆ
489,Tuch::N,oihal,ಕೊರಳ ಬಟ್ಟೆ
490,Handtuch::N,eskuzapi,ಚೌಕ
491,Handtuch::N,eskuoihal,ಚೌಕ
492,Kraft::N,indar,ಬಲ
493,Stärke::N,indar,ಶಕ್ತಿ
494,Gesundheit::N,osasun,ಆರೋಗ್ಯ
495,Krankheit::N,eritasun,ರೋಗ
496,Krankheit::N,gaixotasun,ರೋಗ
497,Schmerz::N,min,ನೋವು
498,Wunde::N,zauri,ಗಾಯ
499,Fieber::N,sukar,ಜ್ವರ
500,Arznei::N,osagai,ಔಷಧ
501,Arznei::N,sendagai,ಔಷಧ
502,Brücke::N,zubi,ಸೇತುವೆ
503,Brunnen::N,putzu,ಬಾವಿ
504,Weide::N,alha,ಗೋಮಾಳ
505,Weide::N,bazkaleku,ಗೋಮಾಳ
506,Pfad::N,zidor,ದಾರಿ
507,Pfad::N,bidexka,ದಾರಿ
508,Weg::N,bide,ಹಾದಿ
509,Straße::N,errepide,ರಸ್ತೆ
510,Dorf::N,herri,ಹಳ್ಳಿ
511,Stadt::N,hiri,ಪಟ್ಟಣ
512,Brief::N,gutun,ಕಾಗದ
513,Brief::N,eskutitz,ಕಾಗದ
514,Buch::N,liburu,ಪುಸ್ತಕ
515,Buchstabe::N,hizki,ಅಕ್ಷರ
516,Zeitung::N,egunkari,ವಾರ್ತಾಪತ್ರಿಕೆ
517,Leben::N,bizi,ಜೀವನ
518,Leben::N,bizitza,ಜೀವನ
519,Tod::N,herio,ಮರಣ
520,Tod::N,heriotza,ಮರಣ
521,Grab::N,hobi,ಗೋರಿ
522,Grab::N,hilobi,ಗೋರಿ
523,Kirche::N,eliza,ಚರ್ಚು
524,Sünde::N,hoben,ಪಾಪ
525,Sünde::N,bekatu,ಪಾಪ
526,Gott::N,jainko,ದೇವರು
527,Arbeiter::N,langile,ಕೆಲಸಗಾರ
528,Arbeiter::N,behargin,ಕೆಲಸಗಾರ
529,Chef::N,nagusi,ದಣಿ
530,Meister::N,maisu,ಶಿಕ್ಷಕ
531,Arzt::N,osagile,ವೈದ್ಯ
532,Arzt::N,sendagile,ವೈದ್ಯ
533,Lehrer::N,irakasle,ಉಪಾಧ್ಯಾಯ
534,Geld::N,diru,ಹಣ
535,Geschäft::N,negozio,ವಾಣಿಜ್ಯ
536,Laden::N,denda,ಅಂಗಡಿ
537,Laden::N,saltegi,ಅಂಗಡಿ
538,Preis::N,prezio,ಬೆಲೆ
539,Preis::N,salneurri,ಬೆಲೆ
540,Ware::N,salgai,ಸರಕು
541,Nutzen::N,onura,ಲಾಭ
542,Nutzen::N,probetxu,ಲಾಭ
543,Reichtum::N,aberastasun,ಸಂಪತ್ತು
544,Welt::N,ludi,ಭೂಲೋಕ
545,Welt::N,mundu,ಭೂಲೋಕ
546,Land::N,herrialde,ದೇಶ
547,Staat::N,estatu,ರಾಜ್ಯ
548,König::N,errege,ರಾಜ
549,Macht::N,botere,ಅಧಿಕಾರ
550,Grenze::N,muga,ಗಡಿ
551,Krieg::N,guda,ಯುದ್ಧ
552,Feind::N,etsai,ಶತ್ರು
553,Feind::N,arerio,ಶತ್ರು
554,Gewalt::N,bortxa,ಹಿಂಸೆ
555,Gewalt::N,bortizkeria,ಹಿಂಸೆ
556,Kampf::N,gudu,ಹೋರಾಟ
557,Kampf::N,auska,ಹೋರಾಟ
558,Bogen[Waffe]::N,arku,ಬಿಲ್ಲು
559,Pfeil::N,gezi,ಅಂಬು
560,Gewehr::N,fusil,ಬಂದೂಕು
561,Fehler::N,huts,ತಪ್ಪು
562,Fehler::N,hutsegin,ತಪ್ಪು
563,Lüge::N,gezur,ಸುಳ್ಳು
564,Schaden::N,kalte,ಹಾನಿ
565,Unglück::N,zoritxar,ಅಪಾಯ
566,Unglück::N,zorigaitz,ಅಪಾಯ
567,Schuld::N,erru,ದೋಷ
568,Alter::N,adin,ಮುಪ್ಪು
