,Concept_ID,el,hr
1422,sich unterhalten::V,συνομιλώ,razgovarati se
1423,sich unterhalten::V,κουβεντιάζω,razgovarati se
1424,fragen::V,ρωτώ,pitati
1425,bitten::V,ζητώ,moliti
1426,bitten::V,παρακαλώ,moliti
1427,erzählen::V,διηγούμαι,ispričati
1428,erzählen::V,διηγούμαι,pripovjediti
1429,mitteilen::V,πληροφορώ,saopćiti
1430,nennen::V,ονομάζω,nazvati
1431,rufen::V,φωνάζω,zvati
1432,rufen::V,φωνάζω,dozvati
1433,prahlen::V,καυχιέμαι,hvalisati se
1434,übersetzen::V,μεταφράζω,prevesti
1435,denken::V,σκέφτομαι,misliti
1436,glauben::V,πιστεύω,vjerovati
1437,bemerken::V,παρατηρώ,zapaziti
1438,bemerken::V,παρατηρώ,primijetiti
1439,erkennen::V,αναγνωρίζω,prepoznati
1440,begreifen::V,καταλαβαίνω,pojmiti
1441,begreifen::V,καταλαβαίνω,shvatiti
1442,verstehen::V,ακούω,razabrati
1443,lernen::V,μαθαίνω,učiti se
1444,wissen::V,ξέρω,znati
1445,sich erinnern an::V,θυμάμαι,sjetiti se
1446,vergessen::V,ξεχνώ,zaboraviti
1447,messen::V,μετρώ,mjeriti
1448,zählen::V,μετρώ,brojiti
1449,rechnen::V,λογαριάζω,računati
1450,lesen::V,διαβάζω,čitati
1451,malen::V,ζωγραφίζω,slikati
1452,zeichnen::V,σχεδιάζω,crtati
1453,schreiben::V,γράφω,pisati
1454,besitzen::V,κατέχω,imati
1455,besitzen::V,κατέχω,posjedovati
1456,kaufen::V,αγοράζω,kupiti
1457,verkaufen::V,πουλώ,prodati
1458,verkaufen::V,πουλώ,raspačati
1459,bezahlen::V,πληρώνω,platiti
1460,zahlen::V,πληρώνω,plaćati
1461,beherrschen::V,κυριαρχώ,vladati
1462,beherrschen::V,κυριαρχώ,gospodariti
1463,ertragen::V,βαστώ,trpjeti
1464,ertragen::V,βαστώ,podnijeti
1465,ertragen::V,αντέχω,trpjeti
1466,ertragen::V,αντέχω,podnijeti
