,Concept_ID,et,fr
175,Bär::N,karu,ours
176,Eichhörnchen::N,orav,écureuil
177,Elch::N,põder,élan
178,Fuchs::N,rebane,renard
179,Hase::N,jänes,lièvre
180,Maus::N,hiir,souris
181,Wolf::N,hunt,loup
182,Vogel::N,lind,oiseau
183,Schwarm::N,parv,nuée
184,Schwarm::N,parv,volée
185,Huhn::N,kana,poule
186,Hahn::N,kukk,coq
187,Gans::N,hani,oie
188,Adler::N,kotkas,aigle
189,Ente::N,part,canard
190,Eule::N,kakk,hibou
191,Eule::N,öökull,hibou
192,Kranich::N,kurg,grue
193,Krähe::N,vares,corneille
194,Kuckuck::N,kägu,coucou
195,Schwan::N,luik,cygne
196,Fisch::N,kala,poisson
197,Barsch::N,ahven,perche
198,Hecht::N,haug,brochet
199,Schlange[Tier]::N,uss,serpent
200,Wurm::N,uss,ver
201,Wurm::N,vagel,ver
202,Spinne::N,ämblik,araignée
203,Ameise::N,sipelgas,fourmi
204,Laus::N,täi,pou
205,Mücke::N,sääsk,moucheron
206,Fliege::N,kärbes,mouche
207,Schmetterling::N,liblikas,papillon
208,Beere::N,mari,baie
209,Apfel::N,õun,pomme
210,Pilz::N,seen,champignon
211,Zwiebel::N,sibul,oignon
212,Saat::N,seeme,semence
213,Korn::N,iva,grain
214,Korn::N,tera,grain
215,Heu::N,hein,foin
216,Schale::N,koor,pelure
217,Grube::N,kaevand,fosse
218,Falle::N,lõks,piège
219,Falle::N,püünis,piège
220,Schlinge::N,aas,lacs
221,Spur::N,jälg,trace
222,Asche::N,tuhk,cendre
223,Dreck::N,saast,crotte
224,Dreck::N,mustus,crotte
225,Eisen::N,raud,fer
226,Gold::N,kuld,or
227,Silber::N,hõbe,argent
228,Kohle::N,süsi,charbon
229,Glas::N,klaas,verre
230,Lehm::N,savi,glaise
231,Sand::N,liiv,sable
232,Mensch::N,inimene,homme
233,Mann::N,mees,homme
234,Frau::N,naine,femme
235,Kind::N,laps,enfant
236,Junge::N,poiss,garçon
237,Mädchen::N,tüdruk,fille
238,Mädchen::N,tüdruk,jeune fille
239,Familie::N,perekond,famille
240,Großvater::N,vanaisa,grand-père
241,Großmutter::N,vanaema,grand-mère
242,Eltern::N,vanemad,parents
243,Vater::N,isa,père
244,Mutter::N,ema,mère
245,Sohn::N,poeg,fils
246,Tochter::N,tütar,fille
247,Bruder::N,vend,frère
248,Schwester::N,õde,sœur
249,Onkel::N,onu,oncle
250,Tante::N,tädi,tante
251,Ehemann::N,mees,mari
252,Ehemann::N,mees,époux
253,Ehemann::N,abikaasa,mari
254,Ehemann::N,abikaasa,époux
255,Ehefrau::N,naine,femme
256,Ehefrau::N,naine,épouse
257,Ehefrau::N,abikaasa,femme
258,Ehefrau::N,abikaasa,épouse
259,Freude::N,rõõm,joie
260,Freude::N,rõõm,plaisir
261,Gelächter::N,naer,rires
262,Glück::N,õnn,bonheur
263,Kummer::N,mure,peine
264,Kummer::N,mure,chagrin
265,Kummer::N,kurbus,peine
266,Kummer::N,kurbus,chagrin
267,Wunsch::N,soov,désir
268,Lust::N,himu,envie
269,Geist::N,vaim,esprit
270,Gedanke::N,mõte,idée
271,Gedanke::N,mõte,pensée
272,Gedächtnis::N,mälu,mémoire
273,Verstand::N,aru,raison
274,Verstand::N,mõistus,raison
275,Sinn::N,tähendus,sens
276,Grund::N,põhjus,cause
277,Grund::N,põhjus,raison
278,Wahrheit::N,tõde,vérité
279,Gespräch::N,kõne,conversation
280,Gespräch::N,vestlus,conversation
281,Märchen::N,muinasjutt,conte
282,Märchen::N,muinasjutt,conte de fées
283,Erzählung::N,jutustus,conte
284,Erzählung::N,jutustus,narration
285,Nachricht::N,teade,message
286,Neuigkeit::N,uudis,nouvelle
287,Name::N,nimi,nom
288,Rätsel::N,mõistatus,énigme
289,Rätsel::N,mõistatus,devinette
290,Rede::N,kõne,parole
291,Rede::N,kõne,discours
292,Sprache::N,keel,langue
293,Sprache::N,keel,langage
294,Stimme::N,hääl,voix
295,Wort::N,sõna,mot
296,Zeichen::N,märk,signe
297,Ruf::N,hüüe,cri
298,Ruf::N,hüüe,appel
299,Lärm::N,müra,bruit
300,Laut::N,hääl,son
301,Ton::N,toon,ton
302,Lied::N,laul,chant
303,Lied::N,laul,chanson
304,Ruhe::N,rahu,calme
305,Ruhe::N,rahu,tranquillité
306,Ruhe::N,vaikus,calme
307,Ruhe::N,vaikus,tranquillité
308,Leute::N,inimesed,gens
309,Volk::N,rahvas,peuple
310,Arbeit::N,töö,travail
311,Gast::N,külaline,hôte
312,Gast::N,külaline,invité
313,Geschenk::N,kingitus,cadeau
314,Geschenk::N,kingitus,présent
315,Spiel::N,mäng,jeu
316,Gesellschaft::N,selts,compagnie
317,Hilfe::N,abi,aide
318,Hilfe::N,abi,secours
319,Freund::N,sõber,ami
320,Kamerad::N,sõber,copain
321,Kamerad::N,sõber,camarade
322,Angelegenheit::N,asi,affaire
323,Anzahl::N,arv,nombre
324,Anzahl::N,hulk,nombre
325,Art::N,liik,sorte
326,Art::N,liik,espèce
327,Stück::N,tükk,morceau
328,Teil::N,osa,part
329,Teil::N,osa,partie
330,Hälfte::N,pool,moitié
331,Kreis::N,ring,cercle
332,Kreuz::N,rist,croix
333,Linie::N,joon,ligne
334,Strich::N,joon,trait
335,Abstand::N,vahe,écart
336,Entfernung::N,kaugus,distance
337,Entfernung::N,vahemaa,distance
338,Gegend::N,ümbrus,région
339,Gegend::N,ümbrus,contrée
340,Platz::N,ruum,place
341,Ort::N,paik,lieu
342,Ort::N,paik,endroit
343,Seite::N,pool,côté
344,Mitte::N,keskpaik,milieu
345,Gegenstand::N,ese,objet
346,Sache::N,ese,chose
347,Rand::N,äär,bord
348,Rand::N,serv,bord
349,Kante::N,kant,arête
350,Ecke::N,nurk,coin
351,Ecke::N,nurk,tournant
352,Spitze::N,teravik,cime
353,Spitze::N,teravik,pointe
354,Ende::N,ots,bout
355,Ende::N,jupp,bout
356,Loch::N,auk,trou
357,Winkel::N,nurk,coin
358,Winkel::N,nurk,réduit
359,Muster::N,muster,dessin
360,Größe::N,suurus,grandeur
361,Länge::N,pikkus,longueur
362,Höhe::N,kõrgus,hauteur
363,Höhe::N,kõrgus,altitude
364,Gewicht::N,kaal,poids
365,Gewicht::N,raskus,poids
366,Menge::N,arv,quantité
367,Menge::N,hulk,quantité
368,Haufen::N,hunnik,tas
369,Reihe::N,rivi,file
370,Reihe::N,rivi,rangée
371,Boot::N,paat,canot
372,Boot::N,paat,bateau
373,Ruder::N,aer,rame
374,Ruder::N,aer,aviron
375,Schlitten::N,saan,traîneau
376,Ski::N,suusk,ski
377,Lagerfeuer::N,lõke,feu de camp
378,Last::N,koorem,charge
379,Last::N,koorem,fardeau
380,Gang::N,käik,tour
381,Gang::N,käik,marche
382,Schritt::N,samm,pas
383,Norden::N,põhi,nord
384,Süden::N,lõuna,sud
385,Westen::N,lääs,ouest
386,Westen::N,lääs,occident
387,Osten::N,ida,est
388,Osten::N,ida,orient
389,Holz::N,puu,bois
390,Brett::N,saelaud,planche
391,Platte::N,plaat,plaque
392,Stütze::N,tugi,appui
393,Stütze::N,tugi,soutien
394,Stange::N,latt,barre
395,Stange::N,latt,perche
396,Stange::N,teivas,barre
397,Stange::N,teivas,perche
398,Stock::N,kepp,canne
399,Stab::N,varras,bâton
400,Rohr::N,toru,tube
401,Rohr::N,toru,tuyau
402,Haus::N,maja,maison
403,Heim::N,kodu,maison
404,Ofen::N,ahi,poêle
405,Fußboden::N,põrand,plancher
406,Tisch::N,laud,table
407,Stuhl::N,tool,chaise
408,Wiege::N,häll,berceau
409,Wiege::N,kätki,berceau
410,Bett::N,voodi,lit
411,Regal::N,riiul,étagère
412,Kiste::N,kast,caisse
413,Fenster::N,aken,fenêtre
414,Tür::N,uks,porte
415,Tor::N,värav,porte
416,Tor::N,värav,portail
417,Zaun::N,aed,clôture
418,Zaun::N,tara,clôture
419,Dach::N,katus,toit
420,Leiter::N,redel,échelle
421,Besen::N,luud,balai
422,Spaten::N,labidas,bêche
423,Schaufel::N,kühvel,pelle
424,Gabel::N,kahvel,fourchette
425,Löffel::N,lusikas,cuiller
426,Messer::N,nuga,couteau
427,Nagel::N,nael,clou
428,Netz::N,võrk,filet
429,Haken::N,haak,croc
430,Haken::N,haak,crochet
431,Haken::N,konks,croc
432,Haken::N,konks,crochet
433,Griff::N,sang,prise
434,Griff::N,sang,manche
435,Griff::N,käepide,prise
436,Griff::N,käepide,manche
437,Schloss::N,lukk,serrure
438,Bild::N,pilt,image
439,Bild::N,pilt,tableau
440,Figur::N,kuju,figure
441,Figur::N,kujund,figure
442,Puppe::N,nukk,poupée
443,Beutel::N,paun,sac
444,Beutel::N,paun,petit sac
445,Bündel::N,kimp,paquet
446,Bündel::N,kimp,faisceau
447,Tasche::N,kott,sac
448,Eimer::N,pang,seau
449,Eimer::N,ämber,seau
450,Deckel::N,kaas,couvercle
451,Geschirr::N,nõud,vaisselle
452,Sack::N,kott,sac
453,Tasse::N,tass,tasse
454,Topf::N,pada,pot
455,Topf::N,pada,marmite
456,Kessel::N,pada,chaudron
457,Essen::N,söök,repas
458,Essen::N,söök,manger
459,Nahrung::N,toit,nourriture
460,Speise::N,roog,plat
461,Fleisch::N,liha,viande
462,Getreide::N,teravili,blé
463,Getreide::N,teravili,céréales
464,Brei::N,puder,purée
465,Brei::N,puder,bouillie
466,Brot::N,sai,pain
467,Brot::N,leib,pain
468,Scheibe::N,viil,tranche
469,Scheibe::N,viilukas,tranche
470,Fett::N,rasv,graisse
471,Butter::N,või,beurre
472,Öl::N,õli,huile
473,Salz::N,sool,sel
474,Suppe::N,supp,soupe
475,Suppe::N,supp,potage
476,Honig::N,mesi,miel
477,Milch::N,piim,lait
478,Tee::N,tee,thé
479,Leder::N,nahk,cuir
480,Wolle::N,vill,laine
481,Stoff::N,kangas,tissu
482,Stoff::N,kangas,étoffe
483,Nadel::N,nõel,aiguille
484,Faden::N,niit,fil
485,Knopf::N,nööp,bouton
486,Knoten::N,sõlm,nœud
487,Farbe::N,värv,peinture
488,Kleidung::N,riided,vêtements
489,Kleidung::N,riided,habillement
490,Kleidung::N,riietus,vêtements
491,Kleidung::N,riietus,habillement
492,Hemd::N,särk,chemise
493,Kragen::N,krae,col
494,Ärmel::N,varrukas,manche
495,Hose::N,püksid,pantalon
496,Gürtel::N,vöö,ceinture
497,Mütze::N,müts,bonnet
498,Mütze::N,müts,casquette
499,Schuh::N,king,soulier
500,Schuh::N,king,chaussure
501,Stiefel::N,saabas,botte
502,Ring::N,sõrmus,bague
503,Band::N,lint,ruban
504,Kamm::N,kamm,peigne
505,Spiegel::N,peegel,glace
506,Spiegel::N,peegel,miroir
507,Riemen::N,rihm,lanière
508,Riemen::N,rihm,courroie
509,Schnur::N,nöör,corde
510,Schnur::N,nöör,ficelle
511,Leine::N,jalutusrihm,laisse
512,Decke::N,tekk,couverture
513,Kissen::N,padi,oreiller
514,Tuch::N,kalev,drap
515,Tuch::N,kalev,fichu
516,Handtuch::N,käterätik,serviette
517,Handtuch::N,käterätik,essuie-mains
518,Kraft::N,jõud,force
519,Stärke::N,tugevus,vigueur
520,Gesundheit::N,tervis,santé
521,Krankheit::N,haigus,maladie
522,Schmerz::N,valu,douleur
523,Wunde::N,haav,plaie
524,Wunde::N,haav,blessure
525,Fieber::N,palavik,fièvre
526,Arznei::N,ravim,remède
527,Arznei::N,ravim,médecine
528,Brücke::N,sild,pont
529,Brunnen::N,kaev,puits
530,Weide::N,karjamaa,pâturage
531,Pfad::N,rada,sentier
532,Weg::N,tee,voie
533,Weg::N,tee,chemin
534,Straße::N,tee,route
535,Dorf::N,küla,village
536,Stadt::N,linn,cité
537,Stadt::N,linn,ville
538,Brief::N,kiri,lettre
539,Buch::N,raamat,livre
540,Buchstabe::N,täht,lettre
541,Buchstabe::N,täht,caractère
542,Zeitung::N,ajaleht,journal
543,Leben::N,elu,vie
544,Tod::N,surm,mort
545,Grab::N,haud,tombe
546,Kirche::N,kirik,église
547,Sünde::N,patt,péché
548,Gott::N,jumal,dieu
549,Arbeiter::N,tööline,ouvrier
550,Arbeiter::N,tööline,travailleur
551,Chef::N,ülemus,chef
552,Chef::N,ülemus,patron
553,Chef::N,juhataja,chef
554,Chef::N,juhataja,patron
555,Meister::N,meister,maître
556,Arzt::N,arst,médecin
557,Lehrer::N,õpetaja,professeur
558,Lehrer::N,õpetaja,instituteur
559,Geld::N,raha,argent
560,Geschäft::N,äri,affaire
561,Geschäft::N,äri,commerce
562,Laden::N,pood,magasin
563,Laden::N,pood,boutique
564,Laden::N,kauplus,magasin
565,Laden::N,kauplus,boutique
566,Preis::N,hind,prix
567,Ware::N,kaup,marchandise
568,Nutzen::N,tulu,profit
569,Nutzen::N,kasulikkus,profit
570,Reichtum::N,rikkus,richesse
571,Welt::N,maailm,monde
572,Land::N,maa,pays
573,Staat::N,riik,État
574,König::N,kuningas,roi
575,Macht::N,võim,pouvoir
576,Macht::N,võim,puissance
577,Grenze::N,piir,frontière
578,Krieg::N,sõda,guerre
579,Feind::N,vaenlane,ennemi
580,Gewalt::N,väevõim,violence
581,Kampf::N,võitlus,lutte
582,Kampf::N,võitlus,combat
583,Bogen[Waffe]::N,vibu,arc
584,Pfeil::N,nool,flèche
585,Gewehr::N,püss,fusil
586,Fehler::N,viga,faute
587,Fehler::N,viga,erreur
588,Lüge::N,vale,mensonge
589,Schaden::N,kahju,dégât
590,Schaden::N,kahju,dommage
591,Unglück::N,häda,malheur
592,Unglück::N,õnnetus,malheur
593,Schuld::N,süü,faute
594,Schuld::N,süü,culpabilité
595,Alter::N,iga,âge
596,Schluss::N,lõpp,fin
597,Zeit::N,aeg,temps
598,Tag::N,päev,jour
599,Tag::N,päev,journée
600,Morgen::N,hommik,matin
601,Morgen::N,hommik,matinée
602,Mittag::N,lõuna,midi
603,Mittag::N,keskpäev,midi
604,Abend::N,õhtu,soir
605,Abend::N,õhtu,soirée
606,Nacht::N,öö,nuit
607,Woche::N,nädal,semaine
608,Monat::N,kuu,mois
609,Jahr::N,aasta,an
610,Jahr::N,aasta,année
611,Frühling::N,kevad,printemps
612,Sommer::N,suvi,été
613,Herbst::N,sügis,automne
614,Winter::N,talv,hiver
615,Januar::N,jaanuar,janvier
616,Februar::N,veebruar,février
617,März::N,märts,mars
618,April::N,aprill,avril
619,Mai::N,mai,mai
620,Juni::N,juuni,juin
621,Juli::N,juuli,juillet
622,August::N,august,août
623,September::N,september,septembre
624,Oktober::N,oktoober,octobre
625,November::N,november,novembre
626,Dezember::N,detsember,décembre
627,Montag::N,esmaspäev,lundi
628,Dienstag::N,teisipäev,mardi
629,Mittwoch::N,kesknädal,mercredi
630,Donnerstag::N,neljapäev,jeudi
631,Freitag::N,reede,vendredi
632,Samstag::N,laupäev,samedi
633,Sonntag::N,pühapäev,dimanche
634,groß::A,suur,grand
635,klein::A,väike,petit
636,klein::A,pisike,petit
637,lang::A,pikk,long
638,kurz::A,lühike,court
639,breit::A,lai,large
640,schmal::A,kitsas,étroit
641,dicht::A,tihe,dense
642,dick[Gegenstand]::A,jäme,épais
643,dünn::A,õhuke,mince
644,dünn::A,peenike,mince
645,fein::A,peen,fin
646,fein::A,peen,menu
647,fein::A,õhuke,fin
648,fein::A,õhuke,menu
649,fest::A,püsiv,ferme
650,fest::A,püsiv,solide
651,fest::A,kindel,ferme
652,fest::A,kindel,solide
653,flach::A,lame,plat
654,flach::A,tasane,plat
655,glatt::A,sile,poli
656,glatt::A,sile,lisse
657,hart::A,kõva,dur
658,weich::A,pehme,mou
659,rund::A,ümar,rond
660,spitz::A,torkav,aigu
661,spitz::A,torkav,pointu
662,scharf::A,terav,tranchant
663,stumpf::A,nüri,mousse
664,stumpf::A,nüri,émoussé
665,schwer::A,raske,lourd
666,schwer::A,raske,pesant
667,schön::A,kena,beau
668,heiß::A,kuum,chaud
669,heiß::A,kuum,très chaud
670,heiß::A,palav,chaud
671,heiß::A,palav,très chaud
672,warm::A,soe,chaud
673,kalt::A,külm,froid
674,kühl::A,jahe,frais
675,frisch::A,värske,frais
676,feucht::A,niiske,humide
677,nass::A,märg,mouillé
678,trocken::A,kuiv,sec
679,voll::A,täis,plein
680,voll::A,täis,rempli
681,leer::A,tühi,vide
682,offen::A,avatud,ouvert
683,offen::A,lahtine,ouvert
684,geschlossen::A,suletud,clos
685,geschlossen::A,suletud,fermé
686,sauber::A,puhas,net
687,sauber::A,puhas,propre
688,schmutzig::A,räpane,sale
689,schmutzig::A,räpane,crasseux
690,schmutzig::A,määrdunud,sale
691,schmutzig::A,määrdunud,crasseux
692,roh::A,toores,cru
693,roh::A,toores,brut
694,reif::A,küps,mûr
695,lecker::A,hõrk,délicieux
696,lecker::A,hõrk,appétissant
697,lecker::A,maitsev,délicieux
698,lecker::A,maitsev,appétissant
699,süß::A,magus,doux
700,bitter::A,mõru,amer
701,sauer::A,hapu,aigre
702,hell::A,hele,clair
703,dunkel::A,pime,sombre
704,schwarz::A,must,noir
705,weiß::A,valge,blanc
706,rot::A,punane,rouge
707,gelb::A,kollane,jaune
708,blau::A,sinine,bleu
709,grün::A,roheline,vert
710,grau::A,hall,gris
711,bunt::A,kirju,multicolore
712,bunt::A,värviline,multicolore
713,billig::A,odav,bon marché
714,teuer::A,kallis,cher
715,wertvoll::A,väärtuslik,précieux
716,blind::A,pime,aveugle
717,taub::A,kurt,sourd
718,kräftig::A,jõuline,fort
719,kräftig::A,jõuline,vigoureux
720,stark::A,tugev,fort
721,stark::A,tugev,puissant
722,schwach::A,nõrk,faible
723,schwach::A,jõuetu,faible
724,fett::A,rasvane,gras
725,schlank::A,sale,svelte
726,hübsch::A,kena,joli
727,böse::A,tige,mauvais
728,dumm::A,juhm,sot
729,dumm::A,juhm,bête
730,dumm::A,rumal,sot
731,dumm::A,rumal,bête
732,faul::A,laisk,fainéant
733,faul::A,laisk,paresseux
734,fleißig::A,virk,appliqué
735,fleißig::A,hoolas,appliqué
736,geizig::A,ihne,avare
737,klug::A,tark,intelligent
738,klug::A,arukas,intelligent
739,klug::A,mõistlik,intelligent
740,geschickt::A,osav,habile
741,lieb::A,armas,cher
742,lieb::A,armas,gentil
743,lustig::A,lõbus,gai
744,lustig::A,lõbus,joyeux
745,sanft::A,õrn,doux
746,hungrig::A,näljane,affamé
747,krank::A,haige,malade
748,nackt::A,alasti,nu
749,traurig::A,kurb,triste
750,lebendig::A,elus,vivant
751,gut::A,hea,bon
752,schlecht::A,halb,mauvais
753,richtig::A,õige,juste
754,richtig::A,õige,correct
755,schlimm::A,paha,grave
756,schlimm::A,paha,mauvais
757,wahr::A,tõene,vrai
758,wahr::A,tõene,véritable
759,alt::A,vana,vieux
760,neu::A,uus,neuf
761,neu::A,uus,nouveau
762,ehemalig::A,endine,ancien
763,alt[Lebewesen]::A,vana,âgé
764,alt[Lebewesen]::A,vana,vieux
765,jung::A,noor,jeune
766,arm::A,vaene,pauvre
767,reich::A,rikas,riche
768,bekannt::A,teada,connu
769,bekannt::A,tuttav,connu
770,berühmt::A,tuntud,fameux
771,berühmt::A,tuntud,célèbre
772,fremd::A,võõras,étranger
773,verschieden::A,erinev,différent
774,nah::A,lähedane,lié
775,nah::A,lähedane,proche
776,fern::A,kauge,éloigné
777,fern::A,kauge,lointain
778,linker::A,vasak,gauche
779,rechter::A,parem,droit
780,anderer::A,muu,autre
781,anderer::A,teine,autre
782,erster::A,esimene,premier
783,zweiter::A,teine,second
784,zweiter::A,teine,deuxième
785,dritter::A,kolmas,troisième
786,letzter::A,viimane,dernier
787,allein::ADV,üksi,seul
788,auf einmal::ADV,korraga,à la fois
789,auf einmal::ADV,ühekorraga,à la fois
790,zusammen::ADV,koos,ensemble
791,zusammen::ADV,üheskoos,ensemble
792,lange::ADV,kaua,longtemps
793,plötzlich::ADV,äkki,tout à coup
794,plötzlich::ADV,järsku,tout à coup
795,sofort::ADV,kohe,immédiatement
796,später::ADV,hiljem,plus tard
797,jetzt::ADV,nüüd,maintenant
798,heute::ADV,täna,aujourd'hui
799,morgen::ADV,homme,demain
800,bald::ADV,pea,bientôt
801,bald::ADV,varsti,bientôt
802,dann::ADV,siis,puis
803,dann::ADV,siis,ensuite
804,gestern::ADV,eile,hier
805,einst::ADV,vanasti,jadis
806,einst::ADV,vanasti,autrefois
807,damals::ADV,tookord,alors
808,damals::ADV,tookord,à l'époque
809,danach::ADV,seejärel,après
810,danach::ADV,seejärel,ensuite
811,vorher::ADV,enne,auparavant
812,zuerst::ADV,enne,d'abord
813,zuerst::ADV,enne,premièrement
814,zuerst::ADV,esmalt,d'abord
815,zuerst::ADV,esmalt,premièrement
816,einmal::ADV,kord,une fois
817,einmal::ADV,üks kord,une fois
818,manchmal::ADV,mõnikord,parfois
819,manchmal::ADV,mõnikord,quelquefois
820,oft::ADV,tihti,souvent
821,oft::ADV,sageli,souvent
822,immer::ADV,ikka,toujours
823,immer::ADV,alati,toujours
824,niemals::ADV,mitte kunagi,ne ... jamais
825,hier::ADV,siin,ici
826,hierhin::ADV,siia,par ici
827,von hier::ADV,siit,d'ici
828,dort::ADV,seal,là
829,dort::ADV,seal,là-bas
830,dorthin::ADV,sinna,y
831,dorthin::ADV,sinna,par là
832,geradeaus::ADV,otse edasi,tout droit
833,vorwärts::ADV,edasi,en avant
834,rückwärts::ADV,tagurpidi,en arrière
835,zurück::ADV,tagasi,de retour
836,unten::ADV,all,en bas
837,unten::ADV,all,au-dessous
838,unten::ADV,allpool,en bas
839,unten::ADV,allpool,au-dessous
840,hinab::ADV,alla,en bas
841,hinab::ADV,alla,vers le bas
842,oben::ADV,ülal,dessus
843,oben::ADV,ülal,en haut
844,hinauf::ADV,üles,en haut
845,hinauf::ADV,üles,vers le haut
846,überall::ADV,kõikjal,partout
847,nicht::ADV,ei,ne ... pas
848,nicht::ADV,mitte,ne ... pas
849,ein wenig::ADV,veidi,un peu
850,ein wenig::ADV,natuke,un peu
851,kaum::ADV,vaevalt,à peine
852,sehr::ADV,väga,très
853,so::ADV,nii,si
