,Concept_ID,sq,os
77,Boden::N,tokë,зӕхх
78,Boden::N,truall,зӕхх
79,Erde::N,dhe,сыджыт
80,Erde::N,baltë,сыджыт
81,Staub::N,pluhur,рыг
82,Rauch::N,tym,фӕздӕг
83,Funke::N,xixë,цӕхӕр
84,Funke::N,shkëndijë,цӕхӕр
85,Feuer::N,zjarr,зынг
86,Licht::N,dritë,рухс
87,Schatten::N,hije,аууон
88,Wetter::N,mot,боныхъӕд
89,Nebel::N,mjegull,мигъ
90,Wolke::N,re,ӕврагъ
91,Regen::N,shi,уарын
92,Schnee::N,borë,мит
93,Eis::N,akull,их
94,Frost::N,ngricë,ихæн
95,Kälte::N,të ftohtë,уазал
96,Hitze::N,vapë,ӕнтӕф
97,Hitze::N,nxehtësi,ӕнтӕф
98,Raureif::N,cikmë,халас
99,Regenbogen::N,ylber,арвырон
100,Regenbogen::N,ylber,арвырдын
101,Donner::N,gjëmim,æрвнæрын
102,Donner::N,bubullimë,æрвнæрын
103,Strömung::N,rrymë,цыд
104,Tropfen::N,pikë,æртах
105,Schaum::N,shkumë,фынк
106,Schmutz::N,baltë,цъыф
107,See::N,liqen,цад
108,Sumpf::N,batak,цъыфдзаст
109,Moor::N,kënetë,цъыфдзаст
110,Wiese::N,livadh,уыгӕрдӕн
111,Wald::N,pyll,хъӕд
112,Hügel::N,kodër,обау
113,Hügel::N,kodër,къуыбыр
114,Anhöhe::N,bregore,уæлвæз
115,Anhöhe::N,bregore,уæлхох
116,Berg::N,mal,хох
117,Gipfel::N,kulm,цъупп
118,Höhle::N,shpellë,лӕгӕт
119,Höhle::N,zgafelle,лӕгӕт
120,Abhang::N,shpat,къул
121,Abhang::N,tatëpjetë,къул
122,Quelle::N,krua,суадон
123,Quelle::N,burim,суадон
124,Bach::N,virua,мӕсчъыдон
125,Fluss::N,lumë,дон
126,Fluss::N,lumë,цӕугӕдон
127,Ufer::N,breg,был
128,Küste::N,anëdet,донбыл
129,Küste::N,bregdet,донбыл
130,Festland::N,kontinent,сурзæхх
131,Meer::N,det,денджыз
132,Bucht::N,gji deti,донбакæлæн
133,Insel::N,ishull,сакъадах
134,Insel::N,ujdhesë,сакъадах
135,Blume::N,lule,дидинӕг
136,Gras::N,bar,кӕрдӕг
137,Wurzel::N,rrënjë,уидаг
138,Baum::N,pemë,бӕлас
139,Stamm::N,trung,хӕтӕл
140,Rinde::N,lëvore,цъар
141,Ast::N,degë,арх
142,Zweig::N,bisk,къалиу
143,Blatt::N,fletë,сыф
144,Blatt::N,gjethe,сыф
145,Birke::N,mështekën,бæрз
146,Kiefer[Baum]::N,pishë,нӕзы
147,Weide[Baum]::N,shelg,хӕрис
148,Tanne::N,bredh,наз
149,Horn::N,bri,сыкъа
150,Feder::N,pupël,сис
151,Fell::N,lëkurë,царм
152,Flügel::N,krah,базыр
153,Flügel::N,fletë,базыр
154,Klaue::N,kthetër,ных
155,Kralle::N,thua,дзӕмбы
156,Kralle::N,kthetër,дзӕмбы
157,Schwanz::N,bisht,къӕдзил
158,Ei::N,vezë,айк
159,Nest::N,fole,ахстон
160,Bau::N,strofkë,хуынкъ
161,Tier::N,kafshë,сырд
162,Tier::N,kafshë,цӕрӕгой
163,Herde::N,kope,дзуг
164,Herde::N,kope,рӕгъау
165,Herde::N,grigjë,дзуг
166,Herde::N,grigjë,рӕгъау
167,Kuh::N,lopë,хъуг
168,Bulle::N,dem,гал
169,Pferd::N,kalë,бӕх
170,Schaf::N,dele,фыс
171,Schwein::N,derr,хуы
172,Hund::N,qen,куыдз
173,Katze::N,mace,гӕды
174,Bär::N,ari,арс
175,Eichhörnchen::N,ketër,æхсæрæг
176,Elch::N,dre brilopatë,цæгатаг саг
177,Fuchs::N,dhelpër,рувас
178,Hase::N,lepur,тæрхъус
179,Maus::N,mi,мыст
180,Wolf::N,ujk,бирӕгъ
181,Vogel::N,zog,цъиу
182,Vogel::N,zog,маргъ
183,Vogel::N,shpend,цъиу
184,Vogel::N,shpend,маргъ
185,Schwarm::N,luzmë,бал
186,Huhn::N,pulë,карк
187,Hahn::N,gjel,уасӕг
188,Hahn::N,këndes,уасӕг
189,Gans::N,patë,хъаз
190,Adler::N,shqiponjë,цӕргӕс
191,Ente::N,rosë,ацц
192,Eule::N,buf, уыг
193,Eule::N,buf,сидахъ
194,Kranich::N,lejlek,зырнæг
195,Kranich::N,lejlek,хърихъупп
196,Kranich::N,kurrillë,зырнæг
197,Kranich::N,kurrillë,хърихъупп
198,Krähe::N,sorrë,халон
199,Kuckuck::N,qyqe,гаккук
200,Schwan::N,mjellmë,доныхъаз
201,Fisch::N,peshk,кӕсаг
202,Barsch::N,purtekë,окунь
203,Hecht::N,mlysh,хихор кӕсаг
204,Schlange[Tier]::N,gjarpër,калм
205,Wurm::N,krimb,зулкъ
206,Wurm::N,krimb,къуыдыргалм
207,Spinne::N,marimangë,хӕлуарӕг
208,Ameise::N,thnegël,мæлдзыг
209,Ameise::N,milingonë,мæлдзыг
210,Laus::N,morr,сыст
211,Mücke::N,kunup,къогъо
212,Mücke::N,mushkonjë,къогъо
213,Fliege::N,mizë,бындз
214,Schmetterling::N,flutur,гæлæбу
215,Beere::N,frutë,гагадыргъ
216,Beere::N,manaferrë,гагадыргъ
217,Apfel::N,mollë,фӕткъуы
218,Pilz::N,kërpudhë,зокъо
219,Pilz::N,kërpudhë,къозо
220,Zwiebel::N,qepë,хъӕдындз
221,Saat::N,farë,тауинаг
222,Saat::N,farë,мыггаг
223,Korn::N,grurë,мыггаг
224,Korn::N,grurë,тауинаг
225,Korn::N,kokërr,мыггаг
226,Korn::N,kokërr,тауинаг
227,Heu::N,sanë,хос
228,Schale::N,lëkurë,цъар
229,Grube::N,gropë,урм
230,Grube::N,gropë,къахт
231,Grube::N,gropë,дзыхъхъ
232,Falle::N,kurth,цъысым
233,Falle::N,kurth,къӕппӕг
234,Falle::N,grackë,цъысым
235,Falle::N,grackë,къӕппӕг
236,Schlinge::N,nyjë,цасм
237,Spur::N,gjurmë,фæд
238,Asche::N,hi,фӕнык
239,Asche::N,hi,ӕртхутӕг
240,Dreck::N,baltë,цъыф
241,Eisen::N,hekur,ӕфсӕйнаг
242,Gold::N,ar,сыгъзӕрин
243,Gold::N,flori,сыгъзӕрин
244,Silber::N,argjend,ӕвзист
245,Kohle::N,qymyr,ӕвзалы
246,Glas::N,qelq,авг
247,Lehm::N,argjilë,ӕлыг
248,Sand::N,rërë,змис
249,Mensch::N,njeri,лӕг
250,Mensch::N,njeri,адӕймаг
251,Mensch::N,njeri,удгоймаг
252,Mann::N,burrë,лӕг
253,Mann::N,burrë,нӕлгоймаг
254,Mann::N,mashkull,лӕг
255,Mann::N,mashkull,нӕлгоймаг
256,Frau::N,grua,сылгоймаг
257,Frau::N,femër,сылгоймаг
258,Kind::N,kalama,сывӕллон
259,Junge::N,djalë,лӕппу
260,Mädchen::N,gocë,чызг
261,Mädchen::N,vajzë,чызг
262,Familie::N,familje,бинонтæ
263,Großvater::N,gjysh,фыдыфыд
264,Großvater::N,gjysh,мадыфыд
265,Großmutter::N,gjyshe,фыды мад
266,Großmutter::N,gjyshe,мады мад
267,Eltern::N,prindër,ныййарджытæ
268,Vater::N,atë,фыд
269,Mutter::N,nënë,мад
270,Sohn::N,bir,фырт
271,Tochter::N,bijë,чызг
272,Bruder::N,vëlla,ӕфсымӕр
273,Schwester::N,motër,хо
274,Onkel::N,dajë,фыдыфсымӕр
275,Onkel::N,xhaxha,фыдыфсымӕр
276,Tante::N,teze,мадыхо
277,Tante::N,hallë,мадыхо
278,Ehemann::N,burrë,мой
279,Ehemann::N,bashkëshort,мой
280,Ehefrau::N,grua,ус
281,Ehefrau::N,bashkëshorte,ус
282,Freude::N,gaz,цин
283,Freude::N,gaz,циндзинад
284,Freude::N,gëzim,цин
285,Freude::N,gëzim,циндзинад
286,Gelächter::N,qeshje,худын
287,Gelächter::N,qeshje,худт
288,Gelächter::N,qeshje,худæг
289,Glück::N,lumturi,амонд
290,Kummer::N,brengë,хъыг
291,Kummer::N,pikëllim,хъыг
292,Wunsch::N,dëshirë,бӕллиц
293,Lust::N,epsh,монц
294,Lust::N,dashuri,монц
295,Geist::N,frymë,уд
296,Geist::N,shpirt,уд
297,Gedanke::N,ide,хъуыды
298,Gedanke::N,mendim,хъуыды
299,Gedächtnis::N,kujtesë,мысæн
300,Gedächtnis::N,kujtesë,мысын
301,Gedächtnis::N,kujtesë,зæрдылдарын
302,Verstand::N,mend,зонд
303,Sinn::N,kuptim,нысаниуæг
304,Grund::N,arsye,ӕфсон
305,Wahrheit::N,vërtetë,æцæг
306,Gespräch::N,bisedim,ныхас
307,Märchen::N,përrallë,аргъау
308,Erzählung::N,tregim,радзырд
309,Nachricht::N,lajm,уац
310,Neuigkeit::N,risi,хабар
311,Name::N,emër,ном
312,Rätsel::N,gjëzë,уыци-уыци
313,Rätsel::N,gjëzë,базон-базон
314,Rätsel::N,gjëegjëzë,уыци-уыци
315,Rätsel::N,gjëegjëzë,базон-базон
316,Rede::N,fjalim,раныхас
317,Sprache::N,gjuhë,ӕвзаг
318,Stimme::N,zë,хъӕлӕс
319,Wort::N,fjalë,дзырд
320,Zeichen::N,shenjë,нысан
321,Ruf::N,thirrmë,сидт
322,Lärm::N,zhurmë,уынæр
323,Laut::N,tingull,зӕл
324,Laut::N,tingull,мыр
325,Ton::N,ton,мыр
326,Lied::N,këngë,зарӕг
327,Ruhe::N,qetësi,æнцой
328,Leute::N,botë,адӕм
329,Leute::N,njerëz,адӕм
330,Volk::N,popull,адӕм
331,Arbeit::N,punë,фӕллой
332,Gast::N,mik,уазӕг
333,Gast::N,mysafir,уазӕг
334,Geschenk::N,dhuratë,хуын
335,Geschenk::N,peshqesh,хуын
336,Spiel::N,lojë,хъазт
337,Gesellschaft::N,shoqëri,дзыллæ
338,Gesellschaft::N,shoqëri,æхсæнад
339,Hilfe::N,ndihmë,æххуыс
340,Hilfe::N,ndihmë,ахъаз
341,Freund::N,mik,лымӕн
342,Kamerad::N,shok,ӕмбал
343,Angelegenheit::N,punë,хъуыддаг
344,Anzahl::N,sasi,бӕрц
345,Art::N,lloj,хуыз
346,Art::N,lloj,хуызад
347,Stück::N,copë,кæрдих
348,Stück::N,copë,комдзаг
349,Teil::N,pjesë,хай
350,Hälfte::N,gjysmë,æрдæг
351,Hälfte::N,gjysmë,æмбис
352,Kreis::N,qark,зиллакк
353,Kreis::N,rreth,зиллакк
354,Kreuz::N,kryq,дзуар
355,Linie::N,vijë,хахх
356,Strich::N,vizë,хахх
357,Abstand::N,distancë,æхсæнуат
358,Entfernung::N,largim,дæрддзæг
359,Entfernung::N,largim,дардцæг
360,Gegend::N,vise,ран
361,Gegend::N,krahinë,ран
362,Platz::N,shesh,бууат
363,Ort::N,vend,ран
364,Ort::N,vend,бынат
365,Seite::N,anë,фахс
366,Mitte::N,mes,астӕу
367,Gegenstand::N,send,дзаума
368,Sache::N,gjë,дзаума
369,Sache::N,send,дзаума
370,Rand::N,qoshe,кӕрон
371,Kante::N,teh,фӕрск
372,Ecke::N,qoshe,тигъ
373,Ecke::N,qoshe,фисын
374,Spitze::N,majë,бырынкъ
375,Ende::N,skaj,кӕрон
376,Ende::N,bisht,кӕрон
377,Loch::N,vrimë,хуынкъ
378,Winkel::N,kënd,къуым
379,Muster::N,mostër,нывæфтыд
380,Muster::N,mostër,кæдзист
381,Größe::N,madhësi,ас
382,Länge::N,gjatësi,дӕргъ
383,Höhe::N,lartësi,бæрзонд
384,Höhe::N,lartësi,бæрзæнд
385,Höhe::N,lartësi,бæрзонддзинад
386,Gewicht::N,peshë,уӕз
387,Menge::N,sasi,бӕрц
388,Haufen::N,grumbull,кӕри
389,Reihe::N,radhë,рӕнхъ
390,Reihe::N,rresht,рӕнхъ
391,Boot::N,barkë,чема
392,Boot::N,lundër,чема
393,Ruder::N,rrem,къохар
394,Schlitten::N,sajë,дзоныгъ
395,Ski::N,ski,къахдзоныгътæ
396,Ski::N,ski,лыжæтæ
397,Lagerfeuer::N,flakadan,арт
398,Lagerfeuer::N,zjarr i madh,арт
399,Last::N,barrë,уаргъ
400,Gang::N,ecje,цыд
401,Schritt::N,hap,санчъех
402,Schritt::N,hap,къахдзӕф
403,Norden::N,veri,цæгат
404,Süden::N,jug,хуссар
405,Westen::N,perëndim,ныгуылæн
406,Osten::N,lindje,скæсæн
407,Holz::N,dru,хъӕдӕрмӕг
408,Brett::N,dërrasë,фæйнæг
409,Platte::N,pllakë,къӕй
410,Stütze::N,shtyllë,быцæу
411,Stütze::N,mbështetesë,быцæу
412,Stange::N,shufër,хъил
413,Stock::N,dajak,лӕдзӕг
414,Stab::N,shkop,хъил
415,Rohr::N,tub,хӕтӕл
416,Haus::N,shtëpi,хӕдзар
417,Heim::N,konak,къона
418,Heim::N,shtëpi,къона
419,Ofen::N,sobë,пец
420,Ofen::N,stufë,пец
421,Fußboden::N,dysheme,астӕрд
422,Tisch::N,tryezë,стъол
423,Stuhl::N,karrige,бандон
424,Wiege::N,djep,авдæн
425,Bett::N,shtrat,сынтӕг
426,Regal::N,raft,тӕрхӕг
427,Regal::N,raft,уӕлвӕйнӕг
428,Kiste::N,kuti,асыкк
429,Fenster::N,dritare,рудзынг
430,Fenster::N,dritare,фæрссаг
431,Tür::N,derë,дуар
432,Tor::N,portë,кулдуар
433,Zaun::N,gardh,æмбонд
434,Zaun::N,gardh,быру
435,Zaun::N,gardh,гæрæн
436,Dach::N,çati,уӕлхӕдзар
437,Leiter::N,shkallë,асин
438,Besen::N,fshesë,уисой
439,Spaten::N,lopatë,бел
440,Schaufel::N,qyrek,æвгæнæн
441,Schaufel::N,qyrek,кæфой
442,Gabel::N,pirun,вилкæ
443,Löffel::N,lugë,уидыг
444,Messer::N,thikë,кард
445,Nagel::N,gozhdë,зӕгӕл
446,Netz::N,rrjetë,хыз
447,Haken::N,grep,хæдз
448,Haken::N,grep,хæбырæгъ
449,Haken::N,grremç,хæдз
450,Haken::N,grremç,хæбырæгъ
451,Griff::N,dorak,фистон
452,Griff::N,dorezë,фистон
453,Schloss::N,bravë,гуыдыр
454,Bild::N,tablo,ныв
455,Bild::N,pikturë,ныв
456,Figur::N,figurë,кæрдгæныв
457,Puppe::N,kukull,чындз
458,Beutel::N,qese,дзӕкъул
459,Beutel::N,trastë,дзӕкъул
460,Bündel::N,deng,баст
461,Tasche::N,çantë,хызын
462,Tasche::N,çantë,дзæкъул
463,Eimer::N,kovë,къæрта
464,Eimer::N,kovë,чъыбыла
465,Eimer::N,kovë,ведра
466,Deckel::N,kapak,сæр
467,Deckel::N,kapak,æмбæрзæн
468,Deckel::N,mbulesë,сæр
469,Deckel::N,mbulesë,æмбæрзæн
470,Geschirr::N,enë,мигæнæн
471,Geschirr::N,enë,мигæнæнтæ
472,Sack::N,thes,голлаг
473,Sack::N,torbë,голлаг
474,Tasse::N,filxhan,пиала
475,Tasse::N,filxhan,къус
476,Topf::N,kusi,аг
477,Topf::N,kusi,чысыл аг
478,Topf::N,tenxhere,аг
479,Topf::N,tenxhere,чысыл аг
480,Kessel::N,kazan,аг
481,Essen::N,ngrënie,хӕрд
482,Nahrung::N,ushqim,хойраг
483,Speise::N,gatesë,хӕринаг
484,Fleisch::N,mish,дзидза
485,Fleisch::N,mish,фыдызгъӕл
486,Getreide::N,drithë,халсар
487,Brei::N,qull,кас
488,Brot::N,bukë,дзул
489,Scheibe::N,fetë,къӕбӕр
490,Fett::N,lyrë,сой
491,Fett::N,yndyrë,сой
492,Butter::N,gjalpë,нӕлхӕ
493,Öl::N,vaj,зети
494,Salz::N,kripë,цӕхх
495,Suppe::N,supë,бас
496,Suppe::N,çorbë,бас
497,Honig::N,mjaltë,мыд
498,Milch::N,qumësht,ӕхсыр
499,Tee::N,çaj,цай
500,Leder::N,lëkurë,мæскуы
501,Wolle::N,lesh,фӕсмын
502,Stoff::N,pëlhurë,хъуымац
503,Nadel::N,gjilpërë,судзин
504,Faden::N,pe,ӕндах
505,Faden::N,fije,ӕндах
506,Knopf::N,kopsë,цӕппӕр
507,Knoten::N,komb,ӕлхынцъ
508,Farbe::N,bojë,ахорæн
509,Kleidung::N,veshje,дарӕс
510,Hemd::N,këmishë,хӕдон
511,Kragen::N,jakë,æфцæггот
512,Ärmel::N,mëngë,дыс
513,Hose::N,brekë,хæлаф
514,Hose::N,brekë,æддаг хæлаф
515,Hose::N,brekë,салбар
516,Gürtel::N,rrip,рон
517,Mütze::N,kësulë,худ
518,Schuh::N,këpucë,басмахъ
519,Stiefel::N,çizme,цырыхъхъ
520,Ring::N,unazë,къухдарӕн
521,Band::N,shirit,лент
522,Kamm::N,krehër,сӕрвасӕн
523,Spiegel::N,pasqyrë,айдæн
524,Spiegel::N,pasqyrë,кæсæн
525,Riemen::N,rrip,гӕрз
526,Schnur::N,litar,бӕндӕн
527,Schnur::N,cikomë,бӕндӕн
528,Leine::N,rrip,
529,Decke::N,batanije,хъӕццул
530,Kissen::N,jastëk,баз
531,Tuch::N,shami,кæлмæрзæн
532,Tuch::N,shami,кæрдæн
533,Handtuch::N,peshqir,хисæрфæн
534,Kraft::N,forcë,тых
535,Kraft::N,forcë,хъомыс
536,Stärke::N,koll,тых
537,Stärke::N,koll,æхсар
538,Gesundheit::N,shëndet,æнæниздзинад
539,Krankheit::N,sëmundje,низ
540,Krankheit::N,sëmundje,рын
541,Schmerz::N,dhimbje,рис
542,Wunde::N,plagë,цӕф
543,Fieber::N,ethe,ризӕг
544,Fieber::N,ethe,тӕфсӕг
545,Arznei::N,ilaç,хос
546,Brücke::N,urë,хид
547,Brunnen::N,pus,цъай
548,Weide::N,kullotë,хизæн
549,Weide::N,kullotë,хизæнуат
550,Weide::N,kullotë,сæрвæт
551,Pfad::N,ravë,къахвæндаг
552,Pfad::N,ravë,къахвæд
553,Pfad::N,shteg,къахвæндаг
554,Pfad::N,shteg,къахвæд
555,Weg::N,udhë,фӕндаг
556,Weg::N,shteg,фӕндаг
557,Straße::N,rrugë,фӕндаг
558,Dorf::N,fshat,хъӕу
559,Dorf::N,katund,хъӕу
560,Stadt::N,qytet,сахар
561,Brief::N,letër,фыстӕг
562,Buch::N,libër,чиныг
563,Buchstabe::N,shkronjë,дамгъӕ
564,Zeitung::N,gazetë,газет
565,Leben::N,jetë,цард
566,Leben::N,jetë,цӕрӕнбон
567,Tod::N,mortje,мæлæт
568,Tod::N,mortje,адзал
569,Grab::N,varr,ингӕн
570,Kirche::N,kishë,аргъуан
571,Sünde::N,mëkat,тæригъæд
572,Sünde::N,gjynah,тæригъæд
573,Gott::N,hy,хуыцау
574,Gott::N,zot,хуыцау
575,Arbeiter::N,punëtor,кусæг
576,Chef::N,shef,ӕмцег
577,Chef::N,drejtues,ӕмцег
578,Meister::N,mjeshtër,мастер
579,Meister::N,mjeshtër,дæсны
580,Arzt::N,mjek,хосгæнæг
581,Arzt::N,mjek,дохтыр
582,Arzt::N,doktor,хосгæнæг
583,Arzt::N,doktor,дохтыр
584,Lehrer::N,mësues,ахуыргæнæг
585,Lehrer::N,arsimtar,ахуыргæнæг
586,Geld::N,para,ӕхца
587,Geld::N,holla,ӕхца
588,Geschäft::N,ujdi,бизнес
589,Geschäft::N,ujdi,хъуыддаг
590,Geschäft::N,biznes,бизнес
591,Geschäft::N,biznes,хъуыддаг
592,Laden::N,dyqan,дукани
593,Preis::N,çmim,аргъ
594,Ware::N,mall,базайраг
595,Nutzen::N,dobi,пайда
596,Nutzen::N,leverdi,пайда
597,Reichtum::N,kamje,хъæздыгдзинад
598,Reichtum::N,kamje,исбон
599,Reichtum::N,kamje,мулк
600,Reichtum::N,pasuri,хъæздыгдзинад
601,Reichtum::N,pasuri,исбон
602,Reichtum::N,pasuri,мулк
603,Welt::N,botë,дуне
604,Land::N,vend,бӕстӕ
605,Staat::N,shtet,паддзахад
606,König::N,mbret,къарол
607,Macht::N,fuqi,хицаудзинад
608,Macht::N,pushtet,хицаудзинад
609,Grenze::N,kufi,арӕн
610,Krieg::N,luftë,хӕст
611,Feind::N,armik,знаг
612,Feind::N,armik,фыдгул
613,Feind::N,armik,фыдзæрдæ
614,Feind::N,armik,сон
615,Gewalt::N,dhunë,тыхми
616,Gewalt::N,dhunë,тыхдзинад
617,Kampf::N,luftim,хæст
618,Kampf::N,luftim,хъæбысæйхæст
619,Kampf::N,luftim,тох
620,Bogen[Waffe]::N,hark,ӕрдын
621,Pfeil::N,shigjetë,фат
622,Gewehr::N,pushkë,топп
623,Fehler::N,gafë,рӕдыд
624,Fehler::N,gabim,рӕдыд
625,Lüge::N,gënjeshtër,мӕнг
626,Lüge::N,gënjeshtër,гӕдыдзинад
627,Schaden::N,dëm,зиан
628,Schaden::N,zarar,зиан
629,Unglück::N,fatkeqësi,бæллæх
630,Schuld::N,faj,азым
631,Alter::N,moshë,кар
632,Schluss::N,fund,кæрон
633,Zeit::N,kohë,рӕстӕг
634,Tag::N,ditë,бон
635,Morgen::N,mëngjes,райсом
636,Mittag::N,mesditë,æмбисбон
637,Abend::N,mbrëmje,изӕр
638,Nacht::N,natë,ӕхсӕв
639,Woche::N,javë,къуыри
640,Monat::N,muaj,мӕй
641,Jahr::N,vit,аз
642,Jahr::N,vit,афӕдз
643,Frühling::N,pranverë,уалдзæг
644,Sommer::N,verë,сӕрд
645,Herbst::N,vjeshtë,фæззæг
646,Winter::N,dimër,зымӕг
647,Januar::N,janar,январь
648,Februar::N,shkurt,февраль
649,März::N,mars,мартъи
650,April::N,prill,апрель
651,Mai::N,maj,май
652,Juni::N,qershor,июнь
653,Juli::N,korrik,июль
654,August::N,gusht,август
655,September::N,shtator,сентябрь
656,Oktober::N,tetor,октябрь
657,November::N,nëntor,ноябрь
658,Dezember::N,dhjetor,декабрь
659,Montag::N,hënë,къуырисæр
660,Dienstag::N,martë,дыццæг
661,Mittwoch::N,mërkurë,æртыццæг
662,Donnerstag::N,enjte,цыппæрæм
663,Freitag::N,premte,майрæмбон
664,Samstag::N,shtunë,сабат
665,Sonntag::N,diel,хуыцаубон
666,groß::A,madh,дынджыр
667,klein::A,vogël,гыццыл
668,lang::A,gjatë,даргъ
669,kurz::A,shkurtër,цыбыр
670,breit::A,gjerë,фӕтӕн
671,schmal::A,ngushtë,нарӕг
672,schmal::A,ngushtë,уынгӕг
673,dicht::A,dendur,бæзджын
674,dicht::A,dendur,тар
675,dick[Gegenstand]::A,trashë,сӕвджын
676,dünn::A,hollë,тæнæг
677,fein::A,imët,лыстӕг
678,fest::A,fortë,фидар
679,fest::A,fortë,хъӕддых
680,flach::A,sheshtë,тъӕпӕн
681,glatt::A,rrafshët,лӕгъз
682,hart::A,fortë,хъӕбӕр
683,weich::A,butë,фӕлмӕн
684,rund::A,rrumbullakët,тымбыл
685,spitz::A,majëmprehtë,цыргъбырынкъ
686,spitz::A,majëmprehtë,цыргъфындз
687,scharf::A,mprehtë,цыргъ
688,stumpf::A,topitur,къуымых
689,schwer::A,rëndë,уӕззау
690,schön::A,bukur,аив
691,schön::A,bukur,рӕсугъд
692,heiß::A,nxehtë,тӕвд
693,warm::A,ngrohtë,хъарм
694,kalt::A,ftohtë,уазал
695,kühl::A,freskët,сатæг
696,kühl::A,freskët,уазалгомау
697,frisch::A,pastër,сатæг
698,feucht::A,lagësht,уымӕл
699,nass::A,lagur,хуылыдз
700,trocken::A,thatë,хус
701,voll::A,plotë,дзаг
702,voll::A,plotë,йедзаг 
703,leer::A,bosh,афтид
704,leer::A,zbrazët,афтид
705,offen::A,hapur,гом
706,geschlossen::A,mbyllur,æхгæд
707,sauber::A,dëlirë,сыгъдæг
708,schmutzig::A,ndyrë,чъиллон
709,roh::A,gjallë,хом
710,reif::A,arrirë,рӕгъӕд
711,lecker::A,shijshëm,хӕрзад
712,süß::A,ëmbël,адджын
713,bitter::A,hidhur,судзаг
714,sauer::A,thartë,туаг
715,hell::A,me dritë,рухс
716,dunkel::A,errët,талынг
717,schwarz::A,i zi,сау
718,weiß::A,bardhë,урс
719,rot::A,kuq,сырх
720,gelb::A,verdhë,бур
721,blau::A,blu,цъӕх
722,blau::A,kaltër,цъӕх
723,grün::A,blertë,цъӕх
724,grün::A,blertë,кӕрдӕгхуыз
725,grün::A,gjelbër,цъӕх
726,grün::A,gjelbër,кӕрдӕгхуыз
727,grau::A,hirtë,цъӕх
728,grau::A,hirtë,фӕныкхуыз
729,grau::A,bojë hiri,цъӕх
730,grau::A,bojë hiri,фӕныкхуыз
731,bunt::A,shumëngjyrëshëm,хъулон
732,bunt::A,shumëngjyrëshëm,гæрæм
733,billig::A,lirë,аслам
734,teuer::A,shtrenjtë,зынаргъ
735,wertvoll::A,çmuar,зынаргъ
736,wertvoll::A,vlershëm,зынаргъ
737,blind::A,qorr,куырм
738,blind::A,verbër,куырм
739,taub::A,shurdhër,къуырма
740,kräftig::A,fuqishëm,домбай
741,kräftig::A,fuqishëm,тыхджын
742,stark::A,fortë,тыхджын
