,Concept_ID,kk,pl
104,Schmutz::N,кір,brud
105,See::N,көл,jezioro
106,Sumpf::N,саз,bagno
107,Moor::N,саз,bagno
108,Wiese::N,шалғын,łąka
109,Wald::N,орман,las
110,Hügel::N,төбе,pagórek
111,Hügel::N,белес,pagórek
112,Hügel::N,белес-белес,pagórek
113,Anhöhe::N,дөң,wzgórze
114,Anhöhe::N,адыр,wzgórze
115,Anhöhe::N,қырат,wzgórze
116,Berg::N,тау,góra
117,Gipfel::N,төбе,szczyt
118,Gipfel::N,төбе,wierzchołek
119,Höhle::N,үңгір,pieczara
120,Abhang::N,бауыр,stok
121,Abhang::N,бауыр,zbocze
122,Quelle::N,қайнар,zdrój
123,Quelle::N,қайнар,źródło
124,Bach::N,жылға,potok
125,Bach::N,жылға,strumień
126,Fluss::N,өзен,rzeka
127,Ufer::N,жиек,brzeg
128,Küste::N,жиегі,wybrzeże
129,Küste::N,жағалау,wybrzeże
130,Festland::N,құрылық,ląd
131,Meer::N,теңіз,morze
132,Bucht::N,шығанақ,zatoka
133,Insel::N,арал,wyspa
134,Blume::N,гүл,kwiat
135,Gras::N,от,trawa
136,Wurzel::N,түбір,korzeń
137,Baum::N,ағаш,drzewo
138,Baum::N,дарақ,drzewo
139,Stamm::N,сояу,pień
140,Stamm::N,оқпан,pień
141,Rinde::N,қабық,kora
142,Ast::N,бұтақ,gałąź
143,Zweig::N,шыбық,gałąź
144,Blatt::N,жапырақ,liść
145,Birke::N,қайың,brzoza
146,Kiefer[Baum]::N,қарағай,sosna
147,Weide[Baum]::N,тал,wierzba
148,Tanne::N,шырша,jodła
149,Horn::N,мүйіз,róg
150,Feder::N,қаламұш,pióro
151,Fell::N,тері,futro
152,Flügel::N,қанат,skrzydło
153,Klaue::N,тырнақ,szpon
154,Kralle::N,аяқ,pazur
155,Schwanz::N,құйрық,ogon
156,Ei::N,жұмыртқа,jajko
157,Nest::N,ұя,gniazdo
158,Bau::N,жатақ,nora
159,Tier::N,айуан,zwierzę
160,Tier::N,жануар,zwierzę
161,Herde::N,пада,stado
162,Herde::N,пада,trzoda
163,Kuh::N,сиыр,krowa
164,Bulle::N,өгіз,byk
165,Pferd::N,жылқы,koń
166,Schaf::N,қой,owca
167,Schwein::N,шошқа,świnia
168,Hund::N,ит,pies
169,Katze::N,мысық,kot
170,Katze::N,мысық,kotka
171,Bär::N,аю,niedźwiedż
172,Eichhörnchen::N,тиін,wiewiórka
173,Elch::N,бұғы,łóś
174,Fuchs::N,түлкі,lis
175,Hase::N,қоян,zając
176,Maus::N,қаптесер,mysz
177,Wolf::N,бөрі,wilk
178,Wolf::N,қасқыр,wilk
179,Vogel::N,құс,ptak
180,Schwarm::N,топ,stado
181,Schwarm::N,үйір,stado
182,Huhn::N,тауық,kura
183,Huhn::N,мекиен,kura
184,Hahn::N,әтеш,kogut
185,Hahn::N,қораз,kogut
186,Gans::N,қаз,gęś
187,Adler::N,бүркіт,orzeł
188,Ente::N,үйрек,kaczka
189,Eule::N,жапалақ,sowa
190,Kranich::N,тырна,żuraw
191,Krähe::N,қарға,wrona
192,Kuckuck::N,көкек,kukułka
193,Schwan::N,аққу,łabędż
194,Fisch::N,балық,ryba
195,Barsch::N,алабұға,okoń
196,Hecht::N,шортан,szczupak
197,Schlange[Tier]::N,жылан,wąż
198,Schlange[Tier]::N,жылан,żmija
199,Wurm::N,шұбалшаң,robak
200,Spinne::N,өрмекші,pająk
201,Ameise::N,қүмырска,mrówka
202,Laus::N,бит,wesz
203,Mücke::N,маса,komar
204,Fliege::N,шыбын,mucha
205,Schmetterling::N,көбелек,motyl
206,Beere::N,жидек,jagoda
207,Apfel::N,алма,jabłko
208,Pilz::N,қозықұйрық,grzyb
209,Pilz::N,саңыраукулақ,grzyb
210,Zwiebel::N,жуа,cebula
211,Saat::N,тұқым,siew
212,Korn::N,дән,ziarno
213,Heu::N,шөп,siano
214,Schale::N,қабық,łupina
215,Schale::N,қабығы,łupina
216,Grube::N,ор,dół
217,Grube::N,ор,jama
218,Falle::N,дұзақ,pułapka
219,Falle::N,қақпан,pułapka
220,Schlinge::N,ілмек,sidła
221,Spur::N,із,ślad
222,Asche::N,күл,popiół
223,Dreck::N,былғаныш,brud
224,Eisen::N,темір,żelazo
225,Gold::N,алтын,złoto
226,Silber::N,күміс,srebro
227,Kohle::N,көмір,węgiel
228,Glas::N,шыны,szkło
229,Lehm::N,балшық,glina
230,Sand::N,құм,piasek
231,Mensch::N,адам,człowiek
232,Mann::N,еркек,mężczyzna
233,Mann::N,ер адам,mężczyzna
234,Frau::N,бике,kobieta
235,Frau::N,қатын,kobieta
236,Kind::N,бала,dziecko
237,Kind::N,перзент,dziecko
238,Junge::N,бала,chłopak
239,Junge::N,бала,chłopiec
240,Junge::N,ер бала,chłopak
241,Junge::N,ер бала,chłopiec
242,Mädchen::N,қыз,dziewczynka
243,Familie::N,жанұя,rodzina
244,Großvater::N,ата,dziadek
245,Großmutter::N,әже,babka
246,Großmutter::N,әжей,babka
247,Eltern::N,ата-аналар,rodzice
248,Vater::N,әке,ojciec
249,Mutter::N,ана,matka
250,Sohn::N,ұл,syn
251,Tochter::N,қызым,córka
252,Bruder::N,бауырым,brat
253,Schwester::N,әпке,siostra
254,Onkel::N,көке,wuj
255,Onkel::N,көке,stryj
256,Tante::N,тәте,ciotka
257,Ehemann::N,ер,mąż
258,Ehefrau::N,зайып,żona
259,Freude::N,қуаныш,radość
260,Freude::N,сүйініш,radość
261,Freude::N,шат-думан,radość
262,Freude::N,қуаныштылық,radość
263,Gelächter::N,күлу,śmiech
264,Glück::N,бақыт,szczęście
265,Glück::N,бақыттылық,szczęście
266,Kummer::N,аза,zmartwienie
267,Kummer::N,қайғы,zmartwienie
268,Kummer::N,қасырет,zmartwienie
269,Wunsch::N,мүдде,życzenie
270,Lust::N,тәбет,chęć
271,Lust::N,тәбет,ochota
272,Lust::N,ынтызар,chęć
273,Lust::N,ынтызар,ochota
274,Lust::N,құштарлық,chęć
275,Lust::N,құштарлық,ochota
276,Geist::N,рух,duch
277,Gedanke::N,ой,myśl
278,Gedächtnis::N,ес,pamięć
279,Gedächtnis::N,жады,pamięć
280,Gedächtnis::N,ақыл-ес,pamięć
281,Verstand::N,ақыл,rozum
282,Verstand::N,парасат,rozum
283,Sinn::N,мән,zmysł
284,Sinn::N,маныз,zmysł
285,Sinn::N,мағына,zmysł
286,Sinn::N,мән-мағына,zmysł
287,Grund::N,себеп,powód
288,Wahrheit::N,рас,prawda
289,Gespräch::N,әңгіме,rozmowa
290,Märchen::N,ертеп,bajka
291,Märchen::N,ертек,bajka
292,Erzählung::N,әңгіме,opowiadanie
293,Nachricht::N,хабар,wiadomość
294,Neuigkeit::N,жаңалық,nowina
295,Name::N,ат,imię
296,Name::N,атау,imię
297,Rätsel::N,жұмбақ,zagadka
298,Rede::N,сөз,mowa
299,Sprache::N,тіл,język
300,Stimme::N,үн,głos
301,Stimme::N,әуен,głos
302,Stimme::N,дауыс,głos
303,Wort::N,сөз,słowo
304,Zeichen::N,ишара,znak
305,Ruf::N,айғай,wołanie
306,Lärm::N,айғай-шу,hałas
307,Lärm::N,айғай-шу,zgiełk
308,Lärm::N,айғай-ұйғай,hałas
309,Lärm::N,айғай-ұйғай,zgiełk
310,Laut::N,дыбыс,dźwięk
311,Laut::N,дауыс,dźwięk
312,Ton::N,әуен,ton
313,Ton::N,әуен,dźwięk
314,Lied::N,ән,pieśń
315,Lied::N,ән,piosenka
316,Lied::N,жыр,pieśń
317,Lied::N,жыр,piosenka
318,Lied::N,ән-жыр,pieśń
319,Lied::N,ән-жыр,piosenka
320,Ruhe::N,тыныштық,spokój
321,Leute::N,кісілер,ludzie
322,Volk::N,халық,naród
323,Arbeit::N,еңбек,praca
324,Arbeit::N,еңбек,robota
325,Gast::N,қонақ,gość
326,Gast::N,мейман,gość
327,Geschenk::N,қадия,prezent
328,Geschenk::N,қадия,podarunek
329,Spiel::N,ойын,gra
330,Spiel::N,ойын,zabawa
331,Gesellschaft::N,қауым,towarzystwo
332,Gesellschaft::N,жұртшылық,towarzystwo
333,Hilfe::N,жэрдем,pomoc
334,Freund::N,дос,przyjaciel
335,Kamerad::N,дос-жар,kolega
336,Angelegenheit::N,жұмыс,sprawa
337,Anzahl::N,сан,ilość
338,Anzahl::N,саны,ilość
339,Art::N,түр,rodzaj
340,Stück::N,тілім,kawałek
341,Teil::N,үлес,część
342,Teil::N,бөлшек,część
343,Hälfte::N,жарты,połowa
344,Kreis::N,шеңбер,krąg
345,Kreuz::N,крест,krzyż
346,Linie::N,сызық,linia
347,Strich::N,сызық,kreska
348,Abstand::N,ара,odstęp
349,Abstand::N,аралық,odstęp
350,Entfernung::N,аралық,odległość
351,Gegend::N,өңір,okolica
352,Platz::N,орны,miejsce
353,Ort::N,орын,miejsce
354,Seite::N,жақ,bok
355,Seite::N,жақ,strona
356,Seite::N,бүйір,bok
357,Seite::N,бүйір,strona
358,Mitte::N,ортасы,środek
359,Gegenstand::N,зат,przedmiot
360,Gegenstand::N,нәрсе,przedmiot
361,Sache::N,бұйым,rzecz
362,Rand::N,шет,skraj
363,Rand::N,шет,krawędź
364,Rand::N,шеті,skraj
365,Rand::N,шеті,krawędź
366,Kante::N,қыр,kant
367,Kante::N,қыр,krawędź
368,Kante::N,қыры,kant
369,Kante::N,қыры,krawędź
370,Ecke::N,қыры,róg
371,Ecke::N,бұрыш,róg
372,Spitze::N,ұшы,ostrze
373,Ende::N,аяқ,koniec
374,Ende::N,соңы,koniec
375,Loch::N,тесік,dziura
376,Winkel::N,мүйіс,kąt
377,Winkel::N,мүйіс,kącik
378,Muster::N,мәнер,wzór
379,Größe::N,ауқым,rozmiar
380,Größe::N,ауқым,wielkość
381,Größe::N,көлемдік,rozmiar
382,Größe::N,көлемдік,wielkość
383,Länge::N,бой,długość
384,Länge::N,ұзындық,długość
385,Höhe::N,жоғарылық,wysokość
386,Höhe::N,биіктік,wysokość
387,Gewicht::N,салмақ,ciężar
388,Menge::N,мөлшер,ilość
389,Haufen::N,үйме,kupa
390,Haufen::N,үйінді,kupa
391,Reihe::N,сап,rząd
392,Reihe::N,сап,szereg
393,Boot::N,қайық,łódź
394,Boot::N,қайық,łódka
395,Ruder::N,ескек,wiosło
396,Schlitten::N,шана,sanki
397,Ski::N,шаңғы,narta
398,Lagerfeuer::N,алау,ognisko
399,Last::N,ауырлық,ciężar
400,Last::N,ауырлық,brzemię
401,Last::N,ауыр зат,ciężar
402,Last::N,ауыр зат,brzemię
403,Gang::N,жүріс,chód
404,Schritt::N,адым,krok
405,Norden::N,солтүстік,północ
406,Norden::N,терістік,północ
407,Süden::N,оңтүстік,południe
408,Westen::N,батыс,zachód
409,Osten::N,күншығыс,wschód
410,Holz::N,ағаш,drzewo
411,Holz::N,сүрек,drzewo
412,Brett::N,тақта,deska
413,Platte::N,тақта,płyta
414,Stütze::N,тіреу,podpora
415,Stange::N,қада,drąg
416,Stange::N,қада,żerdź
417,Stock::N,сойыл,kij
418,Stock::N,сойыл,laska
419,Stab::N,сырық,pręt
420,Rohr::N,құбыр,rura
421,Haus::N,үй,dom
422,Heim::N,үйлі,dom
423,Heim::N,шаңырақ,dom
424,Ofen::N,ошақ,piec
425,Ofen::N,пеш,piec
426,Fußboden::N,еден,podłoga
427,Tisch::N,үстел,stół
428,Stuhl::N,орындық,krzesło
429,Wiege::N,бесік,kołyska
430,Bett::N,кереует,łóżko
431,Bett::N,кереует,pościel
432,Regal::N,сөре,regał
433,Kiste::N,жәшік,skrzynia
434,Fenster::N,терезе,okno
435,Tür::N,есік,drzwi
436,Tor::N,дарбаза,brama
437,Zaun::N,дуал,płot
438,Zaun::N,дуал,parkan
439,Dach::N,шатыр,dach
440,Leiter::N,саты,drabina
441,Leiter::N,басқыш,drabina
442,Besen::N,сыпырғыш,miotła
443,Spaten::N,күрек,rydel
444,Schaufel::N,қалақ,łopata
445,Gabel::N,аша,widelec
446,Gabel::N,шанышқы,widelec
447,Löffel::N,қасық,łyżka
448,Messer::N,пышақ,nóż
449,Nagel::N,мық,gwóźdź
450,Nagel::N,шеге,gwóźdź
451,Netz::N,керегекөз,sieć
452,Haken::N,ілмек,hak
453,Griff::N,сап,chwyt
454,Griff::N,тұтқа,chwyt
455,Schloss::N,құлып,zamek
456,Schloss::N,бекіткіш,zamek
457,Bild::N,сурет,obraz
458,Figur::N,тұлға,figura
459,Puppe::N,қуыршақ,lalka
460,Beutel::N,қапшық,torba
461,Bündel::N,байлам,wiązka
462,Tasche::N,дорба,torba
463,Eimer::N,шелек,kubeł
464,Eimer::N,шелек,wiadro
465,Deckel::N,жапқыш,przykrywka
466,Geschirr::N,ыдыс,statki
467,Geschirr::N,ыдыс,naczynia
468,Sack::N,қап,worek
469,Tasse::N,шыныаяқ,filiżanka
470,Topf::N,кәстрөл,garnek
471,Kessel::N,қазан,kocioł
472,Essen::N,ас,jedzenie
473,Nahrung::N,ас,pokarm
474,Nahrung::N,ас,pożywienie
475,Nahrung::N,тамақ,pokarm
476,Nahrung::N,тамақ,pożywienie
477,Speise::N,тағам,potrawa
478,Speise::N,тағам,jedzenie
479,Fleisch::N,ет,mięso
480,Getreide::N,дәнді,zboże
481,Brei::N,ботқа,kasza
482,Brot::N,күлше,chleb
483,Scheibe::N,тілім,kromka
484,Fett::N,май,tłuszcz
485,Butter::N,май,masło
486,Öl::N,май,olej
487,Salz::N,тұз,sól
488,Suppe::N,көже,zupa
489,Honig::N,бал,miód
490,Milch::N,сүт,mleko
491,Tee::N,шай,herbata
492,Leder::N,көн,skóra
493,Wolle::N,жүн,wełna
494,Stoff::N,мата,tkanina
495,Stoff::N,мата,materiał
496,Stoff::N,кездеме,tkanina
497,Stoff::N,кездеме,materiał
498,Nadel::N,ине,igła
499,Faden::N,жіп,nić
500,Faden::N,жіп,nitka
501,Knopf::N,түйме,guzik
502,Knoten::N,түйін,węzeł
503,Farbe::N,рең,farba
504,Kleidung::N,киім,odzież
505,Hemd::N,жейде,koszula
506,Kragen::N,жаға,kołnierz
507,Ärmel::N,жең,rękaw
508,Hose::N,шалбар,spodnie
509,Gürtel::N,белбеу,pasek
510,Mütze::N,қалпақ,czapka
511,Schuh::N,кебіс,but
512,Schuh::N,кебіс,bucik
513,Stiefel::N,етік,but
514,Stiefel::N,етік,kozak
515,Ring::N,жүзік,pierścień
516,Band::N,таспа,wstęga
517,Kamm::N,тарақ,grzebień
518,Spiegel::N,айна,lustro
519,Riemen::N,қайыс,rzemień
520,Schnur::N,жіп,sznur
521,Leine::N,тізгін,smycz
522,Decke::N,көрпе,kołdra
523,Kissen::N,жастық,poduszka
524,Tuch::N,орамал,chustka
525,Handtuch::N,сүлгі,ręcznik
526,Kraft::N,қуат,moc
527,Kraft::N,қуат,siła
528,Kraft::N,қарқын,moc
529,Kraft::N,қарқын,siła
530,Kraft::N,әл-шама,moc
531,Kraft::N,әл-шама,siła
532,Kraft::N,әл-дәрмен,moc
533,Kraft::N,әл-дәрмен,siła
534,Stärke::N,әл,moc
535,Stärke::N,әл,siła
536,Stärke::N,күш,moc
537,Stärke::N,күш,siła
538,Gesundheit::N,денсаулык,zdrowie
539,Krankheit::N,ауру,choroba
540,Schmerz::N,ауру,ból
541,Wunde::N,зақым,rana
542,Wunde::N,жарақат,rana
543,Fieber::N,безгек,gorączka
544,Fieber::N,қалтырау,gorączka
545,Fieber::N,қызу көтерілуі,gorączka
546,Arznei::N,дәрі,lekarstwo
547,Arznei::N,дәрі-дәрмек,lekarstwo
548,Brücke::N,көпір,most
549,Brunnen::N,құдық,studnia
550,Weide::N,өріс,pastwisko
551,Weide::N,жайылым,pastwisko
552,Pfad::N,жол,ścieżka
553,Weg::N,жол,droga
554,Straße::N,жол,ulica
555,Dorf::N,ауыл,wieś
556,Stadt::N,қала,miasto
557,Stadt::N,шаһар,miasto
558,Brief::N,хат,list
559,Brief::N,жазу,list
560,Buch::N,кітап,książka
561,Buchstabe::N,әріп,litera
562,Buchstabe::N,қаріп,litera
563,Zeitung::N,газет,gazeta
564,Zeitung::N,газет,dziennik
565,Leben::N,өмір,życie
566,Leben::N,тіршілік,życie
567,Tod::N,опат,śmierć
568,Grab::N,мола,grób
569,Grab::N,мазар,grób
570,Kirche::N,шіркеу,kościół
571,Sünde::N,күнә,grzech
572,Gott::N,алла,bóg
573,Gott::N,құдай,bóg
574,Gott::N,тәңірі,bóg
575,Gott::N,пәруардігер,bóg
576,Gott::N,жаратқан тәңірі,bóg
577,Arbeiter::N,жүмысшы,robotnik
578,Chef::N,басшы,szef
579,Chef::N,жұмыс басқарушысы,szef
580,Meister::N,шебер,mistrz
581,Meister::N,шебер,majster
582,Meister::N,өнерпаз,mistrz
583,Meister::N,өнерпаз,majster
584,Arzt::N,дәрігер,lekarz
585,Lehrer::N,мұғалім,nauczyciel
586,Geld::N,пұл,pieniądze
587,Geschäft::N,бизнес,sprawa
588,Geschäft::N,бизнес,interes
589,Laden::N,дүкен,sklep
590,Preis::N,ақы,cena
591,Preis::N,құны,cena
592,Preis::N,нарық,cena
593,Ware::N,тауар,towar
594,Nutzen::N,пайда,pożytek
595,Reichtum::N,бақ-дәулет,bogactwo
596,Welt::N,әлем,świat
597,Welt::N,жиһан,świat
598,Land::N,аймақ,kraj
599,Staat::N,мемлекет,państwo
600,König::N,патша,król
601,Macht::N,өкімет,władza
602,Macht::N,қожалық,władza
603,Grenze::N,шек,granica
604,Krieg::N,соғыс,wojna
605,Feind::N,жау,wróg
606,Feind::N,дұшпан,wróg
607,Gewalt::N,зорлык,władza
608,Gewalt::N,зорлық-зомбылык,władza
609,Kampf::N,күрес,bój
610,Kampf::N,күрес,walka
611,Kampf::N,алыспақ,bój
612,Kampf::N,алыспақ,walka
613,Bogen[Waffe]::N,саржа,łuk
614,Pfeil::N,жебе,strzała
615,Gewehr::N,қару,karabin
616,Fehler::N,әбес,błąd
617,Fehler::N,қаталық,błąd
618,Lüge::N,өтірік,kłamstwo
619,Schaden::N,зиян,szkoda
620,Schaden::N,зарар,szkoda
621,Unglück::N,пәле,nieszczęście
622,Unglück::N,қасырет,nieszczęście
623,Unglück::N,ауыртпалық,nieszczęście
624,Schuld::N,айыптылық,wina
625,Alter::N,жас,wiek
626,Alter::N,жас шамасы,wiek
627,Schluss::N,ада,koniec
628,Schluss::N,ада,zakończenie
629,Schluss::N,бітуі,koniec
630,Schluss::N,бітуі,zakończenie
631,Zeit::N,уақыт,czas
632,Tag::N,күн,dzień
633,Morgen::N,таң,ranek
634,Morgen::N,таң,poranek
635,Morgen::N,таңертең,ranek
636,Morgen::N,таңертең,poranek
637,Mittag::N,талтүс,południe
638,Abend::N,кеш,wieczór
639,Nacht::N,түн,noc
640,Woche::N,апта,tydzień
641,Monat::N,ай,miesiąc
642,Jahr::N,жыл,rok
643,Frühling::N,көктем,wiosna
644,Sommer::N,жаз,lato
645,Herbst::N,күз,jesień
646,Winter::N,қыс,zima
647,Januar::N,каңтар,styczeń
648,Februar::N,ақпан,luty
649,März::N,наурыз,marzec
650,April::N,сәуір,kwiecień
651,Mai::N,мамыр,maj
652,Juni::N,маусым,czerwiec
653,Juli::N,шілде,lipiec
654,August::N,сүмбіле,sierpień
655,August::N,тамыз,sierpień
656,September::N,қыркүйек,wrzesień
657,Oktober::N,ақырап,październik
658,November::N,қараша,listopad
659,Dezember::N,желтоқсан,grudzień
660,Montag::N,дүйсенбі,poniedziałek
661,Dienstag::N,сейсенбі,wtorek
662,Mittwoch::N,сәрсенбі,środa
663,Donnerstag::N,бейсенбі,czwartek
664,Freitag::N,жұма,piątek
665,Samstag::N,сенбі,sobota
666,Sonntag::N,жексембі,niedziela
667,groß::A,алпамсадай,duży
668,groß::A,алпамсадай,wielki
669,klein::A,кішкене,mały
670,klein::A,қарғадай,mały
671,lang::A,сопақ,długi
672,lang::A,сорайған,długi
673,kurz::A,кеспелтек,krótki
674,breit::A,айдынды,szeroki
675,schmal::A,қысық,wąski
676,dicht::A,жиі,gęsty
677,dick[Gegenstand]::A,шомбал,gruby
678,dünn::A,жұқа,cienki
679,dünn::A,жіңішке,cienki
680,fein::A,қаңылтақ,drobny
681,fest::A,берік,mocny
682,fest::A,берік,twardy
683,fest::A,мызғымас,mocny
684,fest::A,мызғымас,twardy
685,flach::A,жалпак,płaski
686,glatt::A,типыл,gładki
687,hart::A,қатты,twardy
688,weich::A,жұмсақ,miękki
689,rund::A,домалақ,okrągły
690,spitz::A,үшкір,spiczasty
691,scharf::A,сүйрік,ostry
692,stumpf::A,доғал,tępy
693,stumpf::A,өтпейтін,tępy
694,schwer::A,салмақты,ciężki
695,schön::A,сұлу,ładny
696,schön::A,сұлу,piękny
697,heiß::A,ыссы,gorący
698,warm::A,жылы,ciepły
699,kalt::A,аязды,zimny
700,kühl::A,салқын,chłodny
701,frisch::A,таза,świeży
702,frisch::A,жаңа,świeży
703,feucht::A,нам,wilgotny
704,feucht::A,дымқылды,wilgotny
705,nass::A,сулы,mokry
706,trocken::A,құрғақ,suchy
707,voll::A,толы,pełny
708,leer::A,бос,pusty
709,leer::A,бос,próżny
710,offen::A,ашып қойылған,otwarty
711,geschlossen::A,жабулы,zamknięty
712,sauber::A,дақсыз,czysty
713,sauber::A,мұнтаздай,czysty
714,schmutzig::A,айғыз,brudny
715,schmutzig::A,сатпақ,brudny
716,schmutzig::A,сатал-сатал,brudny
717,roh::A,шикі,surowy
718,reif::A,піскен,dojrzały
719,lecker::A,дәмді,smaczny
720,süß::A,тәтті,słodki
721,bitter::A,ащы,gorzki
722,sauer::A,қышқыл,kwaśny
723,hell::A,жарық,jasny
724,hell::A,жарқын,jasny
725,dunkel::A,қараңғы,ciemny
726,schwarz::A,қара,czarny
727,weiß::A,ақ,biały
728,rot::A,қызыл,czerwony
729,gelb::A,сары,żółty
730,blau::A,көк,błękitny
731,blau::A,көк,niebieski
732,grün::A,жасыл,zielony
733,grau::A,бозамық,szary
734,bunt::A,алабажак,barwny
735,billig::A,арзан,tani
736,teuer::A,бағалы,drogi
737,wertvoll::A,құнды,cenny
738,wertvoll::A,қымбат,cenny
739,blind::A,көзсіз,ślepy
740,blind::A,көр,ślepy
741,blind::A,көр_соқыр,ślepy
742,taub::A,керең,głuchy
743,taub::A,саңырау,głuchy
744,kräftig::A,қуатты,mocny
745,kräftig::A,қарымды,mocny
746,stark::A,білекті,silny
747,schwach::A,әлсіз,słaby
748,schwach::A,күшсіз,słaby
749,schwach::A,қайратсыз,słaby
750,fett::A,семіз,tłusty
751,schlank::A,ашаң,smukły
752,hübsch::A,ажарлы,ładny
753,hübsch::A,шырайлы,ładny
754,böse::A,өш,zły
755,böse::A,сұм,zły
756,böse::A,жауыз,zły
757,dumm::A,көкми,głupi
758,dumm::A,ақымақ,głupi
759,dumm::A,миы жоқ,głupi
760,faul::A,жалқау,leniwy
761,faul::A,еріншек,leniwy
762,fleißig::A,ұқыпты,pilny
763,geizig::A,сараң,skąpy
764,klug::A,жетік,mądry
765,klug::A,ақылды,mądry
766,geschickt::A,шебер,zręczny
767,lieb::A,абзал,miły
768,lieb::A,айналайын,miły
769,lustig::A,көңілді,wesoły
770,sanft::A,жуас,łagodny
771,hungrig::A,аш,głodny
772,krank::A,кеселді,chory
773,nackt::A,жалаңаш,nagi
774,traurig::A,қапа,smutny
775,lebendig::A,тірі,żywy
776,lebendig::A,жанды,żywy
777,gut::A,жақсы,dobry
778,schlecht::A,жаман,zły
779,richtig::A,дұрыс,słuszny
780,richtig::A,дұрыс,właściwy
781,schlimm::A,жаман,zły
782,wahr::A,нағыз,prawdziwy
783,alt::A,ескі,stary
784,neu::A,жаңа,nowy
785,ehemalig::A,өткен,były
786,ehemalig::A,бұрынғы,były
787,alt[Lebewesen]::A,кексе,stary
788,jung::A,науша,młody
789,arm::A,кедей,ubogi
790,arm::A,кедей,biedny
791,arm::A,дәулетсіз,ubogi
792,arm::A,дәулетсіз,biedny
793,reich::A,малды,bogaty
794,bekannt::A,таныс,znany
795,bekannt::A,көзтаныс,znany
796,berühmt::A,атақты,słynny
797,fremd::A,бөтен,obcy
798,fremd::A,бөтен,cudzy
