,Concept_ID,sq,ku
72,Welle::N,dallgë,şewl
73,Wasser::N,ujë,av
74,Stein::N,gur,kevir
75,Boden::N,tokë,herd
76,Boden::N,truall,herd
77,Erde::N,dhe,ax
78,Erde::N,baltë,ax
79,Staub::N,pluhur,toz
80,Rauch::N,tym,dû
81,Funke::N,xixë,çirûşk
82,Funke::N,shkëndijë,çirûşk
83,Feuer::N,zjarr,agir
84,Licht::N,dritë,ronahî
85,Schatten::N,hije,sî
86,Wetter::N,mot,hewa
87,Nebel::N,mjegull,mij
88,Wolke::N,re,ewr
89,Regen::N,shi,baran
90,Schnee::N,borë,berf
91,Eis::N,akull,qeşa
92,Frost::N,ngricë,xûsik
93,Kälte::N,të ftohtë,serma
94,Hitze::N,vapë,germayî
95,Hitze::N,nxehtësi,germayî
96,Raureif::N,cikmë,şext
97,Regenbogen::N,ylber,heftreng
98,Donner::N,gjëmim,gire-gir
99,Donner::N,bubullimë,gire-gir
100,Strömung::N,rrymë,şewl
101,Tropfen::N,pikë,dilop
102,Schaum::N,shkumë,kef
103,Schmutz::N,baltë,gemar
104,See::N,liqen,gol
105,Sumpf::N,batak,hezek
106,Moor::N,kënetë,mafêl
107,Wiese::N,livadh,sûrik
108,Wald::N,pyll,çiya
109,Wald::N,pyll,daristan
110,Hügel::N,kodër,gir
111,Anhöhe::N,bregore,sere gir
112,Berg::N,mal,kaş
113,Gipfel::N,kulm,sere gir
114,Höhle::N,shpellë,şikeft
115,Höhle::N,zgafelle,şikeft
116,Abhang::N,shpat,kaş
117,Abhang::N,tatëpjetë,kaş
118,Quelle::N,krua,kanî
119,Quelle::N,burim,kanî
120,Bach::N,virua,çem
121,Fluss::N,lumë,çem
122,Fluss::N,lumë,rûbar
123,Ufer::N,breg,kevî
124,Küste::N,anëdet,berav
125,Küste::N,bregdet,berav
126,Festland::N,kontinent,bejahî
127,Meer::N,det,behr
128,Bucht::N,gji deti,derav
129,Insel::N,ishull,girav
130,Insel::N,ujdhesë,girav
131,Blume::N,lule,kulînk
132,Gras::N,bar,giha
133,Wurzel::N,rrënjë,reh
134,Baum::N,pemë,dar
135,Stamm::N,trung,bavik
136,Rinde::N,lëvore,qaqil
137,Ast::N,degë,gulî
138,Zweig::N,bisk,şax
139,Blatt::N,fletë,pel
140,Blatt::N,gjethe,pel
141,Birke::N,mështekën,dara sipî
142,Kiefer[Baum]::N,pishë,dara bî
143,Weide[Baum]::N,shelg,dara belalûk
144,Tanne::N,bredh,merx
145,Horn::N,bri,strô
146,Feder::N,pupël,pîrtîk
147,Fell::N,lëkurë,heyar
148,Flügel::N,krah,per
149,Flügel::N,fletë,per
150,Klaue::N,kthetër,napîk
151,Kralle::N,thua,dinik
152,Kralle::N,thua,dirnax
153,Kralle::N,kthetër,dinik
154,Kralle::N,kthetër,dirnax
155,Schwanz::N,bisht,dûv
156,Ei::N,vezë,hêk
157,Nest::N,fole,hêlîn
158,Bau::N,strofkë,avahî
159,Tier::N,kafshë,heywan
160,Herde::N,kope,hoz
161,Herde::N,grigjë,hoz
162,Kuh::N,lopë,çêlek
163,Bulle::N,dem,ga
164,Pferd::N,kalë,hesp
165,Schaf::N,dele,mîh
166,Schwein::N,derr,beraz
167,Hund::N,qen,seh
168,Katze::N,mace,pişîk
169,Bär::N,ari,hirç
170,Eichhörnchen::N,ketër,pilûr
171,Elch::N,dre brilopatë,pazkovî
172,Fuchs::N,dhelpër,rovî
173,Hase::N,lepur,kîroşk
174,Maus::N,mi,mişk
175,Wolf::N,ujk,gur
176,Vogel::N,zog,çûk
177,Vogel::N,shpend,çûk
178,Schwarm::N,luzmë,lufik
179,Huhn::N,pulë,mirîşk
180,Hahn::N,gjel,dîk
181,Hahn::N,këndes,dîk
182,Gans::N,patë,qaz
183,Adler::N,shqiponjë,eylo
184,Ente::N,rosë,werdek
185,Eule::N,buf,bûm
186,Eule::N,buf,kund
187,Kranich::N,lejlek,quling
188,Kranich::N,kurrillë,quling
189,Krähe::N,sorrë,qijik
190,Kuckuck::N,qyqe,pepûk
191,Schwan::N,mjellmë,qû
192,Fisch::N,peshk,masî
193,Barsch::N,purtekë,okûn
194,Hecht::N,mlysh,mesîyê lûf
195,Schlange[Tier]::N,gjarpër,mar
196,Wurm::N,krimb,kurm
197,Spinne::N,marimangë,pîrê
198,Ameise::N,thnegël,mîro
199,Ameise::N,thnegël,gêrîk
200,Ameise::N,milingonë,mîro
201,Ameise::N,milingonë,gêrîk
202,Laus::N,morr,spi
203,Mücke::N,kunup,mêş
204,Mücke::N,mushkonjë,mêş
205,Fliege::N,mizë,mêş
206,Schmetterling::N,flutur,perperîk
207,Beere::N,frutë,hirç
208,Beere::N,manaferrë,hirç
209,Apfel::N,mollë,sêv
210,Pilz::N,kërpudhë,bîrov
211,Zwiebel::N,qepë,pîvaz
212,Saat::N,farë,tov
213,Korn::N,grurë,dexl
214,Korn::N,kokërr,dexl
215,Heu::N,sanë,sap
216,Schale::N,lëkurë,qaşik
217,Grube::N,gropë,çahl
218,Falle::N,kurth,dafik
219,Falle::N,grackë,dafik
220,Schlinge::N,nyjë,dahf
221,Spur::N,gjurmë,rêç
222,Asche::N,hi,xweli
223,Dreck::N,baltë,gemarî
224,Eisen::N,hekur,hesing
225,Gold::N,ar,zêr
226,Gold::N,flori,zêr
227,Silber::N,argjend,zîv
228,Kohle::N,qymyr,komir
229,Glas::N,qelq,qedeh
230,Lehm::N,argjilë,kelpîç
231,Sand::N,rërë,qûm
232,Mensch::N,njeri,mirov
233,Mann::N,burrë,mêr
234,Mann::N,mashkull,mêr
235,Frau::N,grua,jin
236,Frau::N,femër,jin
237,Kind::N,kalama,zarok
238,Junge::N,djalë,kur
239,Mädchen::N,gocë,keç
240,Mädchen::N,gocë,keçik
241,Mädchen::N,vajzë,keç
242,Mädchen::N,vajzë,keçik
243,Familie::N,familje,malbat
244,Großvater::N,gjysh,bapîr
245,Großmutter::N,gjyshe,pîrik
246,Eltern::N,prindër,bavudê
247,Vater::N,atë,bav
248,Mutter::N,nënë,dê
249,Mutter::N,nënë,dayik
250,Sohn::N,bir,kur
251,Tochter::N,bijë,keç
252,Bruder::N,vëlla,bira
253,Schwester::N,motër,xweh
254,Onkel::N,dajë,am
255,Onkel::N,dajë,xal
256,Onkel::N,xhaxha,am
257,Onkel::N,xhaxha,xal
258,Tante::N,teze,metik
259,Tante::N,teze,xaltîk
260,Tante::N,hallë,metik
261,Tante::N,hallë,xaltîk
262,Ehemann::N,burrë,mêr
263,Ehemann::N,bashkëshort,mêr
264,Ehefrau::N,grua,kulfet
265,Ehefrau::N,bashkëshorte,kulfet
266,Freude::N,gaz,kêfxweşî
267,Freude::N,gëzim,kêfxweşî
268,Gelächter::N,qeshje,pîrqînî
269,Glück::N,lumturi,bext
270,Kummer::N,brengë,derd
271,Kummer::N,pikëllim,derd
272,Wunsch::N,dëshirë,daxwaz
273,Wunsch::N,dëshirë,xwestek
274,Lust::N,epsh,şewq
275,Lust::N,dashuri,şewq
276,Geist::N,frymë,aqil
277,Geist::N,shpirt,aqil
278,Gedanke::N,ide,fikir
279,Gedanke::N,mendim,fikir
280,Gedächtnis::N,kujtesë,aqil
281,Verstand::N,mend,fêm
282,Sinn::N,kuptim,aqil
283,Grund::N,arsye,asas
284,Wahrheit::N,vërtetë,rastî
285,Gespräch::N,bisedim,guftûgo
286,Märchen::N,përrallë,çirok
287,Erzählung::N,tregim,çirok
288,Erzählung::N,tregim,vegotin
289,Nachricht::N,lajm,nûçe
290,Neuigkeit::N,risi,hewal
291,Name::N,emër,nav
292,Name::N,emër,paşnav
293,Rätsel::N,gjëzë,tiştonek
294,Rätsel::N,gjëegjëzë,tiştonek
295,Rede::N,fjalim,gotar
296,Rede::N,fjalim,axavtin
297,Sprache::N,gjuhë,ziman
298,Stimme::N,zë,pejn
299,Wort::N,fjalë,gotin
300,Zeichen::N,shenjë,şanek
301,Ruf::N,thirrmë,hawar
302,Lärm::N,zhurmë,xarbalix
303,Laut::N,tingull,deng
304,Laut::N,tingull,hês
305,Ton::N,ton,awaz
306,Lied::N,këngë,sitran
307,Ruhe::N,qetësi,rihetî
308,Leute::N,botë,xelk
309,Leute::N,njerëz,xelk
310,Volk::N,popull,xelk
311,Arbeit::N,punë,xebat
312,Gast::N,mik,mêvan
313,Gast::N,mysafir,mêvan
314,Geschenk::N,dhuratë,diyarî
315,Geschenk::N,peshqesh,diyarî
316,Spiel::N,lojë,lîstik
317,Gesellschaft::N,shoqëri,komal
318,Hilfe::N,ndihmë,alîkarî
319,Freund::N,mik,heval
320,Kamerad::N,shok,heval
321,Angelegenheit::N,punë,pirsgirêk
322,Anzahl::N,sasi,çend
323,Art::N,lloj,çeh
324,Stück::N,copë,lib
325,Stück::N,copë,parçe
326,Teil::N,pjesë,parçe
327,Hälfte::N,gjysmë,nîvî
328,Kreis::N,qark,çemil
329,Kreis::N,rreth,çemil
330,Kreuz::N,kryq,xaç
331,Linie::N,vijë,xezik
332,Strich::N,vizë,xezik
333,Abstand::N,distancë,dûrahî
334,Entfernung::N,largim,dûrahî
335,Gegend::N,vise,dever
336,Gegend::N,krahinë,dever
337,Platz::N,shesh,çih
338,Ort::N,vend,dever
339,Seite::N,anë,rûpel
340,Mitte::N,mes,nav
341,Mitte::N,mes,nabênê
342,Gegenstand::N,send,tişt
343,Sache::N,gjë,tişt
344,Sache::N,send,tişt
345,Rand::N,qoshe,kevî
346,Kante::N,teh,kevî
347,Ecke::N,qoshe,qunç
348,Spitze::N,majë,derzî
349,Ende::N,skaj,talî
350,Ende::N,bisht,talî
351,Loch::N,vrimë,qul
352,Winkel::N,kënd,kurnîşk
353,Muster::N,mostër,desen
354,Größe::N,madhësi,mezinî
355,Länge::N,gjatësi,dirêjahî
356,Höhe::N,lartësi,bilindayî
357,Gewicht::N,peshë,giranî
358,Menge::N,sasi,qas
359,Haufen::N,grumbull,lod
360,Reihe::N,radhë,rêz
361,Reihe::N,rresht,rêz
362,Boot::N,barkë,kelek
363,Boot::N,lundër,kelek
364,Ruder::N,rrem,bêrik
365,Schlitten::N,sajë,xîjik
366,Ski::N,ski,lakan
367,Lagerfeuer::N,flakadan,agir
368,Lagerfeuer::N,zjarr i madh,agir
369,Last::N,barrë,bar
370,Gang::N,ecje,fîtêz
371,Schritt::N,hap,gav
372,Norden::N,veri,bakur
373,Süden::N,jug,başur
374,Westen::N,perëndim,rojava
375,Osten::N,lindje,rojhilat
376,Holz::N,dru,dep
377,Brett::N,dërrasë,dep
378,Platte::N,pllakë,dep
379,Stütze::N,shtyllë,destek
380,Stütze::N,mbështetesë,destek
381,Stange::N,shufër,sing
382,Stock::N,dajak,çam
383,Stab::N,shkop,qat
384,Rohr::N,tub,borî
385,Haus::N,shtëpi,mal
386,Haus::N,shtëpi,xanî
387,Heim::N,konak,mal
388,Heim::N,shtëpi,mal
389,Ofen::N,sobë,sobe
390,Ofen::N,stufë,sobe
391,Fußboden::N,dysheme,binpê
392,Tisch::N,tryezë,mase
393,Stuhl::N,karrige,kursî
394,Wiege::N,djep,derguş
395,Bett::N,shtrat,qerewêle
396,Regal::N,raft,rêbaz
397,Kiste::N,kuti,sindoq
398,Fenster::N,dritare,çam
399,Fenster::N,dritare,şibeke
400,Tür::N,derë,derî
401,Tor::N,portë,derge
402,Zaun::N,gardh,hejik
403,Dach::N,çati,sere xanî
404,Leiter::N,shkallë,pêling
405,Besen::N,fshesë,melkes
406,Spaten::N,lopatë,mer
407,Schaufel::N,qyrek,bêr
408,Gabel::N,pirun,çetel
409,Löffel::N,lugë,kevçî
410,Messer::N,thikë,kêr
411,Nagel::N,gozhdë,bizmar
412,Netz::N,rrjetë,tor
413,Haken::N,grep,çenqel
414,Haken::N,grremç,çenqel
415,Griff::N,dorak,destî
416,Griff::N,dorezë,destî
417,Schloss::N,bravë,qonax
418,Bild::N,tablo,dimen
419,Bild::N,pikturë,dimen
420,Figur::N,figurë,figûr
421,Puppe::N,kukull,bûk
422,Beutel::N,qese,kîsik
423,Beutel::N,trastë,kîsik
424,Bündel::N,deng,pêçek
425,Tasche::N,çantë,bêrîk
426,Eimer::N,kovë,dewl
427,Deckel::N,kapak,devik
428,Deckel::N,mbulesë,devik
429,Geschirr::N,enë,ferax
430,Sack::N,thes,tûr
431,Sack::N,torbë,tûr
432,Tasse::N,filxhan,kada
433,Topf::N,kusi,beroş
434,Topf::N,tenxhere,beroş
435,Kessel::N,kazan,şîril
436,Essen::N,ngrënie,xwarin
437,Nahrung::N,ushqim,xwarin
438,Speise::N,gatesë,xwarin
439,Fleisch::N,mish,goşt
440,Getreide::N,drithë,zad
441,Brei::N,qull,hewdêl
442,Brot::N,bukë,
443,Scheibe::N,fetë,parçe
444,Fett::N,lyrë,rûn
445,Fett::N,yndyrë,rûn
446,Butter::N,gjalpë,rûn
447,Öl::N,vaj,rûn
448,Salz::N,kripë,xwe
449,Suppe::N,supë,şorbe
450,Suppe::N,çorbë,şorbe
451,Honig::N,mjaltë,hingiv
452,Milch::N,qumësht,şîr
453,Tee::N,çaj,çay
454,Leder::N,lëkurë,çerm
455,Wolle::N,lesh,herî
456,Stoff::N,pëlhurë,paç
457,Nadel::N,gjilpërë,derzî
458,Faden::N,pe,ta
459,Faden::N,fije,ta
460,Knopf::N,kopsë,bişkok
461,Knoten::N,komb,girêk
462,Farbe::N,bojë,boyax
463,Kleidung::N,veshje,çil
464,Hemd::N,këmishë,qutik
465,Hemd::N,këmishë,miltan
466,Kragen::N,jakë,stûvang
467,Ärmel::N,mëngë,hûçik
468,Hose::N,brekë,şewel
469,Gürtel::N,rrip,qayiş
470,Mütze::N,kësulë,fîno
471,Schuh::N,këpucë,şêkal
472,Stiefel::N,çizme,gizme
473,Stiefel::N,çizme,çizme
474,Ring::N,unazë,xelek
475,Band::N,shirit,band
476,Kamm::N,krehër,şeh
477,Spiegel::N,pasqyrë,eynik
478,Riemen::N,rrip,qayiş
479,Schnur::N,litar,doxin
480,Schnur::N,cikomë,doxin
481,Leine::N,rrip,şirît
482,Decke::N,batanije,bataniye
483,Kissen::N,jastëk,balgî
484,Tuch::N,shami,şar
485,Handtuch::N,peshqir,dezmal
486,Kraft::N,forcë,hêz
487,Kraft::N,forcë,qewet
488,Stärke::N,koll,xurtî
489,Gesundheit::N,shëndet,nojdarî
490,Krankheit::N,sëmundje,nexweşî
491,Schmerz::N,dhimbje,êş
492,Wunde::N,plagë,kul
493,Fieber::N,ethe,ta
494,Arznei::N,ilaç,derman
495,Brücke::N,urë,kopî
496,Brunnen::N,pus,çal
497,Brunnen::N,pus,kani
498,Weide::N,kullotë,beyar
499,Pfad::N,ravë,xaçirek
500,Pfad::N,shteg,xaçirek
501,Weg::N,udhë,rê
502,Weg::N,shteg,rê
503,Straße::N,rrugë,rê
504,Dorf::N,fshat,gund
505,Dorf::N,katund,gund
506,Stadt::N,qytet,baçar
507,Brief::N,letër,name
508,Buch::N,libër,kitêb
509,Buch::N,libër,pirtûk
510,Buchstabe::N,shkronjë,herf
511,Zeitung::N,gazetë,rojname
512,Leben::N,jetë,jiyan
513,Tod::N,mortje,mirin
514,Grab::N,varr,mezel
515,Kirche::N,kishë,gilyas
516,Sünde::N,mëkat,guneh
517,Sünde::N,gjynah,guneh
518,Gott::N,hy,xwedê
519,Gott::N,zot,xwedê
520,Arbeiter::N,punëtor,hîşçî
521,Chef::N,shef,bêg
522,Chef::N,drejtues,bêg
523,Meister::N,mjeshtër,hoste
524,Arzt::N,mjek,doktor
525,Arzt::N,doktor,doktor
526,Lehrer::N,mësues,mamoste
527,Lehrer::N,arsimtar,mamoste
528,Geld::N,para,pere
529,Geld::N,holla,pere
530,Geschäft::N,ujdi,firoşgeh
531,Geschäft::N,biznes,firoşgeh
532,Laden::N,dyqan,dikan
533,Preis::N,çmim,buha
534,Ware::N,mall,tişt
535,Nutzen::N,dobi,fêde
536,Nutzen::N,leverdi,fêde
537,Reichtum::N,kamje,serwet
538,Reichtum::N,pasuri,serwet
539,Welt::N,botë,dinya
540,Land::N,vend,welat
541,Staat::N,shtet,dewlet
542,König::N,mbret,şah
543,König::N,mbret,qral
544,Macht::N,fuqi,qewet
545,Macht::N,fuqi,destihilat
546,Macht::N,pushtet,qewet
547,Macht::N,pushtet,destihilat
548,Grenze::N,kufi,kevî
549,Krieg::N,luftë,çeng
550,Krieg::N,luftë,sêwaş
551,Feind::N,armik,dijmin
552,Gewalt::N,dhunë,zor
553,Kampf::N,luftim,şer
554,Bogen[Waffe]::N,hark,kêvan
555,Pfeil::N,shigjetë,çîrik
556,Gewehr::N,pushkë,tifing
557,Fehler::N,gafë,şaşî
558,Fehler::N,gabim,şaşî
559,Lüge::N,gënjeshtër,derew
560,Schaden::N,dëm,xisar
561,Schaden::N,zarar,xisar
562,Unglück::N,fatkeqësi,bêbextî
563,Schuld::N,faj,suç
564,Alter::N,moshë,temen
565,Schluss::N,fund,girtin
566,Zeit::N,kohë,çax
567,Tag::N,ditë,roj
568,Morgen::N,mëngjes,sibeh
569,Mittag::N,mesditë,nîro
570,Abend::N,mbrëmje,êvar
571,Nacht::N,natë,şev
572,Woche::N,javë,heftî
573,Monat::N,muaj,meh
574,Jahr::N,vit,sal
575,Frühling::N,pranverë,bihar
576,Sommer::N,verë,havîn
577,Herbst::N,vjeshtë,payîz
578,Winter::N,dimër,zistan
579,Januar::N,janar,çile
580,Februar::N,shkurt,sibat
581,März::N,mars,adar
582,April::N,prill,nîsan
583,Mai::N,maj,gûlan
584,Juni::N,qershor,hezîran
585,Juli::N,korrik,tîmeh
586,August::N,gusht,tebax
587,September::N,shtator,îlon
588,Oktober::N,tetor,çotmeh
589,November::N,nëntor,mijdar
590,Dezember::N,dhjetor,kanûn
591,Montag::N,hënë,duşemb
592,Dienstag::N,martë,sêşem
593,Mittwoch::N,mërkurë,çarşemb
594,Donnerstag::N,enjte,pêşemb
595,Freitag::N,premte,în
596,Samstag::N,shtunë,şemî
597,Sonntag::N,diel,yekşemb
598,groß::A,madh,mezin
599,klein::A,vogël,çûçik
600,lang::A,gjatë,dirêj
601,kurz::A,shkurtër,kin
602,breit::A,gjerë,fireh
603,schmal::A,ngushtë,tenik
604,dicht::A,dendur,gir
605,dick[Gegenstand]::A,trashë,şîşman
606,dünn::A,hollë,zirav
607,fein::A,imët,tenik
608,fest::A,fortë,saxlem
609,flach::A,sheshtë,pahn
610,glatt::A,rrafshët,dûz
611,glatt::A,rrafshët,şayîk
612,hart::A,fortë,hişk
613,weich::A,butë,nerm
614,rund::A,rrumbullakët,gilover
615,spitz::A,majëmprehtë,pîj
616,scharf::A,mprehtë,tûj
617,stumpf::A,topitur,ne tûj
618,schwer::A,rëndë,giran
619,schön::A,bukur,xweş
620,schön::A,bukur,xweşik
621,heiß::A,nxehtë,kelandî
622,warm::A,ngrohtë,germ
623,kalt::A,ftohtë,sar
624,kühl::A,freskët,jemîrî
625,frisch::A,pastër,ter
626,feucht::A,lagësht,şil
627,nass::A,lagur,şilek
628,trocken::A,thatë,zuwa
629,voll::A,plotë,tijî
630,leer::A,bosh,vala
631,leer::A,zbrazët,vala
632,offen::A,hapur,vekirî
633,geschlossen::A,mbyllur,asê
634,sauber::A,dëlirë,pakij
635,schmutzig::A,ndyrë,lewitî
636,roh::A,gjallë,xav
637,reif::A,arrirë,gihaştî
638,lecker::A,shijshëm,xweş
639,süß::A,ëmbël,şîrîn
640,bitter::A,hidhur,tahl
641,sauer::A,thartë,tirş
642,hell::A,me dritë,ronî
643,dunkel::A,errët,tarî
644,schwarz::A,i zi,reş
645,weiß::A,bardhë,sipî
646,rot::A,kuq,sor
647,gelb::A,verdhë,zer
648,blau::A,blu,şîn
649,blau::A,kaltër,şîn
650,grün::A,blertë,şîn
651,grün::A,gjelbër,şîn
652,grau::A,hirtë,gewr
653,grau::A,bojë hiri,gewr
654,bunt::A,shumëngjyrëshëm,rengîn
655,billig::A,lirë,erzan
656,teuer::A,shtrenjtë,biha
657,wertvoll::A,çmuar,hêja
658,wertvoll::A,çmuar,giranbiha
659,wertvoll::A,vlershëm,hêja
660,wertvoll::A,vlershëm,giranbiha
661,blind::A,qorr,kor
662,blind::A,verbër,kor
663,taub::A,shurdhër,kerr
664,kräftig::A,fuqishëm,gir
665,kräftig::A,fuqishëm,xurt
666,stark::A,fortë,xurt
667,schwach::A,dobët,kesad
668,fett::A,dhjamur,qelew
669,schlank::A,hollë,zirav
670,hübsch::A,bukur,xweşik
671,hübsch::A,hijshëm,xweşik
672,böse::A,keq,xerab
673,böse::A,keq,aciz
674,dumm::A,teveqel,gêj
675,faul::A,dembel,têmbêl
676,fleißig::A,zellshëm,jêhatî
677,geizig::A,kurnac,destgirtî
678,geizig::A,dorështrënguar,destgirtî
679,klug::A,mençur,baqil
680,geschickt::A,aftë,zîrek
681,geschickt::A,aftë,ziring
682,lieb::A,dashur,delal
683,lustig::A,gëzuar,kêfxweş
684,sanft::A,butë,nazenîn
685,hungrig::A,uritur,birçî
686,krank::A,sëmurë,nexweş
687,nackt::A,lakuriq,rût
688,nackt::A,lakuriq,tazî
689,nackt::A,zhveshur,rût
690,nackt::A,zhveshur,tazî
691,traurig::A,trishtuar,xemgîn
692,lebendig::A,gjallë,bisaxî
693,gut::A,mirë,baş
694,schlecht::A,keq,xerab
695,richtig::A,drejtë,rast
696,richtig::A,drejtë,saxlem
697,schlimm::A,keq,nebaş
698,wahr::A,vërtetë,rast
699,alt::A,vjetër,pîr
700,alt::A,vjetër,kevn
701,neu::A,i ri,nû
702,ehemalig::A,dikurshëm,kevnar
703,ehemalig::A,dikurshëm,peşidar
704,alt[Lebewesen]::A,plak,pîr
705,jung::A,i ri,xort
706,arm::A,varfër,feqîr
707,arm::A,varfër,desteng
708,arm::A,vobektë,feqîr
709,arm::A,vobektë,desteng
710,reich::A,pasur,dewlemend
711,bekannt::A,njohur,naskirî
712,berühmt::A,famshëm,navdar
713,fremd::A,huaj,xerîb
714,verschieden::A,ndryshëm,çîhê
715,nah::A,afërt,nêzîk
716,fern::A,largët,dûr
717,linker::A,majtë,çepê
718,rechter::A,djathtë,rastê
719,anderer::A,tjetër,yê din
720,erster::A,parë,yekemîn
721,zweiter::A,dytë,duda
722,dritter::A,i tretë,sisêya
723,letzter::A,fundit,paşîn
724,allein::ADV,vetëm,tenê
725,auf einmal::ADV,njëkohësisht,jar kê
726,zusammen::ADV,bashkë,tev
727,zusammen::ADV,bashkë,bi hev re
728,zusammen::ADV,së bashku,tev
729,zusammen::ADV,së bashku,bi hev re
730,lange::ADV,për një kohë të gjatë,dirêj
731,plötzlich::ADV,befas,ji nişkave
732,sofort::ADV,menjëherë,yekser
733,sofort::ADV,aty për aty,yekser
734,später::ADV,më vonë,paşiyê
735,jetzt::ADV,tash,nuha
736,heute::ADV,sot,îro
737,morgen::ADV,nesër,sibeh
738,bald::ADV,shpejt,nêzîk
739,bald::ADV,së shpejti,nêzîk
740,dann::ADV,pastaj,paşê
741,gestern::ADV,dje,do
742,einst::ADV,dikur,jar ke
743,damals::ADV,atëherë,hîngî
744,danach::ADV,mandej,piştra
745,vorher::ADV,më parë,pîşî
746,zuerst::ADV,së pari,bere
747,einmal::ADV,njëherë,çarik
748,manchmal::ADV,nganjëherë,çarna
749,oft::ADV,shpesh,gelek çaran
750,immer::ADV,përherë,daîm
751,immer::ADV,gjithnjë,daîm
752,niemals::ADV,kurrë,tu çar
753,niemals::ADV,asnjëherë,tu çar
754,hier::ADV,këtu,li vir
755,hierhin::ADV,knej,vir
756,von hier::ADV,që këtej,ji vir
757,von hier::ADV,prej këtej,ji vir
758,dort::ADV,aty,li wê derê
759,dort::ADV,atje,li wê derê
760,dorthin::ADV,anej,wêda
761,geradeaus::ADV,drejt,rastê rast
762,vorwärts::ADV,mbroth,ber bi pêş
763,vorwärts::ADV,përpara,ber bi pêş
764,rückwärts::ADV,mbrapsht,paşpê
765,zurück::ADV,prapa,paşdo
766,zurück::ADV,prapa,paşvê
767,zurück::ADV,mbrapsht,paşdo
768,zurück::ADV,mbrapsht,paşvê
769,unten::ADV,poshtë,jêrî
770,hinab::ADV,përposh,berjêr
771,oben::ADV,lart,banî
772,oben::ADV,sipër,banî
773,hinauf::ADV,lart,banî
774,hinauf::ADV,përpjetë,banî
775,überall::ADV,kudo,li her derê
776,nicht::ADV,s',ne
777,nicht::ADV,s',nîn
778,nicht::ADV,s',tine
779,nicht::ADV,nuk,ne
780,nicht::ADV,nuk,nîn
781,nicht::ADV,nuk,tine
782,ein wenig::ADV,një tis,hebkî
783,kaum::ADV,mezi,tema
784,kaum::ADV,mezi,himangi
785,sehr::ADV,fort,gelek
786,sehr::ADV,shumë,gelek
787,so::ADV,ashtu,weha
788,so::ADV,kështu,weha
789,noch::ADV,ende,hêj
790,noch::ADV,ende,dîsa
791,noch::ADV,akoma,hêj
792,noch::ADV,akoma,dîsa
793,nur::ADV,vetëm,tenê
794,nur::ADV,vetëm,bes
795,schon::ADV,tashmë,hew
796,wieder::ADV,përsëri,jar din
797,wieder::ADV,përsëri,dîsa
798,vergebens::ADV,kot,deya çun
799,vergebens::ADV,kot,îfleh bûn
800,vor::PRP,para,li ber
801,hinter::PRP,prapa,li pişt
802,hinter::PRP,mbrapa,li pişt
803,unter::PRP,nën,li bin
804,durch::PRP,nëpër,kura
