,Concept_ID,bg,ab
160,Herde::N,стадо,агəарҭа
161,Kuh::N,крава,ажə
162,Bulle::N,бик,ацə
163,Pferd::N,кон,аҽы
164,Schaf::N,овца,ауаса
165,Schwein::N,свиня,аҳəа
166,Hund::N,куче,ала
167,Katze::N,котка,ацгəы
168,Bär::N,мечка,амшə
169,Eichhörnchen::N,катерица,аеш
170,Elch::N,лос,аҽаҩа
171,Fuchs::N,лисица,абгахəыҷы
172,Hase::N,заек,ажьа
173,Maus::N,мишка,аҳəынаҧ
174,Wolf::N,вълк,абгаду
175,Vogel::N,птица,аҧсаатə
176,Schwarm::N,рой,
177,Schwarm::N,рояк,
178,Huhn::N,кокошка,акəты
179,Hahn::N,петел,арбаҕь
180,Gans::N,гъска,аҟыз
181,Adler::N,орел,ауарба
182,Ente::N,патица,акəата
183,Eule::N,сова,аты
184,Kranich::N,жерав,апҟа
185,Krähe::N,врана,аҟəараан
186,Kuckuck::N,кукувица,акəыкəу
187,Schwan::N,лебед,агьад
188,Fisch::N,риба,аҧсыӡ
189,Barsch::N,костур,ацəыбла
190,Hecht::N,щука,ахиаала
191,Schlange[Tier]::N,змия,амаҭ
192,Wurm::N,червей,ахəа
193,Wurm::N,червей,ахəац
194,Spinne::N,паяк,абызкаҭаҳа
195,Ameise::N,мравка,ашышкамс
196,Laus::N,въшка,аҵа
197,Mücke::N,комар,акəыбры
198,Fliege::N,муха,амҵ
199,Schmetterling::N,пеперуда,аҧарҧалыкь
200,Beere::N,плод,аргуц
201,Apfel::N,ябълка,аҵəа
202,Pilz::N,гъба,акəкəбаа
203,Zwiebel::N,лук,аџьымшьы
204,Zwiebel::N,лук,аџьымшьхы
205,Zwiebel::N,кромид,аџьымшьы
206,Zwiebel::N,кромид,аџьымшьхы
207,Saat::N,семе,ажəла
208,Korn::N,зърно,арыц
209,Heu::N,сено,аҭəа
210,Schale::N,кора,ацəа
211,Grube::N,яма,ажра
212,Grube::N,яма,атыша
213,Grube::N,дупка,ажра
214,Grube::N,дупка,атыша
215,Falle::N,примка,арыҧҟьа
216,Schlinge::N,клуп,аҟəараҟəантə
217,Spur::N,диря,ашьҭа
218,Spur::N,следа,ашьҭа
219,Asche::N,пепел,ахəа
220,Dreck::N,кал,аҳəынҵəа
221,Dreck::N,кал,аҟьамсар
222,Eisen::N,желязо,аиха
223,Gold::N,злато,ахьы
224,Silber::N,сребро,аразны
225,Kohle::N,въглища,арацəа
226,Glas::N,стъкло,асаркьа
227,Lehm::N,глина,анышəаҧшь
228,Sand::N,пясък,аҧслымӡ
229,Mensch::N,човек,ауаҩы
230,Mann::N,мъж,ахаҵа
231,Frau::N,жена,аҧҳəыс
232,Kind::N,дете,ахəыҷы
233,Junge::N,момче,аҷкəын
234,Junge::N,момче,ахаҵарҧыс
235,Mädchen::N,момиче,аӡӷаб
236,Familie::N,фамилия,аҭаацəа
237,Familie::N,семейство,аҭаацəа
238,Großvater::N,дядо,абду
239,Großmutter::N,баба,анду
240,Eltern::N,родители,ани аби
241,Vater::N,баща,аб
242,Mutter::N,майка,ан
243,Sohn::N,син,аҧа
244,Tochter::N,дъщеря,аҧҳа
245,Bruder::N,брат,аиашьа
246,Schwester::N,сестра,Аҳəшьа
247,Onkel::N,чичо,абиашьа
248,Onkel::N,чичо,аншьа
249,Onkel::N,вуйчо,абиашьа
250,Onkel::N,вуйчо,аншьа
251,Tante::N,леля,абиаҳəшьа
252,Ehemann::N,съпруг,ахаҵа
253,Ehemann::N,съпруг,аҧшəма
254,Ehefrau::N,съпруга,аҧҳəыс
255,Freude::N,радост,агəырӷьара
256,Gelächter::N,смях,ачча
257,Gelächter::N,смях,аччара
258,Glück::N,щастие,аразҟы
259,Kummer::N,тъга,агəырҩа
260,Wunsch::N,желание,агəхəтəы
261,Wunsch::N,желание,аҭахра
262,Lust::N,желание,агəазыҳəара
263,Geist::N,дух,аҧсы
264,Gedanke::N,мисъл,ахəыцырҭа
265,Gedächtnis::N,памет,агəынкылара
266,Verstand::N,ум,ахшыҩ
267,Verstand::N,разум,ахшыҩ
268,Sinn::N,смисъл,аҵакы
269,Grund::N,причина,амзыз
270,Wahrheit::N,правда,аиаша
271,Gespräch::N,разговор,аиҿцәажәара
272,Märchen::N,приказка,алакə
273,Erzählung::N,разказ,ажәабжь
274,Nachricht::N,вест,адырраҭара
275,Nachricht::N,известие,адырраҭара
276,Neuigkeit::N,новина,ажәабжь ҿыц
277,Name::N,име,ахьӡ
278,Rätsel::N,гатанка,ацуфара
279,Rede::N,реч,ажәа
280,Rede::N,слово,ажәа
281,Sprache::N,език,абызшəа
282,Stimme::N,глас,абжьы
283,Wort::N,дума,ажәа
284,Zeichen::N,знак,адырга
285,Ruf::N,зов,аҿҭы
286,Lärm::N,шум,ашьҭыбжь
287,Lärm::N,глъчка,ашьҭыбжь
288,Laut::N,звук,ашьҭыбжь
289,Ton::N,тон,атон
290,Lied::N,песен,ашəа
291,Ruhe::N,тишина,аҭынчра
292,Ruhe::N,спокойствие,аҭынчра
293,Leute::N,хора,ауаа
294,Volk::N,народ,ажəлар
295,Arbeit::N,труд,аусура
296,Arbeit::N,работа,аусура
297,Gast::N,гост,асас
298,Geschenk::N,дар,аҳамҭа
299,Geschenk::N,дар,аҿанҵа
300,Geschenk::N,подарък,аҳамҭа
301,Geschenk::N,подарък,аҿанҵа
302,Spiel::N,игра,ахəмарра
303,Gesellschaft::N,общество,агəыҧ
304,Hilfe::N,помощ,ацхыраара
305,Freund::N,приятел,аҩыза
306,Kamerad::N,другар,Аҧхнагьла
307,Angelegenheit::N,работа,аус
308,Anzahl::N,брой,ахыҧхьаӡара
309,Anzahl::N,количество,ахыҧхьаӡара
310,Art::N,вид,ахкы
311,Stück::N,къс,аҽыҭ
312,Stück::N,парче,аҽыҭ
313,Teil::N,дял,ахəҭа
314,Teil::N,част,ахəҭа
315,Hälfte::N,половина,абжа
316,Kreis::N,кръг,агьагьа
317,Kreuz::N,кръст,аџьар
318,Linie::N,черта,аицтәар
319,Strich::N,щрих,ацəаҳəа
320,Strich::N,черта,ацəаҳəа
321,Abstand::N,дистанция,абжьара
322,Abstand::N,разстояние,абжьара
323,Entfernung::N,разстояние,абжьара
324,Gegend::N,местност,аҭыҧ
325,Platz::N,място,аҭыҧ
326,Ort::N,място,аҭыҧ
327,Seite::N,страна,аган
328,Mitte::N,среда,агəҭа
329,Gegenstand::N,предмет,амаҭəар
330,Sache::N,вещ,
331,Rand::N,ръб,аҵкар
332,Kante::N,ръб,авардым
333,Kante::N,кант,авардым
334,Ecke::N,ъгъл,акəакь
335,Spitze::N,връх,аҧынҵа
336,Spitze::N,острие,аҧынҵа
337,Ende::N,край,анаӡара
338,Loch::N,дупка,акылҵəара
339,Winkel::N,кът,агҿаҩра
340,Winkel::N,кът,акəындхə
341,Winkel::N,кът,акəакь
342,Winkel::N,ъгъл,агҿаҩра
343,Winkel::N,ъгъл,акəындхə
344,Winkel::N,ъгъл,акəакь
345,Muster::N,десен,аҟҟа
346,Muster::N,образец,аҟҟа
347,Größe::N,големина,изаҟароу
348,Länge::N,дължина,аура
349,Höhe::N,висота,агылара
350,Höhe::N,височина,агылара
351,Gewicht::N,тегло,акапан
352,Gewicht::N,тежест,акапан
353,Menge::N,количество,
354,Haufen::N,куп,ачаҟəа
355,Haufen::N,грамада,ачаҟəа
356,Reihe::N,ред,ацəаҳəа
357,Reihe::N,редица,ацəаҳəа
358,Boot::N,лодка,анышь
359,Ruder::N,весло,ажəҩа
360,Ruder::N,гребло,ажəҩа
361,Schlitten::N,шейна,ашəаҩауардын
362,Ski::N,ски,ашəаҩа
363,Ski::N,ски,ашьахаха
364,Lagerfeuer::N,огнище,еиқуу амца
365,Last::N,товар,ахьанҭара
366,Gang::N,ход,аныҟəара
367,Gang::N,вървеж,аныҟəара
368,Schritt::N,стъпка,ашьаҿа
369,Norden::N,север,аҩада
370,Süden::N,юг,алада
371,Westen::N,запад,амраҭашəара
372,Osten::N,изток,амрагылара
373,Holz::N,дърво,амҿымаҭəахə
374,Brett::N,дъска,аӷəы
375,Stange::N,прът,акьат
376,Stange::N,върлина,акьат
377,Stock::N,прът,алаба
378,Stock::N,тояга,алаба
379,Stab::N,прът,акьат
380,Rohr::N,цев,абыкь
381,Rohr::N,тръба,абыкь
382,Haus::N,къща,аҩны
383,Heim::N,дом,аҭаацəа
384,Ofen::N,печка,аҳақə
385,Ofen::N,печка,ауаџьаҟ
386,Ofen::N,печка,афрына
387,Fußboden::N,под,адашьма
388,Tisch::N,маса,аишәа
389,Stuhl::N,стол,аҟəардə
390,Wiege::N,люлка,агара
391,Bett::N,легло,акаруаҭ
392,Bett::N,креват,акаруаҭ
393,Regal::N,рафт,акыӷəра
394,Regal::N,етажерка,акыӷəра
395,Kiste::N,кутия,аидчаҧала
396,Kiste::N,сандък,аидчаҧала
397,Fenster::N,прозорец,аҧенџьыр
398,Tür::N,врата,ашə
399,Tor::N,врата,агəашə
400,Zaun::N,ограда,аанда
401,Dach::N,покрив,ахыб
402,Leiter::N,стълба,амардуан
403,Besen::N,метла,аҧссага
404,Spaten::N,лопата,ажыга
405,Schaufel::N,лопата,аҭəарӷəы
406,Gabel::N,вилица,ачқьыҧ
407,Löffel::N,лъжица,амҳаҵə
408,Messer::N,нож,аҳəызба
409,Nagel::N,гвоздей,аҵəымӷ
410,Netz::N,мрежа,акаҭа
411,Haken::N,кука,аҵəаҳə
412,Haken::N,закачалка,аҵəаҳə
413,Griff::N,ръчка,амаа
414,Griff::N,дръжка,амаа
415,Schloss::N,брава,асаҧаҭ
416,Schloss::N,ключалка,асаҧаҭ
417,Bild::N,картина,асахьа
418,Figur::N,фигура,афигура
419,Puppe::N,кукла,акьанџьа
420,Beutel::N,кесия,асакь
421,Bündel::N,връзка,аҿаҳəара
422,Tasche::N,чанта,арҭмаҟ
423,Eimer::N,кофа,аведра
424,Deckel::N,капак,ахҩа
425,Deckel::N,похлупак,ахҩа
426,Geschirr::N,съдове,ачысмаҭəа
427,Sack::N,чувал,асакь
428,Tasse::N,чаша,аҵəца
429,Topf::N,гърне,акаструлиа
430,Topf::N,тенджера,акаструлиа
431,Kessel::N,котел,ачуан
432,Essen::N,ядене,
433,Nahrung::N,храна,афатə
434,Speise::N,ястие,афатə
435,Fleisch::N,месо,акəац
436,Getreide::N,зърнено храни,ачакуа
437,Brei::N,каша,ақашь
438,Brot::N,хляб,ача
439,Scheibe::N,резен,аҽыҭ
440,Scheibe::N,резен,аҿаҵа
441,Fett::N,мазнина,ашша
442,Butter::N,масло,ахəша
443,Öl::N,олио,азеҭ
444,Öl::N,оливия,азеҭ
445,Salz::N,сол,аџьыка
446,Suppe::N,супа,асуҧ
447,Honig::N,мед,ацха
448,Milch::N,мляко,ахш
449,Tee::N,чай,ачаи
450,Leder::N,кожа,ацəа
451,Wolle::N,вълна,аласа
452,Stoff::N,плат,Аба
453,Stoff::N,материал,Аба
454,Nadel::N,игла,агəыр
455,Faden::N,конец,арахəыц
456,Knopf::N,копче,аҳəынҵəра
457,Knoten::N,възел,аиқəҳəала
458,Farbe::N,боя,ашəыга
459,Kleidung::N,дрехи,амаҭəа
460,Kleidung::N,облекло,амаҭəа
461,Hemd::N,риза,акьаҿ
462,Kragen::N,яка,ахəда
463,Ärmel::N,ръкав,амаӷра
464,Hose::N,панталони,аиқəа
465,Gürtel::N,пояс,амаҟа
466,Gürtel::N,колан,амаҟа
467,Mütze::N,каскет,ахылҧа
468,Mütze::N,фуражка,ахылҧа
469,Schuh::N,обувка,аимаа
470,Stiefel::N,ботуш,амагə
471,Ring::N,пръстен,амацəаз
472,Band::N,лента,алента
473,Band::N,връзка,алента
474,Kamm::N,гребен,ахҳəа
475,Spiegel::N,огледало,асаркьа
476,Riemen::N,каиш,аа
477,Riemen::N,ремък,аа
478,Schnur::N,връв,ашаха
479,Leine::N,връв,аҕура
480,Leine::N,въже,аҕура
481,Decke::N,покривка,ахыза
482,Kissen::N,възглавница,ахчы
483,Tuch::N,сукно,акасы
484,Handtuch::N,пешкир,ампахьшьы
485,Handtuch::N,кърпа за лице,ампахьшьы
486,Kraft::N,мощ,амч
487,Kraft::N,сила,амч
488,Stärke::N,сила,амч
489,Gesundheit::N,здраве,агəабзиара
490,Krankheit::N,болест,ачымазара
491,Schmerz::N,болка,ахьаа
492,Wunde::N,рана,ахəра
493,Fieber::N,треска,ашоура
494,Fieber::N,температура,ашоура
495,Arznei::N,лек,ахəшə
496,Arznei::N,лекарство,ахəшə
497,Brücke::N,мост,ацҳа
498,Brunnen::N,чешма,аҵыџь
499,Brunnen::N,кладенец,аҵыџь
500,Weide::N,паша,аҳəырҭа
501,Weide::N,пасище,аҳəырҭа
502,Pfad::N,пътека,амхəасҭа
503,Weg::N,път,амҩа
504,Straße::N,шосе,амҩа
505,Dorf::N,село,ақыҭа
506,Stadt::N,град,ақалақь
507,Brief::N,писмо,ашəҟəы
508,Buch::N,книга,ашəҟəы
509,Buchstabe::N,буква,анбан
510,Zeitung::N,вестник,агазеҭ
511,Leben::N,живот,аҧсҭазаара
512,Tod::N,смърт,аҧсра
513,Grab::N,гроб,анышəынҭра
514,Kirche::N,църква,ауахəама
515,Sünde::N,грях,агəнаҳа
516,Gott::N,бог,анцəа
517,Arbeiter::N,работник,аусуҩ
518,Chef::N,шеф,Аиҳабы
519,Chef::N,началник,Аиҳабы
520,Meister::N,майстор,аҟаза
521,Arzt::N,лекар,аҳақьым
522,Lehrer::N,учител,арҵаҩы
523,Geld::N,пари,аҧара
524,Geschäft::N,сделка,
525,Laden::N,дюкян,амагазин
526,Laden::N,магазин,амагазин
527,Preis::N,цена,ахə
528,Ware::N,стока,атауар
529,Nutzen::N,полза,ақьар
530,Nutzen::N,облага,ақьар
531,Reichtum::N,богатство,абеиара
532,Welt::N,свят,адунеи
533,Land::N,страна,атəыла
534,Staat::N,щат,аҳəынҭқарра
535,Staat::N,държава,аҳəынҭқарра
536,König::N,крал,акрал
537,Macht::N,мощ,амчра
538,Macht::N,власт,амчра
539,Grenze::N,граница,аҳəаа
540,Krieg::N,война,аибашьра
541,Feind::N,враг,Аҕа
542,Feind::N,неприятел,Аҕа
543,Gewalt::N,сила,ақəымчра
544,Gewalt::N,насилие,ақəымчра
545,Kampf::N,борба,ақəҧара
546,Kampf::N,сражение,ақəҧара
547,Bogen[Waffe]::N,лък,ахыц
548,Pfeil::N,стрела,ахəымпал
549,Gewehr::N,пушка,ашəақь
550,Fehler::N,грешка,агха
551,Lüge::N,лъжа,амц
552,Schaden::N,повреда,аҧырхага
553,Unglück::N,нещастие,арыцҳара
554,Schuld::N,вина,ахара
555,Alter::N,възраст,ақəра
556,Schluss::N,край,анҵəамҭа
557,Zeit::N,време,аамта
558,Tag::N,ден,амш
559,Morgen::N,утро,ашара
560,Morgen::N,утро,ашьыбжь
561,Morgen::N,сутрин,ашара
562,Morgen::N,сутрин,ашьыбжь
563,Mittag::N,обед,шьыбжьон
564,Mittag::N,пладне,шьыбжьон
565,Abend::N,вечер,ахəылҧаз
566,Abend::N,вечер,ахəлбыҽха
567,Nacht::N,нощ,аҵх
568,Woche::N,седмица,амчыбжь
569,Monat::N,месец,
570,Jahr::N,година,
571,Frühling::N,пролет,ааҕын
572,Sommer::N,лято,аҧхын
573,Herbst::N,есен,ҭагалан
574,Herbst::N,есен,хкаарачан
575,Winter::N,зима,аӡын
576,Januar::N,януари,ианвар
577,Februar::N,февруари,февраль
578,März::N,март,март
579,April::N,април,апрель
580,Mai::N,май,маи
581,Juni::N,юни,иуун
582,Juli::N,юли,иууль
583,August::N,август,август
584,September::N,септември,сентиабр
585,Oktober::N,октомври,октиабр
586,November::N,ноември,ноиабр
587,Dezember::N,декември,декабр
588,Montag::N,понеделник,ашəахьа
589,Dienstag::N,вторник,аҩаша
590,Mittwoch::N,сряда,ахаша
591,Donnerstag::N,четвъртък,аҧшьаша
592,Freitag::N,петък,ахəаша
593,Samstag::N,събота,асабша
594,Sonntag::N,неделя,амҽыша
595,groß::A,едър,аду
596,groß::A,голям,аду
597,klein::A,малък,амаҷ
598,klein::A,дребен,амаҷ
599,lang::A,дълъг,ахəхəа
600,kurz::A,къс,акьаҿ
601,breit::A,широк,аиужь
602,breit::A,широк,аиҵых
603,schmal::A,тесен,аҭшəа
604,dicht::A,гъст,аилач
605,dick[Gegenstand]::A,дебел,ажəпа
606,dünn::A,тънък,
607,fein::A,фин,апа
608,fein::A,фин,аҵаӷа
609,fein::A,фин,аӡа
610,fein::A,тънък,апа
611,fein::A,тънък,аҵаӷа
612,fein::A,тънък,аӡа
613,fest::A,твърд,аҟаца
614,fest::A,твърд,аӷəӷəаҟаца
615,fest::A,плътен,аҟаца
616,fest::A,плътен,аӷəӷəаҟаца
617,flach::A,равен,ақəаҟьа
618,flach::A,равен,аҧаҟьа
619,flach::A,плосък,ақəаҟьа
620,flach::A,плосък,аҧаҟьа
621,glatt::A,гладък,аимаҩзы
622,hart::A,твърд,акьакьа
623,hart::A,корав,акьакьа
624,weich::A,мек,атата
625,rund::A,кръгъл,акəмпыл
626,spitz::A,островръх,аҵар
627,scharf::A,остър,аҵар
628,stumpf::A,тъп,ацагə
629,schwer::A,тежък,ахьанҭа
630,schön::A,хубав,аҧшӡа
631,schön::A,красив,аҧшӡа
632,heiß::A,жарък,ашы
633,warm::A,топъл,аҧха
634,kalt::A,студен,ахьшəашəа
635,kühl::A,хладен,ахьшəашəа
636,kühl::A,хладен,ицәыхьшәашәоу
637,frisch::A,свеж,цқьа
638,feucht::A,влажен,ацəаак
639,nass::A,мокър,абааӡа
640,trocken::A,сух,Аба
641,trocken::A,сух,аҩа
642,voll::A,пълен,азна
643,leer::A,празен,аҭацəы
644,offen::A,откровен,аарта
645,geschlossen::A,закрит,ихҩоу
646,geschlossen::A,закрит,иаркыу
647,geschlossen::A,затворен,ихҩоу
648,geschlossen::A,затворен,иаркыу
649,sauber::A,чист,ацқьа
650,schmutzig::A,мръсен,аҟьашь
651,roh::A,суров,
652,reif::A,зрял,Арҭ
653,reif::A,зрял,аҟала
654,reif::A,зрял,иҟалахьоу
655,lecker::A,вкусен,ахаа
656,süß::A,сладък,азла
657,bitter::A,горчив,аша
658,sauer::A,кисел,аҵəҵəы
659,hell::A,ясен,алаша
660,hell::A,светъл,алаша
661,dunkel::A,тъмен,алашьца
662,schwarz::A,черен,аиқуаҵәа
663,weiß::A,бял,ашкəакəа
664,rot::A,червен,аҟаҧшь
665,gelb::A,жълт,аҩеижь
666,blau::A,син,аҽҵәа
667,grün::A,зелен,ашьацҧшҭəала
668,grün::A,зелен,аеҵəа
669,grau::A,сив,ацəыш
670,bunt::A,шарен,Аилыҕраа
671,bunt::A,шарен,аҕраҷкəын
672,bunt::A,пъстър,Аилыҕраа
673,bunt::A,пъстър,аҕраҷкəын
674,billig::A,евтин,амариа
675,teuer::A,скъп,амҩан
676,wertvoll::A,ценен,кыр иаҕсоу
677,wertvoll::A,ценен,акыр иаҕсоу
678,blind::A,сляп,алашə
679,taub::A,глух,адагəа
680,kräftig::A,силен,аӷəӷəа
681,stark::A,здрав,абаҟа
682,stark::A,силен,абаҟа
683,schwach::A,слаб,акəада
684,fett::A,тлъст,аҧсыла
685,schlank::A,тънък,акала
686,schlank::A,тънък,акьалантар
687,schlank::A,тънък,аиҿартə
688,schlank::A,строен,акала
689,schlank::A,строен,акьалантар
690,schlank::A,строен,аиҿартə
691,hübsch::A,хубав,аҧшӡа
692,böse::A,зъл,абааҧсы
693,dumm::A,глупав,агаӡа
694,faul::A,ленив,аашьа
695,faul::A,мързелив,аашьа
696,fleißig::A,прилежен,иҟубҷоу
697,geizig::A,скъпернически,акы
698,geizig::A,скъпернически,акаҷбеи
699,geizig::A,скъпернически,аҟəџьыр
700,klug::A,умен,аҟəыш
701,klug::A,умен,аҟəыӷа
702,klug::A,разумен,аҟəыш
703,klug::A,разумен,аҟəыӷа
704,geschickt::A,умел,напҟазала
705,geschickt::A,сръчен,напҟазала
706,lieb::A,мил,алашара
707,lieb::A,драг,алашара
708,lustig::A,весел,алах-ҿых
709,lustig::A,весел,игурҕьаччо
710,lustig::A,весел,агурҕьа
711,lustig::A,весел,агурҿыхага
712,sanft::A,нежен,атата
713,sanft::A,нежен,аҟəымшəышə
714,sanft::A,нежен,ақьыҧш
715,sanft::A,кротък,атата
716,sanft::A,кротък,аҟəымшəышə
717,sanft::A,кротък,ақьыҧш
718,hungrig::A,гладен,амлашь
719,krank::A,болен,ачымазаҩ
720,nackt::A,гол,аҟьантаз
721,traurig::A,тъжен,алахьеиқəҵага
722,traurig::A,печален,алахьеиқəҵага
723,lebendig::A,жив,абза
724,gut::A,добър,абзиа
725,schlecht::A,лош,-хəарҭам
726,richtig::A,правилен,иашоу
727,schlimm::A,лош,абааҧсы
728,wahr::A,верен,агəҭылса
729,wahr::A,верен,абзиаҵəҟьа
730,wahr::A,истински,агəҭылса
731,wahr::A,истински,абзиаҵəҟьа
732,alt::A,стар,Ажə
733,alt::A,древен,Ажə
734,neu::A,нов,аҿыц
735,ehemalig::A,бивш,анкьатәи
736,alt[Lebewesen]::A,стар,абырг
737,alt[Lebewesen]::A,стар,ақабада
738,alt[Lebewesen]::A,стар,Ажə
739,jung::A,млад,аҟата
740,arm::A,беден,ананамга
741,reich::A,богат,абеиа
742,bekannt::A,познат,адыр
743,bekannt::A,известен,адыр
744,berühmt::A,почут,адыр
745,berühmt::A,известен,адыр
746,fremd::A,чужд,атəым
747,verschieden::A,разен,Еиуа-еиҧшым
748,verschieden::A,различен,Еиуа-еиҧшым
749,nah::A,близък,ааигəа
750,fern::A,далечен,ахара
751,linker::A,ляв,арма
752,rechter::A,прав,арҕьа
753,anderer::A,друг,даҽа
754,anderer::A,друг,даҽакы
755,erster::A,пръв,актәи
