,Concept_ID,hr,bn
63,Sonne::N,sunce,সূর্য
64,Mond::N,mjesec,চন্দ্র
65,Stern::N,zvijezda,নক্ষত্র
66,Luft::N,zrak,বায়ু
67,Wind::N,vjetar,বাতাস
68,Welle::N,val,ঢেউ
69,Welle::N,val,তরঙ্গ
70,Welle::N,talas,ঢেউ
71,Welle::N,talas,তরঙ্গ
72,Wasser::N,voda,জল
73,Stein::N,kamen,ঢিল
74,Stein::N,kamen,প্রস্তর
75,Boden::N,tlo,ভূতল
76,Boden::N,zemlja,ভূতল
77,Erde::N,zemlja,ভূমি
78,Staub::N,prah,ধুলা
79,Staub::N,prašina,ধুলা
80,Rauch::N,dim,ধোঁয়া
81,Funke::N,iskra,স্ফুলিঙ্গ
82,Funke::N,varnica,স্ফুলিঙ্গ
83,Feuer::N,vatra,অগ্নি
84,Licht::N,svjetlo,আলো
85,Schatten::N,hlad,ছায়া
86,Schatten::N,sjena,ছায়া
87,Wetter::N,vrijeme,আবহাওয়া
88,Nebel::N,magla,কুহেলিকা
89,Wolke::N,oblak,মেঘ
90,Regen::N,kiša,বৃষ্টি
91,Schnee::N,snijeg,তুষার
92,Eis::N,led,বরফ
93,Frost::N,mraz,তুষার
94,Kälte::N,studen,শৈত্য
95,Kälte::N,hladnoća,শৈত্য
96,Hitze::N,vrućina,তাপ
97,Raureif::N,inje,তুহিন
98,Regenbogen::N,duga,রামধনু
99,Donner::N,grom,বজ্রধ্বনি
100,Donner::N,grmljavina,বজ্রধ্বনি
101,Strömung::N,struja,স্রোত
102,Strömung::N,strujanje,স্রোত
103,Tropfen::N,kap,ফোঁটা
104,Tropfen::N,kaplja,ফোঁটা
105,Schaum::N,pjena,ফেনা
106,Schmutz::N,nečistoća,ধুলা
107,Schmutz::N,prljavština,ধুলা
108,See::N,jezero,হ্রদ
109,Sumpf::N,bara,জলা
110,Moor::N,močvara,মাঠ
111,Wiese::N,livada,তৃণভূমি
112,Wald::N,šuma,বন
113,Hügel::N,brijeg,পাহাড়
114,Hügel::N,brežuljak,পাহাড়
115,Anhöhe::N,uzvišica,টিলা
116,Berg::N,brdo,পর্বত
117,Gipfel::N,vrh,শীর্ষ
118,Höhle::N,pećina,গুহা
119,Höhle::N,spilja,গুহা
120,Abhang::N,obronak,ঢাল
121,Abhang::N,nizbrdica,ঢাল
122,Quelle::N,izvor,উৎস
123,Quelle::N,vrelo,উৎস
124,Bach::N,potok,ক্ষুদ্র নদী
125,Fluss::N,rijeka,নদী
126,Ufer::N,obala,উপকূল
127,Küste::N,obala,তীর
128,Küste::N,morska obala,তীর
129,Festland::N,kopno,ভূমি
130,Meer::N,more,সমুদ্র
131,Bucht::N,zaliv,উপসাগর
132,Insel::N,ada,দ্বীপ
133,Insel::N,otok,দ্বীপ
134,Blume::N,cvijet,ফুল
135,Gras::N,trava,ঘাস
136,Wurzel::N,korijen,শিকড়
137,Baum::N,drvo,গাছ
138,Baum::N,stablo,গাছ
139,Stamm::N,deblo,স্কন্ধ
140,Stamm::N,stablo,স্কন্ধ
141,Rinde::N,kora,বল্কল
142,Ast::N,grana,শাখা
143,Zweig::N,grana,ডাল
144,Blatt::N,list,পর্ণ
145,Birke::N,breza,ভুর্জ
146,Kiefer[Baum]::N,bor,পাইন গাছ
147,Weide[Baum]::N,iva,উইলো
148,Weide[Baum]::N,vŕba,উইলো
149,Tanne::N,jela,দেবদারূ গাছ
150,Horn::N,rog,শিং
151,Feder::N,pero,পালক
152,Fell::N,koža,রোম
153,Flügel::N,krilo,ডানা
154,Klaue::N,papak,নখর
155,Kralle::N,pandža,নখর
156,Schwanz::N,rep,লেজ
157,Ei::N,jaje,ডিম
158,Nest::N,gnijezdo,কুলায়
159,Bau::N,jazbina,ডেরা
160,Tier::N,životinja,জন্তু
161,Herde::N,krdo,ঝাঁক
162,Herde::N,stado,ঝাঁক
163,Kuh::N,krava,গোরু
164,Bulle::N,bik,বৃষ
165,Pferd::N,konj,ঘোড়া
166,Schaf::N,ovca,ভেড়া
167,Schwein::N,svinja,শূকর
168,Hund::N,pas,কুকুর
169,Hund::N,pseto,কুকুর
170,Katze::N,mačka,বেড়াল
171,Bär::N,medvjed,ভল্লুক
172,Eichhörnchen::N,vjeverica,কাঠবিড়াল
173,Elch::N,los,হরিণবিশেষ
174,Fuchs::N,lisica,পাঁতিশিয়াল
175,Hase::N,zec,শশক
176,Maus::N,miš,নেংটি ইঁদুর
177,Wolf::N,vuk,নেকড়ে
178,Wolf::N,kurjak,নেকড়ে
179,Vogel::N,ptica,পক্ষী
180,Schwarm::N,roj,ঝাঁক
181,Schwarm::N,jato,ঝাঁক
182,Huhn::N,kokoš,মোরগ
183,Hahn::N,kokot,কুক্কুট
184,Hahn::N,pijevac,কুক্কুট
185,Gans::N,guska,হংসী
186,Adler::N,orao,ইগল
187,Ente::N,patka,হংসী
188,Eule::N,sova,পেচক
189,Kranich::N,ždral,সারস
190,Krähe::N,vrana,কাক
191,Kuckuck::N,kukavica,কোকিল
192,Schwan::N,labud,মরাল
193,Fisch::N,riba,মাছ
194,Barsch::N,grgeč,মৎন্যবিশেষ
195,Hecht::N,štuka,বানমাছ
196,Schlange[Tier]::N,guja,সর্প
197,Schlange[Tier]::N,zmija,সর্প
198,Wurm::N,crv,কীট
199,Spinne::N,pauk,মাকড়সা
200,Ameise::N,mrav,পিপীলিকা
201,Laus::N,uš,উকুন
202,Mücke::N,komarac,মশা
203,Fliege::N,muha,মাছি
204,Schmetterling::N,leptir,প্রজাপতি
205,Beere::N,boba,বেরি
206,Beere::N,bobica,বেরি
207,Apfel::N,jabuka,আপেল
208,Pilz::N,pečurka,ছত্রক
209,Zwiebel::N,luk,পিয়াজ
210,Zwiebel::N,kapula,পিয়াজ
211,Saat::N,sjemenje,বীজ
212,Korn::N,zrno,শস্য
213,Heu::N,sijeno,খড়
214,Schale::N,kora,খোসা
215,Schale::N,ljuska,খোসা
216,Grube::N,jama,গর্ত
217,Falle::N,zamka,ফাঁদ
218,Falle::N,klopka,ফাঁদ
219,Schlinge::N,uzao,পাশ
220,Schlinge::N,petlja,পাশ
221,Spur::N,trag,চিহ্ন
222,Spur::N,slijed,চিহ্ন
223,Asche::N,pepeo,ভস্ম
224,Dreck::N,blato,ময়লা
225,Eisen::N,željezo,লোহা
226,Gold::N,zlato,স্বর্ণ
227,Silber::N,srebro,রৌপ্য
228,Kohle::N,ugalj,অঙ্গার
229,Kohle::N,ugljen,অঙ্গার
230,Glas::N,staklo,কাচ
231,Lehm::N,glina,মৃত্তিকা
232,Lehm::N,ilovača,মৃত্তিকা
233,Sand::N,pijesak,বালি
234,Mensch::N,čovjek,নর
235,Mensch::N,čovjek,মানুষ
236,Mann::N,muškarac,মানুষ
237,Frau::N,žena,নারী
238,Kind::N,čedo,বাচ্চা
239,Kind::N,dijete,বাচ্চা
240,Junge::N,momče,ছেলে
241,Junge::N,dječak,ছেলে
242,Mädchen::N,djevojka,মেয়ে
243,Mädchen::N,djevojčica,মেয়ে
244,Familie::N,obitelj,পরিবার
245,Familie::N,porodica,পরিবার
246,Großvater::N,djed,মাতামহ
247,Großmutter::N,baka,মাতামহী
248,Eltern::N,roditelji,মাতাপিতা
249,Vater::N,otac,পিতা
250,Mutter::N,majka,মাতা
251,Sohn::N,sin,ছেলে
252,Tochter::N,kći,মেয়ে
253,Tochter::N,kćerka,মেয়ে
254,Bruder::N,brat,দাদা
255,Schwester::N,sestra,বোন
256,Schwester::N,sestra,দিদি
257,Onkel::N,čika,মামা
258,Onkel::N,ujak,মামা
259,Tante::N,ujna,মাসী
260,Tante::N,tetka,মাসী
261,Ehemann::N,muž,স্বামী
262,Ehemann::N,suprug,স্বামী
263,Ehefrau::N,žena,পত্নী
264,Ehefrau::N,supruga,পত্নী
265,Freude::N,radost,উল্লাস
266,Gelächter::N,grohot,হাসি
267,Glück::N,sreća,সুখ
268,Kummer::N,jad,দুঃখ
269,Kummer::N,briga,দুঃখ
270,Wunsch::N,želja,আকাঙ্ক্ষা
271,Lust::N,volja,বাসনা
272,Geist::N,duh,আত্না
273,Gedanke::N,misao,চিন্তা
274,Gedächtnis::N,pamćenje,স্মরণশক্তি
275,Verstand::N,um,মন
276,Verstand::N,razum,মন
277,Sinn::N,smisao,পদার্থ
278,Sinn::N,značenje,পদার্থ
279,Grund::N,razlog,কারণ
280,Wahrheit::N,istina,সত্য
281,Gespräch::N,razgovor,কথাবার্তা
282,Märchen::N,bajka,রূপকথা
283,Erzählung::N,priča,গল্প
284,Erzählung::N,pripovijest,গল্প
285,Nachricht::N,vijest,তথ্য
286,Neuigkeit::N,novost,খবরাখবর
287,Name::N,ime,নাম
288,Rätsel::N,zagonetka,ধাঁধা
289,Rede::N,govor,বক্তৃতা
290,Rede::N,besjeda,বক্তৃতা
291,Sprache::N,jezik,ভাষা
292,Stimme::N,glas,স্বর
293,Wort::N,riječ,শব্দ
294,Zeichen::N,znak,প্রতীক
295,Ruf::N,povik,ডাক
296,Ruf::N,poklik,ডাক
297,Lärm::N,buka,হৈচৈ
298,Lärm::N,galama,হৈচৈ
299,Laut::N,zvuk,ধ্বনি
300,Ton::N,ton,স্বর
301,Lied::N,pjesma,গান
302,Ruhe::N,tišina,শান্তি
303,Ruhe::N,počinak,শান্তি
304,Leute::N,ljudi,প্রজাপুঞ্জ
305,Volk::N,puk,জাতি
306,Volk::N,narod,জাতি
307,Arbeit::N,rad,চাকরি
308,Arbeit::N,posao,চাকরি
309,Gast::N,gost,অতিথি
310,Geschenk::N,dar,উপহার
311,Geschenk::N,poklon,উপহার
312,Spiel::N,igra,খেলা
313,Gesellschaft::N,društvo,সঙ্গিগণ
314,Gesellschaft::N,kompanija,সঙ্গিগণ
315,Hilfe::N,pomoć,সাহায্য
316,Freund::N,prijatelj,বন্ধু
317,Kamerad::N,drug,সঙ্গী
318,Kamerad::N,drugar,সঙ্গী
319,Angelegenheit::N,posao,বিষয়
320,Anzahl::N,broj,পরিমাণ
321,Anzahl::N,brojnost,পরিমাণ
322,Art::N,vid,রকম
323,Art::N,vrst,রকম
324,Stück::N,komad,টুকরো
325,Teil::N,dio,অংশ
326,Hälfte::N,polovina,অর্ধেক
327,Kreis::N,krug,বৃত্ত
328,Kreuz::N,križ,ক্রুশ
329,Linie::N,crta,রেখা
330,Strich::N,crta,কষি
331,Abstand::N,razmak,ফাঁক
332,Abstand::N,odstojanje,ফাঁক
333,Entfernung::N,udaljenost,ব্যবধান
334,Gegend::N,kraj,ক্ষেত্র
335,Gegend::N,predeo,ক্ষেত্র
336,Platz::N,mjesto,জায়গা
337,Ort::N,mjesto,স্থান
338,Seite::N,bok,পার্শ্ব
339,Seite::N,strana,পার্শ্ব
340,Mitte::N,sredina,মধ্য
341,Gegenstand::N,predmet,জিনিস
342,Sache::N,posao,বস্তু
343,Rand::N,rub,কানা
344,Rand::N,kraj,কানা
345,Kante::N,brid,ধার
346,Kante::N,ivica,ধার
347,Ecke::N,ugao,কোণ
348,Spitze::N,vrh,ডগা
349,Spitze::N,šiljak,ডগা
350,Ende::N,konac,প্রান্ত
351,Loch::N,rupa,গর্ত
352,Winkel::N,kut,কোণ
353,Winkel::N,ugao,কোণ
354,Muster::N,uzor,নমুন্
355,Größe::N,veličina,আয়তন
356,Länge::N,duljina,দৈর্ঘ্য
357,Höhe::N,visina,উচ্চতা
358,Gewicht::N,težina,ওজন
359,Menge::N,mnoštvo,পরিমাণ
360,Menge::N,količina,পরিমাণ
361,Haufen::N,hrpa,পুঞ্জ
362,Haufen::N,gomila,পুঞ্জ
363,Reihe::N,red,শ্রেণী
364,Boot::N,čun,নৌকা
365,Boot::N,čamac,নৌকা
366,Ruder::N,veslo,দাঁড়
367,Schlitten::N,saone,স্নেজ্-গাড়ি
368,Ski::N,ski,শী
369,Ski::N,smučka,শী
370,Lagerfeuer::N,logorska vatra,অগ্নি
371,Last::N,tovar,বোঝা
372,Gang::N,hod,হণ্টন
373,Schritt::N,korak,পদ
374,Norden::N,sjever,উত্তরদিক্
375,Süden::N,jug,দক্ষিণদিক
376,Westen::N,zapad,পশ্চিমদিক্
377,Osten::N,istok,পূর্বদিক
378,Holz::N,drvo,কাঠ
379,Brett::N,daska,তক্তা
380,Platte::N,ploča,ফলক
381,Stütze::N,potpora,নাগদণ্ড
382,Stange::N,motka,দণ্ড
383,Stock::N,štap,ছড়ি
384,Stock::N,palica,ছড়ি
385,Stab::N,štap,যষ্টি
386,Stab::N,šipka,যষ্টি
387,Rohr::N,cijev,নল
388,Haus::N,kuća,ঘর
389,Heim::N,dom,বাসা
390,Ofen::N,peć,স্টোভ্
391,Fußboden::N,pod,গহতল
392,Tisch::N,stol,মেজ
393,Tisch::N,stol,টেবিল
394,Tisch::N,trpeza,মেজ
395,Tisch::N,trpeza,টেবিল
396,Stuhl::N,stolac,চেয়ার
397,Stuhl::N,stolac,কেদারা
398,Stuhl::N,stolica,চেয়ার
399,Stuhl::N,stolica,কেদারা
400,Wiege::N,kolijevka,দোলনা
401,Bett::N,krevet,শয্যা
402,Bett::N,postelja,শয্যা
403,Regal::N,polica,তাক
404,Kiste::N,sanduk,বাক্স
405,Fenster::N,prozor,জানালা
406,Tür::N,vrata,দ্বার
407,Tor::N,vrata,দ্বার
408,Tor::N,kapija,দ্বার
409,Zaun::N,plot,বেড়া
410,Zaun::N,ograda,বেড়া
411,Dach::N,krov,ছাদ
412,Leiter::N,ljestve,মই
413,Leiter::N,ljestvice,মই
414,Besen::N,metla,গুল্মবিশেষ
415,Spaten::N,ašov,কোদাল
416,Schaufel::N,lopata,বেলচা
417,Gabel::N,viljuška,কাঁটা
418,Löffel::N,žlica,চামচ
419,Messer::N,nož,ছুরি
420,Nagel::N,čavao,পেরেক
421,Netz::N,mreža,জাল
422,Haken::N,kuka,কাচি
423,Griff::N,držak,হাতল
424,Griff::N,ručica,হাতল
425,Schloss::N,brava,তালা
426,Bild::N,slika,ছবি
427,Bild::N,slika,চিত্র
428,Figur::N,figura,আকার
429,Puppe::N,lutka,পুতুল
430,Beutel::N,kesa,বটুয়া
431,Bündel::N,snop,আঁটি
432,Bündel::N,svežanj,আঁটি
433,Tasche::N,torba,থলি
434,Tasche::N,taška,থলি
435,Eimer::N,kabao,বাল্তি
436,Deckel::N,poklopac,আবরণ
437,Geschirr::N,suđe,থালা-বাসন
438,Geschirr::N,posuđe,থালা-বাসন
439,Sack::N,džak,বস্তা
440,Sack::N,vreća,বস্তা
441,Tasse::N,šalica,কাপ
442,Topf::N,lonac,পাত্র
443,Kessel::N,kazan,কেটলি
444,Essen::N,obrok,আহার
445,Nahrung::N,hrana,খাদ্য
446,Speise::N,jelo,খাদ্য
447,Fleisch::N,meso,মাংস
448,Getreide::N,žito,শস্য
449,Getreide::N,žitarice,শস্য
450,Brei::N,kaša,মণ্ড
451,Brot::N,kruh,রুটি
452,Scheibe::N,kriška,ফালি
453,Fett::N,mast,মেদ
454,Fett::N,salo,মেদ
455,Butter::N,buter,মাখন
456,Butter::N,maslac,মাখন
457,Öl::N,ulje,তৈল
458,Salz::N,sol,নুন
459,Suppe::N,supa,শুরুয়া
460,Honig::N,med,মধু
461,Milch::N,mlijeko,দুধ
462,Tee::N,čaj,চা
463,Leder::N,koža,পাকা চামড়া
464,Wolle::N,vuna,পশম
465,Stoff::N,štof,বস্ত্র
466,Stoff::N,tkanina,বস্ত্র
467,Nadel::N,igla,সুচ
468,Faden::N,nit,সূত্র
469,Faden::N,konac,সূত্র
470,Knopf::N,dugme,বোতাম
471,Knoten::N,čvor,গিঁট
472,Knoten::N,uzao,গিঁট
473,Farbe::N,farba,রং
474,Kleidung::N,odjeća,কাপড়
475,Hemd::N,košulja,শার্ট
476,Kragen::N,ovratnik,গলবন্ধ
477,Ärmel::N,rukav,আস্তিন্
478,Hose::N,hlače,ট্রাউজার
479,Gürtel::N,pas,কটিবন্ধ
480,Gürtel::N,pojas,কটিবন্ধ
481,Mütze::N,kapa,টুপি
482,Schuh::N,cipela,জুতো
483,Stiefel::N,čizma,বুট
484,Ring::N,prsten,আংটি
485,Band::N,vrpca,ফিতা
486,Kamm::N,češalj,চিরুনি
487,Spiegel::N,zrcalo,আয়না
488,Spiegel::N,ogledalo,আয়না
489,Riemen::N,kaiš,চাবুক
490,Riemen::N,remen,চাবুক
491,Schnur::N,vrpca,দড়ি
492,Leine::N,uzica,শিকল
493,Decke::N,ćebe,কম্বল
494,Decke::N,pokrivač,কম্বল
495,Kissen::N,jastuk,উপাধান
496,Tuch::N,rubac,বস্ত্র
497,Tuch::N,marama,বস্ত্র
498,Handtuch::N,ručnik,তোয়ালে
499,Kraft::N,snaga,জোর
500,Stärke::N,jakost,শক্তি
501,Gesundheit::N,zdravlje,স্বাস্থ্য
502,Krankheit::N,bolest,অসুখ
503,Krankheit::N,bolest,ব্যামো
504,Schmerz::N,bol,যন্ত্রণা
505,Wunde::N,rana,ক্ষত
506,Fieber::N,groznica,জ্বর
507,Arznei::N,lijek,ঔষধ
508,Brücke::N,most,সেতু
509,Brücke::N,ćuprija,সেতু
510,Brunnen::N,bunar,কূপ
511,Brunnen::N,zdenac,কূপ
512,Weide::N,paša,পশুচারণভূমি
513,Weide::N,pašnjak,পশুচারণভূমি
514,Pfad::N,staza,পথ
515,Weg::N,put,পথ
516,Straße::N,drum,রাস্তা
517,Straße::N,cesta,রাস্তা
518,Dorf::N,selo,গ্রাম
519,Stadt::N,grad,শহর
520,Stadt::N,varoš,শহর
521,Brief::N,list,চিঠি
522,Brief::N,pismo,চিঠি
523,Buch::N,knjiga,বই
524,Buchstabe::N,slovo,অক্ষর
525,Zeitung::N,novine,সংবাদপত্র
526,Leben::N,život,জীবন
527,Tod::N,smrt,মৃত্যু
528,Grab::N,raka,কবর
529,Kirche::N,crkva,গির্জা
530,Sünde::N,grijeh,পাপ
531,Gott::N,bog,দেবতা
532,Arbeiter::N,radnik,শ্রমিক
533,Chef::N,šef,নেতা
534,Meister::N,majstor,ব্যক্তি
535,Arzt::N,liječnik,চিকিৎসক
536,Lehrer::N,učitelj,অধ্যাপক
537,Geld::N,novac,মুদ্রা
538,Geld::N,novac,টাকাপয়সা
539,Geschäft::N,posao,ব্যস্ততা
540,Geschäft::N,trgovina,ব্যস্ততা
541,Laden::N,dućan,দোকান
542,Preis::N,cijena,মূল্য
543,Ware::N,roba,পণ্যদ্রব্য
544,Nutzen::N,korist,সুবিধা
545,Reichtum::N,bogatstvo,ধনদৌলত
546,Welt::N,svijet,জগৎ
547,Land::N,zemlja,খেত
548,Staat::N,država,রাষ্ট্র
549,König::N,kralj,রাজা
550,Macht::N,moć,প্রভাব
551,Macht::N,vlast,প্রভাব
552,Grenze::N,granica,সীমা
553,Krieg::N,rat,যুদ্ধ
554,Feind::N,neprijatelj,শত্রু
555,Gewalt::N,sila,জোর
556,Gewalt::N,nasilje,জোর
557,Kampf::N,boj,লড়াই
558,Kampf::N,borba,লড়াই
559,Bogen[Waffe]::N,luk,ধনুক
560,Pfeil::N,strijela,বাণ
561,Gewehr::N,puška,বন্দুক
562,Fehler::N,pogreška,ভুল
563,Fehler::N,griješka,ভুল
564,Lüge::N,laž,মিথ্যা
565,Schaden::N,šteta,ক্ষতি
566,Unglück::N,nesreća,দুর্ভাগ্য
567,Schuld::N,krivnja,অপরাধ
568,Alter::N,dob,আয়ু
569,Schluss::N,kraj,শেষ
570,Schluss::N,konac,শেষ
571,Zeit::N,doba,সময়
572,Zeit::N,vrijeme,সময়
573,Tag::N,dan,দিন
574,Morgen::N,jutro,সকাল
575,Mittag::N,podne,মধ্যাহু
576,Abend::N,veče,সন্ধ্যা
577,Abend::N,večer,সন্ধ্যা
578,Nacht::N,noć,রাত্রি
579,Woche::N,sedmica,সপ্তাহ
580,Monat::N,mjesec,মাস
581,Jahr::N,godina,সৌরবর্ষ
582,Frühling::N,proljeće,বসন্তকাল
583,Sommer::N,ljeto,গ্রীষ্মকাল
584,Herbst::N,jesen,শরংঋতু
585,Winter::N,zima,শীতকাল
586,Januar::N,januar,জানুয়ারী
587,Januar::N,siječanj,জানুয়ারী
588,Februar::N,veljača,ফেব্রুয়ারী
589,Februar::N,februar,ফেব্রুয়ারী
590,März::N,mart,মার্চ
591,März::N,ožujak,মার্চ
592,April::N,april,এপ্রিল
593,April::N,travanj,এপ্রিল
594,Mai::N,maj,মে
595,Mai::N,svibanj,মে
596,Juni::N,juni,জুন
597,Juni::N,lipanj,জুন
598,Juli::N,juli,জুলাই
599,Juli::N,srpanj,জুলাই
600,August::N,august,অগাস্ট
601,August::N,kolovoz,অগাস্ট
602,September::N,rujan,সেপ্টেম্বর
603,September::N,septembar,সেপ্টেম্বর
604,Oktober::N,oktobar,অক্টোবর
605,Oktober::N,listopad,অক্টোবর
606,November::N,studeni,নভেম্বর
607,November::N,novembar,নভেম্বর
608,Dezember::N,prosinac,ডিসেম্বর
609,Montag::N,ponedjeljak,সোমবার
610,Montag::N,ponedjeljnik,সোমবার
611,Dienstag::N,utorak,মঙ্গলবার
612,Dienstag::N,utornik,মঙ্গলবার
613,Mittwoch::N,srijeda,বুধবার
614,Donnerstag::N,četvrtak,বৃহম্পতিবার
615,Freitag::N,petak,শুক্রবার
616,Samstag::N,subota,শনিবার
617,Sonntag::N,nedjelja,রবিবার
618,groß::A,velik,বৃহৎ
619,klein::A,mali,ছোট
620,klein::A,malen,ছোট
621,lang::A,dug,দীর্ঘ
622,lang::A,dugačak,দীর্ঘ
623,kurz::A,kratak,খর্ব
624,kurz::A,kratak,হ্রস্ব
625,breit::A,širok,চওড়া
626,schmal::A,uski,সরু
627,schmal::A,uzak,সরু
628,dicht::A,gust,ঘন
629,dick[Gegenstand]::A,debeo,পুরু
630,dünn::A,tanak,কৃশ
631,fein::A,fin,সূক্ষ্ম
632,fein::A,tanak,সূক্ষ্ম
633,fest::A,čvrst,দৃঢ়
634,flach::A,ravan,সমতল
635,flach::A,plosnat,সমতল
636,glatt::A,gladak,মসৃণ
637,hart::A,tvrd,শক্ত
638,weich::A,mek,নরম
639,weich::A,mekan,নরম
640,rund::A,okrugao,গোলাকার
641,spitz::A,oštar,তীক্ষ্ন
642,spitz::A,šiljast,তীক্ষ্ন
643,scharf::A,oštar,শাণিত
644,scharf::A,bridak,শাণিত
645,stumpf::A,tup,ভোঁতা
646,schwer::A,težak,ভারী
647,schön::A,krasan,সুন্দর
648,heiß::A,vruć,গরম
649,warm::A,topao,ঈষদুষ্ণ
650,kalt::A,hladan,ঠাণ্ডা
651,kühl::A,hladan,শীতল
652,frisch::A,svjež,তাজা
653,feucht::A,vlažan,ভিজা
654,nass::A,mokar,ভিজা
655,trocken::A,suh,শুষ্ক
656,voll::A,pun,পূর্ণ
657,leer::A,prazan,খালি
658,offen::A,otvoren,খোলা
659,geschlossen::A,zatvoren,বন্ধ
660,sauber::A,čist,নির্মল
661,schmutzig::A,nečist,নোংরা
662,schmutzig::A,blatan,নোংরা
663,roh::A,sirov,কাঁচা
664,reif::A,zreo,পাকা
665,lecker::A,tečan,সুস্বাদ
666,lecker::A,ukusan,সুস্বাদ
667,süß::A,sladak,মিষ্ট
668,bitter::A,gorak,তিক্ত
669,sauer::A,kiseo,টক
670,hell::A,vedar,উজ্জ্বল
671,hell::A,svijetao,উজ্জ্বল
672,dunkel::A,taman,অন্ধকারময়
673,schwarz::A,crn,কালো
674,weiß::A,bio,সাদা
675,weiß::A,bijel,সাদা
676,rot::A,crven,লাল
677,gelb::A,žut,হলদে
678,blau::A,plav,নীল
679,blau::A,modar,নীল
680,grün::A,zelen,সবুজ
681,grau::A,siv,ছাই-রঙা
682,bunt::A,šaren,রঙিন
683,billig::A,jeftin,সস্তা
684,teuer::A,skup,আক্রা
685,wertvoll::A,vrijedan,মহার্ঘ
686,wertvoll::A,dragocjen,মহার্ঘ
687,blind::A,slijep,কানা
688,taub::A,gluh,বধির
689,kräftig::A,snažan,বিশাল
690,stark::A,jak,শক্তিশালী
691,stark::A,snažan,শক্তিশালী
692,schwach::A,slab,দুর্বল
693,fett::A,pretio,মোটা
694,schlank::A,vitak,কৃশ
695,hübsch::A,zgodan,সুন্দর
696,böse::A,zao,খারাপ
697,böse::A,opak,খারাপ
698,dumm::A,glup,মূর্খ
699,faul::A,lijen,শ্রমবিমুখ
700,fleißig::A,radin,পরিশ্রমী
701,fleißig::A,marljiv,পরিশ্রমী
702,geizig::A,škrt,ব্যয়কুণ্ঠ
703,klug::A,razborit,দক্ষ
704,geschickt::A,vješt,পটু
705,lieb::A,drag,প্রেয়
706,lustig::A,veseo,প্রফুল্ল
707,sanft::A,blag,নম্র
708,hungrig::A,gladan,ক্ষুধার্ত
709,krank::A,bolestan,অসুস্থ
710,nackt::A,nag,উলঙ্গ
711,traurig::A,tužan,দুঃখিত
712,traurig::A,žalostan,দুঃখিত
713,lebendig::A,živ,জীবিত
714,gut::A,dobar,ভালো
715,schlecht::A,loš,মন্দ
716,schlecht::A,rđav,মন্দ
717,richtig::A,tačan,ঠিক
718,richtig::A,ispravan,ঠিক
719,schlimm::A,zao,কদর্য
720,schlimm::A,zločest,কদর্য
721,wahr::A,istinit,বাস্তব
722,alt::A,star,পুরাতন
723,neu::A,nov,নব
724,neu::A,nov,নূতন
725,ehemalig::A,bivši,পূর্বকালীন
726,alt[Lebewesen]::A,star,বৃদ্ধ
