,Concept_ID,ro,da
214,Falle::N,cursă,fælde
215,Falle::N,capcană,fælde
216,Schlinge::N,laț,snare
217,Spur::N,dâră,spor
218,Asche::N,cenușă,aske
219,Dreck::N,noroi,snavs
220,Dreck::N,murdărie,snavs
221,Eisen::N,fier,jern
222,Gold::N,aur,guld
223,Silber::N,argint,sølv
224,Kohle::N,cărbune,kul
225,Glas::N,sticlă,glas
226,Lehm::N,lut,ler
227,Lehm::N,humă,ler
228,Sand::N,nisip,sand
229,Mensch::N,om,mennesge
230,Mensch::N,persoană,mennesge
231,Mann::N,om,mand
232,Mann::N,bărbat,mand
233,Frau::N,femeie,kvinde
234,Kind::N,copil,barn
235,Junge::N,băiat,dreng
236,Junge::N,flăcău,dreng
237,Mädchen::N,fată,pige
238,Familie::N,familie,familie
239,Großvater::N,bunic,bedstefar
240,Großvater::N,tată mare,bedstefar
241,Großmutter::N,bunică,bedstemor
242,Großmutter::N,mamă mare,bedstemor
243,Eltern::N,părinți,forældre
244,Vater::N,tată,far
245,Vater::N,părinte,far
246,Mutter::N,mamă,mor
247,Sohn::N,fiu,søn
248,Sohn::N,fecior,søn
249,Tochter::N,fiică,datter
250,Bruder::N,frate,bror
251,Schwester::N,soră,søster
252,Onkel::N,unchi,onkel
253,Tante::N,mătușă,tante
254,Ehemann::N,soț,ægtemand
255,Ehemann::N,bărbat,ægtemand
256,Ehefrau::N,soție,hustru
257,Freude::N,bucurie,glæde
258,Gelächter::N,râset,latter
259,Glück::N,fericire,lykke
260,Kummer::N,mâhnire,sorg
261,Wunsch::N,dorință,ønske
262,Wunsch::N,deziderat,ønske
263,Lust::N,poftă,lyst
264,Lust::N,înclinare,lyst
265,Geist::N,duh,ånd
266,Geist::N,minte,ånd
267,Geist::N,suflet,ånd
268,Gedanke::N,gând,tanke
269,Gedanke::N,cuget,tanke
270,Gedächtnis::N,memorie,hukommelse
271,Verstand::N,minte,forstand
272,Verstand::N,intelect,forstand
273,Sinn::N,sens,mening
274,Sinn::N,sens,betydning
275,Sinn::N,înțeles,mening
276,Sinn::N,înțeles,betydning
277,Grund::N,cauză,grund
278,Grund::N,pricină,grund
279,Wahrheit::N,adevăr,sandhed
280,Gespräch::N,convorbire,samtale
281,Gespräch::N,conversație,samtale
282,Märchen::N,basm,eventyr
283,Märchen::N,poveste,eventyr
284,Erzählung::N,poveste,fortælling
285,Nachricht::N,veste,efterretning
286,Neuigkeit::N,noutate,nyhed
287,Neuigkeit::N,actualitate,nyhed
288,Name::N,nume,navn
289,Rätsel::N,ghicitoare,gåde
290,Rede::N,discurs,tale
291,Sprache::N,limbă,sprog
292,Sprache::N,limbaj,sprog
293,Stimme::N,glas,stemme
294,Wort::N,cuvânt,ord
295,Zeichen::N,semn,tegn
296,Zeichen::N,semnal,tegn
297,Ruf::N,chemare,råb
298,Lärm::N,zgomot,larm
299,Lärm::N,tărăboi,larm
300,Laut::N,sunet,lyd
301,Ton::N,ton,tone
302,Lied::N,cântec,sang
303,Ruhe::N,odihnă,ro
304,Ruhe::N,odihnă,hvile
305,Ruhe::N,liniște,ro
306,Ruhe::N,liniște,hvile
307,Leute::N,lume,folk
308,Leute::N,lume,mennesker
309,Leute::N,oameni,folk
310,Leute::N,oameni,mennesker
311,Volk::N,popor,folk
312,Volk::N,națiune,folk
313,Arbeit::N,lucru,arbejde
314,Gast::N,musafir,gæst
315,Geschenk::N,dar,gave
316,Geschenk::N,cadou,gave
317,Spiel::N,joc,leg
318,Gesellschaft::N,societate,selskab
319,Hilfe::N,ajutor,hjælp
320,Freund::N,amic,ven
321,Freund::N,prieten,ven
322,Kamerad::N,tovarăș,kammerat
323,Angelegenheit::N,afacere,sag
324,Angelegenheit::N,afacere,anliggende
325,Anzahl::N,număr,antal
326,Anzahl::N,cantitate,antal
327,Art::N,fel,art
328,Art::N,specie,art
329,Stück::N,bucată,stykke
330,Teil::N,parte,del
331,Teil::N,porție,del
332,Hälfte::N,jumătate,halvdel
333,Kreis::N,cerc,cirkel
334,Kreuz::N,cruce,kors
335,Kreuz::N,cruce,kryds
336,Linie::N,linie,linie
337,Strich::N,linie,streg
338,Strich::N,trăsătură,streg
339,Abstand::N,distanță,afstand
340,Abstand::N,depărtare,afstand
341,Entfernung::N,distanță,afstand
342,Entfernung::N,depărtare,afstand
343,Gegend::N,regiune,egn
344,Platz::N,loc,plads
345,Ort::N,loc,sted
346,Seite::N,latură,side
347,Mitte::N,centru,midte
348,Gegenstand::N,obiect,genstand
349,Sache::N,lucru,sag
350,Sache::N,chestie,sag
351,Rand::N,bordură,rand
352,Kante::N,muchie,kant
353,Kante::N,bordură,kant
354,Ecke::N,colț,hjørne
355,Spitze::N,vârf,spids
356,Spitze::N,creștet,spids
357,Ende::N,capăt,ende
358,Loch::N,gaură,hul
359,Winkel::N,colț,vinkel
360,Muster::N,desen,mønster
361,Größe::N,mărime,størrelse
362,Länge::N,lungime,længde
363,Höhe::N,înălțime,højde
364,Gewicht::N,greutate,vægt
365,Menge::N,cantitate,mængde
366,Haufen::N,grămadă,bunke
367,Reihe::N,șir,række
368,Reihe::N,rând,række
369,Boot::N,barcă,båd
370,Boot::N,luntre,båd
371,Ruder::N,vâslă,åre
372,Ruder::N,lopată,åre
373,Schlitten::N,sanie,kælk
374,Schlitten::N,sanie,slæde
375,Ski::N,schi,ski
376,Lagerfeuer::N,foc de tabără,lejrbål
377,Last::N,povară,last
378,Last::N,povară,byrde
379,Last::N,sarcină,last
380,Last::N,sarcină,byrde
381,Gang::N,mers,gang
382,Gang::N,umblet,gang
383,Schritt::N,pas,skridt
384,Norden::N,nord,nord
385,Norden::N,miazănoapte,nord
386,Süden::N,sud,syd
387,Süden::N,miazăzi,syd
388,Westen::N,apus,vest
389,Osten::N,est,øst
390,Osten::N,răsărit,øst
391,Holz::N,lemn,træ
392,Brett::N,scândură,bræt
393,Platte::N,placă,plade
394,Stütze::N,proptea,støtte
395,Stange::N,bară,stang
396,Stange::N,prăjină,stang
397,Stock::N,băț,stok
398,Stock::N,baston,stok
399,Stab::N,baston,stav
400,Stab::N,prăjină,stav
401,Rohr::N,tub,rør
402,Rohr::N,țeavă,rør
403,Haus::N,casă,hus
404,Heim::N,casă,hjem
405,Heim::N,cămin,hjem
406,Ofen::N,sobă,ovn
407,Fußboden::N,podea,gulv
408,Fußboden::N,dușumea,gulv
409,Tisch::N,masă,bord
410,Stuhl::N,scaun,stol
411,Wiege::N,leagăn,vugge
412,Bett::N,pat,seng
413,Regal::N,rafturi,reol
414,Kiste::N,ladă,kasse
415,Kiste::N,cutie,kasse
416,Fenster::N,fereastră,vindue
417,Tür::N,ușă,dør
418,Tor::N,poartă,port
419,Zaun::N,gard,stakit
420,Dach::N,acoperiș,tag
421,Leiter::N,scară,stige
422,Besen::N,mătură,kost
423,Spaten::N,cazma,spade
424,Spaten::N,hârleț,spade
425,Schaufel::N,lopată,skovl
426,Gabel::N,furculiță,gaffel
427,Löffel::N,lingură,ske
428,Messer::N,cuțit,kniv
429,Nagel::N,cui,søm
430,Netz::N,plasă,net
431,Haken::N,cârlig,krog
432,Griff::N,mâner,tag
433,Griff::N,mâner,håndtag
434,Schloss::N,lacăt,lås
435,Bild::N,tablou,billede
436,Bild::N,imagine,billede
437,Figur::N,chip,figur
438,Figur::N,figură,figur
439,Puppe::N,păpușă,dukke
440,Beutel::N,pungă,pose
441,Beutel::N,săculeț,pose
442,Bündel::N,mănunchi,bylt
443,Bündel::N,mănunchi,bundt
444,Tasche::N,geantă,taske
445,Eimer::N,găleată,spand
446,Deckel::N,capac,låg
447,Geschirr::N,vase,husgeråd
448,Geschirr::N,tacâmuri,husgeråd
449,Sack::N,sac,sæk
450,Tasse::N,ceașcă,kop
451,Topf::N,oală,gryde
452,Kessel::N,cazan,kedel
453,Kessel::N,căldare,kedel
454,Essen::N,mâncare,måltid
455,Nahrung::N,hrană,mad
456,Nahrung::N,hrană,næring
457,Nahrung::N,aliment,mad
458,Nahrung::N,aliment,næring
459,Speise::N,bucate,ret
460,Speise::N,fel de bucate,ret
461,Fleisch::N,carne,kød
462,Getreide::N,cereale,korn
463,Brei::N,pireu,grød
464,Brot::N,pâine,brød
465,Scheibe::N,felie,skive
466,Scheibe::N,bucată,skive
467,Fett::N,untură,fedt
468,Fett::N,grăsime,fedt
469,Butter::N,unt,smør
470,Öl::N,ulei,olie
471,Salz::N,sare,salt
472,Suppe::N,supă,suppe
473,Suppe::N,ciorbă,suppe
474,Honig::N,miere,honning
475,Milch::N,lapte,mælk
476,Tee::N,ceai,te
477,Leder::N,piele,skind
478,Wolle::N,lână,uld
479,Stoff::N,stofă,stof
480,Nadel::N,ac,nål
481,Faden::N,ață,tråd
482,Knopf::N,buton,knap
483,Knoten::N,nod,knude
484,Farbe::N,vopsea,farve
485,Kleidung::N,haine,påklædning
486,Kleidung::N,îmbrăcăminte,påklædning
487,Hemd::N,cămașă,skjorte
488,Kragen::N,guler,krave
489,Ärmel::N,mânecă,ærme
490,Hose::N,pantaloni,bukser
491,Gürtel::N,cordon,bælte
492,Mütze::N,șapcă,hue
493,Schuh::N,gheată,sko
494,Stiefel::N,cizmă,støvle
495,Ring::N,inel,ring
496,Ring::N,verigă,ring
497,Band::N,panglică,bånd
498,Band::N,șiret,bånd
499,Kamm::N,pieptene,kam
500,Spiegel::N,oglindă,spejl
501,Riemen::N,curea,rem
502,Schnur::N,funie,snor
503,Schnur::N,sfoară,snor
504,Leine::N,lesă,snor
505,Leine::N,curea,snor
506,Decke::N,pătură,tæppe
507,Kissen::N,pernă,pude
508,Tuch::N,batic,sjaltørklæde
509,Handtuch::N,prosop,håndklæde
510,Handtuch::N,ștergar,håndklæde
511,Kraft::N,forță,kraft
512,Kraft::N,putere,kraft
513,Stärke::N,tărie,styrke
514,Stärke::N,vigoare,styrke
515,Gesundheit::N,sănătate,sundhed
516,Krankheit::N,boală,sygdom
517,Krankheit::N,maladie,sygdom
518,Schmerz::N,durere,smerte
519,Wunde::N,rană,sår
520,Fieber::N,febră,feber
521,Arznei::N,leac,medicin
522,Arznei::N,leac,lægemiddel
523,Arznei::N,medicament,medicin
524,Arznei::N,medicament,lægemiddel
525,Brücke::N,pod,bro
526,Brücke::N,punte,bro
527,Brunnen::N,puț,brønd
528,Weide::N,izlaz,græsgang
529,Weide::N,pășune,græsgang
530,Pfad::N,cărare,sti
531,Weg::N,drum,vej
532,Straße::N,cale,gade
533,Straße::N,stradă,gade
534,Dorf::N,sat,landsby
535,Stadt::N,oraș,by
536,Brief::N,scrisoare,brev
537,Buch::N,carte,bog
538,Buchstabe::N,literă,bogstav
539,Buchstabe::N,caracter,bogstav
540,Zeitung::N,ziar,avis
541,Zeitung::N,gazetă,avis
542,Leben::N,viață,liv
543,Tod::N,moarte,død
544,Grab::N,groapă,grav
545,Grab::N,mormânt,grav
546,Kirche::N,biserică,kirke
547,Sünde::N,păcat,synd
548,Gott::N,zeu,gud
549,Arbeiter::N,muncitor,arbejder
550,Chef::N,șef,chef
551,Meister::N,meșter,mester
552,Meister::N,maestru,mester
553,Arzt::N,medic,læge
554,Arzt::N,doctor,læge
555,Lehrer::N,profesor,lærer
556,Lehrer::N,învățător,lærer
557,Geld::N,bani,penge
558,Geld::N,parale,penge
559,Geschäft::N,treabă,forretning
560,Geschäft::N,afacere,forretning
561,Laden::N,magazin,butik
562,Laden::N,magazin,forretning
563,Laden::N,prăvălie,butik
564,Laden::N,prăvălie,forretning
565,Preis::N,preț,pris
566,Ware::N,marfă,vare
567,Nutzen::N,folos,nytte
568,Nutzen::N,profit,nytte
569,Reichtum::N,avuție,rigdom
570,Reichtum::N,bogăție,rigdom
571,Welt::N,lume,verden
572,Land::N,țară,land
573,Staat::N,stat,stat
574,König::N,rege,konge
575,Macht::N,putere,magt
576,Macht::N,putință,magt
577,Grenze::N,hotar,grænse
578,Grenze::N,graniță,grænse
579,Grenze::N,frontieră,grænse
580,Krieg::N,război,krig
581,Feind::N,dușman,fjende
582,Gewalt::N,violență,vold
583,Kampf::N,luptă,kamp
584,Bogen[Waffe]::N,arc,bue
585,Pfeil::N,săgeată,pil
586,Gewehr::N,armă,gevær
587,Gewehr::N,pușcă,gevær
588,Fehler::N,eroare,fejl
589,Fehler::N,greșeală,fejl
590,Lüge::N,minciună,løgn
591,Schaden::N,daună,skade
592,Schaden::N,pagubă,skade
593,Unglück::N,nenorocire,uheld
594,Unglück::N,nenorocire,ulykke
595,Schuld::N,vină,skyld
596,Alter::N,etate,alder
597,Alter::N,vârstă,alder
598,Schluss::N,sfârșit,slut
599,Schluss::N,sfârșit,slutning
600,Zeit::N,timp,tid
601,Zeit::N,vreme,tid
602,Tag::N,zi,dag
603,Morgen::N,dimineață,morgen
604,Mittag::N,prânz,middag
605,Mittag::N,amiază,middag
606,Abend::N,seară,aften
607,Nacht::N,noapte,nat
608,Woche::N,săptămână,uge
609,Monat::N,lună,måned
610,Jahr::N,an,år
611,Frühling::N,primăvară,forår
612,Sommer::N,vară,sommer
613,Herbst::N,toamnă,efterår
614,Winter::N,iarnă,vinter
615,Januar::N,ianuarie,januar
616,Februar::N,februarie,februar
617,März::N,martie,marts
618,April::N,aprilie,april
619,Mai::N,mai,maj
620,Juni::N,iunie,juni
621,Juli::N,iulie,juli
622,August::N,august,august
623,September::N,septembrie,september
624,Oktober::N,octombrie,oktober
625,November::N,noiembrie,november
626,Dezember::N,decembrie,december
627,Montag::N,luni,mandag
628,Dienstag::N,marți,tirsdag
629,Mittwoch::N,miercuri,onsdag
630,Donnerstag::N,joi,torsdag
631,Freitag::N,vineri,fredag
632,Samstag::N,sâmbătă,lørdag
633,Sonntag::N,duminică,søndag
634,groß::A,mare,stor
635,klein::A,mic,lille
636,lang::A,lung,lang
637,kurz::A,scurt,kort
638,breit::A,lat,bred
639,breit::A,larg,bred
640,schmal::A,strâmt,smal
641,dicht::A,des,tæt
642,dick[Gegenstand]::A,gros,tyk
643,dünn::A,subțire,tynd
644,fein::A,fin,fin
645,fein::A,subțire,fin
646,fest::A,tare,fast
647,fest::A,solid,fast
648,flach::A,șes,flad
649,flach::A,plan,flad
650,glatt::A,lins,glat
651,hart::A,dur,hård
652,weich::A,moale,blød
653,rund::A,rotund,rund
654,rund::A,circular,rund
655,spitz::A,ascuțit,spids
656,scharf::A,tăios,skarp
657,scharf::A,ascuțit,skarp
658,stumpf::A,tocit,sløv
659,stumpf::A,tocit,stump
660,schwer::A,greu,tung
661,schön::A,frumos,skøn
662,heiß::A,cald,hed
663,heiß::A,fierbinte,hed
664,warm::A,cald,varm
665,warm::A,fierbinte,varm
666,kalt::A,rece,kold
667,kühl::A,rece,kølig
668,kühl::A,răcoros,kølig
669,frisch::A,răcoros,frisk
670,frisch::A,proaspăt,frisk
671,feucht::A,umed,fugtig
672,feucht::A,jilav,fugtig
673,nass::A,ud,våd
674,trocken::A,sec,tør
675,trocken::A,uscat,tør
676,voll::A,plin,fuld
677,leer::A,gol,tom
678,offen::A,deschis,åben
679,geschlossen::A,închis,lukket
680,sauber::A,curat,ren
681,schmutzig::A,murdar,snavset
682,roh::A,crud,rå
683,reif::A,copt,moden
684,lecker::A,gustos,lækker
685,süß::A,dulce,sød
686,bitter::A,amar,bitter
687,sauer::A,acru,sur
688,hell::A,clar,lys
689,hell::A,luminos,lys
690,dunkel::A,obscur,mørk
691,dunkel::A,întunecos,mørk
692,schwarz::A,negru,sort
693,weiß::A,alb,hvid
694,rot::A,roșu,rød
695,gelb::A,galben,gul
696,blau::A,albastru,blå
697,grün::A,verde,grøn
698,grau::A,gri,grå
699,grau::A,cenușiu,grå
700,bunt::A,colorat,broget
701,billig::A,ieftin,billig
702,teuer::A,scump,dyr
703,wertvoll::A,prețios,værdifuld
704,blind::A,orb,blind
705,taub::A,surd,døv
706,kräftig::A,tare,kraftig
707,kräftig::A,forte,kraftig
708,kräftig::A,robust,kraftig
709,stark::A,viguros,stærk
710,stark::A,puternic,stærk
711,schwach::A,slab,svag
712,schwach::A,debil,svag
713,fett::A,gras,fed
714,schlank::A,zvelt,slank
715,hübsch::A,drăguț,køn
716,böse::A,rău,ond
717,böse::A,rău,slem
718,böse::A,răutăcios,ond
719,böse::A,răutăcios,slem
720,dumm::A,nerod,dum
721,dumm::A,tâmpit,dum
722,faul::A,leneș,doven
723,fleißig::A,harnic,flittig
724,fleißig::A,sârguincios,flittig
725,geizig::A,calic,gerrig
726,geizig::A,zgârcit,gerrig
727,klug::A,isteț,klog
728,klug::A,deștept,klog
729,geschickt::A,dibaci,dygtig
730,geschickt::A,dibaci,behændig
731,lieb::A,drag,rar
732,lieb::A,iubit,rar
733,lustig::A,vesel,lystig
734,sanft::A,blând,blid
735,sanft::A,blajin,blid
736,hungrig::A,flămând,sulten
737,krank::A,bolnav,syg
738,nackt::A,gol,nøgen
739,traurig::A,trist,bedrøvet
740,traurig::A,mâhnit,bedrøvet
741,lebendig::A,viu,levende
742,gut::A,bun,god
743,schlecht::A,rău,dårlig
744,schlecht::A,prost,dårlig
745,richtig::A,drept,rigtig
746,richtig::A,corect,rigtig
747,schlimm::A,rău,slem
748,wahr::A,adevărat,sand
749,alt::A,uzat,gammel
750,alt::A,vechi,gammel
751,neu::A,nou,ny
752,ehemalig::A,fost,forhenværende
753,ehemalig::A,anterior,forhenværende
754,alt[Lebewesen]::A,bătrîn,gammel
755,jung::A,tânăr,ung
756,arm::A,sărac,fattig
757,arm::A,sărman,fattig
758,reich::A,avut,rig
759,reich::A,bogat,rig
760,bekannt::A,cunoscut,kendt
761,berühmt::A,renumit,berømt
762,fremd::A,străin,fremmed
763,verschieden::A,diferit,forskellig
764,verschieden::A,deosebit,forskellig
765,nah::A,apropiat,nær
766,fern::A,departe,fjern
767,linker::A,stâng,venstre
768,rechter::A,drept,højre
769,anderer::A,alt,anden
770,erster::A,prim,første
771,zweiter::A,al doilea,anden
772,dritter::A,treilea,tredje
773,letzter::A,final,sidste
774,allein::ADV,singur,alene
775,auf einmal::ADV,dintrodată,på én gang
776,zusammen::ADV,împreună,sammen
777,lange::ADV,îndelung,længe
778,lange::ADV,mult timp,længe
779,plötzlich::ADV,deodată,pludselig
780,plötzlich::ADV,pe neașteptate,pludselig
781,sofort::ADV,imediat,straks
782,sofort::ADV,numaidecît,straks
783,später::ADV,mai apoi,senere
784,später::ADV,mai târziu,senere
785,jetzt::ADV,acum,nu
786,heute::ADV,azi,i dag
787,heute::ADV,astăzi,i dag
788,morgen::ADV,mâine,i morgen
789,bald::ADV,curând,snart
790,dann::ADV,apoi,så
791,gestern::ADV,ieri,i går
792,einst::ADV,odată,engang
793,einst::ADV,odinioară,engang
794,damals::ADV,atunci,dengang
795,damals::ADV,pe atunci,dengang
796,danach::ADV,după aceasta,derefter
797,vorher::ADV,mai întâi,før
798,vorher::ADV,mai întâi,forud
799,vorher::ADV,în prealabil,før
800,vorher::ADV,în prealabil,forud
801,zuerst::ADV,întâi,først
802,zuerst::ADV,în primul rând,først
803,einmal::ADV,odată,en gang
804,manchmal::ADV,uneori,sommetider
805,manchmal::ADV,câteodată,sommetider
806,oft::ADV,des,ofte
807,oft::ADV,deseori,ofte
808,immer::ADV,mereu,altid
809,immer::ADV,întotdeauna,altid
810,niemals::ADV,niciodată,aldrig
811,hier::ADV,aci,her
812,hier::ADV,aici,her
813,hierhin::ADV,încoace,hid
814,hierhin::ADV,încoace,herhen
815,von hier::ADV,de aici,herfra
816,dort::ADV,acolo,der
817,dorthin::ADV,dincolo,derhen
818,geradeaus::ADV,drept înainte,lige ud
819,vorwärts::ADV,înainte,fremad
820,rückwärts::ADV,îndărăt,baglæns
821,zurück::ADV,înapoi,tilbage
822,unten::ADV,jos,nede
823,unten::ADV,jos,forneden
824,unten::ADV,dedesubt,nede
825,unten::ADV,dedesubt,forneden
826,hinab::ADV,în jos,ned
827,hinab::ADV,în jos,nedad
828,hinab::ADV,de vale,ned
829,hinab::ADV,de vale,nedad
830,oben::ADV,sus,oppe
831,oben::ADV,sus,ovenpå
832,oben::ADV,deasupra,oppe
833,oben::ADV,deasupra,ovenpå
834,hinauf::ADV,în sus,op
835,hinauf::ADV,în sus,opad
836,überall::ADV,peste tot,overalt
837,überall::ADV,pretutindeni,overalt
838,nicht::ADV,nu,ikke
839,ein wenig::ADV,puțin,lidt
840,kaum::ADV,cu greu,knap
841,kaum::ADV,cu greu,næppe
842,kaum::ADV,cu anevoie,knap
843,kaum::ADV,cu anevoie,næppe
844,sehr::ADV,mult,meget
845,sehr::ADV,foarte,meget
846,so::ADV,așa,så
847,so::ADV,atât,så
848,noch::ADV,încă,endnu
849,nur::ADV,doar,kun
850,nur::ADV,doar,bare
851,schon::ADV,și,alt
852,schon::ADV,și,allerede
853,schon::ADV,deja,alt
854,schon::ADV,deja,allerede
855,wieder::ADV,iar,igen
