,Concept_ID,ba,ps
75,Rauch::N,төтөн,لوګی
76,Funke::N,осҡон,سپرغۍ
77,Feuer::N,ут,اور
78,Licht::N,яҡтылыҡ,رڼا
79,Schatten::N,күләгә,سیوری
80,Wetter::N,һауа торошо,هوا
81,Nebel::N,төман,لړه
82,Wolke::N,болот,ورېځ
83,Regen::N,ямғыр,وریا
84,Regen::N,ямғыр,باران
85,Schnee::N,ҡар,واوره
86,Eis::N,боҙ,یخ
87,Eis::N,боҙ,کنګل
88,Frost::N,һалҡын,یخ
89,Kälte::N,һыуыҡ,ساړه
90,Hitze::N,томра,تودوخي
91,Hitze::N,эҫелек,تودوخي
92,Raureif::N,ҡырау,سپینه پرخه
93,Regenbogen::N,йәйғор,بوډۍ ټال
94,Regenbogen::N,йәйғор,سره زرغونه
95,Donner::N,күк күкрәү,تالنده
96,Strömung::N,ағым,بهېدنه
97,Tropfen::N,тамсы,قطره
98,Tropfen::N,тамсы,څاڅکی
99,Schaum::N,күбек,ځګ
100,Schmutz::N,батҡаҡ,ناپاکي
101,See::N,күл,جهیل
102,Sumpf::N,һаҙлык,جبه
103,Moor::N,һаҙ,جبه
104,Wiese::N,болон,چمن
105,Wiese::N,болон,شنېلی
106,Wald::N,урман,ځنګل
107,Hügel::N,түбә,تپه
108,Anhöhe::N,түбә,غونډۍ
109,Anhöhe::N,ҡалҡыулыҡ,غونډۍ
110,Berg::N,тау,غ‍‍‍‍‍ر
111,Gipfel::N,түбә,څوکه
112,Höhle::N,мәмерйә,کاز
113,Abhang::N,ипкен,لمن
114,Quelle::N,шишмә,چینه
115,Bach::N,шишмә,واله
116,Fluss::N,йылға,سیند
117,Ufer::N,яр,غاړه
118,Küste::N,яр буйы,ساحل
119,Festland::N,ҡоро ер,وچه
120,Meer::N,диңгез,بحر
121,Meer::N,диңгез,سمندر
122,Bucht::N,бухта,کارۍ
123,Insel::N,үтрау,ټاپو
124,Insel::N,үтрау,جزيره
125,Blume::N,сәскә,ګل
126,Gras::N,үлән,واښه
127,Wurzel::N,тамыр,ریښه
128,Baum::N,ағас,ونه
129,Stamm::N,олон,ډډ
130,Stamm::N,көбәк,ډډ
131,Rinde::N,ҡабыҡ,پوستکی
132,Ast::N,ботаҡ,ښاخ
133,Zweig::N,ботаҡ,څانګه
134,Zweig::N,тармаҡ,څانګه
135,Blatt::N,япраҡ,پاڼه
136,Birke::N,ҡайын,توس
137,Kiefer[Baum]::N,ҡарғай,نښتر
138,Weide[Baum]::N,тал,وله
139,Tanne::N,шыршы,ناجو
140,Horn::N,мөғөҙ,ښکر
141,Feder::N,ҡауырһын,بڼکه
142,Fell::N,тире,پوستکی
143,Flügel::N,ҡанат,وزر
144,Klaue::N,тырнаҡ,پنجه
145,Klaue::N,тырнаҡ,منګول
146,Kralle::N,аяҡ,پنجه
147,Kralle::N,аяҡ,منګول
148,Schwanz::N,ҡойроҡ,لکۍ
149,Ei::N,йомортҡа,وۍ
150,Ei::N,йомортҡа,هګۍ
151,Nest::N,оя,جاله
152,Bau::N,оң,کاز
153,Tier::N,жайуан,ژوی
154,Tier::N,жайуан,حیوان
155,Tier::N,йыртҡыс,ژوی
156,Tier::N,йыртҡыс,حیوان
157,Herde::N,көтөү,رمه
158,Herde::N,көтөү,غېله
159,Kuh::N,һыйыр,غوا
160,Bulle::N,үгеҙ,غوئی
161,Pferd::N,ат,آس
162,Schaf::N,һарыҡ,پسه
163,Schwein::N,сусҡа,سرکوزی
164,Hund::N,эт,سپی
165,Katze::N,бесәй,پشه
166,Bär::N,айыу,خرس
167,Eichhörnchen::N,тейен,خړ لمی
168,Elch::N,мышы,ګوزن
169,Fuchs::N,төлкө,سپلم
170,Hase::N,ҡуян,سوی
171,Maus::N,сысҡан,مږک
172,Wolf::N,бүре,لېوه
173,Vogel::N,ҡош,مرغه
174,Schwarm::N,көтөү,سېل
175,Huhn::N,тауыҡ,چرګه
176,Hahn::N,әтәс,چرګ
177,Gans::N,ҡаҙ,بته
178,Adler::N,бөркөт,عقاب
179,Ente::N,өйрәк,ایلۍ
180,Eule::N,өкө,ګونګی
181,Eule::N,ябалаҡ,ګونګی
182,Kranich::N,торна,کلنګ
183,Krähe::N,ҡарға,کارغه
184,Kuckuck::N,кәкүк,فاخته
185,Schwan::N,аҡҡош,قو
186,Fisch::N,балыҡ,کب
187,Fisch::N,балыҡ,ماهی
188,Barsch::N,алабуға,
189,Hecht::N,суртан,
190,Schlange[Tier]::N,йылан,مار
191,Wurm::N,селяүсен,چینجی
192,Spinne::N,үрмәксе,غڼه
193,Spinne::N,үрмәксе,تارکښ
194,Ameise::N,ҡырмыҫҡа,مېږی
195,Laus::N,бет,سپږه
196,Mücke::N,серәкәй,ماشی
197,Fliege::N,себен,مچ
198,Schmetterling::N,күбәләк,پتنګ
199,Beere::N,еләк,مېوۍ
200,Apfel::N,алма,مڼه
201,Pilz::N,бәшмәк,خرېړی
202,Zwiebel::N,һуган,پیاز
203,Saat::N,орлоҡ,تخم
204,Korn::N,иген,تخم
205,Korn::N,иген,دانه
206,Heu::N,бесән,بوس
207,Heu::N,бесән,پروړه
208,Schale::N,ҡабыҡ,پوستکی
209,Grube::N,соҡор,کنده
210,Falle::N,тоҙак,دام
211,Falle::N,тоҙак,لومه
212,Falle::N,ҡапҡан,دام
213,Falle::N,ҡапҡан,لومه
214,Schlinge::N,тоҙак,کړۍ
215,Spur::N,әҫер,نښه
216,Asche::N,көл,آس
217,Asche::N,көл,ایره
218,Dreck::N,батҡаҡ,ناپاکي
219,Eisen::N,тимер,اوسپنه
220,Gold::N,алтын,سره زر
221,Silber::N,көмөш,نقره
222,Silber::N,көмөш,سپین زر
223,Kohle::N,күмер,سکور
224,Kohle::N,күмер,سکاره
225,Glas::N,быяла,ښيښه
226,Lehm::N,балсыҡ,خټه
227,Sand::N,ҡом,شګه
228,Mensch::N,кеше,انسان
229,Mann::N,ир,سړی
230,Mann::N,ир,نارینه
231,Frau::N,ҡатын,ښځه
232,Kind::N,бала,بچی
233,Kind::N,бала,ماشوم
234,Junge::N,малай,هلک
235,Mädchen::N,ҡыҙ,نجلۍ
236,Mädchen::N,ҡыҙыҡай,نجلۍ
237,Familie::N,ғаилә,کورنۍ
238,Großvater::N,олатай,بابا
239,Großmutter::N,әбәй,انا
240,Eltern::N,ата-әсә,مور او پلار
241,Vater::N,атай,پلار
242,Mutter::N,әсә,مور
243,Sohn::N,ул,زوی
244,Tochter::N,ҡыҙ,لور
245,Bruder::N,агай,ورور
246,Schwester::N,алай,خور
247,Schwester::N,һеңле,خور
248,Onkel::N,ағай,تره
249,Onkel::N,ағай,ماما
250,Tante::N,апай,خاله
251,Ehemann::N,ир,مېړه
252,Ehefrau::N,ҡатын,مېرمن
253,Freude::N,шатлыҡ,خوشحالي
254,Freude::N,ҡыуаныс,خوشحالي
255,Gelächter::N,көлөү,خندا
256,Glück::N,бәхет,بخت
257,Kummer::N,ҡайғы,غم
258,Wunsch::N,теләк,هيله
259,Wunsch::N,теләк,غوښتنه
260,Lust::N,әүәҫлек,شوق
261,Lust::N,әүәҫлек,مینه
262,Geist::N,аң,روح
263,Geist::N,рух,روح
264,Gedanke::N,уй,فکر
265,Gedanke::N,фекер,فکر
266,Gedächtnis::N,хәтер,یاد
267,Gedächtnis::N,хәтер,حافظه
268,Verstand::N,аҡыл,عقل
269,Verstand::N,аҡыл,شعور
270,Sinn::N,мәғәня,معنی
271,Grund::N,сәбәп,علت
272,Grund::N,сәбәп,اساس
273,Wahrheit::N,дөрөҫлөк,حقیقت
274,Gespräch::N,әңгәмә,مرکه
275,Gespräch::N,әңгәмә,خبرې اترې
276,Märchen::N,әкиәт,افسانه
277,Erzählung::N,хикәйә,قصه
278,Erzählung::N,хикәйә,کیسه
279,Nachricht::N,хәбәр,خبر
280,Neuigkeit::N,яңылыҡ,نوی خبر
281,Name::N,исем,نوم
282,Rätsel::N,йомаҡ,کیسۍ
283,Rätsel::N,йомаҡ,چیستان
284,Rede::N,телмәр,وینا
285,Sprache::N,тел,ژبه
286,Sprache::N,телмәр,ژبه
287,Stimme::N,тауыш,غږ
288,Stimme::N,тауыш,اواز
289,Wort::N,һүҙ,لغت
290,Wort::N,һүҙ,کلمه
291,Zeichen::N,билдә,نښه
292,Zeichen::N,билдә,اشاره
293,Ruf::N,саҡырыу,ږغ
294,Ruf::N,саҡырыу,بلنه
295,Lärm::N,шаулау,غالمغال
296,Laut::N,тауыш,ږغ
297,Ton::N,яңғырау,اواز
298,Lied::N,йыр,غزله
299,Lied::N,йыр,سندره
300,Ruhe::N,ял,ارامي
301,Ruhe::N,тыныслыҡ,ارامي
302,Leute::N,кешеләр,خلک
303,Volk::N,халҡ,ولس
304,Arbeit::N,эш,کار
305,Gast::N,ҡунаҡ,مېلمه
306,Geschenk::N,бүләк,تحفه
307,Geschenk::N,бүләк,سوغات
308,Spiel::N,уйын,لوبه
309,Gesellschaft::N,йәмғиәт,ډله
310,Hilfe::N,ярҙам,کومک
311,Hilfe::N,ярҙам,مرسته
312,Freund::N,дуҫ,ملګری
313,Kamerad::N,иптәш,انډيوال
314,Angelegenheit::N,әш,موضوع
315,Anzahl::N,һан,شمېر
316,Anzahl::N,һан,تعداد
317,Art::N,төр,ډول
318,Stück::N,киҫәк,ټوټه
319,Teil::N,өлөш,برخه
320,Hälfte::N,ярты,نیم
321,Kreis::N,түңәрәк,دایره
322,Kreuz::N,тәре,صلیب
323,Linie::N,һыҙыҡ,خط
324,Linie::N,һыҙыҡ,لیکه
325,Strich::N,һыҙат,کرښه
326,Abstand::N,ара,فاصله
327,Entfernung::N,алыҫлыҡ,واټن
328,Gegend::N,урын,سیمه
329,Gegend::N,урын,منطقه
330,Platz::N,арауыҡ,ځای
331,Ort::N,ерҙәр,ځای
332,Ort::N,урындар,ځای
333,Ort::N,эш урыны,ځای
334,Seite::N,яҡ,مخ
335,Seite::N,яҡ,اړخ
336,Mitte::N,урталыҡ,وسط
337,Mitte::N,урталыҡ,مینځ
338,Gegenstand::N,нәмә,شی
339,Sache::N,нәмә,شی
340,Sache::N,нәмә,څيز
341,Sache::N,әйбер,شی
342,Sache::N,әйбер,څيز
343,Rand::N,сит,څنډه
344,Rand::N,сит,کناره
345,Kante::N,ҡабырға,اړخ
346,Kante::N,ян,اړخ
347,Ecke::N,мөйөш,ګوټ
348,Spitze::N,ос,څوکه
349,Ende::N,аҙаҡ,څوکه
350,Loch::N,тишек,سوری
351,Winkel::N,мөйөш,کنج
352,Winkel::N,мөйөш,کوتی
353,Muster::N,биҙәк,نمونه
354,Größe::N,ҙурлыҡ,قد
355,Größe::N,ҙурлыҡ,لويوالی
356,Länge::N,оҙонлоҡ,طول
357,Länge::N,оҙонлоҡ,اوږد والی
358,Höhe::N,бейеклек,جګوالی
359,Gewicht::N,үлсәү,وزن
360,Menge::N,һан,اندازه
361,Haufen::N,өйөм,کوټه
362,Reihe::N,рәт,صف
363,Reihe::N,рәт,کتار
364,Boot::N,кәмә,قايق
365,Ruder::N,ишкәк,چپه
366,Schlitten::N,сана,ښویېدونی
367,Ski::N,саңгы,سکي
368,Lagerfeuer::N,костер,اور
369,Last::N,ауырлыҡ,بار
370,Last::N,ауырлыҡ,پېټی
371,Gang::N,барыу,تګ
372,Schritt::N,аҙым,ګام
373,Norden::N,төньяҡ,شمال
374,Süden::N,көньяҡ,سوېل
375,Westen::N,көнбайыш,لوېدېځ
376,Osten::N,көнсығыш,شرق
377,Osten::N,көнсығыш,ختیځ
378,Holz::N,үағас,لرګی
379,Brett::N,таҡта,تخته
380,Platte::N,плита,تخته
381,Stütze::N,терәк,تکیوان
382,Stange::N,кәртә,ډاګه
383,Stock::N,таяҡ,لرګی
384,Stab::N,ҡолға,چيخله
385,Rohr::N,торба,نل
386,Haus::N,өй,کور
387,Haus::N,йорт,کور
388,Heim::N,өй,کور
389,Ofen::N,мейес,تودنۍ
390,Fußboden::N,енес,غولی
391,Tisch::N,өҫтәл,مېز
392,Stuhl::N,ултырғыс,چوکۍ
393,Wiege::N,бишек,زانګو
394,Bett::N,карауат,کټ
395,Bett::N,карауат,چپرکټ
396,Regal::N,кәштә,تاخچۍ
397,Kiste::N,йәшинк,صندوق
398,Fenster::N,тәҙрә,کړکۍ
399,Tür::N,ишек,دروازه
400,Tor::N,ҡапҡа,دروازه
401,Zaun::N,ҡойма,کټاره
402,Dach::N,түбә,بام
403,Dach::N,ҡыйыҡ,بام
404,Leiter::N,баҫҡыс,زينه
405,Besen::N,һепертке,جارو
406,Spaten::N,көрәк,یوم
407,Schaufel::N,көрәк,بېلچه
408,Gabel::N,сәнске,پنجه
409,Löffel::N,ҡалаҡ,کاشوغه
410,Messer::N,бысаҡ,چاقو
411,Nagel::N,сөй,ميخ
412,Netz::N,ау,جال
413,Haken::N,ыргаҡ,څنګک
414,Griff::N,тотҡа,لاستی
415,Schloss::N,йоҙаҡ,کلپ
416,Bild::N,картина,رسم
417,Figur::N,һын,قدوقامت
418,Puppe::N,ҡурсаҡ,ګوډۍ
419,Beutel::N,тоҡ,کڅوړه
420,Bündel::N,төргәк,دسته
421,Tasche::N,сумка,بکس
422,Tasche::N,сумка,توبره
423,Eimer::N,биҙрә,سطل
424,Deckel::N,ҡапҡас,سرپوښ
425,Geschirr::N,һауыт-һаба,لوښی
426,Sack::N,тоҡ,جوال
427,Tasse::N,сынаяҡ,پیاله
428,Topf::N,кәстрүл,دېګی
429,Kessel::N,ҡаҙан,دېګ
430,Essen::N,ашау,خوراک
431,Nahrung::N,аҙыҡ,خوراک
432,Speise::N,аш,خواړه
433,Fleisch::N,ит,غوښه
434,Getreide::N,иген,غله
435,Getreide::N,ашлыҡ,غله
436,Brei::N,бутҡа,اوګره
437,Brot::N,икмәк,ډوډۍ
438,Scheibe::N,телем,مړۍ
439,Fett::N,май,غوړي
440,Butter::N,май,کوچ
441,Öl::N,май буяуы,تېل
442,Salz::N,тоҙ,مالګه
443,Suppe::N,һурпа,شوربا
444,Honig::N,бал,شات
445,Milch::N,һөт,شوده
446,Tee::N,сәй,چای
447,Leder::N,күн,څرمن
448,Wolle::N,йөн,پشم
449,Stoff::N,туҡыма,ټوټه
450,Nadel::N,энә,ستن
451,Faden::N,еп,تار
452,Knopf::N,төймә,تڼۍ
453,Knopf::N,төймә,تکمه
454,Knoten::N,төйөн,غوټه
455,Farbe::N,буяу,رنګ
456,Kleidung::N,кейем,کالي
457,Hemd::N,күлдәк,کميس
458,Kragen::N,яға,غاړه
459,Ärmel::N,ең,لستوڼی
460,Hose::N,салбар,پطلون
461,Gürtel::N,ҡайыш,کمربند
462,Mütze::N,бүрк,خولۍ
463,Schuh::N,туфли,بوټ
464,Stiefel::N,итек,موزه
465,Ring::N,йөҙөк,ګوته
466,Ring::N,балдаҡ,ګوته
467,Band::N,таҫма,فيته
468,Kamm::N,тараҡ,ګمنځ
469,Spiegel::N,көзгө,ایینه
470,Spiegel::N,көзгө,هنداره
471,Riemen::N,ҡайыш,تسمه
472,Schnur::N,бау,مزی
473,Leine::N,бау,رسۍ
474,Decke::N,одеяд,بړستن
475,Kissen::N,мендәр,بالښت
476,Tuch::N,яулыҡ,ټیکری
477,Handtuch::N,таҫтамал,دسمال
478,Kraft::N,көс,زور
479,Kraft::N,көс,توان
480,Stärke::N,көс,قوت
481,Gesundheit::N,һаулыҡ,صحت
482,Gesundheit::N,һаулыҡ,روغتیا
483,Krankheit::N,сир,مرض
484,Krankheit::N,сир,ناروغي
485,Krankheit::N,ауырыу,مرض
486,Krankheit::N,ауырыу,ناروغي
487,Schmerz::N,һыҙлау,درد
488,Schmerz::N,әрнеү,درد
489,Wunde::N,йәрәхәт,ټپ
490,Wunde::N,йәрәхәт,زخم
491,Fieber::N,тапма,تبه
492,Fieber::N,биҙгәк,تبه
493,Arznei::N,дарыу,دوا
494,Arznei::N,дарыу,دارو
495,Brücke::N,күпер,پول
496,Brunnen::N,ҡоҙоҡ,څاه
497,Brunnen::N,ҡоҙоҡ,کوهی
498,Weide::N,көтөүлек,وله
499,Pfad::N,һуҡмаҡ,تړه
500,Weg::N,юл,لیار
501,Straße::N,урам,سړک
502,Dorf::N,ауыл,کلی
503,Stadt::N,ҡала,ښار
504,Brief::N,хат,لیک
505,Brief::N,хат,مکتوب
506,Buch::N,китап,کتاب
507,Buch::N,кенәгә,کتاب
508,Buchstabe::N,хәреф,حرف
509,Buchstabe::N,хәреф,توری
510,Zeitung::N,гәзит,اخبار
511,Leben::N,йәшәү,ژوند
512,Tod::N,үлем,مرګ
513,Tod::N,үлем,مړینه
514,Grab::N,ҡәбер,قبر
515,Grab::N,ҡәбер,ډورۍ
516,Kirche::N,сиркәү,کلیسا
517,Sünde::N,гөнаһ,ګناه
518,Gott::N,алла,خدای
519,Gott::N,хоҙай,خدای
520,Arbeiter::N,эшсе,کاریګر
521,Chef::N,башлыҡ,آمر
522,Meister::N,оҫта,استاد
523,Arzt::N,врач,طبیب
524,Arzt::N,врач,ډاکټر
525,Lehrer::N,уҡытыусы,معلم
526,Lehrer::N,уҡытыусы,ښوونکی
527,Geld::N,аҡса,پیسې
528,Geschäft::N,эш,سوداګري
529,Laden::N,магазин,دکان
530,Laden::N,магазин,مغازه
531,Preis::N,хаҡ,بیه
532,Ware::N,тауар,مال
533,Nutzen::N,файҙа,ګټه
534,Reichtum::N,байлыҡ,شتمني
535,Welt::N,донъя,نړۍ
536,Welt::N,донъя,دنیا
537,Land::N,ил,هېواد
538,Staat::N,дәүләт,دولت
539,König::N,король,باچا
540,König::N,король,پادشاه
541,Macht::N,власть,قدرت
542,Grenze::N,сик,حد
543,Grenze::N,сик,سرحد
544,Krieg::N,һуғыш,جګړه
545,Feind::N,йылан,دښمن
546,Gewalt::N,көслөк,زور
547,Gewalt::N,көслөк,تشدد
548,Kampf::N,көрәш,جنګ
549,Kampf::N,көрәш,مبارزه
550,Bogen[Waffe]::N,йәйә,لیندۍ
551,Pfeil::N,уҡ,غشی
552,Gewehr::N,мылтыҡ,ټوپک
553,Fehler::N,хата,خطا
554,Fehler::N,хата,غلطي
555,Lüge::N,ялған,دروغ
556,Schaden::N,зыян,زیان
557,Schaden::N,зыян,تاوان
558,Schaden::N,зарар,زیان
559,Schaden::N,зарар,تاوان
560,Unglück::N,ҡаза,بدبختي
561,Schuld::N,ғәйеп,ګناه
562,Alter::N,йәш,منګ
563,Schluss::N,һуң,اخر
564,Schluss::N,аҙаҡ,اخر
565,Zeit::N,мәл,وخت
566,Zeit::N,заман,وخت
567,Tag::N,көн,ورځ
568,Morgen::N,иртә,سبا
569,Morgen::N,иртә,سهار
570,Morgen::N,иртәнсәк,سبا
571,Morgen::N,иртәнсәк,سهار
572,Mittag::N,төш,غرمه
573,Abend::N,кис,ماښام
574,Nacht::N,төн,شپه
575,Woche::N,аҙна,اونۍ
576,Monat::N,ай,مياشت
577,Jahr::N,йыл,کال
578,Frühling::N,яҙ,پسرلی
579,Sommer::N,йәй,دوبی
580,Herbst::N,көз,منی
581,Herbst::N,көз,خزان
582,Winter::N,ҡыш,ژمی
583,Januar::N,ғинуар,جنوري
584,Februar::N,февраль,فبروري
585,März::N,март,مارچ
586,April::N,апрель,اپریل
587,Mai::N,май,مې
588,Juni::N,июнь,جون
589,Juli::N,июль,جولای
590,August::N,август,اګست
591,September::N,сентябрь,سپټامبر
592,Oktober::N,октябрь,اکتوبر
593,November::N,ноябрь,نومبر
594,Dezember::N,декабрь,دسمبر
595,Montag::N,дүшәмбе,دوشنبه
596,Dienstag::N,шишәмбе,سه شنبه
597,Mittwoch::N,шаршамбы,چارشنبه
598,Donnerstag::N,кесаҙна,پنجشنبه
599,Freitag::N,йома,جمعه
600,Samstag::N,шәмбе,خالي
601,Sonntag::N,йәкшәмбе,یکشنبه
602,groß::A,ҙур,لوی
603,klein::A,бәләкәс,وړوکی
604,lang::A,оҙон,اوړد
605,kurz::A,ҡыҫҡа,لنډ
606,breit::A,киң,پراخه
607,schmal::A,тар,تنګ
608,dicht::A,йыш,ګڼ
609,dicht::A,ҡуйы,ګڼ
610,dick[Gegenstand]::A,ҡалын,پنډ
611,dünn::A,йоҡа,نری
612,dünn::A,нәҙек,نری
613,fein::A,нескә,نازک
614,fest::A,ныҡ,کلک
615,fest::A,ныҡ,ټینګ
616,flach::A,яҫы,هوار
617,flach::A,ялпаҡ,هوار
618,glatt::A,шыма,ښوی
619,hart::A,ҡаты,کلک
620,weich::A,йомшаҡ,نرم
621,weich::A,йомшаҡ,پوست
622,rund::A,түңәрәк,ګرد
623,spitz::A,осло түбәле,تېره
624,scharf::A,үткер,تېز
625,scharf::A,үткер,تېره
626,stumpf::A,утмәҫ,پڅ
627,schwer::A,ауыр,دروند
628,schön::A,матур,ښکلی
629,heiß::A,эҫе,تود
630,warm::A,йылы,تود
631,kalt::A,һыуыҡ,ېخ
632,kalt::A,һыуыҡ,سوړ
633,kühl::A,һалҡынса,ېخ
634,kühl::A,һалҡынса,سوړ
635,frisch::A,һалҡынса,تازه
636,feucht::A,еүеш,مرطوب
637,feucht::A,дымлы,مرطوب
638,nass::A,еүеш,لوند
639,trocken::A,кипкән,وچ
640,voll::A,тулы,ډک
641,leer::A,буш,خالی
642,offen::A,асыҡ,خلاص
643,offen::A,асыҡ,پرانیستی
644,geschlossen::A,ябыҡ,تړلی
645,sauber::A,таҙа,پاک
646,schmutzig::A,бысраҡ,چټل
647,roh::A,сей,خام
648,reif::A,өлгөрғән,پوخ
649,reif::A,өлгөрғән,رسېدلی
650,lecker::A,тәмле,خوندور
651,lecker::A,тәмле,مزه دار
652,süß::A,тямле,خوږ
653,süß::A,тямле,شیرین
654,süß::A,тәм-том,خوږ
655,süß::A,тәм-том,شیرین
656,bitter::A,әсе,تریخ
657,sauer::A,әсе,ټاک
658,sauer::A,әсе,تريو
659,hell::A,яҡты,روڼ
660,hell::A,яҡты,روښان
661,dunkel::A,ҡараңғы,تیاره
662,schwarz::A,ҡара,تور
663,weiß::A,аҡ,سپين
664,rot::A,матур,سور
665,rot::A,һылыу,سور
666,rot::A,сибәр,سور
667,gelb::A,һары,زېړ
668,blau::A,күк,شین
669,blau::A,күк,اسماني رنګه
670,grün::A,йәшел,زرغون
671,grau::A,буҙ,خړ
672,bunt::A,сыбар,رنګارنګ
673,bunt::A,ала-ҡола,رنګارنګ
674,billig::A,арзан,ارزان
675,teuer::A,ҡыйбатлы,ګران
676,wertvoll::A,ҡиммәтле,قیمتي
677,blind::A,һуҡыр,ړوند
678,taub::A,һаңғырау,کوڼ
679,kräftig::A,көслө,قوی
680,kräftig::A,ҡеүәтле,قوی
681,stark::A,көслө,قوی
682,stark::A,көслө,تکړه
683,stark::A,ҡеүәтле,قوی
684,stark::A,ҡеүәтле,تکړه
685,schwach::A,көсһөҙ,ضعیف
686,schwach::A,көсһөҙ,کمزوری
687,fett::A,һимеҙ,چاغ
688,schlank::A,зифа,خوش اندام
689,hübsch::A,матур,ښکلی
690,hübsch::A,матур,ښایسته
691,böse::A,асыулы,شریر
692,böse::A,асыулы,قهرناک
693,dumm::A,иҫәр,احمق
694,faul::A,иренсәк,لټ
695,faul::A,иренсәк,تنبل
696,fleißig::A,тырыш,زحمت کښ
697,geizig::A,һаран,بخیل
698,klug::A,аҡыллы,عاقل
699,klug::A,аҡыллы,هوښیار
700,geschickt::A,оҫта,ماهر
701,lieb::A,яғымлы,عزیز
702,lieb::A,яғымлы,محبوب
703,lustig::A,күңелле,خوشحال
704,sanft::A,йыуаш,پوست
705,sanft::A,йыуаш,ملایم
706,hungrig::A,ас,وږی
707,krank::A,сирле,مريض
708,krank::A,сирле,ناروغ
709,krank::A,ауырыу,مريض
710,krank::A,ауырыу,ناروغ
711,nackt::A,яланғас,لوڅ
712,traurig::A,яманһыу,غمجن
713,lebendig::A,тере,ژوندی
714,lebendig::A,йәнле,ژوندی
715,gut::A,яҡшы,ښه
716,schlecht::A,хөрт,بد
717,schlecht::A,хөрт,خراب
718,schlecht::A,алама,بد
719,schlecht::A,алама,خراب
720,richtig::A,дөрөҫ,سم
721,richtig::A,дөрөҫ,صحیح
722,schlimm::A,хөрт,بد
723,schlimm::A,хөрт,مخوف
724,schlimm::A,алама,بد
725,schlimm::A,алама,مخوف
726,wahr::A,дөрөҫ,واقعي
727,alt::A,иҫке,زوړ
728,alt::A,боронғо,زوړ
729,neu::A,яңы,نوی
730,ehemalig::A,элекке,پخوانی
731,alt[Lebewesen]::A,ҡарт,زوړ
732,jung::A,йәш,ځوان
733,arm::A,фәҡир,غریب
734,arm::A,фәҡир,بې وزله
735,reich::A,бай,شتمن
736,reich::A,бай,دولتمند
737,bekannt::A,таныш,اشنا
738,berühmt::A,атаҡлы,مشهور
739,berühmt::A,данлыҡлы,مشهور
740,fremd::A,ят,پردی
741,fremd::A,ят,بېګانه
742,fremd::A,сит,پردی
743,fremd::A,сит,بېګانه
744,verschieden::A,төрлө,مختلف
745,nah::A,яҡын,نژدې
