,Concept_ID,bn,kn
90,See::N,হ্রদ,ಸರೋವರ
91,Sumpf::N,জলা,ಜೌಗುಸ್ಥಳ
92,Moor::N,মাঠ,ಬಂಜರು ಭೂಮಿ
93,Wiese::N,তৃণভূমি,ಹುಲ್ಲುಗಾವಲು
94,Wald::N,বন,ಕಾಡು
95,Hügel::N,পাহাড়,ಗುಡ್ಡೆ
96,Anhöhe::N,টিলা,ದಿಬ್ಬ
97,Berg::N,পর্বত,ಮಲೆ
98,Berg::N,পর্বত,ಪರ್ವತ
99,Gipfel::N,শীর্ষ,ಶೃಂಗ
100,Höhle::N,গুহা,ಗುಹೆ
101,Abhang::N,ঢাল,ಇಳಿಜಾರು
102,Quelle::N,উৎস,ಮೂಲ
103,Bach::N,ক্ষুদ্র নদী,ತೊರೆ
104,Fluss::N,নদী,ನದಿ
105,Ufer::N,উপকূল,ತೀರ
106,Küste::N,তীর,ದಂಡೆ
107,Festland::N,ভূমি,ಭೂಮಿ
108,Meer::N,সমুদ্র,ಕಡಲು
109,Bucht::N,উপসাগর,ಖಾರಿ
110,Insel::N,দ্বীপ,ದ್ವೀಪ
111,Blume::N,ফুল,ಸುಮ
112,Gras::N,ঘাস,ಹುಲ್ಲು
113,Wurzel::N,শিকড়,ಬೇರು
114,Baum::N,গাছ,ಮರ
115,Stamm::N,স্কন্ধ,ಕಾಂಡ
116,Rinde::N,বল্কল,ತೂಗಟಿ
117,Ast::N,শাখা,ಶಾಖೆ
118,Zweig::N,ডাল,ರೆಂಬೆ
119,Blatt::N,পর্ণ,ಎಲೆ
120,Birke::N,ভুর্জ,ಬರ್ಚ್ ಮರ
121,Kiefer[Baum]::N,পাইন গাছ,ದೇವದಾರು ಮರ
122,Weide[Baum]::N,উইলো,ವಿಲೋಮರ
123,Tanne::N,দেবদারূ গাছ,ಭದ್ರದಾರು
124,Horn::N,শিং,ಕೊಂಬು
125,Feder::N,পালক,ಪುಕ್ಕ
126,Fell::N,রোম,ರೋಮ
127,Flügel::N,ডানা,ರೆಕ್ಕೆ
128,Klaue::N,নখর,ಪಂಜ
129,Kralle::N,নখর,ಉಗುರು
130,Schwanz::N,লেজ,ಬಾಲ
131,Ei::N,ডিম,ಮೊಟ್ಟೆ
132,Nest::N,কুলায়,ಗೂಡು
133,Bau::N,ডেরা,ಅಡಗುದಾಣ
134,Tier::N,জন্তু,ಪ್ರಾಣಿ
135,Herde::N,ঝাঁক,ಗುಂಪು
136,Kuh::N,গোরু,ಹಸು
137,Bulle::N,বৃষ,ಗೂಳಿ
138,Pferd::N,ঘোড়া,ಕುದುರೆ
139,Schaf::N,ভেড়া,ಕುರಿ
140,Schwein::N,শূকর,ಹಂದಿ
141,Hund::N,কুকুর,ನಾಯಿ
142,Katze::N,বেড়াল,ಬೆಕ್ಕು
143,Bär::N,ভল্লুক,ಕರಡಿ
144,Eichhörnchen::N,কাঠবিড়াল,ಉಡುತೆ
145,Elch::N,হরিণবিশেষ,ಕಡವೆ
146,Fuchs::N,পাঁতিশিয়াল,ನರಿ
147,Hase::N,শশক,ಮೊಲ
148,Maus::N,নেংটি ইঁদুর,ಇಲಿ
149,Wolf::N,নেকড়ে,ತೋಳ
150,Vogel::N,পক্ষী,ಪಕ್ಷಿ
151,Schwarm::N,ঝাঁক,ಗುಂಪು
152,Huhn::N,মোরগ,ಚಿಕ್
153,Hahn::N,কুক্কুট,ಹುಂಜ
154,Gans::N,হংসী,ವರಟೆ
155,Adler::N,ইগল,ಗರುಡ
156,Ente::N,হংসী,ಬಾತು
157,Eule::N,পেচক,ಗೂಬೆ
158,Kranich::N,সারস,ಕೊಕ್ಕರ
159,Krähe::N,কাক,ಕಾಗೆ
160,Kuckuck::N,কোকিল,ಕೋಗಿಲೆ
161,Schwan::N,মরাল,ಹಂಸಪಕ್ಷಿ
162,Fisch::N,মাছ,ಮೀನು
163,Barsch::N,মৎন্যবিশেষ,ಪರ್ಚ್ ಮೀನು
164,Hecht::N,বানমাছ,ಪೈಕ್ ಮೀನು
165,Schlange[Tier]::N,সর্প,ಹಾವು
166,Wurm::N,কীট,ಹುಳು
167,Spinne::N,মাকড়সা,ಊರ್ಣನಾಭ
168,Ameise::N,পিপীলিকা,ಇರುವೆ
169,Laus::N,উকুন,ಹೇನು
170,Mücke::N,মশা,ಸೊಳ್ಳೆ
171,Fliege::N,মাছি,ನೊಣ
172,Schmetterling::N,প্রজাপতি,ಪತಂಗ
173,Beere::N,বেরি,ನಯವಣ್ಣು
174,Apfel::N,আপেল,ಸೇಬು
175,Pilz::N,ছত্রক,ಅಣಬೆ
176,Zwiebel::N,পিয়াজ,ನೀರುಳ್ಳಿ
177,Saat::N,বীজ,ಬಿತ್ತ
178,Korn::N,শস্য,ಬೀಜ
179,Heu::N,খড়,ಕರಡ
180,Schale::N,খোসা,ಹೊಟ್ಟು
181,Grube::N,গর্ত,ಗುಂಡಿ
182,Falle::N,ফাঁদ,ಬೋನು
183,Schlinge::N,পাশ,ಉರುಲು
184,Spur::N,চিহ্ন,ಜಾಡು
185,Asche::N,ভস্ম,ಬೂದಿ
186,Dreck::N,ময়লা,ಹೊಲಸು
187,Eisen::N,লোহা,ಕಬ್ಬಿಣ
188,Gold::N,স্বর্ণ,ಚಿನ್ನ
189,Silber::N,রৌপ্য,ಬೆಳ್ಳಿ
190,Kohle::N,অঙ্গার,ಕಲ್ಲಿದ್ದಲು
191,Glas::N,কাচ,ಗಾಜು
192,Lehm::N,মৃত্তিকা,ಜೇಡಿಮಣ್ಣು
193,Sand::N,বালি,ಮರಳು
194,Mensch::N,নর,ಪುರುಷ
195,Mensch::N,মানুষ,ಪುರುಷ
196,Mann::N,মানুষ,ಆಳು
197,Frau::N,নারী,ಹೆಣ್ಣು
198,Kind::N,বাচ্চা,ಮಗು
199,Junge::N,ছেলে,ಹುಡುಗ
200,Mädchen::N,মেয়ে,ಹುಡುಗಿ
201,Familie::N,পরিবার,ಕುಟುಂಬ
202,Großvater::N,মাতামহ,ಅಜ್ಜ
203,Großmutter::N,মাতামহী,ಅಮ್ಮ
204,Eltern::N,মাতাপিতা,ಹೆತ್ತವರು
205,Vater::N,পিতা,ತಂದೆ
206,Mutter::N,মাতা,ಅಮ್ಮ
207,Sohn::N,ছেলে,ಮಗ 
208,Tochter::N,মেয়ে,ಮಗಳು
209,Bruder::N,দাদা,ತಮ್ಮ
210,Schwester::N,বোন,ತಂಗಿ
211,Schwester::N,দিদি,ತಂಗಿ
212,Onkel::N,মামা,ಸೋದರಮಾವ
213,Onkel::N,মামা,ದೊಡ್ಡಪ್ಪ
214,Tante::N,মাসী,ಚಿಕ್ಕಮ್ಮ
215,Ehemann::N,স্বামী,ಗಂಡ
216,Ehefrau::N,পত্নী,ಹೆಂಡತಿ
217,Freude::N,উল্লাস,ನಲಿವು
218,Gelächter::N,হাসি,ನಗೆ
219,Glück::N,সুখ,ಆನಂದ
220,Kummer::N,দুঃখ,ದುಃಖ
221,Wunsch::N,আকাঙ্ক্ষা,ಬಯಕೆ
222,Lust::N,বাসনা,ಇಷ್ಟ
223,Geist::N,আত্না,ಆತ್ಮ
224,Gedanke::N,চিন্তা,ಯೋಚನೆ
225,Gedächtnis::N,স্মরণশক্তি,ಸ್ಮರಣೆ
226,Verstand::N,মন,ಮನಸ್ಸು
227,Sinn::N,পদার্থ,ಅರ್ಥ
228,Grund::N,কারণ,ಕಾರಣ
229,Wahrheit::N,সত্য,ಸತ್ಯ
230,Gespräch::N,কথাবার্তা,ಸಂಭಾಷಣೆ
231,Märchen::N,রূপকথা,ಸುಳ್ಳು ಕಥೆ
232,Erzählung::N,গল্প,ಕಥೆ
233,Nachricht::N,তথ্য,ಸಂದೇಶ
234,Neuigkeit::N,খবরাখবর,ಸುದ್ದಿ
235,Name::N,নাম,ಹೆಸರು
236,Rätsel::N,ধাঁধা,ಒಗಟು
237,Rede::N,বক্তৃতা,ಮಾತು
238,Sprache::N,ভাষা,ಭಾಷೆ
239,Stimme::N,স্বর,ಧ್ವನಿ
240,Wort::N,শব্দ,ಮಾತು
241,Zeichen::N,প্রতীক,ಗುರುತು
242,Ruf::N,ডাক,ಕೂಗು
243,Lärm::N,হৈচৈ,ಸದ್ದು
244,Laut::N,ধ্বনি,ಶಬ್ದ
245,Ton::N,স্বর,ನಾದ
246,Lied::N,গান,ಗಾನ
247,Ruhe::N,শান্তি,ಶಾಂತಿ
248,Leute::N,প্রজাপুঞ্জ,ಮಂದಿ
249,Volk::N,জাতি,ಜನಾಂಗ
250,Arbeit::N,চাকরি,ಕೆಲಸ
251,Gast::N,অতিথি,ಅತಿಥಿ
252,Geschenk::N,উপহার,ಕಾಣಿಕೆ
253,Spiel::N,খেলা,ಆಟ
254,Gesellschaft::N,সঙ্গিগণ,ಸಂಗ
255,Hilfe::N,সাহায্য,ಸಹಾಯ
256,Freund::N,বন্ধু,ಸ್ನೇಹಿತ
257,Kamerad::N,সঙ্গী,ಜೊತೆಗಾರ
258,Angelegenheit::N,বিষয়,ವಿಚಾರ
259,Anzahl::N,পরিমাণ,ಎಣಿಕೆ
260,Art::N,রকম,ತರ
261,Stück::N,টুকরো,ತುಂಡು
262,Teil::N,অংশ,ಭಾಗ
263,Hälfte::N,অর্ধেক,ಅರ್ಧ
264,Kreis::N,বৃত্ত,ವೃತ್ತ
265,Kreuz::N,ক্রুশ,ಶಿಲುಬೆ
266,Linie::N,রেখা,ರೀಖೆ
267,Strich::N,কষি,ಗೀಟು
268,Abstand::N,ফাঁক,ಅಂತರ
269,Entfernung::N,ব্যবধান,ದೂರ
270,Gegend::N,ক্ষেত্র,ವಿಸ್ತೀರ್ಣ
271,Platz::N,জায়গা,ಅಂತರ
272,Ort::N,স্থান,ಸ್ಥಳ
273,Seite::N,পার্শ্ব,ಪಕ್ಷ
274,Mitte::N,মধ্য,ನಡು
275,Gegenstand::N,জিনিস,ವಸ್ತು
276,Sache::N,বস্তু,ವಸ್ತು
277,Rand::N,কানা,ಅಂಚು
278,Kante::N,ধার,ಅಂಚು
279,Ecke::N,কোণ,ಮೂಲೆ
280,Spitze::N,ডগা,ತುದಿ
281,Ende::N,প্রান্ত,ಕೊನೆ
282,Loch::N,গর্ত,ತೂತು
283,Winkel::N,কোণ,ಕೋನ
284,Muster::N,নমুন্,ನಮೂನೆ
285,Größe::N,আয়তন,ಪ್ರಮಾಣ
286,Länge::N,দৈর্ঘ্য,ಉದ್ದ
287,Höhe::N,উচ্চতা,ಎತ್ತರ
288,Gewicht::N,ওজন,ತೂಕ
289,Menge::N,পরিমাণ,ಮೊತ್ತ
290,Haufen::N,পুঞ্জ,ರಾಶಿ
291,Reihe::N,শ্রেণী,ಸಾಲು
292,Boot::N,নৌকা,ದೋಣಿ
293,Ruder::N,দাঁড়,ಹುಟ್ಟು
294,Schlitten::N,স্নেজ্-গাড়ি,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
295,Ski::N,শী,ಜಾರುಪಟ್ಟಿ
296,Lagerfeuer::N,অগ্নি,ಶಿಬಿರಾಗ್ನಿ
297,Last::N,বোঝা,ಹೊರೆ
298,Gang::N,হণ্টন,ತಿರುಗಾಟ
299,Schritt::N,পদ,ಹೆಜ್ಜೆ
300,Norden::N,উত্তরদিক্,ಉತ್ತರ
301,Süden::N,দক্ষিণদিক,ದಕ್ಷಿಣ
302,Westen::N,পশ্চিমদিক্,ಪಶ್ಚಿಮ
303,Osten::N,পূর্বদিক,ಮೂಡಲು
304,Holz::N,কাঠ,ಚೌಬೀನೆ
305,Brett::N,তক্তা,ಹಲಗೆ
306,Platte::N,ফলক,ಹಲಗೆ
307,Stütze::N,নাগদণ্ড,ಆಸರೆ
308,Stange::N,দণ্ড,ಕಂಬ
309,Stock::N,ছড়ি,ಕೋಲು
310,Stab::N,যষ্টি,ದೊಣ್ಣೆ
311,Rohr::N,নল,ನಳಿಕೆ
312,Haus::N,ঘর,ಮನೆ
313,Heim::N,বাসা,ಗೃಹ
314,Ofen::N,স্টোভ্,ಒಲೆ
315,Fußboden::N,গহতল,ನೆಲ
316,Tisch::N,মেজ,ಮೇಜು
317,Tisch::N,টেবিল,ಮೇಜು
318,Stuhl::N,চেয়ার,ಕುರ್ಚಿ
319,Stuhl::N,কেদারা,ಕುರ್ಚಿ
320,Wiege::N,দোলনা,ತೊಟ್ಟಿಲು
321,Bett::N,শয্যা,ಹಾಸಿಗೆ
322,Regal::N,তাক,ಬೀರು
323,Kiste::N,বাক্স,ಪಟ್ಟಿಗೆ
324,Fenster::N,জানালা,ಕಿಟಕಿ
325,Tür::N,দ্বার,ಬಾಗಿಲು
326,Tor::N,দ্বার,ಹೆಬ್ಬಾಗಿಲು
327,Zaun::N,বেড়া,ಬೇಲಿ
328,Dach::N,ছাদ,ಮಾಳಿಗೆ
329,Leiter::N,মই,ಏಣಿ
330,Besen::N,গুল্মবিশেষ,ಪೊರಕೆ
331,Spaten::N,কোদাল,ಗುದ್ದಲಿ
332,Schaufel::N,বেলচা,ಸನಿಕೆ
333,Gabel::N,কাঁটা,ಕವಲು
334,Löffel::N,চামচ,ಚಮಚ
335,Messer::N,ছুরি,ಚಾಕು
336,Nagel::N,পেরেক,ಆಣಿ
337,Netz::N,জাল,ಬಲೆ
338,Haken::N,কাচি,ಕೊಂಡಿ
339,Griff::N,হাতল,ಹಿಡಿ
340,Schloss::N,তালা,ವೀಗ
341,Bild::N,ছবি,ಚಿತ್ರ
342,Bild::N,চিত্র,ಚಿತ್ರ
343,Figur::N,আকার,ಆಕಾರ
344,Puppe::N,পুতুল,ಗೊಂಬೆ
345,Beutel::N,বটুয়া,ಸಂಚಿ
346,Bündel::N,আঁটি,ಕಟ್ಟು
347,Tasche::N,থলি,ಚೀಲ
348,Eimer::N,বাল্তি,ಬಾನೆ
349,Deckel::N,আবরণ,ಮುಚ್ಚಳ
350,Geschirr::N,থালা-বাসন,ಭಕ್ಷ್ಯಗಳು
351,Sack::N,বস্তা,ಮೂಟೆ
352,Tasse::N,কাপ,ಬಟ್ಟಲು
353,Topf::N,পাত্র,ಮಡಕೆ
354,Kessel::N,কেটলি,ಕೆಟಲ್
355,Essen::N,আহার,ಊಟ
356,Nahrung::N,খাদ্য,ಆಹಾರ
357,Speise::N,খাদ্য,ಊಟ
358,Fleisch::N,মাংস,ಮಾಂಸ
359,Getreide::N,শস্য,ಧಾನ್ಯ
360,Brei::N,মণ্ড,ಗಂಜಿ
361,Brot::N,রুটি,ರೊಟ್ಟಿ
362,Scheibe::N,ফালি,ಹೋಳು
363,Fett::N,মেদ,ಕೊಬ್ಬು
364,Butter::N,মাখন,ಬೆಣ್ಣೆ
365,Öl::N,তৈল,ಎಣ್ಣೆ
366,Salz::N,নুন,ಉಪ್ಪು
367,Suppe::N,শুরুয়া,ಎಸರು
368,Honig::N,মধু,ಮಧು
369,Milch::N,দুধ,ಹಾಲು
370,Tee::N,চা,ಚಹ
371,Leder::N,পাকা চামড়া,ಚಕ್ಕಳ
372,Wolle::N,পশম,ಉಣ್ಣೆ
373,Stoff::N,বস্ত্র,ಬಟ್ಟೆ
374,Nadel::N,সুচ,ಸೂಜಿ
375,Faden::N,সূত্র,ದಾರ
376,Knopf::N,বোতাম,ಗುಂಡು
377,Knoten::N,গিঁট,ಗಂಟು
378,Farbe::N,রং,ಬಣ್ಣ
379,Kleidung::N,কাপড়,ಅರಿವೆ
380,Hemd::N,শার্ট,ಅಂಗಿ
381,Kragen::N,গলবন্ধ,ಕುತ್ತಿಗೆಪಟ್ಟಿ
382,Ärmel::N,আস্তিন্,ತೋಳು
383,Hose::N,ট্রাউজার,ಇಜಾರ
384,Gürtel::N,কটিবন্ধ,ಬೆಲ್ಟು
385,Mütze::N,টুপি,ಟೋಪಿ
386,Schuh::N,জুতো,ಪಾದರಕ್ಷೆ
387,Stiefel::N,বুট,ಬೂಟು
388,Ring::N,আংটি,ಉಂಗುರ
389,Band::N,ফিতা,ರಿಬ್ಬನ್
390,Kamm::N,চিরুনি,ಹಣಿಗೆ
391,Spiegel::N,আয়না,ಕನ್ನಡಿ
392,Riemen::N,চাবুক,ಬಾರು
393,Schnur::N,দড়ি,ಹುರಿ
394,Leine::N,শিকল,ಹಗ್ಗ
395,Decke::N,কম্বল,ಕಂಬಳಿ
396,Kissen::N,উপাধান,ದಿಂಬು
397,Tuch::N,বস্ত্র,ಕೊರಳ ಬಟ್ಟೆ
398,Handtuch::N,তোয়ালে,ಚೌಕ
399,Kraft::N,জোর,ಬಲ
400,Stärke::N,শক্তি,ಶಕ್ತಿ
401,Gesundheit::N,স্বাস্থ্য,ಆರೋಗ್ಯ
402,Krankheit::N,অসুখ,ರೋಗ
403,Krankheit::N,ব্যামো,ರೋಗ
404,Schmerz::N,যন্ত্রণা,ನೋವು
405,Wunde::N,ক্ষত,ಗಾಯ
406,Fieber::N,জ্বর,ಜ್ವರ
407,Arznei::N,ঔষধ,ಔಷಧ
408,Brücke::N,সেতু,ಸೇತುವೆ
409,Brunnen::N,কূপ,ಬಾವಿ
410,Weide::N,পশুচারণভূমি,ಗೋಮಾಳ
411,Pfad::N,পথ,ದಾರಿ
412,Weg::N,পথ,ಹಾದಿ
413,Straße::N,রাস্তা,ರಸ್ತೆ
414,Dorf::N,গ্রাম,ಹಳ್ಳಿ
415,Stadt::N,শহর,ಪಟ್ಟಣ
416,Brief::N,চিঠি,ಕಾಗದ
417,Buch::N,বই,ಪುಸ್ತಕ
418,Buchstabe::N,অক্ষর,ಅಕ್ಷರ
419,Zeitung::N,সংবাদপত্র,ವಾರ್ತಾಪತ್ರಿಕೆ
420,Leben::N,জীবন,ಜೀವನ
421,Tod::N,মৃত্যু,ಮರಣ
422,Grab::N,কবর,ಗೋರಿ
423,Kirche::N,গির্জা,ಚರ್ಚು
424,Sünde::N,পাপ,ಪಾಪ
425,Gott::N,দেবতা,ದೇವರು
426,Arbeiter::N,শ্রমিক,ಕೆಲಸಗಾರ
427,Chef::N,নেতা,ದಣಿ
428,Meister::N,ব্যক্তি,ಶಿಕ್ಷಕ
429,Arzt::N,চিকিৎসক,ವೈದ್ಯ
430,Lehrer::N,অধ্যাপক,ಉಪಾಧ್ಯಾಯ
431,Geld::N,মুদ্রা,ಹಣ
432,Geld::N,টাকাপয়সা,ಹಣ
433,Geschäft::N,ব্যস্ততা,ವಾಣಿಜ್ಯ
434,Laden::N,দোকান,ಅಂಗಡಿ
435,Preis::N,মূল্য,ಬೆಲೆ
436,Ware::N,পণ্যদ্রব্য,ಸರಕು
437,Nutzen::N,সুবিধা,ಲಾಭ
438,Reichtum::N,ধনদৌলত,ಸಂಪತ್ತು
439,Welt::N,জগৎ,ಭೂಲೋಕ
440,Land::N,খেত,ದೇಶ
441,Staat::N,রাষ্ট্র,ರಾಜ್ಯ
442,König::N,রাজা,ರಾಜ
443,Macht::N,প্রভাব,ಅಧಿಕಾರ
444,Grenze::N,সীমা,ಗಡಿ
445,Krieg::N,যুদ্ধ,ಯುದ್ಧ
446,Feind::N,শত্রু,ಶತ್ರು
447,Gewalt::N,জোর,ಹಿಂಸೆ
448,Kampf::N,লড়াই,ಹೋರಾಟ
449,Bogen[Waffe]::N,ধনুক,ಬಿಲ್ಲು
450,Pfeil::N,বাণ,ಅಂಬು
451,Gewehr::N,বন্দুক,ಬಂದೂಕು
452,Fehler::N,ভুল,ತಪ್ಪು
453,Lüge::N,মিথ্যা,ಸುಳ್ಳು
454,Schaden::N,ক্ষতি,ಹಾನಿ
455,Unglück::N,দুর্ভাগ্য,ಅಪಾಯ
456,Schuld::N,অপরাধ,ದೋಷ
457,Alter::N,আয়ু,ಮುಪ್ಪು
458,Schluss::N,শেষ,ಮುಕ್ತಾಯ
459,Zeit::N,সময়,ಕಾಲ
460,Tag::N,দিন,ದಿನ
461,Morgen::N,সকাল,ಮುಂಜಾನೆ
462,Mittag::N,মধ্যাহু,ನಡುಹಗಲು
463,Abend::N,সন্ধ্যা,ಸಂಜೆ
464,Nacht::N,রাত্রি,ರಾತ್ರಿ
465,Woche::N,সপ্তাহ,ವಾರ
466,Monat::N,মাস,ತಿಂಗಳು
467,Jahr::N,সৌরবর্ষ,ಸಂವತ್ಸರ
468,Frühling::N,বসন্তকাল,ವಸಂತ
469,Sommer::N,গ্রীষ্মকাল,ಬಿಸಿಲುಕಾಲ
470,Herbst::N,শরংঋতু,ಶರತ್ಕಾಲ
471,Winter::N,শীতকাল,ಚಳಿಗಾಲ
472,Januar::N,জানুয়ারী,ನಾಲ್ಚಳಿ
473,Februar::N,ফেব্রুয়ারী,ಅಯ್ಚಳಿ
474,März::N,মার্চ,ಮೊಬ್ಬೇಸಿಗೆ
475,April::N,এপ্রিল,ಇಬ್ಬೇಸಿಗೆ
476,Mai::N,মে,ಮುಬ್ಬೇಸಿಗೆ
477,Juni::N,জুন,ಮೊಮ್ಮಳೆ
478,Juli::N,জুলাই,ಇಮ್ಮಳೆ
479,August::N,অগাস্ট,ಮುಮ್ಮಳೆ
480,September::N,সেপ্টেম্বর,ನಾಲ್ಮಳೆ
481,Oktober::N,অক্টোবর,ಮೊಚ್ಚಳಿ
482,November::N,নভেম্বর,ಇಚ್ಚಳಿ
483,Dezember::N,ডিসেম্বর,ಮುಚ್ಚಳಿ
484,Montag::N,সোমবার,ಸೋಮುವಾರ
485,Dienstag::N,মঙ্গলবার,ಮಂಗಳವಾರ
486,Mittwoch::N,বুধবার,ಬುಧವಾರ
487,Donnerstag::N,বৃহম্পতিবার,ಗುರುವಾರ
488,Freitag::N,শুক্রবার,ಶುಕ್ರವಾರ
489,Samstag::N,শনিবার,ಶನಿವಾರ
490,Sonntag::N,রবিবার,ಭಾನುವಾರ
491,groß::A,বৃহৎ,ದೊಡ್ಡ
492,klein::A,ছোট,ಪುಟ್ಟ
493,lang::A,দীর্ঘ,ದೀರ್ಘ
494,kurz::A,খর্ব,ಚಕ್ಕ
495,kurz::A,হ্রস্ব,ಚಕ್ಕ
496,breit::A,চওড়া,ಅಗಲವಾದ
497,schmal::A,সরু,ಇಕ್ಕಟ್ಟಾದ
498,dicht::A,ঘন,ದಟ್ಟ
499,dick[Gegenstand]::A,পুরু,ದಟ್ಟ
500,dünn::A,কৃশ,ತೆಳು
501,fein::A,সূক্ষ্ম,ಕೋಮಲ
502,fest::A,দৃঢ়,ಘನ
503,flach::A,সমতল,ಚಪ್ಪಟೆ
504,glatt::A,মসৃণ,ನಯ
505,hart::A,শক্ত,ಗಟ್ಟಿ
506,weich::A,নরম,ಮೃದುವಾದ
507,rund::A,গোলাকার,ವರ್ತುಳ
508,spitz::A,তীক্ষ্ন,ಮೊನಚಾದ
509,scharf::A,শাণিত,ತೀಕ್ಷ್ಣ
510,stumpf::A,ভোঁতা,ಮೊಂಡು
511,schwer::A,ভারী,ಭಾರಿ
512,schön::A,সুন্দর,ಸುಂದರ
513,heiß::A,গরম,ಬಿಸಿ
514,warm::A,ঈষদুষ্ণ,ಬಿಸಿ
515,kalt::A,ঠাণ্ডা,ತಣ್ಣನೆಯ
