,Concept_ID,uk,ca
809,liegen::V,лежати,jeure
810,hängen::V,висіти,penjar
811,werden::V,стати,fer-se
812,werden::V,стати,posar-se
813,werden::V,робитися,fer-se
814,werden::V,робитися,posar-se
815,passieren::V,трапитися,succeir
816,beginnen::V,початися,iniciar-se
817,enden::V,кінчитися,acabar-se
818,enden::V,кінчитися,terminar-se
819,wechseln::V,мінятися,canviar
820,aufgehen[Sonne]::V,зійти,sortir
821,untergehen[Sonne]::V,зайти,posar-se
822,scheinen[Sonne]::V,світити,brillar
823,donnern::V,гриміти,tronar
824,wehen::V,віяти,bufar
825,strömen::V,литися,afluir
826,fließen::V,текти,fluir
827,sich drehen::V,обертатися,girar
828,schwanken::V,коливатися,vacil·lar
829,schwingen::V,хитатися,oscil·lar
830,schwingen::V,гойдатися,oscil·lar
831,fallen::V,падати,caure
832,fallen::V,падати,tombar
833,brennen::V,горіти,cremar
834,rauchen::V,диміти,fumejar
835,regnen::V,дощити,ploure
836,gefrieren::V,змерзнути,gelar-se
837,tauen::V,танути,fondre's
838,schmelzen::V,плавитися,fondre's
839,trocknen::V,сохнути,assecar-se
840,sieden::V,кипіти,bullir
841,faulen::V,гнити,podrir-se
842,verfaulen::V,згнити,podrir-se
843,reißen::V,рватися,trencar-se
844,versinken::V,тонути,enfonsar-se
845,vergehen::V,проходити,passar
846,erscheinen::V,з’явитися,aparèixer
847,verschwinden::V,щезнути,desaparèixer
848,verschwinden::V,зникнути,desaparèixer
849,sinken::V,спадати,baixar
850,sinken::V,спадати,descendir
851,abnehmen::V,поменшитися,decréixer
