,Concept_ID,nl,pl
194,Mücke::N,mug,komar
195,Fliege::N,vlieg,mucha
196,Schmetterling::N,vlinder,motyl
197,Beere::N,bes,jagoda
198,Apfel::N,appel,jabłko
199,Pilz::N,paddestoel,grzyb
200,Zwiebel::N,ui,cebula
201,Saat::N,zaad,siew
202,Korn::N,graan,ziarno
203,Korn::N,korrel,ziarno
204,Heu::N,hooi,siano
205,Schale::N,schil,łupina
206,Grube::N,kuil,dół
207,Grube::N,kuil,jama
208,Falle::N,val,pułapka
209,Schlinge::N,strop,sidła
210,Spur::N,spoor,ślad
211,Asche::N,as,popiół
212,Dreck::N,drek,brud
213,Eisen::N,ijzer,żelazo
214,Gold::N,goud,złoto
215,Silber::N,zilver,srebro
216,Kohle::N,kool,węgiel
217,Glas::N,glas,szkło
218,Lehm::N,klei,glina
219,Sand::N,zand,piasek
220,Mensch::N,mens,człowiek
221,Mann::N,man,mężczyzna
222,Frau::N,vrouw,kobieta
223,Kind::N,kind,dziecko
224,Junge::N,jongen,chłopak
225,Junge::N,jongen,chłopiec
226,Mädchen::N,meisje,dziewczynka
227,Familie::N,gezin,rodzina
228,Familie::N,familie,rodzina
229,Großvater::N,grootvader,dziadek
230,Großmutter::N,grootmoeder,babka
231,Eltern::N,ouders,rodzice
232,Vater::N,vader,ojciec
233,Mutter::N,moeder,matka
234,Sohn::N,zoon,syn
235,Tochter::N,dochter,córka
236,Bruder::N,broer,brat
237,Bruder::N,broeder,brat
238,Schwester::N,zus,siostra
239,Schwester::N,zuster,siostra
240,Onkel::N,oom,wuj
241,Onkel::N,oom,stryj
242,Tante::N,tante,ciotka
243,Ehemann::N,echtgenoot,mąż
244,Ehefrau::N,echtgenote,żona
245,Freude::N,vreugde,radość
246,Gelächter::N,gelach,śmiech
247,Glück::N,geluk,szczęście
248,Kummer::N,verdriet,zmartwienie
249,Wunsch::N,wens,życzenie
250,Wunsch::N,verlangen,życzenie
251,Lust::N,zin,chęć
252,Lust::N,zin,ochota
253,Lust::N,lust,chęć
254,Lust::N,lust,ochota
255,Geist::N,geest,duch
256,Gedanke::N,gedachte,myśl
257,Gedächtnis::N,geheugen,pamięć
258,Verstand::N,verstand,rozum
259,Sinn::N,betekenis,zmysł
260,Grund::N,reden,powód
261,Wahrheit::N,waarheid,prawda
262,Gespräch::N,gesprek,rozmowa
263,Märchen::N,sprookje,bajka
264,Erzählung::N,verhaal,opowiadanie
265,Nachricht::N,tijding,wiadomość
266,Neuigkeit::N,nieuws,nowina
267,Neuigkeit::N,nieuwtje,nowina
268,Name::N,naam,imię
269,Rätsel::N,raadsel,zagadka
270,Rede::N,rede,mowa
271,Sprache::N,taal,język
272,Stimme::N,stem,głos
273,Wort::N,woord,słowo
274,Zeichen::N,teken,znak
275,Ruf::N,roep,wołanie
276,Lärm::N,lawaai,hałas
277,Lärm::N,lawaai,zgiełk
278,Laut::N,klank,dźwięk
279,Laut::N,geluid,dźwięk
280,Ton::N,toon,ton
281,Ton::N,toon,dźwięk
282,Ton::N,klank,ton
283,Ton::N,klank,dźwięk
284,Lied::N,lied,pieśń
285,Lied::N,lied,piosenka
286,Ruhe::N,rust,spokój
287,Ruhe::N,stilte,spokój
288,Leute::N,lui,ludzie
289,Leute::N,mensen,ludzie
290,Volk::N,volk,naród
291,Arbeit::N,werk,praca
292,Arbeit::N,werk,robota
293,Arbeit::N,arbeid,praca
294,Arbeit::N,arbeid,robota
295,Gast::N,gast,gość
296,Geschenk::N,cadeau,prezent
297,Geschenk::N,cadeau,podarunek
298,Geschenk::N,geschenk,prezent
299,Geschenk::N,geschenk,podarunek
300,Spiel::N,spel,gra
301,Spiel::N,spel,zabawa
302,Gesellschaft::N,gezelschap,towarzystwo
303,Hilfe::N,hulp,pomoc
304,Freund::N,vriend,przyjaciel
305,Kamerad::N,maat,kolega
306,Kamerad::N,metgezel,kolega
307,Angelegenheit::N,zaak,sprawa
308,Angelegenheit::N,aangelegenheid,sprawa
309,Anzahl::N,tal,ilość
310,Anzahl::N,aantal,ilość
311,Art::N,slag,rodzaj
312,Art::N,soort,rodzaj
313,Stück::N,stuk,kawałek
314,Teil::N,deel,część
315,Hälfte::N,helft,połowa
316,Kreis::N,kring,krąg
317,Kreis::N,cirkel,krąg
318,Kreuz::N,kruis,krzyż
319,Linie::N,lijn,linia
320,Strich::N,haal,kreska
321,Strich::N,streep,kreska
322,Abstand::N,afstand,odstęp
323,Entfernung::N,afstand,odległość
324,Gegend::N,streek,okolica
325,Platz::N,ruimte,miejsce
326,Ort::N,oord,miejsce
327,Ort::N,plaats,miejsce
328,Seite::N,zij,bok
329,Seite::N,zij,strona
330,Seite::N,kant,bok
331,Seite::N,kant,strona
332,Seite::N,zijde,bok
333,Seite::N,zijde,strona
334,Mitte::N,midden,środek
335,Gegenstand::N,voorwerp,przedmiot
336,Sache::N,zaak,rzecz
337,Rand::N,rand,skraj
338,Rand::N,rand,krawędź
339,Rand::N,boord,skraj
340,Rand::N,boord,krawędź
341,Kante::N,kant,kant
342,Kante::N,kant,krawędź
343,Ecke::N,hoek,róg
344,Spitze::N,punt,ostrze
345,Spitze::N,spits,ostrze
346,Ende::N,einde,koniec
347,Ende::N,uiteinde,koniec
348,Loch::N,gat,dziura
349,Winkel::N,hoek,kąt
350,Winkel::N,hoek,kącik
351,Muster::N,dessin,wzór
352,Muster::N,patroon,wzór
353,Größe::N,grootte,rozmiar
354,Größe::N,grootte,wielkość
355,Länge::N,lengte,długość
356,Höhe::N,hoogte,wysokość
357,Gewicht::N,gewicht,ciężar
358,Menge::N,hoeveelheid,ilość
359,Haufen::N,hoop,kupa
360,Reihe::N,rij,rząd
361,Reihe::N,rij,szereg
362,Reihe::N,reeks,rząd
363,Reihe::N,reeks,szereg
364,Boot::N,boot,łódź
365,Boot::N,boot,łódka
366,Ruder::N,roeiriem,wiosło
367,Schlitten::N,slee,sanki
368,Schlitten::N,slede,sanki
369,Ski::N,ski,narta
370,Lagerfeuer::N,kampvuur,ognisko
371,Last::N,last,ciężar
372,Last::N,last,brzemię
373,Last::N,vracht,ciężar
374,Last::N,vracht,brzemię
375,Gang::N,wandeling,chód
376,Schritt::N,stap,krok
377,Schritt::N,schrede,krok
378,Norden::N,noorden,północ
379,Süden::N,zuiden,południe
380,Westen::N,westen,zachód
381,Osten::N,oosten,wschód
382,Holz::N,hout,drzewo
383,Brett::N,plank,deska
384,Platte::N,plaat,płyta
385,Stütze::N,stut,podpora
386,Stütze::N,steun,podpora
387,Stange::N,stang,drąg
388,Stange::N,stang,żerdź
389,Stock::N,stok,kij
390,Stock::N,stok,laska
391,Stab::N,staf,pręt
392,Rohr::N,pijp,rura
393,Haus::N,huis,dom
394,Heim::N,tehuis,dom
395,Ofen::N,kachel,piec
396,Fußboden::N,vloer,podłoga
397,Tisch::N,tafel,stół
398,Stuhl::N,stoel,krzesło
399,Wiege::N,wieg,kołyska
400,Bett::N,bed,łóżko
401,Bett::N,bed,pościel
402,Regal::N,rek,regał
403,Kiste::N,kist,skrzynia
404,Fenster::N,raam,okno
405,Fenster::N,venster,okno
406,Tür::N,deur,drzwi
407,Tor::N,poort,brama
408,Zaun::N,omheining,płot
409,Zaun::N,omheining,parkan
410,Dach::N,dak,dach
411,Leiter::N,ladder,drabina
412,Besen::N,bezem,miotła
413,Spaten::N,schop,rydel
414,Schaufel::N,schep,łopata
415,Gabel::N,vork,widelec
416,Löffel::N,lepel,łyżka
417,Messer::N,mes,nóż
418,Nagel::N,spijker,gwóźdź
419,Netz::N,net,sieć
420,Haken::N,haak,hak
421,Griff::N,handvat,chwyt
422,Schloss::N,slot,zamek
423,Bild::N,beeld,obraz
424,Figur::N,figuur,figura
425,Puppe::N,pop,lalka
426,Beutel::N,zak,torba
427,Beutel::N,buidel,torba
428,Bündel::N,pak,wiązka
429,Bündel::N,bundel,wiązka
430,Tasche::N,tas,torba
431,Eimer::N,emmer,kubeł
432,Eimer::N,emmer,wiadro
433,Deckel::N,deksel,przykrywka
434,Geschirr::N,vaatwerk,statki
435,Geschirr::N,vaatwerk,naczynia
436,Sack::N,zak,worek
437,Tasse::N,kop,filiżanka
438,Topf::N,pan,garnek
439,Kessel::N,ketel,kocioł
440,Essen::N,eten,jedzenie
441,Nahrung::N,voedsel,pokarm
442,Nahrung::N,voedsel,pożywienie
443,Speise::N,spijs,potrawa
444,Speise::N,spijs,jedzenie
445,Fleisch::N,vlees,mięso
446,Getreide::N,graan,zboże
447,Brei::N,pap,kasza
448,Brei::N,brij,kasza
449,Brot::N,brood,chleb
450,Scheibe::N,plak,kromka
451,Scheibe::N,snede,kromka
452,Fett::N,vet,tłuszcz
453,Butter::N,boter,masło
454,Öl::N,olie,olej
455,Salz::N,zout,sól
456,Suppe::N,soep,zupa
457,Honig::N,honing,miód
458,Milch::N,melk,mleko
459,Tee::N,thee,herbata
460,Leder::N,leer,skóra
461,Leder::N,leder,skóra
462,Wolle::N,wol,wełna
463,Stoff::N,stof,tkanina
464,Stoff::N,stof,materiał
465,Nadel::N,naald,igła
466,Faden::N,draad,nić
467,Faden::N,draad,nitka
468,Knopf::N,knoop,guzik
469,Knoten::N,knoop,węzeł
470,Farbe::N,verf,farba
471,Kleidung::N,kledij,odzież
472,Kleidung::N,kleding,odzież
473,Hemd::N,hemd,koszula
474,Kragen::N,kraag,kołnierz
475,Ärmel::N,mouw,rękaw
476,Hose::N,broek,spodnie
477,Hose::N,pantalon,spodnie
478,Gürtel::N,riem,pasek
479,Gürtel::N,gordel,pasek
480,Mütze::N,muts,czapka
481,Schuh::N,schoen,but
482,Schuh::N,schoen,bucik
483,Stiefel::N,laars,but
484,Stiefel::N,laars,kozak
485,Ring::N,ring,pierścień
486,Band::N,lint,wstęga
487,Kamm::N,kam,grzebień
488,Spiegel::N,spiegel,lustro
489,Riemen::N,riem,rzemień
490,Schnur::N,koord,sznur
491,Leine::N,lijn,smycz
492,Decke::N,deken,kołdra
493,Kissen::N,kussen,poduszka
494,Tuch::N,doek,chustka
495,Handtuch::N,handdoek,ręcznik
496,Kraft::N,kracht,moc
497,Kraft::N,kracht,siła
498,Stärke::N,sterkte,moc
499,Stärke::N,sterkte,siła
500,Gesundheit::N,gezondheid,zdrowie
501,Krankheit::N,ziekte,choroba
502,Schmerz::N,pijn,ból
503,Wunde::N,wond,rana
504,Fieber::N,koorts,gorączka
505,Arznei::N,medicament,lekarstwo
506,Arznei::N,geneesmiddel,lekarstwo
507,Brücke::N,brug,most
508,Brunnen::N,put,studnia
509,Brunnen::N,bron,studnia
510,Weide::N,wei,pastwisko
511,Weide::N,weide,pastwisko
512,Pfad::N,pad,ścieżka
513,Weg::N,weg,droga
514,Straße::N,baan,ulica
515,Straße::N,straat,ulica
516,Dorf::N,dorp,wieś
517,Stadt::N,stad,miasto
518,Brief::N,brief,list
519,Buch::N,boek,książka
520,Buchstabe::N,letter,litera
521,Zeitung::N,krant,gazeta
522,Zeitung::N,krant,dziennik
523,Zeitung::N,dagblad,gazeta
524,Zeitung::N,dagblad,dziennik
525,Leben::N,leven,życie
526,Tod::N,dood,śmierć
527,Grab::N,graf,grób
528,Kirche::N,kerk,kościół
529,Sünde::N,zonde,grzech
530,Gott::N,god,bóg
531,Arbeiter::N,arbeider,robotnik
532,Chef::N,chef,szef
533,Meister::N,meester,mistrz
534,Meister::N,meester,majster
535,Arzt::N,arts,lekarz
536,Arzt::N,dokter,lekarz
537,Lehrer::N,leraar,nauczyciel
538,Lehrer::N,onderwijzer,nauczyciel
539,Geld::N,geld,pieniądze
540,Geschäft::N,zaak,sprawa
541,Geschäft::N,zaak,interes
542,Laden::N,winkel,sklep
543,Preis::N,prijs,cena
544,Ware::N,waar,towar
545,Nutzen::N,nut,pożytek
546,Nutzen::N,voordeel,pożytek
547,Reichtum::N,rijkdom,bogactwo
548,Welt::N,wereld,świat
549,Land::N,land,kraj
550,Staat::N,staat,państwo
551,König::N,koning,król
552,Macht::N,macht,władza
553,Grenze::N,grens,granica
554,Krieg::N,oorlog,wojna
555,Feind::N,vijand,wróg
556,Gewalt::N,geweld,władza
557,Kampf::N,strijd,bój
558,Kampf::N,strijd,walka
559,Kampf::N,gevecht,bój
560,Kampf::N,gevecht,walka
561,Bogen[Waffe]::N,boog,łuk
562,Pfeil::N,pijl,strzała
563,Gewehr::N,geweer,karabin
564,Fehler::N,fout,błąd
565,Lüge::N,leugen,kłamstwo
566,Schaden::N,schade,szkoda
567,Unglück::N,tegenspoed,nieszczęście
568,Schuld::N,schuld,wina
569,Alter::N,leeftijd,wiek
570,Schluss::N,slot,koniec
571,Schluss::N,slot,zakończenie
572,Zeit::N,tijd,czas
573,Tag::N,dag,dzień
574,Morgen::N,morgen,ranek
575,Morgen::N,morgen,poranek
576,Morgen::N,ochtend,ranek
577,Morgen::N,ochtend,poranek
578,Mittag::N,middag,południe
579,Abend::N,avond,wieczór
580,Nacht::N,nacht,noc
581,Woche::N,week,tydzień
582,Monat::N,maand,miesiąc
583,Jahr::N,jaar,rok
584,Frühling::N,lente,wiosna
585,Frühling::N,voorjaar,wiosna
586,Sommer::N,zomer,lato
587,Herbst::N,herfst,jesień
588,Winter::N,winter,zima
589,Januar::N,januari,styczeń
590,Februar::N,februari,luty
591,März::N,maart,marzec
592,April::N,april,kwiecień
593,Mai::N,mei,maj
594,Juni::N,juni,czerwiec
595,Juli::N,juli,lipiec
596,August::N,augustus,sierpień
597,September::N,september,wrzesień
598,Oktober::N,oktober,październik
599,November::N,november,listopad
600,Dezember::N,december,grudzień
601,Montag::N,maandag,poniedziałek
602,Dienstag::N,dinsdag,wtorek
603,Mittwoch::N,woensdag,środa
604,Donnerstag::N,donderdag,czwartek
605,Freitag::N,vrijdag,piątek
606,Samstag::N,zaterdag,sobota
607,Sonntag::N,zondag,niedziela
608,groß::A,groot,duży
609,groß::A,groot,wielki
610,klein::A,klein,mały
611,lang::A,lang,długi
612,kurz::A,kort,krótki
613,breit::A,breed,szeroki
614,schmal::A,smal,wąski
615,dicht::A,dicht,gęsty
616,dick[Gegenstand]::A,dik,gruby
617,dünn::A,dun,cienki
618,fein::A,fijn,drobny
619,fest::A,vast,mocny
620,fest::A,vast,twardy
621,flach::A,plat,płaski
622,glatt::A,glad,gładki
623,hart::A,hard,twardy
624,weich::A,week,miękki
625,rund::A,rond,okrągły
626,spitz::A,spits,spiczasty
627,spitz::A,puntig,spiczasty
628,scharf::A,scherp,ostry
629,stumpf::A,stomp,tępy
630,schwer::A,zwaar,ciężki
631,schön::A,mooi,ładny
632,schön::A,mooi,piękny
633,schön::A,fraai,ładny
634,schön::A,fraai,piękny
635,heiß::A,heet,gorący
636,warm::A,warm,ciepły
637,kalt::A,koud,zimny
638,kühl::A,koel,chłodny
639,frisch::A,fris,świeży
640,feucht::A,vochtig,wilgotny
641,nass::A,nat,mokry
642,trocken::A,droog,suchy
643,voll::A,vol,pełny
644,leer::A,leeg,pusty
645,leer::A,leeg,próżny
646,offen::A,open,otwarty
647,geschlossen::A,gesloten,zamknięty
648,sauber::A,net,czysty
649,sauber::A,schoon,czysty
650,schmutzig::A,vuil,brudny
651,roh::A,rauw,surowy
652,reif::A,rijp,dojrzały
653,lecker::A,lekker,smaczny
654,süß::A,zoet,słodki
655,bitter::A,bitter,gorzki
656,sauer::A,zuur,kwaśny
657,hell::A,licht,jasny
658,hell::A,helder,jasny
659,dunkel::A,donker,ciemny
660,schwarz::A,zwart,czarny
661,weiß::A,wit,biały
662,rot::A,rood,czerwony
663,gelb::A,geel,żółty
664,blau::A,blauw,błękitny
665,blau::A,blauw,niebieski
666,grün::A,groen,zielony
667,grau::A,grijs,szary
668,bunt::A,bont,barwny
669,billig::A,goedkoop,tani
670,teuer::A,duur,drogi
671,wertvoll::A,kostbaar,cenny
672,wertvoll::A,waardevol,cenny
673,blind::A,blind,ślepy
674,taub::A,doof,głuchy
675,kräftig::A,krachtig,mocny
676,stark::A,sterk,silny
677,schwach::A,zwak,słaby
678,fett::A,vet,tłusty
679,schlank::A,slank,smukły
680,hübsch::A,leuk,ładny
681,böse::A,kwaad,zły
682,dumm::A,dom,głupi
683,faul::A,lui,leniwy
684,fleißig::A,vlijtig,pilny
685,geizig::A,gierig,skąpy
686,klug::A,slim,mądry
687,klug::A,schrander,mądry
688,klug::A,verstandig,mądry
689,geschickt::A,handig,zręczny
690,geschickt::A,vaardig,zręczny
691,lieb::A,lief,miły
692,lustig::A,vrolijk,wesoły
693,sanft::A,zacht,łagodny
694,hungrig::A,hongerig,głodny
695,krank::A,ziek,chory
696,nackt::A,naakt,nagi
697,traurig::A,treurig,smutny
698,traurig::A,bedroefd,smutny
699,lebendig::A,levend,żywy
700,gut::A,goed,dobry
701,schlecht::A,slecht,zły
702,richtig::A,juist,słuszny
703,richtig::A,juist,właściwy
704,schlimm::A,erg,zły
705,schlimm::A,kwaad,zły
706,wahr::A,waar,prawdziwy
707,alt::A,oud,stary
708,neu::A,nieuw,nowy
709,ehemalig::A,voormalig,były
710,alt[Lebewesen]::A,oud,stary
711,jung::A,jong,młody
712,arm::A,arm,ubogi
713,arm::A,arm,biedny
714,reich::A,rijk,bogaty
715,bekannt::A,bekend,znany
716,berühmt::A,beroemd,słynny
717,fremd::A,vreemd,obcy
718,fremd::A,vreemd,cudzy
719,verschieden::A,verscheiden,różny
720,verschieden::A,verschillend,różny
721,nah::A,nabij,bliski
722,nah::A,nabijgelegen,bliski
723,fern::A,ver,daleki
724,linker::A,linker,lewy
725,rechter::A,rechter,prawy
726,anderer::A,andere,inny
727,erster::A,eerste,pierwszy
728,zweiter::A,tweede,drugi
729,dritter::A,derde,trzeci
730,letzter::A,laatste,ostatni
731,allein::ADV,alleen,sam
732,auf einmal::ADV,ineens,naraz
733,auf einmal::ADV,tegelijk,naraz
734,zusammen::ADV,samen,razem
735,zusammen::ADV,bijeen,razem
736,lange::ADV,lang,długo
737,plötzlich::ADV,eensklaps,nagle
738,plötzlich::ADV,plotsklaps,nagle
739,sofort::ADV,terstond,natychmiast
740,sofort::ADV,aanstonds,natychmiast
741,sofort::ADV,onmiddelijk,natychmiast
742,später::ADV,later,później
743,jetzt::ADV,nu,teraz
744,jetzt::ADV,nu,obecnie
745,jetzt::ADV,nou,teraz
746,jetzt::ADV,nou,obecnie
747,jetzt::ADV,thans,teraz
748,jetzt::ADV,thans,obecnie
749,heute::ADV,heden,dziś
750,heute::ADV,heden,dzisiaj
751,heute::ADV,vandaag,dziś
752,heute::ADV,vandaag,dzisiaj
753,morgen::ADV,morgen,jutro
754,bald::ADV,gauw,wkrótce
755,bald::ADV,weldra,wkrótce
756,dann::ADV,dan,potem
757,dann::ADV,toen,potem
758,gestern::ADV,gisteren,wczoraj
759,einst::ADV,eens,kiedyś
760,einst::ADV,eens,niegdyś
761,damals::ADV,toen,wtedy
762,damals::ADV,toen,wówczas
763,damals::ADV,destijds,wtedy
764,damals::ADV,destijds,wówczas
765,danach::ADV,daarna,następnie
766,vorher::ADV,vooraf,przedtem
767,vorher::ADV,van tevoren,przedtem
768,zuerst::ADV,eerst,naprzód
769,zuerst::ADV,eerst,najpierw
770,zuerst::ADV,het eerst,naprzód
771,zuerst::ADV,het eerst,najpierw
772,einmal::ADV,eens,raz
773,einmal::ADV,eenmaal,raz
774,manchmal::ADV,soms,czasem
775,oft::ADV,vaak,często
776,oft::ADV,dikwijls,często
777,immer::ADV,altijd,zawsze
778,niemals::ADV,nooit,nigdy
779,hier::ADV,hier,tu
780,hier::ADV,hier,tutaj
781,hierhin::ADV,hierheen,tu
782,von hier::ADV,van hier,stąd
783,von hier::ADV,hiervandaan,stąd
784,dort::ADV,daar,tam
785,dort::ADV,ginds,tam
786,dorthin::ADV,daarheen,tam
787,geradeaus::ADV,rechtuit,prosto
788,geradeaus::ADV,rechtdoor,prosto
789,vorwärts::ADV,vooruit,naprzód
790,vorwärts::ADV,voorwaarts,naprzód
791,rückwärts::ADV,achteruit,wstecz
792,rückwärts::ADV,achterwaarts,wstecz
793,zurück::ADV,terug,z powrotem
794,unten::ADV,beneden,u dołu
795,unten::ADV,beneden,na dole
796,unten::ADV,onderaan,u dołu
797,unten::ADV,onderaan,na dole
798,hinab::ADV,omlaag,na_dół
799,hinab::ADV,omlaag,w_dół
800,hinab::ADV,naar beneden,na_dół
801,hinab::ADV,naar beneden,w_dół
802,oben::ADV,boven,w górze
803,oben::ADV,boven,na górze
804,hinauf::ADV,omhoog,w górę
805,hinauf::ADV,omhoog,na górę
806,hinauf::ADV,naar boven,w górę
807,hinauf::ADV,naar boven,na górę
808,überall::ADV,alom,wszędzie
809,überall::ADV,overal,wszędzie
810,nicht::ADV,niet,nie
811,ein wenig::ADV,wat,trochę
812,kaum::ADV,amper,ledwie
813,kaum::ADV,amper,prawie nie
814,kaum::ADV,nauwelijks,ledwie
815,kaum::ADV,nauwelijks,prawie nie
816,sehr::ADV,erg,bardzo
817,sehr::ADV,zeer,bardzo
818,so::ADV,zo,tak
819,noch::ADV,nog,jeszcze
820,nur::ADV,maar,tylko
821,nur::ADV,alleen,tylko
822,schon::ADV,al,już
823,schon::ADV,reeds,już
824,wieder::ADV,weer,znów
825,wieder::ADV,weer,znowu
826,wieder::ADV,terug,znów
827,wieder::ADV,terug,znowu
828,vergebens::ADV,vergeefs,na próżno
829,vergebens::ADV,tevergeefs,na próżno
830,vor::PRP,voor,przed
831,hinter::PRP,achter,za
