,Concept_ID,mn,av
1127,mögen::V,таалах,бокьизе
1128,lachen::V,инээх,белъизе
1129,rühren::V,сэтгэл уяруулах,
1130,weinen::V,уйлах,гӏодизе
1131,schimpfen::V,хараах,гъанчдезе
1132,sich ärgern::V,уурлах,вагъизе
1133,sich ärgern::V,уурлах,ццида́хине
1134,sich fürchten::V,айх,хӏинкъизе
1135,fürchten::V,айх,беркъазе
1136,fürchten::V,айх,хӏинкъа-къазе
1137,fliehen::V,зугтах,лъутизе
1138,fliehen::V,гүйж очих,лъутизе
1139,flüchten::V,оргох,лъутизе
1140,sehen::V,үзэх,бихьизе
1141,anschauen::V,харах,бертӏамизе
1142,anschauen::V,харах,балагьизе
1143,ansehen::V,харах,бала-гъалагьизе
1144,hören::V,дуулах,рагӏизе
1145,zuhören::V,чагнах,гӏенеккизе
1146,probieren::V,амсаж үзэх,кӏалдиб хъва́зе
1147,probieren::V,амсаж үзэх,чӏамизе
1148,riechen::V,үнэрлэх,су́нтӏизе
1149,fühlen::V,мэдрэх,чӏвазе
1150,scheinen::V,шиг үзэгдэх,
1151,zu sehen sein::V,үзэгдэх,бихьизе
1152,zu sehen sein::V,харагдах,бихьизе
1153,vernehmen::V,дуулах,рагӏизе
1154,frieren::V,даарах,цӏорозе
1155,tun::V,хийх,гьабизе
1156,tun::V,үйлдэх,гьабизе
1157,können::V,болох,кӏвезе
1158,können::V,болох,лъазе
1159,wollen::V,хүсэх,бокьизе
1160,anfangen::V,эхлэх,байбихьизе
1161,beenden::V,дуусгах,тӏубазабизе
1162,beenden::V,дуусгах,лъугӏизабизе
1163,aufhören::V,болих,бахъизе
1164,aufhören::V,зогсох,бахъизе
1165,gelingen::V,бүтэх,бахъизе
1166,geraten::V,илрэх,бахъизе
1167,öffnen::V,нээх,рагьизе
1168,öffnen::V,тайлах,рагьизе
1169,schließen::V,хаах,къазе
1170,stellen::V,тавих,чӏвазе
1171,stellen::V,босгох,чӏвазе
1172,setzen::V,суулгах,рекӏинабизе
1173,setzen::V,суулгах,гӏодор чӏезаризе
1174,legen::V,хийх,лъезе
1175,legen::V,тавих,лъезе
1176,berühren::V,шүргэх,хъвазе
1177,verbinden::V,залгах,хьухьине
1178,verbinden::V,залгах,бухьине
1179,bedecken::V,бүрэх,кквезе
1180,aufhängen::V,өлгөх,базе
1181,aufhängen::V,дүүжлэх,базе
1182,anzünden::V,асаах,бакизе
1183,anzünden::V,асаах,рекӏинабизе
1184,anzünden::V,ноцоох,бакизе
1185,anzünden::V,ноцоох,рекӏинабизе
1186,aufheben::V,өргөх,
1187,zurücklassen::V,орхих,тезе
1188,zurücklassen::V,үлдээх,тезе
1189,verlieren::V,гээх,билизабизе
1190,fallen lassen::V,унагах,бортизабизе
1191,machen::V,хийх,гьабизе
1192,machen::V,гаргах,гьабизе
1193,herstellen::V,бүтээх,гьабизе
1194,herstellen::V,бүтээх,хӏадурлъизабизе
1195,bauen::V,барих,базе
1196,bauen::V,барих,гьабизе
1197,reparieren::V,засах,къачӏазе
1198,reparieren::V,сэлбэх,къачӏазе
1199,verbessern::V,засах,лъикӏлъизабизе
1200,verbessern::V,сайжруулах,лъикӏлъизабизе
1201,ändern::V,өөрчлөх,хисизабизе
1202,graben::V,малтах,бухъизе
1203,beugen::V,бөгтийлгөх,хьетӏизабизе
1204,biegen::V,матах,гьетӏизабизе
1205,biegen::V,муруйлгах,гьетӏизабизе
1206,drehen::V,эргүүлэх,тиризабизе
1207,drehen::V,эргүүлэх,свердизабизе
1208,wenden::V,эргүүлэх,бегизе
1209,umdrehen::V,хөрвүүлэх,бегизе
1210,umdrehen::V,хөрвүүлэх,бега-битӏизе
1211,heben::V,өргөх,борхизе
