,Concept_ID,ca,mrj
326,Linie::N,línia,
327,Strich::N,traç,
328,Strich::N,ratlla,
329,Abstand::N,distància,ло
330,Entfernung::N,distància,ло
331,Gegend::N,regió,вӓр
332,Gegend::N,contrada,вӓр
333,Platz::N,cabuda,вӓр
334,Ort::N,lloc,вӓр
335,Seite::N,banda,öрдӹж
336,Seite::N,costāt,öрдӹж
337,Mitte::N,mig,ло
338,Mitte::N,centre,ло
339,Gegenstand::N,objecte,хӓдӹр
340,Sache::N,cosa,хӓдӹр
341,Rand::N,vora,шöр
342,Rand::N,marge,шöр
343,Kante::N,caire,шöр
344,Kante::N,cantell,шöр
345,Ecke::N,cantonada,лык
346,Spitze::N,punta,вуй
347,Ende::N,cap,вуй
348,Ende::N,cap,мычаш
349,Loch::N,forāt,ыраж
350,Winkel::N,racó,лык
351,Muster::N,dibuix,тӹрлец
352,Muster::N,disseny,тӹрлец
353,Größe::N,grandària,кӱкшӹц
354,Länge::N,longitud,кыт
355,Höhe::N,altura,кӱкшӹц
356,Höhe::N,altitud,кӱкшӹц
357,Gewicht::N,pes,нелӹц
358,Menge::N,quantitat,шот
359,Haufen::N,pila,ара
360,Reihe::N,fila,ряд
361,Boot::N,bot,пыш
362,Boot::N,barca,пыш
363,Ruder::N,rem,вешлӓ
364,Schlitten::N,trineu,тир
365,Ski::N,esquí,ечӹ
366,Lagerfeuer::N,foc de campament,тыл
367,Last::N,càrrega,нелӹц
368,Gang::N,marxa,ход
369,Schritt::N,pas,ашкыл
370,Norden::N,nord,йыдпелвел
371,Süden::N,sud,кечӹвӓлвел
372,Westen::N,oest,кечӹ шӹцмӹ
373,Westen::N,occident,кечӹ шӹцмӹ
374,Osten::N,est,ирвел
375,Osten::N,est,кечӹ лӱлтмӹ
376,Osten::N,orient,ирвел
377,Osten::N,orient,кечӹ лӱлтмӹ
378,Holz::N,fusta,пушӓнгӹ
379,Brett::N,taula,ханга
380,Platte::N,placa,плитӓ
381,Stütze::N,suport,цӓрӓк
382,Stange::N,vara,равы
383,Stange::N,vara,намаш
384,Stock::N,pal,панды
385,Stab::N,bastó,равы
386,Rohr::N,tub,пыч
387,Haus::N,casa,пöрт
388,Heim::N,llar,пöрт
389,Ofen::N,estufa,камака
390,Fußboden::N,terra,седӹрӓ
391,Tisch::N,taula,стöл
392,Stuhl::N,cadira,пöкен
393,Wiege::N,bressol,шипкӓ
394,Bett::N,llit,койка
395,Bett::N,llit,кравать
396,Regal::N,prestatgeria,полицӓ
397,Kiste::N,caixa,шӱ́ндӹк
398,Fenster::N,finestra,окня
399,Tür::N,porta,амаса
400,Tor::N,portal,хапка
401,Zaun::N,tanca,забор
402,Dach::N,teulada,левӓш
403,Leiter::N,escala,ташкалтыш
404,Leiter::N,escala de mà,ташкалтыш
405,Besen::N,escombra,сало
406,Besen::N,escombra,салко
407,Spaten::N,pala,кольмы
408,Schaufel::N,pala,лоток
409,Gabel::N,forquilla,ви́лка
410,Löffel::N,cullera,савала
411,Messer::N,coltell,кӹзӹ
412,Nagel::N,clau,пыда
413,Netz::N,filat,вӓпш
414,Haken::N,ganxo,крӱк
415,Haken::N,ganxo,кагак
416,Griff::N,puny,кычем
417,Griff::N,mànec,кычем
418,Schloss::N,pany,замок
419,Schloss::N,pany,сыравач
420,Bild::N,imatge,картин
421,Figur::N,figura,кӓн
422,Puppe::N,nina,поханя
423,Beutel::N,bossa,мешӓк
424,Bündel::N,feix,топ
425,Bündel::N,feix,пидӹш
426,Bündel::N,feix,кӹлдӹш
427,Bündel::N,paquet,топ
428,Bündel::N,paquet,пидӹш
429,Bündel::N,paquet,кӹлдӹш
430,Tasche::N,bossa,сумкы
431,Eimer::N,galleda,ведӹрӓ
432,Deckel::N,tapa,комдыш
433,Deckel::N,tapadora,комдыш
434,Geschirr::N,vaixella,ӓтӹ
435,Sack::N,sac,мешӓк
436,Sack::N,saca,мешӓк
437,Tasse::N,tassa,цӓшкӓ
438,Topf::N,pot,ми́ска
439,Topf::N,olla,ми́ска
440,Kessel::N,caldera,пад
441,Essen::N,àpat,качкыш
442,Essen::N,àpat,качкыш-йӱш
443,Essen::N,menjada,качкыш
444,Essen::N,menjada,качкыш-йӱш
445,Nahrung::N,aliment,качкыш
446,Nahrung::N,aliment,качкыш-йӱш
447,Speise::N,plat,няня
448,Fleisch::N,carn,пай
449,Getreide::N,cereals,киндӹ
450,Brei::N,puré,шӹрӓш
451,Brot::N,pa,сыкыр
452,Scheibe::N,tall,ламыт
453,Scheibe::N,tall,лаштык
454,Scheibe::N,llesca,ламыт
455,Scheibe::N,llesca,лаштык
456,Fett::N,greix,кая
457,Butter::N,mantega,ӱ
458,Öl::N,oli,ӱ
459,Salz::N,sal,санзал
460,Suppe::N,sopa,лем
461,Honig::N,mel,мӱ
462,Milch::N,llet,шӹшер
463,Tee::N,te,чӓй
464,Leder::N,cuir,шарга
465,Leder::N,cuir,кавашты
466,Wolle::N,llana,миж
467,Stoff::N,tela,матер
468,Stoff::N,tela,матери
469,Nadel::N,agulla,им
470,Faden::N,fil,шӹртӹ
471,Knopf::N,botó,полдыш
472,Knoten::N,nus,пӱкшем
473,Farbe::N,pintura,чиӓ
474,Farbe::N,pintura,крӓскӓ
475,Kleidung::N,roba,выргем
476,Kleidung::N,vestits,выргем
477,Hemd::N,camisa,тыгыр
478,Kragen::N,coll,шӱ
479,Ärmel::N,màniga,шокш
480,Hose::N,pantalōns,ялаш
481,Gürtel::N,cinturó,ӹштӹ
482,Mütze::N,gorra,упш
483,Schuh::N,sabata,ту́фльы
484,Stiefel::N,bota,кем
485,Ring::N,anell,шӓргӓш
486,Band::N,veta,лемтӓ
487,Band::N,cinta,лемтӓ
488,Kamm::N,pinta,шерге
489,Spiegel::N,mirāll,тӹгӹр
490,Riemen::N,corretja,прӓжӓ
491,Schnur::N,corda,кӓндӹра
492,Leine::N,corretja,керем
493,Decke::N,manta,одеял
494,Decke::N,flassada,одеял
495,Kissen::N,coixí,кӹпцӹк
496,Tuch::N,mocador,савыц
497,Handtuch::N,tovallola,шӹргӹсавыц
498,Handtuch::N,tovallola,шӹргӹмсавыц
499,Kraft::N,força,ви
500,Stärke::N,vigor,ви
501,Gesundheit::N,salut,шу
502,Gesundheit::N,salut,шулык
503,Krankheit::N,malaltia,мыж
504,Schmerz::N,dolor,карштыш
505,Wunde::N,ferida,шушыр
506,Fieber::N,febre,ӱштӹмыж
507,Arznei::N,medicament,лекӓрцӹ
508,Brücke::N,pont,кӹвер
509,Brunnen::N,pou,вӹдсӹнзӓ
510,Weide::N,pastura,ныр
511,Pfad::N,senda,ялгорны
512,Pfad::N,sender,ялгорны
513,Weg::N,camí,корны
514,Straße::N,carretera,корны
515,Dorf::N,poble,сола
516,Stadt::N,ciutāt,города
517,Brief::N,carta,сирмӓш
518,Buch::N,llibre,книгӓ
519,Buchstabe::N,lletra,буква́
520,Zeitung::N,diāri,газет
521,Zeitung::N,diāri,кайзет
522,Leben::N,vida,житя
523,Tod::N,mort,смöрт
524,Grab::N,tomba,шӹгер
525,Grab::N,tomba,мыгилӓ
526,Grab::N,tomba,шӹгерлӓ
527,Kirche::N,església,церкӹ
528,Sünde::N,pecat,сулык
529,Gott::N,déu,йымы
530,Arbeiter::N,obrer,пӓшӓзӹ
531,Chef::N,cap,вуй
532,Meister::N,mestre,мастар
533,Arzt::N,metge,доктор
534,Lehrer::N,mestre,тымдышы
535,Geld::N,dinērs,окса
536,Geschäft::N,negoci,торге́йӹмӓш
537,Laden::N,tenda,лапка
538,Laden::N,tenda,магазин
539,Laden::N,botiga,лапка
540,Laden::N,botiga,магазин
541,Preis::N,preu,ӓк
542,Ware::N,mercaderia,товар
543,Nutzen::N,profit,пайда
544,Reichtum::N,riquesa,перке
545,Welt::N,món,сӓндӓлӹк
546,Welt::N,món,свет
547,Land::N,país,сӓндӓлӹк
548,Staat::N,estat,кугижӓншӹ
549,König::N,rei,король
550,Macht::N,poder,власть
551,Macht::N,potència,власть
552,Grenze::N,frontera,пӹсмӓн
553,Krieg::N,guerra,вырсы
554,Feind::N,enemic,тышман
555,Gewalt::N,violència,ви
556,Kampf::N,lluita,кредӓлмӓш
557,Bogen[Waffe]::N,arc,янгеж
558,Pfeil::N,fletxa,пикш
559,Gewehr::N,fusell,пичӓл
560,Gewehr::N,escopeta,пичӓл
561,Fehler::N,falta,самынь
562,Lüge::N,mentida,шая
563,Schaden::N,dany,вре́дӓ
564,Unglück::N,desgràcia,пёда
565,Unglück::N,desgràcia,тымаша
566,Schuld::N,culpa,вуйнамат
567,Alter::N,edat,иӓш
568,Alter::N,edat,игечӹ
569,Schluss::N,fi,пӹтӓртӹш
570,Schluss::N,final,пӹтӓртӹш
571,Zeit::N,temps,веремӓ
572,Tag::N,dia,кечӹ
573,Morgen::N,matí,ир
574,Morgen::N,matí,ирок
575,Mittag::N,migdia,кечӹвӓл
576,Abend::N,vespre,вады
577,Nacht::N,nit,йыд
578,Woche::N,setmana,ӓрня
579,Monat::N,mes,тӹ́лзӹ
580,Jahr::N,any,год
581,Frühling::N,primavera,шошым
582,Sommer::N,estīu,кӓнгӹж
583,Herbst::N,tardor,шӹжӹ
584,Winter::N,hivērn,тел
585,Winter::N,hivērn,телӹ
586,Januar::N,gener,январ
587,Januar::N,gener,январь
588,Februar::N,febrer,февраль
589,März::N,març,март
590,April::N,abril,апрель
591,Mai::N,maig,май
592,Juni::N,juny,июнь
593,Juli::N,juliol,июль
594,August::N,agost,август
595,September::N,setembre,сентябрь
596,Oktober::N,octubre,октябрь
597,November::N,novembre,ноябрь
598,Dezember::N,desembre,декавыр
599,Montag::N,dilluns,шачмы
600,Dienstag::N,dimarts,кышкыжмы
601,Mittwoch::N,dimecres,вӹрчегӹ
602,Donnerstag::N,dijous,изӓрня
603,Freitag::N,divendres,когарня
604,Samstag::N,dissabte,кукшыгечӹ
605,Sonntag::N,diumenge,рушӓрня
606,groß::A,gros,кого
607,klein::A,petīt,изи
608,lang::A,llarg,кужы
609,kurz::A,curt,кӹтӹк
610,breit::A,ample,кымда
611,schmal::A,estret,ӓнгӹсӹр
612,dicht::A,dens,шӹре
613,dick[Gegenstand]::A,gruixūt,кӹжгӹ
614,dünn::A,prim,вӹцкӹж
615,fein::A,fi,пыльга
616,fest::A,ferm,цаткыды
617,fest::A,sòlid,цаткыды
618,flach::A,pla,тӓлякӓ
619,glatt::A,llis,ягылгы
620,hart::A,dur,пингӹдӹ
621,weich::A,tou,пышкыды
622,rund::A,rodó,тӹртӹш
623,spitz::A,punxegut,кашар
624,scharf::A,agut,кашар
625,stumpf::A,rom,нӹшкӹ
626,stumpf::A,esmussat,нӹшкӹ
627,schwer::A,pesāt,нелӹ
628,schön::A,bonīc,цевер
629,schön::A,bonīc,олмыдшы
630,heiß::A,calēnt,шокшы
631,warm::A,càlid,шокшы
632,kalt::A,fred,ӱштӹ
633,kühl::A,fresc,юалгы
634,kühl::A,fresc,йонгата
635,frisch::A,fresc,йонгата
636,feucht::A,humit,ӹлӹкшӹ
637,feucht::A,humit,вӹдӹжгӹ
638,nass::A,mullat,начкы
639,trocken::A,sec,кукшы
640,voll::A,ple,темшӹ
641,voll::A,ple,темыман
642,leer::A,buit,йӓрӓ
643,offen::A,obert,виш
644,geschlossen::A,tancat,чӱчмӹ
645,geschlossen::A,tancat,тӹкӹлӓлтшӹ
646,sauber::A,net,ире
647,schmutzig::A,brut,шоран
648,schmutzig::A,brut,лявӹрӓн
649,schmutzig::A,brut,шорангшы
650,roh::A,cru,пеле кӱшӹ
651,reif::A,madur,кӱшӹ
652,lecker::A,deliciós,тотан
653,süß::A,dolç,мӱӓн
654,bitter::A,amarg,качы
655,sauer::A,agre,шапы
656,hell::A,clar,соты
657,hell::A,clar,валгыды
658,dunkel::A,fosc,пӹц
659,dunkel::A,fosc,пӹцкемӹш
660,schwarz::A,negre,шим
661,weiß::A,blanc,ош
662,weiß::A,blanc,ошы
663,rot::A,vermēll,якшаргы
664,gelb::A,groc,сар
665,gelb::A,groc,сары
666,blau::A,blau,симсӹ
667,grün::A,verd,ыжар
668,grau::A,gris,луды
669,bunt::A,multicolor,ала
670,billig::A,barat,шулдаш
671,teuer::A,car,шергӹ
672,teuer::A,car,шергӓкӓн
673,wertvoll::A,preciós,ӓкӓн
674,blind::A,cec,слöпöй
675,blind::A,cec,сльöпöй
676,taub::A,sord,тӱтӱк
677,kräftig::A,fort,виӓн
678,kräftig::A,vigorós,виӓн
679,stark::A,fort,виӓн
680,schwach::A,feble,шава
681,schwach::A,feble,лӹпкӓ
682,schwach::A,feble,слабка
683,fett::A,gras,таза
684,schlank::A,esvelt,яштака
685,hübsch::A,maco,сӹлнӹ
686,hübsch::A,maco,олмыдшы
687,böse::A,dolent,шӹдӓн
688,dumm::A,ximple,окмак
689,dumm::A,estúpid,окмак
690,faul::A,gandūl,ялахай
691,faul::A,mandrós,ялахай
692,fleißig::A,diligēnt,пӓшам яратышы
693,geizig::A,avar,шык
694,klug::A,intel·ligent,ышан
695,geschickt::A,hàbil,мастар
696,lieb::A,amat,тыри
697,lieb::A,estimat,тыри
698,lustig::A,alegre,мындыр
699,lustig::A,alegre,сусу
700,sanft::A,suau,йӹвӹжӓ
701,hungrig::A,afamat,шужышы
702,krank::A,malālt,церлӹ
703,krank::A,malālt,хворой
704,nackt::A,nu,цӓрӓ
705,traurig::A,trist,сы́лыкан
706,traurig::A,trist,кымы́лдымы
707,lebendig::A,viu,живой
708,gut::A,bo,яжо
709,schlecht::A,dolēnt,уда
710,schlecht::A,dolēnt,худа
711,richtig::A,just,вургамла
712,richtig::A,correcte,вургамла
713,schlimm::A,greu,йӹрнык
714,wahr::A,vertader,настоящий
715,wahr::A,vertader,настояшый
716,wahr::A,veritable,настоящий
717,wahr::A,veritable,настояшый
718,alt::A,vell,шонгы
719,neu::A,nou,у
720,ehemalig::A,antic,тошты
721,alt[Lebewesen]::A,vell,ӹлалшӹ
722,jung::A,jove,нöргӹ
723,jung::A,jove,молода
724,arm::A,pobre,укеӓн
725,reich::A,ric,паян
726,reich::A,ric,пурлыкан
727,bekannt::A,conegut,палӹмӹ
728,berühmt::A,famós,лӹмлы
729,fremd::A,estrany,эдемӹн
730,verschieden::A,diferent,тӹрлӹ
731,nah::A,pròxim,лишӹл
732,fern::A,llunyà,мӹндӹр
733,fern::A,distant,мӹндӹр
734,linker::A,esquerre,шалахай
735,rechter::A,dret,вургамла
736,anderer::A,altre,вес
737,anderer::A,altre,весӹ
738,erster::A,primer,икшӹ
739,erster::A,primer,икӹмшӹ
740,zweiter::A,segon,кокшы
741,dritter::A,tercer,кымшы
742,letzter::A,últim,остатка
743,allein::ADV,sol,иктӹ
744,allein::ADV,sol,иктӹт
745,auf einmal::ADV,d'una vegada,тöрöк
746,zusammen::ADV,junt,икараш
747,zusammen::ADV,junt,цымырын
748,lange::ADV,molt de temps,кужын
749,plötzlich::ADV,de cop,трӱк
750,plötzlich::ADV,de sobte,трӱк
751,sofort::ADV,de seguida,полт
752,sofort::ADV,de seguida,тöрöк
753,sofort::ADV,de seguida,тӹшӓкок
754,später::ADV,més tard,вара
755,jetzt::ADV,ara,
756,heute::ADV,avūi,тагачы
757,morgen::ADV,demà,иргод
758,morgen::ADV,demà,иргодым
759,bald::ADV,aviāt,чӹнь
760,bald::ADV,aviāt,вӓшке
761,bald::ADV,aviāt,выртышты
762,dann::ADV,després,пакыла
763,gestern::ADV,ahir,тенгечӹ
764,einst::ADV,anteriorment,икӓнӓ
765,damals::ADV,llavōrs,тӹнӓм
766,damals::ADV,aleshores,тӹнӓм
767,danach::ADV,després,пакыла
768,vorher::ADV,abāns,перви
769,zuerst::ADV,primer,андак
770,einmal::ADV,una vegada,гӓнӓк
771,einmal::ADV,una vegada,гӓнӓ
772,manchmal::ADV,de vegades,кынамжы
773,oft::ADV,sovint,чӹчкӹдӹн
774,immer::ADV,sempre,со
775,immer::ADV,sempre,соок
776,niemals::ADV,no ... mai,нинам
777,niemals::ADV,no ... mai,нигынам
778,niemals::ADV,no ... mai,нигынамат
779,hier::ADV,aquí,тиштӹ
