,Concept_ID,hr,av
1444,sich erinnern an::V,sjetiti se,ракӏалде щвезе
1445,vergessen::V,zaboraviti,кӏочене
1446,messen::V,mjeriti,борцине
1447,zählen::V,brojiti,рикӏкӏине
1448,rechnen::V,računati,рикӏкӏине
1449,lesen::V,čitati,цӏализе
1450,malen::V,slikati,бахъизе
1451,zeichnen::V,crtati,бахъизе
1452,schreiben::V,pisati,хъвазе
1453,besitzen::V,imati,щвезе
1454,besitzen::V,imati,бу́кӏине
1455,besitzen::V,posjedovati,щвезе
1456,besitzen::V,posjedovati,бу́кӏине
1457,kaufen::V,kupiti,босизе
1458,verkaufen::V,prodati,бичизе
1459,verkaufen::V,raspačati,бичизе
1460,bezahlen::V,platiti,кьезе
1461,zahlen::V,plaćati,кьезе
1462,beherrschen::V,vladati,
1463,beherrschen::V,gospodariti,
1464,ertragen::V,trpjeti,баччизе
1465,ertragen::V,podnijeti,баччизе
1466,Gehirn::N,,гӏадалнах
