,Concept_ID,pt,zh
868,glänzen::V,brilhar,发光
869,funkeln::V,cintilar,闪烁
870,lärmen::V,fazer barulho,吵闹
871,läuten::V,chocalhar,响
872,klingeln::V,tocar,按铃
873,klirren::V,tinir,
874,brausen::V,bramar,疾驶
875,rauschen::V,murmurar,
876,rauschen::V,rumorejar,
877,klingen::V,soar,听起来
878,bellen::V,ladrar,吠
879,heulen::V,uivar,嗥
880,blasen::V,soprar,吹
881,pfeifen::V,assobiar,吹口哨
882,schreien::V,gritar,叫喊
883,stöhnen::V,gemer,呻吟
884,zittern::V,tremer,颤抖
885,leben::V,viver,生存
886,geboren werden::V,nascer,出生
887,atmen::V,respirar,呼吸
888,trinken::V,beber,喝
889,essen::V,comer,吃
890,schlucken::V,engolir,咽
891,müde werden::V,cansar-se,疲倦
892,einschlafen::V,adormecer,入睡
893,schlafen::V,dormir,睡觉
894,aufwachen::V,acordar,睡醒
895,aufstehen::V,levantar-se,起床
896,sich erholen::V,descansar,休养
897,krank werden::V,adoecer,生病
898,krank werden::V,ficar doente,生病
899,krank sein::V,estar doente,生病
900,schmerzen::V,doer,疼痛
901,husten::V,tossir,咳
902,genesen::V,convalescer,痊愈
903,sterben::V,morrer,死
904,umkommen::V,perecer,丧命
905,sich bewegen::V,mover-se,移动
906,sich rühren::V,mexer-se,动弹
907,sich erheben::V,levantar-se,站起
908,sich setzen::V,sentar-se,坐
909,hinfallen::V,cair,跌倒
910,laufen::V,andar,步行
911,laufen::V,caminhar,步行
912,schreiten::V,andar,迈步
913,schreiten::V,caminhar,迈步
914,spazierengehen::V,passear,散步
915,eilen::V,apressar-se,急忙
916,sich beeilen::V,apressar-se,赶快
917,sich beeilen::V,despachar-se,赶快
918,sausen::V,correr,疾驰
919,rennen::V,correr,奔跑
920,springen::V,saltar,跳
921,klettern::V,trepar,攀缘
922,schaukeln::V,baloiçar,荡秋千
923,kriechen::V,rastejar,爬行
924,kriechen::V,arrastar-se,爬行
925,schwimmen::V,nadar,游泳
926,tauchen::V,mergulhar,潜水
927,rudern::V,remar,划船
928,fahren::V,ir,行驶
929,fliegen::V,voar,飞
930,gehen::V,ir,走
931,gehen::V,andar,走
932,weggehen::V,partir,离去
933,weggehen::V,ir-se embora,离去
934,abfahren::V,sair,出发
935,abfahren::V,partir,出发
936,anhalten::V,parar,停住
937,hineingehen::V,entrar,进去
938,eintreten::V,entrar,进入
939,kommen::V,vir,来
940,ankommen::V,chegar,到达
941,zurückkommen::V,voltar,回来
942,zurückkommen::V,regressar,回来
943,bleiben::V,ficar,停留
944,bleiben::V,permanecer,停留
945,warten::V,esperar,等
946,erwarten::V,esperar,等候
947,erwarten::V,aguardar,等候
948,suchen::V,buscar,找
949,suchen::V,procurar,找
950,finden::V,achar,找到
951,finden::V,encontrar,找到
952,versuchen::V,tentar,尝试
953,vorbereiten::V,preparar,预备
954,lieben::V,amar,爱
955,lieben::V,querer,爱
956,mögen::V,gostar de,喜欢
957,lachen::V,rir,笑
958,lachen::V,rir-se,笑
959,rühren::V,comover,
960,weinen::V,chorar,哭
961,schimpfen::V,ralhar,骂
962,sich ärgern::V,zangar-se,生气
963,sich fürchten::V,ter medo de,害怕
964,sich fürchten::V,ter receio de,害怕
965,fürchten::V,temer,害怕
966,fürchten::V,recear,害怕
967,fliehen::V,fugir,逃走
968,flüchten::V,refugiar-se,逃跑
969,sehen::V,ver,看
970,anschauen::V,olhar,注视
971,ansehen::V,mirar,注视
972,hören::V,ouvir,听
973,zuhören::V,escutar,倾听
974,probieren::V,provar,尝
975,probieren::V,saborear,尝
976,riechen::V,cheirar,闻
977,fühlen::V,sentir,感到
978,scheinen::V,parecer,照耀
979,zu sehen sein::V,estar à vista,可以看到
980,vernehmen::V,ouvir,审讯
981,frieren::V,ter frio,觉得冷
982,tun::V,fazer,作
983,können::V,saber,能
984,wollen::V,querer,要
985,anfangen::V,iniciar,开始
986,beenden::V,acabar,结束
987,beenden::V,terminar,结束
988,aufhören::V,cessar,停止
989,aufhören::V,desistir,停止
990,gelingen::V,sair bem,成功
991,gelingen::V,dar bom resultado,成功
992,geraten::V,sair,陷于
993,geraten::V,dar resultado,陷于
994,öffnen::V,abrir,打开
995,schließen::V,fechar,关
996,stellen::V,pôr,放
997,stellen::V,colocar,放
998,setzen::V,pôr,放
999,setzen::V,meter,放
1000,legen::V,pôr,摆
1001,legen::V,meter,摆
1002,berühren::V,tocar,触
1003,verbinden::V,unir,联结
1004,verbinden::V,ligar,联结
1005,bedecken::V,cobrir,覆盖
1006,aufhängen::V,pendurar,挂
1007,anzünden::V,acender,点
1008,aufheben::V,apanhar,拾起
1009,aufheben::V,levantar,拾起
1010,zurücklassen::V,deixar,遗留
1011,verlieren::V,perder,丧失
1012,fallen lassen::V,deixar cair,让掉下
1013,machen::V,fazer,做
1014,herstellen::V,produzir,生产
1015,bauen::V,edificar,建造
1016,bauen::V,construir,建造
1017,reparieren::V,reparar,修理
1018,reparieren::V,consertar,修理
1019,verbessern::V,melhorar,改进
1020,ändern::V,mudar,改变
1021,ändern::V,alterar,改变
1022,graben::V,cavar,挖
1023,beugen::V,curvar,弯下
1024,biegen::V,vergar,弯
1025,drehen::V,girar,转动
1026,wenden::V,virar,转动
1027,wenden::V,voltar,转动
1028,umdrehen::V,virar,转动
1029,umdrehen::V,revolver,转动
1030,heben::V,levantar,举起
1031,hochheben::V,erguer,抬高
1032,hochheben::V,levantar,抬高
1033,ergreifen::V,apanhar,抓住
1034,halten::V,segurar,拿着
1035,drücken::V,apertar,压
1036,schieben::V,empurrar,推
1037,kratzen::V,raspar,搔
1038,lecken::V,lamber,舔
1039,beißen::V,morder,咬
1040,abreißen::V,arrancar,撕下
1041,abschneiden::V,talhar,切断
1042,binden::V,ligar,捆
1043,stecken::V,meter,插
1044,stecken::V,enfiar,插
1045,brechen::V,romper,断裂
1046,brechen::V,quebrar,断裂
1047,klopfen::V,bater,敲
1048,hauen::V,bater,揍
1049,kleben::V,colar,粘
1050,reiben::V,esfregar,摩擦
1051,streichen::V,barrar,涂
1052,schleifen::V,afiar,拖曳
1053,schneiden::V,cortar,切
1054,rütteln::V,sacudir,颠簸
1055,schütteln::V,abanar,摇动
1056,schütteln::V,sacudir,摇动
1057,schwenken::V,agitar,摇动
1058,schütten::V,deitar,倒
1059,füllen::V,encher,填满
1060,einwickeln::V,envolver,包
1061,einwickeln::V,embrulhar,包
1062,tragen::V,levar,提
1063,tragen::V,trazer,提
1064,schleppen::V,arrastar,扛
1065,ziehen::V,puxar,拉
1066,aufbewahren::V,guardar,保存
1067,aufbewahren::V,conservar,保存
1068,werfen::V,lançar,扔
1069,fangen::V,apanhar,捕捉
1070,packen::V,agarrar,抓住
1071,verstecken::V,esconder,藏
1072,teilen::V,partir,分
1073,teilen::V,dividir,分
1074,schicken::V,enviar,派遣
1075,bringen::V,trazer,带来
1076,hinzufügen::V,acrescentar,添加
1077,bekommen::V,obter,得到
1078,erhalten::V,receber,接到
1079,nehmen::V,tomar,拿
1080,wählen::V,eleger,挑选
1081,wählen::V,escolher,挑选
1082,auswählen::V,escolher,选择
1083,auswählen::V,seleccionar,选择
1084,bewahren::V,guardar,保持
1085,bewahren::V,conservar,保持
1086,behindern::V,impedir,防碍
1087,verderben::V,estragar,败坏
1088,verderben::V,corromper,败坏
1089,beschädigen::V,danificar,损坏
1090,zerbrechen::V,romper,破碎
1091,zerbrechen::V,quebrar,破碎
1092,zerreißen::V,rasgar,撕碎
1093,zerstören::V,destruir,毁坏
1094,verbrennen::V,queimar,燃烧
1095,geben::V,dar,给
1096,reichen::V,passar,递给
1097,schenken::V,oferecer,赠送
1098,versprechen::V,prometer,许诺
1099,wünschen::V,desejar,祝
1100,loben::V,louvar,表扬
1101,küssen::V,beijar,亲
1102,wiegen::V,embalar,轻摇
1103,zudecken::V,tapar,盖上
1104,zudecken::V,cobrir,盖上
1105,wecken::V,acordar,唤起
1106,wecken::V,despertar,唤起
1107,zeigen::V,mostrar,指
1108,führen::V,guiar,带领
1109,führen::V,conduzir,带领
1110,lehren::V,ensinar,教
1111,unterrichten::V,instruir,讲课
1112,aufziehen::V,criar,抚养
1113,leiten::V,dirigir,领导
1114,leiten::V,conduzir,领导
1115,antreiben::V,impelir,催促
1116,lassen::V,fazer,让
1117,einladen::V,convidar,邀请
1118,vereinigen::V,unir,统一
1119,vereinigen::V,reunir,统一
1120,besuchen::V,ir ver,参观
1121,besuchen::V,visitar,参观
1122,treffen::V,encontrar,会面
1123,sich versammeln::V,reunir-se,聚集
1124,spielen::V,jogar,玩
1125,spielen::V,brincar,玩
1126,singen::V,cantar,唱歌
1127,tanzen::V,bailar,跳舞
1128,sich trennen::V,apartar-se,分别
1129,verlassen::V,deixar,离开
1130,verlassen::V,abandonar,离开
1131,retten::V,salvar,救
1132,bewachen::V,vigiar,守卫
1133,bewachen::V,guardar,守卫
1134,schützen::V,proteger,保护
1135,verteidigen::V,defender,保卫
1136,sich schlagen::V,brigar,打架
1137,sich schlagen::V,bater-se,打架
1138,schießen::V,disparar,射击
1139,siegen::V,vencer,获胜
1140,ärgern::V,irritar,激怒
1141,ärgern::V,aborrecer,激怒
1142,schlagen::V,bater,打
1143,treten::V,pisar,踢
1144,stechen::V,picar,刺
1145,stoßen::V,empurrar,撞
1146,stehlen::V,furtar,盗窃
1147,stören::V,perturbar,干扰
1148,belästigen::V,incomodar,打搅
1149,belästigen::V,importunar,打搅
1150,verbergen::V,ocultar,隐藏
1151,verbergen::V,esconder,隐藏
1152,täuschen::V,iludir,欺骗
1153,täuschen::V,enganar,欺骗
1154,betrügen::V,burlar,欺骗
1155,betrügen::V,enganar,欺骗
1156,töten::V,matar,杀
1157,wohnen::V,morar,居住
1158,arbeiten::V,trabalhar,工作
1159,sammeln::V,recolher,收集
1160,sammeln::V,coleccionar,收集
1161,pflücken::V,colher,采
1162,jagen::V,caçar,打猎
1163,fischen::V,pescar,捕鱼
1164,fassen::V,apanhar,捉住
1165,hüten::V,guardar,守护
1166,treiben::V,conduzir,漂
1167,anbinden::V,atar,拴
1168,füttern::V,dar de comer a,喂
1169,melken::V,ordenhar,挤奶
1170,hacken::V,rachar,剁细
1171,gießen::V,regar,浇
1172,reifen::V,amadurecer,成熟
1173,zubereiten::V,preparar,
1174,kochen::V,cozer,煮
1175,backen::V,cozer,烤
1176,braten::V,assar,煎
1177,braten::V,fritar,煎
1178,umrühren::V,remexer,搅拌
1179,stricken::V,tricotar,织
1180,stricken::V,fazer malha,织
1181,nähen::V,coser,缝
1182,nähen::V,costurar,缝
1183,färben::V,tingir,染色
1184,färben::V,colorir,染色
1185,reinigen::V,limpar,清洁
1186,reinigen::V,purificar,清洁
1187,waschen::V,lavar,洗
1188,abwischen::V,limpar,擦掉
1189,abwischen::V,esfregar,擦掉
1190,spülen::V,lavar,清洗
1191,spülen::V,enxaguar,清洗
1192,fegen::V,varrer,扫
1193,kehren::V,varrer,打扫
1194,baden::V,banhar,给...洗澡
1195,baden::V,tomar banho,给...洗澡
1196,sich waschen::V,lavar-se,洗澡
1197,ausziehen::V,despir,脱
1198,anziehen::V,vestir,穿
1199,sich anziehen::V,vestir-se,穿衣
1200,kämmen::V,pentear,梳
1201,schmücken::V,adornar,装饰
1202,sagen::V,dizer,说
1203,sprechen::V,falar,说
1204,reden::V,falar,讲
1205,sich unterhalten::V,conversar,聊天
1206,fragen::V,perguntar,问
1207,bitten::V,pedir,请
1208,erzählen::V,contar,叙述
1209,mitteilen::V,comunicar,通知
1210,mitteilen::V,participar,通知
1211,nennen::V,nomear,叫做
1212,nennen::V,apelidar,叫做
1213,rufen::V,chamar,叫
1214,prahlen::V,gabar-se,吹牛
1215,prahlen::V,vangloriar-se,吹牛
1216,übersetzen::V,traduzir,翻译
1217,denken::V,pensar,想
1218,glauben::V,crer,以为
1219,bemerken::V,notar,发觉
1220,bemerken::V,observar,发觉
1221,erkennen::V,reconhecer,识别
1222,begreifen::V,apreender,理解
1223,begreifen::V,compreender,理解
1224,verstehen::V,entender,明白
1225,verstehen::V,compreender,明白
1226,lernen::V,aprender,学
1227,wissen::V,saber,知道
1228,sich erinnern an::V,lembrar-se de,回忆
1229,sich erinnern an::V,recordar-se de,回忆
1230,vergessen::V,esquecer,忘记
1231,messen::V,medir,测量
1232,zählen::V,contar,数
1233,rechnen::V,calcular,计算
1234,lesen::V,ler,读
1235,malen::V,pintar,画
1236,zeichnen::V,desenhar,绘制
1237,schreiben::V,escrever,写
1238,besitzen::V,possuir,占有
1239,kaufen::V,comprar,买
1240,verkaufen::V,vender,卖
1241,bezahlen::V,pagar,付钱
1242,zahlen::V,pagar,支付
1243,beherrschen::V,imperar,统治
1244,ertragen::V,suportar,忍耐
