,Concept_ID,fa,cy
113,Moor::N,باتلاق,rhos
114,Wiese::N,چمن,dôl
115,Wald::N,جنگل,coedwig
116,Hügel::N,تل,bryn
117,Hügel::N,تپه,bryn
118,Anhöhe::N,بلندی,bryn
119,Berg::N,کوه,mynydd
120,Gipfel::N,قله,copa
121,Höhle::N,غار,ogof
122,Abhang::N,سرازیری,llethr
123,Quelle::N,چشمه,tarddiad
124,Quelle::N,چشمه,ffynhonnell
125,Bach::N,نهر,nant
126,Bach::N,نهر,afonig
127,Bach::N,نهر,cornant
128,Fluss::N,رود,afon
129,Ufer::N,ساحل,glan
130,Ufer::N,کرانه,glan
131,Küste::N,ساحل,traeth
132,Küste::N,ساحل,arfordir
133,Festland::N,خشکی,tir
134,Meer::N,دریا,môr
135,Bucht::N,خلیج,bae
136,Insel::N,جزیره,ynys
137,Blume::N,گل,blodyn
138,Gras::N,علف,glaswellt
139,Wurzel::N,ریشه,gwreiddyn
140,Baum::N,درخت,coeden
141,Stamm::N,تنه,colfen
142,Stamm::N,تنه,boncyff
143,Rinde::N,توژ,rhisgl
144,Rinde::N,پوست,rhisgl
145,Ast::N,شاخه,cangen
146,Zweig::N,شاخه,cainc
147,Zweig::N,شاخه,cangen
148,Blatt::N,برگ,deilen
149,Birke::N,غان,bedwen
150,Kiefer[Baum]::N,کاج,pinwydden
151,Weide[Baum]::N,بید,helygen
152,Tanne::N,صنوبر,ffynidwydden
153,Horn::N,شاخ,corn
154,Feder::N,پر,plufyn
155,Fell::N,خز,ffwr
156,Flügel::N,پر,adain
157,Flügel::N,بال,adain
158,Klaue::N,چنگ,crafanc
159,Klaue::N,پنجه,crafanc
160,Kralle::N,پنجه,ewin
161,Schwanz::N,دم,cwt
162,Schwanz::N,دم,cynffon
163,Ei::N,تخم,wy
164,Nest::N,لانه,nyth
165,Bau::N,بنا,ffau
166,Bau::N,ساختمان,ffau
167,Tier::N,هیوان,anifail
168,Herde::N,رمه,praidd
169,Herde::N,رمه,diadell
170,Kuh::N,گاو,buwch
171,Bulle::N,گاو نر,tarw
172,Pferd::N,اسب,ceffyl
173,Schaf::N,گوسفند,dafad
174,Schwein::N,خوک,mochyn
175,Hund::N,سگ,ci
176,Katze::N,گربه,cath
177,Bär::N,خرس,arth
178,Eichhörnchen::N,سنجاب,gwiwer
179,Elch::N,گوزن شمالی,elc
180,Fuchs::N,روباه,cadno
181,Hase::N,خرگوش,ysgyfarnog
182,Maus::N,موش,llygoden
183,Wolf::N,گرگ,blaidd
184,Vogel::N,پرنده,aderyn
185,Schwarm::N,دسته,haid
186,Huhn::N,مرغ,cyw
187,Hahn::N,خروس,ceiliog
188,Gans::N,غاز,gŵydd
189,Adler::N,عقاب,eryr
190,Ente::N,اردک,hwyad
191,Ente::N,مرغابی,hwyad
192,Eule::N,جغد,tylluan
193,Kranich::N,درنا,garan
194,Kranich::N,درنا,crychydd
195,Krähe::N,زاغ,brân
196,Krähe::N,کلاغ,brân
197,Kuckuck::N,فاخته,cog
198,Kuckuck::N,فاخته,cwcw
199,Schwan::N,قو,alarch
200,Fisch::N,ماهی,pysgod
201,Barsch::N,ماهی خاردار,draenog
202,Hecht::N,اردک ماهی,penhwyad
203,Schlange[Tier]::N,مار,neidr
204,Wurm::N,کرم,abwydyn
205,Wurm::N,کرم,pryf genwair
206,Spinne::N,عنکبوت,cor
207,Spinne::N,عنکبوت,pryf copyn
208,Ameise::N,مورچه,morgrugyn
209,Laus::N,شپش,lleuen
210,Mücke::N,پشه,gwybedyn
211,Fliege::N,مگس,cleren
212,Schmetterling::N,پروانه,glöyn byw
213,Schmetterling::N,پروانه,iâr fach yr haf
214,Beere::N,گیله,aeronen
215,Apfel::N,سیب,afal
216,Pilz::N,قارچ,madarch
217,Zwiebel::N,پیاز,nionyn
218,Zwiebel::N,پیاز,winwnsyn
219,Saat::N,بذر,had
220,Korn::N,تخم,grawn
221,Korn::N,دانه,grawn
222,Heu::N,علف خشک,gwair
223,Schale::N,پوست,croen
224,Schale::N,پوست,plisgyn
225,Grube::N,گودال,pwll
226,Grube::N,گودال,pydew
227,Falle::N,دام,magl
228,Schlinge::N,حلقه,cwlwm rhedeg
229,Spur::N,رد,ôl
230,Asche::N,خاکستر,lludw
231,Dreck::N,کثافت,baw
232,Dreck::N,کثافت,budreddi
233,Eisen::N,آهن,haearn
234,Gold::N,زر,aur
235,Gold::N,طلا,aur
236,Silber::N,نقره,arian
237,Kohle::N,زغال,glo
238,Glas::N,شیشه,gwydr
239,Lehm::N,گل,clai
240,Sand::N,شن,tywod
241,Sand::N,ماسه,tywod
242,Mensch::N,آدم,dyn
243,Mensch::N,انسان,dyn
244,Mann::N,مرد,dyn
245,Frau::N,زن,merch
246,Frau::N,زن,gwraig
247,Kind::N,بچه,plentyn
248,Kind::N,کودک,plentyn
249,Junge::N,پسر,hogyn
250,Junge::N,پسر,bachgen
251,Mädchen::N,دختر,merch
252,Mädchen::N,دختر,geneth
253,Familie::N,فامیل,teulu
254,Familie::N,فامیل,tylwyth
255,Familie::N,خانواده,teulu
256,Familie::N,خانواده,tylwyth
257,Großvater::N,پدربزرگ,taid
258,Großvater::N,پدربزرگ,tad-cu
259,Großmutter::N,مادر‌بزرگ,nain
260,Großmutter::N,مادر‌بزرگ,mam-gu
261,Eltern::N,والدین,rhieni
262,Eltern::N,پدر‌و‌مادر,rhieni
263,Vater::N,پدر,tad
264,Mutter::N,مادر,mam
265,Sohn::N,پسر,mab
266,Tochter::N,دختر,merch
267,Bruder::N,برادر,brawd
268,Schwester::N,خواهر,chwaer
269,Onkel::N,عمو,ewythr
270,Onkel::N,دایی,ewythr
271,Tante::N,عمه,modryb
272,Tante::N,خاله,modryb
273,Ehemann::N,همسر,gŵr
274,Ehefrau::N,همسر,gwraig
275,Freude::N,شادی,gorfoledd
276,Gelächter::N,خنده,chwerthin
277,Gelächter::N,قاه‌قاه,chwerthin
278,Glück::N,اقبال,hapusrwydd
279,Kummer::N,غم,galar
280,Kummer::N,غصه,galar
281,Wunsch::N,آرزو,dymuniad
282,Lust::N,هوس,chwant
283,Geist::N,روح,ysbryd
284,Gedanke::N,فکر,meddwl
285,Gedächtnis::N,حافظه,cof
286,Verstand::N,هوش,meddwl
287,Sinn::N,معنا,ystyr
288,Sinn::N,مفهوم,ystyr
289,Grund::N,سبب,achos
290,Grund::N,سبب,rheswm
291,Grund::N,دلیل,achos
292,Grund::N,دلیل,rheswm
293,Wahrheit::N,حقیقت,gwir
294,Wahrheit::N,حقیقت,gwirionedd
295,Gespräch::N,صحبت,sgwrs
296,Gespräch::N,گفتگو,sgwrs
297,Märchen::N,قصه,chwedl werin
298,Märchen::N,افسانه,chwedl werin
299,Erzählung::N,داستان,stori
300,Nachricht::N,خبر,neges
301,Neuigkeit::N,خبر تازه,newydd
302,Name::N,اسم,enw
303,Rätsel::N,معما,pos
304,Rede::N,سخن,araith
305,Sprache::N,زبان,iaith
306,Stimme::N,صدا,llais
307,Wort::N,کلمه,gair
308,Zeichen::N,نشان,arwydd
309,Zeichen::N,علامت,arwydd
310,Ruf::N,صدا,galwad
311,Lärm::N,هیاهو,trwst
312,Laut::N,صدا,sain
313,Ton::N,آهنگ,tôn
314,Lied::N,آواز,cân
315,Lied::N,ترانه,cân
316,Ruhe::N,آرامش,tawelwch
317,Leute::N,مردم,pobl
318,Volk::N,خلق,pobl
319,Arbeit::N,کار,gwaith
320,Gast::N,مهمان,gwestai
321,Geschenk::N,هدیه,rhodd
322,Geschenk::N,هدیه,anrheg
323,Spiel::N,بازی,chwarae
324,Gesellschaft::N,جمعیت,cwmni
325,Hilfe::N,کمک,cymorth
326,Freund::N,دوست,cyfaill
327,Kamerad::N,رفیق,cydymaith
328,Angelegenheit::N,امر,pwnc
329,Angelegenheit::N,قضیه,pwnc
330,Anzahl::N,عده,cyfrif
331,Anzahl::N,شمار,cyfrif
332,Art::N,نوع,bath
333,Stück::N,تکه,darn
334,Stück::N,قطعه,darn
335,Teil::N,بخش,rhan
336,Teil::N,قسمت,rhan
337,Hälfte::N,نیم,hanner
338,Kreis::N,حلقه,cylch
339,Kreis::N,دایره,cylch
340,Kreuz::N,صلیب,croes
341,Linie::N,خط,llinell
342,Linie::N,سطر,llinell
343,Strich::N,خط,strôc
344,Strich::N,خط,trawiad
345,Abstand::N,فاصله,bwlch
346,Abstand::N,فاصله,pellter
347,Entfernung::N,مسافت,pellter
348,Gegend::N,منطقه,cylch
349,Platz::N,گنجایش,lle
350,Ort::N,جا,lle
351,Ort::N,محل,lle
352,Ort::N,مکان,lle
353,Seite::N,طرف,ochr
354,Mitte::N,وسط,canol
355,Mitte::N,میان,canol
356,Gegenstand::N,چیز,eitem
357,Sache::N,چیز,peth
358,Rand::N,کنار,cwr
359,Rand::N,کنار,ymyl
360,Rand::N,حاشیه,cwr
361,Rand::N,حاشیه,ymyl
362,Kante::N,لبه,min
363,Kante::N,لبه,ymyl
364,Ecke::N,گوشه,cornel
365,Spitze::N,سر,blaen
366,Spitze::N,نوک,blaen
367,Ende::N,ته,pen
368,Ende::N,آخر,pen
369,Loch::N,سوراخ,twll
370,Winkel::N,کنج,congl
371,Muster::N,نقش,patrwm
372,Größe::N,قد,maint
373,Größe::N,قد,maintioli
374,Größe::N,بزرگی,maint
375,Größe::N,بزرگی,maintioli
376,Länge::N,طول,hyd
377,Höhe::N,بلندی,uchder
378,Gewicht::N,وزن,pwysau
379,Menge::N,مقدار,swm
380,Menge::N,مقدار,maint
381,Menge::N,اندازه,swm
382,Menge::N,اندازه,maint
383,Haufen::N,توده,pentwr
384,Reihe::N,ردیف,rhes
385,Boot::N,قایق,cwch
386,Ruder::N,پارو,rhwyf
387,Schlitten::N,سورتمه,sled
388,Schlitten::N,سورتمه,car llusg
389,Ski::N,اسکی,sgi
390,Lagerfeuer::N,آتش,coelcerth
391,Last::N,بار,llwyth
392,Last::N,سنگینی,llwyth
393,Gang::N,راه رفتن,tro
394,Schritt::N,قدم,cam
395,Norden::N,شمال,gogledd
396,Süden::N,جنوب,de
397,Westen::N,غرب,gorllewin
398,Osten::N,شرق,dwyrain
399,Holz::N,چوب,pren
400,Brett::N,تخته,bwrdd
401,Brett::N,تخته,astell
402,Platte::N,صفحه,llech
403,Stütze::N,تکیه,ateg
404,Stütze::N,تکیه,cynhalydd
405,Stange::N,میله,polyn
406,Stock::N,چوب,ffon
407,Stock::N,چوب,brigyn
408,Stab::N,عصا,ffon
409,Rohr::N,لوله,pibell
410,Haus::N,منزل,tŷ
411,Heim::N,خانه,cartref
412,Heim::N,کاشانه,cartref
413,Ofen::N,بخاری,stof
414,Fußboden::N,کف اتاق,llawr
415,Tisch::N,میز,bwrdd
416,Stuhl::N,صندلی,cadair
417,Wiege::N,گهواره,crud
418,Bett::N,تختخواب,gwely
419,Regal::N,قفسه,silff
420,Kiste::N,صندوق,bocs
421,Kiste::N,صندوق,blwch
422,Fenster::N,پنجره,ffenestr
423,Tür::N,در,drws
424,Tür::N,درب,drws
425,Tor::N,دروازه,porth
426,Zaun::N,حصار,ffens
427,Dach::N,بام,to
428,Leiter::N,نردبان,ysgol
429,Besen::N,جارو,ysgub
430,Spaten::N,بیل,rhaw
431,Schaufel::N,بیل,rhaw
432,Schaufel::N,پارو,rhaw
433,Gabel::N,چنگال,fforc
434,Löffel::N,قاشق,llwy
435,Messer::N,کارد,cyllell
436,Nagel::N,میخ,hoel
437,Netz::N,تور,gwe
438,Netz::N,تور,rhwyd
439,Netz::N,شبکه,gwe
440,Netz::N,شبکه,rhwyd
441,Haken::N,قلاب,bach
442,Griff::N,دسته,carn
443,Schloss::N,قفل,clo
444,Bild::N,عکس,llun
445,Bild::N,عکس,pictiwr
446,Bild::N,تصویر,llun
447,Bild::N,تصویر,pictiwr
448,Figur::N,تندیس,ffigur
449,Puppe::N,عروسک,dol
450,Beutel::N,کیسه,cwd
451,Bündel::N,بسته,bwndel
452,Bündel::N,بسته,coflaid
453,Tasche::N,کیف,cod
454,Eimer::N,سطل,bwced
455,Eimer::N,سطل,cunnog
456,Deckel::N,در,caead
457,Geschirr::N,ظرف,llestri
458,Sack::N,گونی,sach
459,Tasse::N,فنجان,cwpan
460,Topf::N,دیگ,pot
461,Topf::N,دیگ,crochan
462,Topf::N,قابلمه,pot
463,Topf::N,قابلمه,crochan
464,Kessel::N,دیگ,tegell
465,Essen::N,خوراک,pryd o fwyd
466,Nahrung::N,غذا,bwyd
467,Speise::N,خوراک,saig
468,Fleisch::N,گوشت,cig
469,Getreide::N,غله,ŷd
470,Getreide::N,غله,llafur
471,Brei::N,فرنی,uwd
472,Brei::N,حریره,uwd
473,Brot::N,نان,bara
474,Scheibe::N,قاچ,tafell
475,Scheibe::N,لزگه,tafell
476,Fett::N,چربی,saim
477,Fett::N,چربی,braster
478,Butter::N,کره,ymenyn
479,Öl::N,روغن,olew
480,Salz::N,نمک,halen
481,Suppe::N,آش,cawl
482,Suppe::N,سوپ,cawl
483,Honig::N,عسل,mêl
484,Milch::N,شیر,llaeth
485,Milch::N,شیر,llefrith
486,Tee::N,چای,te
487,Leder::N,چرم,lledr
488,Wolle::N,پشم,gwlân
489,Stoff::N,پارچه,lliain
490,Stoff::N,پارچه,brethyn
491,Nadel::N,سوزن,nodwydd
492,Faden::N,نخ,edau
493,Faden::N,نخ,edefyn
494,Knopf::N,دکمه,botwm
495,Knoten::N,گره,cwlwm
496,Farbe::N,رنگ,paent
497,Kleidung::N,لباس,dillad
498,Kleidung::N,لباس,gwisgoedd
499,Kleidung::N,پوشاک,dillad
500,Kleidung::N,پوشاک,gwisgoedd
501,Hemd::N,پیراهن,crys
502,Kragen::N,یقه,coler
503,Ärmel::N,آستین,llawes
504,Hose::N,شلوار,trowsus
505,Gürtel::N,کمر‌بند,gwregys
506,Mütze::N,کلاه,cap
507,Schuh::N,کفش,esgid
508,Stiefel::N,چکمه,botasen
509,Ring::N,حلقه,modrwy
510,Ring::N,انگشتر,modrwy
511,Band::N,نوار,rhuban
512,Band::N,روبان,rhuban
513,Kamm::N,شانه,crib
514,Spiegel::N,آینه,drych
515,Riemen::N,تسمه,strap
516,Schnur::N,ریسمان,llinyn
517,Leine::N,قلاده,tennyn
518,Decke::N,پتو,blanced
519,Decke::N,پتو,gwrthban
520,Kissen::N,بالش,clustog
521,Kissen::N,بالش,gobennydd
522,Tuch::N,شال,sgarff
523,Handtuch::N,حوله,tywel
524,Handtuch::N,حوله,lliain sychu
525,Kraft::N,نیرو,grym
526,Stärke::N,زور,nerth
527,Stärke::N,زور,cryfder
528,Gesundheit::N,سلامتی,iechyd
529,Gesundheit::N,تندرستی,iechyd
530,Krankheit::N,بیماری,afiechyd
531,Krankheit::N,بیماری,anhwylder
532,Schmerz::N,درد,poen
533,Schmerz::N,درد,gwayw
534,Wunde::N,زخم,clwyf
535,Fieber::N,تب,twymyn
536,Arznei::N,دارو,meddyginiaeth
537,Brücke::N,پل,pont
538,Brunnen::N,چاه,ffynnon
539,Weide::N,چراگاه,porfa
540,Pfad::N,راه,llwybr
541,Weg::N,راه,ffordd
542,Weg::N,طریق,ffordd
543,Straße::N,راه,heol
544,Straße::N,راه,ffordd
545,Straße::N,جاده,heol
546,Straße::N,جاده,ffordd
547,Dorf::N,ده,pentref
548,Dorf::N,روستا,pentref
549,Stadt::N,شهر,tref
550,Brief::N,نامه,llythyr
551,Buch::N,کتاب,llyfr
552,Buchstabe::N,حرف,llythyren
553,Zeitung::N,روزنامه,papur newydd
554,Leben::N,عمر,bywyd
555,Leben::N,زندگی,bywyd
556,Tod::N,مرگ,marwolaeth
557,Grab::N,گور,bedd
558,Grab::N,مزار,bedd
559,Kirche::N,کلیسا,eglwys
560,Sünde::N,بزه,pechod
561,Sünde::N,گناه,pechod
562,Gott::N,خدا,duw
563,Arbeiter::N,کارگر,gweithiwr
564,Chef::N,رئیس,pennaeth
565,Meister::N,استاد,meistr
566,Arzt::N,پزشک,meddyg
567,Lehrer::N,معلم,athro
568,Lehrer::N,آموزگار,athro
569,Geld::N,پول,pres
570,Geld::N,پول,arian
571,Geschäft::N,کار,busnes
572,Geschäft::N,بیزنس,busnes
573,Laden::N,دکان,siop
574,Laden::N,مغازه,siop
575,Preis::N,بها,pris
576,Preis::N,قیمت,pris
577,Ware::N,جنس,nwydd
578,Ware::N,کالا,nwydd
579,Nutzen::N,مزیت,elw
580,Nutzen::N,مزیت,budd
581,Nutzen::N,امتیاز,elw
582,Nutzen::N,امتیاز,budd
583,Reichtum::N,مال,cyfoeth
584,Reichtum::N,ثروت,cyfoeth
585,Welt::N,دنیا,byd
586,Land::N,کشور,gwlad
587,Land::N,مملکت,gwlad
588,Staat::N,دولت,gwladwriaeth
589,König::N,شاه,brenin
590,König::N,پادشاه,brenin
591,Macht::N,قدرت,grym
592,Macht::N,قدرت,awdurdod
593,Macht::N,اختیار,grym
594,Macht::N,اختیار,awdurdod
595,Grenze::N,مرز,ffin
596,Grenze::N,مرز,goror
597,Krieg::N,جنگ,rhyfel
598,Feind::N,دشمن,gelyn
599,Gewalt::N,زور,ffyrnigrwydd
600,Gewalt::N,خشونت,ffyrnigrwydd
601,Kampf::N,نبرد,brwydr
602,Kampf::N,مبارزه,brwydr
603,Bogen[Waffe]::N,کمان,bwa
604,Pfeil::N,تیر,saeth
605,Gewehr::N,تفنگ,dryll
606,Fehler::N,غلط,gwall
607,Fehler::N,غلط,camgymeriad
608,Fehler::N,اشتباه,gwall
609,Fehler::N,اشتباه,camgymeriad
610,Lüge::N,دروغ,celwydd
611,Lüge::N,دروغ,anwiredd
612,Schaden::N,آسیب,niwed
613,Schaden::N,آسیب,difrod
614,Schaden::N,خسارت,niwed
615,Schaden::N,خسارت,difrod
616,Unglück::N,بلا,anffawd
617,Schuld::N,گناه,bai
618,Schuld::N,تقصیر,bai
619,Alter::N,سن,oed
620,Alter::N,عمر,oed
621,Schluss::N,انتها,diwedd
622,Zeit::N,وقت,amser
623,Zeit::N,زمان,amser
624,Tag::N,روز,dydd
625,Tag::N,روز,diwrnod
626,Morgen::N,صبح,bore
627,Mittag::N,ظهر,nawn
628,Abend::N,شب,noswaith
629,Abend::N,عصر,noswaith
630,Nacht::N,شب,nos
631,Woche::N,هفته,wythnos
632,Monat::N,ماه,mis
633,Jahr::N,سال,blwyddyn
634,Frühling::N,بهار,gwanwyn
635,Sommer::N,تابستان,haf
636,Herbst::N,پاییز,hydref
637,Winter::N,زمستان,gaeaf
638,Januar::N,ژانویه,Ionawr
639,Februar::N,فوریه,Chwefror
640,März::N,مارس,Mawrth
641,April::N,آوریل,Ebrill
642,Mai::N,مه,Mai
643,Juni::N,ژوئن,Mehefin
644,Juli::N,ژویه,Gorffennaf
645,August::N,اوت,Awst
646,September::N,سپتامبر,Medi
647,Oktober::N,اکتبر,Hydref
648,November::N,نوامبر,Tachwedd
649,Dezember::N,دسامبر,Rhagfyr
650,Montag::N,دو‌شنبه,dydd Llun
651,Dienstag::N,سه‌شنبه,dydd Mawrth
652,Mittwoch::N,چهار‌شنبه,dydd Mercher
653,Donnerstag::N,پنج شنبه,dydd Iau
654,Freitag::N,جمعه,dydd Gwener
655,Samstag::N,شنبه,dydd Sadwrn
656,Sonntag::N,یکشنبه,dydd Sul
657,groß::A,بزرگ,mawr
658,klein::A,کوچک,bach
659,lang::A,بلند,hir
660,kurz::A,کوتاه,byr
661,kurz::A,کوتاه,cwta
662,breit::A,پهن,llydan
663,schmal::A,تنگ,cul
664,schmal::A,نازک,cul
665,dicht::A,چگال,dwys
666,dicht::A,انبوه,dwys
667,dick[Gegenstand]::A,ضخیم,trwchus
668,dünn::A,نازک,tenau
669,fein::A,ریز,main
670,fein::A,باریک,main
671,fest::A,محکم,cadarn
672,flach::A,صاف,gwastad
673,flach::A,مسطح,gwastad
674,glatt::A,لیز,llyfn
675,hart::A,سفت,caled
676,weich::A,نرم,meddal
677,weich::A,ملایم,meddal
678,rund::A,گرد,crwn
679,spitz::A,تیز,pigfain
680,spitz::A,نوک‌تیز,pigfain
681,scharf::A,تیز,miniog
682,scharf::A,برنده,miniog
683,stumpf::A,کند,pŵl
684,schwer::A,سنگین,trwm
685,schön::A,زیبا,teg
686,schön::A,زیبا,hardd
687,schön::A,زیبا,prydferth
688,heiß::A,داغ,poeth
689,warm::A,گرم,twym
690,warm::A,گرم,cynnes
691,kalt::A,سرد,oer
692,kühl::A,خنک,oeraidd
693,frisch::A,تازه,iach
694,feucht::A,مرطوب,llaith
695,nass::A,تر,gwlyb
696,nass::A,خیش,gwlyb
697,trocken::A,خشک,sych
698,voll::A,پر,llawn
699,leer::A,خالی,gwag
700,offen::A,باز,agored
701,geschlossen::A,بسته,caead
702,geschlossen::A,بسته,caeëdig
703,sauber::A,پاک,glân
704,sauber::A,تمیز,glân
705,schmutzig::A,کثیف,budr
706,schmutzig::A,کثیف,brwnt
707,schmutzig::A,آلوده,budr
708,schmutzig::A,آلوده,brwnt
709,roh::A,خام,amrwd
710,reif::A,رسیده,aeddfed
711,lecker::A,لذیذ,blasus
712,lecker::A,لذیذ,danteithiol
713,lecker::A,خوشمزه,blasus
714,lecker::A,خوشمزه,danteithiol
715,süß::A,شیرین,melys
716,bitter::A,تلخ,chwerw
717,sauer::A,ترش,sur
718,hell::A,روشن,disglair
719,dunkel::A,تاریک,tywyll
720,schwarz::A,سیاه,du
721,weiß::A,سفید,gwyn
722,rot::A,سرخ,coch
723,rot::A,قرمز,coch
724,gelb::A,زرد,melyn
725,blau::A,آبی,glas
726,grün::A,سبز,gwyrdd
727,grau::A,طوسی,llwyd
728,grau::A,خاکستری,llwyd
729,bunt::A,رنگارنگ,lliwgar
730,billig::A,ارزان,rhad
731,teuer::A,گران,drud
732,wertvoll::A,قیمتی,gwerthfawr
733,wertvoll::A,گرانبها,gwerthfawr
734,blind::A,کور,dall
735,blind::A,نابینا,dall
736,taub::A,کر,byddar
737,taub::A,ناشنوا,byddar
738,kräftig::A,قوی,nerthol
739,kräftig::A,قوی,grymus
740,stark::A,قوی,cryf
741,stark::A,قوی,cadarn
742,stark::A,نیرومند,cryf
743,stark::A,نیرومند,cadarn
744,schwach::A,ضعیف,gwan
745,fett::A,چرب,tew
746,schlank::A,باریک‌اندام,main
747,hübsch::A,قشنگ,tlws
748,hübsch::A,خوشگل,tlws
749,böse::A,بد,drwg
750,dumm::A,احمق,twp
751,faul::A,لش,diog
752,faul::A,تنبل,diog
753,fleißig::A,زرنگ,dyfal
754,geizig::A,خسیس,crintach
755,geizig::A,خسیس,cybyddlyd
756,klug::A,عاقل,deallus
757,klug::A,باهوش,deallus
758,geschickt::A,ماهر,medrus
759,geschickt::A,ماهر,deheuig
760,lieb::A,عزیز,hoff
761,lieb::A,عزیز,annwyl
762,lustig::A,شاد,llon
763,lustig::A,خوشحال,llon
764,sanft::A,لطیف,mwyn
765,hungrig::A,گرسنه,newynog
766,krank::A,مریض,sâl
767,krank::A,مریض,gwael
768,krank::A,بیمار,sâl
769,krank::A,بیمار,gwael
770,nackt::A,لخت,noeth
771,nackt::A,برهنه,noeth
772,traurig::A,غمگین,trist
773,lebendig::A,زنده,yn fyw
774,gut::A,خوب,da
775,schlecht::A,بد,drwg
776,schlecht::A,بد,gwael
777,richtig::A,درست,cywir
778,schlimm::A,وخيم,enbyd
779,wahr::A,درست,gwir
780,wahr::A,حقیقی,gwir
781,alt::A,کهنه,hen
782,neu::A,نو,newydd
783,ehemalig::A,قبلی,blaenorol
784,alt[Lebewesen]::A,پیر,oedrannus
785,jung::A,جوان,ifanc
786,arm::A,فقیر,tlawd
787,reich::A,پولدار,cyfoethog
788,reich::A,ثروتمند,cyfoethog
789,bekannt::A,آشنا,cynefin
790,bekannt::A,آشنا,cyfarwydd
791,bekannt::A,معلوم,cynefin
792,bekannt::A,معلوم,cyfarwydd
793,berühmt::A,مشهور,enwog
