,Concept_ID,az,os
1367,sich erinnern an::V,xatırlamaq,зæрдыл æрлæууын
1368,sich erinnern an::V,xatırlamaq,æрымысын
1369,sich erinnern an::V,xatırlamaq,æрбаймысын
1370,sich erinnern an::V,xatırlamaq,æрхъуыды кæнын
1371,vergessen::V,unutmaq,ферох кæнын
1372,vergessen::V,unutmaq,айрох кæнын
1373,messen::V,ölçmək,барын
1374,zählen::V,saymaq,нымайын
1375,rechnen::V,hesablamaq,хынцын
1376,lesen::V,oxumaq,кӕсын
1377,lesen::V,oxumaq,фӕрсын
1378,malen::V,şəkil çəkmək,ныв кӕнын
1379,zeichnen::V,cızmaq,ныв кӕнын
1380,schreiben::V,yazmaq,фыссын
1381,besitzen::V,yiyələnmək,хицау уын
1382,besitzen::V,malik olmaq,хицау уын
1383,kaufen::V,satın almaq,балхӕнын
1384,verkaufen::V,satmaq,уӕй кӕнын
1385,bezahlen::V,ödəmək,бафидын
1386,zahlen::V,ödəmək,фидын
1387,beherrschen::V,idarə etmək,æлдариуæг кæнын
1388,ertragen::V,dözmək,бавзарын
