,Concept_ID,ar,la
113,See::N,بحيرة,lacus
114,Sumpf::N,مستنقع,palus
115,Moor::N,مستنقع,palus
116,Wiese::N,مرج,pratum
117,Wald::N,غابة,silva
118,Hügel::N,تل,collis
119,Anhöhe::N,تل,specula
120,Berg::N,جبل,mons
121,Gipfel::N,قمة,vertex
122,Höhle::N,كهف,caverna
123,Höhle::N,كهف,spelunca
124,Abhang::N,منحدر,declivum
125,Quelle::N,منبع,fons
126,Bach::N,مجرى,rivus
127,Fluss::N,نهر,flumen
128,Ufer::N,ضفة,ripa
129,Küste::N,ساحل,litus
130,Festland::N,بر,continens
131,Meer::N,بحر,mare
132,Bucht::N,خليج,sinus
133,Insel::N,جزيرة,insula
134,Blume::N,زهرة,flos
135,Gras::N,حشيش,herba
136,Gras::N,حشيش,gramen
137,Wurzel::N,أصل,radix
138,Baum::N,شجرة,arbor
139,Stamm::N,جذع,truncus
140,Rinde::N,قشرة,cortex
141,Ast::N,فرع,ramus
142,Zweig::N,غصن,ramus
143,Blatt::N,ورقة,folium
144,Birke::N,قضبان,betulla
145,Kiefer[Baum]::N,صنوبرة,pinus
146,Weide[Baum]::N,صفصاف,salix
147,Tanne::N,شوح,abies
148,Tanne::N,تبوب,abies
149,Horn::N,قرن,cornu
150,Feder::N,ريشة,penna
151,Fell::N,فرو,pellis
152,Flügel::N,جناح,ala
153,Klaue::N,مخلب,unguis
154,Kralle::N,مخلب,unguis
155,Schwanz::N,ذيل,cauda
156,Ei::N,بيض,ovum
157,Nest::N,عش,nidus
158,Bau::N,جحر,cavum
159,Bau::N,جحر,latibulum
160,Tier::N,حيوان,bestia
161,Herde::N,قطيع,grex
162,Kuh::N,بقرة,vacca
163,Bulle::N,ثور,taurus
164,Pferd::N,خيل,equus
165,Schaf::N,شاة,ovis
166,Schwein::N,خنزير,sus
167,Schwein::N,خنزير,porcus
168,Hund::N,كلب,canis
169,Katze::N,قطة,felis
170,Bär::N,دب,ursus
171,Eichhörnchen::N,سنجاب,sciurus
172,Elch::N,موظ,alces
173,Fuchs::N,ثعلب,vulpes
174,Hase::N,أرنب,lepus
175,Maus::N,فأرة,mus
176,Wolf::N,ذئب,lupus
177,Vogel::N,طير,avis
178,Schwarm::N,سرب,examen
179,Huhn::N,دجاجة,gallina
180,Hahn::N,ديك,gallus
181,Gans::N,وزة,anser
182,Adler::N,نسر,aquila
183,Ente::N,بطة,anas
184,Eule::N,بوم,ulula
185,Eule::N,بوم,noctua
186,Kranich::N,كركي,grus
187,Krähe::N,غراب,cornix
188,Kuckuck::N,وقواق,cuculus
189,Schwan::N,إوز عراقي,olor
190,Schwan::N,إوز عراقي,cycnus
191,Fisch::N,سمك,piscis
192,Barsch::N,فرخ أوربي,perca
193,Hecht::N,سمك الكراكي,esox
194,Schlange[Tier]::N,حية,serpens
195,Schlange[Tier]::N,ثعبان,serpens
196,Wurm::N,دودة,vermis
197,Spinne::N,عنكبوت,aranea
198,Ameise::N,نملة,formica
199,Laus::N,قملة,pediculus
200,Mücke::N,ناموسة,culex
201,Fliege::N,ذبابة,musca
202,Schmetterling::N,فراشة,papilio
203,Beere::N,حبة,baca
204,Apfel::N,تفاح,malum
205,Pilz::N,فطر,fungus
206,Zwiebel::N,بصل,cepa
207,Saat::N,زرع,seges
208,Korn::N,حبة,granum
209,Heu::N,دريس,faenum
210,Schale::N,قشرة,putamen
211,Grube::N,نقرة,fovea
212,Falle::N,فخ,pedica
213,Falle::N,مصيدة,pedica
214,Schlinge::N,عروة,laqueus
215,Spur::N,أثر,vestigium
216,Asche::N,رماد,cinis
217,Dreck::N,قذر,lutum
218,Eisen::N,حديد,ferrum
219,Gold::N,ذهب,aurum
220,Silber::N,فضة,argentum
221,Kohle::N,فحم,carbo
222,Glas::N,زجاج,vitrum
223,Lehm::N,طين,lutum
224,Sand::N,رمل,arena
225,Mensch::N,إنسان,homo
226,Mann::N,رجل,vir
227,Frau::N,امرأة,mulier
228,Kind::N,طفل,puer
229,Kind::N,طفل,infans
230,Junge::N,ولد,puer
231,Mädchen::N,بنت,puella
232,Familie::N,عائلة,familia
233,Großvater::N,جد,avus
234,Großmutter::N,جدة,avia
235,Eltern::N,أبوان,parentes
236,Eltern::N,والدان,parentes
237,Vater::N,أب,pater
238,Mutter::N,أم,mater
239,Sohn::N,إبن,filius
240,Tochter::N,بنت,filia
241,Tochter::N,إبنة,filia
242,Bruder::N,أخ,frater
243,Bruder::N,شقيق,frater
244,Schwester::N,أخت,soror
245,Onkel::N,عم,patruus
246,Onkel::N,عم,avunculus
247,Tante::N,عمة,amita
248,Ehemann::N,زوج,maritus
249,Ehefrau::N,زوجة,uxor
250,Freude::N,فرح,gaudium
251,Freude::N,فرح,laetitia
252,Freude::N,سرور,gaudium
253,Freude::N,سرور,laetitia
254,Gelächter::N,قهقهة,risus
255,Glück::N,سعادة,felicitas
256,Kummer::N,غم,aegritudo
257,Wunsch::N,منية,voluntas
258,Wunsch::N,منية,desiderium
259,Lust::N,شهوة,libido
260,Lust::N,شهوة,voluptas
261,Geist::N,روح,mens
262,Geist::N,روح,animus
263,Gedanke::N,فكرة,sententia
264,Gedächtnis::N,ذاكرة,memoria
265,Verstand::N,عقل,ratio
266,Verstand::N,عقل,ingenium
267,Sinn::N,معنى,sensus
268,Grund::N,سبب,causa
269,Wahrheit::N,حقيقة,veritas
270,Gespräch::N,محادثة,sermo
271,Märchen::N,خرافة,fabula
272,Erzählung::N,قصة,fabula
273,Erzählung::N,قصة,narratio
274,Erzählung::N,حكاية,fabula
275,Erzählung::N,حكاية,narratio
276,Nachricht::N,خبر,nuntius
277,Neuigkeit::N,خبر جديد,novitas
278,Name::N,اسم,nomen
279,Rätsel::N,لغز,aenigma
280,Rede::N,خطبة,oratio
281,Sprache::N,لغة,lingua
282,Stimme::N,صوت,vox
283,Wort::N,كلمة,verbum
284,Wort::N,كلمة,vocabulum
285,Zeichen::N,رمز,signum
286,Zeichen::N,إشارة,signum
287,Ruf::N,نداء,clamor
288,Lärm::N,صخب,strepitus
289,Lärm::N,ضجة,strepitus
290,Laut::N,صوت,sonus
291,Ton::N,نغمة,sonus
292,Lied::N,أغنية,carmen
293,Ruhe::N,هدوء,quies
294,Leute::N,ناس,homines
295,Volk::N,شعب,populus
296,Arbeit::N,عمل,labor
297,Gast::N,ضيف,hospes
298,Gast::N,ضيف,conviva
299,Geschenk::N,هدية,munus
300,Spiel::N,لعب,ludus
301,Gesellschaft::N,صحبة,societas
302,Hilfe::N,عون,auxilium
303,Hilfe::N,عون,subsidium
304,Hilfe::N,مساعدة,auxilium
305,Hilfe::N,مساعدة,subsidium
306,Freund::N,صديق,amicus
307,Kamerad::N,زميل,socius
308,Angelegenheit::N,أمر,res
309,Angelegenheit::N,شأن,res
310,Anzahl::N,عدد,numerus
311,Art::N,نوع,genus
312,Stück::N,قطعة,frustum
313,Stück::N,قطعة,fragmentum
314,Teil::N,قسم,pars
315,Hälfte::N,نصف,dimidium
316,Kreis::N,دائرة,orbis
317,Kreis::N,دائرة,circus
318,Kreuz::N,صليب,crux
319,Linie::N,خط,linea
320,Strich::N,شرطة,lineamentum
321,Abstand::N,مسافة,intervallum
322,Entfernung::N,بعد,spatium
323,Gegend::N,ناحية,loca
324,Gegend::N,ناحية,regio
325,Platz::N,فراغ,locus
326,Ort::N,مكان,locus
327,Seite::N,جانب,latus
328,Mitte::N,وسط,medium
329,Gegenstand::N,موضوع,res
330,Sache::N,شيء,res
331,Rand::N,حافة,margo
332,Kante::N,حافة,angulus
333,Ecke::N,ركن,angulus
334,Spitze::N,سن,cacumen
335,Ende::N,طرف,caput
336,Loch::N,ثقب,foramen
337,Winkel::N,زاوية,angulus
338,Muster::N,عينة,exemplum
339,Größe::N,حجم,magnitudo
340,Länge::N,طول,longitudo
341,Höhe::N,علو,altitudo
342,Höhe::N,ارتفاع,altitudo
343,Gewicht::N,وزن,pondus
344,Menge::N,كمية,copia
345,Haufen::N,كوم,acervus
346,Reihe::N,صف,ordo
347,Boot::N,قارب,navicula
348,Boot::N,زورق,navicula
349,Ruder::N,مجذاف,remus
350,Schlitten::N,مزلقة,sclodia
351,Ski::N,زلاجة,narta
352,Lagerfeuer::N,نار المخيم,ignis
353,Last::N,حمل,onus
354,Gang::N,مشية,cursus
355,Schritt::N,خطوة,gradus
356,Norden::N,شمال,septentriones
357,Süden::N,جنوب,meridies
358,Westen::N,غرب,occidens
359,Osten::N,شرق,oriens
360,Holz::N,خشب,lignum
361,Brett::N,لوح,tabula
362,Platte::N,صفيحة,lamina
363,Stütze::N,سند,adminiculum
364,Stütze::N,دعامة,adminiculum
365,Stange::N,عود,pertica
366,Stock::N,عصا,baculum
367,Stab::N,قضيب,scipio
368,Rohr::N,أنبوبة,tubus
369,Haus::N,دار,aedes
370,Haus::N,بيت,aedes
371,Heim::N,بيت,domicilium
372,Heim::N,مسكن,domicilium
373,Ofen::N,مدفأة,fornax
374,Fußboden::N,أرضية,solum
375,Tisch::N,مائدة,mensa
376,Stuhl::N,كرسي,sella
377,Wiege::N,مهد,cunae
378,Bett::N,سرير,lectus
379,Regal::N,رف,foruli
380,Kiste::N,صندوق,cista
381,Fenster::N,شباك,fenestra
382,Fenster::N,نافذة,fenestra
383,Tür::N,باب,ianua
384,Tor::N,بوابة,porta
385,Zaun::N,سياج,saepes
386,Dach::N,سطح,tectum
387,Leiter::N,سلم,scalae
388,Besen::N,مكنسة,scopae
389,Spaten::N,مسحاة,pala
390,Schaufel::N,مجرفة,pala
391,Gabel::N,شوكة,fuscinula
392,Löffel::N,ملعقة,coclear
393,Messer::N,سكين,culter
394,Nagel::N,مسمار,clavus
395,Netz::N,شبكة,rete
396,Haken::N,خطاف,hamus
397,Haken::N,صنارة,hamus
398,Griff::N,قبضة,manubrium
399,Schloss::N,قفل,claustra
400,Bild::N,صورة,tabula
401,Bild::N,صورة,pictura
402,Figur::N,تمثال,statunculum
403,Puppe::N,دمية,pupa
404,Beutel::N,كيس,sacculus
405,Bündel::N,ربطة,fascis
406,Tasche::N,شنطة,sacculus
407,Tasche::N,محفظة,sacculus
408,Eimer::N,سطل,situla
409,Eimer::N,جردل,situla
410,Deckel::N,سداد,operculum
411,Geschirr::N,أوان,vasa
412,Sack::N,زكيبة,saccus
413,Tasse::N,فنجان,pocillum
414,Topf::N,قدر,olla
415,Topf::N,طنجرة,olla
416,Kessel::N,قدر,aenum
417,Kessel::N,غلاية,aenum
418,Essen::N,طعام,cena
419,Nahrung::N,غذاء,cibus
420,Nahrung::N,غذاء,alimenta
421,Speise::N,أكل,cibus
422,Fleisch::N,لحم,caro
423,Getreide::N,حبوب,frumentum
424,Brei::N,عصيدة,puls
425,Brot::N,خبز,panis
426,Scheibe::N,شريحة,frustum
427,Fett::N,سمن,pingue
428,Butter::N,زبدة,butȳrum
429,Öl::N,زيت,oleum
430,Salz::N,ملح,sal
431,Suppe::N,حساء,ius
432,Suppe::N,شربة,ius
433,Honig::N,عسل,mel
434,Milch::N,حليب,lac
435,Tee::N,شاي,thea
436,Leder::N,جلد,corium
437,Wolle::N,صوف,lana
438,Stoff::N,قماش,textum
439,Nadel::N,إبرة,acus
440,Faden::N,خيط,filum
441,Knopf::N,زر,bulla
442,Knoten::N,عقدة,nodus
443,Farbe::N,صبغة,pigmentum
444,Kleidung::N,ملابس,vestimenta
445,Hemd::N,قميص,tunica
446,Kragen::N,ياقة,collare
447,Ärmel::N,كم,manica
448,Hose::N,سروال,bracae
449,Hose::N,بنطلون,bracae
450,Gürtel::N,حزام,cingulum
451,Mütze::N,طاقية,pilleus
452,Schuh::N,حذاء,calceus
453,Stiefel::N,جزمة,pero
454,Stiefel::N,جزمة,caliga
455,Stiefel::N,حذاء طويل,pero
456,Stiefel::N,حذاء طويل,caliga
457,Ring::N,حلقة,anulus
458,Band::N,شريط,redimiculum
459,Kamm::N,مشط,pecten
460,Spiegel::N,مرآة,speculum
461,Riemen::N,سير,lorum
462,Schnur::N,حبل,linum
463,Schnur::N,دوبارة,linum
464,Leine::N,قيد,retinaculum
465,Decke::N,بطانية,lodix
466,Kissen::N,وسادة,pulvinus
467,Tuch::N,منديل,velum
468,Handtuch::N,فوطة,mantele
469,Handtuch::N,منشفة,mantele
470,Kraft::N,قدرة,vis
471,Stärke::N,قوة,robur
472,Gesundheit::N,صحة,valetudo
473,Krankheit::N,مرض,morbus
474,Schmerz::N,ألم,dolor
475,Schmerz::N,وجع,dolor
476,Wunde::N,جرح,vulnus
477,Fieber::N,حمى,febris
478,Arznei::N,دواء,remedium
479,Brücke::N,جسر,pons
480,Brunnen::N,بئر,puteus
481,Weide::N,مرعى,pascua
482,Pfad::N,درب,semita
483,Weg::N,سكة,iter
484,Straße::N,طريق,via
485,Dorf::N,قرية,vicus
486,Stadt::N,مدينة,urbs
487,Stadt::N,مدينة,oppidum
488,Brief::N,خطاب,epistula
489,Brief::N,مكتوب,epistula
490,Buch::N,كتاب,liber
491,Buchstabe::N,حرف,littera
492,Zeitung::N,جريدة,diurnum
493,Leben::N,عيش,vita
494,Leben::N,حياة,vita
495,Tod::N,موت,mors
496,Tod::N,وفاة,mors
497,Grab::N,قبر,sepulcrum
498,Kirche::N,كنيسة,ecclesia
499,Sünde::N,خطيئة,peccatum
500,Gott::N,إله,deus
501,Arbeiter::N,عامل,operarius
502,Chef::N,رئيس,praefectus
503,Meister::N,أسطى,magister
504,Arzt::N,طبيب,medicus
505,Lehrer::N,مدرس,magister
506,Geld::N,نقود,aes
507,Geld::N,نقود,pecunia
508,Geschäft::N,صفقة,negotium
509,Laden::N,دكان,taberna
510,Preis::N,سعر,pretium
511,Ware::N,بضاعة,merx
512,Nutzen::N,فائدة,utilitas
513,Reichtum::N,غنى,opes
514,Reichtum::N,غنى,divitiae
515,Reichtum::N,ثروة,opes
516,Reichtum::N,ثروة,divitiae
517,Welt::N,عالم,mundus
518,Welt::N,دنيا,mundus
519,Land::N,بلد,terra
520,Staat::N,دولة,res publica
521,König::N,ملك,rex
522,Macht::N,سلطة,potestas
523,Grenze::N,حدود,limes
524,Krieg::N,حرب,bellum
525,Feind::N,عدو,inimicus
526,Gewalt::N,عنف,vis
527,Kampf::N,قتال,pugna
528,Bogen[Waffe]::N,قوس,arcus
529,Pfeil::N,سهم,sagitta
530,Gewehr::N,بندقية,sclopetum
531,Fehler::N,خطأ,error
532,Lüge::N,كذب,mendacium
533,Schaden::N,تلف,damnum
534,Schaden::N,تلف,detrimentum
535,Unglück::N,نحس,miseria
536,Unglück::N,نحس,calamitas
537,Schuld::N,ذنب,culpa
538,Alter::N,سن,aetas
539,Alter::N,عمر,aetas
540,Schluss::N,ختام,finis
541,Schluss::N,نهاية,finis
542,Zeit::N,وقت,tempus
543,Tag::N,يوم,dies
544,Morgen::N,صباح,mane
545,Mittag::N,ظهر,meridies
546,Abend::N,مساء,vesper
547,Nacht::N,ليلة,nox
548,Woche::N,أسبوع,septimana
549,Monat::N,شهر,mensis
550,Jahr::N,عام,annus
551,Jahr::N,سنة,annus
552,Frühling::N,ربيع,ver
553,Sommer::N,صيف,aestas
554,Herbst::N,خريف,autumnus
555,Winter::N,شتاء,hiems
556,Januar::N,يناير,Ianuarius
557,Januar::N,كانون الثاني,Ianuarius
558,Februar::N,شباط,Februarius
559,Februar::N,فبراير,Februarius
560,März::N,آذار,Martius
561,März::N,مارس,Martius
562,April::N,نيسان,Aprilis
563,Mai::N,مايو,Maius
564,Juni::N,يونيو,Iunius
565,Juni::N,حزيران,Iunius
566,Juli::N,تموز,Iulius
567,Juli::N,يوليو,Iulius
568,August::N,آب,Augustus
569,August::N,أغسطس,Augustus
570,September::N,أيلول,September
571,September::N,سبتمبر,September
572,Oktober::N,أكتوبر,Octobris
573,Oktober::N,تشرين الأول,Octobris
574,November::N,نوفمبر,Novembris
575,November::N,تشرين الثاني,Novembris
576,Dezember::N,ديسمبر,December
577,Dezember::N,كانون الأول,December
578,Montag::N,يوم الاثنين,dies lunae
579,Dienstag::N,يوم الثلاثاء,dies Martis 
580,Mittwoch::N,يوم الأربعاء,dies Mercurii
581,Donnerstag::N,يوم الخميس,dies Iovis
582,Freitag::N,يوم الجمعة,dies Veneris
583,Samstag::N,يوم السبت,dies Saturni
584,Sonntag::N,يوم الأحد,dominicus
585,Sonntag::N,يوم الأحد,dies solis
586,groß::A,كبير,magnus
587,klein::A,صغير,parvus
588,lang::A,طويل,longus
589,kurz::A,قصير,brevis
590,breit::A,واسع,latus
591,schmal::A,ضيق,angustus
592,dicht::A,كث,densus
593,dicht::A,كثيف,densus
594,dick[Gegenstand]::A,غليظ,crassus
595,dünn::A,رفيع,tenuis
596,fein::A,رقيق,subtilis
597,fest::A,متين,solidus
598,fest::A,متين,stabilis
599,flach::A,سهل,planus
600,flach::A,منبسط,planus
601,glatt::A,ناعم,levis
602,hart::A,صلب,durus
603,hart::A,جامد,durus
604,weich::A,لين,mollis
605,rund::A,مستدير,rotundus
606,spitz::A,مدبب,acutus
607,scharf::A,حاد,acer
608,stumpf::A,ثالم,hebes
609,schwer::A,ثقيل,gravis
610,schön::A,جميل,pulcher
611,schön::A,جميل,formosus
612,heiß::A,حار,fervidus
613,heiß::A,ساخن,fervidus
614,warm::A,دافئ,calidus
615,kalt::A,بارد,frigidus
616,kühl::A,قر,frigidus
617,frisch::A,طازج,recens
618,feucht::A,رطب,umidus
619,nass::A,مبلول,madidus
620,trocken::A,جاف,aridus
621,voll::A,ملء,plenus
622,leer::A,خال,vacuus
623,leer::A,فارغ,vacuus
624,offen::A,مفتوح,apertus
625,geschlossen::A,مغلق,clausus
626,sauber::A,نظيف,lautus
627,schmutzig::A,قذر,sordidus
628,roh::A,نيء,crudus
629,reif::A,ناضج,maturus
630,lecker::A,لذيذ,delicatus
631,süß::A,حلو,dulcis
632,bitter::A,مر,amarus
633,bitter::A,مر,acerbus
634,sauer::A,حامض,acidus
635,hell::A,نير,clarus
636,dunkel::A,مظلم,obscurus
637,schwarz::A,أسود,niger
638,weiß::A,أبيض,albus
639,rot::A,أحمر,ruber
640,gelb::A,أصفر,flavus
641,blau::A,أزرق,caeruleus
642,grün::A,أخضر,viridis
643,grau::A,رمادي,canus
644,bunt::A,ملوب,varius
645,billig::A,رخيص,vilis
646,teuer::A,غال,carus
647,wertvoll::A,ثمين,pretiosus
648,blind::A,أعمى,caecus
649,taub::A,أصم,surdus
650,taub::A,أطرش,surdus
651,kräftig::A,قوي,robustus
652,stark::A,قوي,firmus
653,stark::A,قوي,validus
654,schwach::A,ضعيف,debilis
655,schwach::A,ضعيف,infirmus
656,fett::A,سمين,crassus
657,schlank::A,أهيف,procerus
658,hübsch::A,جميل,pulcher
659,böse::A,رديء,improbus
660,dumm::A,أبله,stultus
661,dumm::A,أبله,stupidus
662,dumm::A,أحمق,stultus
663,dumm::A,أحمق,stupidus
664,faul::A,كسلان,piger
665,fleißig::A,مجتهد,sedulus
666,geizig::A,بخيل,avarus
667,klug::A,ذكي,prudens
668,klug::A,عاقل,prudens
669,geschickt::A,ماهر,sollers
670,lieb::A,عزيز,carus
671,lustig::A,مرح,iocosus
672,sanft::A,حليم,clemens
673,hungrig::A,جائع,impastus
674,krank::A,مريض,aeger
675,nackt::A,عار,nudus
676,traurig::A,حزين,maestus
677,lebendig::A,حي,vivus
678,gut::A,جيد,bonus
679,schlecht::A,سيء,malus
680,richtig::A,صحيح,rectus
681,schlimm::A,خبيث,malus
682,wahr::A,حق,verus
683,alt::A,قديم,antiquus
684,neu::A,جديد,novus
685,ehemalig::A,سابق,pristinus
686,alt[Lebewesen]::A,مسن,vetus
687,jung::A,شاب,iuvenis
688,jung::A,صغير,iuvenis
689,arm::A,فقير,pauper
690,reich::A,غني,dives
691,bekannt::A,معلوم,notus
692,berühmt::A,مشهور,celeber
693,berühmt::A,مشهور,illustris
694,fremd::A,أجنبي,peregrinus
695,verschieden::A,مختلف,varius
696,nah::A,قريب,propinquus
697,fern::A,بعيد,longinquus
698,linker::A,يسار,sinister
699,rechter::A,يمين,dexter
700,anderer::A,آخر,alius
701,erster::A,أول,primus
702,zweiter::A,ثان,secundus
703,dritter::A,ثالث,tertius
704,letzter::A,أخير,ultimus
705,allein::ADV,وحده,solum
706,auf einmal::ADV,بالمرة,simul
707,zusammen::ADV,معا,una
708,lange::ADV,مدة طويلة,diu
709,plötzlich::ADV,فجأة,subito
710,plötzlich::ADV,فجأة,repente
711,sofort::ADV,حالا,statim
712,sofort::ADV,فورا,statim
713,später::ADV,فيما بعد,postea
714,jetzt::ADV,الآن,nunc
715,jetzt::ADV,حاليا,nunc
716,heute::ADV,اليوم,hodie
717,morgen::ADV,غدا,cras
718,bald::ADV,قريبا,mox
719,dann::ADV,ثم,deinde
720,gestern::ADV,أمس,heri
721,gestern::ADV,البارحة,heri
722,einst::ADV,قديما,olim
723,damals::ADV,حينئذ,tum
724,danach::ADV,ثم,postea
725,danach::ADV,بعد ذلك,postea
726,vorher::ADV,من قبل,antea
727,vorher::ADV,قبل ذلك,antea
728,zuerst::ADV,أولا,primo
729,einmal::ADV,مرة,semel
730,manchmal::ADV,أحيانا,interdum
731,oft::ADV,كثيرا,saepe
732,immer::ADV,دائما,semper
733,niemals::ADV,لا أبدا,numquam
734,hier::ADV,هنا,hic
735,hierhin::ADV,إلى هنا,huc
736,von hier::ADV,من هنا,hinc
737,dort::ADV,هناك,ibi
738,dorthin::ADV,إلى هناك,eo
739,geradeaus::ADV,إلى الأمام,recte
740,vorwärts::ADV,إلى الأمام,porro
741,rückwärts::ADV,إلى الوراء,retro
742,zurück::ADV,عودا,retro
743,zurück::ADV,إلى الخلف,retro
744,unten::ADV,تحت,infra
745,unten::ADV,في الأسفل,infra
746,hinab::ADV,إلى تحت,pessum
747,oben::ADV,فوق,supra
748,oben::ADV,في الأعلى,supra
749,hinauf::ADV,إلى فوق,sursum
750,hinauf::ADV,إلى الأعلى,sursum
751,überall::ADV,في كل مكان,ubique
752,nicht::ADV,لا,non
753,nicht::ADV,لم,non
754,ein wenig::ADV,قليلا,paulum
755,kaum::ADV,كاد لا,vix
756,kaum::ADV,كاد لا,aegre
757,sehr::ADV,جدا,valde
758,sehr::ADV,جدا,magnopere
759,sehr::ADV,كثيرا,valde
760,sehr::ADV,كثيرا,magnopere
761,so::ADV,كذا,ita
762,so::ADV,كذلك,ita
763,noch::ADV,ما زال,etiam
764,nur::ADV,فقط,solum
765,nur::ADV,فقط,tantum
766,schon::ADV,قد,iam
767,wieder::ADV,من جديد,rursus
768,wieder::ADV,مرة أخرى,rursus
769,vergebens::ADV,عبثا,frustra
770,vor::PRP,أمام,ante
771,hinter::PRP,خلف,post
772,hinter::PRP,وراء,post
773,unter::PRP,تحت,sub
774,durch::PRP,عبر,per
775,durch::PRP,خلال,per
776,neben::PRP,جنب,iuxta
777,neben::PRP,بجانب,iuxta
778,zwischen::PRP,بين,inter
779,wegen::PRP,بسبب,propter
780,dies::PRN,هذا,hoc
781,das::PRN,ذلك,id
782,alles::PRN,الكل,omnia
783,ich::PRN,أنا,ego
784,du::PRN,أنت,tu
785,er::PRN,هو,is
786,er::PRN,هو,ille
787,wir::PRN,نحن,nos
788,ihr::PRN,أنتم,vos
789,ihr::PRN,أنتن,vos
790,sie::PRN,هم,ii
791,sie::PRN,هم,illi
792,sie::PRN,هن,ii
793,sie::PRN,هن,illi
794,was::FPRN,ما,quid
795,wer::FPRN,من,quis
796,wo::FADV,أين,ubi
797,wohin::FADV,إلى أين,quo
798,wie::FADV,كيف,quomodo
799,warum::FADV,لماذا,cur
800,wieviel::FNUM,كم,quantum
801,eins::NUM,واحد,unus
802,zwei::NUM,اثنين,duo
803,drei::NUM,ثلاثة,tres
804,vier::NUM,أربعة,quattuor
805,fünf::NUM,خمسة,quinque
806,sechs::NUM,ستة,sex
807,sieben::NUM,سبعة,septem
808,acht::NUM,ثمانية,octo
809,neun::NUM,تسعة,novem
810,zehn::NUM,عشرة,decem
