,Concept_ID,kv,sah
141,Bau::N,осьта,хороон
142,Bau::N,нора,хороон
143,Tier::N,зверь,кыыл
144,Tier::N,зверь,харамай
145,Herde::N,гурт,үөр
146,Kuh::N,мӧс,ынах
147,Bulle::N,ӧшка,оҕус
148,Pferd::N,вӧв,сылгы
149,Schaf::N,баля,овца
150,Schwein::N,порсь,сибиинньэ
151,Hund::N,пон,ыт
152,Katze::N,кань,куоска
153,Bär::N,ош,эһэ
154,Eichhörnchen::N,ур,тииҥ
155,Elch::N,вӧр мӧс,тайах
156,Fuchs::N,руч,саһыл
157,Hase::N,кӧч,куобах
158,Maus::N,шыр,кутуйах
159,Wolf::N,кӧин,бөрө
160,Vogel::N,кай,көтөр
161,Schwarm::N,стая,бөлөх
162,Schwarm::N,чукӧр,бөлөх
163,Huhn::N,курӧг,куурусса
164,Hahn::N,петух,бөтүүк
165,Hahn::N,ай курӧг,бөтүүк
166,Gans::N,дзодзог,хаас
167,Adler::N,куч,хотой
168,Adler::N,кутш,хотой
169,Ente::N,утка,кус
170,Eule::N,тупка,мэкчиргэ
171,Kranich::N,тури,туруйа
172,Krähe::N,рака,тураах
173,Kuckuck::N,кӧк,кэҕэ
174,Schwan::N,юсь,куба
175,Fisch::N,чери,балык
176,Barsch::N,ёкыш,алыһар
177,Hecht::N,сирпинь,сордон
178,Schlange[Tier]::N,змей,моҕой
179,Schlange[Tier]::N,змей,эриэн үөн
180,Wurm::N,номыр,үөн
181,Spinne::N,черань,ооҕуй
182,Ameise::N,кӧдзывкар,кымырдаҕас
183,Laus::N,ляпа той,быт
184,Mücke::N,ном,кумаар
185,Fliege::N,гут,сахсырҕа
186,Schmetterling::N,бабыв,лыах
187,Schmetterling::N,бабыв,үрүмэччи
188,Beere::N,ягӧд,отон
189,Apfel::N,яблоко,яблоко
190,Pilz::N,тшак,тэллэй
191,Zwiebel::N,грез,луук
192,Saat::N,кӧдзыс,сиэмэ
193,Korn::N,сю,сиэмэ
194,Heu::N,турун,от
195,Schale::N,кыш,хах
196,Schale::N,киль,хах
197,Grube::N,яма,дьаама
198,Falle::N,нальк,сохсо
199,Falle::N,кляпча,сохсо
200,Schlinge::N,лӧч,уктаа
201,Spur::N,туй,суол
202,Asche::N,пӧим,күл
203,Dreck::N,нять,бадараан
204,Eisen::N,кӧрт,тимир
205,Gold::N,зарни,көмүс
206,Gold::N,зарни,кыһыл көмүс
207,Silber::N,язісь,көмүс
208,Silber::N,язісь,үрүҥ көмүс
209,Kohle::N,шом,чох
210,Kohle::N,уголь,чох
211,Glas::N,стекло,өстүөкүлэ
212,Lehm::N,сёй,туой
213,Sand::N,лыа,кумах
214,Mensch::N,морт,киһи
215,Mann::N,мужик,эр
216,Frau::N,инька,дьахтар
217,Kind::N,кага,оҕо
218,Junge::N,зонка,уол
219,Mädchen::N,нывкаок,кыыс оҕо
220,Familie::N,семья,кэргэн
221,Großvater::N,дед,эһэ
222,Großmutter::N,баб,эбэ
223,Eltern::N,ай-мам,аҕа-ийэ
224,Vater::N,ай,аҕа
225,Mutter::N,мам,ийэ
226,Sohn::N,зон,уол
227,Tochter::N,ныв,кыыс
228,Bruder::N,вон,убай
229,Bruder::N,вон,быраат
230,Schwester::N,сой,аҕас
231,Schwester::N,сой,балыс
232,Onkel::N,дядь,таай
233,Onkel::N,дядь,абаҕа
234,Tante::N,айӧлӧн сой,эдьиий
235,Tante::N,ичинь,эдьиий
236,Ehemann::N,жӧник,эр
237,Ehefrau::N,инь,ойох
238,Freude::N,гаж,үөрүү
239,Freude::N,радъялӧм,үөрүү
240,Gelächter::N,сералӧм,күлүү
241,Glück::N,мичлун,дьол
242,Glück::N,мичлун,соргу
243,Kummer::N,шог,кутурҕан
244,Wunsch::N,мӧдӧм,баҕарыы
245,Wunsch::N,охотитӧм,баҕарыы
246,Lust::N,охота,баҕа
247,Geist::N,лов,тыын
248,Gedanke::N,дума,санаа
249,Gedächtnis::N,тӧдвыв,өй
250,Verstand::N,вежӧр,өй
251,Sinn::N,ылӧс,суолта
252,Grund::N,мог,төрүөт
253,Wahrheit::N,правда,кырдьык
254,Gespräch::N,сёрни,бэсиэдэ
255,Gespräch::N,сёрни,кэпсэтии
256,Märchen::N,сказка,остуоруйа
257,Erzählung::N,висьт,кэпсээн
258,Nachricht::N,юӧр,биллэриллии
259,Nachricht::N,висьталӧм,биллэриллии
260,Neuigkeit::N,новость,сонун
261,Name::N,ним,аат
262,Rätsel::N,загадка,таабырын
263,Rede::N,сёрни,этии
264,Sprache::N,кыв,тыл
265,Stimme::N,голос,куолас
266,Wort::N,кыв,тыл
267,Zeichen::N,пас,бэлиэ
268,Ruf::N,чуксӧм,ыҥырыы
269,Ruf::N,чукӧстӧм,ыҥырыы
270,Lärm::N,шум,айдаан
271,Laut::N,шы,тыас
272,Ton::N,гор,дорҕоон
273,Lied::N,сьыланкыв,ырыа
274,Ruhe::N,спокой,уу чуумпу
275,Leute::N,йӧз,дьон
276,Volk::N,йӧз,дьон
277,Volk::N,йӧз,норуот
278,Volk::N,народ,дьон
279,Volk::N,народ,норуот
280,Arbeit::N,удж,үлэ
281,Gast::N,гӧсь,ыалдьыт
282,Geschenk::N,гӧснеч,бэлэх
283,Geschenk::N,подарок,бэлэх
284,Spiel::N,орсӧм,оонньуу
285,Gesellschaft::N,компания,общество
286,Hilfe::N,отсӧт,көмө
287,Freund::N,модз,доҕор
288,Freund::N,дружок,доҕор
289,Kamerad::N,тӧдса,атас
290,Angelegenheit::N,дело,дьыала
291,Anzahl::N,лыд,ахсаан
292,Art::N,пӧлӧс,биис
293,Stück::N,тор,кырбас
294,Teil::N,юкӧм,ирээт
295,Hälfte::N,джын,аҥар
296,Kreis::N,круг,төгүрүк
297,Kreis::N,круг,төгүрүмтэ
298,Kreuz::N,перна,кириэс
299,Linie::N,визь,сурааһын
300,Strich::N,кырӧв,сурааһын
301,Abstand::N,колас,арыт
302,Entfernung::N,ылына,ыраах
303,Gegend::N,места,сир
304,Platz::N,места,арыт
305,Ort::N,места,сир
306,Seite::N,ладор,өрүт
307,Seite::N,ладор,сирэй
308,Mitte::N,шӧр,орто
309,Gegenstand::N,тор,предмет
310,Sache::N,тор,мал
311,Rand::N,дор,кытыы
312,Rand::N,дор,ойоҕос
313,Kante::N,ордлы,кырыы
314,Ecke::N,пельӧс,муннук
315,Spitze::N,йыв,чыпчаал
316,Ende::N,йыв,төбө
317,Loch::N,осьта,тэһэҕэс
318,Loch::N,осьта,дьөлөҕөс
319,Winkel::N,пельӧс,муннук
320,Muster::N,сер,оһуор
321,Größe::N,ыжда,кээмэй
322,Länge::N,кузя,уста
323,Höhe::N,сувда,үрдүк
324,Höhe::N,вылына,үрдүк
325,Gewicht::N,сьӧкта,ыйааһын
326,Haufen::N,куча,чөмчөх
327,Reihe::N,лёдз,кэккэ
328,Boot::N,пыж,оҥочо
329,Ruder::N,пелыс,эрдии
330,Schlitten::N,додь,сыарҕа
331,Ski::N,лямпа,хайыһар
332,Lagerfeuer::N,бипур,кутаа
333,Last::N,тягота,ыарахан
334,Gang::N,мунӧм,хаамыы
335,Schritt::N,вожмӧв,хардыы
336,Norden::N,ой,хоту
337,Süden::N,лун,соҕуруу
338,Westen::N,рытвыв,арҕаа
339,Osten::N,асыв,илин
340,Holz::N,пу,мас
341,Brett::N,пӧв,дуоска
342,Brett::N,пӧв,хаптаһын
343,Platte::N,плита,билиитэ
344,Stütze::N,пика,тулааһын
345,Stange::N,зор,ураҕас
346,Stange::N,потш,ураҕас
347,Stock::N,бедь,мас
348,Stock::N,бедь,баалкы
349,Stab::N,шест,ураҕас
350,Rohr::N,труба,турба
351,Haus::N,керку,дьиэ
352,Heim::N,керку,дьиэ
353,Ofen::N,пӧжавны,оһох
354,Fußboden::N,джодж,муоста
355,Tisch::N,пызан,остуол
356,Stuhl::N,стул,устуул
357,Wiege::N,зыбка,биһик
358,Bett::N,кровать,кырабаат
359,Regal::N,джадж,долбуур
360,Kiste::N,ящик,дьааһык
361,Fenster::N,ӧшын,түннүк
362,Tür::N,ыбӧс,аан
363,Tor::N,ворота,аан
364,Zaun::N,забор,соппулуот
365,Dach::N,крыша,кырыыса
366,Leiter::N,лиснич,кирилиэс
367,Besen::N,рос,миинньик
368,Spaten::N,зыр,күрдьэх
369,Schaufel::N,зыр,күрдьэх
370,Gabel::N,вила,биилкэ
371,Löffel::N,пань,луоска
372,Messer::N,пурт,быһах
373,Nagel::N,кӧрттув,тоһоҕо
374,Netz::N,кыйӧт,илим
375,Haken::N,ем,көхө
376,Griff::N,пу,ук
377,Griff::N,пу,тутаах
378,Schloss::N,замок,күлүүс
379,Bild::N,картина,хартыына
380,Figur::N,мыгӧр,фигура
381,Puppe::N,акань,куукула
382,Beutel::N,мешӧк,мөһөөччук
383,Bündel::N,нин,баайыы
384,Tasche::N,сумка,суумка
385,Eimer::N,ведра,биэдэрэ
386,Deckel::N,вевт,хаппах
387,Geschirr::N,доз,иһит
388,Geschirr::N,бекӧрпань,иһит
389,Sack::N,мешӧк,куул
390,Tasse::N,бекӧр,сэлиэнэй
391,Topf::N,кастрюля,көстүрүүҥкэ
392,Kessel::N,пӧрт,хочуол
393,Essen::N,сёйӧм,аһылык
394,Nahrung::N,вердан,ас
395,Speise::N,сёян,аһылык
396,Fleisch::N,яй,эт
397,Getreide::N,сю,злактар
398,Brei::N,каша,хааһы
399,Brot::N,нянь,килиэп
400,Scheibe::N,шӧрӧм,куһуок
401,Fett::N,гос,сыа
402,Butter::N,ви,арыы
403,Öl::N,ви,арыы
404,Salz::N,сов,туус
405,Suppe::N,шыд,мин
406,Honig::N,ма,мүөт
407,Milch::N,йӧв,үүт
408,Tee::N,чай,чэй
409,Leder::N,кучик,тирии
410,Wolle::N,гӧн,түү
411,Stoff::N,дӧра,таҥас
412,Nadel::N,ем,иннэ
413,Faden::N,сунис,сап
414,Knopf::N,кизь,тимэх
415,Knoten::N,узӧв,түмүк
416,Knoten::N,гӧрӧд,түмүк
417,Farbe::N,краска,кырааска
418,Kleidung::N,паськӧм,таҥас
419,Hemd::N,йӧрнӧс,ырбаахы
420,Kragen::N,воротник,саҕа
421,Ärmel::N,сос,сиэх
422,Hose::N,вешьян,ыстаан
423,Hose::N,вешьян,бүрүүкэ
424,Gürtel::N,йи,кур
425,Mütze::N,шапка,бэргэһэ
426,Schuh::N,ботинки,бачыыҥка
427,Stiefel::N,сапог,саппыкы
428,Ring::N,чунькытш,биһилэх
429,Band::N,ленточка,лиэнтэ
430,Kamm::N,сынан,тараах
431,Spiegel::N,зеркало,сиэркилэ
432,Riemen::N,ремень,кур
433,Schnur::N,гез,быа
434,Leine::N,повод,тэһиин
435,Decke::N,одеяло,суорҕан
436,Kissen::N,подушка,сыттык
437,Tuch::N,чышьян,былаат
438,Handtuch::N,чышкӧт,соттор
439,Kraft::N,прак,сыра
440,Stärke::N,вын,күүс
441,Gesundheit::N,здоровье,доруобуйа
442,Krankheit::N,шог,ыарыы
443,Schmerz::N,зубыт,ыарыы
444,Wunde::N,рана,баас
445,Fieber::N,лёк тресся,түрүлгэн
446,Fieber::N,лёк тресся,лихорадка
447,Fieber::N,лёк тресся,температура
448,Fieber::N,кынтан шогӧт,түрүлгэн
449,Fieber::N,кынтан шогӧт,лихорадка
450,Fieber::N,кынтан шогӧт,температура
451,Arznei::N,лекарство,эмп
452,Brücke::N,пос,күргэ
453,Brunnen::N,колодец ,холуодьас
454,Weide::N,пода йирсян,мэччирэҥ
455,Pfad::N,туй,ыллык
456,Weg::N,туй,суол
457,Straße::N,туй,суол
458,Dorf::N,деревня,дэриэбинэ
459,Stadt::N,город,куорат
460,Brief::N,гижӧт,сурук
461,Buch::N,книга,кинигэ
462,Buchstabe::N,буква,буква
463,Zeitung::N,газета,хаһыат
464,Leben::N,олан,тыын
465,Tod::N,кулӧм,өлүү
466,Grab::N,гу,иин
467,Kirche::N,вичку,таҥара дьиэтэ
468,Sünde::N,грек,айыы
469,Gott::N,ен,тангара
470,Arbeiter::N,уджалiсь,үлэһит
471,Chef::N,начальник,баһылык
472,Chef::N,начальник,начальник
473,Meister::N,мастер,уус
474,Meister::N,мастер,маастар
475,Arzt::N,врач,врач
476,Lehrer::N,велӧтісь,учуутал
477,Geld::N,деньга,харчы
478,Geschäft::N,удж,идэ
479,Laden::N,магазин,маҕаһыын
480,Preis::N,дон,сыана
481,Ware::N,товар,табаар
482,Nutzen::N,путь,туһа
483,Reichtum::N,богатство,баай
484,Welt::N,му,аан дойду
485,Land::N,страна,дойду
486,Staat::N,государство,государство
487,König::N,кан,король
488,Macht::N,власть,былаас
489,Grenze::N,граница,кыраныысса
490,Krieg::N,война,сэрии
491,Feind::N,враг,өстөөх
492,Kampf::N,нярасьӧм,охсуһуу
493,Kampf::N,вермасьӧм,охсуһуу
494,Bogen[Waffe]::N,лук,ох
495,Pfeil::N,ньӧв,ох
496,Gewehr::N,ружьё,саа
497,Fehler::N,ошибка,сыыһа
498,Lüge::N,ылӧтӧм,сымыйа
499,Lüge::N,пӧрьялӧм,сымыйа
500,Schaden::N,лёк,хоромньу
501,Unglück::N,пик,алдьархай
502,Unglück::N,оказзё,алдьархай
503,Schuld::N,вина,буруй
504,Schluss::N,ком,тиһэх
505,Zeit::N,кад,бириэмэ
506,Tag::N,лун,күн
507,Morgen::N,асыв,сарсыарда
508,Mittag::N,луншӧр кад,күн ортото
509,Abend::N,рыт,киэһэ
510,Nacht::N,ой,түүн
511,Woche::N,неделя,нэдиэлэ
512,Monat::N,тӧлicь,ый
513,Jahr::N,год,сыл
514,Jahr::N,год,дьыл
515,Frühling::N,тулыс,саас
516,Sommer::N,гожум,сайын
517,Herbst::N,ар,күһүн
518,Winter::N,тӧв,кыһын
519,Januar::N,январ,тохсунньу
520,Februar::N,февраль,олунньу
521,März::N,март,кулун тутар
522,April::N,апрель,муус устар ый
523,Mai::N,май,ыам ыйа
524,Juni::N,юнь,бэс ыйа
525,Juli::N,юль,от ыйа
526,August::N,август,атырдьах ыйа
527,September::N,сентяб,балаҕан ыйа
528,Oktober::N,октяб,алтынньы
529,November::N,нояб,сэтинньи
530,Dezember::N,декаб,ахсынньы
531,Montag::N,вильлун,бэнидиэнньик
532,Dienstag::N,мӧдӧдзлун,оптуорунньук
533,Mittwoch::N,шӧрлун,сэрэдэ
534,Donnerstag::N,нёльӧдзлун,чэппиэр
535,Freitag::N,витӧдзлун,бээтинсэ
536,Samstag::N,пывсянлун,субуота
537,Sonntag::N,кресення,баскыһыанньа
538,groß::A,ыджыт,бөдөҥ
539,groß::A,ыджыт,улахан
540,klein::A,учӧтик,кыр
541,lang::A,кузь,уһун
542,kurz::A,дженыт,кылгас
543,breit::A,ота,кэтит
544,schmal::A,векнит,кыараҕас
545,dicht::A,тшӧк,хойуу
546,dick[Gegenstand]::A,кыз,суон
547,dick[Gegenstand]::A,кыз,хойуу
548,dünn::A,вӧснит,чараас
549,fein::A,вӧснит,бытархай
550,fein::A,вӧснит,синньигес
551,fest::A,крепыт,бөҕө
552,fest::A,крепыт,кытаанах
553,flach::A,лапкӧса,хаптаҕай
554,glatt::A,волькыт,кылааккай
555,hart::A,чӧрыт,хатан
556,hart::A,чӧрыт,кытаанах
557,weich::A,небыт,сымнаҕас
558,rund::A,гӧгрӧса,төгүрүк
559,spitz::A,ёся,сытыы
560,spitz::A,ёся,уһуктаах
561,scharf::A,лэчыт,сытыы
562,stumpf::A,ныж,сыппах
563,schwer::A,сьӧкыт,ыарахан
564,schön::A,басӧк,кыраһыабай
565,heiß::A,жар,итии
566,warm::A,шоныт,ичигэс
567,kalt::A,кӧдзыт,тымныы
568,kühl::A,сайкыт,сөрүүн
569,frisch::A,виль,ыраас
570,frisch::A,виль,сөрүүн
571,frisch::A,виль,тымныы
572,feucht::A,вакодь,сииктээх
573,nass::A,ва,инчэҕэй
574,trocken::A,кӧс,кураан
575,voll::A,тыра,толору
576,leer::A,тыртӧм,иччитэх
577,offen::A,оссьӧм,аһаҕас
578,geschlossen::A,игана,бүтэй
579,geschlossen::A,пӧдана,бүтэй
580,sauber::A,сӧдз,сэбэр
581,sauber::A,сӧстӧм,сэбэр
582,schmutzig::A,нятьӧсь,кирдээх
583,roh::A,путӧм,сиикэй
584,reif::A,кисьмалӧм,буспут
585,reif::A,кисьмалӧм,сиппит-хоппут
586,lecker::A,кӧра ,минньигэс
587,süß::A,чӧскыт,минньигэс
588,bitter::A,курыт,аһыы
589,sauer::A,шӧма ,аһыы
590,hell::A,югыт,сырдык
591,dunkel::A,пемыт,хараҥа
592,schwarz::A,сьӧд,хара
593,weiß::A,чочком,үрүҥ
594,weiß::A,чочком,маҥан
595,rot::A,гӧрд,кыһыл
596,gelb::A,веж,саһархай
597,blau::A,лӧз,күөх
598,grün::A,веж,күөх
599,grün::A,веж,от күөҕэ
600,grau::A,руд,сиэрэй
601,grau::A,бусӧй,сиэрэй
602,bunt::A,быдрӧма,эриэн
603,billig::A,донтӧм,чэпчэки
604,teuer::A,дона,сыаналаах
605,wertvoll::A,дона,сыаналаах
606,blind::A,синтӧм,хараҕа суох
607,taub::A,пельтӧм,дьүлэй
608,kräftig::A,вына,модун
609,stark::A,вына,күүстээх
610,schwach::A,некодя,мөлтөх
611,fett::A,госа,эмис
612,schlank::A,статя,дьылҕан
613,schlank::A,статя,дьыпсаҕай
614,hübsch::A,басӧк,олус кэрэ
615,hübsch::A,басӧк,көрүөхтэн үчүгэй
616,böse::A,лёк,өһүөннээх
617,dumm::A,бӧбӧв,акаары
618,dumm::A,вежӧртӧм,акаары
619,faul::A,дыш,нэс
620,fleißig::A,уджалicь,кыһамньылаах
621,geizig::A,жикмӧра,иҥсэлээх
622,geizig::A,горшаліcь,иҥсэлээх
623,klug::A,авья,өйдөөх
624,klug::A,вежӧра,өйдөөх
625,geschickt::A,кипода,наһаа дьоҕурдаах
626,lieb::A,муса,тапталлаах
627,lieb::A,дзулиньӧй,тапталлаах
628,lustig::A,гажа,көрдөөх
629,sanft::A,лебезнӧй,намчы
630,sanft::A,лебезнӧй,сымнаҕас
631,hungrig::A,тшыг,аччык
632,krank::A,шогалiсь,ыалдьар
633,nackt::A,куш,сыгынньах
634,traurig::A,жугыль,санаарҕабыллаах
635,lebendig::A,ловья,тыыннаах
636,gut::A,бур,үтүө
637,gut::A,бур,үчүгэй
638,schlecht::A,умӧль,куһаҕан
639,schlimm::A,нештӧм,сидьиҥ
640,schlimm::A,нештӧм,быдьар
641,alt::A,важ,былыргы
642,neu::A,виль,саҥа
643,ehemalig::A,вӧвлӧм,урукку
644,alt[Lebewesen]::A,года,кырдьаҕас
645,alt[Lebewesen]::A,годдэза,кырдьаҕас
646,jung::A,том,эдэр
647,arm::A,гов,дьадаҥы
648,arm::A,беднӧй,дьадаҥы
649,reich::A,эма,баай
650,bekannt::A,тӧдса,билэр
651,fremd::A,чужӧй,атын
652,verschieden::A,быдкодь,араас
653,nah::A,матiсь,чугас
654,fern::A,ылicь,ыраах
655,linker::A,шульга,хаҥас
656,rechter::A,веськытланись,уҥа
657,anderer::A,мукӧд,атын
658,erster::A,медодзза,маҥнайгы
659,zweiter::A,кыкӧт,иккис
660,dritter::A,куимӧт,үһүс
661,dritter::A,куимӧдз,үһүс
662,letzter::A,бӧрья,тиһэх
663,letzter::A,мёдбӧрья,тиһэх
664,auf einmal::ADV,тшӧтш,биирдэ
665,zusammen::ADV,ӧтлаын,холбуу
666,lange::ADV,дыр,уһуннук
667,plötzlich::ADV,друг,эмискэ
668,sofort::ADV,тшӧтш,тута
669,später::ADV,медбӧрын,хойут
670,jetzt::ADV,ӧні,билигин
671,heute::ADV,талун,бүгүн
672,morgen::ADV,ашын,сарсын
673,bald::ADV,чожа,өтөр
674,dann::ADV,сыбӧрын,кэнна
675,gestern::ADV,тӧн,бэҕэһээ
676,einst::ADV,ӧтпыр,биир төгүл
677,einst::ADV,ӧтпыр,арай биирдэ
678,damals::ADV,сэк,оччоҕо
679,damals::ADV,сэки,оччоҕо
680,danach::ADV,сэсся,аары
681,danach::ADV,сэсся,ол кэнниттэн
682,vorher::ADV,одзжык,урут
683,zuerst::ADV,наперво,маҥнай
684,einmal::ADV,ӧтпыр,биирдэ
685,manchmal::ADV,мукӧдпыр,арыт
686,oft::ADV,-лы-,чаастатык
687,immer::ADV,быдпыр,мэлдьи
688,immer::ADV,быдпырся,мэлдьи
689,niemals::ADV,некӧр,хаһан да
690,hier::ADV,татӧн,маныаха
691,hierhin::ADV,татчӧ,бэттэх
692,von hier::ADV,тасянь,мантан
693,dort::ADV,сэтӧн,онно
694,dorthin::ADV,сэтчин,онно
695,geradeaus::ADV,веськыта,быһа
696,geradeaus::ADV,веськыта,быһаччы
697,vorwärts::ADV,одзӧ,инники
698,rückwärts::ADV,бӧр,төттөру
699,zurück::ADV,бӧр,төттөрү
700,unten::ADV,увтын,аллара
701,hinab::ADV,увтас,аллара
702,oben::ADV,вевдӧрас,үөһэ
703,hinauf::ADV,вывлань,өрө
704,hinauf::ADV,вывлань,үөһэ
705,hinauf::ADV,вывланьӧ,өрө
706,hinauf::ADV,вывланьӧ,үөһэ
707,überall::ADV,быдлан,бэйдиэ
708,nicht::ADV,ог,буолбатах
709,ein wenig::ADV,-ышт,кыратык
710,ein wenig::ADV,невна,кыратык
711,kaum::ADV,ӧдва,нэһиилэ
712,sehr::ADV,вывтi,бэрт
713,sehr::ADV,вывтi,наһаа
714,so::ADV,сiдз,оччо
715,so::ADV,сiдз,оннук
716,noch::ADV,эшӧ,өссө
717,nur::ADV,только,эрэ
718,nur::ADV,только,сыччах
719,schon::ADV,ни,бэлиэр
720,wieder::ADV,бӧра,эмиэ
721,vergebens::ADV,весись,таак
722,vor::PRP,одзас,иннигэр
723,hinter::PRP,бӧрӧ,кэлин
724,unter::PRP,увтын,-ҕа
725,unter::PRP,увтын,оһох түгэҕэ
726,durch::PRP,пыр,курдары
727,neben::PRP,бокам,аттыгар
728,neben::PRP,боксиным,аттыгар
729,zwischen::PRP,коласас,ыккардынан
730,wegen::PRP,понда,уҥуортан
731,dies::PRN,эта,ити
732,dies::PRN,эта,бу
733,das::PRN,сiя,били
734,alles::PRN,быдӧс,барыта
735,ich::PRN,ме,мин
736,du::PRN,тэ,эн
737,er::PRN,сiя,кнни
738,wir::PRN,мийӧ,биһиги
739,ihr::PRN,ті,эһиги
740,sie::PRN,нія,кинилэр
741,was::FPRN,мый,туох
742,wer::FPRN,кин,ким
743,wo::FADV,кытӧн,ханна
744,wohin::FADV,кытчӧ,ханна
745,wie::FADV,дзик,хайдах
746,warum::FADV,мыля,тоҕо
747,warum::FADV,мыйсянь,тоҕо
748,wieviel::FNUM,мымда,төһө
