,Concept_ID,cy,ku
800,wegen::PRP,oherwydd,ji bo
801,wegen::PRP,oherwydd,ji ber
802,dies::PRN,hyn,ev
803,das::PRN,hynny,ev
804,alles::PRN,popeth,hemû
805,ich::PRN,fi,ez
806,du::PRN,ti,tu
807,er::PRN,fe,wî
808,wir::PRN,ni,êm
809,ihr::PRN,chi,hûn
810,sie::PRN,hwy,we
811,was::FPRN,pa beth,çi
812,wer::FPRN,pwy,ki
813,wo::FADV,ble,li ku dere
814,wo::FADV,ym mha le,li ku dere
815,wohin::FADV,i ble,li ku dere
816,wohin::FADV,i ba le,li ku dere
817,wie::FADV,sut,çawa
818,warum::FADV,pam,çima
819,wieviel::FNUM,faint,çend
820,eins::NUM,un,yek
821,zwei::NUM,dau,didu
822,drei::NUM,tri,sisê
823,vier::NUM,pedwar,çar
824,fünf::NUM,pump,penç
825,sechs::NUM,chwech,şeş
826,sieben::NUM,saith,heft
827,acht::NUM,wyth,heşt
828,neun::NUM,naw,neh
829,zehn::NUM,deg,deh
830,elf::NUM,un ar ddeg,yazdeh
831,zwölf::NUM,deuddeg,diwazdeh
832,zwölf::NUM,un deg dau,diwazdeh
833,zwanzig::NUM,ugain,bîst
834,dreißig::NUM,tri deg,sih
835,dreißig::NUM,deg ar hugain,sih
836,vierzig::NUM,deugain,çil
837,fünfzig::NUM,hanner cant,pençi
838,sechzig::NUM,chwe deg,şêst
839,siebzig::NUM,saith deg,heftê
840,siebzig::NUM,deg a thrigain,heftê
841,achtzig::NUM,wyth deg,heştê
842,achtzig::NUM,pedar ugain,heştê
843,neunzig::NUM,naw deg,nod
844,neunzig::NUM,deg a phedwar ugain,nod
845,hundert::NUM,cant,sêd
846,tausend::NUM,mil,hezar
847,und::CNJ,a,û
848,oder::CNJ,neu,an
849,oder::CNJ,neu,yan
850,stehen::V,sefyll,sekinîn
851,sitzen::V,eistedd,rûniştin
852,liegen::V,gorwedd,paldan
853,hängen::V,hongian,darve kirin
854,werden::V,dod yn,bûn
855,werden::V,mynd yn,bûn
856,passieren::V,digwydd,hatin holê
857,passieren::V,digwydd,hatin serê kesî
858,beginnen::V,cychwyn,li dest pêkirin
859,enden::V,gorffen,xalas bû
860,wechseln::V,newid,guherandin
861,wechseln::V,newid,dêgiş kirin
862,aufgehen[Sonne]::V,codi,hilatin
863,untergehen[Sonne]::V,machlud,çun ava
864,scheinen[Sonne]::V,tywynnu,şewk de
865,donnern::V,taranu,gire-gir
866,wehen::V,chwythu,ba le de
867,strömen::V,ffrydio,xwe girtin
868,fließen::V,llifo,herikîn
869,sich drehen::V,troi,xwe zivirandin
870,sich drehen::V,cylchdroi,xwe zivirandin
871,schwanken::V,siglo,hejandin
872,schwingen::V,siglo,libakirin
873,fallen::V,cwympo,ketin
874,brennen::V,llosgi,şewitîn
875,rauchen::V,mygu,kişandin
876,regnen::V,glawio,bahran tê
877,gefrieren::V,rhewi,qefilandin
878,tauen::V,toddi,helandin
879,tauen::V,meirioli,helandin
880,schmelzen::V,toddi,helandin
881,trocknen::V,sychu,zuwabûn
882,sieden::V,berwi,kelîn
883,faulen::V,pydru,xerabûn
884,faulen::V,braenu,xerabûn
885,verfaulen::V,pydru,xerabûn
886,verfaulen::V,dadfeilio,xerabûn
887,reißen::V,clecian,jêkirin
888,reißen::V,torri'n glats,jêkirin
889,versinken::V,suddo,xerq bûn
890,vergehen::V,myned heibio,derbas bûn
891,vergehen::V,pasio,derbas bûn
892,erscheinen::V,ymddangos,peyda bûn
893,verschwinden::V,diflannu,wendabûn
894,sinken::V,syrthio,noq bûn
895,abnehmen::V,lleihau,kêm bûn
896,zunehmen::V,cynyddu,qelew bûn
897,steigen::V,codi,hildan
898,wachsen::V,tyfu,mezin bûn
899,glänzen::V,disgleirio,biriqîn
900,funkeln::V,pefrio,çikisîn
901,lärmen::V,cadw sŵn,guşîn
902,lärmen::V,gwneud twrw,guşîn
903,läuten::V,canu,lê de
904,klingeln::V,canu,sîl dan
905,klingeln::V,canu,ringerin
906,klingeln::V,seinio,sîl dan
907,klingeln::V,seinio,ringerin
908,klirren::V,tincian,zingzing hat
909,brausen::V,rhuo,guşîn
910,rauschen::V,siffrwd,guşîn
911,rauschen::V,chwithrwd,guşîn
912,klingen::V,seinio,deng pe ketin
913,bellen::V,cyfarth,kewtîn
914,heulen::V,udo,ûrîn
915,heulen::V,oernadu,ûrîn
916,blasen::V,chwythu,puf kirin
917,pfeifen::V,chwibanu,fîkandin
918,schreien::V,gweiddi,qîrîn
919,schreien::V,bloeddio,qîrîn
920,stöhnen::V,griddfan,nalîn
921,zittern::V,crynu,hejîn
922,leben::V,byw,jihîn
923,geboren werden::V,cael eich geni,hatin dinyê
924,geboren werden::V,cael eich geni,bûn
925,atmen::V,anadlu,hilmijîn
926,trinken::V,yfed,vexwarin
927,essen::V,bwyta,xwarin
928,schlucken::V,llyncu,daqulbandin
929,müde werden::V,blino,betilîln
930,müde werden::V,blino,qerimîn
931,einschlafen::V,mynd i gysgu,razan
932,einschlafen::V,syrthio i gysgu,razan
933,schlafen::V,huno,razan
934,schlafen::V,huno,razandin
935,schlafen::V,cysgu,razan
936,schlafen::V,cysgu,razandin
937,aufwachen::V,dihuno,şiyarbûn
938,aufstehen::V,codi,rabûn
939,sich erholen::V,ymlacio,baş bûn
940,sich erholen::V,dadflino,baş bûn
941,krank werden::V,mynd yn sâl,nexweş kêt
942,krank werden::V,mynd yn wael,nexweş kêt
943,krank sein::V,gwaelu,nexweş bû
944,schmerzen::V,brifo,êşandin
945,husten::V,pesychu,kuxin
946,genesen::V,gwella,baş bûn
947,genesen::V,cael yn ôl,baş bûn
948,sterben::V,marw,mirin
949,umkommen::V,trengi,mirin
950,sich bewegen::V,symud,leqîn
951,sich rühren::V,syflyd,leqîn
952,sich erheben::V,codi,rabûn
953,sich setzen::V,eistedd,runiştin
954,hinfallen::V,cwympo,kêtin
955,laufen::V,cerdded,meşîn
956,schreiten::V,camu,meşkirin
957,spazierengehen::V,mynd am dro,gerandin
958,eilen::V,rhuthro,lezandin
959,sich beeilen::V,brysio,zûkirin
960,sausen::V,rhuthro,fîzîn
961,rennen::V,rhedeg,baz dan
962,springen::V,llamu,hilpekîn
963,springen::V,neidio,hilpekîn
964,klettern::V,dringo,hilperikîn
965,schaukeln::V,siglo,lorandin
966,kriechen::V,cropian,xuşandin
967,schwimmen::V,nofio,avjenîn
968,tauchen::V,plymio,qutxuyardin
969,tauchen::V,plymio,noqîn
970,tauchen::V,ymsuddo,qutxuyardin
971,tauchen::V,ymsuddo,noqîn
972,rudern::V,rhwyfo,qaîq ajotin
973,fahren::V,gyrru,ajotin
974,fahren::V,dreifio,ajotin
975,fliegen::V,hedfan,firîn
976,gehen::V,mynd,çûn
977,weggehen::V,mynd,çûn
978,weggehen::V,ymadael,çûn
979,abfahren::V,ymadael,çûyin
980,anhalten::V,stopio,rawestîn
981,hineingehen::V,mynd i mewn,ketin hundir
982,eintreten::V,mynd i,têketin
983,kommen::V,dod,hatin
984,ankommen::V,cyrraedd,gihan
985,ankommen::V,cyrraedd,gihîştin
986,zurückkommen::V,dychwelyd,vegerandin
987,bleiben::V,aros,sekinîn
988,bleiben::V,sefyll,sekinîn
989,warten::V,aros,payîn
990,warten::V,disgwyl,payîn
991,erwarten::V,disgwyl,payîn
992,suchen::V,chwilio am,lêgerîn
993,finden::V,darganfod,peyda kirin
994,versuchen::V,profi,çeribandin
995,versuchen::V,ceisio,çeribandin
996,vorbereiten::V,paratoi,amade kirin
997,lieben::V,caru,hez kirin
998,mögen::V,hoffi,dil kirin
999,lachen::V,chwerthin,kenîn
1000,rühren::V,cynhyrfu,hêjan
1001,weinen::V,wylo,girîn
1002,weinen::V,llefain,girîn
1003,schimpfen::V,grwgnach,pevçûn
1004,sich ärgern::V,gofidio,enirîn
1005,sich fürchten::V,ofni,tirsîn
1006,fürchten::V,arswydo,tirsin
1007,fliehen::V,ffoi,bazdan
1008,flüchten::V,dianc,revîn
1009,sehen::V,gweld,dîtin
1010,anschauen::V,syllu,sêr kirin
1011,anschauen::V,edrych,sêr kirin
1012,ansehen::V,gwylio,hesibandin
1013,hören::V,clywed,guhdar jirin
1014,zuhören::V,gwrando,guhdarî kirin
1015,probieren::V,profi,tehm kirin
1016,riechen::V,arogli,bihn kirin
1017,fühlen::V,teimlo,hîs kirin
1018,fühlen::V,clywed,hîs kirin
1019,scheinen::V,ymddangos,xoyer kir
1020,zu sehen sein::V,dod i'r golwg,diyar bûn
1021,vernehmen::V,clywed sôn am,bihîstin
1022,frieren::V,bod yn oer,qerişîn
1023,tun::V,gwneud,kirin
1024,können::V,gallu,karin
1025,wollen::V,bod mewn angen,xwestîn
1026,anfangen::V,dechrau,dest pêkirin
1027,beenden::V,darfod,xelas kirin
1028,beenden::V,gorffen,xelas kirin
1029,aufhören::V,peidio,xelas kirin
1030,gelingen::V,llwyddo,çe bûn
1031,geraten::V,diweddu,qewîmîn
1032,öffnen::V,agor,vekirin
1033,schließen::V,cau,girtin
1034,stellen::V,gosod,danîn
1035,setzen::V,gosod,rûniştin
1036,legen::V,gosod,danîn
1037,legen::V,gosod,razandin
1038,berühren::V,cyffwrdd,lêketin
1039,verbinden::V,cysylltu,anîn pê
1040,bedecken::V,gorchuddio,sergirtin
1041,aufhängen::V,crogi,aliqandin
1042,aufhängen::V,hongian,aliqandin
1043,anzünden::V,cynnau,pêxistin
1044,aufheben::V,codi,hildan
1045,zurücklassen::V,gadael,hiştin
1046,zurücklassen::V,gadael,vehiştin
1047,verlieren::V,colli,wendakirin
1048,fallen lassen::V,gollwng,xistin bixe
1049,fallen lassen::V,gollwng,xistin
1050,machen::V,gwneud,kirin
1051,machen::V,gwneud,çêkirin
1052,herstellen::V,cynhyrchu,çê kirin
1053,herstellen::V,cynhyrchu,peyda kirin
1054,bauen::V,adeiladu,lêkirin
1055,reparieren::V,trwsio,veherînerîn
1056,reparieren::V,atgyweirio,veherînerîn
1057,verbessern::V,diwygio,sererastkirin
1058,ändern::V,altro,degiş kirin
1059,graben::V,palu,kolandin
1060,graben::V,cloddio,kolandin
1061,beugen::V,plygu,tewîn
1062,beugen::V,plygu,xwar kirin
1063,biegen::V,plygu,tewandin
1064,biegen::V,plygu,xwarkirin
1065,drehen::V,troelli,fitilandin
1066,wenden::V,troi,zivîrin
1067,umdrehen::V,troi,vegerandin
1068,heben::V,codi,hildan
1069,hochheben::V,dyrchafu,hildan
1070,ergreifen::V,gafael,dest avêtin
1071,halten::V,dal,hîştin
1072,halten::V,dal,sekinîn
1073,drücken::V,pwyso,pêl kirin
1074,drücken::V,gwasgu,pêl kirin
1075,schieben::V,gwthio,damdan
1076,kratzen::V,crafu,xurandin
1077,lecken::V,llyfu,alastin
1078,beißen::V,cnoi,gez kirin
1079,beißen::V,brathu,gez kirin
1080,abreißen::V,tynnu ymaith,hilşandin
1081,abschneiden::V,torri,jêkirin
1082,binden::V,clymu,girêdan
1083,stecken::V,plannu,têxistin
1084,brechen::V,torri,şikandin
1085,klopfen::V,taro,kutandin
1086,hauen::V,taro,li dan
1087,kleben::V,gludio,zeliqîn
1088,kleben::V,gludio,şirêz kirin
1089,reiben::V,rhwbio,firikandin
1090,streichen::V,taenu,bax dan
1091,schleifen::V,hogi,çarkirin
1092,schneiden::V,torri,jêkirin
1093,rütteln::V,ysgytio,hejandin
1094,schütteln::V,siglo,daweşîn
1095,schütteln::V,ysgwyd,daweşîn
1096,schwenken::V,siglo,têwdan
1097,schütten::V,tywallt,rijandin
1098,füllen::V,llenwi,dagirtin
1099,einwickeln::V,lapio,pêçandin
1100,tragen::V,cludo,kişandin
1101,tragen::V,cludo,rajtin
1102,schleppen::V,llusgo,kişandin
1103,ziehen::V,tynnu,kişandin
1104,aufbewahren::V,cadw,hilandin
1105,werfen::V,taflu,avêtin
1106,fangen::V,dal,sem kirin
1107,fangen::V,dal,girtin
1108,packen::V,cipio,pê girtin
1109,packen::V,crafangu,pê girtin
1110,verstecken::V,celu,hîlanin
1111,verstecken::V,cuddio,hîlanin
1112,teilen::V,rhannu,parvekirin
1113,schicken::V,anfon,şandin
1114,bringen::V,dod â,anîn
1115,bringen::V,dod â,birin
1116,hinzufügen::V,chwanegu,dan ser
1117,hinzufügen::V,chwanegu,li tiştekî zêde kirin
1118,bekommen::V,cael,standin
1119,erhalten::V,derbyn,standin
1120,nehmen::V,cymryd,girtin
1121,wählen::V,dewis,ray dan
1122,auswählen::V,dethol,bijartin
1123,bewahren::V,cadw,rê li ber girtin
1124,bewahren::V,cadw,lê xwedî derketin
1125,behindern::V,atal,bara wi
1126,behindern::V,rhwystro,bara wi
1127,verderben::V,difetha,heram bûn
1128,beschädigen::V,niweidio,xerab kirin
1129,zerbrechen::V,torri,şikênandin
1130,zerbrechen::V,torri,perçe kirin
1131,zerreißen::V,rhwygo,qelişandin
1132,zerstören::V,dinistrio,hilşandin
1133,verbrennen::V,llosgi,şewitandin
1134,geben::V,rhoi,dan
1135,geben::V,rhoi,dayin
1136,reichen::V,estyn,besbûn
1137,reichen::V,estyn,têrkirin
1138,schenken::V,rhoddi,diyarî kirin
1139,versprechen::V,addo,soz dan
1140,wünschen::V,dymuno,dil kirin
1141,loben::V,canmol,pesinandin
1142,küssen::V,cusanu,maçkirin
1143,wiegen::V,siglo,lorandin
1144,wiegen::V,siglo,wezinandin
1145,zudecken::V,gorchuddio,nixumandin
1146,wecken::V,deffro,bixwe hesandin
1147,zeigen::V,dangos,şanîdan
1148,führen::V,arwain,raber kirin
1149,lehren::V,dysgu,hîn kirin
1150,unterrichten::V,hyfforddi,ders dan
1151,aufziehen::V,dod i fyny,mesinkirin
1152,leiten::V,arwain,rêberî kirin
1153,antreiben::V,annog,bezandin
1154,lassen::V,gadael,berdan
1155,lassen::V,gadael,hiştin
1156,einladen::V,gwahodd,dawet kirin
1157,vereinigen::V,uno,bi yek kirin
1158,vereinigen::V,cyfuno,bi yek kirin
1159,besuchen::V,ymweld â,mêvan bûn
1160,treffen::V,cwrdd,rast hatin
1161,treffen::V,cyfarfod,rast hatin
1162,sich versammeln::V,casglu,li hev çivîn
1163,sich versammeln::V,cynnull,li hev çivîn
1164,spielen::V,chwarae,listin
1165,singen::V,canu,stran
1166,tanzen::V,dawnsio,reqisîn
1167,sich trennen::V,ymwahanu,hew berdan
1168,verlassen::V,gadael,tanê hişt
1169,verlassen::V,gadael,bêkes
1170,retten::V,achub,rihakirin
1171,bewachen::V,gwarchod,raçavkirin
1172,schützen::V,noddi,hemet kirin
1173,verteidigen::V,amddiffyn,paraztin
1174,sich schlagen::V,ffraeo,li hev bezîn
1175,sich schlagen::V,terfysgu,li hev bezîn
1176,schießen::V,saethu,agir kirin
1177,siegen::V,ennill,biser ketin
1178,ärgern::V,cythruddo,xeyirandin
1179,schlagen::V,curo,lêdan
1180,schlagen::V,curo,lêxistin
1181,treten::V,cicio,têlekirin
1182,stechen::V,pigo,têrekirin
1183,stoßen::V,gwthio,lêketin
1184,stehlen::V,dwyn,dizîn
1185,stehlen::V,dwyn,dizî birin
1186,stehlen::V,lladrata,dizîn
1187,stehlen::V,lladrata,dizî birin
1188,stören::V,aflonyddu,aciz kirin
1189,belästigen::V,trafferthu,li tela yeki ketin
1190,verbergen::V,cuddio,veşartin
1191,verbergen::V,cuddio,kemîndanîn
1192,täuschen::V,twyllo,xapandin
1193,täuschen::V,twyllo,lê zexeli kirin
1194,betrügen::V,hocedu,xapandin
1195,töten::V,lladd,kûştin
1196,wohnen::V,byw,rûniştin
1197,arbeiten::V,gweithio,kar kirin
1198,arbeiten::V,gweithio,şêxulin
1199,sammeln::V,casglu,komkirin
1200,pflücken::V,casglu,çinîn
1201,jagen::V,hela,nêçîr kirin
1202,fischen::V,pysgota,masî girtin
1203,fassen::V,dal,pê girtin
1204,fassen::V,dal,sêm kirin
1205,hüten::V,bugeilio,hei jê man
1206,treiben::V,gyrru,bêherandin
1207,anbinden::V,clymu,tewilandin
1208,füttern::V,porthi,xwarine dan lê
1209,melken::V,godro,dotin
1210,hacken::V,torri,kolandin
1211,gießen::V,dyfrhau,av dan
1212,reifen::V,aeddfedu,kemilîn
1213,zubereiten::V,coginio,çe kirin
1214,kochen::V,berwi,xwarin çe kirin
1215,kochen::V,berwi,kelandin
1216,backen::V,pobi,pijandin
1217,backen::V,crasu,pijandin
1218,braten::V,ffrio,qelandin
1219,braten::V,ffrio,sor kirin
1220,umrühren::V,cyffroi,têvdan
1221,stricken::V,gwau,hûnan
1222,nähen::V,gwnïo,kêl kirin
1223,färben::V,lliwio,boyax kirin
1224,reinigen::V,glanhau,paqijkirin
1225,waschen::V,golchi,şuştin
1226,abwischen::V,sychu,pakîj kirin
1227,spülen::V,streulio,şuştin
1228,fegen::V,ysgubo,maliştin
1229,kehren::V,ysgubo,maliştin
1230,baden::V,cael bath,serîşûştin
1231,sich waschen::V,ymolchi,serîşûştin
1232,ausziehen::V,tynnu,jê kirin
1233,anziehen::V,gwisgo,pê kirin
1234,sich anziehen::V,ymwisgo,xwe kirin
1235,kämmen::V,cribo,şeh kirin
1236,schmücken::V,harddu,xemilandin
1237,schmücken::V,addurno,xemilandin
1238,sagen::V,dweud,gotin
1239,sagen::V,dweud,peyivîn
1240,sprechen::V,llefaru,peyivîn
1241,reden::V,siarad,axaftin
1242,sich unterhalten::V,sgwrsio,hev biştaxilin
1243,fragen::V,gofyn,pirsîn
1244,fragen::V,gofyn,pirs kirin
1245,bitten::V,gofyn am,tika kirin
1246,erzählen::V,dweud,behs kirin
1247,mitteilen::V,cyfleu,vegotin
1248,nennen::V,enwi,bi nav kirin
1249,rufen::V,galw,bakirin
1250,prahlen::V,brolio,pesnê xwe dan
1251,prahlen::V,ymffrostio,pesnê xwe dan
1252,übersetzen::V,cyfieithu,qulibandin
1253,übersetzen::V,cyfieithu,derbas kirin
1254,denken::V,meddwl,fikirîn
1255,glauben::V,credu,bawer bûn
1256,glauben::V,coelio,bawer bûn
1257,bemerken::V,sylwi,bala xwe dan
1258,bemerken::V,sylwi,çac lê ketin
1259,erkennen::V,adnabod,pêhesîn
1260,begreifen::V,amgyffred,fêmkirin
1261,verstehen::V,deall,fêmkirin
1262,lernen::V,dysgu,halmandin
1263,lernen::V,dysgu,fêrbun
1264,wissen::V,gwybod,zanîn
1265,sich erinnern an::V,cofio,bir bûn
1266,vergessen::V,anghofio,ji bir kirin
1267,messen::V,mesur,pê kanîn
1268,zählen::V,cyfrif,hejmardin
1269,rechnen::V,cyfrifo,hesibandin
1270,lesen::V,darllen,xwendin
1271,malen::V,peintio,rengandin
1272,malen::V,peintio,boyax kirin
1273,zeichnen::V,tynnu,işaret kirin
1274,schreiben::V,ysgrifennu,nivîsandin
1275,besitzen::V,meddu,hebûn
1276,kaufen::V,prynu,kirîn
1277,verkaufen::V,gwerthu,firotin
1278,bezahlen::V,talu am,pere dan
1279,zahlen::V,talu,pere dan
1280,zahlen::V,talu,dayin
1281,beherrschen::V,rheoli,zebt kirin
1282,beherrschen::V,rheoli,hukim kirin
1283,beherrschen::V,llywodraethu,zebt kirin
1284,beherrschen::V,llywodraethu,hukim kirin
1285,ertragen::V,dioddef,bihêzkirin
