,Concept_ID,lez,az
363,Stütze::N,даях,dəstək
364,Stange::N,юрк,şüvül
365,Stock::N,лаш,dəyənək
366,Stab::N,юрк,əsa
367,Stab::N,юрк,şüvül
368,Rohr::N,турба,boru
369,Rohr::N,турба,truba
370,Haus::N,ужагъ,ev
371,Heim::N,кӏвал,ev
372,Ofen::N,пич,peç
373,Ofen::N,пич,soba
374,Fußboden::N,кӏвалин ччил,döşəmə
375,Tisch::N,стол,masa
376,Stuhl::N,стул,stul
377,Wiege::N,кьеб,beşik
378,Bett::N,тахт,yataq
379,Regal::N,кьацӏ,rəf
380,Kiste::N,ящик,yeşik
381,Kiste::N,ящик,sandıq
382,Fenster::N,дакӏар,pəncərə
383,Tür::N,рак,qapı
384,Tor::N,варар,darvaza
385,Zaun::N,пару,çəpər
386,Dach::N,къав,dam
387,Leiter::N,гурар,nərdivan
388,Besen::N,таран кул,süpürgə
389,Spaten::N,ппер,kürək
390,Schaufel::N,хекендаз,kürək
391,Gabel::N,шиш,çəngəl
392,Löffel::N,тӏур,qaşıq
393,Messer::N,чукӏул,bıçaq
394,Nagel::N,мих,mıx
395,Netz::N,чил,tor
396,Haken::N,къармах,çəngəl
397,Griff::N,ттум,qulp
398,Griff::N,ттум,tutacaq
399,Schloss::N,куьлег,qıfıl
400,Bild::N,шикил,rəsm
401,Bild::N,суьрет,rəsm
402,Figur::N,фигура,şəkil
403,Figur::N,фигура,heykəl
404,Puppe::N,нини,kukla
405,Puppe::N,нини,gəlincik
406,Beutel::N,тагъар,kisə
407,Beutel::N,тагъар,torba
408,Bündel::N,галгам,bağlama
409,Tasche::N,чанта,çanta
410,Eimer::N,ведре,vedrə
411,Eimer::N,ведре,çəllək
412,Deckel::N,кьил,qapaq
413,Deckel::N,къалпагъ,qapaq
414,Geschirr::N,къаб-къажах,qab-qazan
415,Sack::N,чувал,çuval
416,Tasse::N,сукӏра,fincan
417,Topf::N,къажгъан,qazan
418,Kessel::N,къажгъан,qazan
419,Essen::N,тӏуьн,yemək
420,Nahrung::N,тӏуьн,qida
421,Speise::N,хуьрек,xörək
422,Fleisch::N,як,ət
423,Getreide::N,техил,taxıl
424,Brei::N,хапӏа,aş
425,Brei::N,хапӏа,sıyıq
426,Brei::N,хешил,aş
427,Brei::N,хешил,sıyıq
428,Brot::N,фу,çörək
429,Scheibe::N,чӏук,dilim
430,Fett::N,ягълу,yağ
431,Butter::N,гъери,kərə yağı
432,Öl::N,ягълу,yağ
433,Salz::N,кьел,duz
434,Suppe::N,суп,şorba
435,Suppe::N,шурпа,şorba
436,Honig::N,вирт,bal
437,Milch::N,нек,süd
438,Tee::N,чай,çay
439,Leder::N,тумаж,dəri
440,Wolle::N,йис,yun
441,Stoff::N,парча,qumaş
442,Nadel::N,раб,iynə
443,Faden::N,гъал,sap
444,Knopf::N,дуьгме,düymə
445,Knoten::N,тӏвал,düyün
446,Farbe::N,ранг,boya
447,Kleidung::N,партал,geyim
448,Hemd::N,перем,köynək
449,Kragen::N,хев,yaxa
450,Ärmel::N,хел,qol
451,Hose::N,шалвар,şalvar
452,Gürtel::N,чӏул,kəmər
453,Mütze::N,бармак,şapka
454,Mütze::N,бапӏах,şapka
455,Schuh::N,ботинка,tufli
456,Schuh::N,ботинка,ayaqqabı
457,Stiefel::N,чекме,çəkmə
458,Ring::N,тупӏал,üzük
459,Band::N,тасма,lent
460,Kamm::N,регъ,daraq
461,Spiegel::N,гуьзгуь,güzgü
462,Riemen::N,къайиш,qayış
463,Schnur::N,еб,ip
464,Decke::N,яргъан,ədyal
465,Decke::N,яргъан,yorğan
466,Kissen::N,хъуьцуьган,yastıq
467,Tuch::N,шал,şarf
468,Tuch::N,шал,kaşne
469,Handtuch::N,дасмал,dəsmal
470,Kraft::N,гуж,güc
471,Stärke::N,къуват,qüvvət
472,Gesundheit::N,сагъвал,sağlamlıq
473,Krankheit::N,тӏал,xəstəlik
474,Schmerz::N,тӏал,ağrı
475,Schmerz::N,тӏал,sancı
476,Schmerz::N,тӏарвал,ağrı
477,Schmerz::N,тӏарвал,sancı
478,Wunde::N,хер,yara
479,Fieber::N,ифин,isitmə
480,Fieber::N,ифин,qızdırma
481,Arznei::N,дарман,ilaç
482,Arznei::N,дарман,dərman
483,Brücke::N,муьгъ,körpü
484,Brunnen::N,къуй,quyu
485,Weide::N,уьруьш,otlaq
486,Pfad::N,рехъ,cığır
487,Weg::N,рехъ,yol
488,Straße::N,рехъ,küçə
489,Dorf::N,хуьр,kənd
490,Stadt::N,шегьер,şəhər
491,Brief::N,кагъаз,məktub
492,Buch::N,улуб,kitab
493,Buchstabe::N,гьарф,hərf
494,Zeitung::N,газета,qəzet
495,Leben::N,уьмуьр,həyat
496,Tod::N,кьиникь,ölüm
497,Grab::N,сур,qəbir
498,Kirche::N,килиса,kilsə
499,Sünde::N,гунагь,günah
500,Gott::N,аллагь,tanrı
501,Arbeiter::N,фяле,işçi
502,Chef::N,гьаким,şef
503,Chef::N,гьаким,rəis
504,Meister::N,устӏар,usta
505,Arzt::N,доктор,həkim
506,Arzt::N,доктор,doktor
507,Lehrer::N,муаллим,müəllim
508,Geld::N,пул,pul
509,Laden::N,магазин,dükan
510,Preis::N,къимет,qiymət
511,Ware::N,мал,mal
512,Ware::N,товар,mal
513,Nutzen::N,хийир,fayda
514,Nutzen::N,менфят,fayda
515,Reichtum::N,девлет,zənginlik
516,Welt::N,дуьнья,aləm
517,Welt::N,дуьнья,dünya
518,Land::N,уьлкве,ölkə
519,Staat::N,пачагьлугъ,dövlət
520,Staat::N,государство,dövlət
521,König::N,пачагь,kral
522,König::N,пачагь,məlik
523,Macht::N,власть,qüdrət
524,Grenze::N,сергьят,hüdud
525,Grenze::N,сергьят,sərhət
526,Krieg::N,дяве,hərb
527,Krieg::N,дяве,müharibə
528,Feind::N,душман,düşmən
529,Gewalt::N,гуж,cəbr
530,Kampf::N,женг,savaş
531,Bogen[Waffe]::N,чӏемерук,yay
532,Pfeil::N,хьел,ox
533,Gewehr::N,тфенг,tüfəng
534,Fehler::N,гъалатӏ,xəta
535,Lüge::N,ттаб,yalan
536,Schaden::N,зиян,ziyan
537,Schaden::N,зарар,ziyan
538,Unglück::N,бала,bəla
539,Unglück::N,бедбахтвал,bəla
540,Schuld::N,тахсир,təqsir
541,Alter::N,яш,yaş
542,Schluss::N,эхир,son
543,Zeit::N,вяде,vaxt
544,Zeit::N,вяде,zaman
545,Tag::N,югъ,gün
546,Morgen::N,пакама,sabah
547,Mittag::N,нисин,günorta
548,Abend::N,няни,axşam
549,Nacht::N,йиф,gecə
550,Woche::N,гьафте,həftə
551,Monat::N,варз,ay
552,Jahr::N,йис,il
553,Frühling::N,гатфар,yaz
554,Frühling::N,гатфар,bahar
555,Sommer::N,гад,yay
556,Herbst::N,зул,payız
557,Winter::N,кьуьд,qış
558,Januar::N,январь,Janvar
559,Februar::N,февраль,Fevral
560,März::N,март,Mart
561,April::N,апрель,Aprel
562,Mai::N,май,May
563,Juni::N,июнь,İyun
564,Juli::N,июль,İyul
565,August::N,август,Avqust
566,September::N,сентябрь,Sentyabr
567,Oktober::N,октябрь,Oktyabr
568,November::N,ноябрь,Noyabr
569,Dezember::N,декабрь,Dekabr
570,Montag::N,ислен,bazar ertəsi
571,Dienstag::N,саласа,çərşənbə axşamı
572,Mittwoch::N,арбе,çərşənbə
573,Donnerstag::N,хемис югъ,cüme axşamı
574,Freitag::N,жуьмя,cüme
575,Freitag::N,жуьмя югъ,cüme
576,Samstag::N,киш,şənbə
577,Sonntag::N,гьяд,bazar
578,groß::A,еке,böyük
579,groß::A,чӏехи,böyük
580,klein::A,гъвечӏи,kiçik
581,lang::A,яргъи,uzun
582,kurz::A,куьруь,qısa
583,breit::A,гьяркьуь,enli
584,breit::A,гьяркьуь,geniş
585,schmal::A,гуьтӏуь,dar
586,dicht::A,къалин,sıx
587,dünn::A,кьелечӏ,nazik
588,fein::A,шуькӏуь,incə
589,fest::A,кӏеви,bərk
590,fest::A,кӏеви,möhkəm
591,flach::A,кьулу,düz
592,glatt::A,цӏалцӏам,hamar
593,hart::A,кӏеви,sərt
594,weich::A,хъуьтуьл,yumşaq
595,rund::A,элкъвей,yuvarlaq
596,spitz::A,хци,uclu
597,spitz::A,хци,sivri
598,scharf::A,хци,kəskin
599,stumpf::A,къуьруь,küt
600,schwer::A,залан,ağır
601,schön::A,иер,gözəl
602,schön::A,иер,gəşəng
603,heiß::A,кудай,isti
604,warm::A,чими,ilıq
605,kalt::A,мекьи,soyuq
606,kühl::A,къайи,sərin
607,frisch::A,таза,təzə
608,frisch::A,михьи,təzə
609,feucht::A,ламу,nəm
610,nass::A,кьежей,yaş
611,trocken::A,кьуру,quru
612,voll::A,ацӏай,dolu
613,leer::A,буш,boş
614,leer::A,ичӏи,boş
615,offen::A,ахъа,açıq
616,geschlossen::A,кӏеви,qapalı
617,sauber::A,михьи,təmiz
618,schmutzig::A,чиркин,kirli
619,schmutzig::A,кьацӏай,kirli
620,roh::A,чиг,çiy
621,roh::A,ицӏи,çiy
622,reif::A,дигмиш хьайи,yetişmiş
623,lecker::A,дадлу,dadlı
624,lecker::A,дадлу,ləzzətli
625,süß::A,ширин,şirin
626,bitter::A,туькьуьл,acı
627,sauer::A,цуру,turş
628,hell::A,экуь,aydın
629,dunkel::A,мичӏи,qaranlıq
630,schwarz::A,чӏулав,qara
631,weiß::A,лацу,ağ
632,rot::A,яру,qırmızı
633,gelb::A,хъипи,sarı
634,blau::A,вили,göy
635,blau::A,вили,mavi
636,grün::A,къацу,yaşıl
637,grau::A,рехи,boz
638,bunt::A,цӏару,əlvan
639,bunt::A,цӏару,rəngli
640,bunt::A,яру-цӏару,əlvan
641,bunt::A,яру-цӏару,rəngli
642,billig::A,ужуз,ucuz
643,teuer::A,багьа,bahalı
644,wertvoll::A,масан,qiymətli
645,blind::A,буьркьуь,kor
646,taub::A,биши,kar
647,kräftig::A,гужлу,güclü
648,stark::A,къуватлу,qüvvətli
649,schwach::A,такьатсуз,zəif
650,schwach::A,такьатсуз,gücsüz
651,fett::A,куьк,şişman
652,schlank::A,шумал,zərif
653,hübsch::A,гуьрчег,göyçək
654,böse::A,пис,fəna
655,dumm::A,ахмакь,axmaq
656,faul::A,тенпел,tənbəl
657,fleißig::A,сяй ийидай,çalışqan
658,fleißig::A,сяйи ийидай,çalışqan
659,geizig::A,мискьи,xəsis
660,klug::A,акьуллу,ağıllı
661,geschickt::A,магьир,bacarıqlı
662,lieb::A,играми,əziz
663,lieb::A,играми,sevimli
664,lustig::A,шад,məzəli
665,lustig::A,шад,gülməli
666,sanft::A,назик,mülayim
667,sanft::A,милайим,mülayim
668,hungrig::A,гишин,ac
669,krank::A,кефсуз,xəstə
670,nackt::A,кьецӏил,çılpaq
671,traurig::A,пашман,qəmgin
672,traurig::A,пашман,kədərli
673,lebendig::A,ччан алай,canlı
674,gut::A,хъсан,yaxşı
675,gut::A,вижевай,yaxşı
676,schlecht::A,пис,pis
677,richtig::A,дуьз,doğru
678,schlimm::A,нифретлу,fəna
679,wahr::A,гьакъикъи,gərçək
680,alt::A,эски,əski
681,alt::A,эски,köhnə
682,alt::A,куьгьне,əski
683,alt::A,куьгьне,köhnə
684,neu::A,цӏийи,yeni
685,ehemalig::A,виликан,əvvəlki
686,alt[Lebewesen]::A,кьуьзуь,qoca
687,jung::A,жегьил,gənc
688,arm::A,кесиб,kasıb
689,arm::A,кесиб,yoxsul
690,reich::A,девлетлу,zəngin
691,bekannt::A,чидай,tanış
692,berühmt::A,машгьур,məşhur
693,fremd::A,ччара,yad
694,verschieden::A,жуьреба-жуьре,dürlü
695,nah::A,мукьвал,yaxın
696,fern::A,яргъал,uzaq
697,linker::A,чапла,sol
698,rechter::A,эрчӏи,sağ
699,anderer::A,маса,başqa
700,anderer::A,муькуь,başqa
701,erster::A,сад лагьай,birinci
702,zweiter::A,кьвед лагьай,ikinci
703,dritter::A,пуд лагьай,üçüncü
704,letzter::A,эхиримжи,sonuncu
705,letzter::A,эхиримжи,axırıncı
706,allein::ADV,кьилди,tək
707,allein::ADV,кьилди,yalqız
708,zusammen::ADV,санал,birlikdə
709,lange::ADV,яргъалди,uzun
710,plötzlich::ADV,садлагьана,qəfildən
711,sofort::ADV,гьасятда,həmən
712,sofort::ADV,гьасятда,dərhal
713,später::ADV,гуьгъуьнлай,sonra
714,jetzt::ADV,гила,indi
715,heute::ADV,къе,bugün
716,morgen::ADV,пака,sabah
717,bald::ADV,мукьва,yaxında
718,bald::ADV,мукьва,tezliklə
719,bald::ADV,мукьвара,yaxında
720,bald::ADV,мукьвара,tezliklə
721,dann::ADV,ахпа,onda
722,gestern::ADV,накь,dünən
723,einst::ADV,садра,əvvəllər
724,damals::ADV,а чӏавуз,o vaxt
725,danach::ADV,ахпа,sonra
726,vorher::ADV,вилик,qabaqcadan
727,zuerst::ADV,сифте,əvvəl
728,einmal::ADV,садра,bir dəfə
729,manchmal::ADV,гагь-гагь,hərdənbir
730,oft::ADV,гзаф вахтара,tez-tez
731,oft::ADV,гзаф вахтара,çox vaxt
732,immer::ADV,гьамиша,daimi
733,immer::ADV,гьамиша,həmişə
734,niemals::ADV,са чӏавузни,əsla
735,niemals::ADV,са чӏавузни,heç bir zaman
736,niemals::ADV,са вахтундани,əsla
737,niemals::ADV,са вахтундани,heç bir zaman
738,hier::ADV,ина,bura
739,hier::ADV,ина,burada
740,hierhin::ADV,иниз,buraya
741,von hier::ADV,инай,buradan
742,dort::ADV,ана,ora
743,dort::ADV,ана,orada
744,dorthin::ADV,аниз,oraya
745,geradeaus::ADV,дуьз,düz
746,vorwärts::ADV,вилик,irəli
747,vorwärts::ADV,виликди,irəli
748,rückwärts::ADV,кьулухъ,geri
749,unten::ADV,агъада,aşağıda
750,hinab::ADV,агъуз,aşağı
751,oben::ADV,винел,yuxarıda
752,hinauf::ADV,виниз,yuxarı
753,überall::ADV,вирина,hər yerdə
754,nicht::ADV,ваъ,-ma-
755,ein wenig::ADV,са тӏимил,bir az
756,kaum::ADV,жизви,güclə
757,sehr::ADV,лап,çox
758,so::ADV,икӏ,belə
759,noch::ADV,гьеле,hələ
760,nur::ADV,анжах,yalnız
761,schon::ADV,хъувуна,artıq
762,schon::ADV,мадни дардиз,artıq
763,schon::ADV,мадни гуьтӏуьз,artıq
764,schon::ADV,мадни гуьтӏуь я,artıq
765,vergebens::ADV,нагьакь,boş yerə
766,vergebens::ADV,нагьакьа,boş yerə
767,vor::PRP,вилик,önündə
768,hinter::PRP,кьулухъ,arxasında
769,unter::PRP,кӏаник,altında
770,durch::PRP,арадай,içindən
771,durch::PRP,-кай хкатна,içindən
772,neben::PRP,патав,yanında
773,neben::PRP,мукьув,yanında
774,zwischen::PRP,ара,arasında
775,zwischen::PRP,арада,arasında
776,wegen::PRP,гъиляй,üçün
777,wegen::PRP,гъиляй,ötəri
