,Concept_ID,cy,pl
60,Geruch::N,aroglau,zapach
61,Schlaf::N,cwsg,sen
62,Traum::N,breuddwyd,sen
63,Himmel::N,awyr,niebo
64,Sonne::N,haul,słońce
65,Mond::N,lleuad,księżyc
66,Stern::N,seren,gwiazda
67,Luft::N,awyr,powietrze
68,Wind::N,gwynt,wiatr
69,Welle::N,ton,fala
70,Wasser::N,dŵr,woda
71,Stein::N,carreg,kamień
72,Boden::N,llawr,grunt
73,Erde::N,pridd,ziemia
74,Staub::N,llwch,pył
75,Staub::N,llwch,kurz
76,Rauch::N,mwg,dym
77,Funke::N,gwreichioni,iskra
78,Feuer::N,tân,ogień
79,Licht::N,golau,światło
80,Schatten::N,cysgod,cień
81,Wetter::N,tywydd,pogoda
82,Nebel::N,niwl,mgła
83,Wolke::N,cwmwl,obłok
84,Wolke::N,cwmwl,chmura
85,Regen::N,glaw,deszcz
86,Schnee::N,ôd,śnieg
87,Schnee::N,eira,śnieg
88,Eis::N,iâ,lód
89,Frost::N,rhew,mróz
90,Kälte::N,oerni,chłód
91,Kälte::N,annwyd,chłód
92,Hitze::N,gwres,gorąco
93,Raureif::N,barrug,szron
94,Regenbogen::N,enfys,tęcza
95,Donner::N,tyrfau,grzmot
96,Strömung::N,cerrynt,nurt
97,Tropfen::N,dafn,kropla
98,Tropfen::N,diferyn,kropla
99,Schaum::N,ewyn,piana
100,Schmutz::N,baw,brud
101,Schmutz::N,budreddi,brud
102,See::N,llyn,jezioro
103,Sumpf::N,cors,bagno
104,Moor::N,rhos,bagno
105,Wiese::N,dôl,łąka
106,Wald::N,coedwig,las
107,Hügel::N,bryn,pagórek
108,Anhöhe::N,bryn,wzgórze
109,Berg::N,mynydd,góra
110,Gipfel::N,copa,szczyt
111,Gipfel::N,copa,wierzchołek
112,Höhle::N,ogof,pieczara
113,Abhang::N,llethr,stok
114,Abhang::N,llethr,zbocze
115,Quelle::N,tarddiad,zdrój
116,Quelle::N,tarddiad,źródło
117,Quelle::N,ffynhonnell,zdrój
118,Quelle::N,ffynhonnell,źródło
119,Bach::N,nant,potok
120,Bach::N,nant,strumień
121,Bach::N,afonig,potok
122,Bach::N,afonig,strumień
123,Bach::N,cornant,potok
124,Bach::N,cornant,strumień
125,Fluss::N,afon,rzeka
126,Ufer::N,glan,brzeg
127,Küste::N,traeth,wybrzeże
128,Küste::N,arfordir,wybrzeże
129,Festland::N,tir,ląd
130,Meer::N,môr,morze
131,Bucht::N,bae,zatoka
132,Insel::N,ynys,wyspa
133,Blume::N,blodyn,kwiat
134,Gras::N,glaswellt,trawa
135,Wurzel::N,gwreiddyn,korzeń
136,Baum::N,coeden,drzewo
137,Stamm::N,colfen,pień
138,Stamm::N,boncyff,pień
139,Rinde::N,rhisgl,kora
140,Ast::N,cangen,gałąź
141,Zweig::N,cainc,gałąź
142,Zweig::N,cangen,gałąź
143,Blatt::N,deilen,liść
144,Birke::N,bedwen,brzoza
145,Kiefer[Baum]::N,pinwydden,sosna
146,Weide[Baum]::N,helygen,wierzba
147,Tanne::N,ffynidwydden,jodła
148,Horn::N,corn,róg
149,Feder::N,plufyn,pióro
150,Fell::N,ffwr,futro
151,Flügel::N,adain,skrzydło
152,Klaue::N,crafanc,szpon
153,Kralle::N,ewin,pazur
154,Schwanz::N,cwt,ogon
155,Schwanz::N,cynffon,ogon
156,Ei::N,wy,jajko
157,Nest::N,nyth,gniazdo
158,Bau::N,ffau,nora
159,Tier::N,anifail,zwierzę
160,Herde::N,praidd,stado
161,Herde::N,praidd,trzoda
162,Herde::N,diadell,stado
163,Herde::N,diadell,trzoda
164,Kuh::N,buwch,krowa
165,Bulle::N,tarw,byk
166,Pferd::N,ceffyl,koń
167,Schaf::N,dafad,owca
168,Schwein::N,mochyn,świnia
169,Hund::N,ci,pies
170,Katze::N,cath,kot
171,Katze::N,cath,kotka
172,Bär::N,arth,niedźwiedż
173,Eichhörnchen::N,gwiwer,wiewiórka
174,Elch::N,elc,łóś
175,Fuchs::N,cadno,lis
176,Hase::N,ysgyfarnog,zając
177,Maus::N,llygoden,mysz
178,Wolf::N,blaidd,wilk
179,Vogel::N,aderyn,ptak
180,Schwarm::N,haid,stado
181,Huhn::N,cyw,kura
182,Hahn::N,ceiliog,kogut
183,Gans::N,gŵydd,gęś
184,Adler::N,eryr,orzeł
185,Ente::N,hwyad,kaczka
186,Eule::N,tylluan,sowa
187,Kranich::N,garan,żuraw
188,Kranich::N,crychydd,żuraw
189,Krähe::N,brân,wrona
190,Kuckuck::N,cog,kukułka
191,Kuckuck::N,cwcw,kukułka
192,Schwan::N,alarch,łabędż
193,Fisch::N,pysgod,ryba
194,Barsch::N,draenog,okoń
195,Hecht::N,penhwyad,szczupak
196,Schlange[Tier]::N,neidr,wąż
197,Schlange[Tier]::N,neidr,żmija
198,Wurm::N,abwydyn,robak
199,Wurm::N,pryf genwair,robak
200,Spinne::N,cor,pająk
201,Spinne::N,pryf copyn,pająk
202,Ameise::N,morgrugyn,mrówka
203,Laus::N,lleuen,wesz
204,Mücke::N,gwybedyn,komar
205,Fliege::N,cleren,mucha
206,Schmetterling::N,glöyn byw,motyl
207,Schmetterling::N,iâr fach yr haf,motyl
208,Beere::N,aeronen,jagoda
209,Apfel::N,afal,jabłko
210,Pilz::N,madarch,grzyb
211,Zwiebel::N,nionyn,cebula
212,Zwiebel::N,winwnsyn,cebula
213,Saat::N,had,siew
214,Korn::N,grawn,ziarno
215,Heu::N,gwair,siano
216,Schale::N,croen,łupina
217,Schale::N,plisgyn,łupina
218,Grube::N,pwll,dół
219,Grube::N,pwll,jama
220,Grube::N,pydew,dół
221,Grube::N,pydew,jama
222,Falle::N,magl,pułapka
223,Schlinge::N,cwlwm rhedeg,sidła
224,Spur::N,ôl,ślad
225,Asche::N,lludw,popiół
226,Dreck::N,baw,brud
227,Dreck::N,budreddi,brud
228,Eisen::N,haearn,żelazo
229,Gold::N,aur,złoto
230,Silber::N,arian,srebro
231,Kohle::N,glo,węgiel
232,Glas::N,gwydr,szkło
233,Lehm::N,clai,glina
234,Sand::N,tywod,piasek
235,Mensch::N,dyn,człowiek
236,Mann::N,dyn,mężczyzna
237,Frau::N,merch,kobieta
238,Frau::N,gwraig,kobieta
239,Kind::N,plentyn,dziecko
240,Junge::N,hogyn,chłopak
241,Junge::N,hogyn,chłopiec
242,Junge::N,bachgen,chłopak
243,Junge::N,bachgen,chłopiec
244,Mädchen::N,merch,dziewczynka
245,Mädchen::N,geneth,dziewczynka
246,Familie::N,teulu,rodzina
247,Familie::N,tylwyth,rodzina
248,Großvater::N,taid,dziadek
249,Großvater::N,tad-cu,dziadek
250,Großmutter::N,nain,babka
251,Großmutter::N,mam-gu,babka
252,Eltern::N,rhieni,rodzice
253,Vater::N,tad,ojciec
254,Mutter::N,mam,matka
255,Sohn::N,mab,syn
256,Tochter::N,merch,córka
257,Bruder::N,brawd,brat
258,Schwester::N,chwaer,siostra
259,Onkel::N,ewythr,wuj
260,Onkel::N,ewythr,stryj
261,Tante::N,modryb,ciotka
262,Ehemann::N,gŵr,mąż
263,Ehefrau::N,gwraig,żona
264,Freude::N,gorfoledd,radość
265,Gelächter::N,chwerthin,śmiech
266,Glück::N,hapusrwydd,szczęście
267,Kummer::N,galar,zmartwienie
268,Wunsch::N,dymuniad,życzenie
269,Lust::N,chwant,chęć
270,Lust::N,chwant,ochota
271,Geist::N,ysbryd,duch
272,Gedanke::N,meddwl,myśl
273,Gedächtnis::N,cof,pamięć
274,Verstand::N,meddwl,rozum
275,Sinn::N,ystyr,zmysł
276,Grund::N,achos,powód
277,Grund::N,rheswm,powód
278,Wahrheit::N,gwir,prawda
279,Wahrheit::N,gwirionedd,prawda
280,Gespräch::N,sgwrs,rozmowa
281,Märchen::N,chwedl werin,bajka
282,Erzählung::N,stori,opowiadanie
283,Nachricht::N,neges,wiadomość
284,Neuigkeit::N,newydd,nowina
285,Name::N,enw,imię
286,Rätsel::N,pos,zagadka
287,Rede::N,araith,mowa
288,Sprache::N,iaith,język
289,Stimme::N,llais,głos
290,Wort::N,gair,słowo
291,Zeichen::N,arwydd,znak
292,Ruf::N,galwad,wołanie
293,Lärm::N,trwst,hałas
294,Lärm::N,trwst,zgiełk
295,Laut::N,sain,dźwięk
296,Ton::N,tôn,ton
297,Ton::N,tôn,dźwięk
298,Lied::N,cân,pieśń
299,Lied::N,cân,piosenka
300,Ruhe::N,tawelwch,spokój
301,Leute::N,pobl,ludzie
302,Volk::N,pobl,naród
303,Arbeit::N,gwaith,praca
304,Arbeit::N,gwaith,robota
305,Gast::N,gwestai,gość
306,Geschenk::N,rhodd,prezent
307,Geschenk::N,rhodd,podarunek
308,Geschenk::N,anrheg,prezent
309,Geschenk::N,anrheg,podarunek
310,Spiel::N,chwarae,gra
311,Spiel::N,chwarae,zabawa
312,Gesellschaft::N,cwmni,towarzystwo
313,Hilfe::N,cymorth,pomoc
314,Freund::N,cyfaill,przyjaciel
315,Kamerad::N,cydymaith,kolega
316,Angelegenheit::N,pwnc,sprawa
317,Anzahl::N,cyfrif,ilość
318,Art::N,bath,rodzaj
319,Stück::N,darn,kawałek
320,Teil::N,rhan,część
321,Hälfte::N,hanner,połowa
322,Kreis::N,cylch,krąg
323,Kreuz::N,croes,krzyż
324,Linie::N,llinell,linia
325,Strich::N,strôc,kreska
326,Strich::N,trawiad,kreska
327,Abstand::N,bwlch,odstęp
328,Abstand::N,pellter,odstęp
329,Entfernung::N,pellter,odległość
330,Gegend::N,cylch,okolica
331,Platz::N,lle,miejsce
332,Ort::N,lle,miejsce
333,Seite::N,ochr,bok
334,Seite::N,ochr,strona
335,Mitte::N,canol,środek
336,Gegenstand::N,eitem,przedmiot
337,Sache::N,peth,rzecz
338,Rand::N,cwr,skraj
339,Rand::N,cwr,krawędź
340,Rand::N,ymyl,skraj
341,Rand::N,ymyl,krawędź
342,Kante::N,min,kant
343,Kante::N,min,krawędź
344,Kante::N,ymyl,kant
345,Kante::N,ymyl,krawędź
346,Ecke::N,cornel,róg
347,Spitze::N,blaen,ostrze
348,Ende::N,pen,koniec
349,Loch::N,twll,dziura
350,Winkel::N,congl,kąt
351,Winkel::N,congl,kącik
352,Muster::N,patrwm,wzór
353,Größe::N,maint,rozmiar
354,Größe::N,maint,wielkość
355,Größe::N,maintioli,rozmiar
356,Größe::N,maintioli,wielkość
357,Länge::N,hyd,długość
358,Höhe::N,uchder,wysokość
359,Gewicht::N,pwysau,ciężar
360,Menge::N,swm,ilość
361,Menge::N,maint,ilość
362,Haufen::N,pentwr,kupa
363,Reihe::N,rhes,rząd
364,Reihe::N,rhes,szereg
365,Boot::N,cwch,łódź
366,Boot::N,cwch,łódka
367,Ruder::N,rhwyf,wiosło
368,Schlitten::N,sled,sanki
369,Schlitten::N,car llusg,sanki
370,Ski::N,sgi,narta
371,Lagerfeuer::N,coelcerth,ognisko
372,Last::N,llwyth,ciężar
373,Last::N,llwyth,brzemię
374,Gang::N,tro,chód
375,Schritt::N,cam,krok
376,Norden::N,gogledd,północ
377,Süden::N,de,południe
378,Westen::N,gorllewin,zachód
379,Osten::N,dwyrain,wschód
380,Holz::N,pren,drzewo
381,Brett::N,bwrdd,deska
382,Brett::N,astell,deska
383,Platte::N,llech,płyta
384,Stütze::N,ateg,podpora
385,Stütze::N,cynhalydd,podpora
386,Stange::N,polyn,drąg
387,Stange::N,polyn,żerdź
388,Stock::N,ffon,kij
389,Stock::N,ffon,laska
390,Stock::N,brigyn,kij
391,Stock::N,brigyn,laska
392,Stab::N,ffon,pręt
393,Rohr::N,pibell,rura
394,Haus::N,tŷ,dom
395,Heim::N,cartref,dom
396,Ofen::N,stof,piec
397,Fußboden::N,llawr,podłoga
398,Tisch::N,bwrdd,stół
399,Stuhl::N,cadair,krzesło
400,Wiege::N,crud,kołyska
401,Bett::N,gwely,łóżko
402,Bett::N,gwely,pościel
403,Regal::N,silff,regał
404,Kiste::N,bocs,skrzynia
405,Kiste::N,blwch,skrzynia
406,Fenster::N,ffenestr,okno
407,Tür::N,drws,drzwi
408,Tor::N,porth,brama
409,Zaun::N,ffens,płot
410,Zaun::N,ffens,parkan
411,Dach::N,to,dach
412,Leiter::N,ysgol,drabina
413,Besen::N,ysgub,miotła
414,Spaten::N,rhaw,rydel
415,Schaufel::N,rhaw,łopata
416,Gabel::N,fforc,widelec
417,Löffel::N,llwy,łyżka
418,Messer::N,cyllell,nóż
419,Nagel::N,hoel,gwóźdź
420,Netz::N,gwe,sieć
421,Netz::N,rhwyd,sieć
422,Haken::N,bach,hak
423,Griff::N,carn,chwyt
424,Schloss::N,clo,zamek
425,Bild::N,llun,obraz
426,Bild::N,pictiwr,obraz
427,Figur::N,ffigur,figura
428,Puppe::N,dol,lalka
429,Beutel::N,cwd,torba
430,Bündel::N,bwndel,wiązka
431,Bündel::N,coflaid,wiązka
432,Tasche::N,cod,torba
433,Eimer::N,bwced,kubeł
434,Eimer::N,bwced,wiadro
435,Eimer::N,cunnog,kubeł
436,Eimer::N,cunnog,wiadro
437,Deckel::N,caead,przykrywka
438,Geschirr::N,llestri,statki
439,Geschirr::N,llestri,naczynia
440,Sack::N,sach,worek
441,Tasse::N,cwpan,filiżanka
442,Topf::N,pot,garnek
443,Topf::N,crochan,garnek
444,Kessel::N,tegell,kocioł
445,Essen::N,pryd o fwyd,jedzenie
446,Nahrung::N,bwyd,pokarm
447,Nahrung::N,bwyd,pożywienie
448,Speise::N,saig,potrawa
449,Speise::N,saig,jedzenie
450,Fleisch::N,cig,mięso
451,Getreide::N,ŷd,zboże
452,Getreide::N,llafur,zboże
453,Brei::N,uwd,kasza
454,Brot::N,bara,chleb
455,Scheibe::N,tafell,kromka
456,Fett::N,saim,tłuszcz
457,Fett::N,braster,tłuszcz
458,Butter::N,ymenyn,masło
459,Öl::N,olew,olej
460,Salz::N,halen,sól
461,Suppe::N,cawl,zupa
462,Honig::N,mêl,miód
463,Milch::N,llaeth,mleko
464,Milch::N,llefrith,mleko
465,Tee::N,te,herbata
466,Leder::N,lledr,skóra
467,Wolle::N,gwlân,wełna
468,Stoff::N,lliain,tkanina
469,Stoff::N,lliain,materiał
470,Stoff::N,brethyn,tkanina
471,Stoff::N,brethyn,materiał
472,Nadel::N,nodwydd,igła
473,Faden::N,edau,nić
474,Faden::N,edau,nitka
475,Faden::N,edefyn,nić
476,Faden::N,edefyn,nitka
477,Knopf::N,botwm,guzik
478,Knoten::N,cwlwm,węzeł
479,Farbe::N,paent,farba
480,Kleidung::N,dillad,odzież
481,Kleidung::N,gwisgoedd,odzież
482,Hemd::N,crys,koszula
483,Kragen::N,coler,kołnierz
484,Ärmel::N,llawes,rękaw
485,Hose::N,trowsus,spodnie
486,Gürtel::N,gwregys,pasek
487,Mütze::N,cap,czapka
488,Schuh::N,esgid,but
489,Schuh::N,esgid,bucik
490,Stiefel::N,botasen,but
491,Stiefel::N,botasen,kozak
492,Ring::N,modrwy,pierścień
493,Band::N,rhuban,wstęga
494,Kamm::N,crib,grzebień
495,Spiegel::N,drych,lustro
496,Riemen::N,strap,rzemień
497,Schnur::N,llinyn,sznur
498,Leine::N,tennyn,smycz
499,Decke::N,blanced,kołdra
500,Decke::N,gwrthban,kołdra
501,Kissen::N,clustog,poduszka
502,Kissen::N,gobennydd,poduszka
503,Tuch::N,sgarff,chustka
504,Handtuch::N,tywel,ręcznik
505,Handtuch::N,lliain sychu,ręcznik
506,Kraft::N,grym,moc
507,Kraft::N,grym,siła
508,Stärke::N,nerth,moc
509,Stärke::N,nerth,siła
510,Stärke::N,cryfder,moc
511,Stärke::N,cryfder,siła
512,Gesundheit::N,iechyd,zdrowie
513,Krankheit::N,afiechyd,choroba
514,Krankheit::N,anhwylder,choroba
515,Schmerz::N,poen,ból
516,Schmerz::N,gwayw,ból
517,Wunde::N,clwyf,rana
518,Fieber::N,twymyn,gorączka
519,Arznei::N,meddyginiaeth,lekarstwo
520,Brücke::N,pont,most
521,Brunnen::N,ffynnon,studnia
522,Weide::N,porfa,pastwisko
523,Pfad::N,llwybr,ścieżka
524,Weg::N,ffordd,droga
525,Straße::N,heol,ulica
526,Straße::N,ffordd,ulica
527,Dorf::N,pentref,wieś
528,Stadt::N,tref,miasto
529,Brief::N,llythyr,list
530,Buch::N,llyfr,książka
531,Buchstabe::N,llythyren,litera
532,Zeitung::N,papur newydd,gazeta
533,Zeitung::N,papur newydd,dziennik
534,Leben::N,bywyd,życie
535,Tod::N,marwolaeth,śmierć
536,Grab::N,bedd,grób
537,Kirche::N,eglwys,kościół
538,Sünde::N,pechod,grzech
539,Gott::N,duw,bóg
540,Arbeiter::N,gweithiwr,robotnik
541,Chef::N,pennaeth,szef
542,Meister::N,meistr,mistrz
543,Meister::N,meistr,majster
544,Arzt::N,meddyg,lekarz
545,Lehrer::N,athro,nauczyciel
546,Geld::N,pres,pieniądze
547,Geld::N,arian,pieniądze
548,Geschäft::N,busnes,sprawa
549,Geschäft::N,busnes,interes
550,Laden::N,siop,sklep
551,Preis::N,pris,cena
552,Ware::N,nwydd,towar
553,Nutzen::N,elw,pożytek
554,Nutzen::N,budd,pożytek
555,Reichtum::N,cyfoeth,bogactwo
556,Welt::N,byd,świat
557,Land::N,gwlad,kraj
558,Staat::N,gwladwriaeth,państwo
559,König::N,brenin,król
560,Macht::N,grym,władza
561,Macht::N,awdurdod,władza
562,Grenze::N,ffin,granica
563,Grenze::N,goror,granica
564,Krieg::N,rhyfel,wojna
565,Feind::N,gelyn,wróg
566,Gewalt::N,ffyrnigrwydd,władza
567,Kampf::N,brwydr,bój
568,Kampf::N,brwydr,walka
569,Bogen[Waffe]::N,bwa,łuk
570,Pfeil::N,saeth,strzała
571,Gewehr::N,dryll,karabin
572,Fehler::N,gwall,błąd
573,Fehler::N,camgymeriad,błąd
574,Lüge::N,celwydd,kłamstwo
575,Lüge::N,anwiredd,kłamstwo
576,Schaden::N,niwed,szkoda
577,Schaden::N,difrod,szkoda
578,Unglück::N,anffawd,nieszczęście
579,Schuld::N,bai,wina
580,Alter::N,oed,wiek
581,Schluss::N,diwedd,koniec
582,Schluss::N,diwedd,zakończenie
583,Zeit::N,amser,czas
584,Tag::N,dydd,dzień
585,Tag::N,diwrnod,dzień
586,Morgen::N,bore,ranek
587,Morgen::N,bore,poranek
588,Mittag::N,nawn,południe
589,Abend::N,noswaith,wieczór
590,Nacht::N,nos,noc
591,Woche::N,wythnos,tydzień
592,Monat::N,mis,miesiąc
593,Jahr::N,blwyddyn,rok
594,Frühling::N,gwanwyn,wiosna
595,Sommer::N,haf,lato
596,Herbst::N,hydref,jesień
597,Winter::N,gaeaf,zima
598,Januar::N,Ionawr,styczeń
599,Februar::N,Chwefror,luty
600,März::N,Mawrth,marzec
601,April::N,Ebrill,kwiecień
602,Mai::N,Mai,maj
603,Juni::N,Mehefin,czerwiec
604,Juli::N,Gorffennaf,lipiec
605,August::N,Awst,sierpień
606,September::N,Medi,wrzesień
607,Oktober::N,Hydref,październik
608,November::N,Tachwedd,listopad
609,Dezember::N,Rhagfyr,grudzień
610,Montag::N,dydd Llun,poniedziałek
611,Dienstag::N,dydd Mawrth,wtorek
612,Mittwoch::N,dydd Mercher,środa
613,Donnerstag::N,dydd Iau,czwartek
614,Freitag::N,dydd Gwener,piątek
615,Samstag::N,dydd Sadwrn,sobota
616,Sonntag::N,dydd Sul,niedziela
617,groß::A,mawr,duży
618,groß::A,mawr,wielki
619,klein::A,bach,mały
620,lang::A,hir,długi
621,kurz::A,byr,krótki
622,kurz::A,cwta,krótki
623,breit::A,llydan,szeroki
624,schmal::A,cul,wąski
625,dicht::A,dwys,gęsty
626,dick[Gegenstand]::A,trwchus,gruby
627,dünn::A,tenau,cienki
628,fein::A,main,drobny
629,fest::A,cadarn,mocny
630,fest::A,cadarn,twardy
631,flach::A,gwastad,płaski
632,glatt::A,llyfn,gładki
633,hart::A,caled,twardy
634,weich::A,meddal,miękki
635,rund::A,crwn,okrągły
636,spitz::A,pigfain,spiczasty
637,scharf::A,miniog,ostry
638,stumpf::A,pŵl,tępy
639,schwer::A,trwm,ciężki
640,schön::A,teg,ładny
641,schön::A,teg,piękny
642,schön::A,hardd,ładny
643,schön::A,hardd,piękny
644,schön::A,prydferth,ładny
645,schön::A,prydferth,piękny
646,heiß::A,poeth,gorący
647,warm::A,twym,ciepły
648,warm::A,cynnes,ciepły
649,kalt::A,oer,zimny
650,kühl::A,oeraidd,chłodny
651,frisch::A,iach,świeży
652,feucht::A,llaith,wilgotny
653,nass::A,gwlyb,mokry
654,trocken::A,sych,suchy
655,voll::A,llawn,pełny
656,leer::A,gwag,pusty
657,leer::A,gwag,próżny
658,offen::A,agored,otwarty
659,geschlossen::A,caead,zamknięty
660,geschlossen::A,caeëdig,zamknięty
661,sauber::A,glân,czysty
662,schmutzig::A,budr,brudny
663,schmutzig::A,brwnt,brudny
664,roh::A,amrwd,surowy
665,reif::A,aeddfed,dojrzały
666,lecker::A,blasus,smaczny
667,lecker::A,danteithiol,smaczny
668,süß::A,melys,słodki
669,bitter::A,chwerw,gorzki
670,sauer::A,sur,kwaśny
671,hell::A,disglair,jasny
672,dunkel::A,tywyll,ciemny
673,schwarz::A,du,czarny
674,weiß::A,gwyn,biały
675,rot::A,coch,czerwony
676,gelb::A,melyn,żółty
677,blau::A,glas,błękitny
678,blau::A,glas,niebieski
679,grün::A,gwyrdd,zielony
680,grau::A,llwyd,szary
681,bunt::A,lliwgar,barwny
682,billig::A,rhad,tani
683,teuer::A,drud,drogi
684,wertvoll::A,gwerthfawr,cenny
685,blind::A,dall,ślepy
686,taub::A,byddar,głuchy
687,kräftig::A,nerthol,mocny
688,kräftig::A,grymus,mocny
689,stark::A,cryf,silny
690,stark::A,cadarn,silny
691,schwach::A,gwan,słaby
692,fett::A,tew,tłusty
693,schlank::A,main,smukły
694,hübsch::A,tlws,ładny
695,böse::A,drwg,zły
696,dumm::A,twp,głupi
697,faul::A,diog,leniwy
698,fleißig::A,dyfal,pilny
699,geizig::A,crintach,skąpy
700,geizig::A,cybyddlyd,skąpy
701,klug::A,deallus,mądry
702,geschickt::A,medrus,zręczny
703,geschickt::A,deheuig,zręczny
704,lieb::A,hoff,miły
705,lieb::A,annwyl,miły
706,lustig::A,llon,wesoły
707,sanft::A,mwyn,łagodny
708,hungrig::A,newynog,głodny
709,krank::A,sâl,chory
710,krank::A,gwael,chory
711,nackt::A,noeth,nagi
712,traurig::A,trist,smutny
713,lebendig::A,yn fyw,żywy
714,gut::A,da,dobry
715,schlecht::A,drwg,zły
716,schlecht::A,gwael,zły
717,richtig::A,cywir,słuszny
718,richtig::A,cywir,właściwy
719,schlimm::A,enbyd,zły
720,wahr::A,gwir,prawdziwy
721,alt::A,hen,stary
722,neu::A,newydd,nowy
723,ehemalig::A,blaenorol,były
724,alt[Lebewesen]::A,oedrannus,stary
725,jung::A,ifanc,młody
726,arm::A,tlawd,ubogi
727,arm::A,tlawd,biedny
728,reich::A,cyfoethog,bogaty
729,bekannt::A,cynefin,znany
730,bekannt::A,cyfarwydd,znany
731,berühmt::A,enwog,słynny
732,fremd::A,estron,obcy
733,fremd::A,estron,cudzy
734,verschieden::A,gwahanol,różny
735,nah::A,agos,bliski
736,fern::A,pell,daleki
737,linker::A,aswy,lewy
738,linker::A,chwith,lewy
739,rechter::A,de,prawy
740,rechter::A,deau,prawy
741,anderer::A,arall,inny
742,erster::A,cyntaf,pierwszy
743,zweiter::A,ail,drugi
744,dritter::A,trydydd,trzeci
745,letzter::A,olaf,ostatni
746,allein::ADV,unig,sam
747,allein::ADV,ar ei ben ei hun,sam
748,auf einmal::ADV,ar yr un pryd,naraz
749,zusammen::ADV,ynghyd,razem
750,zusammen::ADV,gyda'i gilydd,razem
751,lange::ADV,amser hir,długo
752,plötzlich::ADV,yn sydyn,nagle
753,sofort::ADV,ar unwaith,natychmiast
754,später::ADV,yn ddiweddarach,później
755,jetzt::ADV,yn awr,teraz
756,jetzt::ADV,yn awr,obecnie
757,heute::ADV,heddiw,dziś
758,heute::ADV,heddiw,dzisiaj
759,morgen::ADV,yfory,jutro
760,bald::ADV,yn fuan,wkrótce
761,bald::ADV,gyda hyn,wkrótce
762,dann::ADV,yna,potem
763,dann::ADV,y pryd hwnnw,potem
764,gestern::ADV,ddoe,wczoraj
765,einst::ADV,gynt,kiedyś
766,einst::ADV,gynt,niegdyś
767,damals::ADV,ar y pryd,wtedy
768,damals::ADV,ar y pryd,wówczas
769,damals::ADV,bryd hynny,wtedy
770,damals::ADV,bryd hynny,wówczas
771,danach::ADV,wedyn,następnie
772,vorher::ADV,o'r blaen,przedtem
773,zuerst::ADV,yn gyntaf,naprzód
774,zuerst::ADV,yn gyntaf,najpierw
775,einmal::ADV,unwaith,raz
776,manchmal::ADV,weithiau,czasem
777,manchmal::ADV,ar brydiau,czasem
778,oft::ADV,yn aml,często
779,oft::ADV,yn fynych,często
780,immer::ADV,bob amser,zawsze
781,niemals::ADV,ni ... byth,nigdy
782,niemals::ADV,ni ... erioed,nigdy
783,hier::ADV,yma,tu
784,hier::ADV,yma,tutaj
785,hierhin::ADV,hyd yma,tu
786,von hier::ADV,oddi yma,stąd
787,dort::ADV,acw,tam
788,dorthin::ADV,tuag yno,tam
789,geradeaus::ADV,syth ymlaen,prosto
790,vorwärts::ADV,ymlaen,naprzód
791,rückwärts::ADV,yn ôl,wstecz
792,zurück::ADV,yn ôl,z powrotem
793,unten::ADV,isod,u dołu
794,unten::ADV,isod,na dole
795,unten::ADV,oddi tanodd,u dołu
796,unten::ADV,oddi tanodd,na dole
797,hinab::ADV,i lawr,na_dół
798,hinab::ADV,i lawr,w_dół
799,hinab::ADV,i waered,na_dół
800,hinab::ADV,i waered,w_dół
