,Concept_ID,el,myv
100,Schnee::N,χιόνι,лов
101,Eis::N,πάγος,эй
102,Frost::N,παγωνία,кельме
103,Kälte::N,κρύο,якшамо
104,Kälte::N,ψύχος,якшамо
105,Hitze::N,ζέστη,пси
106,Raureif::N,πάχνη,лекш
107,Regenbogen::N,ουράνιο τόξο,пурьгинечирьке
108,Regenbogen::N,ουράνιο τόξο,пурьгинеёнкс
109,Donner::N,βροντή,пурьгине
110,Strömung::N,ρεύμα,чудема
111,Strömung::N,ρεύμα,чудевкс
112,Tropfen::N,στάλα,петнявкс
113,Schaum::N,αφρός,чов
114,Schmutz::N,βρωμιά,рудаз
115,See::N,λίμνη,эрьке
116,Sumpf::N,βάλτος,чей
117,Moor::N,έλος,чей
118,Wiese::N,λιβάδι,луга
119,Wald::N,δάσος,вирь
120,Hügel::N,λόφος,губорь
121,Hügel::N,λόφος,пандыне
122,Anhöhe::N,ύψωμα,губорь
123,Anhöhe::N,ύψωμα,пандыне
124,Berg::N,όρος,пандо
125,Berg::N,βουνό,пандо
126,Gipfel::N,κορυφή,пря
127,Höhle::N,σπηλιά,пещера
128,Abhang::N,πλαγιά,пандочама
129,Quelle::N,πηγή,ушодкс
130,Quelle::N,βρύση,ушодкс
131,Bach::N,ρυάκι,чудикерькс
132,Fluss::N,ποτάμι,лей
133,Fluss::N,ποταμός,лей
134,Ufer::N,όχθη,чире
135,Küste::N,ακτή,лейчире
136,Küste::N,ακρογιαλιά,лейчире
137,Festland::N,στεριά,мода
138,Meer::N,θάλασσα,моря
139,Bucht::N,κόλπος,усия
140,Insel::N,νησί,усия
141,Insel::N,νήσος,усия
142,Blume::N,άνθος,цеця
143,Blume::N,λουλούδι,цеця
144,Gras::N,χόρτο,тикше
145,Gras::N,χορτάρι,тикше
146,Wurzel::N,ρίζα,юр
147,Wurzel::N,ρίζα,ундокс
148,Baum::N,δέντρο,чувто
149,Stamm::N,κορμός,рунго
150,Rinde::N,φλούδα,суд
151,Rinde::N,φλούδα,керь
152,Ast::N,κλαδί,морго
153,Zweig::N,κλαδί,тарад
154,Zweig::N,κλάδος,тарад
155,Blatt::N,φύλλο,лопа
156,Birke::N,σημύδα,килей
157,Kiefer[Baum]::N,πεύκο,пиче
158,Weide[Baum]::N,ιτιά,каль
159,Tanne::N,έλατο,куз
160,Horn::N,κέρας,сюро
161,Horn::N,κέρατο,сюро
162,Feder::N,φτερό,толга
163,Fell::N,δέρμα,пона
164,Fell::N,τομάρι,пона
165,Flügel::N,πτερύγιο,сёлмо
166,Klaue::N,κουλό,кенже
167,Kralle::N,νύχι,кенже
168,Schwanz::N,ουρά,пуло
169,Ei::N,αβγό,ал
170,Nest::N,φωλιά,пизэ
171,Bau::N,φωλιά,варя
172,Bau::N,φωλιά,пизе
173,Tier::N,ζώο,ракша
174,Herde::N,κοπάδι,стада
175,Kuh::N,αγελάδα,скал
176,Bulle::N,ταύρος,бука
177,Pferd::N,άλογο,лишме
178,Schaf::N,πρόβατο,реве
179,Schwein::N,γουρούνι,туво
180,Hund::N,σκυλί,пине
181,Hund::N,σκυλί,киска
182,Hund::N,σκύλος,пине
183,Hund::N,σκύλος,киска
184,Katze::N,γάτα,псака
185,Bär::N,άρκτος,овто
186,Bär::N,αρκούδα,овто
187,Eichhörnchen::N,βερβερίτσα,ур
188,Elch::N,άλκη,сярдо
189,Fuchs::N,αλεπού,ривезь
190,Hase::N,λαγός,нумоло
191,Maus::N,ποντικός,чеерь
192,Wolf::N,λύκος,верьгиз
193,Vogel::N,πουλί,нармунь
194,Schwarm::N,σμήνος,полк
195,Schwarm::N,σμήνος,стада
196,Huhn::N,κότα,сараз
197,Huhn::N,όρνιθα,сараз
198,Hahn::N,πετεινός,атякш
199,Gans::N,χήνα,гала
200,Gans::N,χήνα,мацей
201,Adler::N,αετός,куцькан
202,Adler::N,αετός,тумоатякш
203,Ente::N,πάπια,яксярго
204,Eule::N,κουκουβάγια,корж
205,Kranich::N,γερανός,карго
206,Krähe::N,καρακάξα,варака
207,Kuckuck::N,κούκος,куко
208,Schwan::N,κύκνος,локсей
209,Fisch::N,ψάρι,кал
210,Barsch::N,πέρκα,окунь
211,Hecht::N,λούτσος,щука
212,Schlange[Tier]::N,φίδι,гуй
213,Wurm::N,σκουλήκι,сукс
214,Spinne::N,αράχνη,шанжав
215,Ameise::N,μυρμήγκι,коткудав
216,Laus::N,ψείρα,сий
217,Mücke::N,κουνούπι,сеське
218,Fliege::N,μύγα,карво
219,Schmetterling::N,πεταλούδα,нимиляв
220,Beere::N,ρόγα,умарь
221,Apfel::N,μήλο,умарь
222,Pilz::N,μανιτάρι,панго
223,Zwiebel::N,κρεμμύδι,чурька
224,Saat::N,σπόρος,видьметь
225,Korn::N,σπυρί,сюро
226,Heu::N,σανός,тикше
227,Schale::N,τσόφλι,кедь
228,Schale::N,τσόφλι,ваткавкс
229,Grube::N,λάκκος,латко
230,Falle::N,παγίδα,тувор
231,Falle::N,παγίδα,кундамка
232,Schlinge::N,θηλειά,килькш
233,Spur::N,ίχνος,челькс
234,Spur::N,ίχνος,пильгеки
235,Asche::N,στάχτη,кулов
236,Dreck::N,βρωμιά,рудаз
237,Eisen::N,σίδερο,кшни
238,Gold::N,μάλαμα,сырне
239,Gold::N,χρυσάφι,сырне
240,Silber::N,ασήμι,сия
241,Silber::N,άργυρος,сия
242,Kohle::N,κάρβουνο,сэдь
243,Kohle::N,κάρβουνο,уголия
244,Glas::N,γυαλί,сулика
245,Lehm::N,πηλός,сёвонь
246,Sand::N,άμμος,човар
247,Mensch::N,άνθρωπος,ломань
248,Mann::N,άνδρας,аля
249,Mann::N,άνδρας,цёраломань
250,Frau::N,γυναίκα,ава
251,Kind::N,παιδί,эйкакш
252,Junge::N,αγόρι,цёрыне
253,Mädchen::N,κοπέλα,тейтерне
254,Mädchen::N,κορίτσι,тейтерне
255,Familie::N,οικογένεια,семия
256,Großvater::N,παππούς,покштя
257,Großmutter::N,γιαγιά,баба
258,Eltern::N,γονείς,тетят-ават
259,Vater::N,πατέρας,тетя
260,Mutter::N,μητέρα,ава
261,Sohn::N,γιος,цёра
262,Tochter::N,κόρη,тейтерь
263,Bruder::N,αδελφός,леля
264,Bruder::N,αδελφός,ялакс
265,Schwester::N,αδελφή,сазор
266,Onkel::N,θείος,леля
267,Tante::N,θεία,патя
268,Ehemann::N,σύζυγος,мирде
269,Ehefrau::N,σύζυγος,ни
270,Freude::N,χαρά,кеняркс
271,Gelächter::N,γέλια,ракамо
272,Gelächter::N,γέλια,пейдема
273,Glück::N,ευτυχία,уцяска
274,Kummer::N,έγνοια,рискс
275,Kummer::N,έγνοια,мелявкс
276,Wunsch::N,επιθυμία,мель
277,Wunsch::N,επιθυμία,бажамо
278,Lust::N,όρεξη,бажамо
279,Geist::N,πνέυμα,ойме
280,Gedanke::N,σκέψη,мель
281,Gedächtnis::N,μνήμη,мель
282,Verstand::N,νους,прев
283,Sinn::N,νόημα,толк
284,Sinn::N,νόημα,смысла
285,Grund::N,λόγος,тувтал
286,Wahrheit::N,αλήθεια,видечи
287,Gespräch::N,συνομιλία,кортнема
288,Märchen::N,παραμύθι,ёвкс
289,Erzählung::N,διήγημα,ёвтнема
290,Nachricht::N,είδηση,куля
291,Neuigkeit::N,νέο,куля
292,Name::N,όνομα,лем
293,Rätsel::N,αίνιγμα,содамоёвкс
294,Rede::N,λόγος,кортамо
295,Rede::N,ομιλία,кортамо
296,Sprache::N,γλώσσα,кель
297,Stimme::N,φωνή,ваигель
298,Wort::N,λέξη,вал
299,Zeichen::N,σημείο,теште
300,Ruf::N,κραυγή,тердема
301,Lärm::N,θόρυβος,шалнома
302,Laut::N,ήχος,вайгель
303,Ton::N,ήχος,гайнема
304,Ton::N,τόνος,гайнема
305,Lied::N,τραγούδι,моро
306,Ruhe::N,ησυχία,оймамо
307,Leute::N,κόσμος,ломанть
308,Leute::N,άνθρωποι,ломанть
309,Volk::N,λαός,народ
310,Arbeit::N,εργασία,тев
311,Gast::N,επισκέπτης,инже
312,Geschenk::N,δώρο,казне
313,Spiel::N,παιχνίδι,налксема
314,Gesellschaft::N,κοινωνία,община
315,Hilfe::N,βοήθεια,лездамо
316,Freund::N,φίλος,оя
317,Freund::N,φίλος,ялга
318,Kamerad::N,σύντροφος,оя
319,Kamerad::N,σύντροφος,ялга
320,Angelegenheit::N,υπόθεση,тев
321,Anzahl::N,αριθμός,ламоксчи
322,Art::N,είδος,вид
323,Stück::N,κομμάτι,пакш
324,Stück::N,κομμάτι,пелькс
325,Teil::N,μέρος,часть
326,Teil::N,μέρος,пелькс
327,Hälfte::N,μισό,пель
328,Hälfte::N,μισό,пелькс
329,Kreis::N,κύκλος,кирькс
330,Kreuz::N,σταυρός,крёст
331,Linie::N,γραμμή,кикс
332,Strich::N,γραμμή,межа
333,Abstand::N,απόσταση,ютко
334,Entfernung::N,απόσταση,ютко
335,Gegend::N,περιοχή,тарка
336,Gegend::N,περιοχή,пертьпелькс
337,Gegend::N,τοποθεσία,тарка
338,Gegend::N,τοποθεσία,пертьпелькс
339,Platz::N,χώρος,васолкс
340,Ort::N,τόπος,тарка
341,Seite::N,πλευρά,ён
342,Seite::N,πλευρά,чире
343,Mitte::N,μέση,куншка
344,Gegenstand::N,αντικείμενο,предмет
345,Sache::N,πράγμα,тев
346,Sache::N,πράγμα,веща
347,Rand::N,άκρη,пе
348,Rand::N,άκρη,чире
349,Rand::N,χείλος,пе
350,Rand::N,χείλος,чире
351,Kante::N,άκρη,ирдез
352,Ecke::N,γωνιά,ужо
353,Spitze::N,μύτη,пряне
354,Spitze::N,μύτη,пе
355,Ende::N,άκρη,пе
356,Loch::N,τρύπα,варя
357,Winkel::N,γωνία,ужо
358,Muster::N,σχέδιο,сёрма
359,Größe::N,μέγεθος,сэрь
360,Größe::N,μέγεθος,покшолма
361,Länge::N,μήκος,кувалмо
362,Höhe::N,ύψος,сэрь
363,Höhe::N,ύψος,пандо
364,Gewicht::N,βάρος,сталмо
365,Menge::N,ποσότητα,лововкс
366,Haufen::N,σωρός,мар
367,Haufen::N,σωρός,валявкс
368,Reihe::N,αράδα,ряд
369,Boot::N,βάρκα,венч
370,Ruder::N,κουπί,милё
371,Schlitten::N,έλκηθρο,нурдт
372,Ski::N,σκι,сокс
373,Lagerfeuer::N,φωτιά,толбандя
374,Last::N,φορτίο,сталмо
375,Last::N,φορτίο,кандома
376,Gang::N,δρόμος,молема
377,Gang::N,δρόμος,якамо
378,Schritt::N,βήμα,эскелькс
379,Norden::N,βορράς,якшамо ёнкс
380,Süden::N,νότος,лембе ёнкс
381,Westen::N,δύση,чивалгома
382,Osten::N,ανατολή,чилисема
383,Holz::N,ξύλο,чувто
384,Brett::N,σανίδι,лаз
385,Platte::N,πλάκα,плита
386,Stütze::N,στήριγμα,неже
387,Stange::N,ραβδί,олга
388,Stange::N,κοντός,олга
389,Stock::N,ξύλο,мандо
390,Stock::N,μπαστούνι,мандо
391,Stab::N,ραβδί,олога
392,Rohr::N,σωλήνας,турба
393,Haus::N,σπίτι,кудо
394,Heim::N,σπίτι,кудо
395,Ofen::N,σόμπα,каштомо
396,Ofen::N,θερμάστρα,каштомо
397,Fußboden::N,πάτωμα,киякс
398,Tisch::N,τραπέζι,столь
399,Stuhl::N,καρέκλα,стул
400,Wiege::N,κούνια,лавсь
401,Wiege::N,κούνια,нурямот
402,Bett::N,κρεβάτι,ацамо
403,Regal::N,ράφι,лався
404,Regal::N,ράφι,лавсяланго
405,Kiste::N,κιβώτιο,горобия
406,Kiste::N,κιβώτιο,сундук
407,Fenster::N,παράθυρο,вальма
408,Tür::N,πόρτα,кенкш
409,Tor::N,πύλη,ортат
410,Zaun::N,φράχτης,пирявт
411,Zaun::N,φράχτης,пирвякс
412,Dach::N,στέγη,кудопря
413,Leiter::N,σκάλα,кузтема
414,Leiter::N,κλίμακα,кузтема
415,Besen::N,σκούπα,тенсть
416,Spaten::N,φτυάρι,койме
417,Schaufel::N,φτυάρι,кече
418,Schaufel::N,φτυάρι,келей койме
419,Gabel::N,πιρούνι,сянгине
420,Löffel::N,κουτάλι,пенч
421,Messer::N,μαχαίρι,пеель
422,Nagel::N,καρφί,эске
423,Netz::N,δίχτυ,алтыма
424,Haken::N,γάντζος,кечказ
425,Haken::N,αγκίστρι,кечказ
426,Griff::N,λαβή,кедне
427,Schloss::N,κλειδαριά,замок
428,Schloss::N,κλειδαριά,панжома
429,Bild::N,εικόνα,картина
430,Figur::N,ανάστημα,рунго
431,Puppe::N,κούκλα,няка
432,Beutel::N,πουγγί,кескав
433,Bündel::N,δεμάτι,керькс
434,Tasche::N,τσάντα,юдма
435,Eimer::N,κουβάς,ведра
436,Deckel::N,καπάκι,велькс
437,Geschirr::N,σκεύη,кедьге
438,Sack::N,σάκος,кескав
439,Tasse::N,φλιτζάνι,чакш
440,Topf::N,χύτρα,кастрюля
441,Kessel::N,καζάνι,котёл
442,Essen::N,φαγητό,ярсамо
443,Nahrung::N,τροφή,ярсамопель
444,Speise::N,φαγητό,ярсамопель
445,Fleisch::N,κρέας,сывель
446,Getreide::N,σιτάρι,сюро
447,Brei::N,χυλός,каша
448,Brot::N,ψωμί,кши
449,Brot::N,άρτος,кши
450,Scheibe::N,φέτα,кочом
451,Scheibe::N,φέτα,сускомо
452,Fett::N,πάχος,куя
453,Butter::N,βούτυρο,ой
454,Öl::N,λάδι,ой
455,Salz::N,αλάτι,сал
456,Suppe::N,σούπα,ям
457,Honig::N,μέλι,медь
458,Milch::N,γάλα,ловсо
459,Tee::N,τσάι,чай
460,Leder::N,πετσί,киське
461,Wolle::N,μαλλί,пона
462,Stoff::N,ύφασμα,коцт
463,Nadel::N,βελόνα,салмукс
464,Faden::N,κλωστή,суре
465,Knopf::N,κουμπί,пов
466,Knoten::N,κόμπος,сюлмо
467,Farbe::N,μπογιά,артомапель
468,Kleidung::N,ρούχα,оршамот
469,Kleidung::N,ενδυμασία,оршамот
470,Hemd::N,πουκάμισο,панар
471,Kragen::N,κολάρο,сиве
472,Ärmel::N,μανίκι,ожа
473,Hose::N,πανταλόνι,понкст
474,Gürtel::N,ζώνη,каркс
475,Mütze::N,σκούφος,чапка
476,Schuh::N,παπούτσι,туфля
477,Stiefel::N,μπότα,кем
478,Ring::N,δαχτυλίδι,суркс
479,Band::N,κορδέλα,лента
480,Kamm::N,χτένα,сурсеме
481,Spiegel::N,καθρέφτης,чавачамо
482,Riemen::N,λουρί,кшнань каркс
483,Schnur::N,κορδόνι,пикс
484,Leine::N,σχοινί,ведьме
485,Decke::N,κουβέρτα,вельтямо
486,Kissen::N,μαξιλάρι,тодов
487,Tuch::N,πανί,паця
488,Tuch::N,μαντήλι,паця
489,Handtuch::N,πετσέτα,нардамо
490,Kraft::N,δύναμη,вий
491,Stärke::N,ισχύς,виевчи
492,Stärke::N,δύναμη,виевчи
493,Gesundheit::N,υγεία,шумбрачи
494,Krankheit::N,αρρώστια,орма
495,Krankheit::N,αρρώστια,сэредема
496,Schmerz::N,πόνος,сэредькс
497,Wunde::N,πληγή,керявкс
498,Fieber::N,πυρετός,маштыкс
499,Arznei::N,φάρμακο,ормаменькс
500,Brücke::N,γέφυρα,сэдь
501,Brücke::N,γέφυρα,мадамо
502,Brunnen::N,πηγάδι,лисьма
503,Weide::N,βοσκή,ракшань ванома тарка
504,Pfad::N,μονοπάτι,ян
505,Weg::N,δρόμος,ки
506,Straße::N,οδός,ки
507,Straße::N,δρόμος,ки
508,Dorf::N,χωριό,веле
509,Stadt::N,πόλη,ош
510,Brief::N,γράμμα,сёрма
511,Brief::N,επιστολή,сёрма
512,Buch::N,βιβλίο,книга
513,Buchstabe::N,γράμμα,буква
514,Zeitung::N,εφημερίδα,газета
515,Leben::N,ζωή,эрямо
516,Leben::N,βίος,эрямо
517,Tod::N,θάνατος,кулома
518,Grab::N,τάφος,калмо
519,Kirche::N,εκκλησία,церькова
520,Sünde::N,αμαρτία,чумочи
521,Gott::N,θεός,паз
522,Arbeiter::N,εργάτης,робочей
523,Chef::N,προϊστάμενος,прявт
524,Meister::N,μάστορας,кол тевень тенця
525,Meister::N,αρχιτεχνίτης,кол тевень тенця
526,Arzt::N,γιατρός,врач
527,Lehrer::N,δάσκαλος,учитель
528,Lehrer::N,δάσκαλος,тонавтыця
529,Geld::N,λεφτά,ярмак
530,Geld::N,χρήματα,ярмак
531,Geschäft::N,συναλλαγή,ладязь тев
532,Laden::N,μαγαζί,лавка
533,Laden::N,κατάστημα,лавка
534,Preis::N,τιμή,питне
535,Ware::N,εμπόρευμα,миевкс
536,Ware::N,εμπόρευμα,рамавкс
537,Nutzen::N,όφελος,паро
538,Nutzen::N,όφελος,лезэ
539,Reichtum::N,πλούτος,сюпавчи
540,Welt::N,κόσμος,мир
541,Welt::N,κόσμος,мастор ланго
542,Land::N,χώρα,мастор
543,Staat::N,κράτος,государства
544,Staat::N,πολιτεία,государства
545,König::N,βασιλιάς,король
546,Macht::N,εξουσία,азорксчи
547,Grenze::N,σύνορα,буен тешкс
548,Krieg::N,πόλεμος,война
549,Feind::N,εχθρός,душман
550,Gewalt::N,βία,нарьгамо
551,Kampf::N,αγώνας,тюрема
552,Bogen[Waffe]::N,τόξο,нал
553,Pfeil::N,σαΐτα,нал
554,Gewehr::N,τουφέκι,ружия
555,Gewehr::N,τουφέκι,винтовка
556,Fehler::N,λάθος,ильведькс
557,Fehler::N,λάθος,ильведевкс
558,Fehler::N,σφάλμα,ильведькс
559,Fehler::N,σφάλμα,ильведевкс
560,Lüge::N,ψέμα,манчема
561,Lüge::N,ψέμα,кенгелема
562,Lüge::N,ψεύδος,манчема
563,Lüge::N,ψεύδος,кенгелема
564,Schaden::N,ζημία,зыян
565,Unglück::N,δυστυχία,зыян
566,Schuld::N,ενοχή,чумочи
567,Schuld::N,φταίξιμο,чумочи
568,Alter::N,ηλικία,шка
569,Schluss::N,τέλος,пе
570,Zeit::N,χρόνος,шка
571,Zeit::N,χρόνος,пинге
572,Tag::N,μέρα,чи
573,Tag::N,ημέρα,чи
574,Morgen::N,πρωί,валске
575,Mittag::N,μεσημέρι,чикуншка
576,Abend::N,βράδυ,чокшнэ
577,Nacht::N,νύχτα,ве
578,Woche::N,εβδομάδα,недля
579,Monat::N,μήνας,ков
580,Jahr::N,έτος,ие
581,Jahr::N,χρόνος,ие
582,Frühling::N,άνοιξη,тундо
583,Sommer::N,καλοκαίρι,кизэ
584,Herbst::N,φθινόπωρο,сёксь
585,Winter::N,χειμώνας,теле
586,Januar::N,Ιανουάριος,якшамков
587,Februar::N,Φεβρουάριος,февраль
588,März::N,Μάρτιος,март
589,April::N,Απρίλιος,апрель
590,Mai::N,Μάιος,май
591,Juni::N,Ιούνιος,июнь
592,Juli::N,Ιούλιος,июль
593,August::N,Αύγουστος,август
594,September::N,Σεπτέμβριος,сентября
595,Oktober::N,Οκτώβριος,октября
596,November::N,Νοέμβριος,ноября
597,Dezember::N,Δεκέμβριος,декабря
598,Montag::N,Δευτέρα,пондельник
599,Dienstag::N,Τρίτη,овторник
600,Mittwoch::N,Τετάρτη,серёда
601,Donnerstag::N,Πέμπτη,цетьверьг
602,Freitag::N,Παρασκευή,пеця
603,Samstag::N,Σάββατο,субута
604,Samstag::N,Σάββατο,шлямочи
605,Sonntag::N,Κυριακή,недлячи
606,groß::A,μεγάλος,ине
607,groß::A,μεγάλος,покш
608,klein::A,μικρός,вишка
609,lang::A,μακρύς,кувака
610,kurz::A,κοντός,нурькине
611,breit::A,φαρδύς,келей
612,schmal::A,στενός,теине
613,dicht::A,πυκνός,тусто
614,dick[Gegenstand]::A,παχύς,эчке
615,dick[Gegenstand]::A,χοντρός,эчке
616,dünn::A,ψιλός,човине
617,dünn::A,λεπτός,човине
618,fein::A,ψιλός,човине
619,fest::A,στερεός,кеме
620,flach::A,επίπεδος,лапужа
621,glatt::A,λείος,валаня
622,glatt::A,ομαλός,валаня
623,hart::A,σκληρός,калгодо
624,weich::A,μαλακός,чевте
625,rund::A,στρογγυλός,кеверь
626,spitz::A,μυτερός,пшти
627,scharf::A,κοφτερός,пшти
628,stumpf::A,αμβλύς,ношка
629,schwer::A,βαρύς,стака
630,schön::A,ωραίος,мазый
631,schön::A,όμορφος,мазый
632,heiß::A,ζεστός,пси
633,warm::A,θερμός,лембе
634,kalt::A,κρύος,якшамо
635,kalt::A,ψυχρός,якшамо
636,kühl::A,δροσερός,экше
637,frisch::A,νωπός,свежа
638,frisch::A,φρέσκος,свежа
639,feucht::A,υγρός,летьке
640,nass::A,βρεγμένος,начко
641,trocken::A,ξηρός,коське
642,trocken::A,στεγνός,коське
643,voll::A,γεμάτος,пешксе
644,leer::A,άδειος,чаво
645,offen::A,ανοιχτός,панжадо
646,offen::A,ανοιχτός,виде
647,geschlossen::A,κλειστός,пекстазь
648,geschlossen::A,κλειστός,сёлгозь
649,sauber::A,καθαρός,ванькс
650,schmutzig::A,βρώμικος,ливезев
651,schmutzig::A,λερωμένος,ливезев
652,roh::A,ωμός,верек
653,reif::A,ώριμος,кенерезь
654,lecker::A,νόστιμος,тантей
655,süß::A,γλυκός,ламбамо
656,bitter::A,πικρός,сэпей
657,sauer::A,ξινός,чапамо
658,hell::A,φωτεινός,валдо
659,dunkel::A,σκοτεινός,чопода
660,schwarz::A,μαύρος,раужо
661,schwarz::A,μελανός,раужо
662,weiß::A,άσπρος,ашо
663,rot::A,κόκκινος,якстере
664,gelb::A,κίτρινος,ожо
665,blau::A,μπλε,сэнь
666,blau::A,γαλανός,сэнь
667,grün::A,πράσινος,пиже
668,grau::A,γκρίζος,шержев
669,bunt::A,ποικιλόχρωπος,сёрмав
670,billig::A,φτηνός,аволь питней
671,teuer::A,ακριβός,питней
672,wertvoll::A,πολύτιμος,питней
673,blind::A,τυφλός,сокор
674,taub::A,κουφός,амариця
675,kräftig::A,δυνατός,пек виев
676,stark::A,γερός,виев
677,schwach::A,αδύνατος,лавшо
678,fett::A,παχύς,куя
679,schlank::A,λεπτός,виде ронга
680,schlank::A,λυγερός,виде ронга
681,hübsch::A,όμορφος,мазый
682,hübsch::A,χαριτωμένος,мазый
683,böse::A,κακός,кежей
684,dumm::A,κουτός,чавола
685,dumm::A,κουτός,превтеме
686,dumm::A,ανόητος,чавола
687,dumm::A,ανόητος,превтеме
688,faul::A,τεμπέλης,нузякс
689,fleißig::A,εργατικός,мелень путыця
690,geizig::A,τσιγγούνης,скупой
691,klug::A,έξυπνος,превей
692,geschickt::A,επιδέξιος,маштозь теезь
693,lieb::A,φίλος,вадря
694,lieb::A,αγαπητός,вадря
695,lustig::A,εύθυμος,весёла
696,lustig::A,χαρούμενος,весёла
697,sanft::A,ήπιος,сэтьме
698,hungrig::A,πεινασμένος,вачо
699,krank::A,άρρωστος,сэредиця
700,nackt::A,γυμνός,штапо
701,traurig::A,λυπημένος,нусманя
702,lebendig::A,ζωντανός,эриця
703,gut::A,καλός,паро
704,schlecht::A,κακός,берянь
705,richtig::A,σωστός,виде
706,schlimm::A,άσχημος,берянь
707,wahr::A,αληθής,алкуксонь
708,wahr::A,αληθινός,алкуксонь
709,alt::A,παλιός,ташто
710,neu::A,νέος,од
711,neu::A,καινούργιος,од
712,ehemalig::A,παλιός,икелень
713,alt[Lebewesen]::A,γέρος,сыре
714,jung::A,νέος,од
715,arm::A,φτωχός,кажов
716,reich::A,πλούσιος,сюпав
717,bekannt::A,γνωστός,содавикс
718,berühmt::A,περίφημος,содавикс
719,berühmt::A,ξακουσμένος,содавикс
720,fremd::A,ξένος,лия
721,fremd::A,ξένος,асодавикс
722,verschieden::A,διαφορετικός,эрьва
723,nah::A,κοντινός,а васолонь
724,fern::A,μακριά,умонь
725,fern::A,μακριά,кезэрень
726,linker::A,αριστερός,керш
727,rechter::A,δεξιός,вить
728,anderer::A,άλλος,лия
729,erster::A,πρώτος,васень
730,erster::A,πρώτος,васенце
731,zweiter::A,δεύτερος,омбоце
732,dritter::A,τρίτος,колмоце
