,Concept_ID,myv,ga
90,Funke::N,сятко,drithle
91,Feuer::N,тол,tine
92,Licht::N,валдо,solas
93,Schatten::N,сулей,scáth
94,Schatten::N,сулейкс,scáth
95,Wetter::N,ушо,aimsir
96,Nebel::N,сув,ceo
97,Wolke::N,пель,néal
98,Wolke::N,пель,scamall
99,Regen::N,пиземс,báisteach
100,Regen::N,пиземс,fearthainn
101,Schnee::N,лов,sneachta
102,Eis::N,эй,oighear
103,Frost::N,кельме,sioc
104,Kälte::N,якшамо,fuacht
105,Hitze::N,пси,teas
106,Hitze::N,пси,teocht
107,Raureif::N,лекш,sioc bán
108,Regenbogen::N,пурьгинечирьке,stua ceatha
109,Regenbogen::N,пурьгинечирьке,bogha báistí
110,Regenbogen::N,пурьгинеёнкс,stua ceatha
111,Regenbogen::N,пурьгинеёнкс,bogha báistí
112,Donner::N,пурьгине,toirneach
113,Strömung::N,чудема,sruth
114,Strömung::N,чудевкс,sruth
115,Tropfen::N,петнявкс,deoir
116,Schaum::N,чов,cúr
117,Schmutz::N,рудаз,salachar
118,See::N,эрьке,loch
119,Sumpf::N,чей,portach
120,Moor::N,чей,caorán
121,Moor::N,чей,móinteán
122,Wiese::N,луга,cluain
123,Wiese::N,луга,móinéar
124,Wald::N,вирь,coill
125,Wald::N,вирь,foraois
126,Hügel::N,губорь,ard
127,Hügel::N,пандыне,ard
128,Anhöhe::N,губорь,ard
129,Anhöhe::N,губорь,ardán
130,Anhöhe::N,пандыне,ard
131,Anhöhe::N,пандыне,ardán
132,Berg::N,пандо,sliabh
133,Gipfel::N,пря,barr
134,Gipfel::N,пря,mullach
135,Höhle::N,пещера,uaimh
136,Höhle::N,пещера,pluais
137,Abhang::N,пандочама,fána
138,Quelle::N,ушодкс,foinse
139,Bach::N,чудикерькс,sruthán
140,Fluss::N,лей,abhainn
141,Ufer::N,чире,bruach
142,Küste::N,лейчире,cósta
143,Küste::N,лейчире,cladach
144,Festland::N,мода,míntír
145,Meer::N,моря,muir
146,Meer::N,моря,farraige
147,Bucht::N,усия,bá
148,Bucht::N,усия,cuan
149,Insel::N,усия,inis
150,Insel::N,усия,oileán
151,Blume::N,цеця,bláth
152,Gras::N,тикше,féar
153,Wurzel::N,юр,rúta
154,Wurzel::N,юр,fréamh
155,Wurzel::N,ундокс,rúta
156,Wurzel::N,ундокс,fréamh
157,Baum::N,чувто,crann
158,Stamm::N,рунго,stoc
159,Stamm::N,рунго,tamhan
160,Rinde::N,суд,coirt
161,Rinde::N,суд,craiceann
162,Rinde::N,керь,coirt
163,Rinde::N,керь,craiceann
164,Ast::N,морго,géag
165,Zweig::N,тарад,géag
166,Zweig::N,тарад,craobh
167,Blatt::N,лопа,duille
168,Blatt::N,лопа,duilleog
169,Birke::N,килей,beith
170,Birke::N,килей,crann beithe
171,Kiefer[Baum]::N,пиче,péine
172,Weide[Baum]::N,каль,saileach
173,Tanne::N,куз,giúis
174,Horn::N,сюро,adharc
175,Feder::N,толга,cleite
176,Fell::N,пона,clúmh
177,Flügel::N,сёлмо,eite
178,Flügel::N,сёлмо,sciathán
179,Klaue::N,кенже,crúb
180,Klaue::N,кенже,crobh
181,Kralle::N,кенже,crobh
182,Schwanz::N,пуло,eireaball
183,Ei::N,ал,ubh
184,Nest::N,пизэ,nead
185,Bau::N,варя,brocais
186,Bau::N,пизе,brocais
187,Tier::N,ракша,ainmhí
188,Tier::N,ракша,beithíoch
189,Herde::N,стада,tréad
190,Kuh::N,скал,bó
191,Bulle::N,бука,tarbh
192,Pferd::N,лишме,each
193,Pferd::N,лишме,capall
194,Schaf::N,реве,caora
195,Schwein::N,туво,muc
196,Hund::N,пине,madra
197,Hund::N,киска,madra
198,Katze::N,псака,cat
199,Bär::N,овто,béar
200,Eichhörnchen::N,ур,iora
201,Elch::N,сярдо,eilc
202,Fuchs::N,ривезь,sionnach
203,Fuchs::N,ривезь,madra rua
204,Hase::N,нумоло,giorria
205,Maus::N,чеерь,luch
206,Wolf::N,верьгиз,mac tíre
207,Vogel::N,нармунь,éan
208,Schwarm::N,полк,saithe
209,Schwarm::N,стада,saithe
210,Huhn::N,сараз,cearc
211,Hahn::N,атякш,coileach
212,Gans::N,гала,gé
213,Gans::N,мацей,gé
214,Adler::N,куцькан,iolar
215,Adler::N,тумоатякш,iolar
216,Ente::N,яксярго,lacha
217,Eule::N,корж,ulchabhán
218,Kranich::N,карго,grús
219,Krähe::N,варака,caróg
220,Krähe::N,варака,préachán
221,Kuckuck::N,куко,cuach
222,Schwan::N,локсей,eala
223,Fisch::N,кал,iasc
224,Barsch::N,окунь,péirse
225,Hecht::N,щука,liús
226,Schlange[Tier]::N,гуй,nathair
227,Wurm::N,сукс,péist
228,Spinne::N,шанжав,damhán alla
229,Ameise::N,коткудав,seangán
230,Laus::N,сий,míol
231,Mücke::N,сеське,muiscít
232,Mücke::N,сеське,corrmhíol
233,Fliege::N,карво,cuil
234,Fliege::N,карво,cuileog
235,Schmetterling::N,нимиляв,féileacán
236,Beere::N,умарь,caor
237,Apfel::N,умарь,úll
238,Pilz::N,панго,beacán
239,Pilz::N,панго,muisiriún
240,Zwiebel::N,чурька,oinniún
241,Saat::N,видьметь,síol
242,Korn::N,сюро,gráinne
243,Heu::N,тикше,féar
244,Schale::N,кедь,scaimh
245,Schale::N,ваткавкс,scaimh
246,Grube::N,латко,poll
247,Falle::N,тувор,gaiste
248,Falle::N,кундамка,gaiste
249,Schlinge::N,килькш,sealán
250,Spur::N,челькс,rian
251,Spur::N,пильгеки,rian
252,Asche::N,кулов,luaith
253,Dreck::N,рудаз,salachar
254,Eisen::N,кшни,iarann
255,Gold::N,сырне,ór
256,Silber::N,сия,airgead
257,Kohle::N,сэдь,gual
258,Kohle::N,уголия,gual
259,Glas::N,сулика,gloine
260,Lehm::N,сёвонь,cré
261,Sand::N,човар,gaineamh
262,Mensch::N,ломань,duine
263,Mann::N,аля,fear
264,Mann::N,цёраломань,fear
265,Frau::N,ава,bean
266,Kind::N,эйкакш,gasúr
267,Kind::N,эйкакш,páiste
268,Junge::N,цёрыне,buachaill
269,Mädchen::N,тейтерне,cailín
270,Familie::N,семия,teaghlach
271,Familie::N,семия,comhluadar
272,Großvater::N,покштя,seanathair
273,Großmutter::N,баба,seanmháthair
274,Eltern::N,тетят-ават,tuismitheoirí
275,Vater::N,тетя,athair
276,Mutter::N,ава,máthair
277,Sohn::N,цёра,mac
278,Tochter::N,тейтерь,iníon
279,Bruder::N,леля,deartháir
280,Bruder::N,ялакс,deartháir
281,Schwester::N,сазор,deirfiúr
282,Onkel::N,леля,uncail
283,Tante::N,патя,aintín
284,Ehemann::N,мирде,fear céile
285,Ehefrau::N,ни,bean chéile
286,Freude::N,кеняркс,áthas
287,Gelächter::N,ракамо,gáire
288,Gelächter::N,пейдема,gáire
289,Glück::N,уцяска,séan
290,Glück::N,уцяска,sonas
291,Kummer::N,рискс,brón
292,Kummer::N,рискс,buairt
293,Kummer::N,мелявкс,brón
294,Kummer::N,мелявкс,buairt
295,Wunsch::N,мель,guí
296,Wunsch::N,мель,achainí
297,Wunsch::N,бажамо,guí
298,Wunsch::N,бажамо,achainí
299,Lust::N,бажамо,fonn
300,Geist::N,ойме,meon
301,Geist::N,ойме,spiorad
302,Gedanke::N,мель,smaoineamh
303,Gedächtnis::N,мель,cuimhne
304,Verstand::N,прев,ciall
305,Verstand::N,прев,intinn
306,Sinn::N,толк,brí
307,Sinn::N,толк,ciall
308,Sinn::N,смысла,brí
309,Sinn::N,смысла,ciall
310,Grund::N,тувтал,fáth
311,Wahrheit::N,видечи,fírinne
312,Gespräch::N,кортнема,comhrá
313,Märchen::N,ёвкс,scéal
314,Erzählung::N,ёвтнема,scéal
315,Nachricht::N,куля,teachtaireacht
316,Neuigkeit::N,куля,scéala
317,Name::N,лем,ainm
318,Rätsel::N,содамоёвкс,tomhas
319,Rede::N,кортамо,óráid
320,Rede::N,кортамо,aitheasc
321,Sprache::N,кель,teanga
322,Stimme::N,ваигель,guth
323,Wort::N,вал,focal
324,Zeichen::N,теште,comhartha
325,Ruf::N,тердема,glaoch
326,Lärm::N,шалнома,torann
327,Laut::N,вайгель,fuaim
328,Ton::N,гайнема,ton
329,Lied::N,моро,amhrán
330,Ruhe::N,оймамо,suaimhneas
331,Leute::N,ломанть,muintir
332,Volk::N,народ,pobal
333,Arbeit::N,тев,obair
334,Gast::N,инже,aoi
335,Geschenk::N,казне,féirín
336,Geschenk::N,казне,bronntanas
337,Spiel::N,налксема,cluiche
338,Gesellschaft::N,община,comhluadar
339,Hilfe::N,лездамо,cúnamh
340,Hilfe::N,лездамо,cabhair
341,Freund::N,оя,cara
342,Freund::N,ялга,cara
343,Kamerad::N,оя,comrádaí
344,Kamerad::N,ялга,comrádaí
345,Angelegenheit::N,тев,ábhar
346,Anzahl::N,ламоксчи,líon
347,Art::N,вид,sórt
348,Art::N,вид,saghas
349,Stück::N,пакш,píosa
350,Stück::N,пелькс,píosa
351,Teil::N,часть,cuid
352,Teil::N,часть,páirt
353,Teil::N,пелькс,cuid
354,Teil::N,пелькс,páirt
355,Hälfte::N,пель,leath
356,Hälfte::N,пелькс,leath
357,Kreis::N,кирькс,ciorcal
358,Kreuz::N,крёст,cros
359,Linie::N,кикс,líne
360,Strich::N,межа,stríoc
361,Abstand::N,ютко,achar
362,Entfernung::N,ютко,fad
363,Gegend::N,тарка,ceantar
364,Gegend::N,пертьпелькс,ceantar
365,Platz::N,васолкс,áit
366,Platz::N,васолкс,spás
367,Ort::N,тарка,áit
368,Seite::N,ён,taobh
369,Seite::N,чире,taobh
370,Mitte::N,куншка,lár
371,Gegenstand::N,предмет,ball
372,Gegenstand::N,предмет,ábhar
373,Sache::N,тев,ní
374,Sache::N,тев,rud
375,Sache::N,веща,ní
376,Sache::N,веща,rud
377,Rand::N,пе,imeall
378,Rand::N,пе,ciumhais
379,Rand::N,чире,imeall
380,Rand::N,чире,ciumhais
381,Kante::N,ирдез,corr
382,Kante::N,ирдез,colbha
383,Ecke::N,ужо,coirnéal
384,Spitze::N,пряне,gob
385,Spitze::N,пряне,barr
386,Spitze::N,пе,gob
387,Spitze::N,пе,barr
388,Ende::N,пе,ceann
389,Ende::N,пе,foirceann
390,Loch::N,варя,poll
391,Winkel::N,ужо,cúinne
392,Winkel::N,ужо,uillinn
393,Muster::N,сёрма,patrún
394,Größe::N,сэрь,méid
395,Größe::N,сэрь,toise
396,Größe::N,покшолма,méid
397,Größe::N,покшолма,toise
398,Länge::N,кувалмо,fad
399,Höhe::N,сэрь,airde
400,Höhe::N,пандо,airde
401,Gewicht::N,сталмо,meáchan
402,Menge::N,лововкс,méid
403,Haufen::N,мар,cnap
404,Haufen::N,валявкс,cnap
405,Reihe::N,ряд,líne
406,Reihe::N,ряд,sraith
407,Boot::N,венч,bád
408,Ruder::N,милё,rámh
409,Ruder::N,милё,maide rámha
410,Schlitten::N,нурдт,carr sleamhnáin
411,Ski::N,сокс,scí
412,Lagerfeuer::N,толбандя,tine champa
413,Last::N,сталмо,ualach
414,Last::N,кандома,ualach
415,Gang::N,молема,siúlóid
416,Gang::N,якамо,siúlóid
417,Schritt::N,эскелькс,céim
418,Schritt::N,эскелькс,coiscéim
419,Norden::N,якшамо ёнкс,tuaisceart
420,Süden::N,лембе ёнкс,deisceart
421,Westen::N,чивалгома,iarthar
422,Osten::N,чилисема,oirthear
423,Holz::N,чувто,adhmad
424,Brett::N,лаз,clár
425,Platte::N,плита,leac
426,Stütze::N,неже,taca
427,Stange::N,олга,polla
428,Stange::N,олга,cuaille
429,Stock::N,мандо,bata
430,Stock::N,мандо,maide
431,Stab::N,олога,maide
432,Stab::N,олога,bachall
433,Rohr::N,турба,píopa
434,Haus::N,кудо,teach
435,Heim::N,кудо,baile
436,Ofen::N,каштомо,sornóg
437,Fußboden::N,киякс,urlár
438,Tisch::N,столь,bord
439,Tisch::N,столь,tábla
440,Stuhl::N,стул,cathaoir
441,Wiege::N,лавсь,cliabhán
442,Wiege::N,нурямот,cliabhán
443,Bett::N,ацамо,leaba
444,Regal::N,лався,seilf
445,Regal::N,лавсяланго,seilf
446,Kiste::N,горобия,bosca
447,Kiste::N,сундук,bosca
448,Fenster::N,вальма,fuinneoig
449,Tür::N,кенкш,doras
450,Tor::N,ортат,geata
451,Zaun::N,пирявт,fál
452,Zaun::N,пирявт,claí
453,Zaun::N,пирвякс,fál
454,Zaun::N,пирвякс,claí
455,Dach::N,кудопря,díon
456,Leiter::N,кузтема,dréimire
457,Besen::N,тенсть,scuab
458,Spaten::N,койме,spád
459,Spaten::N,койме,rámhainn
460,Schaufel::N,кече,sluasaid
461,Schaufel::N,келей койме,sluasaid
462,Gabel::N,сянгине,forc
463,Gabel::N,сянгине,gabhlóg
464,Löffel::N,пенч,spúnóg
465,Messer::N,пеель,scian
466,Nagel::N,эске,tairne
467,Netz::N,алтыма,líon
468,Netz::N,алтыма,eangach
469,Haken::N,кечказ,croch
470,Griff::N,кедне,cos
471,Griff::N,кедне,hanla
472,Schloss::N,замок,glas
473,Schloss::N,панжома,glas
474,Bild::N,картина,pictiúr
475,Figur::N,рунго,fíor
476,Puppe::N,няка,bábóg
477,Beutel::N,кескав,mála
478,Beutel::N,кескав,mealbhóg
479,Bündel::N,керькс,beart
480,Tasche::N,юдма,mála
481,Eimer::N,ведра,buicéad
482,Deckel::N,велькс,clár
483,Deckel::N,велькс,claibín
484,Geschirr::N,кедьге,soithí
485,Geschirr::N,кедьге,gréithe
486,Sack::N,кескав,sac
487,Sack::N,кескав,mála
488,Tasse::N,чакш,cupán
489,Topf::N,кастрюля,pota
490,Kessel::N,котёл,citeal
491,Essen::N,ярсамо,béile
492,Nahrung::N,ярсамопель,bia
493,Speise::N,ярсамопель,mias
494,Fleisch::N,сывель,feoil
495,Getreide::N,сюро,grán
496,Getreide::N,сюро,arbhar
497,Brei::N,каша,brúitín
498,Brot::N,кши,arán
499,Scheibe::N,кочом,píosa
500,Scheibe::N,кочом,slisne
501,Scheibe::N,сускомо,píosa
502,Scheibe::N,сускомо,slisne
503,Fett::N,куя,saill
504,Fett::N,куя,méathras
505,Butter::N,ой,im
506,Öl::N,ой,ola
507,Salz::N,сал,salann
508,Suppe::N,ям,sú
509,Suppe::N,ям,anraith
510,Honig::N,медь,mil
511,Milch::N,ловсо,bainne
512,Tee::N,чай,tae
513,Leder::N,киське,leathar
514,Wolle::N,пона,olann
515,Stoff::N,коцт,éadach
516,Nadel::N,салмукс,snáthaid
517,Faden::N,суре,snáth
518,Knopf::N,пов,cnaipe
519,Knoten::N,сюлмо,snaidhm
520,Farbe::N,артомапель,péint
521,Kleidung::N,оршамот,éadaí
522,Hemd::N,панар,léine
523,Kragen::N,сиве,bóna
524,Ärmel::N,ожа,muinchille
525,Hose::N,понкст,bríste
526,Hose::N,понкст,treabhsar
527,Gürtel::N,каркс,crios
528,Mütze::N,чапка,caipín
529,Schuh::N,туфля,bróg
530,Stiefel::N,кем,buatais
531,Ring::N,суркс,fáinne
532,Band::N,лента,ribín
533,Kamm::N,сурсеме,cíor
534,Spiegel::N,чавачамо,scáthán
535,Riemen::N,кшнань каркс,iall
536,Riemen::N,кшнань каркс,strapa
537,Schnur::N,пикс,téad
538,Schnur::N,пикс,sreangán
539,Leine::N,ведьме,iall
540,Decke::N,вельтямо,pluid
541,Decke::N,вельтямо,blaincéad
542,Kissen::N,тодов,piliúr
543,Kissen::N,тодов,adhartán
544,Tuch::N,паця,scaif
545,Handtuch::N,нардамо,tuáille
546,Kraft::N,вий,fórsa
547,Stärke::N,виевчи,neart
548,Gesundheit::N,шумбрачи,sláinte
549,Krankheit::N,орма,tinneas
550,Krankheit::N,орма,breoiteacht
551,Krankheit::N,сэредема,tinneas
552,Krankheit::N,сэредема,breoiteacht
553,Schmerz::N,сэредькс,pian
554,Wunde::N,керявкс,goin
555,Fieber::N,маштыкс,fiabhras
556,Arznei::N,ормаменькс,cógas
557,Brücke::N,сэдь,droichead
558,Brücke::N,мадамо,droichead
559,Brunnen::N,лисьма,tobar
560,Weide::N,ракшань ванома тарка,féarach
561,Pfad::N,ян,cosán
562,Pfad::N,ян,conair
563,Weg::N,ки,slí
564,Weg::N,ки,bealach
565,Straße::N,ки,bóthar
566,Dorf::N,веле,sráidbhaile
567,Stadt::N,ош,baile
568,Stadt::N,ош,cathair
569,Brief::N,сёрма,litir
570,Buch::N,книга,cín
571,Buch::N,книга,leabhar
572,Buchstabe::N,буква,litir
573,Zeitung::N,газета,nuachtán
574,Leben::N,эрямо,saol
575,Leben::N,эрямо,beatha
576,Tod::N,кулома,bás
577,Grab::N,калмо,uaigh
578,Kirche::N,церькова,eaglais
579,Sünde::N,чумочи,peaca
580,Gott::N,паз,dia
581,Arbeiter::N,робочей,oibrí
582,Chef::N,прявт,saoiste
583,Chef::N,прявт,ceannasaí
584,Meister::N,кол тевень тенця,máistir
585,Arzt::N,врач,lia
586,Arzt::N,врач,dochtúir
587,Lehrer::N,учитель,oide
588,Lehrer::N,учитель,múinteoir
589,Lehrer::N,тонавтыця,oide
590,Lehrer::N,тонавтыця,múinteoir
591,Geld::N,ярмак,airgead
592,Geschäft::N,ладязь тев,gnó
593,Laden::N,лавка,siopa
594,Preis::N,питне,praghas
595,Ware::N,миевкс,earra
596,Ware::N,рамавкс,earra
597,Nutzen::N,паро,tairbhe
598,Nutzen::N,лезэ,tairbhe
599,Reichtum::N,сюпавчи,rachmas
600,Reichtum::N,сюпавчи,saibhreas
601,Welt::N,мир,domhan
602,Welt::N,мастор ланго,domhan
603,Land::N,мастор,tír
604,Staat::N,государства,stát
605,König::N,король,rí
606,Macht::N,азорксчи,cumhacht
607,Grenze::N,буен тешкс,críoch
608,Grenze::N,буен тешкс,teorainn
609,Krieg::N,война,cogadh
610,Feind::N,душман,namhaid
611,Gewalt::N,нарьгамо,foréigean
612,Kampf::N,тюрема,troid
613,Bogen[Waffe]::N,нал,bogha
614,Pfeil::N,нал,saighead
615,Gewehr::N,ружия,gunna
616,Gewehr::N,винтовка,gunna
617,Fehler::N,ильведькс,botún
618,Fehler::N,ильведькс,meancóg
619,Fehler::N,ильведевкс,botún
620,Fehler::N,ильведевкс,meancóg
621,Lüge::N,манчема,bréag
622,Lüge::N,манчема,éitheach
623,Lüge::N,кенгелема,bréag
624,Lüge::N,кенгелема,éitheach
625,Schaden::N,зыян,dochar
626,Schaden::N,зыян,damáiste
627,Unglück::N,зыян,drochrath
628,Schuld::N,чумочи,locht
629,Schuld::N,чумочи,milleán
630,Alter::N,шка,aois
631,Schluss::N,пе,deireadh
632,Zeit::N,шка,am
633,Zeit::N,шка,aimsir
634,Zeit::N,пинге,am
635,Zeit::N,пинге,aimsir
636,Tag::N,чи,lá
637,Morgen::N,валске,maidin
638,Mittag::N,чикуншка,nóin
639,Abend::N,чокшнэ,tráthnóna
640,Nacht::N,ве,oíche
641,Woche::N,недля,seachtain
642,Monat::N,ков,mí
643,Jahr::N,ие,bliain
644,Frühling::N,тундо,earrach
645,Sommer::N,кизэ,samhradh
646,Herbst::N,сёксь,fómhar
647,Winter::N,теле,geimhreadh
648,Januar::N,якшамков,Eanáir
649,Februar::N,февраль,Feabhra
650,März::N,март,Márta
651,April::N,апрель,Aibreán
652,Mai::N,май,Bealtaine
653,Juni::N,июнь,Meitheamh
654,Juli::N,июль,Iúil
655,August::N,август,Lúnasa
656,September::N,сентября,Meán Fómhair
657,Oktober::N,октября,Deireadh Fómhair
658,November::N,ноября,Samhain
659,November::N,ноября,Mí na Samhna
660,Dezember::N,декабря,Mí na Nollag
661,Montag::N,пондельник,Luan
662,Montag::N,пондельник,Dé Luain
663,Dienstag::N,овторник,Máirt
664,Dienstag::N,овторник,Dé Máirt
665,Mittwoch::N,серёда,Céadaoin
666,Mittwoch::N,серёда,Dé Céadaoin
667,Donnerstag::N,цетьверьг,Déardaoin
668,Freitag::N,пеця,Aoine
669,Freitag::N,пеця,Dé hAoine
670,Samstag::N,субута,Satharn
671,Samstag::N,субута,Dé Sathairn
672,Samstag::N,шлямочи,Satharn
673,Samstag::N,шлямочи,Dé Sathairn
674,Sonntag::N,недлячи,Domhnach
675,Sonntag::N,недлячи,Dé Domhnaigh
676,groß::A,ине,mór
677,groß::A,покш,mór
678,klein::A,вишка,beag
679,lang::A,кувака,fada
680,kurz::A,нурькине,gearr
681,kurz::A,нурькине,gairid
682,breit::A,келей,leathan
683,breit::A,келей,fairsing
684,schmal::A,теине,cúng
685,dicht::A,тусто,dlúth
686,dick[Gegenstand]::A,эчке,tiubh
687,dünn::A,човине,caol
688,dünn::A,човине,tanaí
689,fein::A,човине,scáinte
690,fein::A,човине,fíneálta
691,fest::A,кеме,daingean
692,flach::A,лапужа,cothrom
693,glatt::A,валаня,mín
694,glatt::A,валаня,sleamhain
695,hart::A,калгодо,crua
696,weich::A,чевте,bog
697,rund::A,кеверь,cruinn
698,spitz::A,пшти,gobach
699,spitz::A,пшти,biorach
700,scharf::A,пшти,géar
701,scharf::A,пшти,faobhrach
702,stumpf::A,ношка,maol
703,schwer::A,стака,trom
704,schön::A,мазый,álainn
705,heiß::A,пси,te
706,warm::A,лембе,te
707,kalt::A,якшамо,fuar
708,kühl::A,экше,fionnuar
709,frisch::A,свежа,úr
710,frisch::A,свежа,friseáilte
711,feucht::A,летьке,tais
712,nass::A,начко,fliuch
713,trocken::A,коське,tirim
714,voll::A,пешксе,lán
715,leer::A,чаво,folamh
716,offen::A,панжадо,oscailte
717,offen::A,виде,oscailte
718,geschlossen::A,пекстазь,dúnta
719,geschlossen::A,пекстазь,druidte
720,geschlossen::A,сёлгозь,dúnta
721,geschlossen::A,сёлгозь,druidte
722,sauber::A,ванькс,glan
723,schmutzig::A,ливезев,salach
724,roh::A,верек,amh
725,reif::A,кенерезь,aibí
726,lecker::A,тантей,blasta
727,süß::A,ламбамо,milis
728,bitter::A,сэпей,searbh
729,sauer::A,чапамо,géar
730,sauer::A,чапамо,searbh
731,hell::A,валдо,geal
732,hell::A,валдо,soilseach
733,dunkel::A,чопода,dorcha
734,schwarz::A,раужо,dubh
735,weiß::A,ашо,bán
736,rot::A,якстере,dearg
737,gelb::A,ожо,buí
738,blau::A,сэнь,gorm
739,grün::A,пиже,glas
740,grün::A,пиже,uaine
741,grau::A,шержев,liath
742,bunt::A,сёрмав,ildathach
743,bunt::A,сёрмав,dathannach
744,billig::A,аволь питней,saor
745,teuer::A,питней,daor
746,teuer::A,питней,costasach
747,wertvoll::A,питней,luachmhar
748,blind::A,сокор,dall
749,blind::A,сокор,caoch
750,taub::A,амариця,bodhar
751,kräftig::A,пек виев,cumhachtach
752,stark::A,виев,tréan
753,stark::A,виев,láidir
754,schwach::A,лавшо,lag
755,schwach::A,лавшо,fann
756,fett::A,куя,ramhar
757,schlank::A,виде ронга,caol
758,schlank::A,виде ронга,seang
759,hübsch::A,мазый,álainn
760,hübsch::A,мазый,dathúil
761,böse::A,кежей,olc
762,dumm::A,чавола,dúr
763,dumm::A,чавола,amaideach
764,dumm::A,превтеме,dúr
765,dumm::A,превтеме,amaideach
766,faul::A,нузякс,falsa
767,faul::A,нузякс,leisciúil
768,fleißig::A,мелень путыця,dícheallach
769,geizig::A,скупой,barainneach
770,geizig::A,скупой,sprionlaithe
771,klug::A,превей,cliste
772,geschickt::A,маштозь теезь,oilte
773,geschickt::A,маштозь теезь,ealaíonta
774,lieb::A,вадря,dil
775,lieb::A,вадря,dílis
776,lustig::A,весёла,aerach
777,lustig::A,весёла,meidhreach
778,sanft::A,сэтьме,bog
779,sanft::A,сэтьме,séimh
780,hungrig::A,вачо,ocrach
781,krank::A,сэредиця,tinn
782,krank::A,сэредиця,breoite
783,nackt::A,штапо,nocht
784,traurig::A,нусманя,brónach
785,lebendig::A,эриця,beo
786,gut::A,паро,maith
787,schlecht::A,берянь,dona
788,schlecht::A,берянь,droch-
789,richtig::A,виде,ceart
790,schlimm::A,берянь,gránna
791,schlimm::A,берянь,tubaisteach
792,wahr::A,алкуксонь,fíor
793,alt::A,ташто,sean
794,neu::A,од,úr
795,neu::A,од,nua
796,ehemalig::A,икелень,iar-
797,ehemalig::A,икелень,sean-
798,alt[Lebewesen]::A,сыре,sean
799,alt[Lebewesen]::A,сыре,aosta
800,jung::A,од,óg
801,arm::A,кажов,bocht
802,reich::A,сюпав,saibhir
803,reich::A,сюпав,rachmasach
804,bekannt::A,содавикс,atá eolas air
805,berühmt::A,содавикс,cailiúil
806,berühmt::A,содавикс,clúiteach
807,fremd::A,лия,coimhthíoch
808,fremd::A,асодавикс,coimhthíoch
809,verschieden::A,эрьва,éagsúil
810,verschieden::A,эрьва,difriúil
811,nah::A,а васолонь,gar
