,Concept_ID,cv,fa
1376,hüten::V,кӗт,چراندن
1377,hüten::V,кӗт,مراقبت کردن
1378,treiben::V,хӑвала,راندن
1379,anbinden::V,кӑкар,متصل کردن
1380,füttern::V,ҫитер,غذا دادن
1381,melken::V,су,دوشیدن
1382,hacken::V,вакла,خرد کردن
1383,gießen::V,шӑвар,ریختن
1384,reifen::V,пиҫ,رسیدن
1385,zubereiten::V,пӗҫер,طبخ کردن
1386,zubereiten::V,пӗҫер,آماده کردن
1387,kochen::V,пӗҫер,پختن
1388,kochen::V,пӗҫер,آشپزی کردن
1389,backen::V,пӗҫер,پختن
1390,braten::V,ӑшала,سرخ کردن
1391,umrühren::V,хутӑштар,هم زدن
1392,stricken::V,ҫых,بافتن
1393,nähen::V,ҫӗле,دوختن
1394,färben::V,пӗвет,رنگ زدن
1395,reinigen::V,тасат,پاک کردن
1396,reinigen::V,тасат,تمیز کردن
1397,waschen::V,ҫу,شستن
1398,abwischen::V,шӑл,زدودن
1399,spülen::V,чӳхе,شستن
1400,fegen::V,шӑл,جارو کردن
1401,kehren::V,шӑл,جارو کردن
1402,baden::V,шыва кӗр,شنا کردن
1403,baden::V,шыва кӗр,حمام کردن
1404,sich waschen::V,ҫӑвӑн,شستشو کردن
1405,ausziehen::V,салан,درآوردن
1406,anziehen::V,тӑхӑн,پوشیدن
1407,sich anziehen::V,тӑхӑн,لباس پوشیدن
1408,kämmen::V,тура,شانه زدن
1409,schmücken::V,илемлет,زینت دادن
1410,sagen::V,те,گفتن
1411,sprechen::V,кала,حرف زدن
1412,sprechen::V,кала,صحبت کردن
1413,reden::V,сӑмахла,حرف زدن
1414,reden::V,сӑмахла,صحبت کردن
1415,reden::V,калаҫ,حرف زدن
1416,reden::V,калаҫ,صحبت کردن
1417,sich unterhalten::V,пупле,گپ زدن
1418,fragen::V,ыйт,پرسیدن
1419,fragen::V,ыйт,سؤال کردن
1420,bitten::V,ыйт,خواهش کردن
1421,bitten::V,ыйт,درخواست کردن
1422,erzählen::V,каласа пар,نقل کردن
1423,erzählen::V,каласа пар,حکایت کردن
1424,mitteilen::V,пӗлтер,خبر دادن
1425,mitteilen::V,хыпарла,خبر دادن
1426,nennen::V,те,نامیدن
1427,nennen::V,чӗн,نامیدن
1428,rufen::V,чӗн,صدا کردن
1429,prahlen::V,мухтан,پز آمدن
1430,prahlen::V,вӗҫкӗнлен,پز آمدن
1431,übersetzen::V,куҫар,ترجمه کردن
1432,denken::V,шухӑшла,فکر کردن
1433,glauben::V,ӗнен,باور کردن
1434,glauben::V,ӗнен,عقیده داشتن
1435,bemerken::V,асӑрха,متوجه شدن
1436,erkennen::V,палла,شناختن
1437,erkennen::V,палла,تشخیص دادن
1438,begreifen::V,ӑнлан,فهمیدن
1439,begreifen::V,ӑнлан,درک کردن
1440,verstehen::V,пӗл,فهمیدن
1441,lernen::V,вӗрен,آموختن
1442,lernen::V,вӗрен,یاد گرفتن
1443,wissen::V,пӗл,دانستن
1444,wissen::V,ӑнкар,دانستن
1445,sich erinnern an::V,аса ил,به یاد آوردن
1446,vergessen::V,ман,فراموش کردن
1447,vergessen::V,манса кай,فراموش کردن
1448,messen::V,виҫ,اندازه گرفتن
1449,zählen::V,шутла,شمردن
1450,rechnen::V,шутла,حساب کردن
1451,lesen::V,вула,خواندن
1452,malen::V,ӳкер,نقاشی کردن
1453,zeichnen::V,ӳкер,کشیدن
1454,zeichnen::V,ӳкер,رسم کردن
1455,schreiben::V,ҫыр,نوشتن
1456,besitzen::V,тыт,داشتن
1457,kaufen::V,ил,خریدن
1458,kaufen::V,ил,خرید کردن
1459,kaufen::V,туян,خریدن
1460,kaufen::V,туян,خرید کردن
1461,verkaufen::V,сут,فروختن
1462,bezahlen::V,тӳле,پرداختن
1463,zahlen::V,тӳле,پرداخت کردن
1464,beherrschen::V,тыт,مسلط بودن
1465,ertragen::V,тӳс,تحمل کردن
1466,Bauch::N,,شکم
