,Concept_ID,cv,is
140,Zweig::N,турат,angi
141,Zweig::N,турат,kvistur
142,Blatt::N,ҫулҫӑ,blað
143,Birke::N,хурӑн,birki
144,Kiefer[Baum]::N,хыр,fura
145,Weide[Baum]::N,хӑва,víðir
146,Tanne::N,чӑрӑш,greni
147,Horn::N,мӑйрака,horn
148,Feder::N,тӗк,fjöður
149,Fell::N,ҫӑм,skinn
150,Flügel::N,ҫунат,vængur
151,Klaue::N,чӗрне,kló
152,Kralle::N,ура,kló
153,Schwanz::N,хӳре,rófa
154,Schwanz::N,хӳре,skott
155,Ei::N,ҫӑмарта,egg
156,Nest::N,йӑва,hreiður
157,Bau::N,йӗнӗ,greni
158,Bau::N,йӗнӗ,bæli
159,Tier::N,выльӑх,dýr
160,Herde::N,кӗтӳ,hjörð
161,Kuh::N,ӗне,kýr
162,Bulle::N,вӑкӑр,boli
163,Pferd::N,лаша,hestur
164,Schaf::N,сурӑх,kind
165,Schwein::N,сысна,svín
166,Hund::N,йытӑ,hundur
167,Katze::N,кушак,köttur
168,Bär::N,упа,björn
169,Eichhörnchen::N,пакша,íkorni
170,Elch::N,пӑши,elgur
171,Fuchs::N,тилӗ,refur
172,Hase::N,куян,héri
173,Hase::N,мулкач,héri
174,Maus::N,шӑши,mús
175,Wolf::N,кашкӑр,úlfur
176,Vogel::N,кайӑк,fugl
177,Vogel::N,вӗҫен кайӑк,fugl
178,Schwarm::N,ушкӑн,sægur
179,Huhn::N,чӑх,hæna
180,Huhn::N,чӑхӑ,hæna
181,Hahn::N,автан,hani
182,Gans::N,хур,gæs
183,Adler::N,ӑмӑрт кайӑк,örn
184,Ente::N,кӑвакал,önd
185,Eule::N,тӑмана,uggla
186,Kranich::N,тӑрна,trana
187,Krähe::N,ула курак,kráka
188,Kuckuck::N,куккук,gaukur
189,Schwan::N,акӑш,svanur
190,Fisch::N,пулӑ,fiskur
191,Barsch::N,уланкӑ,aborri
192,Hecht::N,ҫӑрттан,gedda
193,Schlange[Tier]::N,ҫӗлен,naðra
194,Wurm::N,ӑман,ormur
195,Spinne::N,эрешмен,kónguló
196,Ameise::N,кӑткӑ,maur
197,Laus::N,пыйтӑ,lús
198,Mücke::N,вӑрӑм туна,mý
199,Mücke::N,вӑрӑм туна,mýfluga
200,Fliege::N,шӑна,fluga
201,Schmetterling::N,лӗпӗш,fiðrildi
202,Beere::N,ҫырла,ber
203,Apfel::N,улма,epli
204,Apfel::N,пан улми,epli
205,Pilz::N,кӑмпа,sveppur
206,Zwiebel::N,сухан,laukur
207,Saat::N,вӑрӑ,fræ
208,Saat::N,вӑрӑ,útsæði
209,Korn::N,тӗшӗ,korn
210,Korn::N,пӗрчӗ,korn
211,Heu::N,утӑ,hey
212,Schale::N,хупӑ,hýði
213,Grube::N,шӑтӑк,gryfja
214,Falle::N,тапӑ,gildra
215,Falle::N,капкӑн,gildra
216,Schlinge::N,йӑлӑ,snara
217,Spur::N,йӗр,spor
218,Asche::N,кӗл,aska
219,Dreck::N,пылчӑк,óþverri
220,Eisen::N,тимӗр,járn
221,Gold::N,ылтӑн,gull
222,Silber::N,кӗмӗл,silfur
223,Kohle::N,кӑмрӑк,kol
224,Glas::N,кӗленче,gler
225,Lehm::N,тӑм,leir
226,Sand::N,хӑйӑр,sandur
227,Mensch::N,ҫын,maður
228,Mensch::N,ҫын,manneskja
229,Mensch::N,этем,maður
230,Mensch::N,этем,manneskja
231,Mann::N,ар,maður
232,Mann::N,ар,karlmaður
233,Frau::N,хӗрарӑм,kona
234,Kind::N,ача,barn
235,Kind::N,ача,krakki
236,Junge::N,ача,drengur
237,Junge::N,ар ҫын ача,drengur
238,Mädchen::N,хӗр ача,stelpa
239,Familie::N,ҫемье,fjölskylda
240,Familie::N,кил-йыш,fjölskylda
241,Großvater::N,кукаҫи,afi
242,Großmutter::N,кукамай,amma
243,Eltern::N,аҫа-ама,foreldrar
244,Vater::N,атте,faðir
245,Mutter::N,анне,móðir
246,Sohn::N,ывӑл,sonur
247,Tochter::N,хӗр,dóttir
248,Bruder::N,ар тӑван,bróðir
249,Schwester::N,аппа,systir
250,Schwester::N,йӑмӑк,systir
251,Onkel::N,мучи,föðurbróðir
252,Onkel::N,пичче,föðurbróðir
253,Tante::N,аппа,frænka
254,Tante::N,аппа,móðursystir
255,Ehemann::N,упӑшка,eiginmaður
256,Ehefrau::N,арӑм,eiginkona
257,Freude::N,савӑнӑҫ,gleði
258,Freude::N,хаваслӑх,gleði
259,Gelächter::N,кулӑ,hlátur
260,Glück::N,телей,gæfa
261,Glück::N,ӑраскал,gæfa
262,Kummer::N,хурлӑх,sorg
263,Wunsch::N,ӗмӗт,ósk
264,Wunsch::N,кӑмӑл,ósk
265,Lust::N,кӑмӑл,fýsn
266,Lust::N,кӑмӑл,löngun
267,Geist::N,чун-чӗм,andi
268,Geist::N,ыр-усал,andi
269,Geist::N,чун хавалӗ,andi
270,Gedanke::N,шухӑш,hugsun
271,Gedächtnis::N,ас,minni
272,Verstand::N,ӑс,vit
273,Verstand::N,ӑс-тӑн,vit
274,Verstand::N,ӑс-хакӑл,vit
275,Sinn::N,тупсӑм,merking
276,Sinn::N,пӗлтерӗш,merking
277,Grund::N,сӑлтав,ástæða
278,Wahrheit::N,чӑнлӑх,sannleikur
279,Gespräch::N,калаҫу,samtal
280,Märchen::N,юмах,ævintýri
281,Erzählung::N,акалав,saga
282,Erzählung::N,каласа пани,saga
283,Nachricht::N,хыпар,frétt
284,Neuigkeit::N,ҫӗнӗ хыпар,frétt
285,Name::N,ят,nafn
286,Rätsel::N,сутмалли юмах,gáta
287,Rede::N,сӑмах,ræða
288,Sprache::N,чӗлхе,mál
289,Sprache::N,чӗлхе,tungumál
290,Stimme::N,сасӑ,rödd
291,Wort::N,сӑмах,orð
292,Zeichen::N,паллӑ,tákn
293,Zeichen::N,паллӑ,merki
294,Ruf::N,йыхрав,kall
295,Ruf::N,чӗнӳ,kall
296,Lärm::N,шав,hávaði
297,Laut::N,сасӑ,hljóð
298,Ton::N,сасӑ,tónn
299,Lied::N,юрӑ,ljóð
300,Lied::N,юрӑ,söngur
301,Ruhe::N,канӑҫлӑх,ró
302,Ruhe::N,канӑҫлӑх,kyrrð
303,Ruhe::N,лӑпкӑлӑх,ró
304,Ruhe::N,лӑпкӑлӑх,kyrrð
305,Leute::N,ҫамрӑксем,fólk
306,Leute::N,ҫамрӑк ҫынсем,fólk
307,Volk::N,халӑх,þjóð
308,Arbeit::N,ӗҫхӗл,vinna
309,Arbeit::N,ӗҫлев,vinna
310,Gast::N,хӑна,gestur
311,Geschenk::N,парне,gjöf
312,Geschenk::N,кучченеҫ,gjöf
313,Spiel::N,вӑйӑ,leikur
314,Gesellschaft::N,общество,selskapur
315,Hilfe::N,пулӑшу,hjálp
316,Freund::N,тус,vinur
317,Kamerad::N,юлташ,félagi
318,Kamerad::N,тус,félagi
319,Angelegenheit::N,ӗҫ,mál
320,Angelegenheit::N,ӗҫ,málefni
321,Anzahl::N,йыш,tala
322,Anzahl::N,йыш,fjöldi
323,Anzahl::N,хисеп,tala
324,Anzahl::N,хисеп,fjöldi
325,Art::N,тӗс,tegund
326,Stück::N,татӑк,biti
327,Stück::N,татӑк,stykki
328,Teil::N,пай,hluti
329,Teil::N,пай,partur
330,Hälfte::N,ҫурӑ,helmingur
331,Kreis::N,ункӑ,hringur
332,Kreis::N,ҫавракӑш,hringur
333,Kreuz::N,хӗрес,kross
334,Kreuz::N,хӗрес,krossmark
335,Linie::N,йӗр,lína
336,Strich::N,йӗр,strik
337,Abstand::N,хушӑ,millibil
338,Entfernung::N,хушӑ,fjarlægð
339,Gegend::N,вырӑн,hérað
340,Platz::N,хутлӑх,pláss
341,Ort::N,вырӑн,staður
342,Seite::N,ен,hlið
343,Seite::N,аяк,hlið
344,Seite::N,айӑк,hlið
345,Mitte::N,варӑ,miðja
346,Gegenstand::N,япала,hlutur
347,Sache::N,япала,mál
348,Rand::N,вӗҫ,brún
349,Rand::N,хӗрӗ,brún
350,Rand::N,хӗрри,brún
351,Kante::N,хайкача,rönd
352,Kante::N,хысак,rönd
353,Ecke::N,кӗтес,horn
354,Spitze::N,вӗҫ,oddur
355,Ende::N,вӗҫ,endi
356,Loch::N,шӑтӑк,gat
357,Loch::N,шӑтӑк,hola
358,Winkel::N,кӗтес,skot
359,Winkel::N,кӗтес,krókur
360,Muster::N,эреш,munstur
361,Größe::N,пысӑкӑш,stærð
362,Länge::N,вӑрӑмӑш,lengd
363,Höhe::N,ҫӳллӗш,hæð
364,Gewicht::N,виҫе,vigt
365,Gewicht::N,виҫе,þyngd
366,Gewicht::N,йывӑрӑш,vigt
367,Gewicht::N,йывӑрӑш,þyngd
368,Menge::N,йыш,magn
369,Haufen::N,купа,hrúga
370,Haufen::N,купа,haugur
371,Reihe::N,рет,röð
372,Boot::N,кимӗ,bátur
373,Ruder::N,кӗсмен,ár
374,Schlitten::N,ҫуна,sleði
375,Ski::N,йӗлтӗр,skíði
376,Lagerfeuer::N,вут,varðeldur
377,Lagerfeuer::N,кӑвайт,varðeldur
378,Last::N,сулмаклӑх,byrði
379,Last::N,сулмаклӑх,farmur
380,Last::N,йывӑр япала,byrði
381,Last::N,йывӑр япала,farmur
382,Gang::N,куҫӑм,ganga
383,Schritt::N,утӑм,skref
384,Schritt::N,пусӑм,skref
385,Norden::N,ҫурҫӗр,norður
386,Süden::N,кӑнтӑр,suður
387,Westen::N,анӑҫ,vestur
388,Westen::N,хӗвел анӑҫ,vestur
389,Osten::N,хӗвел тухӑҫ,austur
390,Holz::N,йывӑҫ,viður
391,Brett::N,хӑма,fjöl
392,Platte::N,плита,flötur
393,Stütze::N,ура,stoð
394,Stange::N,шерте,stöng
395,Stock::N,патак,prik
396,Stock::N,патак,stafur
397,Stab::N,шӑчӑ,prik
398,Stab::N,шӑчӑ,stafur
399,Rohr::N,пӑрӑх,rör
400,Rohr::N,пӑрӑх,pípa
401,Haus::N,ҫурт,hús
402,Heim::N,кил,heimili
403,Ofen::N,кӑмака,ofn
404,Fußboden::N,урай,gólf
405,Tisch::N,сӗтел,borð
406,Stuhl::N,пукан,stóll
407,Wiege::N,сӑпка,vagga
408,Bett::N,кравать,rúm
409,Bett::N,кравать,hvíla
410,Regal::N,ҫӳлӗк,hilla
411,Regal::N,сентре,hilla
412,Kiste::N,ещӗк,kassi
413,Kiste::N,сунтӑх,kassi
414,Fenster::N,чӳрече,gluggi
415,Tür::N,алӑк,dyr
416,Tür::N,алӑк,hurð
417,Tor::N,хапха,hlið
418,Zaun::N,хӳме,girðing
419,Zaun::N,хӳме,limgarður
420,Dach::N,тӑрӑ,þak
421,Leiter::N,пусма,stigi
422,Besen::N,шӑпӑр,sópur
423,Spaten::N,кӗреҫе,spaði
424,Schaufel::N,кӗреҫе,skófla
425,Gabel::N,вилка,gaffall
426,Löffel::N,кашӑк,skeið
427,Messer::N,ҫӗҫӗ,hnífur
428,Nagel::N,пӑта,nögl
429,Netz::N,тетел,net
430,Haken::N,йӑрхах,krókur
431,Haken::N,ҫекӗл,krókur
432,Griff::N,хӑлӑп,tak
433,Schloss::N,ҫӑра,lás
434,Bild::N,сӑн,mynd
435,Bild::N,сӑнлӑх,mynd
436,Bild::N,картина,mynd
437,Figur::N,кӗлетке,stytta
438,Puppe::N,пукане,brúða
439,Beutel::N,михӗ,poki
440,Beutel::N,михӗ,baggi
441,Bündel::N,ҫыхӑ,böggull
442,Bündel::N,тӗрке,böggull
443,Tasche::N,сумка,veski
444,Eimer::N,витре,fata
445,Deckel::N,хупӑ,lok
446,Geschirr::N,савӑт-сапа,leirtau
447,Sack::N,михӗ,sekkur
448,Tasse::N,курка,bolli
449,Topf::N,кастрюль,pottur
450,Kessel::N,хуран,ketill
451,Essen::N,апат,matur
452,Nahrung::N,апат-ҫимӗс,fæða
453,Speise::N,апат,réttur
454,Speise::N,апат,matarréttur
455,Speise::N,ҫимӗҫ,réttur
456,Speise::N,ҫимӗҫ,matarréttur
457,Fleisch::N,аш,kjöt
458,Fleisch::N,какай,kjöt
459,Getreide::N,тырӑ,korn
460,Brei::N,пӑтӑ,grautur
461,Brot::N,ҫӑкӑр,brauð
462,Scheibe::N,чӗлӗ,sneið
463,Scheibe::N,касӑк,sneið
464,Fett::N,ҫу,fita
465,Butter::N,ҫу,smjör
466,Öl::N,ҫу,olía
467,Salz::N,тӑвар,salt
468,Suppe::N,яшка,súpa
469,Honig::N,пыл,hunang
470,Milch::N,сӗт,mjólk
471,Tee::N,чей,te
472,Leder::N,сӑран,skinn
473,Wolle::N,ҫӑм,ull
474,Stoff::N,тӗртӗм,dúkur
475,Nadel::N,йӗп,nál
476,Faden::N,ҫип,þráður
477,Knopf::N,тӳме,tala
478,Knopf::N,тӳме,hnappur
479,Knoten::N,йӑлӑ,hnútur
480,Farbe::N,сӑрӑ,málning
481,Kleidung::N,тум,búningur
482,Kleidung::N,тум,klæðnaður
483,Kleidung::N,ҫипуҫ,búningur
484,Kleidung::N,ҫипуҫ,klæðnaður
485,Kleidung::N,тум-тир,búningur
486,Kleidung::N,тум-тир,klæðnaður
487,Hemd::N,кӗпе,skyrta
488,Kragen::N,ҫуха,kragi
489,Kragen::N,ҫуха,flibbi
490,Ärmel::N,ҫанӑ,ermi
491,Hose::N,шӑлавар,buxur
492,Gürtel::N,пиҫиххи,belti
493,Mütze::N,ҫӗлӗк,húfa
494,Schuh::N,пушмак,skór
495,Schuh::N,ботинок,skór
496,Stiefel::N,атӑ,stígvél
497,Ring::N,ҫӗрӗ,hringur
498,Band::N,хаю,band
499,Band::N,йӗсме,band
500,Kamm::N,тура,greiða
501,Spiegel::N,тӗкӗр,spegill
502,Spiegel::N,куҫ кӗски,spegill
503,Riemen::N,чӗн,ól
504,Riemen::N,чӗн,reim
505,Schnur::N,кантра,snúra
506,Leine::N,касмӑк,band
507,Decke::N,утиял,teppi
508,Kissen::N,ҫытар,koddi
509,Kissen::N,минтер,koddi
510,Tuch::N,тутӑр,klútur
511,Handtuch::N,ал шӑлли,þurrka
512,Handtuch::N,ал шӑлли,handklæði
513,Kraft::N,вӑй,afl
514,Kraft::N,вӑй,kraftur
515,Kraft::N,хӑват,afl
516,Kraft::N,хӑват,kraftur
517,Stärke::N,хал,styrkur
518,Stärke::N,хӑват,styrkur
519,Gesundheit::N,хал,heilsa
520,Gesundheit::N,хал,heilbrigði
521,Gesundheit::N,сывлӑх,heilsa
522,Gesundheit::N,сывлӑх,heilbrigði
523,Krankheit::N,чир,sjúkdómur
524,Schmerz::N,ырату,sársauki
525,Wunde::N,суран,sár
526,Fieber::N,сив чир,hitasótt
527,Arznei::N,эмел,lyf
528,Brücke::N,кӗпер,brú
529,Brunnen::N,ҫӑл,brunnur
530,Brunnen::N,пусӑ,brunnur
531,Weide::N,ҫаран,hagi
532,Pfad::N,йӗр,stígur
533,Pfad::N,сукмак,stígur
534,Weg::N,ҫул,vegur
535,Weg::N,ҫул-йӗр,vegur
536,Straße::N,ҫӳрев,gata
537,Straße::N,ҫӳрев,stræti
538,Straße::N,ҫул ҫӳрени,gata
539,Straße::N,ҫул ҫӳрени,stræti
540,Dorf::N,ял,þorp
541,Stadt::N,хула,borg
542,Brief::N,ҫыру,bréf
543,Buch::N,кӗнеке,bók
544,Buchstabe::N,сас палли,bókstafur
545,Zeitung::N,хаҫат,dagblað
546,Leben::N,пурнӑҫ,líf
547,Tod::N,вилӗм,dauði
548,Grab::N,масар шӑтӑкӗ,gröf
549,Kirche::N,чиркӳ,kirkja
550,Sünde::N,ҫылӑх,synd
551,Gott::N,турӑ,guð
552,Arbeiter::N,рабочи,verkamaður
553,Chef::N,пуҫлӑх,yfirmaður
554,Meister::N,ӑста,meistari
555,Meister::N,мастер,meistari
556,Arzt::N,врач,læknir
557,Arzt::N,тухтӑр,læknir
558,Lehrer::N,учитель,kennari
559,Lehrer::N,вӗрентекен,kennari
560,Geld::N,укҫа,peningar
561,Geschäft::N,бизнес,viðskipti
562,Laden::N,магазин,búð
563,Laden::N,магазин,verslun
564,Preis::N,хак,verð
565,Ware::N,тавар,vara
566,Nutzen::N,пайта,gagn
567,Reichtum::N,мул,auður
568,Welt::N,тӗнче,veröld
569,Land::N,ҫӗр-шыв,land
570,Staat::N,патшàлӑх,ríki
571,König::N,король,konungur
572,Macht::N,власть,vald
573,Grenze::N,чикӗ,landamæri
574,Krieg::N,вӑрҫӑ,stríð
575,Feind::N,тӑшман,fjandmaður
576,Gewalt::N,ирӗксӗрлӳ,ofbeldi
577,Kampf::N,кӗрешӳ,bardagi
578,Bogen[Waffe]::N,ухӑ,bogi
579,Pfeil::N,ҫӗмрен,ör
580,Pfeil::N,ухӑ йӗппи,ör
581,Gewehr::N,пӑшал,byssa
582,Fehler::N,йӑнӑш,villa
583,Lüge::N,суя,lygi
584,Lüge::N,ултав,lygi
585,Schaden::N,сиен,skemmd
586,Unglück::N,шар,óhamingja
587,Unglück::N,инкек,óhamingja
588,Schuld::N,айӑп,sök
589,Alter::N,ҫул шучӗ,aldur
590,Schluss::N,пӗтни,lok
591,Schluss::N,пӗтни,endir
592,Schluss::N,пӗтмӗш,lok
593,Schluss::N,пӗтмӗш,endir
594,Zeit::N,вӑхӑт,tími
595,Tag::N,кун,dagur
596,Morgen::N,ир,morgunn
597,Mittag::N,кӑнтӑрла,hádegi
598,Abend::N,каҫ,kvöld
599,Nacht::N,каҫ,nótt
600,Woche::N,эрне,vika
601,Monat::N,уйӑх,mánuður
602,Jahr::N,ҫулталӑк,ár
603,Frühling::N,ҫур,vor
604,Frühling::N,ҫуркунне,vor
605,Sommer::N,ҫу,sumar
606,Sommer::N,ҫулла,sumar
607,Herbst::N,кӗр,haust
608,Herbst::N,кӗркунне,haust
609,Winter::N,хӗл,vetur
610,Winter::N,хӗлле,vetur
611,Januar::N,январь,janúar
612,Februar::N,февраль,február
613,Februar::N,кӗҫӗн кӑрлач,február
614,März::N,март,mars
615,März::N,пуш уйӑхӗ,mars
616,April::N,апрель,apríl
617,Mai::N,май,maí
618,Juni::N,июнь,júní
619,Juli::N,июль,júlí
620,August::N,август,ágúst
621,September::N,сентябрь,september
622,September::N,авӑн уйӑхӗ,september
623,Oktober::N,октябрь,október
624,November::N,ноябрь,nóvember
625,Dezember::N,раштав,desember
626,Dezember::N,декабрь,desember
627,Montag::N,тунти кун,mánudagur
628,Dienstag::N,ытлари кун,þriðjudagur
629,Mittwoch::N,юн кун,miðvikudagur
630,Donnerstag::N,кӗҫнерни кун,fimmtudagur
631,Freitag::N,эрне кун,föstudagur
632,Samstag::N,шӑмат кун,laugardagur
633,Sonntag::N,вырсарни кун,sunnudagur
634,groß::A,пысӑк,stór
635,klein::A,пӗчӗк,lítill
636,lang::A,вӑрӑм,langur
637,kurz::A,кӗске,stuttur
638,breit::A,сарлака,breiður
639,schmal::A,ансӑр,mjór
640,dicht::A,йӑвӑ,þéttur
641,dick[Gegenstand]::A,хулӑн,þykkur
642,dünn::A,ҫинҫе,þunnur
643,dünn::A,ҫӳхе,þunnur
644,fein::A,тарай,fíngerður
645,fein::A,вӗлтӗрти,fíngerður
646,fest::A,тӗреклӗ,fastur
647,flach::A,лаптак,flatur
648,glatt::A,такӑр,háll
649,glatt::A,такӑр,sléttur
650,hart::A,хытӑ,harður
651,weich::A,ҫемҫе,mjúkur
652,rund::A,ҫавра,kringlóttur
653,spitz::A,шӗвӗр,oddhvass
654,scharf::A,ҫивӗч,beittur
655,stumpf::A,мӑка,bitlaus
656,stumpf::A,пуклак,bitlaus
657,stumpf::A,тӗрӗнчӗк,bitlaus
658,stumpf::A,ӑнкарусӑр,bitlaus
659,schwer::A,йывӑр,þungur
660,schön::A,илемлӗ,fagur
661,schön::A,илемлӗ,fallegur
662,heiß::A,вӗри,heitur
663,warm::A,ӑшӑ,hlýr
664,warm::A,ӑшӑ,heitur
665,kalt::A,сивӗ,kaldur
666,kühl::A,уҫӑ,svalur
667,frisch::A,уҫӑ,frískur
668,feucht::A,йӗпе,rakur
669,feucht::A,йӗпе,þvalur
670,nass::A,нӳрӗ,votur
671,nass::A,нӳрӗ,blautur
672,trocken::A,типӗ,þurr
673,voll::A,тулли,fullur
674,leer::A,пушӑ,tómur
675,offen::A,уҫӑ,opinn
676,geschlossen::A,хупӑ,lokaður
677,sauber::A,таса,þrifinn
678,schmutzig::A,пылчӑклӑ,óhreinn
679,schmutzig::A,пылчӑклӑ,sóðalegur
680,schmutzig::A,вараланчӑк,óhreinn
681,schmutzig::A,вараланчӑк,sóðalegur
682,roh::A,чӗрӗ,hrár
683,reif::A,пулнӑ,þroskaður
684,reif::A,пиҫӗхнӗ,þroskaður
685,reif::A,аталаннӑ,þroskaður
686,reif::A,пиҫсе ҫитнӗ,þroskaður
687,lecker::A,тутлӑ,ljúffengur
688,lecker::A,техӗмлӗ,ljúffengur
689,süß::A,пылак,sætur
690,bitter::A,йӳҫӗ,beiskur
691,sauer::A,йӳҫӗ,súr
692,sauer::A,йӳҫек,súr
693,sauer::A,кӑвасак,súr
694,hell::A,ҫутӑ,bjartur
695,dunkel::A,тӗттӗм,dimmur
696,schwarz::A,хура,svartur
697,weiß::A,шурӑ,hvítur
698,rot::A,хӗрлӗ,rauður
699,gelb::A,сарӑ,gulur
700,blau::A,кӑвак,blár
701,grün::A,симӗс,grænn
702,grün::A,пиҫмен,grænn
703,grün::A,ӑс пухман,grænn
704,grau::A,кӑвак,grár
705,bunt::A,чӑпар,marglitur
706,billig::A,йӳнӗ,ódýr
707,teuer::A,хаклӑ,dýr
708,wertvoll::A,паха,verðmætur
709,blind::A,суккӑр,blindur
710,taub::A,хӑлхасӑр,heyrnarlaus
711,kräftig::A,хӑватлӑ,öflugur
712,stark::A,вирлӗ,sterkur
713,schwach::A,халсӑр,veill
714,fett::A,самӑр,feitur
715,fett::A,мӑнтӑр,feitur
716,schlank::A,йӑрӑс,grannur
717,schlank::A,йӑрӑс,spengilegur
718,schlank::A,яштака,grannur
719,schlank::A,яштака,spengilegur
720,hübsch::A,хитре,snotur
721,hübsch::A,хитре,laglegur
722,böse::A,усал,illur
723,böse::A,усал,vondur
724,dumm::A,ухмах,heimskur
725,faul::A,наян,latur
726,faul::A,юлхав,latur
727,faul::A,ӳркенчӗк,latur
728,fleißig::A,хастар,iðinn
729,geizig::A,хытӑ,nískur
730,klug::A,ӑслӑ,hygginn
