,Concept_ID,ja,es
248,Freude::N,喜び,placer
249,Freude::N,喜び,alegría
250,Gelächter::N,笑い,risa
251,Gelächter::N,笑い,carcajada
252,Glück::N,幸せ,felicidad
253,Kummer::N,悩み,pena
254,Wunsch::N,希望,deseo
255,Lust::N,気,ganas
256,Geist::N,精神,mente
257,Geist::N,精神,espíritu
258,Gedanke::N,考え,idea
259,Gedanke::N,考え,pensamiento
260,Gedächtnis::N,記憶,memoria
261,Verstand::N,理解力,razón
262,Verstand::N,理解力,entendimiento
263,Sinn::N,意味,sentido
264,Sinn::N,意味,significado
265,Grund::N,理由,causa
266,Wahrheit::N,真実,verdad
267,Gespräch::N,会話,conversación
268,Märchen::N,童話,cuento
269,Erzählung::N,物語,cuento
270,Erzählung::N,物語,narración
271,Nachricht::N,報告,mensaje
272,Neuigkeit::N,ニュース,noticia
273,Name::N,名前,nombre
274,Rätsel::N,謎,acertijo
275,Rätsel::N,謎,adivinanza
276,Rede::N,演説,discurso
277,Sprache::N,言語,lengua
278,Stimme::N,声,voz
279,Wort::N,言葉,palabra
280,Zeichen::N,記号,señal
281,Ruf::N,呼び声,llamada
282,Lärm::N,騒音,ruido
283,Lärm::N,騒音,barullo
284,Laut::N,音,sonido
285,Ton::N,音,tono
286,Lied::N,歌,canción
287,Ruhe::N,静けさ,calma
288,Ruhe::N,静けさ,silencio
289,Leute::N,人々,gente
290,Volk::N,民族,pueblo
291,Arbeit::N,仕事,trabajo
292,Gast::N,客,huésped
293,Gast::N,客,invitado
294,Geschenk::N,贈り物,regalo
295,Spiel::N,遊び,juego
296,Gesellschaft::N,社会,compañía
297,Hilfe::N,援助,ayuda
298,Hilfe::N,援助,socorro
299,Freund::N,友達,amigo
300,Kamerad::N,同志,camarada
301,Kamerad::N,同志,compañero
302,Angelegenheit::N,件,asunto
303,Anzahl::N,数,cantidad
304,Art::N,種類,tipo
305,Art::N,種類,clase
306,Stück::N,部分,pieza
307,Teil::N,部分,parte
308,Hälfte::N,半分,mitad
309,Kreis::N,円,círculo
310,Kreuz::N,十字,cruz
311,Linie::N,線,línea
312,Strich::N,線,raya
313,Strich::N,線,trazo
314,Abstand::N,距離,distancia
315,Entfernung::N,距離,distancia
316,Gegend::N,辺,región
317,Gegend::N,辺,comarca
318,Gegend::N,地域,región
319,Gegend::N,地域,comarca
320,Platz::N,ゆとり,espacio
321,Ort::N,所,sitio
322,Ort::N,場所,sitio
323,Seite::N,横,lado
324,Seite::N,横,costado
325,Mitte::N,真ん中,medio
326,Mitte::N,真ん中,centro
327,Gegenstand::N,物件,objeto
328,Sache::N,物,cosa
329,Rand::N,端,borde
330,Kante::N,縁,borde
331,Ecke::N,角,esquina
332,Spitze::N,先頭,punta
333,Ende::N,端,cabo
334,Ende::N,端,extremo
335,Loch::N,穴,agujero
336,Loch::N,穴,abertura
337,Winkel::N,片隅,ángulo
338,Muster::N,模様,dibujo
339,Größe::N,大きさ,tamaño
340,Länge::N,長さ,longitud
341,Höhe::N,高さ,altura
342,Höhe::N,高さ,altitud
343,Gewicht::N,重さ,peso
344,Menge::N,量,cantidad
345,Haufen::N,堆積,montón
346,Reihe::N,並び,fila
347,Boot::N,ボート,bote
348,Boot::N,ボート,barca
349,Ruder::N,オール,remo
350,Schlitten::N,そり,trineo
351,Ski::N,スキー,esquí
352,Lagerfeuer::N,篝火,hoguera
353,Last::N,荷物,carga
354,Gang::N,歩み,marcha
355,Schritt::N,歩,paso
356,Norden::N,北,norte
357,Süden::N,南,sur
358,Westen::N,西,oeste
359,Osten::N,東,este
360,Holz::N,木,madera
361,Holz::N,木材,madera
362,Brett::N,板,tabla
363,Platte::N,盤,placa
364,Platte::N,盤,plancha
365,Stütze::N,支柱,sostén
366,Stütze::N,支柱,soporte
367,Stange::N,棒,vara
368,Stange::N,棒,percha
369,Stock::N,杖,palo
370,Stock::N,杖,bastón
371,Stab::N,棒,vara
372,Stab::N,棒,bastón
373,Rohr::N,管,tubo
374,Haus::N,家,casa
375,Heim::N,家,hogar
376,Ofen::N,ストーブ,estufa
377,Fußboden::N,床,suelo
378,Tisch::N,机,mesa
379,Stuhl::N,椅子,silla
380,Wiege::N,揺籃,cuna
381,Bett::N,ベッド,cama
382,Regal::N,棚,estantería
383,Kiste::N,箱,caja
384,Fenster::N,窓,ventana
385,Tür::N,戸,puerta
386,Tür::N,ドア,puerta
387,Tor::N,門,puerta
388,Zaun::N,垣根,valla
389,Zaun::N,垣根,cercado
390,Dach::N,屋根,techo
391,Dach::N,屋根,tejado
392,Leiter::N,梯子,escalera
393,Besen::N,ほうき,escoba
394,Spaten::N,スコップ,pala
395,Schaufel::N,シャベル,pala
396,Schaufel::N,シャベル,paleta
397,Gabel::N,フォーク,tenedor
398,Löffel::N,スプーン,cuchara
399,Messer::N,ナイフ,cuchillo
400,Nagel::N,釘,clavo
401,Netz::N,網,red
402,Haken::N,鉤,gancho
403,Haken::N,鉤,corchete
404,Haken::N,フック,gancho
405,Haken::N,フック,corchete
406,Griff::N,取っ手,asa
407,Griff::N,取っ手,mango
408,Schloss::N,錠,cerradura
409,Bild::N,絵,imagen
410,Figur::N,像,figura
411,Puppe::N,人形,muñeca
412,Beutel::N,袋,bolsa
413,Bündel::N,束,haz
414,Bündel::N,包み,haz
415,Tasche::N,かばん,bolso
416,Eimer::N,バケツ,cubo
417,Deckel::N,蓋,tapa
418,Deckel::N,蓋,tapadera
419,Geschirr::N,食器,vajilla
420,Sack::N,袋,saco
421,Tasse::N,カップ,taza
422,Topf::N,鍋,olla
423,Topf::N,鍋,marmita
424,Kessel::N,釜,caldera
425,Essen::N,食事,comida
426,Nahrung::N,食物,alimento
427,Speise::N,料理,plato
428,Fleisch::N,肉,carne
429,Getreide::N,麦,cereales
430,Getreide::N,穀物,cereales
431,Brei::N,粥,puré
432,Brei::N,粥,papilla
433,Brot::N,パン,pan
434,Scheibe::N,枚,lonja
435,Scheibe::N,枚,rebanada
436,Scheibe::N,切れ,lonja
437,Scheibe::N,切れ,rebanada
438,Fett::N,脂肪,grasa
439,Butter::N,バター,mantequilla
440,Öl::N,油,aceite
441,Salz::N,塩,sal
442,Suppe::N,スープ,sopa
443,Honig::N,蜂蜜,miel
444,Milch::N,牛乳,leche
445,Tee::N,茶,té
446,Tee::N,お茶,té
447,Leder::N,革,cuero
448,Wolle::N,毛糸,lana
449,Stoff::N,布,tela
450,Stoff::N,布,tejido
451,Nadel::N,針,aguja
452,Faden::N,糸,hilo
453,Knopf::N,ボタン,botón
454,Knoten::N,結び目,nudo
455,Farbe::N,ペンキ,pintura
456,Kleidung::N,衣服,ropa
457,Kleidung::N,衣服,vestidos
458,Hemd::N,シャツ,camisa
459,Kragen::N,襟,cuello
460,Ärmel::N,袖,manga
461,Hose::N,ズボン,pantalón
462,Gürtel::N,帯,cinturón
463,Gürtel::N,ベルト,cinturón
464,Mütze::N,帽子,gorro
465,Schuh::N,靴,zapato
466,Stiefel::N,ブーツ,bota
467,Ring::N,輪,anillo
468,Band::N,リボン,cinta
469,Kamm::N,櫛,peine
470,Spiegel::N,鏡,espejo
471,Riemen::N,緒,correa
472,Schnur::N,紐,cuerda
473,Leine::N,綱,correa
474,Decke::N,掛け布団,manta
475,Kissen::N,枕,almohada
476,Tuch::N,スカーフ,pañuelo
477,Handtuch::N,タオル,toalla
478,Kraft::N,力,fuerza
479,Stärke::N,強さ,fuerza
480,Gesundheit::N,健康,salud
481,Krankheit::N,病気,enfermedad
482,Schmerz::N,痛み,dolor
483,Wunde::N,傷,llaga
484,Wunde::N,傷,herida
485,Fieber::N,熱,fiebre
486,Arznei::N,薬,medicina
487,Arznei::N,薬,medicamento
488,Brücke::N,橋,puente
489,Brunnen::N,井戸,pozo
490,Weide::N,牧場,pasto
491,Pfad::N,小路,sendero
492,Weg::N,道,camino
493,Straße::N,街道,vía
494,Straße::N,街道,carretera
495,Dorf::N,村,aldea
496,Dorf::N,村,pueblo
497,Stadt::N,町,ciudad
498,Stadt::N,都市,ciudad
499,Brief::N,手紙,carta
500,Buch::N,本,libro
501,Buchstabe::N,文字,letra
502,Buchstabe::N,文字,carácter
503,Zeitung::N,新聞,diario
504,Zeitung::N,新聞,periódico
505,Leben::N,生活,vida
506,Tod::N,死,muerte
507,Grab::N,墓,tumba
508,Grab::N,墓,sepulcro
509,Kirche::N,教会,iglesia
510,Sünde::N,罪,pecado
511,Gott::N,神,dios
512,Arbeiter::N,労働者,obrero
513,Arbeiter::N,労働者,trabajador
514,Chef::N,上司,jefe
515,Meister::N,達人,maestro
516,Meister::N,マイスター,maestro
517,Arzt::N,医者,médico
518,Lehrer::N,先生,profesor
519,Geld::N,金,dinero
520,Geschäft::N,取り引き,negocio
521,Laden::N,店,tienda
522,Preis::N,値段,precio
523,Ware::N,商品,mercancía
524,Nutzen::N,利益,provecho
525,Reichtum::N,豊かさ,riqueza
526,Welt::N,世界,mundo
527,Land::N,国,país
528,Staat::N,国家,Estado
529,König::N,国王,rey
530,Macht::N,権力,poder
531,Macht::N,権力,potencia
532,Grenze::N,国境,frontera
533,Krieg::N,戦争,guerra
534,Feind::N,敵,enemigo
535,Gewalt::N,暴力,violencia
536,Kampf::N,戦い,lucha
537,Kampf::N,戦い,combate
538,Bogen[Waffe]::N,弓,arco
539,Pfeil::N,矢,flecha
540,Gewehr::N,銃,fusil
541,Gewehr::N,銃,escopeta
542,Fehler::N,間違い,error
543,Lüge::N,嘘,mentira
544,Schaden::N,損害,daño
545,Unglück::N,不幸,desgracia
546,Schuld::N,罪,culpa
547,Alter::N,年,edad
548,Alter::N,年齢,edad
549,Schluss::N,終わり,fin
550,Schluss::N,終わり,final
551,Zeit::N,時,tiempo
552,Zeit::N,時間,tiempo
553,Tag::N,日,día
554,Morgen::N,朝,mañana
555,Mittag::N,昼,mediodía
556,Abend::N,晩,noche
557,Abend::N,夕方,noche
558,Nacht::N,夜,noche
559,Woche::N,週,semana
560,Monat::N,月,mes
561,Jahr::N,年,año
562,Frühling::N,春,primavera
563,Sommer::N,夏,verano
564,Herbst::N,秋,otoño
565,Winter::N,冬,invierno
566,Januar::N,一月,enero
567,Februar::N,二月,febrero
568,März::N,三月,marzo
569,April::N,四月,abril
570,Mai::N,五月,mayo
571,Juni::N,六月,junio
572,Juli::N,七月,julio
573,August::N,八月,agosto
574,September::N,九月,septiembre
575,Oktober::N,十月,octubre
576,November::N,十一月,noviembre
577,Dezember::N,十二月,diciembre
578,Montag::N,月曜日,lunes
579,Dienstag::N,火曜日,martes
580,Mittwoch::N,水曜日,miércoles
581,Donnerstag::N,木曜日,jueves
582,Freitag::N,金曜日,viernes
583,Samstag::N,土曜日,sábado
584,Sonntag::N,日曜日,domingo
585,groß::A,大きい,grande
586,klein::A,小さい,pequeño
587,lang::A,長い,largo
588,kurz::A,短い,corto
589,breit::A,広い,ancho
590,schmal::A,狭い,estrecho
591,dicht::A,密な,denso
592,dick[Gegenstand]::A,厚い,grueso
593,dünn::A,薄い,fino
594,dünn::A,薄い,delgado
595,fein::A,細い,fino
596,fein::A,細い,delicado
597,fest::A,硬い,firme
598,fest::A,硬い,sólido
599,flach::A,平らな,plano
600,glatt::A,滑らかな,liso
601,hart::A,堅い,duro
602,weich::A,柔らかい,muelle
603,rund::A,丸い,redondo
604,spitz::A,尖った,agudo
605,spitz::A,尖った,apuntado
606,scharf::A,鋭い,agudo
607,scharf::A,鋭い,afilado
608,stumpf::A,鈍い,sin filo
609,schwer::A,重い,pesado
610,schön::A,綺麗な,bello
611,schön::A,綺麗な,hermoso
612,heiß::A,熱い,caluroso
613,warm::A,温かい,cálido
614,warm::A,温かい,caliente
615,kalt::A,寒い,frío
616,kalt::A,冷たい,frío
617,kühl::A,涼しい,fresco
618,frisch::A,ひんやりした,fresco
619,feucht::A,湿った,húmedo
620,nass::A,濡れた,mojado
621,trocken::A,乾いた,seco
622,voll::A,いっぱいの,lleno
623,leer::A,空の,vacío
624,offen::A,開いた,abierto
625,geschlossen::A,閉まった,cerrado
626,sauber::A,清潔な,limpio
627,schmutzig::A,汚い,sucio
628,roh::A,生の,crudo
629,reif::A,熟した,maduro
630,lecker::A,美味しい,rico
631,lecker::A,美味しい,sabroso
632,süß::A,甘い,dulce
633,bitter::A,苦い,amargo
634,sauer::A,酸っぱい,agrio
635,hell::A,明るい,claro
636,dunkel::A,暗い,oscuro
637,schwarz::A,黒い,negro
638,weiß::A,白い,blanco
639,rot::A,赤い,rojo
640,gelb::A,黄色い,amarillo
641,blau::A,青い,azul
642,grün::A,緑の,verde
643,grau::A,灰色の,gris
644,bunt::A,色取り取りの,multicolor
645,billig::A,安い,barato
646,teuer::A,高い,caro
647,wertvoll::A,貴重な,valioso
648,wertvoll::A,貴重な,precioso
649,blind::A,盲目の,ciego
650,taub::A,耳が聞こえない,sordo
651,kräftig::A,強力な,fuerte
652,stark::A,強い,fuerte
653,stark::A,強い,vigoroso
654,schwach::A,弱い,débil
655,fett::A,太った,obeso
656,schlank::A,ほっそりした,esbelto
657,hübsch::A,素敵な,mono
658,hübsch::A,素敵な,guapo
659,böse::A,悪い,malo
660,dumm::A,馬鹿な,tonto
661,dumm::A,馬鹿な,estúpido
662,faul::A,怠惰な,vago
663,faul::A,怠惰な,perezoso
664,fleißig::A,勤勉な,aplicado
665,fleißig::A,勤勉な,diligente
666,geizig::A,けちな,avaro
667,klug::A,賢い,sensato
668,klug::A,賢い,inteligente
669,klug::A,頭のいい,sensato
670,klug::A,頭のいい,inteligente
671,geschickt::A,器用な,hábil
672,lieb::A,愛らしい,querido
673,lustig::A,楽しい,alegre
674,sanft::A,温和な,suave
675,hungrig::A,空腹の,hambriento
676,krank::A,病気の,enfermo
677,nackt::A,裸の,desnudo
678,traurig::A,悲しい,triste
679,lebendig::A,生きた,vivo
680,lebendig::A,生きた,viviente
681,gut::A,良い,bueno
682,schlecht::A,悪い,malo
683,schlecht::A,駄目な,malo
684,richtig::A,正しい,justo
685,richtig::A,正しい,correcto
686,schlimm::A,ひどい,malo
687,schlimm::A,ひどい,grave
688,wahr::A,本当の,verídico
689,wahr::A,本当の,verdadero
690,alt::A,古い,viejo
691,neu::A,新しい,nuevo
692,ehemalig::A,以前の,antiguo
693,alt[Lebewesen]::A,年を取った,viejo
694,jung::A,若い,joven
695,arm::A,貧乏な,pobre
696,reich::A,裕福な,rico
697,bekannt::A,有名な,conocido
698,berühmt::A,有名な,famoso
699,berühmt::A,有名な,célebre
700,fremd::A,見知らぬ,extraño
701,verschieden::A,色々な,diverso
702,verschieden::A,色々な,distinto
703,verschieden::A,色々な,diferente
704,nah::A,近い,cercano
705,fern::A,遠い,lejano
706,linker::A,左の,izquierdo
707,rechter::A,右の,derecho
708,anderer::A,別の,otro
709,erster::A,一番目,primero
710,zweiter::A,二番目,segundo
711,dritter::A,三番目,tercero
712,letzter::A,最後の,último
713,allein::ADV,一人で,a solo
714,auf einmal::ADV,同時に,de una vez
715,zusammen::ADV,一緒に,juntos
716,lange::ADV,長い間,mucho tiempo
717,plötzlich::ADV,急に,de repente
718,sofort::ADV,すぐに,en seguida
719,später::ADV,後で,más tarde
720,jetzt::ADV,今,ahora
721,heute::ADV,今日,hoy
722,morgen::ADV,明日,mañana
723,bald::ADV,間もなく,pronto
724,bald::ADV,間もなく,en breve
725,dann::ADV,それから,luego
726,dann::ADV,それから,entonces
727,gestern::ADV,昨日,ayer
728,einst::ADV,過去に,antaño
729,damals::ADV,あの時,entonces
730,danach::ADV,その後で,después
731,vorher::ADV,以前に,antes
732,zuerst::ADV,まず,primero
733,zuerst::ADV,最初に,primero
734,einmal::ADV,一回,una vez
735,manchmal::ADV,時々,a veces
736,oft::ADV,よく,a menudo
737,oft::ADV,よく,con frecuencia
738,immer::ADV,いつも,siempre
739,niemals::ADV,一度も...ない,jamás
740,hier::ADV,こちら,aquí
741,hierhin::ADV,ここへ,acá
742,hierhin::ADV,こちらへ,acá
743,von hier::ADV,ここから,desde aquí
744,dort::ADV,そちら,ahí
745,dort::ADV,そちら,allí
746,dorthin::ADV,そこへ,allí
747,dorthin::ADV,そこへ,hacia allí
748,dorthin::ADV,そちらへ,allí
749,dorthin::ADV,そちらへ,hacia allí
750,geradeaus::ADV,真っ直ぐに,todo derecho
751,vorwärts::ADV,前へ,adelante
752,rückwärts::ADV,後ろへ,hacia atrás
753,zurück::ADV,後ろへ,atrás
754,unten::ADV,下に,abajo
755,hinab::ADV,下へ,hacia abajo
756,oben::ADV,上に,arriba
757,hinauf::ADV,上へ,hacia arriba
758,überall::ADV,どこでも,por todas partes
759,nicht::ADV,ない,no
760,ein wenig::ADV,少し,un poco
761,ein wenig::ADV,ちょっと,un poco
762,kaum::ADV,ほとんど～ない,apenas
763,sehr::ADV,とても,muy
764,sehr::ADV,とても,mucho
765,so::ADV,こう,tan
766,noch::ADV,まだ,aún
767,noch::ADV,まだ,todavía
768,nur::ADV,～だけ,solamente
769,schon::ADV,もう,ya
770,wieder::ADV,再び,de nuevo
771,vergebens::ADV,無駄に,en vano
772,vor::PRP,前に,antes de
773,vor::PRP,前に,delante de
774,hinter::PRP,後ろに,tras
775,hinter::PRP,後ろに,detrás de
776,unter::PRP,下に,bajo
777,unter::PRP,下に,debajo de
778,durch::PRP,通して,por
779,durch::PRP,通して,a través de
780,neben::PRP,横に,al lado de
781,zwischen::PRP,間に,entre
782,wegen::PRP,為に,por
783,wegen::PRP,為に,a causa de
784,wegen::PRP,せいで,por
785,wegen::PRP,せいで,a causa de
786,dies::PRN,これ,esto
787,das::PRN,それ,eso
788,das::PRN,それ,esto
789,alles::PRN,全部,todo
790,ich::PRN,私,yo
791,du::PRN,あなた,tú
792,er::PRN,彼,él
793,wir::PRN,私達,nosotros
794,ihr::PRN,あなた達,vosotros
795,sie::PRN,彼ら,ellos
796,was::FPRN,何,qué
797,wer::FPRN,誰,quién
798,wer::FPRN,どなた,quién
799,wo::FADV,どこ,dónde
800,wo::FADV,どこに,dónde
801,wohin::FADV,どこへ,adónde
802,wohin::FADV,どこへ,hacia dónde
803,wie::FADV,どう,cómo
804,warum::FADV,何故,por qué
805,warum::FADV,どうして,por qué
806,wieviel::FNUM,どのくらい,cuánto
807,eins::NUM,一,uno
808,zwei::NUM,二,dos
809,zwei::NUM,二つ,dos
810,drei::NUM,三,tres
811,drei::NUM,三つ,tres
812,vier::NUM,四,cuatro
813,vier::NUM,四つ,cuatro
814,fünf::NUM,五,cinco
815,fünf::NUM,五つ,cinco
816,sechs::NUM,六,seis
817,sechs::NUM,六つ,seis
818,sieben::NUM,七,siete
819,sieben::NUM,七つ,siete
820,acht::NUM,八,ocho
821,acht::NUM,八つ,ocho
822,neun::NUM,九,nueve
823,neun::NUM,九つ,nueve
824,zehn::NUM,十,diez
825,elf::NUM,十一,once
826,zwölf::NUM,十二,doce
827,zwanzig::NUM,二十,veinte
828,dreißig::NUM,三十,treinta
829,vierzig::NUM,四十,cuarenta
830,fünfzig::NUM,五十,cincuenta
831,sechzig::NUM,六十,sesenta
832,siebzig::NUM,七十,setenta
833,achtzig::NUM,八十,ochenta
834,neunzig::NUM,九十,noventa
835,hundert::NUM,百,cien
836,hundert::NUM,百,ciento
837,tausend::NUM,千,mil
838,und::CNJ,-と,y
839,und::CNJ,そして,y
840,oder::CNJ,或いは,o
841,stehen::V,立っている,estar de pie
842,sitzen::V,座っている,estar sentado
843,liegen::V,横になっている,yacer
844,liegen::V,横になっている,estar acostado
845,hängen::V,掛かっている,pender
846,werden::V,なる,hacerse
847,passieren::V,起こる,suceder
848,beginnen::V,始まる,iniciarse
849,beginnen::V,始まる,principiar
850,enden::V,終わる,acabar
851,enden::V,終わる,terminar
852,wechseln::V,変わる,variar
853,wechseln::V,変わる,alternar
854,aufgehen[Sonne]::V,出る,salir
855,untergehen[Sonne]::V,沈む,ponerse
