,Concept_ID,myv,ce
91,Regenbogen::N,пурьгинеёнкс,стелаӏад
92,Donner::N,пурьгине,ткъес
93,Strömung::N,чудема,дӏаэхар
94,Strömung::N,чудема,дӏасалелар
95,Strömung::N,чудевкс,дӏаэхар
96,Strömung::N,чудевкс,дӏасалелар
97,Tropfen::N,петнявкс,тӏадам
98,Schaum::N,чов,чопа
99,Schmutz::N,рудаз,хатт
100,See::N,эрьке,ӏам
101,Sumpf::N,чей,уьшал
102,Moor::N,чей,уьшал
103,Wiese::N,луга,бай
104,Wald::N,вирь,хьун
105,Hügel::N,губорь,гу
106,Hügel::N,губорь,шу
107,Hügel::N,губорь,барз
108,Hügel::N,пандыне,гу
109,Hügel::N,пандыне,шу
110,Hügel::N,пандыне,барз
111,Anhöhe::N,губорь,акъари
112,Anhöhe::N,пандыне,акъари
113,Berg::N,пандо,лам
114,Gipfel::N,пря,бохь
115,Höhle::N,пещера,хьех
116,Abhang::N,пандочама,басе
117,Quelle::N,ушодкс,шовда
118,Bach::N,чудикерькс,татол
119,Fluss::N,лей,хи
120,Ufer::N,чире,хийист
121,Küste::N,лейчире,йист
122,Festland::N,мода,латта
123,Meer::N,моря,xӏорд
124,Bucht::N,усия,чож
125,Insel::N,усия,гӏайре
126,Blume::N,цеця,зезаг
127,Gras::N,тикше,буц
128,Wurzel::N,юр,орам
129,Wurzel::N,ундокс,орам
130,Baum::N,чувто,дитт
131,Stamm::N,рунго,гӏад
132,Stamm::N,рунго,тайпа
133,Rinde::N,суд,кевстиг
134,Rinde::N,керь,кевстиг
135,Ast::N,морго,га
136,Zweig::N,тарад,га
137,Blatt::N,лопа,гӏа
138,Birke::N,килей,дакх
139,Kiefer[Baum]::N,пиче,бага
140,Weide[Baum]::N,каль,дак
141,Tanne::N,куз,база
142,Horn::N,сюро,маӏа
143,Feder::N,толга,пелаг
144,Fell::N,пона,цӏока
145,Flügel::N,сёлмо,тӏам
146,Klaue::N,кенже,мӏара
147,Kralle::N,кенже,тlод
148,Schwanz::N,пуло,цӏога
149,Ei::N,ал,xӏoa
150,Nest::N,пизэ,бен
151,Bau::N,варя,lуьрг
152,Bau::N,пизе,lуьрг
153,Tier::N,ракша,дийнат
154,Herde::N,стада,жа
155,Kuh::N,скал,етт
156,Bulle::N,бука,сту
157,Pferd::N,лишме,говр
158,Schaf::N,реве,жий
159,Schaf::N,реве,уьстагӏ
160,Schwein::N,туво,хьакха
161,Hund::N,пине,жӏаьла
162,Hund::N,киска,жӏаьла
163,Katze::N,псака,цициг
164,Bär::N,овто,ча
165,Eichhörnchen::N,ур,тарсал
166,Elch::N,сярдо,сай
167,Fuchs::N,ривезь,цхьогал
168,Hase::N,нумоло,пхьагал
169,Maus::N,чеерь,дахка
170,Wolf::N,верьгиз,борз
171,Vogel::N,нармунь,олхазар
172,Schwarm::N,полк,
173,Schwarm::N,стада,
174,Huhn::N,сараз,котам
175,Hahn::N,атякш,нӏаьна
176,Hahn::N,атякш,боргӏал
177,Gans::N,гала,гӏаз
178,Gans::N,мацей,гӏаз
179,Adler::N,куцькан,aьрзу
180,Adler::N,тумоатякш,aьрзу
181,Ente::N,яксярго,бад
182,Eule::N,корж,бухӏа
183,Kranich::N,карго,гӏаргӏули
184,Krähe::N,варака,къиг
185,Kuckuck::N,куко,aттйокх
186,Schwan::N,локсей,гӏургӏаз
187,Fisch::N,кал,чӏара
188,Barsch::N,окунь,окунь
189,Hecht::N,щука,гӏазкхийн чӏара
190,Schlange[Tier]::N,гуй,лаьхьа
191,Wurm::N,сукс,нӏаьна
192,Spinne::N,шанжав,гезг
193,Ameise::N,коткудав,зингат
194,Laus::N,сий,меза
195,Laus::N,сий,гӏениг
196,Mücke::N,сеське,чуьрк
197,Fliege::N,карво,моза
198,Schmetterling::N,нимиляв,полла
199,Beere::N,умарь,цӏазам
200,Apfel::N,умарь,ӏаж
201,Pilz::N,панго,жӏаьлин нускал
202,Zwiebel::N,чурька,xох
203,Saat::N,видьметь,чlу
204,Korn::N,сюро,буьртиг
205,Heu::N,тикше,йол
206,Schale::N,кедь,пардо
207,Schale::N,ваткавкс,пардо
208,Grube::N,латко,ор
209,Falle::N,тувор,кӏело
210,Falle::N,кундамка,кӏело
211,Schlinge::N,килькш,
212,Spur::N,челькс,лар
213,Spur::N,пильгеки,лар
214,Asche::N,кулов,чим
215,Dreck::N,рудаз,мода
216,Eisen::N,кшни,эчиг
217,Gold::N,сырне,деши
218,Silber::N,сия,дети
219,Kohle::N,сэдь,кӏора
220,Kohle::N,уголия,кӏора
221,Glas::N,сулика,aнгали
222,Lehm::N,сёвонь,поппар
223,Sand::N,човар,гӏум
224,Mensch::N,ломань,адам
225,Mann::N,аля,майра
226,Mann::N,цёраломань,майра
227,Frau::N,ава,зуда
228,Kind::N,эйкакш,бер
229,Junge::N,цёрыне,жимха
230,Mädchen::N,тейтерне,жима йоӏ
231,Familie::N,семия,доьзал
232,Großvater::N,покштя,ненада
233,Großmutter::N,баба,денана
234,Eltern::N,тетят-ават,да-нана
235,Vater::N,тетя,да
236,Mutter::N,ава,нана
237,Sohn::N,цёра,кӏант
238,Tochter::N,тейтерь,йоӏ
239,Bruder::N,леля,ваша
240,Bruder::N,ялакс,ваша
241,Schwester::N,сазор,йиша
242,Onkel::N,леля,деваша
243,Tante::N,патя,дейиша
244,Ehemann::N,мирде,майра
245,Ehefrau::N,ни,зуда
246,Freude::N,кеняркс,самукъа
247,Freude::N,кеняркс,хазахетар
248,Gelächter::N,ракамо,белам
249,Gelächter::N,пейдема,белам
250,Glück::N,уцяска,ирс
251,Kummer::N,рискс,бала
252,Kummer::N,мелявкс,бала
253,Wunsch::N,мель,лаам
254,Wunsch::N,бажамо,лаам
255,Lust::N,бажамо,лаам
256,Geist::N,ойме,са
257,Gedanke::N,мель,ойла
258,Gedächtnis::N,мель,диццадалар
259,Verstand::N,прев,хьекъал
260,Sinn::N,толк,маьӏна
261,Sinn::N,смысла,маьӏна
262,Grund::N,тувтал,бахьана
263,Wahrheit::N,видечи,бакъдерг
264,Gespräch::N,кортнема,къамел
265,Märchen::N,ёвкс,туьйра
266,Erzählung::N,ёвтнема,дийцар
267,Nachricht::N,куля,хаам
268,Neuigkeit::N,куля,керланиг
269,Name::N,лем,цӏе
270,Rätsel::N,содамоёвкс,хӏетал-метал
271,Rede::N,кортамо,къамел
272,Sprache::N,кель,мотт
273,Stimme::N,ваигель,aз
274,Wort::N,вал,дош
275,Zeichen::N,теште,билгало
276,Ruf::N,тердема,кхайкхар
277,Lärm::N,шалнома,гӏовгӏа
278,Laut::N,вайгель,аз
279,Ton::N,гайнема,aз
280,Lied::N,моро,илли
281,Ruhe::N,оймамо,тийналла
282,Leute::N,ломанть,нах
283,Volk::N,народ,халкъ
284,Arbeit::N,тев,болх
285,Gast::N,инже,хьаша
286,Geschenk::N,казне,совгӏат
287,Spiel::N,налксема,ловзар
288,Gesellschaft::N,община,юкъаралла
289,Hilfe::N,лездамо,гӏо
290,Freund::N,оя,доттагl
291,Freund::N,ялга,доттагl
292,Kamerad::N,оя,накъост
293,Kamerad::N,ялга,накъост
294,Angelegenheit::N,тев,гӏуллакх
295,Anzahl::N,ламоксчи,терахь
296,Art::N,вид,
297,Stück::N,пакш,юьхк
298,Stück::N,пелькс,юьхк
299,Teil::N,часть,дакъа
300,Teil::N,пелькс,дакъа
301,Hälfte::N,пель,ах
302,Hälfte::N,пелькс,ах
303,Kreis::N,кирькс,го
304,Kreuz::N,крёст,жӏара
305,Linie::N,кикс,сиз
306,Strich::N,межа,сиз
307,Abstand::N,ютко,юкъ
308,Entfernung::N,ютко,
309,Gegend::N,тарка,мeттиг
310,Gegend::N,пертьпелькс,мeттиг
311,Platz::N,васолкс,майда
312,Ort::N,тарка,меттиг
313,Seite::N,ён,aгӏo
314,Seite::N,чире,aгӏo
315,Mitte::N,куншка,юкъ
316,Gegenstand::N,предмет,хӏума
317,Sache::N,тев,хӏума
318,Sache::N,веща,хӏума
319,Rand::N,пе,йист
320,Rand::N,чире,йист
321,Kante::N,ирдез,йист
322,Ecke::N,ужо,са
323,Spitze::N,пряне,ралла
324,Spitze::N,пе,ралла
325,Ende::N,пе,юьхьиг
326,Loch::N,варя,ӏуьрг
327,Winkel::N,ужо,са
328,Muster::N,сёрма,дагар
329,Muster::N,сёрма,тӏамар
330,Größe::N,сэрь,барам
331,Größe::N,покшолма,барам
332,Länge::N,кувалмо,йохалла
333,Höhe::N,сэрь,локхалла
334,Höhe::N,пандо,локхалла
335,Gewicht::N,сталмо,йозалла
336,Menge::N,лововкс,дукхалла
337,Haufen::N,мар,сал
338,Haufen::N,мар,оьла
339,Haufen::N,валявкс,сал
340,Haufen::N,валявкс,оьла
341,Reihe::N,ряд,рагӏ
342,Reihe::N,ряд,могӏа
343,Boot::N,венч,кема
344,Ruder::N,милё,пийсиг
345,Schlitten::N,нурдт,салаз
346,Ski::N,сокс,когсалаз
347,Lagerfeuer::N,толбандя,цӏе
348,Last::N,сталмо,дукъ
349,Last::N,кандома,дукъ
350,Gang::N,молема,лелар
351,Gang::N,якамо,лелар
352,Schritt::N,эскелькс,гӏулч
353,Norden::N,якшамо ёнкс,къилбаседе
354,Süden::N,лембе ёнкс,къилбе
355,Westen::N,чивалгома,малхбузе
356,Osten::N,чилисема,малхбале
357,Holz::N,чувто,дечиг
358,Brett::N,лаз,у
359,Platte::N,плита,у
360,Stütze::N,неже,гӏopтоp
361,Stange::N,олга,гӏуркх
362,Stock::N,мандо,ӏаса
363,Stab::N,олога,гӏаж
364,Rohr::N,турба,биргӏа
365,Haus::N,кудо,цӏа
366,Heim::N,кудо,кхерч
367,Ofen::N,каштомо,кхерч
368,Fußboden::N,киякс,цӏенкъа
369,Tisch::N,столь,шун
370,Stuhl::N,стул,гӏант
371,Wiege::N,лавсь,ага
372,Wiege::N,нурямот,ага
373,Bett::N,ацамо,маьнга
374,Regal::N,лався,терхи
375,Regal::N,лавсяланго,терхи
376,Kiste::N,горобия,яьшка
377,Kiste::N,сундук,яьшка
378,Fenster::N,вальма,кор
379,Tür::N,кенкш,неӏ
380,Tor::N,ортат,ков
381,Zaun::N,пирявт,керт
382,Zaun::N,пирвякс,керт
383,Dach::N,кудопря,тхов
384,Leiter::N,кузтема,лами
385,Besen::N,тенсть,нуй
386,Spaten::N,койме,бел
387,Schaufel::N,кече,аьшкал
388,Schaufel::N,келей койме,аьшкал
389,Gabel::N,сянгине,мӏара
390,Löffel::N,пенч,ӏайг
391,Messer::N,пеель,урс
392,Nagel::N,эске,хьостам
393,Netz::N,алтыма,бой
394,Haken::N,кечказ,мӏара
395,Griff::N,кедне,
396,Schloss::N,замок,чӏега
397,Schloss::N,панжома,чӏега
398,Bild::N,картина,сурт
399,Figur::N,рунго,
400,Puppe::N,няка,тайниг
401,Beutel::N,кескав,гали
402,Bündel::N,керькс,кочар
403,Tasche::N,юдма,тӏоьрмиг
404,Eimer::N,ведра,чийлик
405,Deckel::N,велькс,негӏар
406,Geschirr::N,кедьге,пхьегӏа
407,Sack::N,кескав,гали
408,Tasse::N,чакш,кад
409,Topf::N,кастрюля,яй
410,Kessel::N,котёл,яй
411,Essen::N,ярсамо,юург
412,Nahrung::N,ярсамопель,кхача
413,Speise::N,ярсамопель,юург
414,Fleisch::N,сывель,жижиг
415,Getreide::N,сюро,буьртиг
416,Brei::N,каша,xудар
417,Brot::N,кши,бепиг
418,Brot::N,кши,кхаллар
419,Scheibe::N,кочом,цастар
420,Scheibe::N,сускомо,цастар
421,Fett::N,куя,мохь
422,Butter::N,ой,налха
423,Öl::N,ой,даьтта
424,Salz::N,сал,туьха
425,Suppe::N,ям,чорпа
426,Honig::N,медь,моз
427,Milch::N,ловсо,шура
428,Tee::N,чай,чай
429,Leder::N,киське,цӏока
430,Wolle::N,пона,тӏapгӏa
431,Stoff::N,коцт,кӏади
432,Nadel::N,салмукс,маха
433,Faden::N,суре,тай
434,Knopf::N,пов,нуьйда
435,Knoten::N,сюлмо,шад
436,Farbe::N,артомапель,сир
437,Farbe::N,артомапель,басар
438,Kleidung::N,оршамот,бедар
439,Hemd::N,панар,коч
440,Kragen::N,сиве,кач
441,Ärmel::N,ожа,пхьош
442,Hose::N,понкст,хеча
443,Gürtel::N,каркс,доьхка
444,Mütze::N,чапка,куй
445,Schuh::N,туфля,мача
446,Stiefel::N,кем,этка
447,Ring::N,суркс,чӏуг
448,Band::N,лента,лента
449,Kamm::N,сурсеме,ехк
450,Spiegel::N,чавачамо,куьзга
451,Riemen::N,кшнань каркс,доьхка
452,Schnur::N,пикс,муш
453,Leine::N,ведьме,кочатосу доьхка
454,Decke::N,вельтямо,юргӏа
455,Kissen::N,тодов,гIайба
456,Tuch::N,паця,исхар
457,Handtuch::N,нардамо,гата
458,Kraft::N,вий,гӏора
459,Stärke::N,виевчи,гӏап
460,Gesundheit::N,шумбрачи,могашалла
461,Krankheit::N,орма,цамгар
462,Krankheit::N,сэредема,цамгар
463,Schmerz::N,сэредькс,лазар
464,Wunde::N,керявкс,чов
465,Fieber::N,маштыкс,xорша
466,Arznei::N,ормаменькс,молха
467,Brücke::N,сэдь,тӏай
468,Brücke::N,мадамо,тӏай
469,Brunnen::N,лисьма,гӏу
470,Weide::N,ракшань ванома тарка,дак
471,Pfad::N,ян,тача
472,Weg::N,ки,некъ
473,Straße::N,ки,урам
474,Dorf::N,веле,юрт
475,Stadt::N,ош,гӏала
476,Brief::N,сёрма,кехат
477,Buch::N,книга,жайна
478,Buchstabe::N,буква,элп
479,Zeitung::N,газета,газет
480,Leben::N,эрямо,дахар
481,Tod::N,кулома,далар
482,Tod::N,кулома,ӏожалла
483,Grab::N,калмо,каш
484,Kirche::N,церькова,килс
485,Sünde::N,чумочи,къа
486,Gott::N,паз,дела
487,Arbeiter::N,робочей,белхало
488,Chef::N,прявт,хьаькам
489,Meister::N,кол тевень тенця,говзанча
490,Arzt::N,врач,лор
491,Lehrer::N,учитель,хьехархо
492,Lehrer::N,тонавтыця,хьехархо
493,Geld::N,ярмак,aхча
494,Geschäft::N,ладязь тев,туька
495,Laden::N,лавка,туька
496,Preis::N,питне,мах
497,Ware::N,миевкс,хlума
498,Ware::N,рамавкс,хlума
499,Nutzen::N,паро,пайда
500,Nutzen::N,лезэ,пайда
501,Reichtum::N,сюпавчи,хьал
502,Welt::N,мир,дуьне
503,Welt::N,мастор ланго,дуьне
504,Land::N,мастор,мохк
505,Staat::N,государства,пачхьалкх
506,König::N,король,паччахь
507,Macht::N,азорксчи,ӏедал
508,Grenze::N,буен тешкс,доза
509,Krieg::N,война,тӏом
510,Feind::N,душман,мостагӏ
511,Gewalt::N,нарьгамо,гӏело
512,Kampf::N,тюрема,къийсам
513,Bogen[Waffe]::N,нал,
514,Pfeil::N,нал,пха
515,Gewehr::N,ружия,топ
516,Gewehr::N,винтовка,топ
517,Fehler::N,ильведькс,гӏалат
518,Fehler::N,ильведевкс,гӏалат
519,Lüge::N,манчема,аьшпаш
520,Lüge::N,кенгелема,аьшпаш
521,Schaden::N,зыян,зен
522,Unglück::N,зыян,бала
523,Schuld::N,чумочи,бехк
524,Alter::N,шка,хан
525,Schluss::N,пе,чакхе
526,Zeit::N,шка,хан
527,Zeit::N,пинге,хан
528,Tag::N,чи,де
529,Morgen::N,валске,ӏуьйре
530,Mittag::N,чикуншка,делкъе
531,Abend::N,чокшнэ,суьйре
532,Nacht::N,ве,буьйса
533,Woche::N,недля,кӏира
534,Monat::N,ков,бутт
535,Jahr::N,ие,шо
536,Frühling::N,тундо,бӏаьсте
537,Sommer::N,кизэ,аьхке
538,Herbst::N,сёксь,гуьйре
539,Winter::N,теле,ӏа
540,Januar::N,якшамков,январь
541,Februar::N,февраль,февраль
542,März::N,март,март
543,April::N,апрель,апрель
544,Mai::N,май,май
545,Juni::N,июнь,июнь
546,Juli::N,июль,июль
547,August::N,август,август
548,September::N,сентября,сентябрь
549,Oktober::N,октября,октябрь
550,November::N,ноября,ноябрь
551,Dezember::N,декабря,декабрь
552,Montag::N,пондельник,оршот
553,Dienstag::N,овторник,шинара
554,Mittwoch::N,серёда,кхаара
555,Donnerstag::N,цетьверьг,еара
556,Freitag::N,пеця,пӏераска
557,Samstag::N,субута,шот
558,Samstag::N,шлямочи,шот
559,Sonntag::N,недлячи,кӏиранде
560,groß::A,ине,доккха
561,groß::A,покш,доккха
562,klein::A,вишка,кегий
563,lang::A,кувака,еха
564,kurz::A,нурькине,доца
565,breit::A,келей,шуьйра
566,schmal::A,теине,готта
567,dicht::A,тусто,луьста
568,dick[Gegenstand]::A,эчке,стомма
569,dünn::A,човине,дуткъа
570,fein::A,човине,ховха
571,fest::A,кеме,чӏогӏа
572,flach::A,лапужа,чӏапа
573,glatt::A,валаня,шера
574,hart::A,калгодо,чӏогӏa
575,weich::A,чевте,кӏеда
576,rund::A,кеверь,горга
577,spitz::A,пшти,ира
578,scharf::A,пшти,ира
579,stumpf::A,ношка,аьртa
580,schwer::A,стака,деза
581,schön::A,мазый,хаза
582,heiß::A,пси,довха
583,warm::A,лембе,довха
584,kalt::A,якшамо,шийла
585,kühl::A,экше,шийла
586,frisch::A,свежа,керла
587,feucht::A,летьке,тӏуьна
588,nass::A,начко,тӏеда
589,trocken::A,коське,eкъа
590,voll::A,пешксе,дуьзна
591,leer::A,чаво,яьсса
592,offen::A,панжадо,диллина
593,offen::A,виде,диллина
594,geschlossen::A,пекстазь,дӏакъевлина
595,geschlossen::A,пекстазь,дӏачӏагӏдина
596,geschlossen::A,сёлгозь,дӏакъевлина
597,geschlossen::A,сёлгозь,дӏачӏагӏдина
598,sauber::A,ванькс,цӏена
599,schmutzig::A,ливезев,боьха
600,roh::A,верек,буьйда
601,reif::A,кенерезь,хилла
602,lecker::A,тантей,чоме
603,süß::A,ламбамо,мерза
604,bitter::A,сэпей,къаьхьа
605,sauer::A,чапамо,муьста
606,hell::A,валдо,сирла
607,dunkel::A,чопода,бодане
608,schwarz::A,раужо,ӏаьржа
609,weiß::A,ашо,кӏайн
610,rot::A,якстере,цӏен
611,gelb::A,ожо,можа
612,blau::A,сэнь,сийна
613,grün::A,пиже,баьццара
614,grau::A,шержев,cира
615,grau::A,шержев,мокха
616,bunt::A,сёрмав,къорза
617,billig::A,аволь питней,дораха
618,teuer::A,питней,деза
619,wertvoll::A,питней,мехала
620,blind::A,сокор,бӏаьрзе
621,taub::A,амариця,къора
622,kräftig::A,пек виев,нуьцкъала
623,stark::A,виев,зоьртала
624,stark::A,виев,нуьцкъала
625,schwach::A,лавшо,гӏорасиза
626,fett::A,куя,дерстана
627,schlank::A,виде ронга,куц долу
628,hübsch::A,мазый,хаза
629,böse::A,кежей,вон
630,dumm::A,чавола,сонта
631,dumm::A,превтеме,сонта
632,faul::A,нузякс,мало ен
633,fleißig::A,мелень путыця,тӏера
634,geizig::A,скупой,пис
635,geizig::A,скупой,сутара
636,klug::A,превей,хьекъале
637,geschickt::A,маштозь теезь,тӏахъаьлла
638,lieb::A,вадря,хьоме
639,lustig::A,весёла,самукъане
640,sanft::A,сэтьме,кlеда
641,hungrig::A,вачо,меца
642,krank::A,сэредиця,цомгуш долу
643,nackt::A,штапо,дерзана
644,traurig::A,нусманя,самукъане воцу
645,lebendig::A,эриця,дийна
646,gut::A,паро,дика
647,schlecht::A,берянь,вон
648,richtig::A,виде,нийса
649,schlimm::A,берянь,вон
650,wahr::A,алкуксонь,бакъдолу
651,alt::A,ташто,къена
652,neu::A,од,керла
653,ehemalig::A,икелень,хилла
654,alt[Lebewesen]::A,сыре,къена
655,jung::A,од,къона
656,arm::A,кажов,къен
657,reich::A,сюпав,хьоле
658,bekannt::A,содавикс,девзаш долу
659,berühmt::A,содавикс,цӏеяхана
660,fremd::A,лия,нехан
661,fremd::A,асодавикс,нехан
662,verschieden::A,эрьва,тайп-тайпанара
663,nah::A,а васолонь,гергара
664,fern::A,умонь,гена
665,fern::A,умонь,генара
666,fern::A,кезэрень,гена
667,fern::A,кезэрень,генара
668,linker::A,керш,аьрру
669,rechter::A,вить,аьтту
670,anderer::A,лия,кхин
671,erster::A,васень,хьалхара
672,erster::A,васенце,хьалхара
673,zweiter::A,омбоце,шолгIа
674,dritter::A,колмоце,кхоалгӏа
675,letzter::A,меельце,тӏаьххьара
676,allein::ADV,башка,цхьаъ
677,allein::ADV,ськамонзо,цхьаъ
678,auf einmal::ADV,вейсэ,цу сохьтта
679,zusammen::ADV,вейс,цхьана
680,zusammen::ADV,вейсэ,цхьана
681,lange::ADV,кувать,дукха
682,plötzlich::ADV,апак учо,цIеххьана
683,sofort::ADV,курок,цу сохьтта
684,sofort::ADV,нейке,цу сохьтта
685,später::ADV,мейле,тӏаьхьо
686,jetzt::ADV,ней,хӏинца
687,heute::ADV,течи,тахана
688,morgen::ADV,ванды,кхана
689,bald::ADV,курок,кеста
690,dann::ADV,мейле,тӏаккха
691,dann::ADV,седе мейле,тӏаккха
692,gestern::ADV,исяк,селхана
693,einst::ADV,весть,цкъа
694,einst::ADV,зярдо-бути,цкъа
695,damals::ADV,сестэ,хӏетахьь
696,danach::ADV,мейле,тӏаккха
697,danach::ADV,седе мейле,тӏаккха
698,vorher::ADV,васняяк,хьалхa
699,zuerst::ADV,васня,хьалха
700,einmal::ADV,весть,цкъа
701,manchmal::ADV,лиясто,цкъаццкъа
702,oft::ADV,сеетьстэ,кест-кеста
703,immer::ADV,свал,даим
704,niemals::ADV,а зярдояк,цкъа а
705,hier::ADV,тесэ,кхузахь
706,hierhin::ADV,тей,кхуза
707,von hier::ADV,тестэ,кхузара
708,dort::ADV,тосо,цигахь
709,dorthin::ADV,тов,цига
710,geradeaus::ADV,витьстэ,нийса дӏа
711,vorwärts::ADV,икелев,хьалха
712,rückwärts::ADV,мекев,юха
713,zurück::ADV,мекев,юха
714,unten::ADV,ало,лахахь
715,hinab::ADV,алов,охьа
716,oben::ADV,вере,лакхахь
717,hinauf::ADV,верев,хьала
718,überall::ADV,эрьва косо,массанхьа
719,nicht::ADV,а,ца
720,ein wenig::ADV,аламошка,кӏеззиг
721,kaum::ADV,ансяк,халла
722,sehr::ADV,пек,вуно
723,sehr::ADV,вельть,вуно
724,so::ADV,истя,
725,noch::ADV,таго,кхин
726,nur::ADV,ансяк,бен ...ца
727,schon::ADV,уш,хӏинцале
728,wieder::ADV,таго,юха а
729,vergebens::ADV,стяко,эрна
730,vor::PRP,икеле,хьалха
731,hinter::PRP,вельде,тӏехьа
732,unter::PRP,ало,кIелахь
733,durch::PRP,пачк,чекх
734,neben::PRP,вакссо,юххе
735,zwischen::PRP,ютксо,юккъехь
736,wegen::PRP,кис,дуьхьа
737,wegen::PRP,коряс,дуьхьа
738,wegen::PRP,кувалт,дуьхьа
739,dies::PRN,те,и
740,dies::PRN,те,иза
741,das::PRN,те,и
742,das::PRN,те,иза
743,das::PRN,тона,и
744,das::PRN,тона,иза
745,alles::PRN,весе,дерриг
746,alles::PRN,весемесь,дерриг
747,ich::PRN,мон,cо
748,du::PRN,тон,хьо
749,er::PRN,сон,и
750,er::PRN,сон,иза
751,wir::PRN,минь,тхо
752,wir::PRN,минь,вай
753,ihr::PRN,тынь,шу
754,sie::PRN,сынь,уьш
755,was::FPRN,мезе,хӏун
756,wer::FPRN,ки,мила
757,wo::FADV,косо,мичaхь
758,wohin::FADV,ков,мича
759,wohin::FADV,козо,мича
760,wie::FADV,кода,муха
761,warum::FADV,мекс,хӏунда
762,wieviel::FNUM,зяро,мел
763,wieviel::FNUM,зяро,маса
764,eins::NUM,вейке,цхьаъ
765,zwei::NUM,кавто,шиъ
766,drei::NUM,колмо,кхоъ
767,vier::NUM,ниле,диъ
768,fünf::NUM,вете,пхиъ
769,sechs::NUM,кото,ялх
770,sieben::NUM,сисем,ворхӏ
771,acht::NUM,кавксо,бархӏ
772,neun::NUM,вейксэ,исс
773,zehn::NUM,кемень,итт
774,elf::NUM,кевейкее,цхьайтта
775,zwölf::NUM,кемгавтово,шийтта
776,zwanzig::NUM,комсь,ткъа
777,dreißig::NUM,колоньгемень,ткъе итт
778,vierzig::NUM,ниленьгемень,шовзткъа
779,fünfzig::NUM,ведьгемень,шовзткъе итт
780,sechzig::NUM,кодгемень,кхузткъа
781,siebzig::NUM,сизьгемень,кхузткъе итт
782,achtzig::NUM,кавксоньгемень,дезткъа
783,neunzig::NUM,вейксэньгемень,дезткъе итт
784,hundert::NUM,сядо,бӏе
785,tausend::NUM,тыща,эзар
786,und::CNJ,ды,a
787,oder::CNJ,или,я
