,Concept_ID,ga,kv
178,Schaf::N,caora,баля
179,Schwein::N,muc,порсь
180,Hund::N,madra,пон
181,Katze::N,cat,кань
182,Bär::N,béar,ош
183,Eichhörnchen::N,iora,ур
184,Elch::N,eilc,вӧр мӧс
185,Fuchs::N,sionnach,руч
186,Fuchs::N,madra rua,руч
187,Hase::N,giorria,кӧч
188,Maus::N,luch,шыр
189,Wolf::N,mac tíre,кӧин
190,Vogel::N,éan,кай
191,Schwarm::N,saithe,стая
192,Schwarm::N,saithe,чукӧр
193,Huhn::N,cearc,курӧг
194,Hahn::N,coileach,петух
195,Hahn::N,coileach,ай курӧг
196,Gans::N,gé,дзодзог
197,Adler::N,iolar,куч
198,Adler::N,iolar,кутш
199,Ente::N,lacha,утка
200,Eule::N,ulchabhán,тупка
201,Kranich::N,grús,тури
202,Krähe::N,caróg,рака
203,Krähe::N,préachán,рака
204,Kuckuck::N,cuach,кӧк
205,Schwan::N,eala,юсь
206,Fisch::N,iasc,чери
207,Barsch::N,péirse,ёкыш
208,Hecht::N,liús,сирпинь
209,Schlange[Tier]::N,nathair,змей
210,Wurm::N,péist,номыр
211,Spinne::N,damhán alla,черань
212,Ameise::N,seangán,кӧдзывкар
213,Laus::N,míol,ляпа той
214,Mücke::N,muiscít,ном
215,Mücke::N,corrmhíol,ном
216,Fliege::N,cuil,гут
217,Fliege::N,cuileog,гут
218,Schmetterling::N,féileacán,бабыв
219,Beere::N,caor,ягӧд
220,Apfel::N,úll,яблоко
221,Pilz::N,beacán,тшак
222,Pilz::N,muisiriún,тшак
223,Zwiebel::N,oinniún,грез
224,Saat::N,síol,кӧдзыс
225,Korn::N,gráinne,сю
226,Heu::N,féar,турун
227,Schale::N,scaimh,кыш
228,Schale::N,scaimh,киль
229,Grube::N,poll,яма
230,Falle::N,gaiste,нальк
231,Falle::N,gaiste,кляпча
232,Schlinge::N,sealán,лӧч
233,Spur::N,rian,туй
234,Asche::N,luaith,пӧим
235,Dreck::N,salachar,нять
236,Eisen::N,iarann,кӧрт
237,Gold::N,ór,зарни
238,Silber::N,airgead,язісь
239,Kohle::N,gual,шом
240,Kohle::N,gual,уголь
241,Glas::N,gloine,стекло
242,Lehm::N,cré,сёй
243,Sand::N,gaineamh,лыа
244,Mensch::N,duine,морт
245,Mann::N,fear,мужик
246,Frau::N,bean,инька
247,Kind::N,gasúr,кага
248,Kind::N,páiste,кага
249,Junge::N,buachaill,зонка
250,Mädchen::N,cailín,нывкаок
251,Familie::N,teaghlach,семья
252,Familie::N,comhluadar,семья
253,Großvater::N,seanathair,дед
254,Großmutter::N,seanmháthair,баб
255,Eltern::N,tuismitheoirí,ай-мам
256,Vater::N,athair,ай
257,Mutter::N,máthair,мам
258,Sohn::N,mac,зон
259,Tochter::N,iníon,ныв
260,Bruder::N,deartháir,вон
261,Schwester::N,deirfiúr,сой
262,Onkel::N,uncail,дядь
263,Tante::N,aintín,айӧлӧн сой
264,Tante::N,aintín,ичинь
265,Ehemann::N,fear céile,жӧник
266,Ehefrau::N,bean chéile,инь
267,Freude::N,áthas,гаж
268,Freude::N,áthas,радъялӧм
269,Gelächter::N,gáire,сералӧм
270,Glück::N,séan,мичлун
271,Glück::N,sonas,мичлун
272,Kummer::N,brón,шог
273,Kummer::N,buairt,шог
274,Wunsch::N,guí,мӧдӧм
275,Wunsch::N,guí,охотитӧм
276,Wunsch::N,achainí,мӧдӧм
277,Wunsch::N,achainí,охотитӧм
278,Lust::N,fonn,охота
279,Geist::N,meon,лов
280,Geist::N,spiorad,лов
281,Gedanke::N,smaoineamh,дума
282,Gedächtnis::N,cuimhne,тӧдвыв
283,Verstand::N,ciall,вежӧр
284,Verstand::N,intinn,вежӧр
285,Sinn::N,brí,ылӧс
286,Sinn::N,ciall,ылӧс
287,Grund::N,fáth,мог
288,Wahrheit::N,fírinne,правда
289,Gespräch::N,comhrá,сёрни
290,Märchen::N,scéal,сказка
291,Erzählung::N,scéal,висьт
292,Nachricht::N,teachtaireacht,юӧр
293,Nachricht::N,teachtaireacht,висьталӧм
294,Neuigkeit::N,scéala,новость
295,Name::N,ainm,ним
296,Rätsel::N,tomhas,загадка
297,Rede::N,óráid,сёрни
298,Rede::N,aitheasc,сёрни
299,Sprache::N,teanga,кыв
300,Stimme::N,guth,голос
301,Wort::N,focal,кыв
302,Zeichen::N,comhartha,пас
303,Ruf::N,glaoch,чуксӧм
304,Ruf::N,glaoch,чукӧстӧм
305,Lärm::N,torann,шум
306,Laut::N,fuaim,шы
307,Ton::N,ton,гор
308,Lied::N,amhrán,сьыланкыв
309,Ruhe::N,suaimhneas,спокой
310,Leute::N,muintir,йӧз
311,Volk::N,pobal,йӧз
312,Volk::N,pobal,народ
313,Arbeit::N,obair,удж
314,Gast::N,aoi,гӧсь
315,Geschenk::N,féirín,гӧснеч
316,Geschenk::N,féirín,подарок
317,Geschenk::N,bronntanas,гӧснеч
318,Geschenk::N,bronntanas,подарок
319,Spiel::N,cluiche,орсӧм
320,Gesellschaft::N,comhluadar,компания
321,Hilfe::N,cúnamh,отсӧт
322,Hilfe::N,cabhair,отсӧт
323,Freund::N,cara,модз
324,Freund::N,cara,дружок
325,Kamerad::N,comrádaí,тӧдса
326,Angelegenheit::N,ábhar,дело
327,Anzahl::N,líon,лыд
328,Art::N,sórt,пӧлӧс
329,Art::N,saghas,пӧлӧс
330,Stück::N,píosa,тор
331,Teil::N,cuid,юкӧм
332,Teil::N,páirt,юкӧм
333,Hälfte::N,leath,джын
334,Kreis::N,ciorcal,круг
335,Kreuz::N,cros,перна
336,Linie::N,líne,визь
337,Strich::N,stríoc,кырӧв
338,Abstand::N,achar,колас
339,Entfernung::N,fad,ылына
340,Gegend::N,ceantar,места
341,Platz::N,áit,места
342,Platz::N,spás,места
343,Ort::N,áit,места
344,Seite::N,taobh,ладор
345,Mitte::N,lár,шӧр
346,Gegenstand::N,ball,тор
347,Gegenstand::N,ábhar,тор
348,Sache::N,ní,тор
349,Sache::N,rud,тор
350,Rand::N,imeall,дор
351,Rand::N,ciumhais,дор
352,Kante::N,corr,ордлы
353,Kante::N,colbha,ордлы
354,Ecke::N,coirnéal,пельӧс
355,Spitze::N,gob,йыв
356,Spitze::N,barr,йыв
357,Ende::N,ceann,йыв
358,Ende::N,foirceann,йыв
359,Loch::N,poll,осьта
360,Winkel::N,cúinne,пельӧс
361,Winkel::N,uillinn,пельӧс
362,Muster::N,patrún,сер
363,Größe::N,méid,ыжда
364,Größe::N,toise,ыжда
365,Länge::N,fad,кузя
366,Höhe::N,airde,сувда
367,Höhe::N,airde,вылына
368,Gewicht::N,meáchan,сьӧкта
369,Menge::N,méid,
370,Haufen::N,cnap,куча
371,Reihe::N,líne,лёдз
372,Reihe::N,sraith,лёдз
373,Boot::N,bád,пыж
374,Ruder::N,rámh,пелыс
375,Ruder::N,maide rámha,пелыс
376,Schlitten::N,carr sleamhnáin,додь
377,Ski::N,scí,лямпа
378,Lagerfeuer::N,tine champa,бипур
379,Last::N,ualach,тягота
380,Gang::N,siúlóid,мунӧм
381,Schritt::N,céim,вожмӧв
382,Schritt::N,coiscéim,вожмӧв
383,Norden::N,tuaisceart,ой
384,Süden::N,deisceart,лун
385,Westen::N,iarthar,рытвыв
386,Osten::N,oirthear,асыв
387,Holz::N,adhmad,пу
388,Brett::N,clár,пӧв
389,Platte::N,leac,плита
390,Stütze::N,taca,пика
391,Stange::N,polla,зор
392,Stange::N,polla,потш
393,Stange::N,cuaille,зор
394,Stange::N,cuaille,потш
395,Stock::N,bata,бедь
396,Stock::N,maide,бедь
397,Stab::N,maide,шест
398,Stab::N,bachall,шест
399,Rohr::N,píopa,труба
400,Haus::N,teach,керку
401,Heim::N,baile,керку
402,Ofen::N,sornóg,пӧжавны
403,Fußboden::N,urlár,джодж
404,Tisch::N,bord,пызан
405,Tisch::N,tábla,пызан
406,Stuhl::N,cathaoir,стул
407,Wiege::N,cliabhán,зыбка
408,Bett::N,leaba,кровать
409,Regal::N,seilf,джадж
410,Kiste::N,bosca,ящик
411,Fenster::N,fuinneoig,ӧшын
412,Tür::N,doras,ыбӧс
413,Tor::N,geata,ворота
414,Zaun::N,fál,забор
415,Zaun::N,claí,забор
416,Dach::N,díon,крыша
417,Leiter::N,dréimire,лиснич
418,Besen::N,scuab,рос
419,Spaten::N,spád,зыр
420,Spaten::N,rámhainn,зыр
421,Schaufel::N,sluasaid,зыр
422,Gabel::N,forc,вила
423,Gabel::N,gabhlóg,вила
424,Löffel::N,spúnóg,пань
425,Messer::N,scian,пурт
426,Nagel::N,tairne,кӧрттув
427,Netz::N,líon,кыйӧт
428,Netz::N,eangach,кыйӧт
429,Haken::N,croch,ем
430,Griff::N,cos,пу
431,Griff::N,hanla,пу
432,Schloss::N,glas,замок
433,Bild::N,pictiúr,картина
434,Figur::N,fíor,мыгӧр
435,Puppe::N,bábóg,акань
436,Beutel::N,mála,мешӧк
437,Beutel::N,mealbhóg,мешӧк
438,Bündel::N,beart,нин
439,Tasche::N,mála,сумка
440,Eimer::N,buicéad,ведра
441,Deckel::N,clár,вевт
442,Deckel::N,claibín,вевт
443,Geschirr::N,soithí,доз
444,Geschirr::N,soithí,бекӧрпань
445,Geschirr::N,gréithe,доз
446,Geschirr::N,gréithe,бекӧрпань
447,Sack::N,sac,мешӧк
448,Sack::N,mála,мешӧк
449,Tasse::N,cupán,бекӧр
450,Topf::N,pota,кастрюля
451,Kessel::N,citeal,пӧрт
452,Essen::N,béile,сёйӧм
453,Nahrung::N,bia,вердан
454,Speise::N,mias,сёян
455,Fleisch::N,feoil,яй
456,Getreide::N,grán,сю
457,Getreide::N,arbhar,сю
458,Brei::N,brúitín,каша
459,Brot::N,arán,нянь
460,Scheibe::N,píosa,шӧрӧм
461,Scheibe::N,slisne,шӧрӧм
462,Fett::N,saill,гос
463,Fett::N,méathras,гос
464,Butter::N,im,ви
465,Öl::N,ola,ви
466,Salz::N,salann,сов
467,Suppe::N,sú,шыд
468,Suppe::N,anraith,шыд
469,Honig::N,mil,ма
470,Milch::N,bainne,йӧв
471,Tee::N,tae,чай
472,Leder::N,leathar,кучик
473,Wolle::N,olann,гӧн
474,Stoff::N,éadach,дӧра
475,Nadel::N,snáthaid,ем
476,Faden::N,snáth,сунис
477,Knopf::N,cnaipe,кизь
478,Knoten::N,snaidhm,узӧв
479,Knoten::N,snaidhm,гӧрӧд
480,Farbe::N,péint,краска
481,Kleidung::N,éadaí,паськӧм
482,Hemd::N,léine,йӧрнӧс
483,Kragen::N,bóna,воротник
484,Ärmel::N,muinchille,сос
485,Hose::N,bríste,вешьян
486,Hose::N,treabhsar,вешьян
487,Gürtel::N,crios,йи
488,Mütze::N,caipín,шапка
489,Schuh::N,bróg,ботинки
490,Stiefel::N,buatais,сапог
491,Ring::N,fáinne,чунькытш
492,Band::N,ribín,ленточка
493,Kamm::N,cíor,сынан
494,Spiegel::N,scáthán,зеркало
495,Riemen::N,iall,ремень
496,Riemen::N,strapa,ремень
497,Schnur::N,téad,гез
498,Schnur::N,sreangán,гез
499,Leine::N,iall,повод
500,Decke::N,pluid,одеяло
501,Decke::N,blaincéad,одеяло
502,Kissen::N,piliúr,подушка
503,Kissen::N,adhartán,подушка
504,Tuch::N,scaif,чышьян
505,Handtuch::N,tuáille,чышкӧт
506,Kraft::N,fórsa,прак
507,Stärke::N,neart,вын
508,Gesundheit::N,sláinte,здоровье
509,Krankheit::N,tinneas,шог
510,Krankheit::N,breoiteacht,шог
511,Schmerz::N,pian,зубыт
512,Wunde::N,goin,рана
513,Fieber::N,fiabhras,лёк тресся
514,Fieber::N,fiabhras,кынтан шогӧт
515,Arznei::N,cógas,лекарство
516,Brücke::N,droichead,пос
517,Brunnen::N,tobar,колодец 
518,Weide::N,féarach,пода йирсян
519,Pfad::N,cosán,туй
520,Pfad::N,conair,туй
521,Weg::N,slí,туй
522,Weg::N,bealach,туй
523,Straße::N,bóthar,туй
524,Dorf::N,sráidbhaile,деревня
525,Stadt::N,baile,город
526,Stadt::N,cathair,город
527,Brief::N,litir,гижӧт
528,Buch::N,cín,книга
529,Buch::N,leabhar,книга
530,Buchstabe::N,litir,буква
531,Zeitung::N,nuachtán,газета
532,Leben::N,saol,олан
533,Leben::N,beatha,олан
534,Tod::N,bás,кулӧм
535,Grab::N,uaigh,гу
536,Kirche::N,eaglais,вичку
537,Sünde::N,peaca,грек
538,Gott::N,dia,ен
539,Arbeiter::N,oibrí,уджалiсь
540,Chef::N,saoiste,начальник
541,Chef::N,ceannasaí,начальник
542,Meister::N,máistir,мастер
543,Arzt::N,lia,врач
544,Arzt::N,dochtúir,врач
545,Lehrer::N,oide,велӧтісь
546,Lehrer::N,múinteoir,велӧтісь
547,Geld::N,airgead,деньга
548,Geschäft::N,gnó,удж
549,Laden::N,siopa,магазин
550,Preis::N,praghas,дон
551,Ware::N,earra,товар
552,Nutzen::N,tairbhe,путь
553,Reichtum::N,rachmas,богатство
554,Reichtum::N,saibhreas,богатство
555,Welt::N,domhan,му
556,Land::N,tír,страна
557,Staat::N,stát,государство
558,König::N,rí,кан
559,Macht::N,cumhacht,власть
560,Grenze::N,críoch,граница
561,Grenze::N,teorainn,граница
562,Krieg::N,cogadh,война
563,Feind::N,namhaid,враг
564,Gewalt::N,foréigean,
565,Kampf::N,troid,нярасьӧм
566,Kampf::N,troid,вермасьӧм
567,Bogen[Waffe]::N,bogha,лук
568,Pfeil::N,saighead,ньӧв
569,Gewehr::N,gunna,ружьё
570,Fehler::N,botún,ошибка
571,Fehler::N,meancóg,ошибка
572,Lüge::N,bréag,ылӧтӧм
573,Lüge::N,bréag,пӧрьялӧм
574,Lüge::N,éitheach,ылӧтӧм
575,Lüge::N,éitheach,пӧрьялӧм
576,Schaden::N,dochar,лёк
577,Schaden::N,damáiste,лёк
578,Unglück::N,drochrath,пик
579,Unglück::N,drochrath,оказзё
580,Schuld::N,locht,вина
581,Schuld::N,milleán,вина
582,Alter::N,aois,
583,Schluss::N,deireadh,ком
584,Zeit::N,am,кад
585,Zeit::N,aimsir,кад
586,Tag::N,lá,лун
587,Morgen::N,maidin,асыв
588,Mittag::N,nóin,луншӧр кад
589,Abend::N,tráthnóna,рыт
590,Nacht::N,oíche,ой
591,Woche::N,seachtain,неделя
592,Monat::N,mí,тӧлicь
593,Jahr::N,bliain,год
594,Frühling::N,earrach,тулыс
595,Sommer::N,samhradh,гожум
596,Herbst::N,fómhar,ар
597,Winter::N,geimhreadh,тӧв
598,Januar::N,Eanáir,январ
599,Februar::N,Feabhra,февраль
600,März::N,Márta,март
601,April::N,Aibreán,апрель
602,Mai::N,Bealtaine,май
603,Juni::N,Meitheamh,юнь
604,Juli::N,Iúil,юль
605,August::N,Lúnasa,август
606,September::N,Meán Fómhair,сентяб
607,Oktober::N,Deireadh Fómhair,октяб
608,November::N,Samhain,нояб
609,November::N,Mí na Samhna,нояб
610,Dezember::N,Mí na Nollag,декаб
611,Montag::N,Luan,вильлун
612,Montag::N,Dé Luain,вильлун
613,Dienstag::N,Máirt,мӧдӧдзлун
614,Dienstag::N,Dé Máirt,мӧдӧдзлун
615,Mittwoch::N,Céadaoin,шӧрлун
616,Mittwoch::N,Dé Céadaoin,шӧрлун
617,Donnerstag::N,Déardaoin,нёльӧдзлун
618,Freitag::N,Aoine,витӧдзлун
619,Freitag::N,Dé hAoine,витӧдзлун
620,Samstag::N,Satharn,пывсянлун
621,Samstag::N,Dé Sathairn,пывсянлун
622,Sonntag::N,Domhnach,кресення
623,Sonntag::N,Dé Domhnaigh,кресення
624,groß::A,mór,ыджыт
625,klein::A,beag,учӧтик
626,lang::A,fada,кузь
627,kurz::A,gearr,дженыт
628,kurz::A,gairid,дженыт
629,breit::A,leathan,ота
630,breit::A,fairsing,ота
631,schmal::A,cúng,векнит
632,dicht::A,dlúth,тшӧк
633,dick[Gegenstand]::A,tiubh,кыз
634,dünn::A,caol,вӧснит
635,dünn::A,tanaí,вӧснит
636,fein::A,scáinte,вӧснит
637,fein::A,fíneálta,вӧснит
638,fest::A,daingean,крепыт
639,flach::A,cothrom,лапкӧса
640,glatt::A,mín,волькыт
641,glatt::A,sleamhain,волькыт
642,hart::A,crua,чӧрыт
643,weich::A,bog,небыт
644,rund::A,cruinn,гӧгрӧса
645,spitz::A,gobach,ёся
646,spitz::A,biorach,ёся
647,scharf::A,géar,лэчыт
648,scharf::A,faobhrach,лэчыт
649,stumpf::A,maol,ныж
650,schwer::A,trom,сьӧкыт
651,schön::A,álainn,басӧк
652,heiß::A,te,жар
653,warm::A,te,шоныт
654,kalt::A,fuar,кӧдзыт
655,kühl::A,fionnuar,сайкыт
656,frisch::A,úr,виль
657,frisch::A,friseáilte,виль
658,feucht::A,tais,вакодь
659,nass::A,fliuch,ва
660,trocken::A,tirim,кӧс
661,voll::A,lán,тыра
662,leer::A,folamh,тыртӧм
663,offen::A,oscailte,оссьӧм
664,geschlossen::A,dúnta,игана
665,geschlossen::A,dúnta,пӧдана
666,geschlossen::A,druidte,игана
667,geschlossen::A,druidte,пӧдана
668,sauber::A,glan,сӧдз
669,sauber::A,glan,сӧстӧм
670,schmutzig::A,salach,нятьӧсь
671,roh::A,amh,путӧм
672,reif::A,aibí,кисьмалӧм
673,lecker::A,blasta,кӧра 
674,süß::A,milis,чӧскыт
675,bitter::A,searbh,курыт
676,sauer::A,géar,шӧма 
677,sauer::A,searbh,шӧма 
678,hell::A,geal,югыт
679,hell::A,soilseach,югыт
680,dunkel::A,dorcha,пемыт
681,schwarz::A,dubh,сьӧд
682,weiß::A,bán,чочком
683,rot::A,dearg,гӧрд
684,gelb::A,buí,веж
685,blau::A,gorm,лӧз
686,grün::A,glas,веж
687,grün::A,uaine,веж
688,grau::A,liath,руд
689,grau::A,liath,бусӧй
690,bunt::A,ildathach,быдрӧма
691,bunt::A,dathannach,быдрӧма
692,billig::A,saor,донтӧм
693,teuer::A,daor,дона
694,teuer::A,costasach,дона
695,wertvoll::A,luachmhar,дона
696,blind::A,dall,синтӧм
697,blind::A,caoch,синтӧм
698,taub::A,bodhar,пельтӧм
699,kräftig::A,cumhachtach,вына
700,stark::A,tréan,вына
701,stark::A,láidir,вына
702,schwach::A,lag,некодя
703,schwach::A,fann,некодя
704,fett::A,ramhar,госа
705,schlank::A,caol,статя
706,schlank::A,seang,статя
707,hübsch::A,álainn,басӧк
708,hübsch::A,dathúil,басӧк
709,böse::A,olc,лёк
710,dumm::A,dúr,бӧбӧв
711,dumm::A,dúr,вежӧртӧм
712,dumm::A,amaideach,бӧбӧв
713,dumm::A,amaideach,вежӧртӧм
714,faul::A,falsa,дыш
715,faul::A,leisciúil,дыш
716,fleißig::A,dícheallach,уджалicь
717,geizig::A,barainneach,жикмӧра
718,geizig::A,barainneach,горшаліcь
719,geizig::A,sprionlaithe,жикмӧра
720,geizig::A,sprionlaithe,горшаліcь
721,klug::A,cliste,авья
722,klug::A,cliste,вежӧра
723,geschickt::A,oilte,кипода
724,geschickt::A,ealaíonta,кипода
725,lieb::A,dil,муса
726,lieb::A,dil,дзулиньӧй
727,lieb::A,dílis,муса
728,lieb::A,dílis,дзулиньӧй
729,lustig::A,aerach,гажа
730,lustig::A,meidhreach,гажа
731,sanft::A,bog,лебезнӧй
732,sanft::A,séimh,лебезнӧй
733,hungrig::A,ocrach,тшыг
734,krank::A,tinn,шогалiсь
735,krank::A,breoite,шогалiсь
736,nackt::A,nocht,куш
737,traurig::A,brónach,жугыль
738,lebendig::A,beo,ловья
739,gut::A,maith,бур
740,schlecht::A,dona,умӧль
741,schlecht::A,droch-,умӧль
742,richtig::A,ceart,
743,schlimm::A,gránna,нештӧм
744,schlimm::A,tubaisteach,нештӧм
745,wahr::A,fíor,
746,alt::A,sean,важ
747,neu::A,úr,виль
748,neu::A,nua,виль
749,ehemalig::A,iar-,вӧвлӧм
750,ehemalig::A,sean-,вӧвлӧм
751,alt[Lebewesen]::A,sean,года
752,alt[Lebewesen]::A,sean,годдэза
753,alt[Lebewesen]::A,aosta,года
754,alt[Lebewesen]::A,aosta,годдэза
755,jung::A,óg,том
756,arm::A,bocht,гов
757,arm::A,bocht,беднӧй
758,reich::A,saibhir,эма
759,reich::A,rachmasach,эма
760,bekannt::A,atá eolas air,тӧдса
761,berühmt::A,cailiúil,
762,berühmt::A,clúiteach,
763,fremd::A,coimhthíoch,чужӧй
764,verschieden::A,éagsúil,быдкодь
765,verschieden::A,difriúil,быдкодь
766,nah::A,gar,матiсь
767,nah::A,deas,матiсь
768,fern::A,i bhfad uainn,ылicь
769,fern::A,i bhfad i gcéin,ылicь
770,linker::A,clé,шульга
771,rechter::A,deas,веськытланись
772,anderer::A,eile,мукӧд
773,erster::A,céad,медодзза
774,zweiter::A,dóú,кыкӧт
775,zweiter::A,dara,кыкӧт
776,dritter::A,tríú,куимӧт
777,dritter::A,tríú,куимӧдз
778,dritter::A,treas,куимӧт
779,dritter::A,treas,куимӧдз
780,letzter::A,déanach,бӧрья
781,letzter::A,déanach,мёдбӧрья
782,letzter::A,deireanach,бӧрья
783,letzter::A,deireanach,мёдбӧрья
784,allein::ADV,i d'aonar,
785,auf einmal::ADV,ag an am céanna,тшӧтш
786,zusammen::ADV,le chéile,ӧтлаын
787,zusammen::ADV,in eineacht,ӧтлаын
788,lange::ADV,fada,дыр
789,plötzlich::ADV,go tobann,друг
790,plötzlich::ADV,i dtobainne,друг
791,sofort::ADV,ar an toirt,тшӧтш
792,sofort::ADV,ar an bpointe,тшӧтш
793,später::ADV,níos déanaí,медбӧрын
794,jetzt::ADV,anois,ӧні
795,heute::ADV,inniu,талун
796,morgen::ADV,amárach,ашын
797,bald::ADV,go luath,чожа
