,Concept_ID,uz,fr
825,sechzig::NUM,oltmish,soixante
826,siebzig::NUM,etmish,soixante-dix
827,achtzig::NUM,sakson,quatre-vingt
828,neunzig::NUM,to'qson,quatre-vingt-dix
829,hundert::NUM,yuz,cent
830,tausend::NUM,ming,mille
831,und::CNJ,va,et
832,oder::CNJ,yo,ou
833,stehen::V,turmoq,être debout
834,sitzen::V,o'tirmoq,être assis
835,liegen::V,yotmoq,être couché
836,hängen::V,osilmoq,pendre
837,werden::V,bo'lmoq,devenir
838,passieren::V,bo'lib o'tmoq,se passer
839,beginnen::V,boshlanmoq,commencer
840,enden::V,bitmoq,finir
841,enden::V,bitmoq,se terminer
842,wechseln::V,o'zgarmoq,changer
843,wechseln::V,o'zgarmoq,alterner
844,aufgehen[Sonne]::V,chiqmoq,se lever
845,untergehen[Sonne]::V,botmoq,se coucher
846,scheinen[Sonne]::V,yaraqlamoq,briller
847,donnern::V,gulduramoq,tonner
848,wehen::V,elpimoq,souffler
849,strömen::V,oqmoq,affluer
850,fließen::V,oqmoq,couler
851,sich drehen::V,aylanmoq,tourner
852,schwanken::V,qoqilmoq,osciller
853,schwanken::V,qoqilmoq,chanceler
854,schwingen::V,lopillamoq,vibrer
855,schwingen::V,lopillamoq,osciller
856,fallen::V,tushmoq,tomber
857,brennen::V,yonmoq,brûler
858,brennen::V,yonmoq,flamber
859,rauchen::V,tutamoq,fumer
860,regnen::V,yomg'ir yog'moq,pleuvoir
861,gefrieren::V,muzlamoq,geler
862,tauen::V,ärimoq,dégeler
863,schmelzen::V,ärimoq,fondre
864,trocknen::V,qurimoq,sécher
865,sieden::V,qaynamoq,bouillir
866,faulen::V,chirimoq,pourrir
867,faulen::V,chirimoq,se putréfier
868,verfaulen::V,chirimoq,pourrir
869,reißen::V,qayt qilmoq,rompre
870,reißen::V,qayt qilmoq,se déchirer
871,versinken::V,g'arq bo'lmoq,s'enfoncer
872,vergehen::V,o'tmoq,passer
873,erscheinen::V,zuhur ätmoq,apparaître
874,verschwinden::V,yo'qolmoq,disparaître
875,sinken::V,pasaymoq,descendre
876,sinken::V,pasaymoq,s'abaisser
877,abnehmen::V,kamaymoq,diminuer
878,zunehmen::V,urchimoq,augmenter
879,steigen::V,oshmoq,monter
880,wachsen::V,o'smoq,croître
881,glänzen::V,porlamoq,briller
882,funkeln::V,yalt ätmoq,étinceler
883,lärmen::V,taraq ätmoq,faire du bruit
884,läuten::V,jiringlamoq,sonner
885,klingeln::V,jiringlamoq,sonner
886,klirren::V,sharaqlamoq,cliqueter
887,brausen::V,vag'illamoq,mugir
888,rauschen::V,shitirlamoq,bruire
889,klingen::V,yangramoq,sonner
890,bellen::V,hurmoq,aboyer
891,heulen::V,uvlamoq,hurler
892,blasen::V,puflamoq,souffler
893,pfeifen::V,xushtak chalmoq ,siffler
894,schreien::V,qiyqirmoq,crier
895,stöhnen::V,nola qilmoq,gémir
896,zittern::V,titramoq,trembler
897,leben::V,yashamoq,vivre
898,geboren werden::V,tug'ilmoq,naître
899,atmen::V,nafas chiqarmoq,respirer
900,trinken::V,ichmoq,boire
901,essen::V,emoq,manger
902,schlucken::V,yutmoq,avaler
903,müde werden::V,horimoq,se lasser
904,müde werden::V,horimoq,se fatiguer
905,einschlafen::V,uxlab qolmoq,s'endormir
906,schlafen::V,uxlamoq,dormir
907,aufwachen::V,uyg'onmoq,se réveiller
908,aufstehen::V,qo'pmoq,se lever
909,sich erholen::V,dam olmoq,se reposer
910,sich erholen::V,dam olmoq,se détendre
911,krank werden::V,kasallanmoq,tomber malade
912,krank sein::V,betob yotmoq,être malade
913,schmerzen::V,og'rimoq,faire mal
914,husten::V,yo'talmoq,tousser
915,genesen::V,tuzalmoq,guérir
916,genesen::V,tuzalmoq,se remettre
917,sterben::V,o'lmoq,mourir
918,umkommen::V,halok bo'lmoq,périr
919,sich bewegen::V,harakat qilmoq,bouger
920,sich rühren::V,qimirlamoq,broncher
921,sich erheben::V,qo'pmoq,se lever
922,sich setzen::V,o'tirmoq,s'asseoir
923,hinfallen::V,yiqilmoq,tomber
924,laufen::V,yurmoq,marcher
925,laufen::V,yurmoq,aller à pied
926,schreiten::V,yurmoq,marcher
927,spazierengehen::V,sayr ätmoq,se promener
928,eilen::V,tezlamoq,courir
929,sich beeilen::V,shoshmoq,se hâter
930,sich beeilen::V,shoshmoq,se dépêcher
931,sausen::V,chopqillamoq,filer
932,rennen::V,yugurmoq,courir
933,springen::V,sakramoq,sauter
934,klettern::V,yuqorilamoq,grimper
935,schaukeln::V,irg'amoq,se balancer
936,kriechen::V,ämaklamoq,ramper
937,schwimmen::V,suzmoq,nager
938,tauchen::V,chu'mmoq,plonger
939,rudern::V,eshkak eshmoq,ramer
940,fahren::V,haydamoq,aller
941,fahren::V,haydamoq,rouler
942,fliegen::V,uchmoq,voler
943,gehen::V,bormoq,aller
944,weggehen::V,ketoq,s'en aller
945,abfahren::V,jo'namoq,partir
946,anhalten::V,to'xtamoq,s'arrêter
947,hineingehen::V,kirmoq,entrer
948,eintreten::V,kirmoq,entrer
949,kommen::V,kelmoq,venir
950,ankommen::V,etib kelmoq,arriver
951,zurückkommen::V,qaytib kelmoq,revenir
952,bleiben::V,qolmoq,rester
953,bleiben::V,qolmoq,demeurer
954,warten::V,poylamoq,attendre
955,erwarten::V,kutmoq,attendre
956,suchen::V,izlamoq,chercher
957,finden::V,topmoq,trouver
958,versuchen::V,chalishmoq,essayer
959,vorbereiten::V,hozirlamoq,préparer
960,lieben::V,sevmoq,aimer
961,mögen::V,ardoqlamoq,aimer
962,mögen::V,ardoqlamoq,vouloir
963,lachen::V,kulmoq,rire
964,rühren::V,ta'sirlantirmoq,toucher
965,rühren::V,ta'sirlantirmoq,attendrir
966,weinen::V,yig'lamoq,pleurer
967,schimpfen::V,koyinmoq,gronder
968,sich ärgern::V,g'azab qilmoq,se fâcher
969,sich fürchten::V,hurkmoq,avoir peur
970,fürchten::V,qo'rqmoq,craindre
971,fürchten::V,qo'rqmoq,avoir peur de
972,fliehen::V,qochmoq,fuir
973,flüchten::V,qochmoq,s'enfuir
974,sehen::V,ko'rmoq,voir
975,anschauen::V,razm solmoq,regarder
976,ansehen::V,razm qilmoq,regarder
977,hören::V,äshitmoq,entendre
978,zuhören::V,tinglamoq,écouter
979,probieren::V,tatib ko'rmoq,goûter
980,riechen::V,iskamoq,sentir
981,fühlen::V,sezmoq,sentir
982,scheinen::V,tuyilmoq,sembler
983,scheinen::V,tuyilmoq,paraître
984,zu sehen sein::V,ko'rinmoq,se voir
985,zu sehen sein::V,ko'rinmoq,être visible
986,vernehmen::V,äshitmoq,entendre
987,vernehmen::V,äshitmoq,percevoir
988,frieren::V,sovuq qotmoq,avoir froid
989,tun::V,ätmoq,faire
990,können::V,-a olmoq,savoir
991,können::V,-a olmoq,pouvoir
992,können::V,-y olmoq,savoir
993,können::V,-y olmoq,pouvoir
994,wollen::V,istamoq,vouloir
995,anfangen::V,boshlamoq,commencer
996,beenden::V,bitirmoq,finir
997,beenden::V,bitirmoq,terminer
998,aufhören::V,tinmoq,cesser
999,aufhören::V,tinmoq,arrêter
1000,gelingen::V,muvaffaqiyat qozonmoq,réussir
1001,geraten::V,bo'lmoq,réussir
1002,öffnen::V,ochmoq,ouvrir
1003,schließen::V,yopmoq,fermer
1004,stellen::V,qo'ymoq,poser
1005,stellen::V,qo'ymoq,mettre
1006,setzen::V,o'tqazmoq,placer
1007,legen::V,yotqizmoq,placer
1008,berühren::V,tegmoq,toucher
1009,verbinden::V,ulamoq,lier
1010,bedecken::V,bekitmoq,couvrir
1011,aufhängen::V,ildirmoq,accrocher
1012,anzünden::V,yondirmoq,allumer
1013,aufheben::V,ko'tarmoq,ramasser
1014,zurücklassen::V,ayrilmoq,laisser
1015,verlieren::V,yo'qotmoq,perdre
1016,fallen lassen::V,tushirmoq,lâcher
1017,fallen lassen::V,tushirmoq,laisser tomber
1018,machen::V,qilmoq,faire
1019,herstellen::V,chiqarmoq,produire
1020,herstellen::V,chiqarmoq,fabriquer
1021,bauen::V,solmoq,bâtir
1022,bauen::V,solmoq,construire
1023,reparieren::V,tuzatmoq,réparer
1024,verbessern::V,isloh qilmoq,améliorer
1025,ändern::V,o'zgartirmoq,changer
1026,ändern::V,o'zgartirmoq,modifier
1027,graben::V,qazimoq,creuser
1028,beugen::V,bukmoq,plier
1029,beugen::V,bukmoq,ployer
1030,biegen::V,bukmoq,courber
1031,drehen::V,aylantirmoq,tordre
1032,drehen::V,aylantirmoq,tourner
1033,wenden::V,burmoq,retourner
1034,umdrehen::V,ag'darmoq,tourner
1035,heben::V,yuksaltirmoq,soulever
1036,hochheben::V,ko'tarmoq,lever
1037,ergreifen::V,tutamlamoq,saisir
1038,ergreifen::V,tutamlamoq,prendre
1039,halten::V,tutmoq,tenir
1040,drücken::V,bosmoq,presser
1041,schieben::V,surmoq,pousser
1042,kratzen::V,qashimoq,gratter
1043,kratzen::V,qashimoq,égratigner
1044,lecken::V,mijimoq,lécher
1045,beißen::V,tishlamoq,mordre
1046,abreißen::V,emirmoq,arracher
1047,abschneiden::V,cho'rt kesmoq,couper
1048,binden::V,bog'lamoq,lier
1049,binden::V,bog'lamoq,attacher
1050,stecken::V,suqmoq,enfoncer
1051,brechen::V,sindirmoq,rompre
1052,klopfen::V,dukurlamoq,frapper
1053,hauen::V,urmoq,frapper
1054,kleben::V,yopishtirmoq,coller
1055,reiben::V,surkamoq,frotter
1056,streichen::V,surkamoq,empâter
1057,schleifen::V,qayramoq,affiler
1058,schleifen::V,qayramoq,aiguiser
1059,schneiden::V,kesmoq,couper
1060,schneiden::V,kesmoq,trancher
1061,rütteln::V,chayqamoq,cahoter
1062,schütteln::V,chayqamoq,secouer
1063,schwenken::V,chayqatmoq,agiter
1064,schütten::V,quymoq,verser
1065,füllen::V,to'ldirmoq,remplir
1066,einwickeln::V,chulg'amoq,envelopper
1067,tragen::V,tashimoq,porter
1068,schleppen::V,sudramoq,traîner
1069,ziehen::V,tortmoq,tirer
1070,aufbewahren::V,tutmoq,garder
1071,aufbewahren::V,tutmoq,conserver
1072,werfen::V,tashlamoq,jeter
1073,werfen::V,tashlamoq,lancer
1074,fangen::V,tutmoq,attraper
1075,packen::V,opqochmoq,agripper
1076,verstecken::V,yashirmoq,cacher
1077,teilen::V,bo'lmoq,diviser
1078,schicken::V,yubormoq,envoyer
1079,bringen::V,keltirmoq,apporter
1080,hinzufügen::V,tirkamoq,ajouter
1081,bekommen::V,olmoq,obtenir
1082,erhalten::V,olmoq,recevoir
1083,nehmen::V,olmoq,prendre
1084,wählen::V,saylamoq,choisir
1085,auswählen::V,saylamoq,choisir
1086,auswählen::V,saylamoq,sélectionner
1087,bewahren::V,saqlamoq,préserver
1088,behindern::V,xalal bermoq,gêner
1089,verderben::V,xazon qilmoq,gâter
1090,verderben::V,xazon qilmoq,corrompre
1091,beschädigen::V,buzmoq,endommager
1092,zerbrechen::V,sindirmoq,casser
1093,zerreißen::V,yirtmoq,déchirer
1094,zerstören::V,vayron qilmoq,détruire
1095,verbrennen::V,kuydirmoq,brûler
1096,geben::V,bermoq,donner
1097,reichen::V,bermoq,tendre
1098,schenken::V,sovg'a qilmoq,offrir
1099,versprechen::V,va'da bermoq,promettre
1100,wünschen::V,orziqmoq,souhaiter
1101,loben::V,maqtamoq,louer
1102,küssen::V,o'pmoq,embrasser
1103,wiegen::V,tebratmoq,bercer
1104,zudecken::V,yopmoq,couvrir
1105,wecken::V,uyg'otmoq,éveiller
1106,wecken::V,uyg'otmoq,réveiller
1107,zeigen::V,ko'rsatmoq,montrer
1108,zeigen::V,ko'rsatmoq,faire voir
1109,führen::V,boshlik bo'lmoq,guider
1110,lehren::V,o'rgatmoq,apprendre
1111,unterrichten::V,dars bermoq,instruire
1112,aufziehen::V,o'stirmoq,élever
1113,leiten::V,boshqarmoq,diriger
1114,leiten::V,boshqarmoq,conduire
1115,antreiben::V,shoshiltirmoq,pousser
1116,lassen::V,ruxsat bermoq,faire
1117,einladen::V,taklif kilmoq,inviter
1118,vereinigen::V,qo'shmoq,unir
1119,vereinigen::V,qo'shmoq,réunir
1120,besuchen::V,mehmonga bormoq,visiter
1121,besuchen::V,mehmonga bormoq,aller voir
1122,treffen::V,duchor bo'lmoq,rencontrer
1123,sich versammeln::V,to'planmoq,s'assembler
1124,spielen::V,o'ynamoq,jouer
1125,singen::V,yalla qilmoq,chanter
1126,tanzen::V,raqs qilmoq,danser
1127,sich trennen::V,yakkalanmoq,se séparer
1128,verlassen::V,qoldirmoq,quitter
1129,retten::V,qutqazmoq,sauver
1130,bewachen::V,qo'rimoq,garder
1131,schützen::V,yoniga olmoq,protéger
1132,verteidigen::V,yoqlamoq,défendre
1133,sich schlagen::V,yoqalashmoq,se taper
1134,schießen::V,otmoq,tirer
1135,siegen::V,engmoq,vaincre
1136,ärgern::V,jahl chiqarmoq,agacer
1137,schlagen::V,urmoq,battre
1138,schlagen::V,urmoq,frapper
1139,treten::V,tepmoq,botter
1140,treten::V,tepmoq,donner un coup de pied à
1141,stechen::V,qadamoq,piquer
1142,stoßen::V,turtmoq,heurter
1143,stehlen::V,o'g'rilamoq,voler
1144,stören::V,tebratmoq,gêner
1145,stören::V,tebratmoq,déranger
1146,belästigen::V,g'ashini keltirmoq,molester
1147,belästigen::V,g'ashini keltirmoq,importuner
1148,verbergen::V,berkitmoq,cacher
1149,verbergen::V,berkitmoq,dissimuler
1150,täuschen::V,aldamoq,abuser
1151,täuschen::V,aldamoq,tromper
1152,betrügen::V,tirriq qilmoq,duper
1153,betrügen::V,tirriq qilmoq,frauder
1154,töten::V,o'ldirmoq,tuer
1155,wohnen::V,istiqomat qilmoq,habiter
1156,wohnen::V,istiqomat qilmoq,demeurer
1157,arbeiten::V,ishlamoq,travailler
1158,sammeln::V,yig'moq,collectionner
1159,pflücken::V,termoq,cueillir
1160,jagen::V,ov qilmoq,chasser
1161,fischen::V,baliq ovlamoq,pêcher
1162,fassen::V,ilinmoq,capturer
1163,hüten::V,boqtirmoq,garder
1164,treiben::V,haydamoq,mener
1165,anbinden::V,bog'lamoq,attacher
1166,füttern::V,edirmoq,faire manger
1167,melken::V,sog'moq,traire
1168,hacken::V,chopmoq,fendre
1169,gießen::V,oqizmoq,arroser
1170,reifen::V,qizarmoq,mûrir
1171,zubereiten::V,pishirmoq,préparer
1172,kochen::V,qaynatmoq,cuire
1173,backen::V,yopmoq,cuire
1174,braten::V,qovurmoq,rôtir
1175,umrühren::V,atalamoq,remuer
1176,stricken::V,to'qimoq,tricoter
1177,nähen::V,tikmoq,coudre
1178,färben::V,bo'yoqlamoq,teindre
1179,reinigen::V,tozalamoq,nettoyer
1180,waschen::V,yuvmoq,laver
1181,abwischen::V,surkamoq,essuyer
1182,spülen::V,chaymoq,rincer
1183,fegen::V,cho'tkalamoq,balayer
1184,kehren::V,supurmoq,balayer
1185,baden::V,cho'milmoq,se baigner
1186,sich waschen::V,yuvinmoq,se laver
1187,ausziehen::V,echintirmoq,ôter
1188,ausziehen::V,echintirmoq,enlever
1189,anziehen::V,kiymoq,mettre
1190,sich anziehen::V,kiyinmoq,s'habiller
1191,kämmen::V,taramoq,peigner
1192,schmücken::V,yasatmoq,orner
1193,schmücken::V,yasatmoq,décorer
1194,sagen::V,aytmoq,dire
1195,sprechen::V,so'zlamoq,parler
1196,reden::V,gapirmoq,parler
1197,sich unterhalten::V,suhbatlashmoq,bavarder
1198,sich unterhalten::V,suhbatlashmoq,s'entretenir
1199,fragen::V,so'ramoq,demander
1200,bitten::V,iltimos qilmoq,prier
1201,erzählen::V,aytib bermoq,raconter
1202,mitteilen::V,bildirmoq,communiquer
1203,nennen::V,atamoq,nommer
1204,nennen::V,atamoq,appeler
1205,rufen::V,chaqirmoq,appeler
1206,prahlen::V,gerdaymoq,se vanter
1207,übersetzen::V,tarjima qilmoq,traduire
1208,denken::V,o'ylamoq,penser
1209,glauben::V,ishonmoq,croire
1210,bemerken::V,payqamoq,remarquer
1211,bemerken::V,payqamoq,apercevoir
1212,erkennen::V,tanimoq,reconnaître
1213,begreifen::V,tushunmoq,concevoir
1214,verstehen::V,anglamoq,entendre
1215,verstehen::V,anglamoq,comprendre
1216,lernen::V,o'qimoq,apprendre
1217,wissen::V,bilmoq,savoir
1218,sich erinnern an::V,äsni tanimoq,se souvenir de
1219,vergessen::V,unutmoq,oublier
1220,messen::V,o'lchamoq,mesurer
1221,zählen::V,raqamlamoq,compter
1222,rechnen::V,cho'tlamoq,calculer
1223,lesen::V,o'qimoq,lire
1224,malen::V,rasm solmoq,peindre
1225,zeichnen::V,chizmoq,dessiner
1226,schreiben::V,yozmoq,écrire
1227,besitzen::V,ägalamoq,posséder
1228,kaufen::V,olmoq,acheter
1229,verkaufen::V,sotmoq,vendre
1230,bezahlen::V,to'lamoq,payer
1231,zahlen::V,to'lamoq,payer
1232,beherrschen::V,ägalamoq,dominer
1233,beherrschen::V,ägalamoq,maîtriser
1234,ertragen::V,chidamoq,tolérer
1235,ertragen::V,chidamoq,supporter
